Orthogroup	Prac	Prah
OG0000076	Prac.g_00242	Prah.g_02196
OG0000077	Prac.g_01936	Prah.g_00013
OG0000078	Prac.g_01609	Prah.g_02187
OG0000079	Prac.g_01150	Prah.g_02538
OG0000080	Prac.g_00702	Prah.g_00445
OG0000081	Prac.g_00680	Prah.g_00974
OG0000082	Prac.g_01468	Prah.g_00660
OG0000083	Prac.g_01405	Prah.g_01190
OG0000084	Prac.g_01327	Prah.g_00796
OG0000085	Prac.g_01207	Prah.g_02597
OG0000086	Prac.g_01018	Prah.g_02524
OG0000090	Prac.g_00256	Prah.g_02191
OG0000091	Prac.g_00403	Prah.g_00398
OG0000092	Prac.g_00886	Prah.g_01609
OG0000093	Prac.g_00500	Prah.g_02043
OG0000094	Prac.g_00545	Prah.g_01999, Prah.g_01797
OG0000095	Prac.g_00015	Prah.g_02230
OG0000096	Prac.g_00084	Prah.g_00052
OG0000098	Prac.g_01944	Prah.g_00004
OG0000099	Prac.g_01924	Prah.g_00029
OG0000101	Prac.g_01882	Prah.g_02458
OG0000102	Prac.g_01818	Prah.g_00194
OG0000103	Prac.g_01810	Prah.g_00176, Prah.g_00180
OG0000104	Prac.g_01792	Prah.g_02268
OG0000105	Prac.g_01760	Prah.g_02308
OG0000106	Prac.g_01746	Prah.g_02324
OG0000107	Prac.g_01738	Prah.g_02352
OG0000108	Prac.g_01728	Prah.g_02362
OG0000109	Prac.g_01691	Prah.g_01773
OG0000110	Prac.g_01679	Prah.g_02089
OG0000111	Prac.g_01657	Prah.g_02126
OG0000112	Prac.g_01647	Prah.g_02139
OG0000113	Prac.g_01634	Prah.g_02155
OG0000114	Prac.g_01606	Prah.g_02207
OG0000115	Prac.g_01070	Prah.g_00311
OG0000116	Prac.g_01068	Prah.g_00313, Prah.g_00314
OG0000117	Prac.g_01064	Prah.g_01566
OG0000118	Prac.g_00872	Prah.g_01544
OG0000119	Prac.g_00840	Prah.g_00108, Prah.g_01503
OG0000120	Prac.g_00839	Prah.g_01501
OG0000121	Prac.g_00829	Prah.g_01476
OG0000122	Prac.g_00820	Prah.g_01465
OG0000123	Prac.g_00789	Prah.g_01428
OG0000124	Prac.g_00720	Prah.g_00474
OG0000125	Prac.g_00719	Prah.g_00473
OG0000126	Prac.g_00718	Prah.g_00472
OG0000127	Prac.g_00685	Prah.g_01758
OG0000128	Prac.g_01558	Prah.g_00885
OG0000129	Prac.g_01538	Prah.g_00752
OG0000130	Prac.g_01491	Prah.g_01231, Prah.g_01233
OG0000131	Prac.g_01477	Prah.g_01823, Prah.g_00669
OG0000132	Prac.g_01442	Prah.g_00605
OG0000133	Prac.g_01368	Prah.g_00699
OG0000134	Prac.g_01359	Prah.g_00692
OG0000135	Prac.g_01323	Prah.g_00805
OG0000136	Prac.g_01259	Prah.g_00912
OG0000137	Prac.g_01015	Prah.g_02526
OG0000139	Prac.g_00979	Prah.g_01315
OG0000140	Prac.g_00928	Prah.g_01237, Prah.g_01238
OG0000141	Prac.g_00448	Prah.g_00905
OG0000142	Prac.g_00187	Prah.g_01378
OG0000143	Prac.g_00217	Prah.g_01576
OG0000144	Prac.g_00424	Prah.g_00424
OG0000145	Prac.g_00410	Prah.g_00407
OG0000146	Prac.g_00374	Prah.g_00361
OG0000147	Prac.g_00334	Prah.g_01653
OG0000148	Prac.g_00333	Prah.g_01654
OG0000149	Prac.g_00627	Prah.g_01672
OG0000150	Prac.g_00589	Prah.g_01725
OG0000151	Prac.g_00586	Prah.g_01728
OG0000152	Prac.g_00471	Prah.g_01762
OG0000153	Prac.g_00507	Prah.g_02038
OG0000154	Prac.g_00543	Prah.g_02001
OG0000155	Prac.g_00560	Prah.g_01981
OG0000156	Prac.g_00026	Prah.g_02244
OG0000157	Prac.g_00057	Prah.g_00089
OG0000158	Prac.g_00118	Prah.g_02578
OG0000160	Prac.g_01946	Prah.g_00002
OG0000161	Prac.g_01945	Prah.g_00003
OG0000162	Prac.g_01943	Prah.g_00005
OG0000163	Prac.g_01942	Prah.g_00006
OG0000164	Prac.g_01941	Prah.g_00007
OG0000165	Prac.g_01940	Prah.g_00008
OG0000166	Prac.g_01939	Prah.g_00010
OG0000167	Prac.g_01938	Prah.g_00011
OG0000168	Prac.g_01937	Prah.g_00012
OG0000169	Prac.g_01935	Prah.g_00014
OG0000170	Prac.g_01933	Prah.g_00016
OG0000171	Prac.g_01932	Prah.g_00017
OG0000172	Prac.g_01931	Prah.g_00022
OG0000173	Prac.g_01930	Prah.g_00023
OG0000174	Prac.g_01929	Prah.g_00024
OG0000175	Prac.g_01928	Prah.g_00025
OG0000176	Prac.g_01927	Prah.g_00026
OG0000177	Prac.g_01926	Prah.g_00027
OG0000178	Prac.g_01925	Prah.g_00028
OG0000179	Prac.g_01923	Prah.g_00030
OG0000180	Prac.g_01922	Prah.g_00031
OG0000181	Prac.g_01921	Prah.g_00032
OG0000182	Prac.g_01920	Prah.g_00033
OG0000183	Prac.g_01919	Prah.g_00034
OG0000184	Prac.g_01918	Prah.g_00036
OG0000185	Prac.g_01915	Prah.g_00041
OG0000186	Prac.g_01911	Prah.g_00046
OG0000187	Prac.g_01910	Prah.g_00047
OG0000188	Prac.g_01909	Prah.g_00048
OG0000189	Prac.g_01892	Prah.g_00049
OG0000190	Prac.g_01890	Prah.g_00051
OG0000191	Prac.g_01889	Prah.g_02488
OG0000192	Prac.g_01888	Prah.g_02486
OG0000193	Prac.g_01886	Prah.g_02485
OG0000194	Prac.g_01885	Prah.g_02478
OG0000195	Prac.g_01884	Prah.g_02471
OG0000196	Prac.g_01883	Prah.g_02466
OG0000197	Prac.g_01881	Prah.g_02457
OG0000198	Prac.g_01880	Prah.g_02454
OG0000199	Prac.g_01879	Prah.g_02453
OG0000200	Prac.g_01867	Prah.g_01830
OG0000201	Prac.g_01866	Prah.g_01833
OG0000202	Prac.g_01865	Prah.g_01834
OG0000203	Prac.g_01862	Prah.g_01838
OG0000204	Prac.g_01861	Prah.g_01839
OG0000205	Prac.g_01858	Prah.g_01843
OG0000206	Prac.g_01856	Prah.g_01845
OG0000207	Prac.g_01854	Prah.g_01849
OG0000208	Prac.g_01853	Prah.g_01850
OG0000209	Prac.g_01852	Prah.g_01211
OG0000210	Prac.g_01851	Prah.g_01851
OG0000211	Prac.g_01850	Prah.g_01859
OG0000212	Prac.g_01849	Prah.g_01860
OG0000213	Prac.g_01848	Prah.g_01861
OG0000214	Prac.g_01847	Prah.g_01862
OG0000215	Prac.g_01846	Prah.g_01863
OG0000216	Prac.g_01845	Prah.g_01864
OG0000217	Prac.g_01843	Prah.g_01866
OG0000218	Prac.g_01842	Prah.g_01867
OG0000219	Prac.g_01841	Prah.g_01873
OG0000220	Prac.g_01840	Prah.g_01877
OG0000221	Prac.g_01837	Prah.g_01882
OG0000222	Prac.g_01836	Prah.g_01883
OG0000223	Prac.g_01835	Prah.g_01884
OG0000224	Prac.g_01834	Prah.g_01886
OG0000225	Prac.g_01833	Prah.g_01887
OG0000226	Prac.g_01832	Prah.g_01888
OG0000227	Prac.g_01831	Prah.g_01890
OG0000228	Prac.g_01830	Prah.g_01891
OG0000229	Prac.g_01829	Prah.g_01892
OG0000230	Prac.g_01828	Prah.g_01893
OG0000231	Prac.g_01827	Prah.g_01894
OG0000232	Prac.g_01825	Prah.g_01896
OG0000233	Prac.g_01824	Prah.g_01897
OG0000234	Prac.g_01823	Prah.g_01898
OG0000235	Prac.g_01822	Prah.g_01901
OG0000236	Prac.g_01821	Prah.g_01906
OG0000237	Prac.g_01820	Prah.g_01908
OG0000238	Prac.g_01819	Prah.g_00195
OG0000239	Prac.g_01817	Prah.g_00193
OG0000240	Prac.g_01816	Prah.g_00191
OG0000241	Prac.g_01815	Prah.g_00189
OG0000242	Prac.g_01814	Prah.g_00188
OG0000243	Prac.g_01811	Prah.g_00183
OG0000244	Prac.g_01809	Prah.g_00175
OG0000245	Prac.g_01808	Prah.g_00174
OG0000246	Prac.g_01807	Prah.g_00173
OG0000247	Prac.g_01804	Prah.g_02252
OG0000248	Prac.g_01802	Prah.g_02254
OG0000249	Prac.g_01801	Prah.g_02257
OG0000250	Prac.g_01800	Prah.g_02259
OG0000251	Prac.g_01799	Prah.g_02260
OG0000252	Prac.g_01798	Prah.g_02261
OG0000253	Prac.g_01797	Prah.g_02262
OG0000254	Prac.g_01795	Prah.g_02264
OG0000255	Prac.g_01794	Prah.g_02265
OG0000256	Prac.g_01791	Prah.g_02269
OG0000257	Prac.g_01789	Prah.g_02280
OG0000258	Prac.g_01785	Prah.g_02282
OG0000259	Prac.g_01784	Prah.g_02283
OG0000260	Prac.g_01783	Prah.g_02284
OG0000261	Prac.g_01782	Prah.g_02285
OG0000262	Prac.g_01781	Prah.g_02286
OG0000263	Prac.g_01779	Prah.g_02288
OG0000264	Prac.g_01778	Prah.g_02289
OG0000265	Prac.g_01777	Prah.g_02290
OG0000266	Prac.g_01776	Prah.g_02291
OG0000267	Prac.g_01775	Prah.g_02292
OG0000268	Prac.g_01774	Prah.g_02294
OG0000269	Prac.g_01772	Prah.g_02296
OG0000270	Prac.g_01771	Prah.g_02297
OG0000271	Prac.g_01770	Prah.g_02298
OG0000272	Prac.g_01769	Prah.g_02299
OG0000273	Prac.g_01768	Prah.g_02300
OG0000274	Prac.g_01767	Prah.g_02301
OG0000275	Prac.g_01766	Prah.g_02302
OG0000276	Prac.g_01765	Prah.g_02303
OG0000277	Prac.g_01763	Prah.g_02305
OG0000278	Prac.g_01762	Prah.g_02306
OG0000279	Prac.g_01761	Prah.g_02307
OG0000280	Prac.g_01759	Prah.g_02309
OG0000281	Prac.g_01757	Prah.g_02310
OG0000282	Prac.g_01756	Prah.g_02311
OG0000283	Prac.g_01755	Prah.g_02312
OG0000284	Prac.g_01754	Prah.g_02313
OG0000285	Prac.g_01753	Prah.g_02314
OG0000286	Prac.g_01752	Prah.g_02315
OG0000287	Prac.g_01751	Prah.g_02316
OG0000288	Prac.g_01749	Prah.g_00709
OG0000289	Prac.g_01748	Prah.g_02321
OG0000290	Prac.g_01747	Prah.g_02323
OG0000291	Prac.g_01745	Prah.g_02334
OG0000292	Prac.g_01744	Prah.g_02336
OG0000293	Prac.g_01743	Prah.g_02339
OG0000294	Prac.g_01742	Prah.g_02341
OG0000295	Prac.g_01741	Prah.g_02344
OG0000296	Prac.g_01740	Prah.g_02345
OG0000297	Prac.g_01739	Prah.g_02350
OG0000298	Prac.g_01737	Prah.g_02353
OG0000299	Prac.g_01736	Prah.g_02354
OG0000300	Prac.g_01735	Prah.g_02355
OG0000301	Prac.g_01734	Prah.g_02356
OG0000302	Prac.g_01733	Prah.g_02357
OG0000303	Prac.g_01732	Prah.g_02358
OG0000304	Prac.g_01730	Prah.g_02360
OG0000305	Prac.g_01729	Prah.g_02361
OG0000306	Prac.g_01726	Prah.g_02364
OG0000307	Prac.g_01725	Prah.g_02365
OG0000308	Prac.g_01724	Prah.g_02370
OG0000309	Prac.g_01723	Prah.g_02371
OG0000310	Prac.g_01722	Prah.g_02372
OG0000311	Prac.g_01721	Prah.g_02420
OG0000312	Prac.g_01720	Prah.g_02419
OG0000313	Prac.g_01719	Prah.g_02418
OG0000314	Prac.g_01718	Prah.g_02417
OG0000315	Prac.g_01717	Prah.g_02415
OG0000316	Prac.g_01716	Prah.g_02411
OG0000317	Prac.g_01715	Prah.g_02410
OG0000318	Prac.g_01714	Prah.g_02409
OG0000319	Prac.g_01713	Prah.g_02403
OG0000320	Prac.g_01712	Prah.g_02402
OG0000321	Prac.g_01711	Prah.g_02400
OG0000322	Prac.g_01710	Prah.g_02399
OG0000323	Prac.g_01709	Prah.g_02398
OG0000324	Prac.g_01708	Prah.g_02397
OG0000325	Prac.g_01707	Prah.g_02396
OG0000326	Prac.g_01706	Prah.g_02395
OG0000327	Prac.g_01705	Prah.g_02394
OG0000328	Prac.g_01704	Prah.g_02392
OG0000329	Prac.g_01703	Prah.g_02391
OG0000330	Prac.g_01702	Prah.g_02390
OG0000331	Prac.g_01701	Prah.g_01786
OG0000332	Prac.g_01700	Prah.g_01411
OG0000333	Prac.g_01699	Prah.g_01412
OG0000334	Prac.g_01698	Prah.g_01413
OG0000335	Prac.g_01697	Prah.g_01782
OG0000336	Prac.g_01695	Prah.g_01781
OG0000337	Prac.g_01694	Prah.g_01779
OG0000338	Prac.g_01690	Prah.g_01772
OG0000339	Prac.g_01688	Prah.g_02074
OG0000340	Prac.g_01686	Prah.g_02078
OG0000341	Prac.g_01685	Prah.g_02079
OG0000342	Prac.g_01684	Prah.g_02080
OG0000343	Prac.g_01683	Prah.g_02082
OG0000344	Prac.g_01680	Prah.g_02087
OG0000345	Prac.g_01678	Prah.g_02098
OG0000346	Prac.g_01677	Prah.g_02099
OG0000347	Prac.g_01674	Prah.g_02101
OG0000348	Prac.g_01672	Prah.g_02103
OG0000349	Prac.g_01671	Prah.g_02105
OG0000350	Prac.g_01669	Prah.g_02111
OG0000351	Prac.g_01668	Prah.g_01785
OG0000352	Prac.g_01667	Prah.g_02114
OG0000353	Prac.g_01666	Prah.g_02115
OG0000354	Prac.g_01665	Prah.g_02117
OG0000355	Prac.g_01664	Prah.g_02118
OG0000356	Prac.g_01663	Prah.g_02119
OG0000357	Prac.g_01662	Prah.g_02120
OG0000358	Prac.g_01661	Prah.g_02121
OG0000359	Prac.g_01660	Prah.g_02123
OG0000360	Prac.g_01656	Prah.g_02128
OG0000361	Prac.g_01655	Prah.g_02129
OG0000362	Prac.g_01654	Prah.g_02130
OG0000363	Prac.g_01653	Prah.g_02132
OG0000364	Prac.g_01649	Prah.g_02137
OG0000365	Prac.g_01648	Prah.g_02138
OG0000366	Prac.g_01646	Prah.g_02140
OG0000367	Prac.g_01645	Prah.g_02142
OG0000368	Prac.g_01644	Prah.g_02143
OG0000369	Prac.g_01643	Prah.g_02144
OG0000370	Prac.g_01642	Prah.g_02145
OG0000371	Prac.g_01641	Prah.g_02146
OG0000372	Prac.g_01640	Prah.g_02147
OG0000373	Prac.g_01639	Prah.g_02148
OG0000374	Prac.g_01637	Prah.g_02151
OG0000375	Prac.g_01636	Prah.g_02152
OG0000376	Prac.g_01633	Prah.g_02156
OG0000377	Prac.g_01632	Prah.g_02157
OG0000378	Prac.g_01631	Prah.g_02158
OG0000379	Prac.g_01630	Prah.g_02159
OG0000380	Prac.g_01629	Prah.g_02166
OG0000381	Prac.g_01628	Prah.g_02167
OG0000382	Prac.g_01627	Prah.g_02168
OG0000383	Prac.g_01626	Prah.g_02170
OG0000384	Prac.g_01623	Prah.g_02172
OG0000385	Prac.g_01622	Prah.g_02173
OG0000386	Prac.g_01621	Prah.g_02174
OG0000387	Prac.g_01620	Prah.g_02175
OG0000388	Prac.g_01619	Prah.g_02176
OG0000389	Prac.g_01618	Prah.g_02177
OG0000390	Prac.g_01617	Prah.g_02178
OG0000391	Prac.g_01616	Prah.g_02179
OG0000392	Prac.g_01615	Prah.g_02180
OG0000393	Prac.g_01614	Prah.g_02181
OG0000394	Prac.g_01613	Prah.g_02182
OG0000395	Prac.g_01612	Prah.g_02183
OG0000396	Prac.g_01610	Prah.g_02186
OG0000397	Prac.g_01608	Prah.g_02197
OG0000398	Prac.g_01607	Prah.g_02199
OG0000399	Prac.g_01604	Prah.g_01956
OG0000400	Prac.g_01603	Prah.g_01949
OG0000401	Prac.g_01602	Prah.g_01948
OG0000402	Prac.g_01200	Prah.g_01940
OG0000403	Prac.g_01199	Prah.g_01938
OG0000404	Prac.g_01198	Prah.g_01937
OG0000405	Prac.g_01196	Prah.g_01935
OG0000406	Prac.g_01193	Prah.g_01930
OG0000407	Prac.g_01192	Prah.g_01929
OG0000408	Prac.g_01189	Prah.g_01922
OG0000409	Prac.g_01188	Prah.g_01921
OG0000410	Prac.g_01187	Prah.g_01920
OG0000411	Prac.g_01186	Prah.g_01919
OG0000412	Prac.g_01185	Prah.g_01918
OG0000413	Prac.g_01184	Prah.g_01917
OG0000414	Prac.g_01183	Prah.g_01916
OG0000415	Prac.g_01182	Prah.g_01915
OG0000416	Prac.g_01179	Prah.g_00204
OG0000417	Prac.g_01178	Prah.g_00205
OG0000418	Prac.g_01177	Prah.g_00208
OG0000419	Prac.g_01176	Prah.g_00209
OG0000420	Prac.g_01175	Prah.g_00579
OG0000421	Prac.g_01162	Prah.g_01837
OG0000422	Prac.g_01154	Prah.g_01661
OG0000423	Prac.g_01153	Prah.g_01181
OG0000424	Prac.g_01148	Prah.g_02072
OG0000425	Prac.g_01116	Prah.g_00218
OG0000426	Prac.g_01115	Prah.g_00219
OG0000427	Prac.g_01114	Prah.g_00221
OG0000428	Prac.g_01112	Prah.g_00229
OG0000429	Prac.g_01111	Prah.g_00230
OG0000430	Prac.g_01109	Prah.g_00232
OG0000431	Prac.g_01108	Prah.g_00233
OG0000432	Prac.g_01107	Prah.g_00234
OG0000433	Prac.g_01106	Prah.g_00235
OG0000434	Prac.g_01105	Prah.g_00237
OG0000435	Prac.g_01104	Prah.g_00238
OG0000436	Prac.g_01103	Prah.g_00239
OG0000437	Prac.g_01102	Prah.g_00240
OG0000438	Prac.g_01101	Prah.g_00241
OG0000439	Prac.g_01100	Prah.g_00242
OG0000440	Prac.g_01099	Prah.g_00247
OG0000441	Prac.g_01098	Prah.g_00251
OG0000442	Prac.g_01097	Prah.g_00252
OG0000443	Prac.g_01096	Prah.g_00253
OG0000444	Prac.g_01095	Prah.g_00254
OG0000445	Prac.g_01094	Prah.g_00255
OG0000446	Prac.g_01092	Prah.g_00257
OG0000447	Prac.g_01091	Prah.g_00258
OG0000448	Prac.g_01089	Prah.g_00261
OG0000449	Prac.g_01084	Prah.g_00290
OG0000450	Prac.g_01083	Prah.g_00291
OG0000451	Prac.g_01082	Prah.g_00294
OG0000452	Prac.g_01081	Prah.g_00304
OG0000453	Prac.g_01080	Prah.g_00306
OG0000454	Prac.g_01073	Prah.g_00308
OG0000455	Prac.g_01071	Prah.g_00310
OG0000456	Prac.g_01067	Prah.g_01575
OG0000457	Prac.g_01066	Prah.g_01572
OG0000458	Prac.g_01065	Prah.g_01567
OG0000459	Prac.g_01063	Prah.g_01565
OG0000460	Prac.g_01061	Prah.g_01563
OG0000461	Prac.g_01060	Prah.g_01562
OG0000462	Prac.g_01059	Prah.g_01561
OG0000463	Prac.g_01057	Prah.g_01558
OG0000464	Prac.g_01056	Prah.g_01556
OG0000465	Prac.g_01055	Prah.g_01555
OG0000466	Prac.g_01054	Prah.g_01554
OG0000467	Prac.g_01053	Prah.g_01553
OG0000468	Prac.g_01052	Prah.g_01552
OG0000469	Prac.g_01051	Prah.g_01551
OG0000470	Prac.g_01050	Prah.g_01550
OG0000471	Prac.g_01049	Prah.g_01549
OG0000472	Prac.g_00871	Prah.g_01541
OG0000473	Prac.g_00870	Prah.g_01540
OG0000474	Prac.g_00869	Prah.g_01539
OG0000475	Prac.g_00868	Prah.g_01538
OG0000476	Prac.g_00866	Prah.g_01535
OG0000477	Prac.g_00865	Prah.g_01534
OG0000478	Prac.g_00864	Prah.g_01533
OG0000479	Prac.g_00863	Prah.g_01532
OG0000480	Prac.g_00861	Prah.g_01530
OG0000481	Prac.g_00859	Prah.g_01529
OG0000482	Prac.g_00858	Prah.g_01528
OG0000483	Prac.g_00857	Prah.g_01526
OG0000484	Prac.g_00856	Prah.g_01525
OG0000485	Prac.g_00855	Prah.g_01524
OG0000486	Prac.g_00854	Prah.g_01519
OG0000487	Prac.g_00849	Prah.g_01514
OG0000488	Prac.g_00847	Prah.g_01513
OG0000489	Prac.g_00846	Prah.g_01512
OG0000490	Prac.g_00845	Prah.g_01510
OG0000491	Prac.g_00844	Prah.g_01509
OG0000492	Prac.g_00843	Prah.g_01505
OG0000493	Prac.g_00842	Prah.g_01094
OG0000494	Prac.g_00841	Prah.g_01035
OG0000495	Prac.g_00838	Prah.g_01500
OG0000496	Prac.g_00837	Prah.g_01498
OG0000497	Prac.g_00836	Prah.g_01496
OG0000498	Prac.g_00835	Prah.g_01495
OG0000499	Prac.g_00834	Prah.g_01489
OG0000500	Prac.g_00832	Prah.g_01484
OG0000501	Prac.g_00831	Prah.g_01482
OG0000502	Prac.g_00830	Prah.g_01480
OG0000503	Prac.g_00828	Prah.g_01474
OG0000504	Prac.g_00827	Prah.g_01473
OG0000505	Prac.g_00826	Prah.g_01472
OG0000506	Prac.g_00825	Prah.g_01470
OG0000507	Prac.g_00824	Prah.g_01469
OG0000508	Prac.g_00823	Prah.g_01468
OG0000509	Prac.g_00822	Prah.g_01467
OG0000510	Prac.g_00821	Prah.g_01466
OG0000511	Prac.g_00819	Prah.g_01464
OG0000512	Prac.g_00818	Prah.g_01463
OG0000513	Prac.g_00817	Prah.g_01462
OG0000514	Prac.g_00816	Prah.g_01461
OG0000515	Prac.g_00815	Prah.g_01460
OG0000516	Prac.g_00814	Prah.g_01459
OG0000517	Prac.g_00812	Prah.g_01458
OG0000518	Prac.g_00811	Prah.g_01457
OG0000519	Prac.g_00810	Prah.g_01454
OG0000520	Prac.g_00809	Prah.g_01452
OG0000521	Prac.g_00808	Prah.g_01451
OG0000522	Prac.g_00807	Prah.g_01450
OG0000523	Prac.g_00806	Prah.g_01449
OG0000524	Prac.g_00805	Prah.g_01448
OG0000525	Prac.g_00804	Prah.g_01446
OG0000526	Prac.g_00803	Prah.g_01445
OG0000527	Prac.g_00802	Prah.g_01444
OG0000528	Prac.g_00801	Prah.g_01443
OG0000529	Prac.g_00800	Prah.g_01441
OG0000530	Prac.g_00799	Prah.g_01440
OG0000531	Prac.g_00798	Prah.g_01439
OG0000532	Prac.g_00797	Prah.g_01438
OG0000533	Prac.g_00795	Prah.g_01434
OG0000534	Prac.g_00794	Prah.g_01433
OG0000535	Prac.g_00793	Prah.g_01432
OG0000536	Prac.g_00792	Prah.g_01431
OG0000537	Prac.g_00791	Prah.g_01430
OG0000538	Prac.g_00790	Prah.g_01429
OG0000539	Prac.g_00787	Prah.g_01425
OG0000540	Prac.g_00786	Prah.g_01424
OG0000541	Prac.g_00785	Prah.g_01423
OG0000542	Prac.g_00782	Prah.g_01417
OG0000543	Prac.g_00780	Prah.g_01416
OG0000544	Prac.g_00779	Prah.g_01415
OG0000545	Prac.g_00778	Prah.g_01414
OG0000546	Prac.g_00777	Prah.g_01408
OG0000547	Prac.g_00776	Prah.g_01407
OG0000548	Prac.g_00775	Prah.g_01406
OG0000549	Prac.g_00772	Prah.g_01404
OG0000550	Prac.g_00771	Prah.g_01403
OG0000551	Prac.g_00770	Prah.g_01402
OG0000552	Prac.g_00769	Prah.g_01401
OG0000553	Prac.g_00768	Prah.g_01400
OG0000554	Prac.g_00767	Prah.g_01399
OG0000555	Prac.g_00766	Prah.g_01396
OG0000556	Prac.g_00765	Prah.g_01394
OG0000557	Prac.g_00764	Prah.g_01393
OG0000558	Prac.g_00763	Prah.g_01392
OG0000559	Prac.g_00762	Prah.g_01391
OG0000560	Prac.g_00761	Prah.g_01390
OG0000561	Prac.g_00760	Prah.g_01389
OG0000562	Prac.g_00759	Prah.g_01388
OG0000563	Prac.g_00758	Prah.g_01387
OG0000564	Prac.g_00757	Prah.g_01385
OG0000565	Prac.g_00756	Prah.g_00532
OG0000566	Prac.g_00755	Prah.g_00531
OG0000567	Prac.g_00754	Prah.g_00530
OG0000568	Prac.g_00753	Prah.g_00529
OG0000569	Prac.g_00750	Prah.g_00526
OG0000570	Prac.g_00749	Prah.g_00525
OG0000571	Prac.g_00747	Prah.g_00523
OG0000572	Prac.g_00746	Prah.g_00518
OG0000573	Prac.g_00745	Prah.g_00517
OG0000574	Prac.g_00744	Prah.g_00516
OG0000575	Prac.g_00743	Prah.g_00513
OG0000576	Prac.g_00742	Prah.g_00510
OG0000577	Prac.g_00741	Prah.g_00509
OG0000578	Prac.g_00740	Prah.g_00506
OG0000579	Prac.g_00739	Prah.g_00505
OG0000580	Prac.g_00738	Prah.g_00504
OG0000581	Prac.g_00737	Prah.g_00503
OG0000582	Prac.g_00736	Prah.g_00501
OG0000583	Prac.g_00735	Prah.g_00500
OG0000584	Prac.g_00733	Prah.g_00498
OG0000585	Prac.g_00732	Prah.g_00497
OG0000586	Prac.g_00731	Prah.g_00495
OG0000587	Prac.g_00730	Prah.g_00494
OG0000588	Prac.g_00729	Prah.g_00493
OG0000589	Prac.g_00728	Prah.g_00486
OG0000590	Prac.g_00727	Prah.g_00485
OG0000591	Prac.g_00726	Prah.g_00484
OG0000592	Prac.g_00725	Prah.g_00483
OG0000593	Prac.g_00724	Prah.g_00482
OG0000594	Prac.g_00723	Prah.g_00478
OG0000595	Prac.g_00722	Prah.g_00477
