Orthogroup	Prac	Prbj
OG0000082	Prac.g_01468	Prbj.g_02419
OG0000084	Prac.g_01327	Prbj.g_02268
OG0000085	Prac.g_01207	Prbj.g_02066
OG0000086	Prac.g_01018	Prbj.g_01990
OG0000090	Prac.g_00256	Prbj.g_01464
OG0000091	Prac.g_00403	Prbj.g_01072
OG0000092	Prac.g_00886	Prbj.g_01678
OG0000093	Prac.g_00500	Prbj.g_01029
OG0000094	Prac.g_00545	Prbj.g_00985
OG0000095	Prac.g_00015	Prbj.g_01500
OG0000096	Prac.g_00084	Prbj.g_01218
OG0000098	Prac.g_01944	Prbj.g_02076
OG0000099	Prac.g_01924	Prbj.g_01195
OG0000101	Prac.g_01882	Prbj.g_01921
OG0000102	Prac.g_01818	Prbj.g_01551
OG0000103	Prac.g_01810	Prbj.g_01566
OG0000104	Prac.g_01792	Prbj.g_01547
OG0000105	Prac.g_01760	Prbj.g_00517
OG0000106	Prac.g_01746	Prbj.g_01138
OG0000107	Prac.g_01738	Prbj.g_01157
OG0000108	Prac.g_01728	Prbj.g_01167
OG0000109	Prac.g_01691	Prbj.g_02614
OG0000110	Prac.g_01679	Prbj.g_01352
OG0000111	Prac.g_01657	Prbj.g_01397
OG0000112	Prac.g_01647	Prbj.g_01410
OG0000113	Prac.g_01634	Prbj.g_01426
OG0000114	Prac.g_01606	Prbj.g_01480
OG0000115	Prac.g_01070	Prbj.g_00129
OG0000116	Prac.g_01068	Prbj.g_00127
OG0000117	Prac.g_01064	Prbj.g_01630
OG0000118	Prac.g_00872	Prbj.g_01608
OG0000119	Prac.g_00840	Prbj.g_02125
OG0000120	Prac.g_00839	Prbj.g_02127
OG0000121	Prac.g_00829	Prbj.g_02668
OG0000122	Prac.g_00820	Prbj.g_01866
OG0000123	Prac.g_00789	Prbj.g_01790
OG0000124	Prac.g_00720	Prbj.g_00792
OG0000125	Prac.g_00719	Prbj.g_00793
OG0000126	Prac.g_00718	Prbj.g_00794
OG0000127	Prac.g_00685	Prbj.g_00429
OG0000128	Prac.g_01558	Prbj.g_02181
OG0000129	Prac.g_01538	Prbj.g_02314
OG0000130	Prac.g_01491	Prbj.g_00023
OG0000131	Prac.g_01477	Prbj.g_02410
OG0000132	Prac.g_01442	Prbj.g_02474
OG0000133	Prac.g_01368	Prbj.g_02382
OG0000134	Prac.g_01359	Prbj.g_02388
OG0000135	Prac.g_01323	Prbj.g_02260
OG0000136	Prac.g_01259	Prbj.g_01841
OG0000137	Prac.g_01015	Prbj.g_01992
OG0000139	Prac.g_00979	Prbj.g_00843
OG0000140	Prac.g_00928	Prbj.g_00020
OG0000141	Prac.g_00448	Prbj.g_01848
OG0000142	Prac.g_00187	Prbj.g_01742
OG0000143	Prac.g_00217	Prbj.g_01639
OG0000144	Prac.g_00424	Prbj.g_01040
OG0000145	Prac.g_00410	Prbj.g_01057
OG0000146	Prac.g_00374	Prbj.g_00656
OG0000147	Prac.g_00334	Prbj.g_00882
OG0000148	Prac.g_00333	Prbj.g_00881
OG0000149	Prac.g_00627	Prbj.g_00863
OG0000150	Prac.g_00589	Prbj.g_00461
OG0000151	Prac.g_00586	Prbj.g_00458
OG0000152	Prac.g_00471	Prbj.g_00425
OG0000153	Prac.g_00507	Prbj.g_01024
OG0000154	Prac.g_00543	Prbj.g_00987
OG0000155	Prac.g_00560	Prbj.g_00400
OG0000156	Prac.g_00026	Prbj.g_01516
OG0000157	Prac.g_00057	Prbj.g_01280
OG0000158	Prac.g_00118	Prbj.g_02047
OG0000160	Prac.g_01946	Prbj.g_02074
OG0000161	Prac.g_01945	Prbj.g_02075
OG0000162	Prac.g_01943	Prbj.g_02077
OG0000163	Prac.g_01942	Prbj.g_02078
OG0000164	Prac.g_01941	Prbj.g_02079
OG0000165	Prac.g_01940	Prbj.g_02080
OG0000166	Prac.g_01939	Prbj.g_02082
OG0000167	Prac.g_01938	Prbj.g_02083
OG0000168	Prac.g_01937	Prbj.g_02084
OG0000169	Prac.g_01935	Prbj.g_02086
OG0000170	Prac.g_01933	Prbj.g_01182
OG0000171	Prac.g_01932	Prbj.g_01183
OG0000172	Prac.g_01931	Prbj.g_01188
OG0000173	Prac.g_01930	Prbj.g_01189
OG0000174	Prac.g_01929	Prbj.g_01190
OG0000175	Prac.g_01928	Prbj.g_01191
OG0000176	Prac.g_01927	Prbj.g_01192
OG0000177	Prac.g_01926	Prbj.g_01193
OG0000178	Prac.g_01925	Prbj.g_01194
OG0000179	Prac.g_01923	Prbj.g_01196
OG0000180	Prac.g_01922	Prbj.g_01197
OG0000181	Prac.g_01921	Prbj.g_01198
OG0000182	Prac.g_01920	Prbj.g_01199
OG0000183	Prac.g_01919	Prbj.g_01200
OG0000184	Prac.g_01918	Prbj.g_01202
OG0000185	Prac.g_01915	Prbj.g_01207
OG0000186	Prac.g_01911	Prbj.g_01212
OG0000187	Prac.g_01910	Prbj.g_01213
OG0000188	Prac.g_01909	Prbj.g_01214
OG0000189	Prac.g_01892	Prbj.g_01215
OG0000190	Prac.g_01890	Prbj.g_01217
OG0000191	Prac.g_01889	Prbj.g_01953
OG0000192	Prac.g_01888	Prbj.g_01951
OG0000193	Prac.g_01886	Prbj.g_01950
OG0000194	Prac.g_01885	Prbj.g_01943
OG0000195	Prac.g_01884	Prbj.g_01936
OG0000196	Prac.g_01883	Prbj.g_01928
OG0000197	Prac.g_01881	Prbj.g_01920
OG0000198	Prac.g_01880	Prbj.g_01919
OG0000199	Prac.g_01879	Prbj.g_01918
OG0000200	Prac.g_01867	Prbj.g_00558
OG0000201	Prac.g_01866	Prbj.g_00560
OG0000202	Prac.g_01865	Prbj.g_00561
OG0000203	Prac.g_01862	Prbj.g_00564
OG0000204	Prac.g_01861	Prbj.g_00565
OG0000205	Prac.g_01858	Prbj.g_00569
OG0000206	Prac.g_01856	Prbj.g_00571
OG0000207	Prac.g_01854	Prbj.g_00575
OG0000208	Prac.g_01853	Prbj.g_00576
OG0000209	Prac.g_01852	Prbj.g_00047
OG0000210	Prac.g_01851	Prbj.g_00577
OG0000211	Prac.g_01850	Prbj.g_00580
OG0000212	Prac.g_01849	Prbj.g_00581
OG0000213	Prac.g_01848	Prbj.g_00582
OG0000214	Prac.g_01847	Prbj.g_00583
OG0000215	Prac.g_01846	Prbj.g_00584
OG0000216	Prac.g_01845	Prbj.g_00585
OG0000217	Prac.g_01843	Prbj.g_00589
OG0000218	Prac.g_01842	Prbj.g_00590
OG0000219	Prac.g_01841	Prbj.g_00596
OG0000220	Prac.g_01840	Prbj.g_00600
OG0000221	Prac.g_01837	Prbj.g_00605
OG0000222	Prac.g_01836	Prbj.g_00606
OG0000223	Prac.g_01835	Prbj.g_00607
OG0000224	Prac.g_01834	Prbj.g_00609
OG0000225	Prac.g_01833	Prbj.g_00610
OG0000226	Prac.g_01832	Prbj.g_00611
OG0000227	Prac.g_01831	Prbj.g_00613
OG0000228	Prac.g_01830	Prbj.g_00614
OG0000229	Prac.g_01829	Prbj.g_00615
OG0000230	Prac.g_01828	Prbj.g_00616
OG0000231	Prac.g_01827	Prbj.g_00617
OG0000232	Prac.g_01825	Prbj.g_00619
OG0000233	Prac.g_01824	Prbj.g_00620
OG0000234	Prac.g_01823	Prbj.g_00621
OG0000235	Prac.g_01822	Prbj.g_00624
OG0000236	Prac.g_01821	Prbj.g_00628
OG0000237	Prac.g_01820	Prbj.g_00630
OG0000238	Prac.g_01819	Prbj.g_01550
OG0000239	Prac.g_01817	Prbj.g_01552
OG0000240	Prac.g_01816	Prbj.g_01554
OG0000241	Prac.g_01815	Prbj.g_01556
OG0000242	Prac.g_01814	Prbj.g_01557
OG0000243	Prac.g_01811	Prbj.g_01562
OG0000244	Prac.g_01809	Prbj.g_01567
OG0000245	Prac.g_01808	Prbj.g_01568
OG0000246	Prac.g_01807	Prbj.g_01569
OG0000247	Prac.g_01804	Prbj.g_01530
OG0000248	Prac.g_01802	Prbj.g_01532
OG0000249	Prac.g_01801	Prbj.g_01535
OG0000250	Prac.g_01800	Prbj.g_01537
OG0000251	Prac.g_01799	Prbj.g_01538
OG0000252	Prac.g_01798	Prbj.g_01539
OG0000253	Prac.g_01797	Prbj.g_01540
OG0000254	Prac.g_01795	Prbj.g_01542
OG0000255	Prac.g_01794	Prbj.g_01543
OG0000256	Prac.g_01791	Prbj.g_01548
OG0000257	Prac.g_01789	Prbj.g_00545
OG0000258	Prac.g_01785	Prbj.g_00543
OG0000259	Prac.g_01784	Prbj.g_00542
OG0000260	Prac.g_01783	Prbj.g_00541
OG0000261	Prac.g_01782	Prbj.g_00540
OG0000262	Prac.g_01781	Prbj.g_00539
OG0000263	Prac.g_01779	Prbj.g_00537
OG0000264	Prac.g_01778	Prbj.g_00536
OG0000265	Prac.g_01777	Prbj.g_00535
OG0000266	Prac.g_01776	Prbj.g_00534
OG0000267	Prac.g_01775	Prbj.g_00533
OG0000268	Prac.g_01774	Prbj.g_00531
OG0000269	Prac.g_01772	Prbj.g_00529
OG0000270	Prac.g_01771	Prbj.g_00528
OG0000271	Prac.g_01770	Prbj.g_00527
OG0000272	Prac.g_01769	Prbj.g_00526
OG0000273	Prac.g_01768	Prbj.g_00525
OG0000274	Prac.g_01767	Prbj.g_00524
OG0000275	Prac.g_01766	Prbj.g_00523
OG0000276	Prac.g_01765	Prbj.g_00522
OG0000277	Prac.g_01763	Prbj.g_00520
OG0000278	Prac.g_01762	Prbj.g_00519
OG0000279	Prac.g_01761	Prbj.g_00518
OG0000280	Prac.g_01759	Prbj.g_00516
OG0000281	Prac.g_01757	Prbj.g_00515
OG0000282	Prac.g_01756	Prbj.g_00514
OG0000283	Prac.g_01755	Prbj.g_00513
OG0000284	Prac.g_01754	Prbj.g_00512
OG0000285	Prac.g_01753	Prbj.g_00511
OG0000286	Prac.g_01752	Prbj.g_00510
OG0000287	Prac.g_01751	Prbj.g_00509
OG0000288	Prac.g_01749	Prbj.g_02369
OG0000289	Prac.g_01748	Prbj.g_01135
OG0000290	Prac.g_01747	Prbj.g_01137
OG0000291	Prac.g_01745	Prbj.g_01141
OG0000292	Prac.g_01744	Prbj.g_01143
OG0000293	Prac.g_01743	Prbj.g_01146
OG0000294	Prac.g_01742	Prbj.g_01148
OG0000295	Prac.g_01741	Prbj.g_01151
OG0000296	Prac.g_01740	Prbj.g_01152
OG0000297	Prac.g_01739	Prbj.g_01155
OG0000298	Prac.g_01737	Prbj.g_01158
OG0000299	Prac.g_01736	Prbj.g_01159
OG0000300	Prac.g_01735	Prbj.g_01160
OG0000301	Prac.g_01734	Prbj.g_01161
OG0000302	Prac.g_01733	Prbj.g_01162
OG0000303	Prac.g_01732	Prbj.g_01163
OG0000304	Prac.g_01730	Prbj.g_01165
OG0000305	Prac.g_01729	Prbj.g_01166
OG0000306	Prac.g_01726	Prbj.g_01173
OG0000307	Prac.g_01725	Prbj.g_01174
OG0000308	Prac.g_01724	Prbj.g_00289
OG0000309	Prac.g_01723	Prbj.g_00288
OG0000310	Prac.g_01722	Prbj.g_00287
OG0000311	Prac.g_01721	Prbj.g_00234
OG0000312	Prac.g_01720	Prbj.g_00235
OG0000313	Prac.g_01719	Prbj.g_00237
OG0000314	Prac.g_01718	Prbj.g_00238
OG0000315	Prac.g_01717	Prbj.g_00240
OG0000316	Prac.g_01716	Prbj.g_00250
OG0000317	Prac.g_01715	Prbj.g_00251
OG0000318	Prac.g_01714	Prbj.g_00252
OG0000319	Prac.g_01713	Prbj.g_00258
OG0000320	Prac.g_01712	Prbj.g_00259
OG0000321	Prac.g_01711	Prbj.g_00262
OG0000322	Prac.g_01710	Prbj.g_00263
OG0000323	Prac.g_01709	Prbj.g_00264
OG0000324	Prac.g_01708	Prbj.g_00265
OG0000325	Prac.g_01707	Prbj.g_00266
OG0000326	Prac.g_01706	Prbj.g_00267
OG0000327	Prac.g_01705	Prbj.g_00268
OG0000328	Prac.g_01704	Prbj.g_00270
OG0000329	Prac.g_01703	Prbj.g_00271
OG0000330	Prac.g_01702	Prbj.g_00272
OG0000331	Prac.g_01701	Prbj.g_00181
OG0000332	Prac.g_01700	Prbj.g_01775
OG0000333	Prac.g_01699	Prbj.g_01776
OG0000334	Prac.g_01698	Prbj.g_01777
OG0000335	Prac.g_01697	Prbj.g_00177
OG0000336	Prac.g_01695	Prbj.g_00176
OG0000337	Prac.g_01694	Prbj.g_02608
OG0000338	Prac.g_01690	Prbj.g_02615
OG0000339	Prac.g_01688	Prbj.g_02661
OG0000340	Prac.g_01686	Prbj.g_01341
OG0000341	Prac.g_01685	Prbj.g_01342
OG0000342	Prac.g_01684	Prbj.g_01343
OG0000343	Prac.g_01683	Prbj.g_01345
OG0000344	Prac.g_01680	Prbj.g_01350
OG0000345	Prac.g_01678	Prbj.g_01359
OG0000346	Prac.g_01677	Prbj.g_01360
OG0000347	Prac.g_01674	Prbj.g_01362
OG0000348	Prac.g_01672	Prbj.g_01364
OG0000349	Prac.g_01671	Prbj.g_01366
OG0000350	Prac.g_01669	Prbj.g_01372
OG0000351	Prac.g_01668	Prbj.g_00180
OG0000352	Prac.g_01667	Prbj.g_01385
OG0000353	Prac.g_01666	Prbj.g_01386
OG0000354	Prac.g_01665	Prbj.g_01388
OG0000355	Prac.g_01664	Prbj.g_01389
OG0000356	Prac.g_01663	Prbj.g_01390
OG0000357	Prac.g_01662	Prbj.g_01391
OG0000358	Prac.g_01661	Prbj.g_01392
OG0000359	Prac.g_01660	Prbj.g_01394
OG0000360	Prac.g_01656	Prbj.g_01399
OG0000361	Prac.g_01655	Prbj.g_01400
OG0000362	Prac.g_01654	Prbj.g_01401
OG0000363	Prac.g_01653	Prbj.g_01403
OG0000364	Prac.g_01649	Prbj.g_01408
OG0000365	Prac.g_01648	Prbj.g_01409
OG0000366	Prac.g_01646	Prbj.g_01411
OG0000367	Prac.g_01645	Prbj.g_01413
OG0000368	Prac.g_01644	Prbj.g_01414
OG0000369	Prac.g_01643	Prbj.g_01415
OG0000370	Prac.g_01642	Prbj.g_01416
OG0000371	Prac.g_01641	Prbj.g_01417
OG0000372	Prac.g_01640	Prbj.g_01418
OG0000373	Prac.g_01639	Prbj.g_01419
OG0000374	Prac.g_01637	Prbj.g_01422
OG0000375	Prac.g_01636	Prbj.g_01423
OG0000376	Prac.g_01633	Prbj.g_01427
OG0000377	Prac.g_01632	Prbj.g_01430
OG0000378	Prac.g_01631	Prbj.g_01431
OG0000379	Prac.g_01630	Prbj.g_01432
OG0000380	Prac.g_01629	Prbj.g_01437
OG0000381	Prac.g_01628	Prbj.g_01438
OG0000382	Prac.g_01627	Prbj.g_01439
OG0000383	Prac.g_01626	Prbj.g_01441
OG0000384	Prac.g_01623	Prbj.g_01444
OG0000385	Prac.g_01622	Prbj.g_01445
OG0000386	Prac.g_01621	Prbj.g_01446
OG0000387	Prac.g_01620	Prbj.g_01448
OG0000388	Prac.g_01619	Prbj.g_01449
OG0000389	Prac.g_01618	Prbj.g_01450
OG0000390	Prac.g_01617	Prbj.g_01451
OG0000391	Prac.g_01616	Prbj.g_01452
OG0000392	Prac.g_01615	Prbj.g_01453
OG0000393	Prac.g_01614	Prbj.g_01454
OG0000394	Prac.g_01613	Prbj.g_01455
OG0000395	Prac.g_01612	Prbj.g_01456
OG0000396	Prac.g_01610	Prbj.g_01459
OG0000397	Prac.g_01608	Prbj.g_01469
OG0000398	Prac.g_01607	Prbj.g_01471
OG0000399	Prac.g_01604	Prbj.g_00359
OG0000400	Prac.g_01603	Prbj.g_00352
OG0000401	Prac.g_01602	Prbj.g_00351
OG0000402	Prac.g_01200	Prbj.g_00341
OG0000403	Prac.g_01199	Prbj.g_00339
OG0000404	Prac.g_01198	Prbj.g_00338
OG0000405	Prac.g_01196	Prbj.g_00336
OG0000406	Prac.g_01193	Prbj.g_00331
OG0000407	Prac.g_01192	Prbj.g_00330
OG0000408	Prac.g_01189	Prbj.g_00324
OG0000409	Prac.g_01188	Prbj.g_00323
OG0000410	Prac.g_01187	Prbj.g_00322
OG0000411	Prac.g_01186	Prbj.g_00321
OG0000412	Prac.g_01185	Prbj.g_00320
OG0000413	Prac.g_01184	Prbj.g_00319
OG0000414	Prac.g_01183	Prbj.g_00318
OG0000415	Prac.g_01182	Prbj.g_00317
OG0000416	Prac.g_01179	Prbj.g_00063
OG0000417	Prac.g_01178	Prbj.g_00064
OG0000418	Prac.g_01177	Prbj.g_00067
OG0000419	Prac.g_01176	Prbj.g_00068
OG0000420	Prac.g_01175	Prbj.g_02500
OG0000421	Prac.g_01162	Prbj.g_00563
OG0000422	Prac.g_01154	Prbj.g_00874
OG0000423	Prac.g_01153	Prbj.g_00689
OG0000424	Prac.g_01148	Prbj.g_02659
OG0000425	Prac.g_01116	Prbj.g_00076
OG0000426	Prac.g_01115	Prbj.g_00077
OG0000427	Prac.g_01114	Prbj.g_00089
OG0000428	Prac.g_01112	Prbj.g_00099
OG0000429	Prac.g_01111	Prbj.g_00100
OG0000430	Prac.g_01109	Prbj.g_00102
OG0000431	Prac.g_01108	Prbj.g_00103
OG0000432	Prac.g_01107	Prbj.g_00104
OG0000433	Prac.g_01106	Prbj.g_00105
OG0000434	Prac.g_01105	Prbj.g_00107
OG0000435	Prac.g_01104	Prbj.g_00108
OG0000436	Prac.g_01103	Prbj.g_00109
OG0000437	Prac.g_01102	Prbj.g_00110
OG0000438	Prac.g_01101	Prbj.g_00111
OG0000439	Prac.g_01100	Prbj.g_00112
OG0000440	Prac.g_01099	Prbj.g_00113
OG0000441	Prac.g_01098	Prbj.g_00117
OG0000442	Prac.g_01097	Prbj.g_00118
OG0000443	Prac.g_01096	Prbj.g_00119
OG0000444	Prac.g_01095	Prbj.g_00120
OG0000445	Prac.g_01094	Prbj.g_01894
OG0000446	Prac.g_01092	Prbj.g_01892
OG0000447	Prac.g_01091	Prbj.g_01891
OG0000448	Prac.g_01089	Prbj.g_01888
OG0000449	Prac.g_01084	Prbj.g_00152
OG0000450	Prac.g_01083	Prbj.g_00151
OG0000451	Prac.g_01082	Prbj.g_00148
OG0000452	Prac.g_01081	Prbj.g_00136
OG0000453	Prac.g_01080	Prbj.g_00134
OG0000454	Prac.g_01073	Prbj.g_00132
OG0000455	Prac.g_01071	Prbj.g_00130
OG0000456	Prac.g_01067	Prbj.g_01638
OG0000457	Prac.g_01066	Prbj.g_01635
OG0000458	Prac.g_01065	Prbj.g_01631
OG0000459	Prac.g_01063	Prbj.g_01629
OG0000460	Prac.g_01061	Prbj.g_01627
OG0000461	Prac.g_01060	Prbj.g_01626
OG0000462	Prac.g_01059	Prbj.g_01625
OG0000463	Prac.g_01057	Prbj.g_01622
OG0000464	Prac.g_01056	Prbj.g_01620
OG0000465	Prac.g_01055	Prbj.g_01619
OG0000466	Prac.g_01054	Prbj.g_01618
OG0000467	Prac.g_01053	Prbj.g_01617
OG0000468	Prac.g_01052	Prbj.g_01616
OG0000469	Prac.g_01051	Prbj.g_01615
OG0000470	Prac.g_01050	Prbj.g_01614
OG0000471	Prac.g_01049	Prbj.g_01613
OG0000472	Prac.g_00871	Prbj.g_01605
OG0000473	Prac.g_00870	Prbj.g_02088
OG0000474	Prac.g_00869	Prbj.g_02089
OG0000475	Prac.g_00868	Prbj.g_02090
OG0000476	Prac.g_00866	Prbj.g_02093
OG0000477	Prac.g_00865	Prbj.g_02094
OG0000478	Prac.g_00864	Prbj.g_02095
OG0000479	Prac.g_00863	Prbj.g_02096
OG0000480	Prac.g_00861	Prbj.g_02097
OG0000481	Prac.g_00859	Prbj.g_02098
OG0000482	Prac.g_00858	Prbj.g_02099
OG0000483	Prac.g_00857	Prbj.g_02101
OG0000484	Prac.g_00856	Prbj.g_02102
OG0000485	Prac.g_00855	Prbj.g_02103
OG0000486	Prac.g_00854	Prbj.g_02108
OG0000487	Prac.g_00849	Prbj.g_02113
OG0000488	Prac.g_00847	Prbj.g_02114
OG0000489	Prac.g_00846	Prbj.g_02115
OG0000490	Prac.g_00845	Prbj.g_02117
OG0000491	Prac.g_00844	Prbj.g_02118
OG0000492	Prac.g_00843	Prbj.g_02123
OG0000493	Prac.g_00842	Prbj.g_01116
OG0000494	Prac.g_00841	Prbj.g_00765
OG0000495	Prac.g_00838	Prbj.g_02128
OG0000496	Prac.g_00837	Prbj.g_02130
OG0000497	Prac.g_00836	Prbj.g_02132
OG0000498	Prac.g_00835	Prbj.g_02133
OG0000499	Prac.g_00834	Prbj.g_02139
OG0000500	Prac.g_00832	Prbj.g_02142
OG0000501	Prac.g_00831	Prbj.g_02144
OG0000502	Prac.g_00830	Prbj.g_02146
OG0000503	Prac.g_00828	Prbj.g_02666
OG0000504	Prac.g_00827	Prbj.g_01858
OG0000505	Prac.g_00826	Prbj.g_01859
OG0000506	Prac.g_00825	Prbj.g_01861
OG0000507	Prac.g_00824	Prbj.g_01862
OG0000508	Prac.g_00823	Prbj.g_01863
OG0000509	Prac.g_00822	Prbj.g_01864
OG0000510	Prac.g_00821	Prbj.g_01865
OG0000511	Prac.g_00819	Prbj.g_01867
OG0000512	Prac.g_00818	Prbj.g_01868
OG0000513	Prac.g_00817	Prbj.g_01869
OG0000514	Prac.g_00816	Prbj.g_01870
OG0000515	Prac.g_00815	Prbj.g_01871
OG0000516	Prac.g_00814	Prbj.g_01872
OG0000517	Prac.g_00812	Prbj.g_01874
OG0000518	Prac.g_00811	Prbj.g_01875
OG0000519	Prac.g_00810	Prbj.g_01877
OG0000520	Prac.g_00809	Prbj.g_01879
OG0000521	Prac.g_00808	Prbj.g_01880
OG0000522	Prac.g_00807	Prbj.g_01881
OG0000523	Prac.g_00806	Prbj.g_01882
OG0000524	Prac.g_00805	Prbj.g_01883
OG0000525	Prac.g_00804	Prbj.g_01885
OG0000526	Prac.g_00803	Prbj.g_01807
OG0000527	Prac.g_00802	Prbj.g_01806
OG0000528	Prac.g_00801	Prbj.g_01805
OG0000529	Prac.g_00800	Prbj.g_01803
OG0000530	Prac.g_00799	Prbj.g_01802
OG0000531	Prac.g_00798	Prbj.g_01801
OG0000532	Prac.g_00797	Prbj.g_01800
OG0000533	Prac.g_00795	Prbj.g_01796
OG0000534	Prac.g_00794	Prbj.g_01795
OG0000535	Prac.g_00793	Prbj.g_01794
OG0000536	Prac.g_00792	Prbj.g_01793
OG0000537	Prac.g_00791	Prbj.g_01792
OG0000538	Prac.g_00790	Prbj.g_01791
OG0000539	Prac.g_00787	Prbj.g_01787
OG0000540	Prac.g_00786	Prbj.g_01786
OG0000541	Prac.g_00785	Prbj.g_01785
OG0000542	Prac.g_00782	Prbj.g_01781
OG0000543	Prac.g_00780	Prbj.g_01780
OG0000544	Prac.g_00779	Prbj.g_01779
OG0000545	Prac.g_00778	Prbj.g_01778
OG0000546	Prac.g_00777	Prbj.g_01772
OG0000547	Prac.g_00776	Prbj.g_01771
OG0000548	Prac.g_00775	Prbj.g_01770
OG0000549	Prac.g_00772	Prbj.g_01768
OG0000550	Prac.g_00771	Prbj.g_01767
OG0000551	Prac.g_00770	Prbj.g_01766
OG0000552	Prac.g_00769	Prbj.g_01765
OG0000553	Prac.g_00768	Prbj.g_01764
OG0000554	Prac.g_00767	Prbj.g_01763
OG0000555	Prac.g_00766	Prbj.g_01760
OG0000556	Prac.g_00765	Prbj.g_01758
OG0000557	Prac.g_00764	Prbj.g_01757
OG0000558	Prac.g_00763	Prbj.g_01756
OG0000559	Prac.g_00762	Prbj.g_01755
OG0000560	Prac.g_00761	Prbj.g_01754
OG0000561	Prac.g_00760	Prbj.g_01753
OG0000562	Prac.g_00759	Prbj.g_01752
OG0000563	Prac.g_00758	Prbj.g_01750
OG0000564	Prac.g_00757	Prbj.g_01748
OG0000565	Prac.g_00756	Prbj.g_02544
OG0000566	Prac.g_00755	Prbj.g_02545
OG0000567	Prac.g_00754	Prbj.g_02546
OG0000568	Prac.g_00753	Prbj.g_02547
OG0000569	Prac.g_00750	Prbj.g_02550
OG0000570	Prac.g_00749	Prbj.g_02551
OG0000571	Prac.g_00747	Prbj.g_02553
OG0000572	Prac.g_00746	Prbj.g_02558
OG0000573	Prac.g_00745	Prbj.g_02559
OG0000574	Prac.g_00744	Prbj.g_02560
OG0000575	Prac.g_00743	Prbj.g_02563
OG0000576	Prac.g_00742	Prbj.g_02565
OG0000577	Prac.g_00741	Prbj.g_02566
