Orthogroup	Pray	Syah
OG0000126	Pray.g_01456	Syah.g_00379
OG0000128	Pray.g_01473	Syah.g_00361
OG0000129	Pray.g_00239	Syah.g_00516
OG0000130	Pray.g_00220	Syah.g_02483
OG0000131	Pray.g_00144	Syah.g_00052
OG0000132	Pray.g_00645	Syah.g_00072
OG0000133	Pray.g_00800	Syah.g_01618
OG0000134	Pray.g_00835	Syah.g_00891
OG0000135	Pray.g_00861	Syah.g_00465
OG0000136	Pray.g_00931	Syah.g_02227
OG0000137	Pray.g_00965	Syah.g_01221
OG0000138	Pray.g_00985	Syah.g_01013
OG0000139	Pray.g_01224	Syah.g_01070
OG0000140	Pray.g_01223	Syah.g_01071
OG0000141	Pray.g_01156	Syah.g_01981
OG0000142	Pray.g_01128	Syah.g_01935
OG0000143	Pray.g_01124	Syah.g_01931
OG0000144	Pray.g_01111	Syah.g_01824
OG0000145	Pray.g_00306	Syah.g_01019
OG0000146	Pray.g_00314	Syah.g_01612
OG0000147	Pray.g_00315	Syah.g_01611
OG0000148	Pray.g_00364	Syah.g_01758
OG0000149	Pray.g_00395	Syah.g_02096
OG0000150	Pray.g_00403	Syah.g_01980
OG0000151	Pray.g_00462	Syah.g_01820
OG0000152	Pray.g_00511	Syah.g_01622
OG0000153	Pray.g_00530	Syah.g_01656
OG0000154	Pray.g_00558	Syah.g_01682
OG0000155	Pray.g_00043	Syah.g_02123
OG0000156	Pray.g_01881	Syah.g_02185
OG0000157	Pray.g_01880	Syah.g_02186
OG0000158	Pray.g_01787	Syah.g_00204
OG0000160	Pray.g_01721	Syah.g_01289
OG0000161	Pray.g_01715	Syah.g_01282
OG0000162	Pray.g_01709	Syah.g_01276
OG0000163	Pray.g_01675	Syah.g_02315
OG0000164	Pray.g_01535	Syah.g_02423
OG0000165	Pray.g_01528	Syah.g_02251
OG0000166	Pray.g_01270	Syah.g_00747
OG0000167	Pray.g_01337	Syah.g_00183
OG0000168	Pray.g_01347	Syah.g_00205
OG0000169	Pray.g_01357	Syah.g_00237
OG0000170	Pray.g_01359	Syah.g_00245
OG0000171	Pray.g_01379	Syah.g_00271
OG0000172	Pray.g_01388	Syah.g_00293
OG0000173	Pray.g_01403	Syah.g_00313
OG0000174	Pray.g_01431	Syah.g_00461
OG0000175	Pray.g_01441	Syah.g_00402
OG0000176	Pray.g_01465, Pray.g_01466	Syah.g_00369
OG0000177	Pray.g_01467	Syah.g_00368
OG0000178	Pray.g_01468	Syah.g_00367
OG0000179	Pray.g_01478	Syah.g_00355
OG0000180	Pray.g_01479	Syah.g_00354
OG0000181	Pray.g_01480	Syah.g_00353
OG0000182	Pray.g_01481	Syah.g_00352
OG0000183	Pray.g_01485	Syah.g_00348
OG0000184	Pray.g_00237	Syah.g_00525
OG0000185	Pray.g_00234	Syah.g_00528
OG0000186	Pray.g_00225	Syah.g_02479
OG0000187	Pray.g_00224	Syah.g_02480
OG0000188	Pray.g_00207	Syah.g_02501
OG0000189	Pray.g_00193	Syah.g_02526
OG0000190	Pray.g_00192	Syah.g_02528
OG0000191	Pray.g_00172	Syah.g_00008
OG0000192	Pray.g_00168	Syah.g_00013
OG0000193	Pray.g_00143	Syah.g_00053
OG0000194	Pray.g_00140	Syah.g_00056
OG0000195	Pray.g_00138	Syah.g_00058
OG0000196	Pray.g_00642	Syah.g_00069
OG0000197	Pray.g_00643	Syah.g_00070
OG0000198	Pray.g_00644	Syah.g_00071
OG0000199	Pray.g_00651	Syah.g_00079
OG0000200	Pray.g_00665	Syah.g_00616
OG0000201	Pray.g_00673	Syah.g_00601
OG0000202	Pray.g_00674	Syah.g_00600
OG0000203	Pray.g_00675	Syah.g_00599
OG0000204	Pray.g_00676	Syah.g_00598
OG0000205	Pray.g_00683	Syah.g_00591
OG0000206	Pray.g_00688	Syah.g_00578
OG0000207	Pray.g_00690	Syah.g_00575
OG0000208	Pray.g_00691	Syah.g_00574
OG0000209	Pray.g_00700	Syah.g_00544
OG0000210	Pray.g_00701	Syah.g_00543
OG0000211	Pray.g_00714	Syah.g_00904
OG0000212	Pray.g_00721	Syah.g_00913
OG0000213	Pray.g_00738	Syah.g_00657
OG0000214	Pray.g_00747	Syah.g_00641
OG0000215	Pray.g_00771	Syah.g_00101
OG0000216	Pray.g_00772	Syah.g_00105
OG0000217	Pray.g_00775	Syah.g_00109
OG0000218	Pray.g_00777	Syah.g_00111
OG0000219	Pray.g_00778	Syah.g_00112
OG0000220	Pray.g_00779	Syah.g_00113
OG0000221	Pray.g_00780	Syah.g_00120
OG0000222	Pray.g_00788	Syah.g_00131
OG0000223	Pray.g_00801	Syah.g_00153
OG0000224	Pray.g_00803	Syah.g_00162
OG0000225	Pray.g_00824	Syah.g_00874
OG0000226	Pray.g_00828	Syah.g_00878
OG0000227	Pray.g_00830	Syah.g_00880
OG0000228	Pray.g_00833	Syah.g_00887
OG0000229	Pray.g_00926	Syah.g_02236
OG0000230	Pray.g_00928	Syah.g_02234
OG0000231	Pray.g_00939	Syah.g_02218
OG0000232	Pray.g_00948	Syah.g_01206
OG0000233	Pray.g_00953	Syah.g_01210
OG0000234	Pray.g_00966	Syah.g_01222
OG0000235	Pray.g_00969	Syah.g_00996
OG0000236	Pray.g_00983	Syah.g_01011
OG0000237	Pray.g_00997	Syah.g_01028
OG0000238	Pray.g_01003	Syah.g_01032
OG0000239	Pray.g_01016	Syah.g_01048
OG0000240	Pray.g_01017	Syah.g_01049
OG0000241	Pray.g_01021	Syah.g_01944
OG0000242	Pray.g_01023	Syah.g_01062
OG0000243	Pray.g_01218	Syah.g_01079
OG0000244	Pray.g_01215	Syah.g_01087
OG0000245	Pray.g_01213	Syah.g_01090
OG0000246	Pray.g_01209	Syah.g_01094
OG0000247	Pray.g_01199	Syah.g_01106
OG0000248	Pray.g_01197	Syah.g_01109
OG0000249	Pray.g_01195	Syah.g_01111
OG0000250	Pray.g_01190	Syah.g_01120
OG0000251	Pray.g_01172	Syah.g_01145
OG0000252	Pray.g_01169	Syah.g_01148
OG0000253	Pray.g_01168	Syah.g_01149
OG0000254	Pray.g_01152	Syah.g_01976
OG0000255	Pray.g_01146	Syah.g_01968
OG0000256	Pray.g_01136	Syah.g_01952
OG0000257	Pray.g_01133	Syah.g_01945
OG0000258	Pray.g_01120	Syah.g_01926
OG0000259	Pray.g_01103	Syah.g_01494
OG0000260	Pray.g_01100	Syah.g_01497
OG0000261	Pray.g_01098	Syah.g_01500
OG0000262	Pray.g_01094	Syah.g_01505
OG0000263	Pray.g_01082	Syah.g_01410
OG0000264	Pray.g_01072	Syah.g_02000
OG0000265	Pray.g_01040	Syah.g_02252
OG0000266	Pray.g_01030	Syah.g_01714
OG0000267	Pray.g_00274	Syah.g_01574
OG0000268	Pray.g_00275	Syah.g_01575
OG0000269	Pray.g_00343	Syah.g_01784
OG0000270	Pray.g_00346	Syah.g_01781
OG0000271	Pray.g_00354	Syah.g_01773
OG0000272	Pray.g_00355	Syah.g_01772
OG0000273	Pray.g_00378	Syah.g_02075
OG0000274	Pray.g_00379	Syah.g_02076
OG0000275	Pray.g_00382	Syah.g_02081
OG0000276	Pray.g_00387	Syah.g_02088
OG0000277	Pray.g_00388	Syah.g_02089
OG0000278	Pray.g_00391	Syah.g_02092
OG0000279	Pray.g_00398	Syah.g_02100
OG0000280	Pray.g_00399	Syah.g_02112
OG0000281	Pray.g_00404	Syah.g_00722
OG0000282	Pray.g_00454	Syah.g_01531
OG0000283	Pray.g_00488	Syah.g_01585
OG0000284	Pray.g_00493	Syah.g_01591
OG0000285	Pray.g_00498	Syah.g_01603
OG0000286	Pray.g_00510	Syah.g_01621
OG0000287	Pray.g_00527	Syah.g_01231, Syah.g_01649
OG0000288	Pray.g_00557	Syah.g_01681
OG0000289	Pray.g_00568	Syah.g_01695
OG0000290	Pray.g_00581	Syah.g_02033
OG0000291	Pray.g_00583	Syah.g_02031
OG0000292	Pray.g_00632	Syah.g_00380
OG0000293	Pray.g_00073	Syah.g_02173
OG0000294	Pray.g_00072	Syah.g_02172
OG0000295	Pray.g_00051	Syah.g_02131
OG0000296	Pray.g_00049	Syah.g_02129
OG0000297	Pray.g_00041	Syah.g_01427
OG0000298	Pray.g_00040	Syah.g_01426
OG0000299	Pray.g_00023	Syah.g_01404
OG0000300	Pray.g_00020	Syah.g_01397
OG0000301	Pray.g_00019	Syah.g_01396
OG0000302	Pray.g_00017	Syah.g_01395
OG0000303	Pray.g_00010	Syah.g_01387
OG0000304	Pray.g_00006	Syah.g_01382
OG0000305	Pray.g_01837	Syah.g_02028
OG0000306	Pray.g_01834	Syah.g_02116
OG0000307	Pray.g_01820	Syah.g_00978
OG0000308	Pray.g_01819	Syah.g_00976
OG0000309	Pray.g_01815	Syah.g_00971
OG0000310	Pray.g_01737	Syah.g_01321
OG0000311	Pray.g_01735	Syah.g_01317
OG0000312	Pray.g_01732	Syah.g_01304
OG0000313	Pray.g_01718	Syah.g_01285
OG0000314	Pray.g_01695	Syah.g_01259
OG0000315	Pray.g_01685	Syah.g_01248
OG0000316	Pray.g_01665	Syah.g_02333
OG0000317	Pray.g_01561	Syah.g_02380
OG0000318	Pray.g_01558	Syah.g_02385
OG0000319	Pray.g_01545	Syah.g_02405
OG0000320	Pray.g_01543	Syah.g_02407
OG0000321	Pray.g_01542	Syah.g_02408
OG0000322	Pray.g_01541	Syah.g_02409
OG0000323	Pray.g_01532	Syah.g_02425
OG0000324	Pray.g_01506	Syah.g_02278
OG0000325	Pray.g_01235	Syah.g_00689
OG0000326	Pray.g_01241	Syah.g_00696
OG0000327	Pray.g_01265	Syah.g_00742
OG0000328	Pray.g_01266	Syah.g_00743
OG0000329	Pray.g_01283	Syah.g_00760
OG0000330	Pray.g_01284	Syah.g_00761
OG0000331	Pray.g_01285	Syah.g_00762
OG0000332	Pray.g_01299	Syah.g_00776
OG0000333	Pray.g_01301	Syah.g_00779
OG0000334	Pray.g_01309	Syah.g_00789
OG0000335	Pray.g_01314	Syah.g_00794
OG0000336	Pray.g_01318	Syah.g_00798
OG0000337	Pray.g_01335	Syah.g_00178
OG0000338	Pray.g_01336	Syah.g_00181
OG0000339	Pray.g_01340	Syah.g_00188
OG0000340	Pray.g_01348	Syah.g_00206
OG0000341	Pray.g_01350	Syah.g_00208
OG0000342	Pray.g_01351	Syah.g_00209
OG0000343	Pray.g_01352	Syah.g_00231
OG0000344	Pray.g_01355	Syah.g_00235
OG0000345	Pray.g_01360	Syah.g_00246
OG0000346	Pray.g_01365	Syah.g_00251
OG0000347	Pray.g_01381	Syah.g_00275
OG0000348	Pray.g_01391	Syah.g_00301
OG0000349	Pray.g_01408	Syah.g_00320
OG0000350	Pray.g_01427	Syah.g_00703
OG0000351	Pray.g_01444	Syah.g_00399
OG0000352	Pray.g_01445	Syah.g_00398
OG0000353	Pray.g_01460	Syah.g_00374
OG0000355	Pray.g_01462	Syah.g_00372
OG0000356	Pray.g_01463	Syah.g_00371
OG0000357	Pray.g_01464	Syah.g_00370
OG0000358	Pray.g_01469	Syah.g_00366
OG0000359	Pray.g_01470	Syah.g_00364
OG0000360	Pray.g_01471	Syah.g_00363
OG0000361	Pray.g_01472	Syah.g_00362
OG0000362	Pray.g_01474	Syah.g_00360
OG0000363	Pray.g_01476	Syah.g_00358
OG0000364	Pray.g_01477	Syah.g_00357
OG0000365	Pray.g_01482	Syah.g_00351
OG0000366	Pray.g_01483	Syah.g_00350
OG0000367	Pray.g_01484	Syah.g_00349
OG0000368	Pray.g_01486	Syah.g_00347
OG0000369	Pray.g_01487	Syah.g_00346
OG0000370	Pray.g_01488	Syah.g_00345
OG0000371	Pray.g_01494	Syah.g_00338
OG0000372	Pray.g_01497	Syah.g_00333
OG0000373	Pray.g_01498	Syah.g_00332
OG0000374	Pray.g_01499	Syah.g_00331
OG0000375	Pray.g_00243	Syah.g_00329
OG0000376	Pray.g_00241	Syah.g_00327
OG0000377	Pray.g_00238	Syah.g_00517
OG0000378	Pray.g_00236	Syah.g_00526
OG0000379	Pray.g_00233	Syah.g_00529
OG0000380	Pray.g_00223	Syah.g_02481
OG0000381	Pray.g_00219	Syah.g_02484
OG0000382	Pray.g_00208	Syah.g_02500
OG0000383	Pray.g_00206	Syah.g_02502
OG0000384	Pray.g_00205	Syah.g_02503
OG0000385	Pray.g_00204	Syah.g_02504
OG0000386	Pray.g_00203	Syah.g_02505
OG0000387	Pray.g_00190	Syah.g_02530
OG0000388	Pray.g_00187	Syah.g_02533
OG0000389	Pray.g_00183	Syah.g_02536
OG0000390	Pray.g_00176	Syah.g_00002
OG0000391	Pray.g_00173	Syah.g_00007
OG0000392	Pray.g_00169	Syah.g_00012
OG0000393	Pray.g_00167	Syah.g_00014
OG0000394	Pray.g_00166	Syah.g_00015
OG0000395	Pray.g_00165	Syah.g_00016
OG0000396	Pray.g_00162	Syah.g_00019
OG0000397	Pray.g_00160	Syah.g_00021
OG0000398	Pray.g_00158	Syah.g_00027
OG0000399	Pray.g_00157	Syah.g_00028
OG0000400	Pray.g_00156	Syah.g_00029
OG0000401	Pray.g_00155	Syah.g_00030
OG0000402	Pray.g_00153	Syah.g_00033
OG0000403	Pray.g_00152	Syah.g_00034
OG0000404	Pray.g_00151	Syah.g_00036
OG0000405	Pray.g_00147	Syah.g_00050
OG0000406	Pray.g_00142	Syah.g_00054
OG0000407	Pray.g_00141	Syah.g_00055
OG0000408	Pray.g_00139	Syah.g_00057
OG0000409	Pray.g_00137	Syah.g_00059
OG0000410	Pray.g_00136	Syah.g_00060
OG0000411	Pray.g_00635	Syah.g_00061
OG0000412	Pray.g_00636	Syah.g_00062
OG0000413	Pray.g_00637	Syah.g_00064
OG0000414	Pray.g_00638	Syah.g_00065
OG0000415	Pray.g_00639	Syah.g_00066
OG0000416	Pray.g_00640	Syah.g_00067
OG0000417	Pray.g_00641	Syah.g_00068
OG0000418	Pray.g_00646	Syah.g_00073
OG0000419	Pray.g_00648	Syah.g_00075
OG0000420	Pray.g_00649	Syah.g_00077
OG0000421	Pray.g_00654	Syah.g_00082
OG0000422	Pray.g_00655	Syah.g_00083
OG0000423	Pray.g_00656	Syah.g_00084
OG0000424	Pray.g_00657	Syah.g_00085
OG0000425	Pray.g_00658	Syah.g_00086
OG0000426	Pray.g_00659	Syah.g_00087
OG0000427	Pray.g_00660	Syah.g_00088
OG0000428	Pray.g_00662	Syah.g_00620
OG0000429	Pray.g_00663	Syah.g_00618
OG0000430	Pray.g_00664	Syah.g_00617
OG0000431	Pray.g_00666	Syah.g_00613
OG0000432	Pray.g_00669	Syah.g_00607
OG0000433	Pray.g_00670	Syah.g_00605
OG0000434	Pray.g_00671	Syah.g_00604
OG0000435	Pray.g_00672	Syah.g_00602
OG0000436	Pray.g_00677	Syah.g_00597
OG0000437	Pray.g_00678	Syah.g_00596
OG0000438	Pray.g_00679	Syah.g_00595
OG0000439	Pray.g_00681	Syah.g_00593
OG0000440	Pray.g_00682	Syah.g_00592
OG0000441	Pray.g_00685	Syah.g_00585
OG0000442	Pray.g_00686	Syah.g_00580
OG0000443	Pray.g_00687	Syah.g_00579
OG0000444	Pray.g_00692	Syah.g_00573
OG0000445	Pray.g_00693	Syah.g_00572
OG0000446	Pray.g_00694	Syah.g_00570
OG0000447	Pray.g_00695	Syah.g_00567
OG0000448	Pray.g_00696	Syah.g_00566
OG0000449	Pray.g_00697	Syah.g_00565
OG0000450	Pray.g_00698	Syah.g_00547
OG0000451	Pray.g_00699	Syah.g_00546
OG0000452	Pray.g_00702	Syah.g_00542
OG0000453	Pray.g_00703	Syah.g_00541
OG0000454	Pray.g_00704	Syah.g_00540
OG0000455	Pray.g_00705	Syah.g_00539
OG0000456	Pray.g_00706	Syah.g_00538
OG0000457	Pray.g_00707	Syah.g_00536
OG0000458	Pray.g_00708	Syah.g_00535
OG0000459	Pray.g_00709	Syah.g_00534
OG0000460	Pray.g_00716	Syah.g_00906
OG0000461	Pray.g_00723	Syah.g_00678
OG0000462	Pray.g_00725	Syah.g_00675
OG0000463	Pray.g_00726	Syah.g_00674
OG0000464	Pray.g_00727	Syah.g_00673
OG0000465	Pray.g_00728	Syah.g_00672
OG0000466	Pray.g_00731	Syah.g_00668
OG0000467	Pray.g_00732	Syah.g_00666
OG0000468	Pray.g_00734	Syah.g_00661
OG0000469	Pray.g_00742	Syah.g_00647
OG0000470	Pray.g_00744	Syah.g_00645
OG0000471	Pray.g_00745	Syah.g_00644
OG0000472	Pray.g_00746	Syah.g_00642
OG0000473	Pray.g_00748	Syah.g_00640
OG0000474	Pray.g_00749	Syah.g_00639
OG0000475	Pray.g_00750	Syah.g_00638
OG0000476	Pray.g_00751	Syah.g_00636
OG0000477	Pray.g_00754	Syah.g_00630
OG0000478	Pray.g_00755	Syah.g_00629
OG0000479	Pray.g_00756	Syah.g_00628
OG0000480	Pray.g_00761	Syah.g_00089
OG0000481	Pray.g_00763	Syah.g_00091
OG0000482	Pray.g_00764	Syah.g_00092
OG0000483	Pray.g_00767	Syah.g_00096
OG0000484	Pray.g_00768	Syah.g_00097
OG0000485	Pray.g_00769	Syah.g_00098
OG0000486	Pray.g_00770	Syah.g_00099
OG0000487	Pray.g_00773	Syah.g_00106
OG0000488	Pray.g_00776	Syah.g_00110
OG0000489	Pray.g_00781	Syah.g_00121
OG0000490	Pray.g_00786	Syah.g_00129
OG0000491	Pray.g_00787	Syah.g_00130
OG0000492	Pray.g_00789	Syah.g_00132
OG0000493	Pray.g_00790	Syah.g_00133
OG0000494	Pray.g_00791	Syah.g_00134
OG0000495	Pray.g_00792	Syah.g_00135
OG0000496	Pray.g_00793	Syah.g_00136
OG0000497	Pray.g_00794	Syah.g_00137
OG0000498	Pray.g_00795	Syah.g_00138
OG0000499	Pray.g_00796	Syah.g_00139
OG0000500	Pray.g_00797	Syah.g_00140
OG0000501	Pray.g_00799	Syah.g_00143
OG0000502	Pray.g_00802	Syah.g_00155
OG0000503	Pray.g_00812	Syah.g_00858
OG0000504	Pray.g_00813	Syah.g_00860
OG0000505	Pray.g_00814	Syah.g_00861
OG0000506	Pray.g_00816	Syah.g_00863
OG0000507	Pray.g_00819	Syah.g_00869
OG0000508	Pray.g_00823	Syah.g_00873
OG0000509	Pray.g_00825	Syah.g_00875
OG0000510	Pray.g_00826	Syah.g_00876
OG0000511	Pray.g_00827	Syah.g_00877
OG0000512	Pray.g_00829	Syah.g_00879
OG0000513	Pray.g_00836	Syah.g_00892
OG0000514	Pray.g_00921	Syah.g_00899
OG0000515	Pray.g_00922	Syah.g_00900
OG0000516	Pray.g_00923	Syah.g_02231
OG0000517	Pray.g_00925	Syah.g_02237
OG0000518	Pray.g_00936	Syah.g_02221
OG0000519	Pray.g_00937	Syah.g_02220
OG0000520	Pray.g_00938	Syah.g_02219
OG0000521	Pray.g_00943	Syah.g_01202
OG0000522	Pray.g_00945	Syah.g_01204
OG0000523	Pray.g_00946	Syah.g_01205
OG0000524	Pray.g_00951	Syah.g_01207
OG0000525	Pray.g_00954	Syah.g_01212
OG0000526	Pray.g_00955	Syah.g_01215
OG0000527	Pray.g_00963	Syah.g_01219
OG0000528	Pray.g_00968	Syah.g_00991
OG0000529	Pray.g_00971	Syah.g_00998
OG0000530	Pray.g_00974	Syah.g_01001
OG0000531	Pray.g_00975	Syah.g_01002
OG0000532	Pray.g_00977	Syah.g_01005
OG0000533	Pray.g_00978	Syah.g_01006
OG0000534	Pray.g_00979	Syah.g_01007
OG0000535	Pray.g_00980	Syah.g_01008
OG0000536	Pray.g_00981	Syah.g_01009
OG0000537	Pray.g_00982	Syah.g_01010
OG0000538	Pray.g_00991	Syah.g_01021
OG0000539	Pray.g_00992	Syah.g_01022
OG0000540	Pray.g_00993	Syah.g_01023
OG0000541	Pray.g_00994	Syah.g_01024
OG0000542	Pray.g_00996	Syah.g_01027
OG0000543	Pray.g_00998	Syah.g_01029
OG0000545	Pray.g_01001	Syah.g_01031
OG0000546	Pray.g_01004	Syah.g_01033
OG0000547	Pray.g_01006	Syah.g_01035
OG0000548	Pray.g_01007	Syah.g_01036
OG0000549	Pray.g_01009	Syah.g_01042
OG0000550	Pray.g_01014	Syah.g_01046
OG0000551	Pray.g_01018	Syah.g_01051
OG0000552	Pray.g_01019	Syah.g_01052
OG0000553	Pray.g_01020	Syah.g_01054
OG0000554	Pray.g_01227	Syah.g_01065
OG0000555	Pray.g_01219	Syah.g_01078
OG0000556	Pray.g_01217	Syah.g_01084
OG0000557	Pray.g_01216	Syah.g_01086
OG0000558	Pray.g_01214	Syah.g_01088
OG0000559	Pray.g_01210	Syah.g_01093
OG0000560	Pray.g_01207	Syah.g_01096
OG0000561	Pray.g_01206	Syah.g_01097
OG0000562	Pray.g_01205	Syah.g_01098
OG0000563	Pray.g_01204	Syah.g_01099
OG0000564	Pray.g_01203	Syah.g_01100
OG0000565	Pray.g_01200	Syah.g_01104
OG0000566	Pray.g_01198	Syah.g_01108
OG0000567	Pray.g_01194	Syah.g_01112
OG0000568	Pray.g_01193	Syah.g_01116
OG0000569	Pray.g_01192	Syah.g_01117
OG0000570	Pray.g_01191	Syah.g_01118
OG0000571	Pray.g_01189	Syah.g_01122
OG0000572	Pray.g_01176	Syah.g_01137
OG0000573	Pray.g_01171	Syah.g_01146
OG0000574	Pray.g_01170	Syah.g_01147
OG0000575	Pray.g_01166	Syah.g_01151
OG0000576	Pray.g_01164	Syah.g_01153
OG0000577	Pray.g_01163	Syah.g_01154
OG0000578	Pray.g_01162	Syah.g_01155
OG0000579	Pray.g_01161	Syah.g_01156
OG0000580	Pray.g_01160	Syah.g_01157
