Orthogroup	Pray	Pram
OG0000255	Pray.g_01146	Pram.g_00555
OG0000256	Pray.g_01136	Pram.g_00566
OG0000257	Pray.g_01133	Pram.g_01080
OG0000258	Pray.g_01120	Pram.g_01067
OG0000259	Pray.g_01103	Pram.g_01050
OG0000260	Pray.g_01100	Pram.g_01047
OG0000261	Pray.g_01098	Pram.g_01044
OG0000262	Pray.g_01094	Pram.g_01039
OG0000263	Pray.g_01082	Pram.g_00771
OG0000264	Pray.g_01072	Pram.g_00782
OG0000265	Pray.g_01040	Pram.g_00801
OG0000266	Pray.g_01030	Pram.g_01020
OG0000267	Pray.g_00274	Pram.g_01007
OG0000268	Pray.g_00275	Pram.g_01006
OG0000269	Pray.g_00343	Pram.g_00804
OG0000270	Pray.g_00346	Pram.g_00807
OG0000271	Pray.g_00354	Pram.g_00815
OG0000272	Pray.g_00355	Pram.g_00816
OG0000273	Pray.g_00378	Pram.g_00839
OG0000274	Pray.g_00379	Pram.g_00840
OG0000275	Pray.g_00382	Pram.g_00843
OG0000276	Pray.g_00387	Pram.g_00849
OG0000277	Pray.g_00388	Pram.g_00850
OG0000278	Pray.g_00391	Pram.g_00853
OG0000279	Pray.g_00398	Pram.g_00861
OG0000280	Pray.g_00399	Pram.g_00862
OG0000281	Pray.g_00404	Pram.g_00870
OG0000282	Pray.g_00454	Pram.g_00736
OG0000283	Pray.g_00488	Pram.g_00916
OG0000284	Pray.g_00493	Pram.g_00921
OG0000285	Pray.g_00498	Pram.g_00926
OG0000286	Pray.g_00510	Pram.g_00942
OG0000287	Pray.g_00527	Pram.g_01199
OG0000288	Pray.g_00557	Pram.g_00977
OG0000289	Pray.g_00568	Pram.g_00992
OG0000290	Pray.g_00581	Pram.g_00891
OG0000291	Pray.g_00583	Pram.g_00889
OG0000292	Pray.g_00632	Pram.g_01185
OG0000293	Pray.g_00073	Pram.g_01150
OG0000294	Pray.g_00072	Pram.g_01149
OG0000295	Pray.g_00051	Pram.g_01125
OG0000296	Pray.g_00049	Pram.g_01123
OG0000297	Pray.g_00041	Pram.g_01114
OG0000298	Pray.g_00040	Pram.g_01113
OG0000299	Pray.g_00023	Pram.g_01094
OG0000300	Pray.g_00020	Pram.g_01091
OG0000301	Pray.g_00019	Pram.g_01090
OG0000302	Pray.g_00017	Pram.g_01088
OG0000303	Pray.g_00010	Pram.g_01082
OG0000304	Pray.g_00006	Pram.g_00571
OG0000305	Pray.g_01837	Pram.g_01183
OG0000306	Pray.g_01834	Pram.g_00874
OG0000307	Pray.g_01820	Pram.g_01458
OG0000308	Pray.g_01819	Pram.g_01457
OG0000309	Pray.g_01815	Pram.g_01453
OG0000310	Pray.g_01737	Pram.g_01395
OG0000311	Pray.g_01735	Pram.g_01393
OG0000312	Pray.g_01732	Pram.g_01390
OG0000313	Pray.g_01718	Pram.g_01374
OG0000314	Pray.g_01695	Pram.g_01351
OG0000315	Pray.g_01685	Pram.g_01341
OG0000316	Pray.g_01665	Pram.g_01315
OG0000317	Pray.g_01561	Pram.g_01629
OG0000318	Pray.g_01558	Pram.g_01633
OG0000319	Pray.g_01545	Pram.g_01646
OG0000320	Pray.g_01543	Pram.g_01648
OG0000321	Pray.g_01542	Pram.g_01649
OG0000322	Pray.g_01541	Pram.g_01650
OG0000323	Pray.g_01532	Pram.g_01659
OG0000324	Pray.g_01506	Pram.g_01687
OG0000325	Pray.g_01235	Pram.g_01697
OG0000326	Pray.g_01241	Pram.g_01704
OG0000327	Pray.g_01265	Pram.g_01728
OG0000328	Pray.g_01266	Pram.g_01729
OG0000329	Pray.g_01283	Pram.g_01746
OG0000330	Pray.g_01284	Pram.g_01747
OG0000331	Pray.g_01285	Pram.g_01748
OG0000332	Pray.g_01299	Pram.g_01762
OG0000333	Pray.g_01301	Pram.g_01764
OG0000334	Pray.g_01309	Pram.g_01773
OG0000335	Pray.g_01314	Pram.g_01778
OG0000336	Pray.g_01318	Pram.g_01782
OG0000337	Pray.g_01335	Pram.g_01801
OG0000338	Pray.g_01336	Pram.g_01802
OG0000339	Pray.g_01340	Pram.g_01808
OG0000340	Pray.g_01348	Pram.g_01817
OG0000341	Pray.g_01350	Pram.g_01819
OG0000342	Pray.g_01351	Pram.g_01820
OG0000343	Pray.g_01352	Pram.g_01821
OG0000344	Pray.g_01355	Pram.g_01824
OG0000345	Pray.g_01360	Pram.g_01830
OG0000346	Pray.g_01365	Pram.g_01834
OG0000347	Pray.g_01381	Pram.g_01851
OG0000348	Pray.g_01391	Pram.g_01859
OG0000349	Pray.g_01408	Pram.g_01877
OG0000350	Pray.g_01427	Pram.g_01898
OG0000351	Pray.g_01444	Pram.g_01917
OG0000352	Pray.g_01445	Pram.g_01918
OG0000353	Pray.g_01460	Pram.g_01937
OG0000355	Pray.g_01462	Pram.g_01939
OG0000356	Pray.g_01463	Pram.g_01940
OG0000357	Pray.g_01464	Pram.g_01941
OG0000358	Pray.g_01469	Pram.g_01945
OG0000359	Pray.g_01470	Pram.g_01946
OG0000360	Pray.g_01471	Pram.g_01947
OG0000361	Pray.g_01472	Pram.g_01948
OG0000362	Pray.g_01474	Pram.g_01950
OG0000363	Pray.g_01476	Pram.g_00001
OG0000364	Pray.g_01477	Pram.g_00002
OG0000365	Pray.g_01482	Pram.g_00007
OG0000366	Pray.g_01483	Pram.g_00008
OG0000367	Pray.g_01484	Pram.g_00009
OG0000368	Pray.g_01486	Pram.g_00011
OG0000369	Pray.g_01487	Pram.g_00012
OG0000370	Pray.g_01488	Pram.g_00013
OG0000371	Pray.g_01494	Pram.g_00019
OG0000372	Pray.g_01497	Pram.g_00021
OG0000373	Pray.g_01498	Pram.g_00022
OG0000374	Pray.g_01499	Pram.g_00023
OG0000375	Pray.g_00243	Pram.g_00024
OG0000376	Pray.g_00241	Pram.g_00026
OG0000377	Pray.g_00238	Pram.g_00030
OG0000378	Pray.g_00236	Pram.g_00034
OG0000379	Pray.g_00233	Pram.g_00037
OG0000380	Pray.g_00223	Pram.g_00050
OG0000381	Pray.g_00219	Pram.g_00055
OG0000382	Pray.g_00208	Pram.g_00065
OG0000383	Pray.g_00206	Pram.g_00067
OG0000384	Pray.g_00205	Pram.g_00068
OG0000385	Pray.g_00204	Pram.g_00069
OG0000386	Pray.g_00203	Pram.g_00070
OG0000387	Pray.g_00190	Pram.g_00083
OG0000388	Pray.g_00187	Pram.g_00087
OG0000389	Pray.g_00183	Pram.g_00090
OG0000390	Pray.g_00176	Pram.g_00099
OG0000391	Pray.g_00173	Pram.g_00102
OG0000392	Pray.g_00169	Pram.g_00106
OG0000393	Pray.g_00167	Pram.g_00109
OG0000394	Pray.g_00166	Pram.g_00110
OG0000395	Pray.g_00165	Pram.g_00111
OG0000396	Pray.g_00162	Pram.g_00113
OG0000397	Pray.g_00160	Pram.g_00115
OG0000398	Pray.g_00158	Pram.g_00118
OG0000399	Pray.g_00157	Pram.g_00119
OG0000400	Pray.g_00156	Pram.g_00120
OG0000401	Pray.g_00155	Pram.g_00121
OG0000402	Pray.g_00153	Pram.g_01001
OG0000403	Pray.g_00152	Pram.g_00123
OG0000404	Pray.g_00151	Pram.g_00124
OG0000405	Pray.g_00147	Pram.g_00128
OG0000406	Pray.g_00142	Pram.g_00132
OG0000407	Pray.g_00141	Pram.g_00133
OG0000408	Pray.g_00139	Pram.g_00135
OG0000409	Pray.g_00137	Pram.g_00137
OG0000410	Pray.g_00136	Pram.g_00138
OG0000411	Pray.g_00635	Pram.g_00139
OG0000412	Pray.g_00636	Pram.g_00140
OG0000413	Pray.g_00637	Pram.g_00141
OG0000414	Pray.g_00638	Pram.g_00142
OG0000415	Pray.g_00639	Pram.g_00143
OG0000416	Pray.g_00640	Pram.g_00144
OG0000417	Pray.g_00641	Pram.g_00145
OG0000418	Pray.g_00646	Pram.g_00150
OG0000419	Pray.g_00648	Pram.g_00152
OG0000420	Pray.g_00649	Pram.g_00153
OG0000421	Pray.g_00654	Pram.g_00157
OG0000422	Pray.g_00655	Pram.g_00158
OG0000423	Pray.g_00656	Pram.g_00159
OG0000424	Pray.g_00657	Pram.g_00160
OG0000425	Pray.g_00658	Pram.g_00161
OG0000426	Pray.g_00659	Pram.g_00162
OG0000427	Pray.g_00660	Pram.g_00163
OG0000428	Pray.g_00662	Pram.g_00165
OG0000429	Pray.g_00663	Pram.g_00166
OG0000430	Pray.g_00664	Pram.g_00167
OG0000431	Pray.g_00666	Pram.g_00169
OG0000432	Pray.g_00669	Pram.g_00173
OG0000433	Pray.g_00670	Pram.g_00174
OG0000434	Pray.g_00671	Pram.g_00175
OG0000435	Pray.g_00672	Pram.g_00176
OG0000436	Pray.g_00677	Pram.g_00181
OG0000437	Pray.g_00678	Pram.g_00182
OG0000438	Pray.g_00679	Pram.g_00183
OG0000439	Pray.g_00681	Pram.g_00185
OG0000440	Pray.g_00682	Pram.g_00186
OG0000441	Pray.g_00685	Pram.g_00189
OG0000442	Pray.g_00686	Pram.g_00190
OG0000443	Pray.g_00687	Pram.g_00191
OG0000444	Pray.g_00692	Pram.g_00196
OG0000445	Pray.g_00693	Pram.g_00197
OG0000446	Pray.g_00694	Pram.g_00198
OG0000447	Pray.g_00695	Pram.g_00199
OG0000448	Pray.g_00696	Pram.g_00200
OG0000449	Pray.g_00697	Pram.g_00201
OG0000450	Pray.g_00698	Pram.g_00202
OG0000451	Pray.g_00699	Pram.g_00203
OG0000452	Pray.g_00702	Pram.g_00206
OG0000453	Pray.g_00703	Pram.g_00207
OG0000454	Pray.g_00704	Pram.g_00208
OG0000455	Pray.g_00705	Pram.g_00209
OG0000456	Pray.g_00706	Pram.g_00210
OG0000457	Pray.g_00707	Pram.g_00212
OG0000458	Pray.g_00708	Pram.g_00213
OG0000459	Pray.g_00709	Pram.g_00214
OG0000460	Pray.g_00716	Pram.g_00222
OG0000461	Pray.g_00723	Pram.g_00230
OG0000462	Pray.g_00725	Pram.g_00232
OG0000463	Pray.g_00726	Pram.g_00233
OG0000464	Pray.g_00727	Pram.g_00234
OG0000465	Pray.g_00728	Pram.g_00235
OG0000466	Pray.g_00731	Pram.g_00238
OG0000467	Pray.g_00732	Pram.g_00239
OG0000468	Pray.g_00734	Pram.g_00242
OG0000469	Pray.g_00742	Pram.g_00250
OG0000470	Pray.g_00744	Pram.g_00252
OG0000471	Pray.g_00745	Pram.g_00253
OG0000472	Pray.g_00746	Pram.g_00254
OG0000473	Pray.g_00748	Pram.g_00256
OG0000474	Pray.g_00749	Pram.g_00257
OG0000475	Pray.g_00750	Pram.g_00258
OG0000476	Pray.g_00751	Pram.g_00260
OG0000477	Pray.g_00754	Pram.g_00263
OG0000478	Pray.g_00755	Pram.g_00264
OG0000479	Pray.g_00756	Pram.g_00265
OG0000480	Pray.g_00761	Pram.g_00270
OG0000481	Pray.g_00763	Pram.g_00273
OG0000482	Pray.g_00764	Pram.g_00274
OG0000483	Pray.g_00767	Pram.g_00277
OG0000484	Pray.g_00768	Pram.g_00278
OG0000485	Pray.g_00769	Pram.g_00280
OG0000486	Pray.g_00770	Pram.g_00281
OG0000487	Pray.g_00773	Pram.g_00284
OG0000488	Pray.g_00776	Pram.g_00287
OG0000489	Pray.g_00781	Pram.g_00292
OG0000490	Pray.g_00786	Pram.g_00296
OG0000491	Pray.g_00787	Pram.g_00297
OG0000492	Pray.g_00789	Pram.g_00299
OG0000493	Pray.g_00790	Pram.g_00300
OG0000494	Pray.g_00791	Pram.g_00301
OG0000495	Pray.g_00792	Pram.g_00302
OG0000496	Pray.g_00793	Pram.g_00303
OG0000497	Pray.g_00794	Pram.g_00304
OG0000498	Pray.g_00795	Pram.g_00305
OG0000499	Pray.g_00796	Pram.g_00306
OG0000500	Pray.g_00797	Pram.g_00307
OG0000501	Pray.g_00799	Pram.g_00309
OG0000502	Pray.g_00802	Pram.g_00312
OG0000503	Pray.g_00812	Pram.g_00328
OG0000504	Pray.g_00813	Pram.g_00330
OG0000505	Pray.g_00814	Pram.g_00331
OG0000506	Pray.g_00816	Pram.g_00332
OG0000507	Pray.g_00819	Pram.g_00336
OG0000508	Pray.g_00823	Pram.g_00340
OG0000509	Pray.g_00825	Pram.g_00342
OG0000510	Pray.g_00826	Pram.g_00343
OG0000511	Pray.g_00827	Pram.g_00344
OG0000512	Pray.g_00829	Pram.g_00346
OG0000513	Pray.g_00836	Pram.g_00355
OG0000514	Pray.g_00921	Pram.g_00366
OG0000515	Pray.g_00922	Pram.g_00367
OG0000516	Pray.g_00923	Pram.g_00368
OG0000517	Pray.g_00925	Pram.g_00370
OG0000518	Pray.g_00936	Pram.g_00381
OG0000519	Pray.g_00937	Pram.g_00382
OG0000520	Pray.g_00938	Pram.g_00383
OG0000521	Pray.g_00943	Pram.g_00393
OG0000522	Pray.g_00945	Pram.g_00395
OG0000523	Pray.g_00946	Pram.g_00396
OG0000524	Pray.g_00951	Pram.g_00400
OG0000525	Pray.g_00954	Pram.g_00404
OG0000526	Pray.g_00955	Pram.g_00406
OG0000527	Pray.g_00963	Pram.g_00409
OG0000528	Pray.g_00968	Pram.g_00414
OG0000529	Pray.g_00971	Pram.g_00417
OG0000530	Pray.g_00974	Pram.g_00420
OG0000531	Pray.g_00975	Pram.g_00421
OG0000532	Pray.g_00977	Pram.g_00423
OG0000533	Pray.g_00978	Pram.g_00424
OG0000534	Pray.g_00979	Pram.g_00425
OG0000535	Pray.g_00980	Pram.g_00426
OG0000536	Pray.g_00981	Pram.g_00427
OG0000537	Pray.g_00982	Pram.g_00428
OG0000538	Pray.g_00991	Pram.g_00438
OG0000539	Pray.g_00992	Pram.g_00439
OG0000540	Pray.g_00993	Pram.g_00440
OG0000541	Pray.g_00994	Pram.g_00441
OG0000542	Pray.g_00996	Pram.g_00442
OG0000543	Pray.g_00998	Pram.g_00444
OG0000544	Pray.g_00999	Pram.g_00445
OG0000545	Pray.g_01001	Pram.g_00447
OG0000546	Pray.g_01004	Pram.g_00450
OG0000547	Pray.g_01006	Pram.g_00452
OG0000548	Pray.g_01007	Pram.g_00453
OG0000549	Pray.g_01009	Pram.g_00456
OG0000550	Pray.g_01014	Pram.g_00461
OG0000551	Pray.g_01018	Pram.g_00464
OG0000552	Pray.g_01019	Pram.g_00465
OG0000553	Pray.g_01020	Pram.g_00466
OG0000554	Pray.g_01227	Pram.g_00472
OG0000555	Pray.g_01219	Pram.g_00479
OG0000556	Pray.g_01217	Pram.g_00481
OG0000557	Pray.g_01216	Pram.g_00482
OG0000558	Pray.g_01214	Pram.g_00484
OG0000559	Pray.g_01210	Pram.g_00488
OG0000560	Pray.g_01207	Pram.g_00491
OG0000561	Pray.g_01206	Pram.g_00492
OG0000562	Pray.g_01205	Pram.g_00493
OG0000563	Pray.g_01204	Pram.g_00494
OG0000564	Pray.g_01203	Pram.g_00495
OG0000565	Pray.g_01200	Pram.g_00498
OG0000566	Pray.g_01198	Pram.g_00502
OG0000567	Pray.g_01194	Pram.g_00506
OG0000568	Pray.g_01193	Pram.g_00507
OG0000569	Pray.g_01192	Pram.g_00508
OG0000570	Pray.g_01191	Pram.g_00509
OG0000571	Pray.g_01189	Pram.g_00511
OG0000572	Pray.g_01176	Pram.g_00523
OG0000573	Pray.g_01171	Pram.g_00529
OG0000574	Pray.g_01170	Pram.g_00530
OG0000575	Pray.g_01166	Pram.g_00534
OG0000576	Pray.g_01164	Pram.g_00536
OG0000577	Pray.g_01163	Pram.g_00537
OG0000578	Pray.g_01162	Pram.g_00538
