Orthogroup	Pray	Syar
OG0000170	Pray.g_01359	Syar.g_00613
OG0000171	Pray.g_01379	Syar.g_00587
OG0000172	Pray.g_01388	Syar.g_00547
OG0000173	Pray.g_01403	Syar.g_00528
OG0000174	Pray.g_01431	Syar.g_00701
OG0000175	Pray.g_01441	Syar.g_00438
OG0000176	Pray.g_01465, Pray.g_01466	Syar.g_00474
OG0000177	Pray.g_01467	Syar.g_00475
OG0000178	Pray.g_01468	Syar.g_00476
OG0000179	Pray.g_01478	Syar.g_00489
OG0000180	Pray.g_01479	Syar.g_00490
OG0000181	Pray.g_01480	Syar.g_00491
OG0000182	Pray.g_01481	Syar.g_00492
OG0000183	Pray.g_01485	Syar.g_00496
OG0000184	Pray.g_00237	Syar.g_00897
OG0000185	Pray.g_00234	Syar.g_00909
OG0000186	Pray.g_00225	Syar.g_03036
OG0000187	Pray.g_00224	Syar.g_03038
OG0000188	Pray.g_00207	Syar.g_03058
OG0000189	Pray.g_00193	Syar.g_03104
OG0000190	Pray.g_00192	Syar.g_03107, Syar.g_02374
OG0000191	Pray.g_00172	Syar.g_00039
OG0000192	Pray.g_00168	Syar.g_00046
OG0000193	Pray.g_00143	Syar.g_00079
OG0000194	Pray.g_00140	Syar.g_03236, Syar.g_00082
OG0000195	Pray.g_00138	Syar.g_00023, Syar.g_00084
OG0000196	Pray.g_00642	Syar.g_00096
OG0000197	Pray.g_00643	Syar.g_00097
OG0000198	Pray.g_00644	Syar.g_00098
OG0000199	Pray.g_00651	Syar.g_00106
OG0000200	Pray.g_00665	Syar.g_00124
OG0000201	Pray.g_00673	Syar.g_01000
OG0000202	Pray.g_00674	Syar.g_00998, Syar.g_00021
OG0000203	Pray.g_00675	Syar.g_00020, Syar.g_00997
OG0000204	Pray.g_00676	Syar.g_00996
OG0000205	Pray.g_00683	Syar.g_00988
OG0000206	Pray.g_00688	Syar.g_00963
OG0000207	Pray.g_00690	Syar.g_00957
OG0000208	Pray.g_00691	Syar.g_00956
OG0000209	Pray.g_00700	Syar.g_00936, Syar.g_03261
OG0000210	Pray.g_00701	Syar.g_00935, Syar.g_03260
OG0000211	Pray.g_00714	Syar.g_03026
OG0000212	Pray.g_00721	Syar.g_03017
OG0000213	Pray.g_00738	Syar.g_00187
OG0000214	Pray.g_00747	Syar.g_00209
OG0000215	Pray.g_00771	Syar.g_00239
OG0000216	Pray.g_00772	Syar.g_00244
OG0000217	Pray.g_00775	Syar.g_00854
OG0000218	Pray.g_00777	Syar.g_00852
OG0000219	Pray.g_00778	Syar.g_00851
OG0000220	Pray.g_00779	Syar.g_00850, Syar.g_02026
OG0000221	Pray.g_00780	Syar.g_00834
OG0000222	Pray.g_00788	Syar.g_02119, Syar.g_00728
OG0000223	Pray.g_00801	Syar.g_00649
OG0000224	Pray.g_00803	Syar.g_00762, Syar.g_00273
OG0000225	Pray.g_00824	Syar.g_01142
OG0000226	Pray.g_00828	Syar.g_01146
OG0000227	Pray.g_00830	Syar.g_01148
OG0000228	Pray.g_00833	Syar.g_01161
OG0000229	Pray.g_00926	Syar.g_01177, Syar.g_03273
OG0000230	Pray.g_00928	Syar.g_01179, Syar.g_03275
OG0000231	Pray.g_00939	Syar.g_02865, Syar.g_03151
OG0000232	Pray.g_00948	Syar.g_01424
OG0000233	Pray.g_00953	Syar.g_03183, Syar.g_01247
OG0000234	Pray.g_00966	Syar.g_01275
OG0000235	Pray.g_00969	Syar.g_01468
OG0000236	Pray.g_00983	Syar.g_03311, Syar.g_01484
OG0000237	Pray.g_00997	Syar.g_01503
OG0000238	Pray.g_01003	Syar.g_01508
OG0000239	Pray.g_01016	Syar.g_03277, Syar.g_02687
OG0000240	Pray.g_01017	Syar.g_03278, Syar.g_02686
OG0000241	Pray.g_01021	Syar.g_02410
OG0000242	Pray.g_01023	Syar.g_01926
OG0000243	Pray.g_01218	Syar.g_02335
OG0000244	Pray.g_01215	Syar.g_02327
OG0000245	Pray.g_01213	Syar.g_02325, Syar.g_03238
OG0000246	Pray.g_01209	Syar.g_02321
OG0000247	Pray.g_01199	Syar.g_02310
OG0000248	Pray.g_01197	Syar.g_02307, Syar.g_03293
OG0000249	Pray.g_01195	Syar.g_02305
OG0000250	Pray.g_01190	Syar.g_02299, Syar.g_03194
OG0000251	Pray.g_01172	Syar.g_03207, Syar.g_02194
OG0000252	Pray.g_01169	Syar.g_02189, Syar.g_03263
OG0000253	Pray.g_01168	Syar.g_02028, Syar.g_03229
OG0000254	Pray.g_01152	Syar.g_02169
OG0000255	Pray.g_01146	Syar.g_00011, Syar.g_02224
OG0000256	Pray.g_01136	Syar.g_02244
OG0000257	Pray.g_01133	Syar.g_02407, Syar.g_01762
OG0000258	Pray.g_01120	Syar.g_02427, Syar.g_00010
OG0000259	Pray.g_01103	Syar.g_02472
OG0000260	Pray.g_01100	Syar.g_03220, Syar.g_02475
OG0000261	Pray.g_01098	Syar.g_01916
OG0000262	Pray.g_01094	Syar.g_01690
OG0000263	Pray.g_01082	Syar.g_01991
OG0000264	Pray.g_01072	Syar.g_02135, Syar.g_03267
OG0000266	Pray.g_01030	Syar.g_01570
OG0000267	Pray.g_00274	Syar.g_01873
OG0000268	Pray.g_00275	Syar.g_02589
OG0000269	Pray.g_00343	Syar.g_02634
OG0000270	Pray.g_00346	Syar.g_00744, Syar.g_02637
OG0000271	Pray.g_00354	Syar.g_02645
OG0000272	Pray.g_00355	Syar.g_02646
OG0000273	Pray.g_00378	Syar.g_02481, Syar.g_00008
OG0000274	Pray.g_00379	Syar.g_00009, Syar.g_02482
OG0000275	Pray.g_00382	Syar.g_01810
OG0000276	Pray.g_00387	Syar.g_01817
OG0000277	Pray.g_00388	Syar.g_01818, Syar.g_03242
OG0000278	Pray.g_00391	Syar.g_01821, Syar.g_03174
OG0000279	Pray.g_00398	Syar.g_01838
OG0000280	Pray.g_00399	Syar.g_02067, Syar.g_00734
OG0000281	Pray.g_00404	Syar.g_02218
OG0000282	Pray.g_00454	Syar.g_01614, Syar.g_03255
OG0000283	Pray.g_00488	Syar.g_02574
OG0000284	Pray.g_00493	Syar.g_03258, Syar.g_02568
OG0000285	Pray.g_00498	Syar.g_02560
OG0000286	Pray.g_00510	Syar.g_02540
OG0000287	Pray.g_00527	Syar.g_02512
OG0000288	Pray.g_00557	Syar.g_01801
OG0000289	Pray.g_00568	Syar.g_03305, Syar.g_01786
OG0000290	Pray.g_00581	Syar.g_01928
OG0000291	Pray.g_00583	Syar.g_01930
OG0000292	Pray.g_00632	Syar.g_00463
OG0000293	Pray.g_00073	Syar.g_03297, Syar.g_01526
OG0000294	Pray.g_00072	Syar.g_01527, Syar.g_03296
OG0000295	Pray.g_00051	Syar.g_01951, Syar.g_03208
OG0000296	Pray.g_00049	Syar.g_01953
OG0000297	Pray.g_00041	Syar.g_01967, Syar.g_03216
OG0000298	Pray.g_00040	Syar.g_01968, Syar.g_03215
OG0000299	Pray.g_00023	Syar.g_01704
OG0000300	Pray.g_00020	Syar.g_01646, Syar.g_01711
OG0000301	Pray.g_00019	Syar.g_01712
OG0000302	Pray.g_00017	Syar.g_01713
OG0000303	Pray.g_00010	Syar.g_03136, Syar.g_01723
OG0000304	Pray.g_00006	Syar.g_01728
OG0000305	Pray.g_01837	Syar.g_01933, Syar.g_03163
OG0000306	Pray.g_01834	Syar.g_01884, Syar.g_03140
OG0000307	Pray.g_01820	Syar.g_01452, Syar.g_03153
OG0000308	Pray.g_01819	Syar.g_01450
OG0000309	Pray.g_01815	Syar.g_01239
OG0000310	Pray.g_01737	Syar.g_02826
OG0000311	Pray.g_01735	Syar.g_02823
OG0000312	Pray.g_01732	Syar.g_00015, Syar.g_02818
OG0000313	Pray.g_01718	Syar.g_02804
OG0000314	Pray.g_01695	Syar.g_01403
OG0000315	Pray.g_01685	Syar.g_01393
OG0000316	Pray.g_01665	Syar.g_02885
OG0000317	Pray.g_01561	Syar.g_02926
OG0000318	Pray.g_01558	Syar.g_02930
OG0000319	Pray.g_01545	Syar.g_02954
OG0000320	Pray.g_01543	Syar.g_02956
OG0000321	Pray.g_01542	Syar.g_02957
OG0000322	Pray.g_01541	Syar.g_02958
OG0000323	Pray.g_01532	Syar.g_02973
OG0000324	Pray.g_01506	Syar.g_00350, Syar.g_03001
OG0000325	Pray.g_01235	Syar.g_03291, Syar.g_00148
OG0000326	Pray.g_01241	Syar.g_00139, Syar.g_03134
OG0000327	Pray.g_01265	Syar.g_01029
OG0000328	Pray.g_01266	Syar.g_01030
OG0000329	Pray.g_01283	Syar.g_03189, Syar.g_01048
OG0000330	Pray.g_01284	Syar.g_03190, Syar.g_01049
OG0000331	Pray.g_01285	Syar.g_01050, Syar.g_03191
OG0000332	Pray.g_01299	Syar.g_01064, Syar.g_03299
OG0000333	Pray.g_01301	Syar.g_01067
OG0000334	Pray.g_01309	Syar.g_01076
OG0000335	Pray.g_01314	Syar.g_01080
OG0000336	Pray.g_01318	Syar.g_01084
OG0000337	Pray.g_01335	Syar.g_00285
OG0000338	Pray.g_01336	Syar.g_03225, Syar.g_00287
OG0000339	Pray.g_01340	Syar.g_00658
OG0000340	Pray.g_01348	Syar.g_00247
OG0000341	Pray.g_01350	Syar.g_00249
OG0000342	Pray.g_01351	Syar.g_00250
OG0000343	Pray.g_01352	Syar.g_00256
OG0000344	Pray.g_01355	Syar.g_00260
OG0000345	Pray.g_01360	Syar.g_00612
OG0000346	Pray.g_01365	Syar.g_00607
OG0000347	Pray.g_01381	Syar.g_00558
OG0000348	Pray.g_01391	Syar.g_00544
OG0000349	Pray.g_01408	Syar.g_00521
OG0000350	Pray.g_01427	Syar.g_00132
OG0000351	Pray.g_01444	Syar.g_00442
OG0000352	Pray.g_01445	Syar.g_00443
OG0000353	Pray.g_01460	Syar.g_00469
OG0000355	Pray.g_01462	Syar.g_00471
OG0000356	Pray.g_01463	Syar.g_00472
OG0000357	Pray.g_01464	Syar.g_00473
OG0000358	Pray.g_01469	Syar.g_00477
OG0000359	Pray.g_01470	Syar.g_00479
OG0000360	Pray.g_01471	Syar.g_00480
OG0000361	Pray.g_01472	Syar.g_00481
OG0000362	Pray.g_01474	Syar.g_00483
OG0000363	Pray.g_01476	Syar.g_00484
OG0000364	Pray.g_01477	Syar.g_02928
OG0000365	Pray.g_01482	Syar.g_00493
OG0000366	Pray.g_01483	Syar.g_00494
OG0000367	Pray.g_01484	Syar.g_03262, Syar.g_00495
OG0000368	Pray.g_01486	Syar.g_00497
OG0000369	Pray.g_01487	Syar.g_00498
OG0000370	Pray.g_01488	Syar.g_00499
OG0000371	Pray.g_01494	Syar.g_00508
OG0000372	Pray.g_01497	Syar.g_00514
OG0000373	Pray.g_01498	Syar.g_00515
OG0000374	Pray.g_01499	Syar.g_00516
OG0000375	Pray.g_00243	Syar.g_00517
OG0000376	Pray.g_00241	Syar.g_00519
OG0000377	Pray.g_00238	Syar.g_00322
OG0000378	Pray.g_00236	Syar.g_00905
OG0000379	Pray.g_00233	Syar.g_00910
OG0000380	Pray.g_00223	Syar.g_03039
OG0000381	Pray.g_00219	Syar.g_03041
OG0000382	Pray.g_00208	Syar.g_03057
OG0000383	Pray.g_00206	Syar.g_03074
OG0000384	Pray.g_00205	Syar.g_03075
OG0000385	Pray.g_00204	Syar.g_03076
OG0000386	Pray.g_00203	Syar.g_03077
OG0000387	Pray.g_00190	Syar.g_03109
OG0000388	Pray.g_00187	Syar.g_03148, Syar.g_03113
OG0000389	Pray.g_00183	Syar.g_03118
OG0000390	Pray.g_00176	Syar.g_00033
OG0000391	Pray.g_00173	Syar.g_00038
OG0000392	Pray.g_00169	Syar.g_00045
OG0000393	Pray.g_00167	Syar.g_00048
OG0000394	Pray.g_00166	Syar.g_00049
OG0000395	Pray.g_00165	Syar.g_00050
OG0000396	Pray.g_00162	Syar.g_00053
OG0000397	Pray.g_00160	Syar.g_00055
OG0000398	Pray.g_00158	Syar.g_00060
OG0000399	Pray.g_00157	Syar.g_00061
OG0000400	Pray.g_00156	Syar.g_00062
OG0000401	Pray.g_00155	Syar.g_00063
OG0000402	Pray.g_00153	Syar.g_00065
OG0000403	Pray.g_00152	Syar.g_00066
OG0000404	Pray.g_00151	Syar.g_00067
OG0000405	Pray.g_00147	Syar.g_00076
OG0000406	Pray.g_00142	Syar.g_00080
OG0000407	Pray.g_00141	Syar.g_00081
OG0000408	Pray.g_00139	Syar.g_00083
OG0000409	Pray.g_00137	Syar.g_00085
OG0000410	Pray.g_00136	Syar.g_00086
OG0000411	Pray.g_00635	Syar.g_00087
OG0000412	Pray.g_00636	Syar.g_00088
OG0000413	Pray.g_00637	Syar.g_00090
OG0000414	Pray.g_00638	Syar.g_00091, Syar.g_03179
OG0000415	Pray.g_00639	Syar.g_00092
OG0000416	Pray.g_00640	Syar.g_00093
OG0000417	Pray.g_00641	Syar.g_00095
OG0000418	Pray.g_00646	Syar.g_00100
OG0000419	Pray.g_00648	Syar.g_00102
OG0000420	Pray.g_00649	Syar.g_00104
OG0000421	Pray.g_00654	Syar.g_00109
OG0000422	Pray.g_00655	Syar.g_00110
OG0000423	Pray.g_00656	Syar.g_00111
OG0000424	Pray.g_00657	Syar.g_00112
OG0000425	Pray.g_00658	Syar.g_00113
OG0000426	Pray.g_00659	Syar.g_00114
OG0000427	Pray.g_00660	Syar.g_00115
OG0000428	Pray.g_00662	Syar.g_00118
OG0000429	Pray.g_00663	Syar.g_00121
OG0000430	Pray.g_00664	Syar.g_00123
OG0000431	Pray.g_00666	Syar.g_00127
OG0000432	Pray.g_00669	Syar.g_01009
OG0000433	Pray.g_00670	Syar.g_01007
OG0000434	Pray.g_00671	Syar.g_01006
OG0000435	Pray.g_00672	Syar.g_01003
OG0000436	Pray.g_00677	Syar.g_00994
OG0000437	Pray.g_00678	Syar.g_00993
OG0000438	Pray.g_00679	Syar.g_00992
OG0000439	Pray.g_00681	Syar.g_00990
OG0000440	Pray.g_00682	Syar.g_00989
OG0000441	Pray.g_00685	Syar.g_00986
OG0000442	Pray.g_00686	Syar.g_00977
OG0000443	Pray.g_00687	Syar.g_00964
OG0000444	Pray.g_00692	Syar.g_00954
OG0000445	Pray.g_00693	Syar.g_00953
OG0000446	Pray.g_00694	Syar.g_00951
OG0000447	Pray.g_00695	Syar.g_00948
OG0000448	Pray.g_00696	Syar.g_00947
OG0000449	Pray.g_00697	Syar.g_00946
OG0000450	Pray.g_00698	Syar.g_00939
OG0000451	Pray.g_00699	Syar.g_00938
OG0000452	Pray.g_00702	Syar.g_00934
OG0000453	Pray.g_00703	Syar.g_00933
OG0000454	Pray.g_00704	Syar.g_00932
OG0000455	Pray.g_00705	Syar.g_00931
OG0000456	Pray.g_00706	Syar.g_00930
OG0000457	Pray.g_00707	Syar.g_00928
OG0000458	Pray.g_00708	Syar.g_00918
OG0000459	Pray.g_00709	Syar.g_00917
OG0000460	Pray.g_00716	Syar.g_03024
OG0000461	Pray.g_00723	Syar.g_00153
OG0000462	Pray.g_00725	Syar.g_00155
OG0000463	Pray.g_00726	Syar.g_00156
OG0000464	Pray.g_00727	Syar.g_00157
OG0000465	Pray.g_00728	Syar.g_00159
OG0000466	Pray.g_00731	Syar.g_00164
OG0000467	Pray.g_00732	Syar.g_00165
OG0000468	Pray.g_00734	Syar.g_00170
OG0000469	Pray.g_00742	Syar.g_00203
OG0000470	Pray.g_00744	Syar.g_00206
OG0000471	Pray.g_00745	Syar.g_00207
OG0000472	Pray.g_00746	Syar.g_00208
OG0000473	Pray.g_00748	Syar.g_00210
OG0000474	Pray.g_00749	Syar.g_00211
OG0000475	Pray.g_00750	Syar.g_00212
OG0000476	Pray.g_00751	Syar.g_00214
OG0000477	Pray.g_00754	Syar.g_00219
OG0000478	Pray.g_00755	Syar.g_00220
OG0000479	Pray.g_00756	Syar.g_00221
OG0000480	Pray.g_00761	Syar.g_00228
OG0000481	Pray.g_00763	Syar.g_00230
OG0000482	Pray.g_00764	Syar.g_00231
OG0000483	Pray.g_00767	Syar.g_00235
OG0000484	Pray.g_00768	Syar.g_00236
OG0000485	Pray.g_00769	Syar.g_00237
OG0000486	Pray.g_00770	Syar.g_00024, Syar.g_00238
OG0000487	Pray.g_00773	Syar.g_00245
OG0000488	Pray.g_00776	Syar.g_00853
OG0000489	Pray.g_00781	Syar.g_00833
OG0000490	Pray.g_00786	Syar.g_00823
OG0000491	Pray.g_00787	Syar.g_00822
OG0000492	Pray.g_00789	Syar.g_00727
OG0000493	Pray.g_00790	Syar.g_00726
OG0000494	Pray.g_00791	Syar.g_00725
OG0000495	Pray.g_00792	Syar.g_00724
OG0000496	Pray.g_00793	Syar.g_00723
OG0000497	Pray.g_00794	Syar.g_00722
OG0000498	Pray.g_00795	Syar.g_00721
OG0000499	Pray.g_00796	Syar.g_00720
OG0000500	Pray.g_00797	Syar.g_00719
OG0000501	Pray.g_00799	Syar.g_00716
OG0000502	Pray.g_00802	Syar.g_00275
OG0000503	Pray.g_00812	Syar.g_01118
OG0000504	Pray.g_00813	Syar.g_01120
OG0000505	Pray.g_00814	Syar.g_01121
OG0000506	Pray.g_00816	Syar.g_01123
OG0000507	Pray.g_00819	Syar.g_01129
OG0000508	Pray.g_00823	Syar.g_01141
OG0000509	Pray.g_00825	Syar.g_01143
OG0000510	Pray.g_00826	Syar.g_01144
OG0000511	Pray.g_00827	Syar.g_01145
OG0000512	Pray.g_00829	Syar.g_01147
OG0000513	Pray.g_00836	Syar.g_01166
OG0000514	Pray.g_00921	Syar.g_01169
OG0000515	Pray.g_00922	Syar.g_01170
OG0000516	Pray.g_00923	Syar.g_01172
OG0000517	Pray.g_00925	Syar.g_01176
OG0000518	Pray.g_00936	Syar.g_02868
OG0000519	Pray.g_00937	Syar.g_02867
OG0000520	Pray.g_00938	Syar.g_02866
OG0000521	Pray.g_00943	Syar.g_01419
OG0000522	Pray.g_00945	Syar.g_01421
OG0000523	Pray.g_00946	Syar.g_01422
OG0000524	Pray.g_00951	Syar.g_01244
OG0000525	Pray.g_00954	Syar.g_01263
OG0000526	Pray.g_00955	Syar.g_01266
OG0000527	Pray.g_00963	Syar.g_01271
OG0000528	Pray.g_00968	Syar.g_01466
OG0000529	Pray.g_00971	Syar.g_01470
OG0000530	Pray.g_00974	Syar.g_01473
OG0000531	Pray.g_00975	Syar.g_01474
OG0000532	Pray.g_00977	Syar.g_01477
OG0000533	Pray.g_00978	Syar.g_01479
OG0000534	Pray.g_00979	Syar.g_01480
OG0000535	Pray.g_00980	Syar.g_01481
OG0000536	Pray.g_00981	Syar.g_01482
OG0000537	Pray.g_00982	Syar.g_01483
OG0000538	Pray.g_00991	Syar.g_01496
OG0000539	Pray.g_00992	Syar.g_01497
OG0000540	Pray.g_00993	Syar.g_01498
OG0000541	Pray.g_00994	Syar.g_01499
OG0000542	Pray.g_00996	Syar.g_01502
OG0000543	Pray.g_00998	Syar.g_01504
OG0000544	Pray.g_00999	Syar.g_01505
OG0000545	Pray.g_01001	Syar.g_01507
OG0000546	Pray.g_01004	Syar.g_01509
OG0000547	Pray.g_01006	Syar.g_01511
OG0000548	Pray.g_01007	Syar.g_01512
OG0000549	Pray.g_01009	Syar.g_02693
OG0000550	Pray.g_01014	Syar.g_02689
OG0000551	Pray.g_01018	Syar.g_02684
OG0000552	Pray.g_01019	Syar.g_02683
OG0000553	Pray.g_01020	Syar.g_02679
OG0000554	Pray.g_01227	Syar.g_02352
OG0000555	Pray.g_01219	Syar.g_02336
OG0000556	Pray.g_01217	Syar.g_02332
OG0000557	Pray.g_01216	Syar.g_02328
OG0000558	Pray.g_01214	Syar.g_02326
OG0000559	Pray.g_01210	Syar.g_02322
