Orthogroup	Prbi	Praq
OG0000064	Prbi.g_01341, Prbi.g_01740, Prbi.g_01749	Praq.g_00091
OG0000065	Prbi.g_01391	Praq.g_00133
OG0000066	Prbi.g_01460	Praq.g_00208
OG0000068	Prbi.g_01938	Praq.g_00879
OG0000069	Prbi.g_01497	Praq.g_00202
OG0000071	Prbi.g_00011	Praq.g_00437
OG0000072	Prbi.g_00346	Praq.g_01680
OG0000073	Prbi.g_00672	Praq.g_00798
OG0000074	Prbi.g_00694	Praq.g_00820
OG0000075	Prbi.g_00854	Praq.g_00677
OG0000076	Prbi.g_01086	Praq.g_01619
OG0000078	Prbi.g_01462	Praq.g_00216
OG0000079	Prbi.g_01482, Prbi.g_01668	Praq.g_00372
OG0000080	Prbi.g_01725	Praq.g_00052
OG0000081	Prbi.g_01968	Praq.g_00737
OG0000082	Prbi.g_02069	Praq.g_00392
OG0000083	Prbi.g_00003	Praq.g_00429
OG0000084	Prbi.g_00006	Praq.g_00432
OG0000085	Prbi.g_00023	Praq.g_01226
OG0000086	Prbi.g_00048	Praq.g_01254
OG0000087	Prbi.g_00060	Praq.g_01265
OG0000088	Prbi.g_00120	Praq.g_01890
OG0000089	Prbi.g_00129	Praq.g_01882
OG0000090	Prbi.g_00147	Praq.g_01864
OG0000091	Prbi.g_00193	Praq.g_01833
OG0000092	Prbi.g_00194	Praq.g_01832
OG0000093	Prbi.g_00208	Praq.g_01818
OG0000094	Prbi.g_00226	Praq.g_01800
OG0000095	Prbi.g_00231	Praq.g_01795
OG0000096	Prbi.g_00275	Praq.g_01751
OG0000097	Prbi.g_00298	Praq.g_01729
OG0000098	Prbi.g_00308	Praq.g_01718
OG0000099	Prbi.g_00318	Praq.g_01708
OG0000100	Prbi.g_00321	Praq.g_01705
OG0000101	Prbi.g_00381	Praq.g_01187
OG0000102	Prbi.g_00407	Praq.g_01160
OG0000103	Prbi.g_00479	Praq.g_00527
OG0000104	Prbi.g_00483	Praq.g_00531
OG0000105	Prbi.g_00502	Praq.g_01103
OG0000106	Prbi.g_00535	Praq.g_01070
OG0000107	Prbi.g_00536	Praq.g_01069
OG0000108	Prbi.g_00546	Praq.g_01059
OG0000109	Prbi.g_00555	Praq.g_01050
OG0000110	Prbi.g_00571	Praq.g_01034
OG0000111	Prbi.g_00654	Praq.g_00780
OG0000112	Prbi.g_00655	Praq.g_00781
OG0000113	Prbi.g_00767	Praq.g_00605
OG0000114	Prbi.g_00845	Praq.g_00668
OG0000115	Prbi.g_01009	Praq.g_01548
OG0000116	Prbi.g_01013	Praq.g_01552
OG0000117	Prbi.g_01083	Praq.g_01616
OG0000118	Prbi.g_01136	Praq.g_01667
OG0000119	Prbi.g_01177	Praq.g_01303
OG0000120	Prbi.g_01213	Praq.g_01339
OG0000121	Prbi.g_01232	Praq.g_01358
OG0000122	Prbi.g_01251	Praq.g_01377
OG0000123	Prbi.g_01264	Praq.g_01390
OG0000124	Prbi.g_01277	Praq.g_00257
OG0000125	Prbi.g_01403	Praq.g_00145
OG0000126	Prbi.g_01439	Praq.g_00175
OG0000127	Prbi.g_01576	Praq.g_00281
OG0000128	Prbi.g_01592	Praq.g_00295
OG0000129	Prbi.g_01627	Praq.g_00331
OG0000130	Prbi.g_01785	Praq.g_01954, Praq.g_00499
OG0000131	Prbi.g_01823	Praq.g_00461
OG0000132	Prbi.g_01826	Praq.g_00458
OG0000133	Prbi.g_01897	Praq.g_00920
OG0000134	Prbi.g_01933	Praq.g_00884
OG0000135	Prbi.g_01935	Praq.g_00882
OG0000136	Prbi.g_01979	Praq.g_00748
OG0000137	Prbi.g_02011	Praq.g_00683
OG0000138	Prbi.g_02059	Praq.g_00718
OG0000139	Prbi.g_02086	Praq.g_00409
OG0000140	Prbi.g_00001	Praq.g_00427
OG0000141	Prbi.g_00002	Praq.g_00428
OG0000142	Prbi.g_00004	Praq.g_00430
OG0000143	Prbi.g_00005	Praq.g_00431
OG0000144	Prbi.g_00007	Praq.g_00433
OG0000145	Prbi.g_00008	Praq.g_00434
OG0000146	Prbi.g_00009	Praq.g_00435
OG0000147	Prbi.g_00010	Praq.g_00436
OG0000148	Prbi.g_00012	Praq.g_00438
OG0000149	Prbi.g_00014	Praq.g_01217
OG0000150	Prbi.g_00015	Praq.g_01218
OG0000151	Prbi.g_00016	Praq.g_01219
OG0000152	Prbi.g_00017	Praq.g_01220
OG0000153	Prbi.g_00018	Praq.g_01221
OG0000154	Prbi.g_00019	Praq.g_01222
OG0000155	Prbi.g_00020	Praq.g_01223
OG0000156	Prbi.g_00021	Praq.g_01224
OG0000157	Prbi.g_00022	Praq.g_01225
OG0000158	Prbi.g_00024	Praq.g_01227
OG0000159	Prbi.g_00025	Praq.g_01228
OG0000160	Prbi.g_00026	Praq.g_01229
OG0000161	Prbi.g_00027	Praq.g_01230
OG0000162	Prbi.g_00028	Praq.g_01231
OG0000163	Prbi.g_00029	Praq.g_01232
OG0000164	Prbi.g_00032	Praq.g_01235
OG0000165	Prbi.g_00035	Praq.g_01239
OG0000166	Prbi.g_00036	Praq.g_01240
OG0000167	Prbi.g_00037	Praq.g_01241
OG0000168	Prbi.g_00049	Praq.g_01255
OG0000169	Prbi.g_00051	Praq.g_01257
OG0000170	Prbi.g_00052	Praq.g_01258
OG0000171	Prbi.g_00053	Praq.g_01259
OG0000172	Prbi.g_00056	Praq.g_01261
OG0000173	Prbi.g_00057	Praq.g_01262
OG0000174	Prbi.g_00058	Praq.g_01263
OG0000175	Prbi.g_00059	Praq.g_01264
OG0000176	Prbi.g_00061	Praq.g_01266
OG0000177	Prbi.g_00062	Praq.g_01267
OG0000178	Prbi.g_00063	Praq.g_01268
OG0000179	Prbi.g_00071	Praq.g_01939
OG0000180	Prbi.g_00072	Praq.g_01938
OG0000181	Prbi.g_00073	Praq.g_01937
OG0000182	Prbi.g_00076	Praq.g_01934
OG0000183	Prbi.g_00077	Praq.g_01933
OG0000184	Prbi.g_00080	Praq.g_01930
OG0000185	Prbi.g_00084	Praq.g_01926
OG0000186	Prbi.g_00085	Praq.g_01925
OG0000187	Prbi.g_00086	Praq.g_01924
OG0000188	Prbi.g_00087	Praq.g_01923
OG0000189	Prbi.g_00088	Praq.g_01922
OG0000190	Prbi.g_00089	Praq.g_01921
OG0000191	Prbi.g_00090	Praq.g_01920
OG0000192	Prbi.g_00091	Praq.g_01919
OG0000193	Prbi.g_00092	Praq.g_01918
OG0000194	Prbi.g_00093	Praq.g_01917
OG0000195	Prbi.g_00095	Praq.g_01915
OG0000196	Prbi.g_00096	Praq.g_01914
OG0000197	Prbi.g_00097	Praq.g_01913
OG0000198	Prbi.g_00098	Praq.g_01912
OG0000199	Prbi.g_00101	Praq.g_01909
OG0000200	Prbi.g_00102	Praq.g_01908
OG0000201	Prbi.g_00103	Praq.g_01907
OG0000202	Prbi.g_00104	Praq.g_01906
OG0000203	Prbi.g_00105	Praq.g_01905
OG0000204	Prbi.g_00106	Praq.g_01904
OG0000205	Prbi.g_00107	Praq.g_01903
OG0000206	Prbi.g_00108	Praq.g_01902
OG0000207	Prbi.g_00109	Praq.g_01901
OG0000208	Prbi.g_00110	Praq.g_01900
OG0000209	Prbi.g_00111	Praq.g_01899
OG0000210	Prbi.g_00113	Praq.g_01897
OG0000211	Prbi.g_00114	Praq.g_01896
OG0000212	Prbi.g_00115	Praq.g_01895
OG0000213	Prbi.g_00116	Praq.g_01894
OG0000214	Prbi.g_00118	Praq.g_01892
OG0000215	Prbi.g_00119	Praq.g_01891
OG0000216	Prbi.g_00121	Praq.g_01889
OG0000217	Prbi.g_00123	Praq.g_01888
OG0000218	Prbi.g_00124	Praq.g_01887
OG0000219	Prbi.g_00125	Praq.g_01886
OG0000220	Prbi.g_00128	Praq.g_01883
OG0000221	Prbi.g_00130	Praq.g_01881
OG0000222	Prbi.g_00131	Praq.g_01880
OG0000223	Prbi.g_00132	Praq.g_01879
OG0000224	Prbi.g_00135	Praq.g_01876
OG0000225	Prbi.g_00137	Praq.g_01874
OG0000226	Prbi.g_00138	Praq.g_01873
OG0000227	Prbi.g_00139	Praq.g_01872
OG0000228	Prbi.g_00140	Praq.g_01871
OG0000229	Prbi.g_00141	Praq.g_01870
OG0000230	Prbi.g_00142	Praq.g_01869
OG0000231	Prbi.g_00144	Praq.g_01867
OG0000232	Prbi.g_00145	Praq.g_01866
OG0000233	Prbi.g_00148	Praq.g_01863
OG0000234	Prbi.g_00150	Praq.g_01861
OG0000235	Prbi.g_00169	Praq.g_01857
OG0000236	Prbi.g_00170	Praq.g_01856
OG0000237	Prbi.g_00171	Praq.g_01855
OG0000238	Prbi.g_00172	Praq.g_01854
OG0000239	Prbi.g_00173	Praq.g_01853
OG0000240	Prbi.g_00175	Praq.g_01851
OG0000241	Prbi.g_00176	Praq.g_01850
OG0000242	Prbi.g_00177	Praq.g_01849
OG0000243	Prbi.g_00178	Praq.g_01848
OG0000244	Prbi.g_00179	Praq.g_01847
OG0000245	Prbi.g_00180	Praq.g_01846
OG0000246	Prbi.g_00182	Praq.g_01844
OG0000247	Prbi.g_00183	Praq.g_01843
OG0000248	Prbi.g_00184	Praq.g_01842
OG0000249	Prbi.g_00185	Praq.g_01841
OG0000250	Prbi.g_00186	Praq.g_01840
OG0000251	Prbi.g_00187	Praq.g_01839
OG0000252	Prbi.g_00188	Praq.g_01838
OG0000253	Prbi.g_00189	Praq.g_01837
OG0000254	Prbi.g_00191	Praq.g_01835
OG0000255	Prbi.g_00192	Praq.g_01834
OG0000256	Prbi.g_00195	Praq.g_01831
OG0000257	Prbi.g_00197	Praq.g_01829
OG0000258	Prbi.g_00198	Praq.g_01828
OG0000259	Prbi.g_00199	Praq.g_01827
OG0000260	Prbi.g_00200	Praq.g_01826
OG0000261	Prbi.g_00201	Praq.g_01825
OG0000262	Prbi.g_00202	Praq.g_01824
OG0000263	Prbi.g_00203	Praq.g_01823
OG0000264	Prbi.g_00205	Praq.g_01821
OG0000265	Prbi.g_00206	Praq.g_01820
OG0000266	Prbi.g_00207	Praq.g_01819
OG0000267	Prbi.g_00209	Praq.g_01817
OG0000268	Prbi.g_00210	Praq.g_01816
OG0000269	Prbi.g_00211	Praq.g_01815
OG0000270	Prbi.g_00212	Praq.g_01814
OG0000271	Prbi.g_00213	Praq.g_01813
OG0000272	Prbi.g_00214	Praq.g_01812
OG0000273	Prbi.g_00215	Praq.g_01811
OG0000274	Prbi.g_00216	Praq.g_01810
OG0000275	Prbi.g_00217	Praq.g_01809
OG0000276	Prbi.g_00218	Praq.g_01808
OG0000277	Prbi.g_00219	Praq.g_01807
OG0000278	Prbi.g_00220	Praq.g_01806
OG0000279	Prbi.g_00221	Praq.g_01805
OG0000280	Prbi.g_00222	Praq.g_01804
OG0000281	Prbi.g_00224	Praq.g_01802
OG0000282	Prbi.g_00225	Praq.g_01801
OG0000283	Prbi.g_00228	Praq.g_01798
OG0000284	Prbi.g_00229	Praq.g_01797
OG0000285	Prbi.g_00230	Praq.g_01796
OG0000286	Prbi.g_00232	Praq.g_01794
OG0000287	Prbi.g_00233	Praq.g_01793
OG0000288	Prbi.g_00234	Praq.g_01792
OG0000289	Prbi.g_00235	Praq.g_01791
OG0000290	Prbi.g_00236	Praq.g_01790
OG0000291	Prbi.g_00237	Praq.g_01789
OG0000292	Prbi.g_00238	Praq.g_01788
OG0000293	Prbi.g_00239	Praq.g_01787
OG0000294	Prbi.g_00240	Praq.g_01786
OG0000295	Prbi.g_00241	Praq.g_01785
OG0000296	Prbi.g_00242	Praq.g_01784
OG0000297	Prbi.g_00243	Praq.g_01783
OG0000298	Prbi.g_00244	Praq.g_01782
OG0000299	Prbi.g_00245	Praq.g_01781
OG0000300	Prbi.g_00246	Praq.g_01780
OG0000301	Prbi.g_00247	Praq.g_01779
OG0000302	Prbi.g_00248	Praq.g_01778
OG0000303	Prbi.g_00249	Praq.g_01777
OG0000304	Prbi.g_00250	Praq.g_01776
OG0000305	Prbi.g_00251	Praq.g_01775
OG0000306	Prbi.g_00252	Praq.g_01774
OG0000307	Prbi.g_00253	Praq.g_01773
OG0000308	Prbi.g_00254	Praq.g_01772
OG0000309	Prbi.g_00255	Praq.g_01771
OG0000310	Prbi.g_00256	Praq.g_01770
OG0000311	Prbi.g_00257	Praq.g_01769
OG0000312	Prbi.g_00259	Praq.g_01767
OG0000313	Prbi.g_00260	Praq.g_01766
OG0000314	Prbi.g_00263	Praq.g_01763
OG0000315	Prbi.g_00264	Praq.g_01762
OG0000316	Prbi.g_00266	Praq.g_01760
OG0000317	Prbi.g_00268	Praq.g_01758
OG0000318	Prbi.g_00269	Praq.g_01757
OG0000319	Prbi.g_00270	Praq.g_01756
OG0000320	Prbi.g_00271	Praq.g_01755
OG0000321	Prbi.g_00274	Praq.g_01752
OG0000322	Prbi.g_00277	Praq.g_01750
OG0000323	Prbi.g_00278	Praq.g_01749
OG0000324	Prbi.g_00281	Praq.g_01746
OG0000325	Prbi.g_00283	Praq.g_01744
OG0000326	Prbi.g_00284	Praq.g_01743
OG0000327	Prbi.g_00286	Praq.g_01741
OG0000328	Prbi.g_00287	Praq.g_01740
OG0000329	Prbi.g_00288	Praq.g_01739
OG0000330	Prbi.g_00289	Praq.g_01738
OG0000331	Prbi.g_00290	Praq.g_01737
OG0000332	Prbi.g_00291	Praq.g_01736
OG0000333	Prbi.g_00292	Praq.g_01735
OG0000334	Prbi.g_00293	Praq.g_01734
OG0000335	Prbi.g_00294	Praq.g_01733
OG0000336	Prbi.g_00295	Praq.g_01732
OG0000337	Prbi.g_00299	Praq.g_01728
OG0000338	Prbi.g_00300	Praq.g_01727
OG0000339	Prbi.g_00301	Praq.g_01726
OG0000340	Prbi.g_00302	Praq.g_01725
OG0000341	Prbi.g_00306	Praq.g_01721
OG0000342	Prbi.g_00307	Praq.g_01719
OG0000343	Prbi.g_00309	Praq.g_01717
OG0000344	Prbi.g_00310	Praq.g_01716
OG0000345	Prbi.g_00311	Praq.g_01715
OG0000346	Prbi.g_00312	Praq.g_01714
OG0000347	Prbi.g_00313	Praq.g_01713
OG0000348	Prbi.g_00314	Praq.g_01712
OG0000349	Prbi.g_00315	Praq.g_01711
OG0000350	Prbi.g_00316	Praq.g_01710
OG0000351	Prbi.g_00319	Praq.g_01707
OG0000352	Prbi.g_00322	Praq.g_01704
OG0000353	Prbi.g_00323	Praq.g_01703
OG0000354	Prbi.g_00324	Praq.g_01702
OG0000355	Prbi.g_00325	Praq.g_01701
OG0000356	Prbi.g_00326	Praq.g_01700
OG0000357	Prbi.g_00327	Praq.g_01699
OG0000358	Prbi.g_00328	Praq.g_01698
OG0000359	Prbi.g_00329	Praq.g_01697
OG0000360	Prbi.g_00332	Praq.g_01694
OG0000361	Prbi.g_00333	Praq.g_01693
OG0000362	Prbi.g_00334	Praq.g_01692
OG0000363	Prbi.g_00335	Praq.g_01691
OG0000364	Prbi.g_00336	Praq.g_01690
OG0000365	Prbi.g_00337	Praq.g_01689
OG0000366	Prbi.g_00338	Praq.g_01688
OG0000367	Prbi.g_00339	Praq.g_01687
OG0000368	Prbi.g_00340	Praq.g_01686
OG0000369	Prbi.g_00341	Praq.g_01685
OG0000370	Prbi.g_00342	Praq.g_01684
OG0000371	Prbi.g_00343	Praq.g_01683
OG0000372	Prbi.g_00345	Praq.g_01681
OG0000373	Prbi.g_00347	Praq.g_01679
OG0000374	Prbi.g_00348	Praq.g_01678
OG0000375	Prbi.g_00349	Praq.g_01677
OG0000376	Prbi.g_00351	Praq.g_01675
OG0000377	Prbi.g_00352	Praq.g_01674
OG0000378	Prbi.g_00353	Praq.g_01673
OG0000379	Prbi.g_00358	Praq.g_01211
OG0000380	Prbi.g_00359	Praq.g_01210
OG0000381	Prbi.g_00360	Praq.g_01209
OG0000382	Prbi.g_00362	Praq.g_01207
OG0000383	Prbi.g_00365	Praq.g_01204
OG0000384	Prbi.g_00366	Praq.g_01203
OG0000385	Prbi.g_00369	Praq.g_01200
OG0000386	Prbi.g_00370	Praq.g_01199
OG0000387	Prbi.g_00371	Praq.g_01198
OG0000388	Prbi.g_00372	Praq.g_01197
OG0000389	Prbi.g_00373	Praq.g_01196
OG0000390	Prbi.g_00374	Praq.g_01195
OG0000391	Prbi.g_00375	Praq.g_01194
OG0000392	Prbi.g_00376	Praq.g_01193
OG0000393	Prbi.g_00379	Praq.g_01189
OG0000394	Prbi.g_00380	Praq.g_01188
OG0000395	Prbi.g_00382	Praq.g_01186
OG0000396	Prbi.g_00383	Praq.g_01185
OG0000397	Prbi.g_00395	Praq.g_01172
OG0000398	Prbi.g_00403	Praq.g_01164
OG0000399	Prbi.g_00404	Praq.g_01163
OG0000400	Prbi.g_00409	Praq.g_01158
OG0000401	Prbi.g_00432	Praq.g_01126
OG0000402	Prbi.g_00433	Praq.g_01125
OG0000403	Prbi.g_00434	Praq.g_01124
OG0000404	Prbi.g_00436	Praq.g_01122
OG0000405	Prbi.g_00437	Praq.g_01121
OG0000406	Prbi.g_00439	Praq.g_01119
OG0000407	Prbi.g_00440	Praq.g_01118
OG0000408	Prbi.g_00441	Praq.g_01117
OG0000409	Prbi.g_00442	Praq.g_01116
OG0000410	Prbi.g_00443	Praq.g_01115
OG0000411	Prbi.g_00444	Praq.g_01114
OG0000412	Prbi.g_00445	Praq.g_01113
OG0000413	Prbi.g_00446	Praq.g_01112
OG0000414	Prbi.g_00447	Praq.g_01111
OG0000415	Prbi.g_00448	Praq.g_01110
OG0000416	Prbi.g_00449	Praq.g_01109
OG0000417	Prbi.g_00450	Praq.g_01108
OG0000418	Prbi.g_00451	Praq.g_01107
OG0000419	Prbi.g_00452	Praq.g_00500
OG0000420	Prbi.g_00453	Praq.g_00501
OG0000421	Prbi.g_00454	Praq.g_00502
OG0000422	Prbi.g_00456	Praq.g_00504
OG0000423	Prbi.g_00457	Praq.g_00505
OG0000424	Prbi.g_00459	Praq.g_00507
OG0000425	Prbi.g_00463	Praq.g_00511
OG0000426	Prbi.g_00464	Praq.g_00512
OG0000427	Prbi.g_00465	Praq.g_00513
OG0000428	Prbi.g_00466	Praq.g_00514
OG0000429	Prbi.g_00467	Praq.g_00515
OG0000430	Prbi.g_00474	Praq.g_00522
OG0000431	Prbi.g_00476	Praq.g_00524
OG0000432	Prbi.g_00477	Praq.g_00525
OG0000433	Prbi.g_00480	Praq.g_00528
OG0000434	Prbi.g_00481	Praq.g_00529
OG0000435	Prbi.g_00482	Praq.g_00530
OG0000436	Prbi.g_00484	Praq.g_00532
OG0000437	Prbi.g_00486	Praq.g_00534
OG0000438	Prbi.g_00487	Praq.g_00535
OG0000439	Prbi.g_00488	Praq.g_00536
OG0000440	Prbi.g_00490	Praq.g_00538
OG0000441	Prbi.g_00491	Praq.g_00539
OG0000442	Prbi.g_00492	Praq.g_00540
OG0000443	Prbi.g_00493	Praq.g_00541
OG0000444	Prbi.g_00494	Praq.g_00542
OG0000445	Prbi.g_00495	Praq.g_00543
OG0000446	Prbi.g_00496	Praq.g_00544
OG0000447	Prbi.g_00497	Praq.g_00545
OG0000448	Prbi.g_00498	Praq.g_00546
OG0000449	Prbi.g_00503	Praq.g_01102
OG0000450	Prbi.g_00504	Praq.g_01101
OG0000451	Prbi.g_00505	Praq.g_01100
OG0000452	Prbi.g_00506	Praq.g_01099
OG0000453	Prbi.g_00508	Praq.g_01097
OG0000454	Prbi.g_00509	Praq.g_01096
OG0000455	Prbi.g_00510	Praq.g_01095
OG0000456	Prbi.g_00511	Praq.g_01094
OG0000457	Prbi.g_00513	Praq.g_01092
OG0000458	Prbi.g_00515	Praq.g_01090
OG0000459	Prbi.g_00516	Praq.g_01089
OG0000460	Prbi.g_00518	Praq.g_01087
OG0000461	Prbi.g_00519	Praq.g_01086
OG0000462	Prbi.g_00520	Praq.g_01085
OG0000463	Prbi.g_00521	Praq.g_01084
OG0000464	Prbi.g_00526	Praq.g_01079
OG0000465	Prbi.g_00528	Praq.g_01077
OG0000466	Prbi.g_00529	Praq.g_01076
OG0000467	Prbi.g_00530	Praq.g_01075
OG0000468	Prbi.g_00531	Praq.g_01074
OG0000469	Prbi.g_00532	Praq.g_01073
OG0000470	Prbi.g_00533	Praq.g_01072
OG0000471	Prbi.g_00534	Praq.g_01071
OG0000472	Prbi.g_00537	Praq.g_01068
OG0000473	Prbi.g_00538	Praq.g_01067
OG0000474	Prbi.g_00539	Praq.g_01066
OG0000475	Prbi.g_00540	Praq.g_01065
OG0000476	Prbi.g_00541	Praq.g_01064
OG0000477	Prbi.g_00543	Praq.g_01062
OG0000478	Prbi.g_00544	Praq.g_01061
OG0000479	Prbi.g_00545	Praq.g_01060
OG0000480	Prbi.g_00547	Praq.g_01058
OG0000481	Prbi.g_00548	Praq.g_01057
OG0000482	Prbi.g_00549	Praq.g_01056
OG0000483	Prbi.g_00550	Praq.g_01055
OG0000484	Prbi.g_00551	Praq.g_01054
OG0000485	Prbi.g_00552	Praq.g_01053
OG0000486	Prbi.g_00553	Praq.g_01052
OG0000487	Prbi.g_00554	Praq.g_01051
OG0000488	Prbi.g_00556	Praq.g_01049
OG0000489	Prbi.g_00557	Praq.g_01048
OG0000490	Prbi.g_00558	Praq.g_01047
OG0000491	Prbi.g_00559	Praq.g_01046
OG0000492	Prbi.g_00560	Praq.g_01045
OG0000493	Prbi.g_00561	Praq.g_01044
OG0000494	Prbi.g_00563	Praq.g_01042
OG0000495	Prbi.g_00564	Praq.g_01041
OG0000496	Prbi.g_00565	Praq.g_01040
OG0000497	Prbi.g_00566	Praq.g_01039
OG0000498	Prbi.g_00567	Praq.g_01038
OG0000499	Prbi.g_00569	Praq.g_01036
OG0000500	Prbi.g_00570	Praq.g_01035
OG0000501	Prbi.g_00572	Praq.g_01033
OG0000502	Prbi.g_00573	Praq.g_01032
OG0000503	Prbi.g_00574	Praq.g_01031
OG0000504	Prbi.g_00575	Praq.g_01030
OG0000505	Prbi.g_00576	Praq.g_01029
OG0000506	Prbi.g_00577	Praq.g_01028
OG0000507	Prbi.g_00578	Praq.g_01027
OG0000508	Prbi.g_00580	Praq.g_01025
OG0000509	Prbi.g_00581	Praq.g_01024
OG0000510	Prbi.g_00582	Praq.g_01023
OG0000511	Prbi.g_00583	Praq.g_01022
OG0000512	Prbi.g_00584	Praq.g_01021
OG0000513	Prbi.g_00585	Praq.g_01020
OG0000514	Prbi.g_00586	Praq.g_01019
OG0000515	Prbi.g_00588	Praq.g_01017
OG0000516	Prbi.g_00589	Praq.g_01016
OG0000517	Prbi.g_00590	Praq.g_01015
OG0000518	Prbi.g_00593	Praq.g_01012
OG0000519	Prbi.g_00594	Praq.g_01010
OG0000520	Prbi.g_00595	Praq.g_01009
OG0000521	Prbi.g_00596	Praq.g_01008
OG0000522	Prbi.g_00597	Praq.g_01007
OG0000523	Prbi.g_00598	Praq.g_01006
OG0000524	Prbi.g_00599	Praq.g_01005
OG0000525	Prbi.g_00601	Praq.g_01003
OG0000526	Prbi.g_00602	Praq.g_01002
OG0000527	Prbi.g_00603	Praq.g_01001
OG0000528	Prbi.g_00604	Praq.g_01000
OG0000529	Prbi.g_00605	Praq.g_00999
OG0000530	Prbi.g_00606	Praq.g_00998
OG0000531	Prbi.g_00607	Praq.g_00997
OG0000532	Prbi.g_00608	Praq.g_00996
OG0000533	Prbi.g_00609	Praq.g_00995
OG0000534	Prbi.g_00610	Praq.g_00994
OG0000535	Prbi.g_00611	Praq.g_00993
OG0000536	Prbi.g_00612	Praq.g_00992
OG0000537	Prbi.g_00613	Praq.g_00991
OG0000538	Prbi.g_00614	Praq.g_00990
OG0000539	Prbi.g_00615	Praq.g_00989
OG0000540	Prbi.g_00616	Praq.g_00988
OG0000541	Prbi.g_00617	Praq.g_00987
OG0000542	Prbi.g_00618	Praq.g_00986
OG0000543	Prbi.g_00619	Praq.g_00985
OG0000544	Prbi.g_00620	Praq.g_00984
OG0000545	Prbi.g_00623	Praq.g_00981
OG0000546	Prbi.g_00624	Praq.g_00980
OG0000547	Prbi.g_00626	Praq.g_00978
OG0000548	Prbi.g_00627	Praq.g_00977
OG0000549	Prbi.g_00628	Praq.g_00976
