Orthogroup	Prbi	Prai
OG0000095	Prbi.g_00231	Prai.g_00218
OG0000096	Prbi.g_00275	Prai.g_00264
OG0000097	Prbi.g_00298	Prai.g_00286, Prai.g_00287
OG0000098	Prbi.g_00308	Prai.g_00297
OG0000099	Prbi.g_00318	Prai.g_00307, Prai.g_00741
OG0000100	Prbi.g_00321	Prai.g_00310
OG0000101	Prbi.g_00381	Prai.g_00369
OG0000102	Prbi.g_00407	Prai.g_00393
OG0000103	Prbi.g_00479	Prai.g_00506
OG0000104	Prbi.g_00483	Prai.g_00510
OG0000105	Prbi.g_00502	Prai.g_00529
OG0000106	Prbi.g_00535	Prai.g_00560
OG0000107	Prbi.g_00536	Prai.g_00561
OG0000108	Prbi.g_00546	Prai.g_00571
OG0000109	Prbi.g_00555	Prai.g_00580
OG0000110	Prbi.g_00571	Prai.g_00597
OG0000111	Prbi.g_00654	Prai.g_00680
OG0000112	Prbi.g_00655	Prai.g_00681
OG0000113	Prbi.g_00767	Prai.g_00770
OG0000114	Prbi.g_00845	Prai.g_00850
OG0000115	Prbi.g_01009	Prai.g_00989
OG0000116	Prbi.g_01013	Prai.g_00985
OG0000117	Prbi.g_01083	Prai.g_00921
OG0000118	Prbi.g_01136	Prai.g_01107
OG0000119	Prbi.g_01177	Prai.g_01146
OG0000120	Prbi.g_01213	Prai.g_01177
OG0000121	Prbi.g_01232	Prai.g_01197
OG0000122	Prbi.g_01251	Prai.g_01217
OG0000123	Prbi.g_01264	Prai.g_01230
OG0000124	Prbi.g_01277	Prai.g_01238
OG0000125	Prbi.g_01403	Prai.g_01347
OG0000126	Prbi.g_01439	Prai.g_01370
OG0000127	Prbi.g_01576	Prai.g_01450
OG0000128	Prbi.g_01592	Prai.g_01464
OG0000129	Prbi.g_01627	Prai.g_01499
OG0000130	Prbi.g_01785	Prai.g_01636
OG0000131	Prbi.g_01823	Prai.g_01674
OG0000132	Prbi.g_01826	Prai.g_01677
OG0000133	Prbi.g_01897	Prai.g_01735
OG0000134	Prbi.g_01933	Prai.g_01777
OG0000135	Prbi.g_01935	Prai.g_01779
OG0000136	Prbi.g_01979	Prai.g_01823
OG0000137	Prbi.g_02011	Prai.g_01855
OG0000138	Prbi.g_02059	Prai.g_01892
OG0000139	Prbi.g_02086	Prai.g_01918
OG0000140	Prbi.g_00001	Prai.g_00001
OG0000141	Prbi.g_00002	Prai.g_00002
OG0000142	Prbi.g_00004	Prai.g_00004
OG0000143	Prbi.g_00005	Prai.g_00005
OG0000144	Prbi.g_00007	Prai.g_00007
OG0000145	Prbi.g_00008	Prai.g_00008
OG0000146	Prbi.g_00009	Prai.g_00009
OG0000147	Prbi.g_00010	Prai.g_00010
OG0000148	Prbi.g_00012	Prai.g_00012
OG0000149	Prbi.g_00014	Prai.g_00014
OG0000150	Prbi.g_00015	Prai.g_00015
OG0000151	Prbi.g_00016	Prai.g_00016
OG0000152	Prbi.g_00017	Prai.g_00017
OG0000153	Prbi.g_00018	Prai.g_00018
OG0000154	Prbi.g_00019	Prai.g_00019
OG0000155	Prbi.g_00020	Prai.g_00020
OG0000156	Prbi.g_00021	Prai.g_00021
OG0000157	Prbi.g_00022	Prai.g_00022
OG0000158	Prbi.g_00024	Prai.g_00024
OG0000159	Prbi.g_00025	Prai.g_00025
OG0000160	Prbi.g_00026	Prai.g_00026
OG0000161	Prbi.g_00027	Prai.g_00027
OG0000162	Prbi.g_00028	Prai.g_00028
OG0000163	Prbi.g_00029	Prai.g_00029
OG0000164	Prbi.g_00032	Prai.g_00032
OG0000165	Prbi.g_00035	Prai.g_00035
OG0000166	Prbi.g_00036	Prai.g_00036
OG0000167	Prbi.g_00037	Prai.g_00037
OG0000168	Prbi.g_00049	Prai.g_00047
OG0000169	Prbi.g_00051	Prai.g_00049
OG0000170	Prbi.g_00052	Prai.g_00050
OG0000171	Prbi.g_00053	Prai.g_00051
OG0000172	Prbi.g_00056	Prai.g_00052
OG0000173	Prbi.g_00057	Prai.g_00053
OG0000174	Prbi.g_00058	Prai.g_00054
OG0000175	Prbi.g_00059	Prai.g_00055
OG0000176	Prbi.g_00061	Prai.g_00057
OG0000177	Prbi.g_00062	Prai.g_00058
OG0000178	Prbi.g_00063	Prai.g_00059
OG0000179	Prbi.g_00071	Prai.g_00064
OG0000180	Prbi.g_00072	Prai.g_00065
OG0000181	Prbi.g_00073	Prai.g_00066
OG0000182	Prbi.g_00076	Prai.g_00069
OG0000183	Prbi.g_00077	Prai.g_00070
OG0000184	Prbi.g_00080	Prai.g_00073
OG0000185	Prbi.g_00084	Prai.g_00077
OG0000186	Prbi.g_00085	Prai.g_00078
OG0000187	Prbi.g_00086	Prai.g_00079
OG0000188	Prbi.g_00087	Prai.g_00080
OG0000189	Prbi.g_00088	Prai.g_00081
OG0000190	Prbi.g_00089	Prai.g_00082
OG0000191	Prbi.g_00090	Prai.g_00083
OG0000192	Prbi.g_00091	Prai.g_00084
OG0000193	Prbi.g_00092	Prai.g_00085
OG0000194	Prbi.g_00093	Prai.g_00086
OG0000195	Prbi.g_00095	Prai.g_00088
OG0000196	Prbi.g_00096	Prai.g_00089
OG0000197	Prbi.g_00097	Prai.g_00090
OG0000198	Prbi.g_00098	Prai.g_00091
OG0000199	Prbi.g_00101	Prai.g_00094
OG0000200	Prbi.g_00102	Prai.g_00095
OG0000201	Prbi.g_00103	Prai.g_00096
OG0000202	Prbi.g_00104	Prai.g_00097
OG0000203	Prbi.g_00105	Prai.g_00098
OG0000204	Prbi.g_00106	Prai.g_00099
OG0000205	Prbi.g_00107	Prai.g_00100
OG0000206	Prbi.g_00108	Prai.g_00101
OG0000207	Prbi.g_00109	Prai.g_00102
OG0000208	Prbi.g_00110	Prai.g_00103
OG0000209	Prbi.g_00111	Prai.g_00104
OG0000210	Prbi.g_00113	Prai.g_00106
OG0000211	Prbi.g_00114	Prai.g_00107
OG0000212	Prbi.g_00115	Prai.g_00108
OG0000213	Prbi.g_00116	Prai.g_00109
OG0000214	Prbi.g_00118	Prai.g_00111
OG0000215	Prbi.g_00119	Prai.g_00112
OG0000216	Prbi.g_00121	Prai.g_00114
OG0000217	Prbi.g_00123	Prai.g_00115
OG0000218	Prbi.g_00124	Prai.g_00116
OG0000219	Prbi.g_00125	Prai.g_00117
OG0000220	Prbi.g_00128	Prai.g_00120
OG0000221	Prbi.g_00130	Prai.g_00122
OG0000222	Prbi.g_00131	Prai.g_00123
OG0000223	Prbi.g_00132	Prai.g_00124
OG0000224	Prbi.g_00135	Prai.g_00127
OG0000225	Prbi.g_00137	Prai.g_00129
OG0000226	Prbi.g_00138	Prai.g_00130
OG0000227	Prbi.g_00139	Prai.g_00131
OG0000228	Prbi.g_00140	Prai.g_00132
OG0000229	Prbi.g_00141	Prai.g_00133
OG0000230	Prbi.g_00142	Prai.g_00134
OG0000231	Prbi.g_00144	Prai.g_00136
OG0000232	Prbi.g_00145	Prai.g_00137
OG0000233	Prbi.g_00148	Prai.g_00140
OG0000234	Prbi.g_00150	Prai.g_00142
OG0000235	Prbi.g_00169	Prai.g_00156
OG0000236	Prbi.g_00170	Prai.g_00157
OG0000237	Prbi.g_00171	Prai.g_00158
OG0000238	Prbi.g_00172	Prai.g_00159
OG0000239	Prbi.g_00173	Prai.g_00160
OG0000240	Prbi.g_00175	Prai.g_00162
OG0000241	Prbi.g_00176	Prai.g_00163
OG0000242	Prbi.g_00177	Prai.g_00164
OG0000243	Prbi.g_00178	Prai.g_00165
OG0000244	Prbi.g_00179	Prai.g_00166
OG0000245	Prbi.g_00180	Prai.g_00167
OG0000246	Prbi.g_00182	Prai.g_00169
OG0000247	Prbi.g_00183	Prai.g_00170
OG0000248	Prbi.g_00184	Prai.g_00171
OG0000249	Prbi.g_00185	Prai.g_00172
OG0000250	Prbi.g_00186	Prai.g_00173
OG0000251	Prbi.g_00187	Prai.g_00174
OG0000252	Prbi.g_00188	Prai.g_00175
OG0000253	Prbi.g_00189	Prai.g_00176
OG0000254	Prbi.g_00191	Prai.g_00178
OG0000255	Prbi.g_00192	Prai.g_00179
OG0000256	Prbi.g_00195	Prai.g_00182
OG0000257	Prbi.g_00197	Prai.g_00184
OG0000258	Prbi.g_00198	Prai.g_00185
OG0000259	Prbi.g_00199	Prai.g_00186
OG0000260	Prbi.g_00200	Prai.g_00187
OG0000261	Prbi.g_00201	Prai.g_00188
OG0000262	Prbi.g_00202	Prai.g_00189
OG0000263	Prbi.g_00203	Prai.g_00190
OG0000264	Prbi.g_00205	Prai.g_00192
OG0000265	Prbi.g_00206	Prai.g_00193
OG0000266	Prbi.g_00207	Prai.g_00194
OG0000267	Prbi.g_00209	Prai.g_00196
OG0000268	Prbi.g_00210	Prai.g_00197
OG0000269	Prbi.g_00211	Prai.g_00198
OG0000270	Prbi.g_00212	Prai.g_00199
OG0000271	Prbi.g_00213	Prai.g_00200
OG0000272	Prbi.g_00214	Prai.g_00201
OG0000273	Prbi.g_00215	Prai.g_00202
OG0000274	Prbi.g_00216	Prai.g_00203
OG0000275	Prbi.g_00217	Prai.g_00204
OG0000276	Prbi.g_00218	Prai.g_00205
OG0000277	Prbi.g_00219	Prai.g_00206
OG0000278	Prbi.g_00220	Prai.g_00207
OG0000279	Prbi.g_00221	Prai.g_00208
OG0000280	Prbi.g_00222	Prai.g_00209
OG0000281	Prbi.g_00224	Prai.g_00211
OG0000282	Prbi.g_00225	Prai.g_00212
OG0000283	Prbi.g_00228	Prai.g_00215
OG0000284	Prbi.g_00229	Prai.g_00216
OG0000285	Prbi.g_00230	Prai.g_00217
OG0000286	Prbi.g_00232	Prai.g_00219
OG0000287	Prbi.g_00233	Prai.g_00220
OG0000288	Prbi.g_00234	Prai.g_00221
OG0000289	Prbi.g_00235	Prai.g_00222
OG0000290	Prbi.g_00236	Prai.g_00223
OG0000291	Prbi.g_00237	Prai.g_00224
OG0000292	Prbi.g_00238	Prai.g_00225
OG0000293	Prbi.g_00239	Prai.g_00226
OG0000294	Prbi.g_00240	Prai.g_00227
OG0000295	Prbi.g_00241	Prai.g_00228
OG0000296	Prbi.g_00242	Prai.g_00229
OG0000297	Prbi.g_00243	Prai.g_00230
OG0000298	Prbi.g_00244	Prai.g_00231
OG0000299	Prbi.g_00245	Prai.g_00232
OG0000300	Prbi.g_00246	Prai.g_00233
OG0000301	Prbi.g_00247	Prai.g_00234
OG0000302	Prbi.g_00248	Prai.g_00235
OG0000303	Prbi.g_00249	Prai.g_00236
OG0000304	Prbi.g_00250	Prai.g_00237
OG0000305	Prbi.g_00251	Prai.g_00238
OG0000306	Prbi.g_00252	Prai.g_00239
OG0000307	Prbi.g_00253	Prai.g_00240
OG0000308	Prbi.g_00254	Prai.g_00241
OG0000309	Prbi.g_00255	Prai.g_00242
OG0000310	Prbi.g_00256	Prai.g_00243
OG0000311	Prbi.g_00257	Prai.g_00244
OG0000312	Prbi.g_00259	Prai.g_00246
OG0000313	Prbi.g_00260	Prai.g_00247
OG0000314	Prbi.g_00263	Prai.g_00250
OG0000315	Prbi.g_00264	Prai.g_00251
OG0000316	Prbi.g_00266	Prai.g_00255
OG0000317	Prbi.g_00268	Prai.g_00257
OG0000318	Prbi.g_00269	Prai.g_00258
OG0000319	Prbi.g_00270	Prai.g_00259
OG0000320	Prbi.g_00271	Prai.g_00260
OG0000321	Prbi.g_00274	Prai.g_00263
OG0000322	Prbi.g_00277	Prai.g_00266
OG0000323	Prbi.g_00278	Prai.g_00267
OG0000324	Prbi.g_00281	Prai.g_00270
OG0000325	Prbi.g_00283	Prai.g_00272
OG0000326	Prbi.g_00284	Prai.g_00273
OG0000327	Prbi.g_00286	Prai.g_00275
OG0000328	Prbi.g_00287	Prai.g_00276
OG0000329	Prbi.g_00288	Prai.g_00277
OG0000330	Prbi.g_00289	Prai.g_00278
OG0000331	Prbi.g_00290	Prai.g_00279
OG0000332	Prbi.g_00291	Prai.g_00280
OG0000333	Prbi.g_00292	Prai.g_00281
OG0000334	Prbi.g_00293	Prai.g_00282
OG0000335	Prbi.g_00294	Prai.g_00283
OG0000336	Prbi.g_00295	Prai.g_00284
OG0000337	Prbi.g_00299	Prai.g_00288
OG0000338	Prbi.g_00300	Prai.g_00289
OG0000339	Prbi.g_00301	Prai.g_00290
OG0000340	Prbi.g_00302	Prai.g_00291
OG0000341	Prbi.g_00306	Prai.g_00295
OG0000342	Prbi.g_00307	Prai.g_00296
OG0000343	Prbi.g_00309	Prai.g_00298
OG0000344	Prbi.g_00310	Prai.g_00299
OG0000345	Prbi.g_00311	Prai.g_00300
OG0000346	Prbi.g_00312	Prai.g_00301
OG0000347	Prbi.g_00313	Prai.g_00302
OG0000348	Prbi.g_00314	Prai.g_00303
OG0000349	Prbi.g_00315	Prai.g_00304
OG0000350	Prbi.g_00316	Prai.g_00305
OG0000351	Prbi.g_00319	Prai.g_00308
OG0000352	Prbi.g_00322	Prai.g_00311
OG0000353	Prbi.g_00323	Prai.g_00312
OG0000354	Prbi.g_00324	Prai.g_00313
OG0000355	Prbi.g_00325	Prai.g_00314
OG0000356	Prbi.g_00326	Prai.g_00315
OG0000357	Prbi.g_00327	Prai.g_00316
OG0000358	Prbi.g_00328	Prai.g_00317
OG0000359	Prbi.g_00329	Prai.g_00318
OG0000360	Prbi.g_00332	Prai.g_00321
OG0000361	Prbi.g_00333	Prai.g_00322
OG0000362	Prbi.g_00334	Prai.g_00323
OG0000363	Prbi.g_00335	Prai.g_00324
OG0000364	Prbi.g_00336	Prai.g_00325
OG0000365	Prbi.g_00337	Prai.g_00326
OG0000366	Prbi.g_00338	Prai.g_00327
OG0000367	Prbi.g_00339	Prai.g_00328
OG0000368	Prbi.g_00340	Prai.g_00329
OG0000369	Prbi.g_00341	Prai.g_00330
OG0000370	Prbi.g_00342	Prai.g_00331
OG0000371	Prbi.g_00343	Prai.g_00332
OG0000372	Prbi.g_00345	Prai.g_00334
OG0000373	Prbi.g_00347	Prai.g_00336
OG0000374	Prbi.g_00348	Prai.g_00337
OG0000375	Prbi.g_00349	Prai.g_00338
OG0000376	Prbi.g_00351	Prai.g_00340
OG0000377	Prbi.g_00352	Prai.g_00341
OG0000378	Prbi.g_00353	Prai.g_00342
OG0000379	Prbi.g_00358	Prai.g_00347
OG0000380	Prbi.g_00359	Prai.g_00348
OG0000381	Prbi.g_00360	Prai.g_00349
OG0000382	Prbi.g_00362	Prai.g_00351
OG0000383	Prbi.g_00365	Prai.g_00354
OG0000384	Prbi.g_00366	Prai.g_00355
OG0000385	Prbi.g_00369	Prai.g_00357
OG0000386	Prbi.g_00370	Prai.g_00358
OG0000387	Prbi.g_00371	Prai.g_00359
OG0000388	Prbi.g_00372	Prai.g_00360
OG0000389	Prbi.g_00373	Prai.g_00361
OG0000390	Prbi.g_00374	Prai.g_00362
OG0000391	Prbi.g_00375	Prai.g_00363
OG0000392	Prbi.g_00376	Prai.g_00364
OG0000393	Prbi.g_00379	Prai.g_00367
OG0000394	Prbi.g_00380	Prai.g_00368
OG0000395	Prbi.g_00382	Prai.g_00370
OG0000396	Prbi.g_00383	Prai.g_00372
OG0000397	Prbi.g_00395	Prai.g_00384
OG0000398	Prbi.g_00403	Prai.g_00390
OG0000399	Prbi.g_00404	Prai.g_00392
OG0000400	Prbi.g_00409	Prai.g_00397
OG0000401	Prbi.g_00432	Prai.g_00462
OG0000402	Prbi.g_00433	Prai.g_00463
OG0000403	Prbi.g_00434	Prai.g_00464
OG0000404	Prbi.g_00436	Prai.g_00466
OG0000405	Prbi.g_00437	Prai.g_00467
OG0000406	Prbi.g_00439	Prai.g_00469
OG0000407	Prbi.g_00440	Prai.g_00470
OG0000408	Prbi.g_00441	Prai.g_00471
OG0000409	Prbi.g_00442	Prai.g_00472
OG0000410	Prbi.g_00443	Prai.g_00473
OG0000411	Prbi.g_00444	Prai.g_00474
OG0000412	Prbi.g_00445	Prai.g_00475
OG0000413	Prbi.g_00446	Prai.g_00476
OG0000414	Prbi.g_00447	Prai.g_00477
OG0000415	Prbi.g_00448	Prai.g_00478
OG0000416	Prbi.g_00449	Prai.g_00479
OG0000417	Prbi.g_00450	Prai.g_00480
OG0000418	Prbi.g_00451	Prai.g_00481
OG0000419	Prbi.g_00452	Prai.g_00482
OG0000420	Prbi.g_00453	Prai.g_00483
OG0000421	Prbi.g_00454	Prai.g_00484
OG0000422	Prbi.g_00456	Prai.g_00486
OG0000423	Prbi.g_00457	Prai.g_00487
OG0000424	Prbi.g_00459	Prai.g_00489
OG0000425	Prbi.g_00463	Prai.g_00492
OG0000426	Prbi.g_00464	Prai.g_00493
OG0000427	Prbi.g_00465	Prai.g_00494
OG0000428	Prbi.g_00466	Prai.g_00495
OG0000429	Prbi.g_00467	Prai.g_00496
OG0000430	Prbi.g_00474	Prai.g_00501
OG0000431	Prbi.g_00476	Prai.g_00503
OG0000432	Prbi.g_00477	Prai.g_00504
OG0000433	Prbi.g_00480	Prai.g_00507
OG0000434	Prbi.g_00481	Prai.g_00508
OG0000435	Prbi.g_00482	Prai.g_00509
OG0000436	Prbi.g_00484	Prai.g_00511
OG0000437	Prbi.g_00486	Prai.g_00513
OG0000438	Prbi.g_00487	Prai.g_00514
OG0000439	Prbi.g_00488	Prai.g_00515
OG0000440	Prbi.g_00490	Prai.g_00517
OG0000441	Prbi.g_00491	Prai.g_00518
OG0000442	Prbi.g_00492	Prai.g_00519
OG0000443	Prbi.g_00493	Prai.g_00520
OG0000444	Prbi.g_00494	Prai.g_00521
OG0000445	Prbi.g_00495	Prai.g_00522
OG0000446	Prbi.g_00496	Prai.g_00523
OG0000447	Prbi.g_00497	Prai.g_00524
OG0000448	Prbi.g_00498	Prai.g_00525
OG0000449	Prbi.g_00503	Prai.g_00530
OG0000450	Prbi.g_00504	Prai.g_00531
OG0000451	Prbi.g_00505	Prai.g_00532
OG0000452	Prbi.g_00506	Prai.g_00533
OG0000453	Prbi.g_00508	Prai.g_00535
OG0000454	Prbi.g_00509	Prai.g_00536
OG0000455	Prbi.g_00510	Prai.g_00537
OG0000456	Prbi.g_00511	Prai.g_00538
OG0000457	Prbi.g_00513	Prai.g_00540
OG0000458	Prbi.g_00515	Prai.g_00542
OG0000459	Prbi.g_00516	Prai.g_00543
OG0000460	Prbi.g_00518	Prai.g_00544
OG0000461	Prbi.g_00519	Prai.g_00545
OG0000462	Prbi.g_00520	Prai.g_00546
OG0000463	Prbi.g_00521	Prai.g_00547
OG0000464	Prbi.g_00526	Prai.g_00552
OG0000465	Prbi.g_00528	Prai.g_00553
OG0000466	Prbi.g_00529	Prai.g_00554
OG0000467	Prbi.g_00530	Prai.g_00555
OG0000468	Prbi.g_00531	Prai.g_00556
OG0000469	Prbi.g_00532	Prai.g_00557
OG0000470	Prbi.g_00533	Prai.g_00558
OG0000471	Prbi.g_00534	Prai.g_00559
OG0000472	Prbi.g_00537	Prai.g_00562
OG0000473	Prbi.g_00538	Prai.g_00563
OG0000474	Prbi.g_00539	Prai.g_00564
OG0000475	Prbi.g_00540	Prai.g_00565
OG0000476	Prbi.g_00541	Prai.g_00566
OG0000477	Prbi.g_00543	Prai.g_00568
OG0000478	Prbi.g_00544	Prai.g_00569
OG0000479	Prbi.g_00545	Prai.g_00570
OG0000480	Prbi.g_00547	Prai.g_00572
OG0000481	Prbi.g_00548	Prai.g_00573
OG0000482	Prbi.g_00549	Prai.g_00574
OG0000483	Prbi.g_00550	Prai.g_00575
OG0000484	Prbi.g_00551	Prai.g_00576
OG0000485	Prbi.g_00552	Prai.g_00577
OG0000486	Prbi.g_00553	Prai.g_00578
OG0000487	Prbi.g_00554	Prai.g_00579
OG0000488	Prbi.g_00556	Prai.g_00581
OG0000489	Prbi.g_00557	Prai.g_00582
OG0000490	Prbi.g_00558	Prai.g_00583
OG0000491	Prbi.g_00559	Prai.g_00584
OG0000492	Prbi.g_00560	Prai.g_00585
OG0000493	Prbi.g_00561	Prai.g_00586
OG0000494	Prbi.g_00563	Prai.g_00588
OG0000495	Prbi.g_00564	Prai.g_00589
OG0000496	Prbi.g_00565	Prai.g_00590
OG0000497	Prbi.g_00566	Prai.g_00592
OG0000498	Prbi.g_00567	Prai.g_00593
OG0000499	Prbi.g_00569	Prai.g_00595
OG0000500	Prbi.g_00570	Prai.g_00596
OG0000501	Prbi.g_00572	Prai.g_00598
OG0000502	Prbi.g_00573	Prai.g_00599
OG0000503	Prbi.g_00574	Prai.g_00600
OG0000504	Prbi.g_00575	Prai.g_00601
OG0000505	Prbi.g_00576	Prai.g_00602
OG0000506	Prbi.g_00577	Prai.g_00603
OG0000507	Prbi.g_00578	Prai.g_00604
OG0000508	Prbi.g_00580	Prai.g_00606
OG0000509	Prbi.g_00581	Prai.g_00607
OG0000510	Prbi.g_00582	Prai.g_00608
OG0000511	Prbi.g_00583	Prai.g_00609
OG0000512	Prbi.g_00584	Prai.g_00610
OG0000513	Prbi.g_00585	Prai.g_00611
OG0000514	Prbi.g_00586	Prai.g_00612
OG0000515	Prbi.g_00588	Prai.g_00614
OG0000516	Prbi.g_00589	Prai.g_00615
OG0000517	Prbi.g_00590	Prai.g_00616
OG0000518	Prbi.g_00593	Prai.g_00619
OG0000519	Prbi.g_00594	Prai.g_00620
OG0000520	Prbi.g_00595	Prai.g_00621
OG0000521	Prbi.g_00596	Prai.g_00622
OG0000522	Prbi.g_00597	Prai.g_00623
OG0000523	Prbi.g_00598	Prai.g_00624
OG0000524	Prbi.g_00599	Prai.g_00625
OG0000525	Prbi.g_00601	Prai.g_00627
OG0000526	Prbi.g_00602	Prai.g_00628
OG0000527	Prbi.g_00603	Prai.g_00629
OG0000528	Prbi.g_00604	Prai.g_00630
OG0000529	Prbi.g_00605	Prai.g_00631
OG0000530	Prbi.g_00606	Prai.g_00632
OG0000531	Prbi.g_00607	Prai.g_00633
OG0000532	Prbi.g_00608	Prai.g_00634
OG0000533	Prbi.g_00609	Prai.g_00635
OG0000534	Prbi.g_00610	Prai.g_00636
OG0000535	Prbi.g_00611	Prai.g_00637
OG0000536	Prbi.g_00612	Prai.g_00638
OG0000537	Prbi.g_00613	Prai.g_00639
OG0000538	Prbi.g_00614	Prai.g_00640
OG0000539	Prbi.g_00615	Prai.g_00641
OG0000540	Prbi.g_00616	Prai.g_00642
OG0000541	Prbi.g_00617	Prai.g_00643
OG0000542	Prbi.g_00618	Prai.g_00644
OG0000543	Prbi.g_00619	Prai.g_00645
OG0000544	Prbi.g_00620	Prai.g_00646
OG0000545	Prbi.g_00623	Prai.g_00650
OG0000546	Prbi.g_00624	Prai.g_00651
OG0000547	Prbi.g_00626	Prai.g_00653
OG0000548	Prbi.g_00627	Prai.g_00654
OG0000549	Prbi.g_00628	Prai.g_00655
OG0000550	Prbi.g_00629	Prai.g_00656
OG0000551	Prbi.g_00630	Prai.g_00657
OG0000552	Prbi.g_00631	Prai.g_00658
OG0000553	Prbi.g_00632	Prai.g_00659
