Orthogroup	Prbb	Prbd
OG0000281	Prbb.g_00229	Prbd.g_01067
OG0000282	Prbb.g_00230	Prbd.g_01066
OG0000283	Prbb.g_00231	Prbd.g_01065
OG0000284	Prbb.g_00232	Prbd.g_01064
OG0000285	Prbb.g_00233	Prbd.g_01063
OG0000286	Prbb.g_00234	Prbd.g_01062
OG0000287	Prbb.g_00235	Prbd.g_01061
OG0000288	Prbb.g_00237	Prbd.g_01059
OG0000289	Prbb.g_00238	Prbd.g_01058
OG0000290	Prbb.g_00239	Prbd.g_01057
OG0000291	Prbb.g_00241	Prbd.g_01055
OG0000292	Prbb.g_00243	Prbd.g_01054
OG0000293	Prbb.g_00244	Prbd.g_01053
OG0000294	Prbb.g_00245	Prbd.g_01052
OG0000295	Prbb.g_00246	Prbd.g_01051
OG0000296	Prbb.g_00247	Prbd.g_01050
OG0000297	Prbb.g_00248	Prbd.g_01049
OG0000298	Prbb.g_00250	Prbd.g_01047
OG0000299	Prbb.g_00251	Prbd.g_01046
OG0000300	Prbb.g_00252	Prbd.g_01045
OG0000301	Prbb.g_00253	Prbd.g_01044
OG0000302	Prbb.g_00254	Prbd.g_01043
OG0000303	Prbb.g_00255	Prbd.g_01042
OG0000304	Prbb.g_00257	Prbd.g_01040
OG0000305	Prbb.g_00258	Prbd.g_01039
OG0000306	Prbb.g_00260	Prbd.g_01036
OG0000307	Prbb.g_00261	Prbd.g_01035
OG0000308	Prbb.g_00262	Prbd.g_01034
OG0000309	Prbb.g_00263	Prbd.g_01033
OG0000310	Prbb.g_00264	Prbd.g_01032
OG0000311	Prbb.g_00265	Prbd.g_01031
OG0000312	Prbb.g_00266	Prbd.g_01030
OG0000313	Prbb.g_00267	Prbd.g_01029
OG0000314	Prbb.g_00268	Prbd.g_01028
OG0000315	Prbb.g_00269	Prbd.g_01027
OG0000316	Prbb.g_00270	Prbd.g_01026
OG0000317	Prbb.g_00271	Prbd.g_01025
OG0000318	Prbb.g_00272	Prbd.g_01024
OG0000319	Prbb.g_00273	Prbd.g_01023
OG0000320	Prbb.g_00274	Prbd.g_01022
OG0000321	Prbb.g_00275	Prbd.g_01021
OG0000322	Prbb.g_00276	Prbd.g_01020
OG0000323	Prbb.g_00277	Prbd.g_01019
OG0000324	Prbb.g_00278	Prbd.g_01018
OG0000325	Prbb.g_00279	Prbd.g_01017
OG0000326	Prbb.g_00280	Prbd.g_01016
OG0000327	Prbb.g_00281	Prbd.g_01015
OG0000328	Prbb.g_00282	Prbd.g_01013
OG0000329	Prbb.g_00283	Prbd.g_01012
OG0000330	Prbb.g_00284	Prbd.g_01011
OG0000331	Prbb.g_00285	Prbd.g_01010
OG0000332	Prbb.g_00286	Prbd.g_01009
OG0000333	Prbb.g_00287	Prbd.g_01008
OG0000334	Prbb.g_00288	Prbd.g_01007
OG0000335	Prbb.g_00290	Prbd.g_01006
OG0000336	Prbb.g_00292	Prbd.g_01004
OG0000337	Prbb.g_00293	Prbd.g_01003
OG0000338	Prbb.g_00298	Prbd.g_00999
OG0000339	Prbb.g_00300	Prbd.g_00997
OG0000340	Prbb.g_00302	Prbd.g_00995
OG0000341	Prbb.g_00303	Prbd.g_00994
OG0000342	Prbb.g_00304	Prbd.g_00993
OG0000343	Prbb.g_00305	Prbd.g_00992
OG0000344	Prbb.g_00306	Prbd.g_00989
OG0000345	Prbb.g_00309	Prbd.g_00986
OG0000346	Prbb.g_00310	Prbd.g_00985
OG0000347	Prbb.g_00313	Prbd.g_00982
OG0000348	Prbb.g_00314	Prbd.g_00980
OG0000349	Prbb.g_00315	Prbd.g_00979
OG0000350	Prbb.g_00316	Prbd.g_00977
OG0000351	Prbb.g_00317	Prbd.g_00976
OG0000352	Prbb.g_00318	Prbd.g_00975
OG0000353	Prbb.g_00319	Prbd.g_00974
OG0000354	Prbb.g_00320	Prbd.g_00973
OG0000355	Prbb.g_00321	Prbd.g_00972
OG0000356	Prbb.g_00322	Prbd.g_00971
OG0000357	Prbb.g_00323	Prbd.g_00970
OG0000358	Prbb.g_00324	Prbd.g_00969
OG0000359	Prbb.g_00326	Prbd.g_00968
OG0000360	Prbb.g_00328	Prbd.g_00964
OG0000361	Prbb.g_00329	Prbd.g_00963
OG0000362	Prbb.g_00330	Prbd.g_00962
OG0000363	Prbb.g_00331	Prbd.g_00961
OG0000364	Prbb.g_00334	Prbd.g_00957
OG0000365	Prbb.g_00335	Prbd.g_00956
OG0000366	Prbb.g_00337	Prbd.g_00954
OG0000367	Prbb.g_00338	Prbd.g_00953
OG0000368	Prbb.g_00339	Prbd.g_00952
OG0000369	Prbb.g_00340	Prbd.g_00951
OG0000370	Prbb.g_00341	Prbd.g_00950
OG0000371	Prbb.g_00342	Prbd.g_00949
OG0000372	Prbb.g_00343	Prbd.g_00948
OG0000373	Prbb.g_00344	Prbd.g_00947
OG0000374	Prbb.g_00345	Prbd.g_00945
OG0000375	Prbb.g_00346	Prbd.g_00944
OG0000376	Prbb.g_00349	Prbd.g_00941
OG0000377	Prbb.g_00350	Prbd.g_00940
OG0000378	Prbb.g_00351	Prbd.g_00939
OG0000379	Prbb.g_00352	Prbd.g_00938
OG0000380	Prbb.g_00353	Prbd.g_00937
OG0000381	Prbb.g_00354	Prbd.g_00936
OG0000382	Prbb.g_00355	Prbd.g_00935
OG0000383	Prbb.g_00356	Prbd.g_00934
OG0000384	Prbb.g_00359	Prbd.g_00931
OG0000385	Prbb.g_00360	Prbd.g_00930
OG0000386	Prbb.g_00361	Prbd.g_00929
OG0000387	Prbb.g_00362	Prbd.g_00928
OG0000388	Prbb.g_00363	Prbd.g_00927
OG0000389	Prbb.g_00364	Prbd.g_00926
OG0000390	Prbb.g_00365	Prbd.g_00925
OG0000391	Prbb.g_00366	Prbd.g_00924
OG0000392	Prbb.g_00367	Prbd.g_00923
OG0000393	Prbb.g_00368	Prbd.g_00922
OG0000394	Prbb.g_00369	Prbd.g_00921
OG0000395	Prbb.g_00370	Prbd.g_00920
OG0000396	Prbb.g_00372	Prbd.g_00918
OG0000397	Prbb.g_00374	Prbd.g_00916
OG0000398	Prbb.g_00375	Prbd.g_00915
OG0000399	Prbb.g_00378	Prbd.g_00912
OG0000400	Prbb.g_00384	Prbd.g_00911
OG0000401	Prbb.g_00739	Prbd.g_00910
OG0000402	Prbb.g_00394	Prbd.g_00905
OG0000403	Prbb.g_00396	Prbd.g_00904
OG0000404	Prbb.g_00397	Prbd.g_00903
OG0000405	Prbb.g_00398	Prbd.g_00901
OG0000406	Prbb.g_00401	Prbd.g_00898
OG0000407	Prbb.g_00402	Prbd.g_00897
OG0000408	Prbb.g_00404	Prbd.g_00894
OG0000409	Prbb.g_00405	Prbd.g_00893
OG0000410	Prbb.g_00406	Prbd.g_00892
OG0000411	Prbb.g_00407	Prbd.g_00891
OG0000412	Prbb.g_00408	Prbd.g_00890
OG0000413	Prbb.g_00409	Prbd.g_00889
OG0000414	Prbb.g_00410	Prbd.g_00888
OG0000415	Prbb.g_00411	Prbd.g_00887
OG0000416	Prbb.g_00415	Prbd.g_00884
OG0000417	Prbb.g_00416	Prbd.g_00883
OG0000418	Prbb.g_00418	Prbd.g_00882
OG0000419	Prbb.g_00419	Prbd.g_00881
OG0000420	Prbb.g_00836	Prbd.g_00880
OG0000421	Prbb.g_01094	Prbd.g_00867
OG0000422	Prbb.g_01124	Prbd.g_00859
OG0000423	Prbb.g_01288	Prbd.g_00858
OG0000424	Prbb.g_01923	Prbd.g_00852
OG0000425	Prbb.g_00436	Prbd.g_00811
OG0000426	Prbb.g_00437	Prbd.g_00810
OG0000427	Prbb.g_00438	Prbd.g_00809
OG0000428	Prbb.g_00440	Prbd.g_00807
OG0000429	Prbb.g_00441	Prbd.g_00806
OG0000430	Prbb.g_00443	Prbd.g_00804
OG0000431	Prbb.g_00444	Prbd.g_00803
OG0000432	Prbb.g_00445	Prbd.g_00802
OG0000433	Prbb.g_00446	Prbd.g_00801
OG0000434	Prbb.g_00447	Prbd.g_00800
OG0000435	Prbb.g_00448	Prbd.g_00799
OG0000436	Prbb.g_00449	Prbd.g_00798
OG0000437	Prbb.g_00450	Prbd.g_00797
OG0000438	Prbb.g_00451	Prbd.g_00796
OG0000439	Prbb.g_00452	Prbd.g_00795
OG0000440	Prbb.g_00453	Prbd.g_00794
OG0000441	Prbb.g_00454	Prbd.g_00793
OG0000442	Prbb.g_00455	Prbd.g_00792
OG0000443	Prbb.g_00456	Prbd.g_00791
OG0000444	Prbb.g_00457	Prbd.g_00790
OG0000445	Prbb.g_00458	Prbd.g_00789
OG0000446	Prbb.g_00460	Prbd.g_00787
OG0000447	Prbb.g_00461	Prbd.g_00786
OG0000448	Prbb.g_00462	Prbd.g_00784
OG0000449	Prbb.g_00468	Prbd.g_00781
OG0000450	Prbb.g_00469	Prbd.g_00780
OG0000451	Prbb.g_00470	Prbd.g_00779
OG0000452	Prbb.g_00472	Prbd.g_00778
OG0000453	Prbb.g_00473	Prbd.g_00777
OG0000454	Prbb.g_00475	Prbd.g_00771
OG0000455	Prbb.g_00476	Prbd.g_00769
OG0000456	Prbb.g_00480	Prbd.g_00765
OG0000457	Prbb.g_00482	Prbd.g_00764
OG0000458	Prbb.g_00483	Prbd.g_00763
OG0000459	Prbb.g_00486	Prbd.g_00761
OG0000460	Prbb.g_00488	Prbd.g_00759
OG0000461	Prbb.g_00489	Prbd.g_00758
OG0000462	Prbb.g_00490	Prbd.g_00757
OG0000463	Prbb.g_00491	Prbd.g_00755
OG0000464	Prbb.g_00492	Prbd.g_00754
OG0000465	Prbb.g_00493	Prbd.g_00753
OG0000466	Prbb.g_00494	Prbd.g_00752
OG0000467	Prbb.g_00495	Prbd.g_00751
OG0000468	Prbb.g_00496	Prbd.g_00750
OG0000469	Prbb.g_00497	Prbd.g_00749
OG0000470	Prbb.g_00498	Prbd.g_00748
OG0000471	Prbb.g_00499	Prbd.g_00747
OG0000472	Prbb.g_00504	Prbd.g_00742
OG0000473	Prbb.g_00505	Prbd.g_00741
OG0000474	Prbb.g_00506	Prbd.g_00740
OG0000475	Prbb.g_00507	Prbd.g_00739
OG0000476	Prbb.g_00509	Prbd.g_00737
OG0000477	Prbb.g_00510	Prbd.g_00736
OG0000478	Prbb.g_00511	Prbd.g_00735
OG0000479	Prbb.g_00512	Prbd.g_00734
OG0000480	Prbb.g_00514	Prbd.g_00732
OG0000481	Prbb.g_00516	Prbd.g_00730
OG0000482	Prbb.g_00517	Prbd.g_00729
OG0000483	Prbb.g_00519	Prbd.g_00727
OG0000484	Prbb.g_00520	Prbd.g_00726
OG0000485	Prbb.g_00521	Prbd.g_00725
OG0000486	Prbb.g_00523	Prbd.g_00724
OG0000487	Prbb.g_00527	Prbd.g_00719
OG0000488	Prbb.g_00528	Prbd.g_00717
OG0000489	Prbb.g_00529	Prbd.g_00716
OG0000490	Prbb.g_00530	Prbd.g_00715
OG0000491	Prbb.g_00531	Prbd.g_00714
OG0000492	Prbb.g_00532	Prbd.g_00713
OG0000493	Prbb.g_00533	Prbd.g_00712
OG0000494	Prbb.g_00534	Prbd.g_00711
OG0000495	Prbb.g_00537	Prbd.g_00708
OG0000496	Prbb.g_00538	Prbd.g_00707
OG0000497	Prbb.g_00539	Prbd.g_00706
OG0000498	Prbb.g_00540	Prbd.g_00705
OG0000499	Prbb.g_00541	Prbd.g_00704
OG0000500	Prbb.g_00543	Prbd.g_00702
OG0000501	Prbb.g_00544	Prbd.g_00701
OG0000502	Prbb.g_00545	Prbd.g_00700
OG0000503	Prbb.g_00547	Prbd.g_00698
OG0000504	Prbb.g_00548	Prbd.g_00697
OG0000505	Prbb.g_00550	Prbd.g_00696
OG0000506	Prbb.g_00551	Prbd.g_00695
OG0000507	Prbb.g_00552	Prbd.g_00694
OG0000508	Prbb.g_00553	Prbd.g_00693
OG0000509	Prbb.g_00554	Prbd.g_00692
OG0000510	Prbb.g_00555	Prbd.g_00691
OG0000511	Prbb.g_00557	Prbd.g_00689
OG0000512	Prbb.g_00558	Prbd.g_00688
OG0000513	Prbb.g_00559	Prbd.g_00687
OG0000514	Prbb.g_00560	Prbd.g_00686
OG0000515	Prbb.g_00561	Prbd.g_00685
OG0000516	Prbb.g_00562	Prbd.g_00684
OG0000517	Prbb.g_00564	Prbd.g_00682
OG0000518	Prbb.g_00565	Prbd.g_00681
OG0000519	Prbb.g_00566	Prbd.g_00680
OG0000520	Prbb.g_00567	Prbd.g_00679
OG0000521	Prbb.g_00568	Prbd.g_00678
OG0000522	Prbb.g_00569	Prbd.g_00677
OG0000523	Prbb.g_00570	Prbd.g_00676
OG0000524	Prbb.g_00571	Prbd.g_00675
OG0000525	Prbb.g_00572	Prbd.g_00674
OG0000526	Prbb.g_00573	Prbd.g_00673
OG0000527	Prbb.g_00574	Prbd.g_00672
