Orthogroup	Prbb	Praf
OG0000090	Prbb.g_00388	Praf.g_02342
OG0000091	Prbb.g_01694	Praf.g_01806
OG0000092	Prbb.g_01208	Praf.g_00549
OG0000093	Prbb.g_01946	Praf.g_02172, Praf.g_00148
OG0000094	Prbb.g_01997	Praf.g_02123
OG0000095	Prbb.g_02034	Praf.g_02382, Praf.g_02380, Praf.g_02378
OG0000096	Prbb.g_02123	Praf.g_00053
OG0000097	Prbb.g_02143	Praf.g_02699
OG0000098	Prbb.g_00003	Praf.g_00003
OG0000099	Prbb.g_00024	Praf.g_00028
OG0000101	Prbb.g_00064	Praf.g_00333, Praf.g_02602
OG0000102	Prbb.g_00170	Praf.g_00224
OG0000103	Prbb.g_00179	Praf.g_00212
OG0000104	Prbb.g_00196	Praf.g_02420
OG0000105	Prbb.g_00227	Praf.g_02468
OG0000106	Prbb.g_00240	Praf.g_02492
OG0000107	Prbb.g_00249	Praf.g_02511
OG0000108	Prbb.g_00259	Praf.g_02521
OG0000109	Prbb.g_00041, Prbb.g_00297	Praf.g_00391
OG0000110	Prbb.g_00307	Praf.g_02217
OG0000111	Prbb.g_00327	Praf.g_02271
OG0000112	Prbb.g_00336	Praf.g_02284
OG0000113	Prbb.g_00348	Praf.g_02300
OG0000114	Prbb.g_00376	Praf.g_02358
OG0000115	Prbb.g_00477	Praf.g_01908
OG0000116	Prbb.g_00479	Praf.g_01905
OG0000117	Prbb.g_00484, Prbb.g_00485	Praf.g_00595
OG0000118	Prbb.g_00503	Praf.g_00143, Praf.g_00616
OG0000119	Prbb.g_00535	Praf.g_00658
OG0000120	Prbb.g_00536	Praf.g_00660
OG0000121	Prbb.g_00546	Praf.g_00681
OG0000122	Prbb.g_00556	Praf.g_00692
OG0000123	Prbb.g_00586	Praf.g_00730
OG0000124	Prbb.g_00652	Praf.g_01720
OG0000125	Prbb.g_00653	Praf.g_01035, Praf.g_01721
OG0000126	Prbb.g_00654	Praf.g_01034, Praf.g_01722
OG0000127	Prbb.g_00692	Praf.g_00780, Praf.g_00406
OG0000128	Prbb.g_00715	Praf.g_01304
OG0000129	Prbb.g_00737	Praf.g_01435
OG0000130	Prbb.g_00954	Praf.g_00941
OG0000131	Prbb.g_00781	Praf.g_01528
OG0000132	Prbb.g_00817	Praf.g_01590
OG0000133	Prbb.g_00950	Praf.g_00104, Praf.g_01497
OG0000134	Prbb.g_00768	Praf.g_01503
OG0000135	Prbb.g_00995	Praf.g_01384, Praf.g_01383
OG0000136	Prbb.g_01067	Praf.g_01277
OG0000137	Prbb.g_01890	Praf.g_02692
OG0000138	Prbb.g_01523	Praf.g_00833
OG0000139	Prbb.g_01510	Praf.g_00861
OG0000140	Prbb.g_01456	Praf.g_00938
OG0000141	Prbb.g_01060	Praf.g_01285
OG0000142	Prbb.g_01598	Praf.g_00779
OG0000143	Prbb.g_01639	Praf.g_00585, Praf.g_00583
OG0000144	Prbb.g_01673	Praf.g_01778, Praf.g_01776
OG0000145	Prbb.g_01687	Praf.g_01795
OG0000146	Prbb.g_01721	Praf.g_01848
OG0000147	Prbb.g_01767	Praf.g_00502
OG0000148	Prbb.g_01768	Praf.g_00501
OG0000149	Prbb.g_01821	Praf.g_00485
OG0000150	Prbb.g_01858	Praf.g_00437
OG0000151	Prbb.g_01860	Praf.g_00434
OG0000152	Prbb.g_01880	Praf.g_00402
OG0000153	Prbb.g_01959	Praf.g_02162
OG0000154	Prbb.g_01995	Praf.g_02125
OG0000155	Prbb.g_02014	Praf.g_02102
OG0000156	Prbb.g_02046	Praf.g_02396
OG0000157	Prbb.g_02082	Praf.g_00152
OG0000158	Prbb.g_02168	Praf.g_02757
OG0000160	Prbb.g_00001	Praf.g_00001
OG0000161	Prbb.g_00002	Praf.g_00002
OG0000162	Prbb.g_00004	Praf.g_00004
OG0000163	Prbb.g_00005	Praf.g_00005
OG0000164	Prbb.g_00007	Praf.g_00006
OG0000165	Prbb.g_00008	Praf.g_00007
OG0000166	Prbb.g_00009	Praf.g_00009
OG0000167	Prbb.g_00010	Praf.g_00010
OG0000168	Prbb.g_00011	Praf.g_00011
OG0000169	Prbb.g_00013	Praf.g_00013
OG0000170	Prbb.g_00015	Praf.g_00015
OG0000171	Prbb.g_00016	Praf.g_00016
OG0000172	Prbb.g_00017	Praf.g_00021
OG0000173	Prbb.g_00018	Praf.g_00022
OG0000174	Prbb.g_00019	Praf.g_00023
OG0000175	Prbb.g_00020	Praf.g_00024
OG0000176	Prbb.g_00021	Praf.g_00025
OG0000177	Prbb.g_00022	Praf.g_00026
OG0000178	Prbb.g_00023	Praf.g_00027
OG0000179	Prbb.g_00025	Praf.g_00029
OG0000180	Prbb.g_00026	Praf.g_00030
OG0000181	Prbb.g_00027	Praf.g_00031
OG0000182	Prbb.g_00028	Praf.g_00032
OG0000183	Prbb.g_00029	Praf.g_00033
OG0000184	Prbb.g_00030	Praf.g_00035
OG0000185	Prbb.g_00033	Praf.g_00040
OG0000186	Prbb.g_00035	Praf.g_00045
OG0000187	Prbb.g_00036	Praf.g_00046
OG0000188	Prbb.g_00037	Praf.g_00047
OG0000189	Prbb.g_00055	Praf.g_00050
OG0000190	Prbb.g_00057	Praf.g_00052
OG0000191	Prbb.g_00058	Praf.g_02654
OG0000192	Prbb.g_00059	Praf.g_02652
OG0000193	Prbb.g_00060	Praf.g_02618
OG0000194	Prbb.g_00061	Praf.g_02611
OG0000195	Prbb.g_00062	Praf.g_02605
OG0000196	Prbb.g_00063	Praf.g_02603
OG0000197	Prbb.g_00065	Praf.g_02601
OG0000198	Prbb.g_00066	Praf.g_02597
OG0000199	Prbb.g_00067	Praf.g_02596
OG0000200	Prbb.g_00119	Praf.g_00328
OG0000201	Prbb.g_00120	Praf.g_00326
OG0000202	Prbb.g_00121	Praf.g_00325
OG0000203	Prbb.g_00124	Praf.g_00321
OG0000204	Prbb.g_00125	Praf.g_00320
OG0000205	Prbb.g_00128	Praf.g_00316
OG0000206	Prbb.g_00130	Praf.g_00314
OG0000207	Prbb.g_00132	Praf.g_00310
OG0000208	Prbb.g_00133	Praf.g_00309
OG0000209	Prbb.g_00134	Praf.g_00962
OG0000210	Prbb.g_00135	Praf.g_00308
OG0000211	Prbb.g_00136	Praf.g_00304
OG0000212	Prbb.g_00137	Praf.g_00303
OG0000213	Prbb.g_00138	Praf.g_00302
OG0000214	Prbb.g_00139	Praf.g_00301
OG0000215	Prbb.g_00140	Praf.g_00300
OG0000216	Prbb.g_00141	Praf.g_00299
OG0000217	Prbb.g_00143	Praf.g_00297
OG0000218	Prbb.g_00144	Praf.g_00296
OG0000219	Prbb.g_00145	Praf.g_00268
OG0000220	Prbb.g_00146	Praf.g_00264
OG0000221	Prbb.g_00149	Praf.g_00259
OG0000222	Prbb.g_00150	Praf.g_00258
OG0000223	Prbb.g_00151	Praf.g_00257
OG0000224	Prbb.g_00152	Praf.g_00255
OG0000225	Prbb.g_00153	Praf.g_00254
OG0000226	Prbb.g_00154	Praf.g_00253
OG0000227	Prbb.g_00156	Praf.g_00251
OG0000228	Prbb.g_00157	Praf.g_00250
OG0000229	Prbb.g_00158	Praf.g_00249
OG0000230	Prbb.g_00159	Praf.g_00248
OG0000231	Prbb.g_00160	Praf.g_00247
OG0000232	Prbb.g_00161	Praf.g_00245
OG0000233	Prbb.g_00162	Praf.g_00244
OG0000234	Prbb.g_00163	Praf.g_00243
OG0000235	Prbb.g_00164	Praf.g_00240
OG0000236	Prbb.g_00167	Praf.g_00232
OG0000237	Prbb.g_00168	Praf.g_00230
OG0000238	Prbb.g_00169	Praf.g_00225
OG0000239	Prbb.g_00171	Praf.g_00223
OG0000240	Prbb.g_00173	Praf.g_00221
OG0000241	Prbb.g_00174	Praf.g_00219
OG0000242	Prbb.g_00175	Praf.g_00218
OG0000243	Prbb.g_00177	Praf.g_00214
OG0000244	Prbb.g_00180	Praf.g_00209
OG0000245	Prbb.g_00181	Praf.g_00208
OG0000246	Prbb.g_00182	Praf.g_00207
OG0000247	Prbb.g_00185	Praf.g_02403
OG0000248	Prbb.g_00187	Praf.g_02405
OG0000249	Prbb.g_00189	Praf.g_02408
OG0000250	Prbb.g_00190	Praf.g_02410
OG0000251	Prbb.g_00191	Praf.g_02411
OG0000252	Prbb.g_00192	Praf.g_02412
OG0000253	Prbb.g_00193	Praf.g_02413
OG0000254	Prbb.g_01101	Praf.g_02415
OG0000255	Prbb.g_00194	Praf.g_02416
OG0000256	Prbb.g_00197	Praf.g_02421
OG0000257	Prbb.g_00200	Praf.g_02430
OG0000258	Prbb.g_00202	Praf.g_02432
OG0000259	Prbb.g_00203	Praf.g_02433
OG0000260	Prbb.g_00204	Praf.g_02434
OG0000261	Prbb.g_00205	Praf.g_02435
OG0000262	Prbb.g_00206	Praf.g_02436
OG0000263	Prbb.g_00208	Praf.g_02438
OG0000264	Prbb.g_00209	Praf.g_02439
OG0000265	Prbb.g_00210	Praf.g_02440
OG0000266	Prbb.g_00211	Praf.g_02441
OG0000267	Prbb.g_00212	Praf.g_02442
OG0000268	Prbb.g_00213	Praf.g_02444
OG0000269	Prbb.g_00215	Praf.g_02446
OG0000270	Prbb.g_00216	Praf.g_02447
OG0000271	Prbb.g_00217	Praf.g_02448
OG0000272	Prbb.g_00218	Praf.g_02449
OG0000273	Prbb.g_00219	Praf.g_02450
OG0000274	Prbb.g_00220	Praf.g_02451
OG0000275	Prbb.g_00221	Praf.g_02452
OG0000276	Prbb.g_00222	Praf.g_02453
OG0000277	Prbb.g_00224	Praf.g_02455
OG0000278	Prbb.g_00225	Praf.g_02456
OG0000279	Prbb.g_00226	Praf.g_02457
OG0000280	Prbb.g_00228	Praf.g_02469
OG0000281	Prbb.g_00229	Praf.g_02470
OG0000282	Prbb.g_00230	Praf.g_02471
OG0000283	Prbb.g_00231	Praf.g_02472
OG0000284	Prbb.g_00232	Praf.g_02473
OG0000285	Prbb.g_00233	Praf.g_02474
OG0000286	Prbb.g_00234	Praf.g_02475
OG0000287	Prbb.g_00235	Praf.g_02476
OG0000288	Prbb.g_00237	Praf.g_01486
OG0000289	Prbb.g_00238	Praf.g_02489
OG0000290	Prbb.g_00239	Praf.g_02491
OG0000291	Prbb.g_00241	Praf.g_02495
OG0000292	Prbb.g_00243	Praf.g_02497
OG0000293	Prbb.g_00244	Praf.g_02500
OG0000294	Prbb.g_00245	Praf.g_02502
OG0000295	Prbb.g_00246	Praf.g_02505
OG0000296	Prbb.g_00247	Praf.g_02506
OG0000297	Prbb.g_00248	Praf.g_02509
OG0000298	Prbb.g_00250	Praf.g_02512
OG0000299	Prbb.g_00251	Praf.g_02513
OG0000300	Prbb.g_00252	Praf.g_02514
OG0000301	Prbb.g_00253	Praf.g_02515
OG0000302	Prbb.g_00254	Praf.g_02516
OG0000303	Prbb.g_00255	Praf.g_02517
OG0000304	Prbb.g_00257	Praf.g_02519
OG0000305	Prbb.g_00258	Praf.g_02520
OG0000306	Prbb.g_00260	Praf.g_02524
OG0000307	Prbb.g_00261	Praf.g_02525
OG0000308	Prbb.g_00262	Praf.g_02531
OG0000309	Prbb.g_00263	Praf.g_02532
OG0000310	Prbb.g_00264	Praf.g_02533
OG0000311	Prbb.g_00265	Praf.g_02582
OG0000312	Prbb.g_00266	Praf.g_02581
OG0000313	Prbb.g_00267	Praf.g_02575
OG0000314	Prbb.g_00268	Praf.g_02574
OG0000315	Prbb.g_00269	Praf.g_02572
OG0000316	Prbb.g_00270	Praf.g_02568
OG0000317	Prbb.g_00271	Praf.g_02567
OG0000318	Prbb.g_00272	Praf.g_02566
OG0000319	Prbb.g_00273	Praf.g_02560
OG0000320	Prbb.g_00274	Praf.g_02559
OG0000321	Prbb.g_00275	Praf.g_02557
OG0000322	Prbb.g_00276	Praf.g_02556
OG0000323	Prbb.g_00277	Praf.g_02555
OG0000324	Prbb.g_00278	Praf.g_02554
OG0000325	Prbb.g_00279	Praf.g_02553
OG0000326	Prbb.g_00280	Praf.g_02552
OG0000327	Prbb.g_00281	Praf.g_02551
OG0000328	Prbb.g_00282	Praf.g_02549
OG0000329	Prbb.g_00283	Praf.g_02548
OG0000330	Prbb.g_00284	Praf.g_02547
OG0000331	Prbb.g_00285	Praf.g_00374
OG0000332	Prbb.g_00286	Praf.g_00745
OG0000333	Prbb.g_00287	Praf.g_00744
OG0000334	Prbb.g_00288	Praf.g_00743
OG0000335	Prbb.g_00290	Praf.g_00378
OG0000336	Prbb.g_00292	Praf.g_00379
OG0000337	Prbb.g_00293	Praf.g_00385
OG0000338	Prbb.g_00298	Praf.g_00392
OG0000339	Prbb.g_00300	Praf.g_02203
OG0000340	Prbb.g_00302	Praf.g_02207
OG0000341	Prbb.g_00303	Praf.g_02208
OG0000342	Prbb.g_00304	Praf.g_02209
OG0000343	Prbb.g_00305	Praf.g_02210
OG0000344	Prbb.g_00306	Praf.g_02215
OG0000345	Prbb.g_00309	Praf.g_02242
OG0000346	Prbb.g_00310	Praf.g_02243
OG0000347	Prbb.g_00313	Praf.g_02245
OG0000348	Prbb.g_00314	Praf.g_02247
OG0000349	Prbb.g_00315	Praf.g_02249
OG0000350	Prbb.g_00316	Praf.g_02255
OG0000351	Prbb.g_00317	Praf.g_00375
OG0000352	Prbb.g_00318	Praf.g_02259
OG0000353	Prbb.g_00319	Praf.g_02260
OG0000354	Prbb.g_00320	Praf.g_02262
OG0000355	Prbb.g_00321	Praf.g_02263
OG0000356	Prbb.g_00322	Praf.g_02264
OG0000357	Prbb.g_00323	Praf.g_02265
OG0000358	Prbb.g_00324	Praf.g_02266
OG0000359	Prbb.g_00326	Praf.g_02268
OG0000360	Prbb.g_00328	Praf.g_02273
OG0000361	Prbb.g_00329	Praf.g_02274
OG0000362	Prbb.g_00330	Praf.g_02275
OG0000363	Prbb.g_00331	Praf.g_02277
OG0000364	Prbb.g_00334	Praf.g_02282
OG0000365	Prbb.g_00335	Praf.g_02283
OG0000366	Prbb.g_00337	Praf.g_02285
OG0000367	Prbb.g_00338	Praf.g_02287
OG0000368	Prbb.g_00339	Praf.g_02288
OG0000369	Prbb.g_00340	Praf.g_02289
OG0000370	Prbb.g_00341	Praf.g_02290
OG0000371	Prbb.g_00342	Praf.g_02291
OG0000372	Prbb.g_00343	Praf.g_02292
OG0000373	Prbb.g_00344	Praf.g_02293
OG0000374	Prbb.g_00345	Praf.g_02296
OG0000375	Prbb.g_00346	Praf.g_02297
OG0000376	Prbb.g_00349	Praf.g_02301
OG0000377	Prbb.g_00350	Praf.g_02302
OG0000378	Prbb.g_00351	Praf.g_02303
OG0000379	Prbb.g_00352	Praf.g_02304
OG0000380	Prbb.g_00353	Praf.g_02314
OG0000381	Prbb.g_00354	Praf.g_02315
OG0000382	Prbb.g_00355	Praf.g_02316
OG0000383	Prbb.g_00356	Praf.g_02318
OG0000384	Prbb.g_00359	Praf.g_02321
OG0000385	Prbb.g_00360	Praf.g_02322
OG0000386	Prbb.g_00361	Praf.g_02323
OG0000387	Prbb.g_00362	Praf.g_02324
OG0000388	Prbb.g_00363	Praf.g_02325
OG0000389	Prbb.g_00364	Praf.g_02326
OG0000390	Prbb.g_00365	Praf.g_02327
OG0000391	Prbb.g_00366	Praf.g_02328
OG0000392	Prbb.g_00367	Praf.g_02329
OG0000393	Prbb.g_00368	Praf.g_02330
OG0000394	Prbb.g_00369	Praf.g_02331
OG0000395	Prbb.g_00370	Praf.g_02332
OG0000396	Prbb.g_00372	Praf.g_02335
OG0000397	Prbb.g_00374	Praf.g_02347
OG0000398	Prbb.g_00375	Praf.g_02349
OG0000399	Prbb.g_00378	Praf.g_02073
OG0000400	Prbb.g_00384	Praf.g_02066
OG0000401	Prbb.g_00739	Praf.g_02065
OG0000402	Prbb.g_00394	Praf.g_02054
OG0000403	Prbb.g_00396	Praf.g_02052
OG0000404	Prbb.g_00397	Praf.g_02051
OG0000405	Prbb.g_00398	Praf.g_02049
OG0000406	Prbb.g_00401	Praf.g_02045
OG0000407	Prbb.g_00402	Praf.g_02044
OG0000408	Prbb.g_00404	Praf.g_02031
OG0000409	Prbb.g_00405	Praf.g_02030
OG0000410	Prbb.g_00406	Praf.g_02029
OG0000411	Prbb.g_00407	Praf.g_02028
OG0000412	Prbb.g_00408	Praf.g_02027
OG0000413	Prbb.g_00409	Praf.g_02026
OG0000414	Prbb.g_00410	Praf.g_02025
OG0000415	Prbb.g_00411	Praf.g_02024
OG0000416	Prbb.g_00415	Praf.g_02016
OG0000417	Prbb.g_00416	Praf.g_02015
OG0000418	Prbb.g_00418	Praf.g_02012
OG0000419	Prbb.g_00419	Praf.g_02011
OG0000420	Prbb.g_00836	Praf.g_01616
OG0000421	Prbb.g_01094	Praf.g_00322
OG0000422	Prbb.g_01124	Praf.g_00495
OG0000423	Prbb.g_01288	Praf.g_01003
OG0000424	Prbb.g_01923	Praf.g_02201
OG0000425	Prbb.g_00436	Praf.g_02002
OG0000426	Prbb.g_00437	Praf.g_02001
OG0000427	Prbb.g_00438	Praf.g_01999
OG0000428	Prbb.g_00440	Praf.g_01990
OG0000429	Prbb.g_00441	Praf.g_01989
OG0000430	Prbb.g_00443	Praf.g_01987
OG0000431	Prbb.g_00444	Praf.g_01986
OG0000432	Prbb.g_00445	Praf.g_01985
OG0000433	Prbb.g_00446	Praf.g_01984
OG0000434	Prbb.g_00447	Praf.g_01982
OG0000435	Prbb.g_00448	Praf.g_01981
OG0000436	Prbb.g_00449	Praf.g_01980
OG0000437	Prbb.g_00450	Praf.g_01979
OG0000438	Prbb.g_00451	Praf.g_01978
OG0000439	Prbb.g_00452	Praf.g_01977
OG0000440	Prbb.g_00453	Praf.g_01972
OG0000441	Prbb.g_00454	Praf.g_01963
OG0000442	Prbb.g_00455	Praf.g_01962
OG0000443	Prbb.g_00456	Praf.g_01961
OG0000444	Prbb.g_00457	Praf.g_01960
OG0000445	Prbb.g_00458	Praf.g_01959
OG0000446	Prbb.g_00460	Praf.g_01957
OG0000447	Prbb.g_00461	Praf.g_01956
OG0000448	Prbb.g_00462	Praf.g_01952
OG0000449	Prbb.g_00468	Praf.g_01942
OG0000450	Prbb.g_00469	Praf.g_01941
OG0000451	Prbb.g_00470	Praf.g_01938
OG0000452	Prbb.g_00472	Praf.g_01915
OG0000453	Prbb.g_00473	Praf.g_01913
OG0000454	Prbb.g_00475	Praf.g_01911
OG0000455	Prbb.g_00476	Praf.g_01909
OG0000456	Prbb.g_00480	Praf.g_00586
OG0000457	Prbb.g_00482	Praf.g_00589
OG0000458	Prbb.g_00483	Praf.g_00594
OG0000459	Prbb.g_00486	Praf.g_00596
OG0000460	Prbb.g_00488	Praf.g_00598
OG0000461	Prbb.g_00489	Praf.g_00599
OG0000462	Prbb.g_00490	Praf.g_00600
OG0000463	Prbb.g_00491	Praf.g_00603
OG0000464	Prbb.g_00492	Praf.g_00605
OG0000465	Prbb.g_00493	Praf.g_00606
OG0000466	Prbb.g_00494	Praf.g_00607
OG0000467	Prbb.g_00495	Praf.g_00608
OG0000468	Prbb.g_00496	Praf.g_00609
OG0000469	Prbb.g_00497	Praf.g_00610
OG0000470	Prbb.g_00498	Praf.g_00611
OG0000471	Prbb.g_00499	Praf.g_00612
OG0000472	Prbb.g_00504	Praf.g_00619
OG0000473	Prbb.g_00505	Praf.g_00621
OG0000474	Prbb.g_00506	Praf.g_00622
OG0000475	Prbb.g_00507	Praf.g_00623
OG0000476	Prbb.g_00509	Praf.g_00626
OG0000477	Prbb.g_00510	Praf.g_00627
OG0000478	Prbb.g_00511	Praf.g_00628
OG0000479	Prbb.g_00512	Praf.g_00629
OG0000480	Prbb.g_00514	Praf.g_00630
OG0000481	Prbb.g_00516	Praf.g_00631
OG0000482	Prbb.g_00517	Praf.g_00632
OG0000483	Prbb.g_00519	Praf.g_00634
OG0000484	Prbb.g_00520	Praf.g_00635
OG0000485	Prbb.g_00521	Praf.g_00636
OG0000486	Prbb.g_00523	Praf.g_00641
OG0000487	Prbb.g_00527	Praf.g_00646
OG0000488	Prbb.g_00528	Praf.g_00647
OG0000489	Prbb.g_00529	Praf.g_00648
OG0000490	Prbb.g_00530	Praf.g_00650
OG0000491	Prbb.g_00531	Praf.g_00651
OG0000492	Prbb.g_00532	Praf.g_00656
OG0000493	Prbb.g_00533	Praf.g_01177
OG0000494	Prbb.g_00534	Praf.g_01131
OG0000495	Prbb.g_00537	Praf.g_00661
OG0000496	Prbb.g_00538	Praf.g_00663
OG0000497	Prbb.g_00539	Praf.g_00665
OG0000498	Prbb.g_00540	Praf.g_00666
OG0000499	Prbb.g_00541	Praf.g_00670
OG0000500	Prbb.g_00543	Praf.g_00673
OG0000501	Prbb.g_00544	Praf.g_00675
OG0000502	Prbb.g_00545	Praf.g_00677
OG0000503	Prbb.g_00547	Praf.g_00683
OG0000504	Prbb.g_00548	Praf.g_00684
OG0000505	Prbb.g_00550	Praf.g_00685
OG0000506	Prbb.g_00551	Praf.g_00687
OG0000507	Prbb.g_00552	Praf.g_00688
OG0000508	Prbb.g_00553	Praf.g_00689
OG0000509	Prbb.g_00554	Praf.g_00690
OG0000510	Prbb.g_00555	Praf.g_00691
OG0000511	Prbb.g_00557	Praf.g_00693
OG0000512	Prbb.g_00558	Praf.g_00694
OG0000513	Prbb.g_00559	Praf.g_00695
OG0000514	Prbb.g_00560	Praf.g_00696
OG0000515	Prbb.g_00561	Praf.g_00697
OG0000516	Prbb.g_00562	Praf.g_00698
OG0000517	Prbb.g_00564	Praf.g_00700
OG0000518	Prbb.g_00565	Praf.g_00701
OG0000519	Prbb.g_00566	Praf.g_00703
OG0000520	Prbb.g_00567	Praf.g_00705
OG0000521	Prbb.g_00568	Praf.g_00706
OG0000522	Prbb.g_00569	Praf.g_00707
OG0000523	Prbb.g_00570	Praf.g_00708
OG0000524	Prbb.g_00571	Praf.g_00709
OG0000525	Prbb.g_00572	Praf.g_00711
OG0000526	Prbb.g_00573	Praf.g_00712
OG0000527	Prbb.g_00574	Praf.g_00713
OG0000528	Prbb.g_00575	Praf.g_00714
OG0000529	Prbb.g_00576	Praf.g_00716
OG0000530	Prbb.g_00577	Praf.g_00717
OG0000531	Prbb.g_00578	Praf.g_00718
OG0000532	Prbb.g_00579	Praf.g_00719
OG0000533	Prbb.g_00580	Praf.g_00723
OG0000534	Prbb.g_00581	Praf.g_00724
OG0000535	Prbb.g_00582	Praf.g_00725
OG0000536	Prbb.g_00583	Praf.g_00726
OG0000537	Prbb.g_00584	Praf.g_00728
OG0000538	Prbb.g_00585	Praf.g_00729
OG0000539	Prbb.g_00587	Praf.g_00733
OG0000540	Prbb.g_00588	Praf.g_00734
OG0000541	Prbb.g_00589	Praf.g_00735
OG0000542	Prbb.g_00591	Praf.g_00739
OG0000543	Prbb.g_00592	Praf.g_00740
OG0000544	Prbb.g_00594	Praf.g_00741
OG0000545	Prbb.g_00593	Praf.g_00742
OG0000546	Prbb.g_00595	Praf.g_00749
OG0000547	Prbb.g_00596	Praf.g_00750
OG0000548	Prbb.g_00597	Praf.g_00751
OG0000549	Prbb.g_00599	Praf.g_00753
OG0000550	Prbb.g_00600	Praf.g_00754
