Orthogroup	Prbb	Prbg
OG0000083	Prbb.g_00909, Prbb.g_01198	Prbg.g_01507
OG0000084	Prbb.g_00991	Prbg.g_01287
OG0000085	Prbb.g_01238	Prbg.g_01531
OG0000086	Prbb.g_01887	Prbg.g_00749
OG0000087	Prbb.g_01320, Prbb.g_01245, Prbb.g_01122, Prbb.g_01786, Prbb.g_00430, Prbb.g_01355, Prbb.g_01402	Prbg.g_01566
OG0000090	Prbb.g_00388	Prbg.g_00552
OG0000091	Prbb.g_01694	Prbg.g_00599
OG0000092	Prbb.g_01208	Prbg.g_00414
OG0000093	Prbb.g_01946	Prbg.g_01737
OG0000094	Prbb.g_01997	Prbg.g_01781
OG0000095	Prbb.g_02034	Prbg.g_01819
OG0000096	Prbb.g_02123	Prbg.g_01892
OG0000097	Prbb.g_02143	Prbg.g_00419
OG0000098	Prbb.g_00003	Prbg.g_00770
OG0000099	Prbb.g_00024	Prbg.g_00851
OG0000101	Prbb.g_00064	Prbg.g_00822
OG0000102	Prbb.g_00170	Prbg.g_00887
OG0000103	Prbb.g_00179	Prbg.g_00896
OG0000104	Prbb.g_00196	Prbg.g_00913
OG0000105	Prbb.g_00227	Prbg.g_00948
OG0000106	Prbb.g_00240	Prbg.g_00962
OG0000107	Prbb.g_00249	Prbg.g_00971
OG0000108	Prbb.g_00259	Prbg.g_00981
OG0000109	Prbb.g_00041, Prbb.g_00297	Prbg.g_01022
OG0000110	Prbb.g_00307	Prbg.g_01034
OG0000111	Prbb.g_00327	Prbg.g_00053
OG0000112	Prbb.g_00336	Prbg.g_00064
OG0000113	Prbb.g_00348	Prbg.g_00077
OG0000114	Prbb.g_00376	Prbg.g_00103
OG0000115	Prbb.g_00477	Prbg.g_00193
OG0000116	Prbb.g_00479	Prbg.g_00195
OG0000117	Prbb.g_00484, Prbb.g_00485	Prbg.g_00199
OG0000118	Prbb.g_00503	Prbg.g_00219
OG0000119	Prbb.g_00535	Prbg.g_00249
OG0000120	Prbb.g_00536	Prbg.g_00250
OG0000121	Prbb.g_00546	Prbg.g_00260
OG0000122	Prbb.g_00556	Prbg.g_00270
OG0000123	Prbb.g_00586	Prbg.g_00302
OG0000124	Prbb.g_00652	Prbg.g_01405
OG0000125	Prbb.g_00653	Prbg.g_01404
OG0000126	Prbb.g_00654	Prbg.g_01403
OG0000127	Prbb.g_00692	Prbg.g_01128
OG0000128	Prbb.g_00715	Prbg.g_01153
OG0000129	Prbb.g_00737	Prbg.g_01354
OG0000130	Prbb.g_00954	Prbg.g_01251
OG0000131	Prbb.g_00781	Prbg.g_01157
OG0000132	Prbb.g_00817	Prbg.g_01194
OG0000133	Prbb.g_00950	Prbg.g_01101
OG0000134	Prbb.g_00768	Prbg.g_01385
OG0000135	Prbb.g_00995	Prbg.g_01291
OG0000136	Prbb.g_01067	Prbg.g_01237
OG0000137	Prbb.g_01890	Prbg.g_00752
OG0000138	Prbb.g_01523	Prbg.g_01492
OG0000139	Prbb.g_01510	Prbg.g_01480
OG0000140	Prbb.g_01456	Prbg.g_00352
OG0000141	Prbb.g_01060	Prbg.g_00687
OG0000142	Prbb.g_01598	Prbg.g_00490
OG0000143	Prbb.g_01639	Prbg.g_00529
OG0000144	Prbb.g_01673	Prbg.g_00579
OG0000145	Prbb.g_01687	Prbg.g_00592
OG0000146	Prbb.g_01721	Prbg.g_00628
OG0000147	Prbb.g_01767	Prbg.g_00675
OG0000148	Prbb.g_01768	Prbg.g_00676
OG0000149	Prbb.g_01821	Prbg.g_01647
OG0000150	Prbb.g_01858	Prbg.g_01686
OG0000151	Prbb.g_01860	Prbg.g_01689
OG0000152	Prbb.g_01880	Prbg.g_01709
OG0000153	Prbb.g_01959	Prbg.g_01743
OG0000154	Prbb.g_01995	Prbg.g_01779
OG0000155	Prbb.g_02014	Prbg.g_01798
OG0000156	Prbb.g_02046	Prbg.g_01831
OG0000157	Prbb.g_02082	Prbg.g_01865
OG0000158	Prbb.g_02168	Prbg.g_01931
OG0000160	Prbb.g_00001	Prbg.g_00768
OG0000161	Prbb.g_00002	Prbg.g_00769
OG0000162	Prbb.g_00004	Prbg.g_00771
OG0000163	Prbb.g_00005	Prbg.g_00772
OG0000164	Prbb.g_00007	Prbg.g_00773
OG0000165	Prbb.g_00008	Prbg.g_00774
OG0000166	Prbb.g_00009	Prbg.g_00775
OG0000167	Prbb.g_00010	Prbg.g_00776
OG0000168	Prbb.g_00011	Prbg.g_00777
OG0000169	Prbb.g_00013	Prbg.g_00779
OG0000170	Prbb.g_00015	Prbg.g_00860
OG0000171	Prbb.g_00016	Prbg.g_00859
OG0000172	Prbb.g_00017	Prbg.g_00858
OG0000173	Prbb.g_00018	Prbg.g_00857
OG0000174	Prbb.g_00019	Prbg.g_00856
OG0000175	Prbb.g_00020	Prbg.g_00855
OG0000176	Prbb.g_00021	Prbg.g_00854
OG0000177	Prbb.g_00022	Prbg.g_00853
OG0000178	Prbb.g_00023	Prbg.g_00852
OG0000179	Prbb.g_00025	Prbg.g_00850
OG0000180	Prbb.g_00026	Prbg.g_00849
OG0000181	Prbb.g_00027	Prbg.g_00848
OG0000182	Prbb.g_00028	Prbg.g_00847
OG0000183	Prbb.g_00029	Prbg.g_00846
OG0000184	Prbb.g_00030	Prbg.g_00844
OG0000185	Prbb.g_00033	Prbg.g_00841
OG0000186	Prbb.g_00035	Prbg.g_00838
OG0000187	Prbb.g_00036	Prbg.g_00837
OG0000188	Prbb.g_00037	Prbg.g_00836
OG0000189	Prbb.g_00055	Prbg.g_00834
OG0000190	Prbb.g_00057	Prbg.g_00832
OG0000191	Prbb.g_00058	Prbg.g_00830
OG0000192	Prbb.g_00059	Prbg.g_00829
OG0000193	Prbb.g_00060	Prbg.g_00828
OG0000194	Prbb.g_00061	Prbg.g_00825
OG0000195	Prbb.g_00062	Prbg.g_00824
OG0000196	Prbb.g_00063	Prbg.g_00823
OG0000197	Prbb.g_00065	Prbg.g_00821
OG0000198	Prbb.g_00066	Prbg.g_00820
OG0000199	Prbb.g_00067	Prbg.g_00818
OG0000200	Prbb.g_00119	Prbg.g_00806
OG0000201	Prbb.g_00120	Prbg.g_00805
OG0000202	Prbb.g_00121	Prbg.g_00804
OG0000203	Prbb.g_00124	Prbg.g_00800
OG0000204	Prbb.g_00125	Prbg.g_00799
OG0000205	Prbb.g_00128	Prbg.g_00796
OG0000206	Prbb.g_00130	Prbg.g_00794
OG0000207	Prbb.g_00132	Prbg.g_00792
OG0000208	Prbb.g_00133	Prbg.g_00791
OG0000209	Prbb.g_00134	Prbg.g_00017
OG0000210	Prbb.g_00135	Prbg.g_00790
OG0000211	Prbb.g_00136	Prbg.g_00789
OG0000212	Prbb.g_00137	Prbg.g_00788
OG0000213	Prbb.g_00138	Prbg.g_00787
OG0000214	Prbb.g_00139	Prbg.g_00786
OG0000215	Prbb.g_00140	Prbg.g_00785
OG0000216	Prbb.g_00141	Prbg.g_00784
OG0000217	Prbb.g_00143	Prbg.g_00782
OG0000218	Prbb.g_00144	Prbg.g_00781
OG0000219	Prbb.g_00145	Prbg.g_00780
OG0000220	Prbb.g_00146	Prbg.g_00861
OG0000221	Prbb.g_00149	Prbg.g_00864
OG0000222	Prbb.g_00150	Prbg.g_00865
OG0000223	Prbb.g_00151	Prbg.g_00866
OG0000224	Prbb.g_00152	Prbg.g_00868
OG0000225	Prbb.g_00153	Prbg.g_00869
OG0000226	Prbb.g_00154	Prbg.g_00870
OG0000227	Prbb.g_00156	Prbg.g_00872
OG0000228	Prbb.g_00157	Prbg.g_00873
OG0000229	Prbb.g_00158	Prbg.g_00874
OG0000230	Prbb.g_00159	Prbg.g_00875
OG0000231	Prbb.g_00160	Prbg.g_00876
OG0000232	Prbb.g_00161	Prbg.g_00877
OG0000233	Prbb.g_00162	Prbg.g_00879
OG0000234	Prbb.g_00163	Prbg.g_00880
OG0000235	Prbb.g_00164	Prbg.g_00881
OG0000236	Prbb.g_00167	Prbg.g_00884
OG0000237	Prbb.g_00168	Prbg.g_00885
OG0000238	Prbb.g_00169	Prbg.g_00886
OG0000239	Prbb.g_00171	Prbg.g_00888
OG0000240	Prbb.g_00173	Prbg.g_00889
OG0000241	Prbb.g_00174	Prbg.g_00890
OG0000242	Prbb.g_00175	Prbg.g_00891
OG0000243	Prbb.g_00177	Prbg.g_00894
OG0000244	Prbb.g_00180	Prbg.g_00897
OG0000245	Prbb.g_00181	Prbg.g_00898
OG0000246	Prbb.g_00182	Prbg.g_00899
OG0000247	Prbb.g_00185	Prbg.g_00901
OG0000248	Prbb.g_00187	Prbg.g_00903
OG0000249	Prbb.g_00189	Prbg.g_00905
OG0000250	Prbb.g_00190	Prbg.g_00906
OG0000251	Prbb.g_00191	Prbg.g_00907
OG0000252	Prbb.g_00192	Prbg.g_00908
OG0000253	Prbb.g_00193	Prbg.g_00909
OG0000254	Prbb.g_01101	Prbg.g_01349
OG0000255	Prbb.g_00194	Prbg.g_00911
OG0000256	Prbb.g_00197	Prbg.g_00914
OG0000257	Prbb.g_00200	Prbg.g_00916
OG0000258	Prbb.g_00202	Prbg.g_00922
OG0000259	Prbb.g_00203	Prbg.g_00923
OG0000260	Prbb.g_00204	Prbg.g_00924
OG0000261	Prbb.g_00205	Prbg.g_00925
OG0000262	Prbb.g_00206	Prbg.g_00926
OG0000263	Prbb.g_00208	Prbg.g_00928
OG0000264	Prbb.g_00209	Prbg.g_00929
OG0000265	Prbb.g_00210	Prbg.g_00930
OG0000266	Prbb.g_00211	Prbg.g_00931
OG0000267	Prbb.g_00212	Prbg.g_00932
OG0000268	Prbb.g_00213	Prbg.g_00934
OG0000269	Prbb.g_00215	Prbg.g_00936
OG0000270	Prbb.g_00216	Prbg.g_00937
OG0000271	Prbb.g_00217	Prbg.g_00938
OG0000272	Prbb.g_00218	Prbg.g_00939
OG0000273	Prbb.g_00219	Prbg.g_00940
OG0000274	Prbb.g_00220	Prbg.g_00941
OG0000275	Prbb.g_00221	Prbg.g_00942
OG0000276	Prbb.g_00222	Prbg.g_00943
OG0000277	Prbb.g_00224	Prbg.g_00945
OG0000278	Prbb.g_00225	Prbg.g_00946
OG0000279	Prbb.g_00226	Prbg.g_00947
OG0000280	Prbb.g_00228	Prbg.g_00949
OG0000281	Prbb.g_00229	Prbg.g_00951
OG0000282	Prbb.g_00230	Prbg.g_00952
OG0000283	Prbb.g_00231	Prbg.g_00953
OG0000284	Prbb.g_00232	Prbg.g_00954
OG0000285	Prbb.g_00233	Prbg.g_00955
OG0000286	Prbb.g_00234	Prbg.g_00956
OG0000287	Prbb.g_00235	Prbg.g_00957
OG0000288	Prbb.g_00237	Prbg.g_00959
OG0000289	Prbb.g_00238	Prbg.g_00960
OG0000290	Prbb.g_00239	Prbg.g_00961
OG0000291	Prbb.g_00241	Prbg.g_00963
OG0000292	Prbb.g_00243	Prbg.g_00965
OG0000293	Prbb.g_00244	Prbg.g_00966
OG0000294	Prbb.g_00245	Prbg.g_00967
OG0000295	Prbb.g_00246	Prbg.g_00968
OG0000296	Prbb.g_00247	Prbg.g_00969
OG0000297	Prbb.g_00248	Prbg.g_00970
OG0000298	Prbb.g_00250	Prbg.g_00972
OG0000299	Prbb.g_00251	Prbg.g_00973
OG0000300	Prbb.g_00252	Prbg.g_00974
OG0000301	Prbb.g_00253	Prbg.g_00975
OG0000302	Prbb.g_00254	Prbg.g_00976
OG0000303	Prbb.g_00255	Prbg.g_00977
OG0000304	Prbb.g_00257	Prbg.g_00979
OG0000305	Prbb.g_00258	Prbg.g_00980
OG0000306	Prbb.g_00260	Prbg.g_00983
OG0000307	Prbb.g_00261	Prbg.g_00984
OG0000308	Prbb.g_00262	Prbg.g_00985
OG0000309	Prbb.g_00263	Prbg.g_00986
OG0000310	Prbb.g_00264	Prbg.g_00987
OG0000311	Prbb.g_00265	Prbg.g_00989
OG0000312	Prbb.g_00266	Prbg.g_00990
OG0000313	Prbb.g_00267	Prbg.g_00991
OG0000314	Prbb.g_00268	Prbg.g_00992
OG0000315	Prbb.g_00269	Prbg.g_00993
OG0000316	Prbb.g_00270	Prbg.g_00994
OG0000317	Prbb.g_00271	Prbg.g_00995
OG0000318	Prbb.g_00272	Prbg.g_00996
OG0000319	Prbb.g_00273	Prbg.g_00997
OG0000320	Prbb.g_00274	Prbg.g_00998
OG0000321	Prbb.g_00275	Prbg.g_00999
OG0000322	Prbb.g_00276	Prbg.g_01000
OG0000323	Prbb.g_00277	Prbg.g_01001
OG0000324	Prbb.g_00278	Prbg.g_01002
OG0000325	Prbb.g_00279	Prbg.g_01003
OG0000326	Prbb.g_00280	Prbg.g_01004
OG0000327	Prbb.g_00281	Prbg.g_01005
OG0000328	Prbb.g_00282	Prbg.g_01007
OG0000329	Prbb.g_00283	Prbg.g_01008
OG0000330	Prbb.g_00284	Prbg.g_01009
OG0000331	Prbb.g_00285	Prbg.g_01011
OG0000332	Prbb.g_00286	Prbg.g_01012
OG0000333	Prbb.g_00287	Prbg.g_01013
OG0000334	Prbb.g_00288	Prbg.g_01014
OG0000335	Prbb.g_00290	Prbg.g_01015
OG0000336	Prbb.g_00292	Prbg.g_01017
OG0000337	Prbb.g_00293	Prbg.g_01018
OG0000338	Prbb.g_00298	Prbg.g_01023
OG0000339	Prbb.g_00300	Prbg.g_01025
OG0000340	Prbb.g_00302	Prbg.g_01027
OG0000341	Prbb.g_00303	Prbg.g_01028
OG0000342	Prbb.g_00304	Prbg.g_01029
OG0000343	Prbb.g_00305	Prbg.g_01030
OG0000344	Prbb.g_00306	Prbg.g_01033
OG0000345	Prbb.g_00309	Prbg.g_01037
OG0000346	Prbb.g_00310	Prbg.g_01038
OG0000347	Prbb.g_00313	Prbg.g_01041
OG0000348	Prbb.g_00314	Prbg.g_01042
OG0000349	Prbb.g_00315	Prbg.g_01043
OG0000350	Prbb.g_00316	Prbg.g_01045
OG0000351	Prbb.g_00317	Prbg.g_01046
OG0000352	Prbb.g_00318	Prbg.g_00042
OG0000353	Prbb.g_00319	Prbg.g_00043
OG0000354	Prbb.g_00320	Prbg.g_00045
OG0000355	Prbb.g_00321	Prbg.g_00046
OG0000356	Prbb.g_00322	Prbg.g_00047
OG0000357	Prbb.g_00323	Prbg.g_00048
OG0000358	Prbb.g_00324	Prbg.g_00049
OG0000359	Prbb.g_00326	Prbg.g_00051
OG0000360	Prbb.g_00328	Prbg.g_00054
OG0000361	Prbb.g_00329	Prbg.g_00055
OG0000362	Prbb.g_00330	Prbg.g_00056
OG0000363	Prbb.g_00331	Prbg.g_00057
OG0000364	Prbb.g_00334	Prbg.g_00061
OG0000365	Prbb.g_00335	Prbg.g_00062
OG0000366	Prbb.g_00337	Prbg.g_00065
OG0000367	Prbb.g_00338	Prbg.g_00066
OG0000368	Prbb.g_00339	Prbg.g_00067
OG0000369	Prbb.g_00340	Prbg.g_00068
OG0000370	Prbb.g_00341	Prbg.g_00069
OG0000371	Prbb.g_00342	Prbg.g_00071
OG0000372	Prbb.g_00343	Prbg.g_00072
OG0000373	Prbb.g_00344	Prbg.g_00073
OG0000374	Prbb.g_00345	Prbg.g_00074
OG0000375	Prbb.g_00346	Prbg.g_00075
OG0000376	Prbb.g_00349	Prbg.g_00078
OG0000377	Prbb.g_00350	Prbg.g_00079
OG0000378	Prbb.g_00351	Prbg.g_00080
OG0000379	Prbb.g_00352	Prbg.g_00081
OG0000380	Prbb.g_00353	Prbg.g_00082
OG0000381	Prbb.g_00354	Prbg.g_00083
OG0000382	Prbb.g_00355	Prbg.g_00084
OG0000383	Prbb.g_00356	Prbg.g_00085
OG0000384	Prbb.g_00359	Prbg.g_00087
OG0000385	Prbb.g_00360	Prbg.g_00088
OG0000386	Prbb.g_00361	Prbg.g_00089
OG0000387	Prbb.g_00362	Prbg.g_00090
OG0000388	Prbb.g_00363	Prbg.g_00091
OG0000389	Prbb.g_00364	Prbg.g_00092
OG0000390	Prbb.g_00365	Prbg.g_00093
OG0000391	Prbb.g_00366	Prbg.g_00094
OG0000392	Prbb.g_00367	Prbg.g_00095
OG0000393	Prbb.g_00368	Prbg.g_00096
OG0000394	Prbb.g_00369	Prbg.g_00097
OG0000395	Prbb.g_00370	Prbg.g_00098
OG0000396	Prbb.g_00372	Prbg.g_00099
OG0000397	Prbb.g_00374	Prbg.g_00101
OG0000398	Prbb.g_00375	Prbg.g_00102
OG0000399	Prbb.g_00378	Prbg.g_00104
OG0000400	Prbb.g_00384	Prbg.g_00110
OG0000401	Prbb.g_00739	Prbg.g_00111
OG0000402	Prbb.g_00394	Prbg.g_00117
OG0000403	Prbb.g_00396	Prbg.g_00119
OG0000404	Prbb.g_00397	Prbg.g_00120
OG0000405	Prbb.g_00398	Prbg.g_00121
OG0000406	Prbb.g_00401	Prbg.g_00124
OG0000407	Prbb.g_00402	Prbg.g_00125
OG0000408	Prbb.g_00404	Prbg.g_00128
OG0000409	Prbb.g_00405	Prbg.g_00129
OG0000410	Prbb.g_00406	Prbg.g_00130
OG0000411	Prbb.g_00407	Prbg.g_00131
OG0000412	Prbb.g_00408	Prbg.g_00132
OG0000413	Prbb.g_00409	Prbg.g_01941
OG0000414	Prbb.g_00410	Prbg.g_01942
OG0000415	Prbb.g_00411	Prbg.g_01943
OG0000416	Prbb.g_00415	Prbg.g_00136
OG0000417	Prbb.g_00416	Prbg.g_00137
OG0000418	Prbb.g_00418	Prbg.g_00139
OG0000419	Prbb.g_00419	Prbg.g_00140
OG0000420	Prbb.g_00836	Prbg.g_01214
OG0000421	Prbb.g_01094	Prbg.g_01530
OG0000422	Prbb.g_01124	Prbg.g_01602
OG0000423	Prbb.g_01288	Prbg.g_01525
OG0000424	Prbb.g_01923	Prbg.g_01714
OG0000425	Prbb.g_00436	Prbg.g_00151
OG0000426	Prbb.g_00437	Prbg.g_00152
OG0000427	Prbb.g_00438	Prbg.g_00153
OG0000428	Prbb.g_00440	Prbg.g_00155
OG0000429	Prbb.g_00441	Prbg.g_00156
OG0000430	Prbb.g_00443	Prbg.g_00158
OG0000431	Prbb.g_00444	Prbg.g_00159
OG0000432	Prbb.g_00445	Prbg.g_00160
OG0000433	Prbb.g_00446	Prbg.g_00161
OG0000434	Prbb.g_00447	Prbg.g_00162
OG0000435	Prbb.g_00448	Prbg.g_00163
OG0000436	Prbb.g_00449	Prbg.g_00164
OG0000437	Prbb.g_00450	Prbg.g_00165
OG0000438	Prbb.g_00451	Prbg.g_00166
OG0000439	Prbb.g_00452	Prbg.g_00167
OG0000440	Prbb.g_00453	Prbg.g_00168
OG0000441	Prbb.g_00454	Prbg.g_00169
OG0000442	Prbb.g_00455	Prbg.g_00170
OG0000443	Prbb.g_00456	Prbg.g_00171
OG0000444	Prbb.g_00457	Prbg.g_00172
OG0000445	Prbb.g_00458	Prbg.g_00176
OG0000446	Prbb.g_00460	Prbg.g_00178
OG0000447	Prbb.g_00461	Prbg.g_00179
OG0000448	Prbb.g_00462	Prbg.g_00180
OG0000449	Prbb.g_00468	Prbg.g_00184
OG0000450	Prbb.g_00469	Prbg.g_00185
OG0000451	Prbb.g_00470	Prbg.g_00186
OG0000452	Prbb.g_00472	Prbg.g_00188
OG0000453	Prbb.g_00473	Prbg.g_00189
OG0000454	Prbb.g_00475	Prbg.g_00190
OG0000455	Prbb.g_00476	Prbg.g_00192
OG0000456	Prbb.g_00480	Prbg.g_00196
OG0000457	Prbb.g_00482	Prbg.g_00197
OG0000458	Prbb.g_00483	Prbg.g_00198
OG0000459	Prbb.g_00486	Prbg.g_00200
OG0000460	Prbb.g_00488	Prbg.g_00202
OG0000461	Prbb.g_00489	Prbg.g_00203
OG0000462	Prbb.g_00490	Prbg.g_00204
OG0000463	Prbb.g_00491	Prbg.g_00206
OG0000464	Prbb.g_00492	Prbg.g_00207
OG0000465	Prbb.g_00493	Prbg.g_00208
OG0000466	Prbb.g_00494	Prbg.g_00209
OG0000467	Prbb.g_00495	Prbg.g_00210
OG0000468	Prbb.g_00496	Prbg.g_00211
OG0000469	Prbb.g_00497	Prbg.g_00212
OG0000470	Prbb.g_00498	Prbg.g_00213
OG0000471	Prbb.g_00499	Prbg.g_00214
OG0000472	Prbb.g_00504	Prbg.g_00220
OG0000473	Prbb.g_00505	Prbg.g_00221
OG0000474	Prbb.g_00506	Prbg.g_00222
OG0000475	Prbb.g_00507	Prbg.g_00223
OG0000476	Prbb.g_00509	Prbg.g_00224
OG0000477	Prbb.g_00510	Prbg.g_00225
OG0000478	Prbb.g_00511	Prbg.g_00226
OG0000479	Prbb.g_00512	Prbg.g_00227
OG0000480	Prbb.g_00514	Prbg.g_00229
OG0000481	Prbb.g_00516	Prbg.g_00231
OG0000482	Prbb.g_00517	Prbg.g_00232
OG0000483	Prbb.g_00519	Prbg.g_00234
OG0000484	Prbb.g_00520	Prbg.g_00235
OG0000485	Prbb.g_00521	Prbg.g_00236
OG0000486	Prbb.g_00523	Prbg.g_00237
OG0000487	Prbb.g_00527	Prbg.g_00241
OG0000488	Prbb.g_00528	Prbg.g_00242
OG0000489	Prbb.g_00529	Prbg.g_00243
OG0000490	Prbb.g_00530	Prbg.g_00244
OG0000491	Prbb.g_00531	Prbg.g_00245
OG0000492	Prbb.g_00532	Prbg.g_00246
OG0000493	Prbb.g_00533	Prbg.g_00247
OG0000494	Prbb.g_00534	Prbg.g_00248
OG0000495	Prbb.g_00537	Prbg.g_00251
OG0000496	Prbb.g_00538	Prbg.g_00252
OG0000497	Prbb.g_00539	Prbg.g_00253
OG0000498	Prbb.g_00540	Prbg.g_00254
OG0000499	Prbb.g_00541	Prbg.g_00255
OG0000500	Prbb.g_00543	Prbg.g_00257
OG0000501	Prbb.g_00544	Prbg.g_00258
OG0000502	Prbb.g_00545	Prbg.g_00259
OG0000503	Prbb.g_00547	Prbg.g_00261
OG0000504	Prbb.g_00548	Prbg.g_00262
OG0000505	Prbb.g_00550	Prbg.g_00264
OG0000506	Prbb.g_00551	Prbg.g_00265
OG0000507	Prbb.g_00552	Prbg.g_00266
OG0000508	Prbb.g_00553	Prbg.g_00267
OG0000509	Prbb.g_00554	Prbg.g_00268
OG0000510	Prbb.g_00555	Prbg.g_00269
OG0000511	Prbb.g_00557	Prbg.g_00271
OG0000512	Prbb.g_00558	Prbg.g_00272
OG0000513	Prbb.g_00559	Prbg.g_00273
OG0000514	Prbb.g_00560	Prbg.g_00274
OG0000515	Prbb.g_00561	Prbg.g_00275
OG0000516	Prbb.g_00562	Prbg.g_00276
OG0000517	Prbb.g_00564	Prbg.g_00277
OG0000518	Prbb.g_00565	Prbg.g_00278
OG0000519	Prbb.g_00566	Prbg.g_00280
OG0000520	Prbb.g_00567	Prbg.g_00282
OG0000521	Prbb.g_00568	Prbg.g_00283
OG0000522	Prbb.g_00569	Prbg.g_00284
