Orthogroup	Prbb	Pram
OG0000204	Prbb.g_00125	Pram.g_00055
OG0000205	Prbb.g_00128	Pram.g_00058
OG0000206	Prbb.g_00130	Pram.g_00060
OG0000207	Prbb.g_00132	Pram.g_00062
OG0000208	Prbb.g_00133	Pram.g_00063
OG0000209	Prbb.g_00134	Pram.g_01536
OG0000210	Prbb.g_00135	Pram.g_00064
OG0000211	Prbb.g_00136	Pram.g_00065
OG0000212	Prbb.g_00137	Pram.g_00066
OG0000213	Prbb.g_00138	Pram.g_00067
OG0000214	Prbb.g_00139	Pram.g_00068
OG0000215	Prbb.g_00140	Pram.g_00069
OG0000216	Prbb.g_00141	Pram.g_00070
OG0000217	Prbb.g_00143	Pram.g_00072
OG0000218	Prbb.g_00144	Pram.g_00073
OG0000219	Prbb.g_00145	Pram.g_00074
OG0000220	Prbb.g_00146	Pram.g_00075
OG0000221	Prbb.g_00149	Pram.g_00078
OG0000222	Prbb.g_00150	Pram.g_00079
OG0000223	Prbb.g_00151	Pram.g_00080
OG0000224	Prbb.g_00152	Pram.g_00081
OG0000225	Prbb.g_00153	Pram.g_00082
OG0000226	Prbb.g_00154	Pram.g_00083
OG0000227	Prbb.g_00156	Pram.g_00085
OG0000228	Prbb.g_00157	Pram.g_00086
OG0000229	Prbb.g_00158	Pram.g_00087
OG0000230	Prbb.g_00159	Pram.g_00088
OG0000231	Prbb.g_00160	Pram.g_00089
OG0000232	Prbb.g_00161	Pram.g_00090
OG0000233	Prbb.g_00162	Pram.g_00091
OG0000234	Prbb.g_00163	Pram.g_00092
OG0000235	Prbb.g_00164	Pram.g_00093
OG0000236	Prbb.g_00167	Pram.g_00096
OG0000237	Prbb.g_00168	Pram.g_00097
OG0000238	Prbb.g_00169	Pram.g_00098
OG0000239	Prbb.g_00171	Pram.g_00100
OG0000240	Prbb.g_00173	Pram.g_00101
OG0000241	Prbb.g_00174	Pram.g_00102
OG0000242	Prbb.g_00175	Pram.g_00103
OG0000243	Prbb.g_00177	Pram.g_00106
OG0000244	Prbb.g_00180	Pram.g_00109
OG0000245	Prbb.g_00181	Pram.g_00110
OG0000246	Prbb.g_00182	Pram.g_00111
OG0000247	Prbb.g_00185	Pram.g_00113
OG0000248	Prbb.g_00187	Pram.g_00115
OG0000249	Prbb.g_00189	Pram.g_00117
OG0000250	Prbb.g_00190	Pram.g_00118
OG0000251	Prbb.g_00191	Pram.g_00119
OG0000252	Prbb.g_00192	Pram.g_00120
OG0000253	Prbb.g_00193	Pram.g_00121
OG0000254	Prbb.g_01101	Pram.g_01001
OG0000255	Prbb.g_00194	Pram.g_00123
OG0000256	Prbb.g_00197	Pram.g_00126
OG0000257	Prbb.g_00200	Pram.g_00128
OG0000258	Prbb.g_00202	Pram.g_00130
OG0000259	Prbb.g_00203	Pram.g_00131
OG0000260	Prbb.g_00204	Pram.g_00132
OG0000261	Prbb.g_00205	Pram.g_00133
OG0000262	Prbb.g_00206	Pram.g_00134
OG0000263	Prbb.g_00208	Pram.g_00136
OG0000264	Prbb.g_00209	Pram.g_00137
OG0000265	Prbb.g_00210	Pram.g_00138
OG0000266	Prbb.g_00211	Pram.g_00139
OG0000267	Prbb.g_00212	Pram.g_00140
OG0000268	Prbb.g_00213	Pram.g_00141
OG0000269	Prbb.g_00215	Pram.g_00143
OG0000270	Prbb.g_00216	Pram.g_00144
OG0000271	Prbb.g_00217	Pram.g_00145
OG0000272	Prbb.g_00218	Pram.g_00146
OG0000273	Prbb.g_00219	Pram.g_00147
OG0000274	Prbb.g_00220	Pram.g_00148
OG0000275	Prbb.g_00221	Pram.g_00149
OG0000276	Prbb.g_00222	Pram.g_00150
OG0000277	Prbb.g_00224	Pram.g_00152
OG0000278	Prbb.g_00225	Pram.g_00153
OG0000279	Prbb.g_00226	Pram.g_00154
OG0000280	Prbb.g_00228	Pram.g_00156
OG0000281	Prbb.g_00229	Pram.g_00157
OG0000282	Prbb.g_00230	Pram.g_00158
OG0000283	Prbb.g_00231	Pram.g_00159
OG0000284	Prbb.g_00232	Pram.g_00160
OG0000285	Prbb.g_00233	Pram.g_00161
OG0000286	Prbb.g_00234	Pram.g_00162
OG0000287	Prbb.g_00235	Pram.g_00163
OG0000288	Prbb.g_00237	Pram.g_00165
OG0000289	Prbb.g_00238	Pram.g_00166
OG0000290	Prbb.g_00239	Pram.g_00167
OG0000291	Prbb.g_00241	Pram.g_00169
OG0000292	Prbb.g_00243	Pram.g_00171
OG0000293	Prbb.g_00244	Pram.g_00172
OG0000294	Prbb.g_00245	Pram.g_00173
OG0000295	Prbb.g_00246	Pram.g_00174
OG0000296	Prbb.g_00247	Pram.g_00175
OG0000297	Prbb.g_00248	Pram.g_00176
OG0000298	Prbb.g_00250	Pram.g_00178
OG0000299	Prbb.g_00251	Pram.g_00179
OG0000300	Prbb.g_00252	Pram.g_00180
OG0000301	Prbb.g_00253	Pram.g_00181
OG0000302	Prbb.g_00254	Pram.g_00182
OG0000303	Prbb.g_00255	Pram.g_00183
OG0000304	Prbb.g_00257	Pram.g_00185
OG0000305	Prbb.g_00258	Pram.g_00186
OG0000306	Prbb.g_00260	Pram.g_00189
OG0000307	Prbb.g_00261	Pram.g_00190
OG0000308	Prbb.g_00262	Pram.g_00191
OG0000309	Prbb.g_00263	Pram.g_00192
OG0000310	Prbb.g_00264	Pram.g_00193
OG0000311	Prbb.g_00265	Pram.g_00194
OG0000312	Prbb.g_00266	Pram.g_00195
OG0000313	Prbb.g_00267	Pram.g_00196
OG0000314	Prbb.g_00268	Pram.g_00197
OG0000315	Prbb.g_00269	Pram.g_00198
OG0000316	Prbb.g_00270	Pram.g_00199
OG0000317	Prbb.g_00271	Pram.g_00200
OG0000318	Prbb.g_00272	Pram.g_00201
OG0000319	Prbb.g_00273	Pram.g_00202
OG0000320	Prbb.g_00274	Pram.g_00203
OG0000321	Prbb.g_00275	Pram.g_00204
OG0000322	Prbb.g_00276	Pram.g_00205
OG0000323	Prbb.g_00277	Pram.g_00206
OG0000324	Prbb.g_00278	Pram.g_00207
OG0000325	Prbb.g_00279	Pram.g_00208
OG0000326	Prbb.g_00280	Pram.g_00209
OG0000327	Prbb.g_00281	Pram.g_00210
OG0000328	Prbb.g_00282	Pram.g_00212
OG0000329	Prbb.g_00283	Pram.g_00213
OG0000330	Prbb.g_00284	Pram.g_00214
OG0000331	Prbb.g_00285	Pram.g_00216
OG0000332	Prbb.g_00286	Pram.g_00217
OG0000333	Prbb.g_00287	Pram.g_00218
OG0000334	Prbb.g_00288	Pram.g_00219
OG0000335	Prbb.g_00290	Pram.g_00220
OG0000336	Prbb.g_00292	Pram.g_00222
OG0000337	Prbb.g_00293	Pram.g_00223
OG0000338	Prbb.g_00298	Pram.g_00228
OG0000339	Prbb.g_00300	Pram.g_00230
OG0000340	Prbb.g_00302	Pram.g_00232
OG0000341	Prbb.g_00303	Pram.g_00233
OG0000342	Prbb.g_00304	Pram.g_00234
OG0000343	Prbb.g_00305	Pram.g_00235
OG0000344	Prbb.g_00306	Pram.g_00238
OG0000345	Prbb.g_00309	Pram.g_00242
OG0000346	Prbb.g_00310	Pram.g_00243
OG0000347	Prbb.g_00313	Pram.g_00246
OG0000348	Prbb.g_00314	Pram.g_00247
OG0000349	Prbb.g_00315	Pram.g_00248
OG0000350	Prbb.g_00316	Pram.g_00250
OG0000351	Prbb.g_00317	Pram.g_00251
OG0000352	Prbb.g_00318	Pram.g_00252
OG0000353	Prbb.g_00319	Pram.g_00253
OG0000354	Prbb.g_00320	Pram.g_00254
OG0000355	Prbb.g_00321	Pram.g_00255
OG0000356	Prbb.g_00322	Pram.g_00256
OG0000357	Prbb.g_00323	Pram.g_00257
OG0000358	Prbb.g_00324	Pram.g_00258
OG0000359	Prbb.g_00326	Pram.g_00260
OG0000360	Prbb.g_00328	Pram.g_00263
OG0000361	Prbb.g_00329	Pram.g_00264
OG0000362	Prbb.g_00330	Pram.g_00265
OG0000363	Prbb.g_00331	Pram.g_00266
OG0000364	Prbb.g_00334	Pram.g_00270
OG0000365	Prbb.g_00335	Pram.g_00271
OG0000366	Prbb.g_00337	Pram.g_00274
OG0000367	Prbb.g_00338	Pram.g_00275
OG0000368	Prbb.g_00339	Pram.g_00276
OG0000369	Prbb.g_00340	Pram.g_00277
OG0000370	Prbb.g_00341	Pram.g_00278
OG0000371	Prbb.g_00342	Pram.g_00280
OG0000372	Prbb.g_00343	Pram.g_00281
OG0000373	Prbb.g_00344	Pram.g_00282
OG0000374	Prbb.g_00345	Pram.g_00283
OG0000375	Prbb.g_00346	Pram.g_00284
OG0000376	Prbb.g_00349	Pram.g_00287
OG0000377	Prbb.g_00350	Pram.g_00288
OG0000378	Prbb.g_00351	Pram.g_00289
OG0000379	Prbb.g_00352	Pram.g_00290
OG0000380	Prbb.g_00353	Pram.g_00291
OG0000381	Prbb.g_00354	Pram.g_00292
OG0000382	Prbb.g_00355	Pram.g_00293
OG0000383	Prbb.g_00356	Pram.g_00294
OG0000384	Prbb.g_00359	Pram.g_00296
OG0000385	Prbb.g_00360	Pram.g_00297
OG0000386	Prbb.g_00361	Pram.g_00298
OG0000387	Prbb.g_00362	Pram.g_00299
OG0000388	Prbb.g_00363	Pram.g_00300
OG0000389	Prbb.g_00364	Pram.g_00301
OG0000390	Prbb.g_00365	Pram.g_00302
OG0000391	Prbb.g_00366	Pram.g_00303
OG0000392	Prbb.g_00367	Pram.g_00304
OG0000393	Prbb.g_00368	Pram.g_00305
OG0000394	Prbb.g_00369	Pram.g_00306
OG0000395	Prbb.g_00370	Pram.g_00307
OG0000396	Prbb.g_00372	Pram.g_00309
OG0000397	Prbb.g_00374	Pram.g_00311
OG0000398	Prbb.g_00375	Pram.g_00312
OG0000399	Prbb.g_00378	Pram.g_00315
OG0000400	Prbb.g_00384	Pram.g_00321
OG0000401	Prbb.g_00739	Pram.g_00322
OG0000402	Prbb.g_00394	Pram.g_00328
OG0000403	Prbb.g_00396	Pram.g_00330
OG0000404	Prbb.g_00397	Pram.g_00331
OG0000405	Prbb.g_00398	Pram.g_00332
OG0000406	Prbb.g_00401	Pram.g_00336
OG0000407	Prbb.g_00402	Pram.g_00337
OG0000408	Prbb.g_00404	Pram.g_00340
OG0000409	Prbb.g_00405	Pram.g_00341
OG0000410	Prbb.g_00406	Pram.g_00342
OG0000411	Prbb.g_00407	Pram.g_00343
OG0000412	Prbb.g_00408	Pram.g_00344
OG0000413	Prbb.g_00409	Pram.g_00345
OG0000414	Prbb.g_00410	Pram.g_00346
OG0000415	Prbb.g_00411	Pram.g_00347
OG0000416	Prbb.g_00415	Pram.g_00351
OG0000417	Prbb.g_00416	Pram.g_00352
OG0000418	Prbb.g_00418	Pram.g_00354
OG0000419	Prbb.g_00419	Pram.g_00355
OG0000420	Prbb.g_00836	Pram.g_00864
OG0000421	Prbb.g_01094	Pram.g_01184
OG0000422	Prbb.g_01124	Pram.g_01537
OG0000423	Prbb.g_01288	Pram.g_01177
OG0000424	Prbb.g_01923	Pram.g_01696
OG0000425	Prbb.g_00436	Pram.g_00366
OG0000426	Prbb.g_00437	Pram.g_00367
OG0000427	Prbb.g_00438	Pram.g_00368
OG0000428	Prbb.g_00440	Pram.g_00370
OG0000429	Prbb.g_00441	Pram.g_00371
OG0000430	Prbb.g_00443	Pram.g_00373
OG0000431	Prbb.g_00444	Pram.g_00374
OG0000432	Prbb.g_00445	Pram.g_00375
OG0000433	Prbb.g_00446	Pram.g_00376
OG0000434	Prbb.g_00447	Pram.g_00377
OG0000435	Prbb.g_00448	Pram.g_00378
OG0000436	Prbb.g_00449	Pram.g_00379
OG0000437	Prbb.g_00450	Pram.g_00380
OG0000438	Prbb.g_00451	Pram.g_00381
OG0000439	Prbb.g_00452	Pram.g_00382
OG0000440	Prbb.g_00453	Pram.g_00383
OG0000441	Prbb.g_00454	Pram.g_00384
OG0000442	Prbb.g_00455	Pram.g_00385
OG0000443	Prbb.g_00456	Pram.g_00386
OG0000444	Prbb.g_00457	Pram.g_00387
OG0000445	Prbb.g_00458	Pram.g_00393
OG0000446	Prbb.g_00460	Pram.g_00395
OG0000447	Prbb.g_00461	Pram.g_00396
OG0000448	Prbb.g_00462	Pram.g_00397
OG0000449	Prbb.g_00468	Pram.g_00400
OG0000450	Prbb.g_00469	Pram.g_00401
OG0000451	Prbb.g_00470	Pram.g_00402
OG0000452	Prbb.g_00472	Pram.g_00404
OG0000453	Prbb.g_00473	Pram.g_00406
OG0000454	Prbb.g_00475	Pram.g_00407
OG0000455	Prbb.g_00476	Pram.g_00409
OG0000456	Prbb.g_00480	Pram.g_00413
OG0000457	Prbb.g_00482	Pram.g_00414
OG0000458	Prbb.g_00483	Pram.g_00415
OG0000459	Prbb.g_00486	Pram.g_00417
OG0000460	Prbb.g_00488	Pram.g_00419
OG0000461	Prbb.g_00489	Pram.g_00420
OG0000462	Prbb.g_00490	Pram.g_00421
OG0000463	Prbb.g_00491	Pram.g_00423
OG0000464	Prbb.g_00492	Pram.g_00424
OG0000465	Prbb.g_00493	Pram.g_00425
OG0000466	Prbb.g_00494	Pram.g_00426
OG0000467	Prbb.g_00495	Pram.g_00427
OG0000468	Prbb.g_00496	Pram.g_00428
OG0000469	Prbb.g_00497	Pram.g_00429
OG0000470	Prbb.g_00498	Pram.g_00430
OG0000471	Prbb.g_00499	Pram.g_00431
OG0000472	Prbb.g_00504	Pram.g_00438
OG0000473	Prbb.g_00505	Pram.g_00439
OG0000474	Prbb.g_00506	Pram.g_00440
OG0000475	Prbb.g_00507	Pram.g_00441
OG0000476	Prbb.g_00509	Pram.g_00442
OG0000477	Prbb.g_00510	Pram.g_00443
OG0000478	Prbb.g_00511	Pram.g_00444
OG0000479	Prbb.g_00512	Pram.g_00445
OG0000480	Prbb.g_00514	Pram.g_00447
OG0000481	Prbb.g_00516	Pram.g_00449
OG0000482	Prbb.g_00517	Pram.g_00450
OG0000483	Prbb.g_00519	Pram.g_00452
OG0000484	Prbb.g_00520	Pram.g_00453
OG0000485	Prbb.g_00521	Pram.g_00454
OG0000486	Prbb.g_00523	Pram.g_00456
OG0000487	Prbb.g_00527	Pram.g_00461
OG0000488	Prbb.g_00528	Pram.g_00462
OG0000489	Prbb.g_00529	Pram.g_00463
OG0000490	Prbb.g_00530	Pram.g_00464
OG0000491	Prbb.g_00531	Pram.g_00465
OG0000492	Prbb.g_00532	Pram.g_00466
OG0000493	Prbb.g_00533	Pram.g_00468
OG0000494	Prbb.g_00534	Pram.g_00469
OG0000495	Prbb.g_00537	Pram.g_00472
OG0000496	Prbb.g_00538	Pram.g_00473
OG0000497	Prbb.g_00539	Pram.g_00474
OG0000498	Prbb.g_00540	Pram.g_00475
OG0000499	Prbb.g_00541	Pram.g_00476
OG0000500	Prbb.g_00543	Pram.g_00477
OG0000501	Prbb.g_00544	Pram.g_00478
OG0000502	Prbb.g_00545	Pram.g_00479
OG0000503	Prbb.g_00547	Pram.g_00481
OG0000504	Prbb.g_00548	Pram.g_00482
OG0000505	Prbb.g_00550	Pram.g_00483
OG0000506	Prbb.g_00551	Pram.g_00484
OG0000507	Prbb.g_00552	Pram.g_00485
OG0000508	Prbb.g_00553	Pram.g_00486
OG0000509	Prbb.g_00554	Pram.g_00487
OG0000510	Prbb.g_00555	Pram.g_00488
OG0000511	Prbb.g_00557	Pram.g_00490
OG0000512	Prbb.g_00558	Pram.g_00491
OG0000513	Prbb.g_00559	Pram.g_00492
OG0000514	Prbb.g_00560	Pram.g_00493
OG0000515	Prbb.g_00561	Pram.g_00494
OG0000516	Prbb.g_00562	Pram.g_00495
OG0000517	Prbb.g_00564	Pram.g_00497
OG0000518	Prbb.g_00565	Pram.g_00498
OG0000519	Prbb.g_00566	Pram.g_00500
OG0000520	Prbb.g_00567	Pram.g_00502
OG0000521	Prbb.g_00568	Pram.g_00503
OG0000522	Prbb.g_00569	Pram.g_00504
OG0000523	Prbb.g_00570	Pram.g_00505
OG0000524	Prbb.g_00571	Pram.g_00506
OG0000525	Prbb.g_00572	Pram.g_00507
OG0000526	Prbb.g_00573	Pram.g_00508
OG0000527	Prbb.g_00574	Pram.g_00509
OG0000528	Prbb.g_00575	Pram.g_00510
OG0000529	Prbb.g_00576	Pram.g_00511
OG0000530	Prbb.g_00577	Pram.g_00512
OG0000531	Prbb.g_00578	Pram.g_00513
OG0000532	Prbb.g_00579	Pram.g_00514
OG0000533	Prbb.g_00580	Pram.g_00516
OG0000534	Prbb.g_00581	Pram.g_00517
OG0000535	Prbb.g_00582	Pram.g_00518
OG0000536	Prbb.g_00583	Pram.g_00519
OG0000537	Prbb.g_00584	Pram.g_00520
OG0000538	Prbb.g_00585	Pram.g_00521
OG0000539	Prbb.g_00587	Pram.g_00523
OG0000540	Prbb.g_00588	Pram.g_00524
OG0000541	Prbb.g_00589	Pram.g_00525
