Orthogroup	Prbb	Prap
OG0000180	Prbb.g_00026	Prap.g_00930
OG0000181	Prbb.g_00027	Prap.g_00929
OG0000182	Prbb.g_00028	Prap.g_00928
OG0000183	Prbb.g_00029	Prap.g_00927
OG0000184	Prbb.g_00030	Prap.g_00925
OG0000185	Prbb.g_00033	Prap.g_00922
OG0000186	Prbb.g_00035	Prap.g_00919
OG0000187	Prbb.g_00036	Prap.g_00918
OG0000188	Prbb.g_00037	Prap.g_00917
OG0000189	Prbb.g_00055	Prap.g_00915
OG0000190	Prbb.g_00057	Prap.g_00913
OG0000191	Prbb.g_00058	Prap.g_00911
OG0000192	Prbb.g_00059	Prap.g_00910
OG0000193	Prbb.g_00060	Prap.g_00909
OG0000194	Prbb.g_00061	Prap.g_00906
OG0000195	Prbb.g_00062	Prap.g_00905
OG0000196	Prbb.g_00063	Prap.g_00904
OG0000197	Prbb.g_00065	Prap.g_00902
OG0000198	Prbb.g_00066	Prap.g_00901
OG0000199	Prbb.g_00067	Prap.g_00899
OG0000200	Prbb.g_00119	Prap.g_00887
OG0000201	Prbb.g_00120	Prap.g_00886
OG0000202	Prbb.g_00121	Prap.g_00885
OG0000203	Prbb.g_00124	Prap.g_00881
OG0000204	Prbb.g_00125	Prap.g_00880
OG0000205	Prbb.g_00128	Prap.g_00877
OG0000206	Prbb.g_00130	Prap.g_00875
OG0000207	Prbb.g_00132	Prap.g_01100
OG0000208	Prbb.g_00133	Prap.g_01099
OG0000209	Prbb.g_00134	Prap.g_00025
OG0000210	Prbb.g_00135	Prap.g_01098
OG0000211	Prbb.g_00136	Prap.g_01097
OG0000212	Prbb.g_00137	Prap.g_01096
OG0000213	Prbb.g_00138	Prap.g_01095
OG0000214	Prbb.g_00139	Prap.g_01094
OG0000215	Prbb.g_00140	Prap.g_01093
OG0000216	Prbb.g_00141	Prap.g_01092
OG0000217	Prbb.g_00143	Prap.g_01090
OG0000218	Prbb.g_00144	Prap.g_01089
OG0000219	Prbb.g_00145	Prap.g_01088
OG0000220	Prbb.g_00146	Prap.g_01087
OG0000221	Prbb.g_00149	Prap.g_01084
OG0000222	Prbb.g_00150	Prap.g_01083
OG0000223	Prbb.g_00151	Prap.g_01082
OG0000224	Prbb.g_00152	Prap.g_01080
OG0000225	Prbb.g_00153	Prap.g_01079
OG0000226	Prbb.g_00154	Prap.g_01078
OG0000227	Prbb.g_00156	Prap.g_01076
OG0000228	Prbb.g_00157	Prap.g_01075
OG0000229	Prbb.g_00158	Prap.g_01074
OG0000230	Prbb.g_00159	Prap.g_01073
OG0000231	Prbb.g_00160	Prap.g_01072
OG0000232	Prbb.g_00161	Prap.g_01071
OG0000233	Prbb.g_00162	Prap.g_01069
OG0000234	Prbb.g_00163	Prap.g_01068
OG0000235	Prbb.g_00164	Prap.g_01067
OG0000236	Prbb.g_00167	Prap.g_01064
OG0000237	Prbb.g_00168	Prap.g_01063
OG0000238	Prbb.g_00169	Prap.g_01062
OG0000239	Prbb.g_00171	Prap.g_01060
OG0000240	Prbb.g_00173	Prap.g_01059
OG0000241	Prbb.g_00174	Prap.g_01058
OG0000242	Prbb.g_00175	Prap.g_01057
OG0000243	Prbb.g_00177	Prap.g_01054
OG0000244	Prbb.g_00180	Prap.g_01051
OG0000245	Prbb.g_00181	Prap.g_01050
OG0000246	Prbb.g_00182	Prap.g_01049
OG0000247	Prbb.g_00185	Prap.g_01047
OG0000248	Prbb.g_00187	Prap.g_01045
OG0000249	Prbb.g_00189	Prap.g_01043
OG0000250	Prbb.g_00190	Prap.g_01042
OG0000251	Prbb.g_00191	Prap.g_01041
OG0000252	Prbb.g_00192	Prap.g_01040
OG0000253	Prbb.g_00193	Prap.g_01039
OG0000254	Prbb.g_01101	Prap.g_00319
OG0000255	Prbb.g_00194	Prap.g_01037
OG0000256	Prbb.g_00197	Prap.g_01034
OG0000257	Prbb.g_00200	Prap.g_01032
OG0000258	Prbb.g_00202	Prap.g_01026
OG0000259	Prbb.g_00203	Prap.g_01025
OG0000260	Prbb.g_00204	Prap.g_01024
OG0000261	Prbb.g_00205	Prap.g_01023
OG0000262	Prbb.g_00206	Prap.g_01022
OG0000263	Prbb.g_00208	Prap.g_01020
OG0000264	Prbb.g_00209	Prap.g_01019
OG0000265	Prbb.g_00210	Prap.g_01018
OG0000266	Prbb.g_00211	Prap.g_01017
OG0000267	Prbb.g_00212	Prap.g_01016
OG0000268	Prbb.g_00213	Prap.g_01014
OG0000269	Prbb.g_00215	Prap.g_01012
OG0000270	Prbb.g_00216	Prap.g_01011
OG0000271	Prbb.g_00217	Prap.g_01010
OG0000272	Prbb.g_00218	Prap.g_01009
OG0000273	Prbb.g_00219	Prap.g_01008
OG0000274	Prbb.g_00220	Prap.g_01007
OG0000275	Prbb.g_00221	Prap.g_01006
OG0000276	Prbb.g_00222	Prap.g_01005
OG0000277	Prbb.g_00224	Prap.g_01003
OG0000278	Prbb.g_00225	Prap.g_01002
OG0000279	Prbb.g_00226	Prap.g_01001
OG0000280	Prbb.g_00228	Prap.g_00999
OG0000281	Prbb.g_00229	Prap.g_00997
OG0000282	Prbb.g_00230	Prap.g_00996
OG0000283	Prbb.g_00231	Prap.g_00995
OG0000284	Prbb.g_00232	Prap.g_00994
OG0000285	Prbb.g_00233	Prap.g_00993
OG0000286	Prbb.g_00234	Prap.g_00992
OG0000287	Prbb.g_00235	Prap.g_00991
OG0000288	Prbb.g_00237	Prap.g_00989
OG0000289	Prbb.g_00238	Prap.g_00988
OG0000290	Prbb.g_00239	Prap.g_00987
OG0000291	Prbb.g_00241	Prap.g_00985
OG0000292	Prbb.g_00243	Prap.g_00983
OG0000293	Prbb.g_00244	Prap.g_00982
OG0000294	Prbb.g_00245	Prap.g_00981
OG0000295	Prbb.g_00246	Prap.g_00980
OG0000296	Prbb.g_00247	Prap.g_00979
OG0000297	Prbb.g_00248	Prap.g_00978
OG0000298	Prbb.g_00250	Prap.g_00976
OG0000299	Prbb.g_00251	Prap.g_00975
OG0000300	Prbb.g_00252	Prap.g_00974
OG0000301	Prbb.g_00253	Prap.g_00973
OG0000302	Prbb.g_00254	Prap.g_00972
OG0000303	Prbb.g_00255	Prap.g_00971
OG0000304	Prbb.g_00257	Prap.g_00969
OG0000305	Prbb.g_00258	Prap.g_00968
OG0000306	Prbb.g_00260	Prap.g_00965
OG0000307	Prbb.g_00261	Prap.g_00964
OG0000308	Prbb.g_00262	Prap.g_00963
OG0000309	Prbb.g_00263	Prap.g_00962
OG0000310	Prbb.g_00264	Prap.g_00961
OG0000311	Prbb.g_00265	Prap.g_00959
OG0000312	Prbb.g_00266	Prap.g_00958
OG0000313	Prbb.g_00267	Prap.g_00957
OG0000314	Prbb.g_00268	Prap.g_00956
OG0000315	Prbb.g_00269	Prap.g_00955
OG0000316	Prbb.g_00270	Prap.g_00954
OG0000317	Prbb.g_00271	Prap.g_00953
OG0000318	Prbb.g_00272	Prap.g_00952
OG0000319	Prbb.g_00273	Prap.g_00951
OG0000320	Prbb.g_00274	Prap.g_00950
OG0000321	Prbb.g_00275	Prap.g_00949
OG0000322	Prbb.g_00276	Prap.g_00948
OG0000323	Prbb.g_00277	Prap.g_00947
OG0000324	Prbb.g_00278	Prap.g_00946
OG0000325	Prbb.g_00279	Prap.g_00945
OG0000326	Prbb.g_00280	Prap.g_00944
OG0000327	Prbb.g_00281	Prap.g_00943
OG0000328	Prbb.g_00282	Prap.g_01487
OG0000329	Prbb.g_00283	Prap.g_01486
OG0000330	Prbb.g_00284	Prap.g_01485
OG0000331	Prbb.g_00285	Prap.g_01483
OG0000332	Prbb.g_00286	Prap.g_01482
OG0000333	Prbb.g_00287	Prap.g_01481
OG0000334	Prbb.g_00288	Prap.g_01480
OG0000335	Prbb.g_00290	Prap.g_01479
OG0000336	Prbb.g_00292	Prap.g_01477
OG0000337	Prbb.g_00293	Prap.g_01476
OG0000338	Prbb.g_00298	Prap.g_01471
OG0000339	Prbb.g_00300	Prap.g_01469
OG0000340	Prbb.g_00302	Prap.g_01467
OG0000341	Prbb.g_00303	Prap.g_01466
OG0000342	Prbb.g_00304	Prap.g_01465
OG0000343	Prbb.g_00305	Prap.g_01464
OG0000344	Prbb.g_00306	Prap.g_01461
OG0000345	Prbb.g_00309	Prap.g_01457
OG0000346	Prbb.g_00310	Prap.g_01456
OG0000347	Prbb.g_00313	Prap.g_01453
OG0000348	Prbb.g_00314	Prap.g_01452
OG0000349	Prbb.g_00315	Prap.g_01451
OG0000350	Prbb.g_00316	Prap.g_01449
OG0000351	Prbb.g_00317	Prap.g_01448
OG0000352	Prbb.g_00318	Prap.g_01447
OG0000353	Prbb.g_00319	Prap.g_01446
OG0000354	Prbb.g_00320	Prap.g_01444
OG0000355	Prbb.g_00321	Prap.g_01443
OG0000356	Prbb.g_00322	Prap.g_01442
OG0000357	Prbb.g_00323	Prap.g_01441
OG0000358	Prbb.g_00324	Prap.g_01440
OG0000359	Prbb.g_00326	Prap.g_01438
OG0000360	Prbb.g_00328	Prap.g_01435
OG0000361	Prbb.g_00329	Prap.g_01434
OG0000362	Prbb.g_00330	Prap.g_01433
OG0000363	Prbb.g_00331	Prap.g_01432
OG0000364	Prbb.g_00334	Prap.g_01428
OG0000365	Prbb.g_00335	Prap.g_01427
OG0000366	Prbb.g_00337	Prap.g_01424
OG0000367	Prbb.g_00338	Prap.g_01423
OG0000368	Prbb.g_00339	Prap.g_01422
OG0000369	Prbb.g_00340	Prap.g_01421
OG0000370	Prbb.g_00341	Prap.g_01420
OG0000371	Prbb.g_00342	Prap.g_01418
OG0000372	Prbb.g_00343	Prap.g_01417
OG0000373	Prbb.g_00344	Prap.g_01416
OG0000374	Prbb.g_00345	Prap.g_01415
OG0000375	Prbb.g_00346	Prap.g_01414
OG0000376	Prbb.g_00349	Prap.g_01411
OG0000377	Prbb.g_00350	Prap.g_01410
OG0000378	Prbb.g_00351	Prap.g_01409
OG0000379	Prbb.g_00352	Prap.g_01408
OG0000380	Prbb.g_00353	Prap.g_01407
OG0000381	Prbb.g_00354	Prap.g_01406
OG0000382	Prbb.g_00355	Prap.g_01405
OG0000383	Prbb.g_00356	Prap.g_01404
OG0000384	Prbb.g_00359	Prap.g_01402
OG0000385	Prbb.g_00360	Prap.g_01401
OG0000386	Prbb.g_00361	Prap.g_01400
OG0000387	Prbb.g_00362	Prap.g_01399
OG0000388	Prbb.g_00363	Prap.g_01398
OG0000389	Prbb.g_00364	Prap.g_01397
OG0000390	Prbb.g_00365	Prap.g_01396
OG0000391	Prbb.g_00366	Prap.g_01395
OG0000392	Prbb.g_00367	Prap.g_01394
OG0000393	Prbb.g_00368	Prap.g_01393
OG0000394	Prbb.g_00369	Prap.g_01392
OG0000395	Prbb.g_00370	Prap.g_01391
OG0000396	Prbb.g_00372	Prap.g_01390
OG0000397	Prbb.g_00374	Prap.g_01388
OG0000398	Prbb.g_00375	Prap.g_01387
OG0000399	Prbb.g_00378	Prap.g_01385
OG0000400	Prbb.g_00384	Prap.g_01379
OG0000401	Prbb.g_00739	Prap.g_01378
OG0000402	Prbb.g_00394	Prap.g_01372
OG0000403	Prbb.g_00396	Prap.g_01370
OG0000404	Prbb.g_00397	Prap.g_01369
OG0000405	Prbb.g_00398	Prap.g_01368
OG0000406	Prbb.g_00401	Prap.g_01365
OG0000407	Prbb.g_00402	Prap.g_01364
OG0000408	Prbb.g_00404	Prap.g_01361
OG0000409	Prbb.g_00405	Prap.g_01360
OG0000410	Prbb.g_00406	Prap.g_01359
OG0000411	Prbb.g_00407	Prap.g_01358
OG0000412	Prbb.g_00408	Prap.g_01357
OG0000413	Prbb.g_00409	Prap.g_01356
OG0000414	Prbb.g_00410	Prap.g_01355
OG0000415	Prbb.g_00411	Prap.g_01354
OG0000416	Prbb.g_00415	Prap.g_01350
OG0000417	Prbb.g_00416	Prap.g_01349
OG0000418	Prbb.g_00418	Prap.g_01347
OG0000419	Prbb.g_00419	Prap.g_01346
OG0000420	Prbb.g_00836	Prap.g_00728
OG0000421	Prbb.g_01094	Prap.g_00500
OG0000422	Prbb.g_01124	Prap.g_01827
OG0000423	Prbb.g_01288	Prap.g_00495
OG0000424	Prbb.g_01923	Prap.g_01714
OG0000425	Prbb.g_00436	Prap.g_01335
OG0000426	Prbb.g_00437	Prap.g_01334
OG0000427	Prbb.g_00438	Prap.g_01333
OG0000428	Prbb.g_00440	Prap.g_01331
OG0000429	Prbb.g_00441	Prap.g_01330
OG0000430	Prbb.g_00443	Prap.g_01328
OG0000431	Prbb.g_00444	Prap.g_01327
OG0000432	Prbb.g_00445	Prap.g_01326
OG0000433	Prbb.g_00446	Prap.g_01325
OG0000434	Prbb.g_00447	Prap.g_01324
OG0000435	Prbb.g_00448	Prap.g_01323
OG0000436	Prbb.g_00449	Prap.g_01322
OG0000437	Prbb.g_00450	Prap.g_01321
OG0000438	Prbb.g_00451	Prap.g_01320
OG0000439	Prbb.g_00452	Prap.g_01319
OG0000440	Prbb.g_00453	Prap.g_01318
OG0000441	Prbb.g_00454	Prap.g_01317
OG0000442	Prbb.g_00455	Prap.g_01316
OG0000443	Prbb.g_00456	Prap.g_01315
OG0000444	Prbb.g_00457	Prap.g_01314
OG0000445	Prbb.g_00458	Prap.g_01310
OG0000446	Prbb.g_00460	Prap.g_01308
OG0000447	Prbb.g_00461	Prap.g_01307
OG0000448	Prbb.g_00462	Prap.g_01306
OG0000449	Prbb.g_00468	Prap.g_01302
OG0000450	Prbb.g_00469	Prap.g_01301
OG0000451	Prbb.g_00470	Prap.g_01300
OG0000452	Prbb.g_00472	Prap.g_01298
OG0000453	Prbb.g_00473	Prap.g_01297
OG0000454	Prbb.g_00475	Prap.g_01296
OG0000455	Prbb.g_00476	Prap.g_01294
OG0000456	Prbb.g_00480	Prap.g_01290
OG0000457	Prbb.g_00482	Prap.g_01289
OG0000458	Prbb.g_00483	Prap.g_01288
OG0000459	Prbb.g_00486	Prap.g_01286
OG0000460	Prbb.g_00488	Prap.g_01284
OG0000461	Prbb.g_00489	Prap.g_01283
OG0000462	Prbb.g_00490	Prap.g_01282
OG0000463	Prbb.g_00491	Prap.g_01280
OG0000464	Prbb.g_00492	Prap.g_01279
OG0000465	Prbb.g_00493	Prap.g_01278
OG0000466	Prbb.g_00494	Prap.g_01277
OG0000467	Prbb.g_00495	Prap.g_01276
OG0000468	Prbb.g_00496	Prap.g_01275
OG0000469	Prbb.g_00497	Prap.g_01274
OG0000470	Prbb.g_00498	Prap.g_01273
OG0000471	Prbb.g_00499	Prap.g_01272
OG0000472	Prbb.g_00504	Prap.g_01266
OG0000473	Prbb.g_00505	Prap.g_01265
OG0000474	Prbb.g_00506	Prap.g_01264
OG0000475	Prbb.g_00507	Prap.g_01263
OG0000476	Prbb.g_00509	Prap.g_01262
OG0000477	Prbb.g_00510	Prap.g_01261
OG0000478	Prbb.g_00511	Prap.g_01260
OG0000479	Prbb.g_00512	Prap.g_01259
OG0000480	Prbb.g_00514	Prap.g_01257
OG0000481	Prbb.g_00516	Prap.g_01255
OG0000482	Prbb.g_00517	Prap.g_01254
OG0000483	Prbb.g_00519	Prap.g_01252
OG0000484	Prbb.g_00520	Prap.g_01251
OG0000485	Prbb.g_00521	Prap.g_01250
OG0000486	Prbb.g_00523	Prap.g_01249
OG0000487	Prbb.g_00527	Prap.g_01245
OG0000488	Prbb.g_00528	Prap.g_01244
OG0000489	Prbb.g_00529	Prap.g_01243
OG0000490	Prbb.g_00530	Prap.g_01242
OG0000491	Prbb.g_00531	Prap.g_01241
OG0000492	Prbb.g_00532	Prap.g_01240
OG0000493	Prbb.g_00533	Prap.g_01239
OG0000494	Prbb.g_00534	Prap.g_01238
OG0000495	Prbb.g_00537	Prap.g_01235
OG0000496	Prbb.g_00538	Prap.g_01234
OG0000497	Prbb.g_00539	Prap.g_01233
OG0000498	Prbb.g_00540	Prap.g_01232
OG0000499	Prbb.g_00541	Prap.g_01231
OG0000500	Prbb.g_00543	Prap.g_01229
OG0000501	Prbb.g_00544	Prap.g_01228
OG0000502	Prbb.g_00545	Prap.g_01227
OG0000503	Prbb.g_00547	Prap.g_01225
OG0000504	Prbb.g_00548	Prap.g_01224
OG0000505	Prbb.g_00550	Prap.g_01223
OG0000506	Prbb.g_00551	Prap.g_01222
OG0000507	Prbb.g_00552	Prap.g_01221
OG0000508	Prbb.g_00553	Prap.g_01220
OG0000509	Prbb.g_00554	Prap.g_01219
OG0000510	Prbb.g_00555	Prap.g_01218
OG0000511	Prbb.g_00557	Prap.g_01216
OG0000512	Prbb.g_00558	Prap.g_01215
OG0000513	Prbb.g_00559	Prap.g_01214
OG0000514	Prbb.g_00560	Prap.g_01213
OG0000515	Prbb.g_00561	Prap.g_01212
OG0000516	Prbb.g_00562	Prap.g_01211
OG0000517	Prbb.g_00564	Prap.g_01210
OG0000518	Prbb.g_00565	Prap.g_01209
OG0000519	Prbb.g_00566	Prap.g_01207
OG0000520	Prbb.g_00567	Prap.g_01205
OG0000521	Prbb.g_00568	Prap.g_01204
OG0000522	Prbb.g_00569	Prap.g_01203
OG0000523	Prbb.g_00570	Prap.g_01202
OG0000524	Prbb.g_00571	Prap.g_01201
OG0000525	Prbb.g_00572	Prap.g_01200
OG0000526	Prbb.g_00573	Prap.g_01199
OG0000527	Prbb.g_00574	Prap.g_01198
OG0000528	Prbb.g_00575	Prap.g_01197
OG0000529	Prbb.g_00576	Prap.g_01196
OG0000530	Prbb.g_00577	Prap.g_01195
OG0000531	Prbb.g_00578	Prap.g_01194
OG0000532	Prbb.g_00579	Prap.g_01193
OG0000533	Prbb.g_00580	Prap.g_01191
OG0000534	Prbb.g_00581	Prap.g_01190
OG0000535	Prbb.g_00582	Prap.g_01189
OG0000536	Prbb.g_00583	Prap.g_01188
OG0000537	Prbb.g_00584	Prap.g_01187
OG0000538	Prbb.g_00585	Prap.g_01186
OG0000539	Prbb.g_00587	Prap.g_01182
OG0000540	Prbb.g_00588	Prap.g_01181
OG0000541	Prbb.g_00589	Prap.g_01180
OG0000542	Prbb.g_00591	Prap.g_01177
