Orthogroup	Prbb	Prbm
OG0000061	Prbb.g_00053	Prbm.g_00047
OG0000062	Prbb.g_00807	Prbm.g_00838
OG0000062	Prbb.g_01218	Prbm.g_01191
OG0000063	Prbb.g_00054	Prbm.g_00048
OG0000065	Prbb.g_00294	Prbm.g_00297
OG0000066	Prbb.g_00478	Prbm.g_00500
OG0000067	Prbb.g_01359, Prbb.g_00706	Prbm.g_00735
OG0000068	Prbb.g_01212	Prbm.g_01186
OG0000069	Prbb.g_01627	Prbm.g_01648
OG0000070	Prbb.g_01070	Prbm.g_01064
OG0000071	Prbb.g_01399	Prbm.g_01522
OG0000072	Prbb.g_01586	Prbm.g_00468, Prbm.g_01611
OG0000073	Prbb.g_01187	Prbm.g_01162
OG0000073	Prbb.g_01432	Prbm.g_01310
OG0000074	Prbb.g_00678	Prbm.g_00707
OG0000075	Prbb.g_02001	Prbm.g_02033
OG0000076	Prbb.g_01723	Prbm.g_01747
OG0000077	Prbb.g_00012	Prbm.g_00011
OG0000078	Prbb.g_00373	Prbm.g_00377
OG0000079	Prbb.g_01326	Prbm.g_01389
OG0000080	Prbb.g_00673	Prbm.g_00702
OG0000081	Prbb.g_00697, Prbb.g_00698	Prbm.g_00728
OG0000082	Prbb.g_00790	Prbm.g_00821
OG0000083	Prbb.g_00909	Prbm.g_00906
OG0000083	Prbb.g_01198	Prbm.g_01173
OG0000084	Prbb.g_00991	Prbm.g_00988
OG0000085	Prbb.g_01238	Prbm.g_01210
OG0000086	Prbb.g_01887	Prbm.g_01910
OG0000087	Prbb.g_01122	Prbm.g_00434, Prbm.g_01118
OG0000087	Prbb.g_01786	Prbm.g_01383
OG0000087	Prbb.g_01355	Prbm.g_01405
OG0000088	Prbb.g_01306	Prbm.g_01370
OG0000090	Prbb.g_00388	Prbm.g_00394
OG0000091	Prbb.g_01694	Prbm.g_01718
OG0000092	Prbb.g_01208	Prbm.g_01182
OG0000093	Prbb.g_01946	Prbm.g_01973
OG0000094	Prbb.g_01997	Prbm.g_02029
OG0000095	Prbb.g_02034	Prbm.g_02067
OG0000096	Prbb.g_02123	Prbm.g_02168
OG0000097	Prbb.g_02143	Prbm.g_02188
OG0000098	Prbb.g_00003	Prbm.g_00003
OG0000099	Prbb.g_00024	Prbm.g_00023
OG0000100	Prbb.g_01195	Prbm.g_00063, Prbm.g_01170
OG0000101	Prbb.g_00064	Prbm.g_00058
OG0000102	Prbb.g_00170	Prbm.g_00172
OG0000103	Prbb.g_00179	Prbm.g_00181
OG0000104	Prbb.g_00196	Prbm.g_00198
OG0000105	Prbb.g_00227	Prbm.g_00229
OG0000106	Prbb.g_00240	Prbm.g_00243
OG0000107	Prbb.g_00249	Prbm.g_00252
OG0000108	Prbb.g_00259	Prbm.g_00262
OG0000109	Prbb.g_00041, Prbb.g_00297	Prbm.g_00300
OG0000110	Prbb.g_00307	Prbm.g_00310
OG0000111	Prbb.g_00327	Prbm.g_00331
OG0000112	Prbb.g_00336	Prbm.g_00341
OG0000113	Prbb.g_00348	Prbm.g_00353
OG0000114	Prbb.g_00376	Prbm.g_00380
OG0000115	Prbb.g_00477	Prbm.g_00499
OG0000116	Prbb.g_00479	Prbm.g_00501
OG0000117	Prbb.g_00484, Prbb.g_00485	Prbm.g_00506
OG0000118	Prbb.g_00503	Prbm.g_00533
OG0000119	Prbb.g_00535	Prbm.g_00565
OG0000120	Prbb.g_00536	Prbm.g_00566
OG0000121	Prbb.g_00546	Prbm.g_00576
OG0000122	Prbb.g_00556	Prbm.g_00585
OG0000123	Prbb.g_00586	Prbm.g_00615
OG0000124	Prbb.g_00652	Prbm.g_00682
OG0000125	Prbb.g_00653	Prbm.g_00683
OG0000126	Prbb.g_00654	Prbm.g_00684
OG0000127	Prbb.g_00692	Prbm.g_00723
OG0000128	Prbb.g_00715	Prbm.g_00744
OG0000129	Prbb.g_00737	Prbm.g_00766
OG0000130	Prbb.g_00954	Prbm.g_00950
OG0000131	Prbb.g_00781	Prbm.g_00812
OG0000132	Prbb.g_00817	Prbm.g_00848
OG0000133	Prbb.g_00950	Prbm.g_00946
OG0000134	Prbb.g_00768	Prbm.g_00799
OG0000135	Prbb.g_00995	Prbm.g_00992
OG0000136	Prbb.g_01067	Prbm.g_01061
OG0000137	Prbb.g_01890	Prbm.g_01913
OG0000138	Prbb.g_01523	Prbm.g_01555
OG0000139	Prbb.g_01510	Prbm.g_01542
OG0000140	Prbb.g_01456	Prbm.g_01489
OG0000141	Prbb.g_01060	Prbm.g_01054
OG0000142	Prbb.g_01598	Prbm.g_01622
OG0000143	Prbb.g_01639	Prbm.g_01660
OG0000144	Prbb.g_01673	Prbm.g_01696
OG0000145	Prbb.g_01687	Prbm.g_01711
OG0000146	Prbb.g_01721	Prbm.g_01745
OG0000147	Prbb.g_01767	Prbm.g_01791
OG0000148	Prbb.g_01768	Prbm.g_01792
OG0000149	Prbb.g_01821	Prbm.g_01839
OG0000150	Prbb.g_01858	Prbm.g_01876
OG0000151	Prbb.g_01860	Prbm.g_01878
OG0000152	Prbb.g_01880	Prbm.g_01898
OG0000153	Prbb.g_01959	Prbm.g_01991
OG0000154	Prbb.g_01995	Prbm.g_02027
OG0000155	Prbb.g_02014	Prbm.g_02046
OG0000156	Prbb.g_02046	Prbm.g_02079
OG0000157	Prbb.g_02082	Prbm.g_02114
OG0000158	Prbb.g_02168	Prbm.g_02212
OG0000159	Prbb.g_00102	Prbm.g_00476
OG0000159	Prbb.g_01564	Prbm.g_01596
OG0000159	Prbb.g_00083	Prbm.g_00074
OG0000159	Prbb.g_00085	Prbm.g_00474, Prbm.g_01462, Prbm.g_00073, Prbm.g_01280
OG0000159	Prbb.g_02092	Prbm.g_02132, Prbm.g_00473
OG0000160	Prbb.g_00001	Prbm.g_00001
OG0000161	Prbb.g_00002	Prbm.g_00002
OG0000162	Prbb.g_00004	Prbm.g_00004
OG0000163	Prbb.g_00005	Prbm.g_00005
OG0000164	Prbb.g_00007	Prbm.g_00006
OG0000165	Prbb.g_00008	Prbm.g_00007
OG0000166	Prbb.g_00009	Prbm.g_00008
OG0000167	Prbb.g_00010	Prbm.g_00009
OG0000168	Prbb.g_00011	Prbm.g_00010
OG0000169	Prbb.g_00013	Prbm.g_00012
OG0000170	Prbb.g_00015	Prbm.g_00014
OG0000171	Prbb.g_00016	Prbm.g_00015
OG0000172	Prbb.g_00017	Prbm.g_00016
OG0000173	Prbb.g_00018	Prbm.g_00017
OG0000174	Prbb.g_00019	Prbm.g_00018
OG0000175	Prbb.g_00020	Prbm.g_00019
OG0000176	Prbb.g_00021	Prbm.g_00020
OG0000177	Prbb.g_00022	Prbm.g_00021
OG0000178	Prbb.g_00023	Prbm.g_00022
OG0000179	Prbb.g_00025	Prbm.g_00024
OG0000180	Prbb.g_00026	Prbm.g_00025
OG0000181	Prbb.g_00027	Prbm.g_00026
OG0000182	Prbb.g_00028	Prbm.g_00027
OG0000183	Prbb.g_00029	Prbm.g_00028
OG0000184	Prbb.g_00030	Prbm.g_00029
OG0000185	Prbb.g_00033	Prbm.g_00032
OG0000186	Prbb.g_00035	Prbm.g_00033
OG0000187	Prbb.g_00036	Prbm.g_00034
OG0000188	Prbb.g_00037	Prbm.g_00035
OG0000189	Prbb.g_00055	Prbm.g_00049
OG0000190	Prbb.g_00057	Prbm.g_00051
OG0000191	Prbb.g_00058	Prbm.g_00052
OG0000192	Prbb.g_00059	Prbm.g_00053
OG0000193	Prbb.g_00060	Prbm.g_00054
OG0000194	Prbb.g_00061	Prbm.g_00055
OG0000195	Prbb.g_00062	Prbm.g_00056
OG0000196	Prbb.g_00063	Prbm.g_00057
OG0000197	Prbb.g_00065	Prbm.g_00059
OG0000198	Prbb.g_00066	Prbm.g_00060
OG0000199	Prbb.g_00067	Prbm.g_00061
OG0000200	Prbb.g_00119	Prbm.g_00121
OG0000201	Prbb.g_00120	Prbm.g_00122
OG0000202	Prbb.g_00121	Prbm.g_00123
OG0000203	Prbb.g_00124	Prbm.g_00126
OG0000204	Prbb.g_00125	Prbm.g_00127
OG0000205	Prbb.g_00128	Prbm.g_00130
OG0000206	Prbb.g_00130	Prbm.g_00132
OG0000207	Prbb.g_00132	Prbm.g_00134
OG0000208	Prbb.g_00133	Prbm.g_00135
OG0000209	Prbb.g_00134	Prbm.g_00136
OG0000210	Prbb.g_00135	Prbm.g_00137
OG0000211	Prbb.g_00136	Prbm.g_00138
OG0000212	Prbb.g_00137	Prbm.g_00139
OG0000213	Prbb.g_00138	Prbm.g_00140
OG0000214	Prbb.g_00139	Prbm.g_00141
OG0000215	Prbb.g_00140	Prbm.g_00142
OG0000216	Prbb.g_00141	Prbm.g_00143
OG0000217	Prbb.g_00143	Prbm.g_00145
OG0000218	Prbb.g_00144	Prbm.g_00146
OG0000219	Prbb.g_00145	Prbm.g_00147
OG0000220	Prbb.g_00146	Prbm.g_00148
OG0000221	Prbb.g_00149	Prbm.g_00151
OG0000222	Prbb.g_00150	Prbm.g_00152
OG0000223	Prbb.g_00151	Prbm.g_00153
OG0000224	Prbb.g_00152	Prbm.g_00154
OG0000225	Prbb.g_00153	Prbm.g_00155
OG0000226	Prbb.g_00154	Prbm.g_00156
OG0000227	Prbb.g_00156	Prbm.g_00158
OG0000228	Prbb.g_00157	Prbm.g_00159
OG0000229	Prbb.g_00158	Prbm.g_00160
OG0000230	Prbb.g_00159	Prbm.g_00161
OG0000231	Prbb.g_00160	Prbm.g_00162
OG0000232	Prbb.g_00161	Prbm.g_00163
OG0000233	Prbb.g_00162	Prbm.g_00164
OG0000234	Prbb.g_00163	Prbm.g_00165
OG0000235	Prbb.g_00164	Prbm.g_00166
OG0000236	Prbb.g_00167	Prbm.g_00169
OG0000237	Prbb.g_00168	Prbm.g_00170
OG0000238	Prbb.g_00169	Prbm.g_00171
OG0000239	Prbb.g_00171	Prbm.g_00173
OG0000240	Prbb.g_00173	Prbm.g_00175
OG0000241	Prbb.g_00174	Prbm.g_00176
OG0000242	Prbb.g_00175	Prbm.g_00177
OG0000243	Prbb.g_00177	Prbm.g_00179
OG0000244	Prbb.g_00180	Prbm.g_00182
OG0000245	Prbb.g_00181	Prbm.g_00183
OG0000246	Prbb.g_00182	Prbm.g_00184
OG0000247	Prbb.g_00185	Prbm.g_00187
OG0000248	Prbb.g_00187	Prbm.g_00189
OG0000249	Prbb.g_00189	Prbm.g_00191
OG0000250	Prbb.g_00190	Prbm.g_00192
OG0000251	Prbb.g_00191	Prbm.g_00193
OG0000252	Prbb.g_00192	Prbm.g_00194
OG0000253	Prbb.g_00193	Prbm.g_00195
OG0000254	Prbb.g_01101	Prbm.g_01096
OG0000255	Prbb.g_00194	Prbm.g_00196
OG0000256	Prbb.g_00197	Prbm.g_00199
OG0000257	Prbb.g_00200	Prbm.g_00202
OG0000258	Prbb.g_00202	Prbm.g_00204
OG0000259	Prbb.g_00203	Prbm.g_00205
OG0000260	Prbb.g_00204	Prbm.g_00206
OG0000261	Prbb.g_00205	Prbm.g_00207
OG0000262	Prbb.g_00206	Prbm.g_00208
OG0000263	Prbb.g_00208	Prbm.g_00210
OG0000264	Prbb.g_00209	Prbm.g_00211
OG0000265	Prbb.g_00210	Prbm.g_00212
OG0000266	Prbb.g_00211	Prbm.g_00213
OG0000267	Prbb.g_00212	Prbm.g_00214
OG0000268	Prbb.g_00213	Prbm.g_00215
OG0000269	Prbb.g_00215	Prbm.g_00217
OG0000270	Prbb.g_00216	Prbm.g_00218
OG0000271	Prbb.g_00217	Prbm.g_00219
OG0000272	Prbb.g_00218	Prbm.g_00220
OG0000273	Prbb.g_00219	Prbm.g_00221
OG0000274	Prbb.g_00220	Prbm.g_00222
OG0000275	Prbb.g_00221	Prbm.g_00223
OG0000276	Prbb.g_00222	Prbm.g_00224
OG0000277	Prbb.g_00224	Prbm.g_00226
OG0000278	Prbb.g_00225	Prbm.g_00227
OG0000279	Prbb.g_00226	Prbm.g_00228
OG0000280	Prbb.g_00228	Prbm.g_00230
OG0000281	Prbb.g_00229	Prbm.g_00232
OG0000282	Prbb.g_00230	Prbm.g_00233
OG0000283	Prbb.g_00231	Prbm.g_00234
OG0000284	Prbb.g_00232	Prbm.g_00235
OG0000285	Prbb.g_00233	Prbm.g_00236
OG0000286	Prbb.g_00234	Prbm.g_00237
OG0000287	Prbb.g_00235	Prbm.g_00238
OG0000288	Prbb.g_00237	Prbm.g_00240
OG0000289	Prbb.g_00238	Prbm.g_00241
OG0000290	Prbb.g_00239	Prbm.g_00242
OG0000291	Prbb.g_00241	Prbm.g_00244
OG0000292	Prbb.g_00243	Prbm.g_00246
OG0000293	Prbb.g_00244	Prbm.g_00247
OG0000294	Prbb.g_00245	Prbm.g_00248
OG0000295	Prbb.g_00246	Prbm.g_00249
OG0000296	Prbb.g_00247	Prbm.g_00250
OG0000297	Prbb.g_00248	Prbm.g_00251
OG0000298	Prbb.g_00250	Prbm.g_00253
OG0000299	Prbb.g_00251	Prbm.g_00254
OG0000300	Prbb.g_00252	Prbm.g_00255
OG0000301	Prbb.g_00253	Prbm.g_00256
OG0000302	Prbb.g_00254	Prbm.g_00257
OG0000303	Prbb.g_00255	Prbm.g_00258
OG0000304	Prbb.g_00257	Prbm.g_00260
OG0000305	Prbb.g_00258	Prbm.g_00261
OG0000306	Prbb.g_00260	Prbm.g_00263
OG0000307	Prbb.g_00261	Prbm.g_00264
OG0000308	Prbb.g_00262	Prbm.g_00265
OG0000309	Prbb.g_00263	Prbm.g_00266
OG0000310	Prbb.g_00264	Prbm.g_00267
OG0000311	Prbb.g_00265	Prbm.g_00268
OG0000312	Prbb.g_00266	Prbm.g_00269
OG0000313	Prbb.g_00267	Prbm.g_00270
OG0000314	Prbb.g_00268	Prbm.g_00271
OG0000315	Prbb.g_00269	Prbm.g_00272
OG0000316	Prbb.g_00270	Prbm.g_00273
OG0000317	Prbb.g_00271	Prbm.g_00274
OG0000318	Prbb.g_00272	Prbm.g_00275
OG0000319	Prbb.g_00273	Prbm.g_00276
OG0000320	Prbb.g_00274	Prbm.g_00277
OG0000321	Prbb.g_00275	Prbm.g_00278
OG0000322	Prbb.g_00276	Prbm.g_00279
OG0000323	Prbb.g_00277	Prbm.g_00280
OG0000324	Prbb.g_00278	Prbm.g_00281
OG0000325	Prbb.g_00279	Prbm.g_00282
OG0000326	Prbb.g_00280	Prbm.g_00283
OG0000327	Prbb.g_00281	Prbm.g_00284
OG0000328	Prbb.g_00282	Prbm.g_00285
OG0000329	Prbb.g_00283	Prbm.g_00286
OG0000330	Prbb.g_00284	Prbm.g_00287
OG0000331	Prbb.g_00285	Prbm.g_00288
OG0000332	Prbb.g_00286	Prbm.g_00289
OG0000333	Prbb.g_00287	Prbm.g_00290
OG0000334	Prbb.g_00288	Prbm.g_00291
OG0000335	Prbb.g_00290	Prbm.g_00293
OG0000336	Prbb.g_00292	Prbm.g_00295
OG0000337	Prbb.g_00293	Prbm.g_00296
OG0000338	Prbb.g_00298	Prbm.g_00301
OG0000339	Prbb.g_00300	Prbm.g_00303
OG0000340	Prbb.g_00302	Prbm.g_00305
OG0000341	Prbb.g_00303	Prbm.g_00306
OG0000342	Prbb.g_00304	Prbm.g_00307
OG0000343	Prbb.g_00305	Prbm.g_00308
OG0000344	Prbb.g_00306	Prbm.g_00309
OG0000345	Prbb.g_00309	Prbm.g_00312
OG0000346	Prbb.g_00310	Prbm.g_00313
OG0000347	Prbb.g_00313	Prbm.g_00317
OG0000348	Prbb.g_00314	Prbm.g_00318
OG0000349	Prbb.g_00315	Prbm.g_00319
OG0000350	Prbb.g_00316	Prbm.g_00320
OG0000351	Prbb.g_00317	Prbm.g_00321
OG0000352	Prbb.g_00318	Prbm.g_00322
OG0000353	Prbb.g_00319	Prbm.g_00323
OG0000354	Prbb.g_00320	Prbm.g_00324
OG0000355	Prbb.g_00321	Prbm.g_00325
OG0000356	Prbb.g_00322	Prbm.g_00326
OG0000357	Prbb.g_00323	Prbm.g_00327
OG0000358	Prbb.g_00324	Prbm.g_00328
OG0000359	Prbb.g_00326	Prbm.g_00330
OG0000360	Prbb.g_00328	Prbm.g_00332
OG0000361	Prbb.g_00329	Prbm.g_00333
OG0000362	Prbb.g_00330	Prbm.g_00334
OG0000363	Prbb.g_00331	Prbm.g_00335
OG0000364	Prbb.g_00334	Prbm.g_00339
OG0000365	Prbb.g_00335	Prbm.g_00340
OG0000366	Prbb.g_00337	Prbm.g_00342
OG0000367	Prbb.g_00338	Prbm.g_00343
OG0000368	Prbb.g_00339	Prbm.g_00344
OG0000369	Prbb.g_00340	Prbm.g_00345
OG0000370	Prbb.g_00341	Prbm.g_00346
OG0000371	Prbb.g_00342	Prbm.g_00347
OG0000372	Prbb.g_00343	Prbm.g_00348
OG0000373	Prbb.g_00344	Prbm.g_00349
OG0000374	Prbb.g_00345	Prbm.g_00350
OG0000375	Prbb.g_00346	Prbm.g_00351
OG0000376	Prbb.g_00349	Prbm.g_00354
OG0000377	Prbb.g_00350	Prbm.g_00355
OG0000378	Prbb.g_00351	Prbm.g_00356
OG0000379	Prbb.g_00352	Prbm.g_00357
OG0000380	Prbb.g_00353	Prbm.g_00358
OG0000381	Prbb.g_00354	Prbm.g_00359
OG0000382	Prbb.g_00355	Prbm.g_00360
OG0000383	Prbb.g_00356	Prbm.g_00361
OG0000384	Prbb.g_00359	Prbm.g_00364
OG0000385	Prbb.g_00360	Prbm.g_00365
OG0000386	Prbb.g_00361	Prbm.g_00366
OG0000387	Prbb.g_00362	Prbm.g_00367
OG0000388	Prbb.g_00363	Prbm.g_00368
OG0000389	Prbb.g_00364	Prbm.g_00369
OG0000390	Prbb.g_00365	Prbm.g_00370
OG0000391	Prbb.g_00366	Prbm.g_00371
OG0000392	Prbb.g_00367	Prbm.g_00372
OG0000393	Prbb.g_00368	Prbm.g_00373
OG0000394	Prbb.g_00369	Prbm.g_00374
OG0000395	Prbb.g_00370	Prbm.g_00375
OG0000396	Prbb.g_00372	Prbm.g_00376
OG0000397	Prbb.g_00374	Prbm.g_00378
OG0000398	Prbb.g_00375	Prbm.g_00379
OG0000399	Prbb.g_00378	Prbm.g_00382
OG0000400	Prbb.g_00384	Prbm.g_00388
OG0000401	Prbb.g_00739	Prbm.g_00768
OG0000402	Prbb.g_00394	Prbm.g_00400
OG0000403	Prbb.g_00396	Prbm.g_00402
OG0000404	Prbb.g_00397	Prbm.g_00403
OG0000405	Prbb.g_00398	Prbm.g_00404
OG0000406	Prbb.g_00401	Prbm.g_00407
OG0000407	Prbb.g_00402	Prbm.g_00408
OG0000408	Prbb.g_00404	Prbm.g_00410
OG0000409	Prbb.g_00405	Prbm.g_00411
OG0000410	Prbb.g_00406	Prbm.g_00412
OG0000411	Prbb.g_00407	Prbm.g_00413
OG0000412	Prbb.g_00408	Prbm.g_00414
OG0000413	Prbb.g_00409	Prbm.g_00415
OG0000414	Prbb.g_00410	Prbm.g_00416
OG0000415	Prbb.g_00411	Prbm.g_00417
OG0000416	Prbb.g_00415	Prbm.g_00422
OG0000417	Prbb.g_00416	Prbm.g_00423
OG0000418	Prbb.g_00418	Prbm.g_00425
OG0000419	Prbb.g_00419	Prbm.g_00426
OG0000420	Prbb.g_00836	Prbm.g_00866
OG0000421	Prbb.g_01094	Prbm.g_01088
OG0000422	Prbb.g_01124	Prbm.g_01121
OG0000423	Prbb.g_01288	Prbm.g_01353
OG0000424	Prbb.g_01923	Prbm.g_01949
OG0000425	Prbb.g_00436	Prbm.g_00440
OG0000426	Prbb.g_00437	Prbm.g_00441
OG0000427	Prbb.g_00438	Prbm.g_00442
OG0000428	Prbb.g_00440	Prbm.g_00445
OG0000429	Prbb.g_00441	Prbm.g_00446
OG0000430	Prbb.g_00443	Prbm.g_00448
OG0000431	Prbb.g_00444	Prbm.g_00449
OG0000432	Prbb.g_00445	Prbm.g_00450
OG0000433	Prbb.g_00446	Prbm.g_00451
OG0000434	Prbb.g_00447	Prbm.g_00452
OG0000435	Prbb.g_00448	Prbm.g_00453
OG0000436	Prbb.g_00449	Prbm.g_00454
OG0000437	Prbb.g_00450	Prbm.g_00455
OG0000438	Prbb.g_00451	Prbm.g_00456
OG0000439	Prbb.g_00452	Prbm.g_00457
OG0000440	Prbb.g_00453	Prbm.g_00458
OG0000441	Prbb.g_00454	Prbm.g_00459
OG0000442	Prbb.g_00455	Prbm.g_00460
OG0000443	Prbb.g_00456	Prbm.g_00461
OG0000444	Prbb.g_00457	Prbm.g_00462
OG0000445	Prbb.g_00458	Prbm.g_00480
OG0000446	Prbb.g_00460	Prbm.g_00482
OG0000447	Prbb.g_00461	Prbm.g_00483
OG0000448	Prbb.g_00462	Prbm.g_00484
OG0000449	Prbb.g_00468	Prbm.g_00490
OG0000450	Prbb.g_00469	Prbm.g_00491
OG0000451	Prbb.g_00470	Prbm.g_00492
OG0000452	Prbb.g_00472	Prbm.g_00494
OG0000453	Prbb.g_00473	Prbm.g_00495
OG0000454	Prbb.g_00475	Prbm.g_00497
OG0000455	Prbb.g_00476	Prbm.g_00498
OG0000456	Prbb.g_00480	Prbm.g_00502
OG0000457	Prbb.g_00482	Prbm.g_00504
OG0000458	Prbb.g_00483	Prbm.g_00505
OG0000459	Prbb.g_00486	Prbm.g_00507
OG0000460	Prbb.g_00488	Prbm.g_00509
OG0000461	Prbb.g_00489	Prbm.g_00510
OG0000462	Prbb.g_00490	Prbm.g_00511
OG0000463	Prbb.g_00491	Prbm.g_00512
OG0000464	Prbb.g_00492	Prbm.g_00513
OG0000465	Prbb.g_00493	Prbm.g_00514
OG0000466	Prbb.g_00494	Prbm.g_00515
OG0000467	Prbb.g_00495	Prbm.g_00516
OG0000468	Prbb.g_00496	Prbm.g_00517
OG0000469	Prbb.g_00497	Prbm.g_00518
OG0000470	Prbb.g_00498	Prbm.g_00519
OG0000471	Prbb.g_00499	Prbm.g_00520
OG0000472	Prbb.g_00504	Prbm.g_00534
OG0000473	Prbb.g_00505	Prbm.g_00535
