Orthogroup	Syaf	Syab
OG0000035	Syaf.g_02412	Syab.g_00776, Syab.g_00778
OG0000036	Syaf.g_01128, Syaf.g_01829, Syaf.g_01129, Syaf.g_01828	Syab.g_02412
OG0000036	Syaf.g_01127	Syab.g_01247
OG0000038	Syaf.g_00642	Syab.g_02759
OG0000040	Syaf.g_00558	Syab.g_02853
OG0000042	Syaf.g_00403	Syab.g_01019, Syab.g_00099
OG0000043	Syaf.g_01747	Syab.g_01785
OG0000044	Syaf.g_01358, Syaf.g_01992	Syab.g_01262
OG0000044	Syaf.g_01400	Syab.g_01256
OG0000045	Syaf.g_00979	Syab.g_01787
OG0000046	Syaf.g_00055	Syab.g_00488
OG0000046	Syaf.g_00045	Syab.g_00496
OG0000046	Syaf.g_00062	Syab.g_00481
OG0000047	Syaf.g_00030	Syab.g_00876
OG0000048	Syaf.g_00230	Syab.g_00308
OG0000051	Syaf.g_00972	Syab.g_01073
OG0000052	Syaf.g_00335	Syab.g_00214
OG0000053	Syaf.g_02447	Syab.g_00746
OG0000055	Syaf.g_01402	Syab.g_01255
OG0000057	Syaf.g_01665	Syab.g_01200
OG0000058	Syaf.g_00316	Syab.g_00227
OG0000059	Syaf.g_00143	Syab.g_00397
OG0000060	Syaf.g_02515	Syab.g_00662
OG0000060	Syaf.g_02726	Syab.g_02094
OG0000060	Syaf.g_01425	Syab.g_01222
OG0000061	Syaf.g_01288	Syab.g_00969
OG0000062	Syaf.g_01055	Syab.g_02234
OG0000063	Syaf.g_00457	Syab.g_00040
OG0000064	Syaf.g_01063	Syab.g_00824
OG0000064	Syaf.g_02253	Syab.g_01783
OG0000064	Syaf.g_01667	Syab.g_00997
OG0000066	Syaf.g_02643	Syab.g_01516
OG0000067	Syaf.g_02049	Syab.g_01659
OG0000068	Syaf.g_02733	Syab.g_02087
OG0000070	Syaf.g_01237	Syab.g_00614
OG0000071	Syaf.g_01254	Syab.g_00915
OG0000072	Syaf.g_00805	Syab.g_02593
OG0000073	Syaf.g_02700	Syab.g_02119
OG0000075	Syaf.g_00353	Syab.g_00202
OG0000076	Syaf.g_00388	Syab.g_00113
OG0000078	Syaf.g_02782	Syab.g_02366
OG0000079	Syaf.g_00197	Syab.g_00340
OG0000081	Syaf.g_02776	Syab.g_01793
OG0000082	Syaf.g_02576	Syab.g_01971
OG0000084	Syaf.g_02409	Syab.g_00781
OG0000085	Syaf.g_01048	Syab.g_02243
OG0000086	Syaf.g_00932	Syab.g_02468
OG0000087	Syaf.g_00848	Syab.g_02551
OG0000088	Syaf.g_00811	Syab.g_02586
OG0000089	Syaf.g_02807	Syab.g_00551
OG0000090	Syaf.g_02654	Syab.g_02041
OG0000091	Syaf.g_02302	Syab.g_01866
OG0000093	Syaf.g_01775	Syab.g_01090
OG0000093	Syaf.g_02065	Syab.g_01582
OG0000094	Syaf.g_01940	Syab.g_01306
OG0000095	Syaf.g_01442	Syab.g_01210
OG0000097	Syaf.g_01574	Syab.g_01051
OG0000098	Syaf.g_01637	Syab.g_01553
OG0000099	Syaf.g_00312	Syab.g_00230
OG0000100	Syaf.g_02017	Syab.g_01694
OG0000101	Syaf.g_00093	Syab.g_00446
OG0000102	Syaf.g_00393	Syab.g_00104
OG0000103	Syaf.g_00520	Syab.g_02895
OG0000104	Syaf.g_00502	Syab.g_02910
OG0000105	Syaf.g_00235	Syab.g_00303
OG0000106	Syaf.g_01745	Syab.g_01817
OG0000107	Syaf.g_00758	Syab.g_00367
OG0000108	Syaf.g_02721	Syab.g_02096
OG0000109	Syaf.g_02706	Syab.g_02112
OG0000110	Syaf.g_02589	Syab.g_01984
OG0000111	Syaf.g_01451	Syab.g_01201
OG0000112	Syaf.g_01852	Syab.g_01392
OG0000113	Syaf.g_02022	Syab.g_01689
OG0000114	Syaf.g_02103	Syab.g_02656
OG0000115	Syaf.g_02445	Syab.g_00748
OG0000116	Syaf.g_01276	Syab.g_00945
OG0000117	Syaf.g_01605	Syab.g_01018
OG0000118	Syaf.g_02544	Syab.g_00897
OG0000120	Syaf.g_00313	Syab.g_00229
OG0000121	Syaf.g_02419	Syab.g_00772
OG0000123	Syaf.g_00086	Syab.g_00454
OG0000124	Syaf.g_00414	Syab.g_00088
OG0000125	Syaf.g_00640	Syab.g_02763
OG0000126	Syaf.g_00504	Syab.g_02908
OG0000128	Syaf.g_00486	Syab.g_00012
OG0000129	Syaf.g_00651	Syab.g_02749
OG0000130	Syaf.g_00963	Syab.g_02434
OG0000131	Syaf.g_00833	Syab.g_02564
OG0000132	Syaf.g_00813	Syab.g_02584
OG0000133	Syaf.g_01857	Syab.g_01387
OG0000134	Syaf.g_02804	Syab.g_00554
OG0000135	Syaf.g_00605	Syab.g_02815
OG0000136	Syaf.g_01224	Syab.g_00588
OG0000137	Syaf.g_02498	Syab.g_00697
OG0000138	Syaf.g_02705	Syab.g_02113
OG0000139	Syaf.g_02648	Syab.g_02035
OG0000140	Syaf.g_02646	Syab.g_02033
OG0000141	Syaf.g_02375	Syab.g_01931
OG0000142	Syaf.g_02310	Syab.g_01873
OG0000143	Syaf.g_02306	Syab.g_01870
OG0000144	Syaf.g_01735	Syab.g_01757
OG0000145	Syaf.g_02699	Syab.g_02120
OG0000146	Syaf.g_01851	Syab.g_01393
OG0000147	Syaf.g_01850	Syab.g_01394
OG0000148	Syaf.g_02028	Syab.g_01682
OG0000149	Syaf.g_01371	Syab.g_01720
OG0000150	Syaf.g_02645	Syab.g_01930
OG0000151	Syaf.g_02091	Syab.g_01612
OG0000152	Syaf.g_01861	Syab.g_01383
OG0000153	Syaf.g_01904	Syab.g_01343
OG0000154	Syaf.g_01930	Syab.g_01317
OG0000155	Syaf.g_01324	Syab.g_01009
OG0000156	Syaf.g_01270	Syab.g_00933
OG0000157	Syaf.g_01269	Syab.g_00932
OG0000158	Syaf.g_00364	Syab.g_00161
OG0000159	Syaf.g_00311	Syab.g_00148
OG0000160	Syaf.g_02418	Syab.g_00774
OG0000161	Syaf.g_02424	Syab.g_00766
OG0000162	Syaf.g_02431	Syab.g_00755
OG0000163	Syaf.g_01105	Syab.g_02173
OG0000164	Syaf.g_00999	Syab.g_02307
OG0000165	Syaf.g_01197	Syab.g_02316
OG0000166	Syaf.g_00133	Syab.g_00407
OG0000167	Syaf.g_00350	Syab.g_00205
OG0000168	Syaf.g_00365	Syab.g_00136
OG0000169	Syaf.g_00376	Syab.g_00125
OG0000170	Syaf.g_00383	Syab.g_00118
OG0000171	Syaf.g_00413	Syab.g_00089
OG0000172	Syaf.g_00419	Syab.g_00080
OG0000173	Syaf.g_00438	Syab.g_00061
OG0000174	Syaf.g_00603	Syab.g_02819
OG0000175	Syaf.g_00531	Syab.g_02876
OG0000176	Syaf.g_00494	Syab.g_00004
OG0000177	Syaf.g_00493	Syab.g_00005
OG0000178	Syaf.g_00492	Syab.g_00006
OG0000179	Syaf.g_00477	Syab.g_00022
OG0000180	Syaf.g_00476	Syab.g_00023
OG0000181	Syaf.g_00475	Syab.g_00024
OG0000182	Syaf.g_00474	Syab.g_00025
OG0000183	Syaf.g_00470	Syab.g_00029
OG0000184	Syaf.g_00664	Syab.g_02738
OG0000185	Syaf.g_00684	Syab.g_02715
OG0000186	Syaf.g_00968	Syab.g_02430
OG0000187	Syaf.g_00966	Syab.g_02431
OG0000188	Syaf.g_00944	Syab.g_02454
OG0000189	Syaf.g_00916	Syab.g_02487
OG0000190	Syaf.g_00914	Syab.g_00190, Syab.g_00139
OG0000191	Syaf.g_00877	Syab.g_02522
OG0000192	Syaf.g_00871	Syab.g_02528
OG0000193	Syaf.g_00832	Syab.g_02565
OG0000194	Syaf.g_00829	Syab.g_02568
OG0000195	Syaf.g_00827	Syab.g_02570
OG0000196	Syaf.g_00816	Syab.g_02581
OG0000197	Syaf.g_00815	Syab.g_02582
OG0000198	Syaf.g_00814	Syab.g_02583
OG0000199	Syaf.g_00806	Syab.g_02591
OG0000200	Syaf.g_00789	Syab.g_02611
OG0000202	Syaf.g_00770	Syab.g_02629
OG0000203	Syaf.g_00769	Syab.g_02630
OG0000204	Syaf.g_00768	Syab.g_02631
OG0000205	Syaf.g_00761	Syab.g_02638
OG0000206	Syaf.g_00736	Syab.g_02674
OG0000207	Syaf.g_00735	Syab.g_02677
OG0000208	Syaf.g_00734	Syab.g_02678
OG0000209	Syaf.g_00714	Syab.g_02698
OG0000210	Syaf.g_00713	Syab.g_02699
OG0000211	Syaf.g_02791	Syab.g_02374
OG0000212	Syaf.g_02781	Syab.g_02365
OG0000213	Syaf.g_00210	Syab.g_00332
OG0000214	Syaf.g_00226	Syab.g_00312
OG0000215	Syaf.g_00258	Syab.g_00281
OG0000216	Syaf.g_00262	Syab.g_00277
OG0000217	Syaf.g_00266	Syab.g_00273
OG0000218	Syaf.g_00268	Syab.g_00271
OG0000219	Syaf.g_00269	Syab.g_00270
OG0000220	Syaf.g_00270	Syab.g_00269
OG0000221	Syaf.g_00273	Syab.g_00257
OG0000222	Syaf.g_00287	Syab.g_00244
OG0000223	Syaf.g_00317	Syab.g_00226
OG0000224	Syaf.g_00324	Syab.g_00223
OG0000225	Syaf.g_00007	Syab.g_00538
OG0000226	Syaf.g_00003	Syab.g_00542
OG0000227	Syaf.g_00001	Syab.g_00544
OG0000228	Syaf.g_02808	Syab.g_00550
OG0000229	Syaf.g_01214	Syab.g_00583
OG0000230	Syaf.g_01216	Syab.g_00585
OG0000231	Syaf.g_01236	Syab.g_00613
OG0000232	Syaf.g_02536	Syab.g_00631
OG0000233	Syaf.g_02528	Syab.g_00645
OG0000234	Syaf.g_02497	Syab.g_00699
OG0000235	Syaf.g_02722	Syab.g_02095
OG0000236	Syaf.g_02707	Syab.g_02111
OG0000237	Syaf.g_02690	Syab.g_02129
OG0000238	Syaf.g_02685	Syab.g_02134
OG0000239	Syaf.g_02669	Syab.g_02151
OG0000240	Syaf.g_02668	Syab.g_02152
OG0000241	Syaf.g_02322	Syab.g_01884
OG0000242	Syaf.g_02656	Syab.g_02043
OG0000243	Syaf.g_02634	Syab.g_02025
OG0000244	Syaf.g_02627	Syab.g_02017
OG0000245	Syaf.g_02625	Syab.g_02015
OG0000246	Syaf.g_02621	Syab.g_02011
OG0000247	Syaf.g_02610	Syab.g_01999
OG0000248	Syaf.g_02607	Syab.g_01996
OG0000249	Syaf.g_02605	Syab.g_01994
OG0000250	Syaf.g_02593	Syab.g_01988
OG0000251	Syaf.g_02568	Syab.g_01961
OG0000252	Syaf.g_02565	Syab.g_01958
OG0000253	Syaf.g_02564	Syab.g_01956
OG0000254	Syaf.g_02371	Syab.g_01925
OG0000255	Syaf.g_02352	Syab.g_01912
OG0000256	Syaf.g_02329	Syab.g_01890
OG0000257	Syaf.g_02323	Syab.g_01885
OG0000258	Syaf.g_02301	Syab.g_01861
OG0000259	Syaf.g_02137	Syab.g_01538
OG0000260	Syaf.g_02134	Syab.g_01544
OG0000261	Syaf.g_02131	Syab.g_01556
OG0000262	Syaf.g_02126	Syab.g_01561
OG0000263	Syaf.g_01585	Syab.g_01035
OG0000264	Syaf.g_01473	Syab.g_01173
OG0000265	Syaf.g_01196	Syab.g_01773
OG0000266	Syaf.g_01967	Syab.g_01667
OG0000267	Syaf.g_01787	Syab.g_01433
OG0000268	Syaf.g_01788	Syab.g_01432
OG0000269	Syaf.g_02054	Syab.g_01650
OG0000270	Syaf.g_02051	Syab.g_01657
OG0000271	Syaf.g_02043	Syab.g_01279
OG0000272	Syaf.g_02042	Syab.g_01280
OG0000274	Syaf.g_01391	Syab.g_01700
OG0000275	Syaf.g_01386	Syab.g_01704
OG0000276	Syaf.g_01379	Syab.g_01712
OG0000277	Syaf.g_01378	Syab.g_01713
OG0000278	Syaf.g_01375	Syab.g_01716
OG0000279	Syaf.g_01367	Syab.g_01724
OG0000280	Syaf.g_01337	Syab.g_01736
OG0000281	Syaf.g_01636	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syaf.g_02101	Syab.g_01631
OG0000283	Syaf.g_01804	Syab.g_01418
OG0000284	Syaf.g_01810	Syab.g_01413
OG0000285	Syaf.g_01842	Syab.g_01402
OG0000286	Syaf.g_01860	Syab.g_01384
OG0000287	Syaf.g_01896	Syab.g_01350
OG0000288	Syaf.g_01929	Syab.g_01318
OG0000289	Syaf.g_01943	Syab.g_01303
OG0000290	Syaf.g_01439	Syab.g_01213
OG0000291	Syaf.g_01441	Syab.g_01211
OG0000292	Syaf.g_00505	Syab.g_02907
OG0000293	Syaf.g_01277	Syab.g_00946
OG0000294	Syaf.g_01278	Syab.g_00947
OG0000295	Syaf.g_01316	Syab.g_01001
OG0000296	Syaf.g_01318	Syab.g_01003
OG0000297	Syaf.g_01607	Syab.g_01016
OG0000298	Syaf.g_01606	Syab.g_01017
OG0000299	Syaf.g_01578	Syab.g_01047
OG0000300	Syaf.g_01571	Syab.g_01054
OG0000301	Syaf.g_01570	Syab.g_01055
OG0000302	Syaf.g_01568	Syab.g_01056
OG0000303	Syaf.g_01559	Syab.g_01149
OG0000304	Syaf.g_01551	Syab.g_01143
OG0000305	Syaf.g_01444	Syab.g_01208
OG0000306	Syaf.g_01332	Syab.g_01819
OG0000307	Syaf.g_02742	Syab.g_02078
OG0000308	Syaf.g_02744	Syab.g_02076
OG0000309	Syaf.g_02749	Syab.g_02071
OG0000310	Syaf.g_02387	Syab.g_00817
OG0000311	Syaf.g_02391	Syab.g_00811
OG0000312	Syaf.g_02397	Syab.g_00793
OG0000313	Syaf.g_02421	Syab.g_00769
OG0000314	Syaf.g_02458	Syab.g_00736
OG0000315	Syaf.g_02468	Syab.g_00726
OG0000316	Syaf.g_01088	Syab.g_02189
OG0000317	Syaf.g_01040	Syab.g_02251
OG0000318	Syaf.g_01032	Syab.g_02257
OG0000319	Syaf.g_01015	Syab.g_02291
OG0000320	Syaf.g_01013	Syab.g_02293
OG0000321	Syaf.g_01012	Syab.g_02294
OG0000322	Syaf.g_01011	Syab.g_02295
OG0000323	Syaf.g_00997	Syab.g_02310
OG0000324	Syaf.g_01164	Syab.g_02341
OG0000325	Syaf.g_00176	Syab.g_00368
OG0000326	Syaf.g_00169	Syab.g_00375
OG0000327	Syaf.g_00138	Syab.g_00402
OG0000328	Syaf.g_00137	Syab.g_00403
OG0000329	Syaf.g_00119	Syab.g_00420
OG0000330	Syaf.g_00118	Syab.g_00421
OG0000331	Syaf.g_00117	Syab.g_00422
OG0000332	Syaf.g_00102	Syab.g_00437
OG0000333	Syaf.g_00099	Syab.g_00440
OG0000334	Syaf.g_00090	Syab.g_00450
OG0000335	Syaf.g_00085	Syab.g_00455
OG0000336	Syaf.g_00081	Syab.g_00459
OG0000337	Syaf.g_00344	Syab.g_00210
OG0000338	Syaf.g_00348	Syab.g_00207
OG0000339	Syaf.g_00355	Syab.g_00201
OG0000340	Syaf.g_00366	Syab.g_00135
OG0000341	Syaf.g_00368	Syab.g_00157, Syab.g_00133
OG0000342	Syaf.g_00369	Syab.g_00132
OG0000343	Syaf.g_00370	Syab.g_00131
OG0000344	Syaf.g_00374	Syab.g_00127
OG0000345	Syaf.g_00384	Syab.g_00117
OG0000346	Syaf.g_00389	Syab.g_00112
OG0000347	Syaf.g_00415	Syab.g_00087
OG0000348	Syaf.g_00427	Syab.g_00076
OG0000349	Syaf.g_00445	Syab.g_00054
OG0000350	Syaf.g_00162	Syab.g_00382
OG0000351	Syaf.g_00528	Syab.g_02879
OG0000352	Syaf.g_00527	Syab.g_02880
OG0000353	Syaf.g_00499	Syab.g_02913
OG0000354	Syaf.g_02680	Syab.g_02140
OG0000354	Syaf.g_00479	Syab.g_00020
OG0000355	Syaf.g_00497	Syab.g_00001
OG0000356	Syaf.g_00496	Syab.g_00002
OG0000357	Syaf.g_00495	Syab.g_00003
OG0000358	Syaf.g_00491	Syab.g_00007
OG0000359	Syaf.g_00489	Syab.g_00009
OG0000360	Syaf.g_00488	Syab.g_00010
OG0000361	Syaf.g_00487	Syab.g_00011
OG0000362	Syaf.g_00485	Syab.g_00013
OG0000363	Syaf.g_00483	Syab.g_00015
OG0000364	Syaf.g_00482	Syab.g_00016
OG0000365	Syaf.g_00473	Syab.g_00026
OG0000366	Syaf.g_00472	Syab.g_00027
OG0000367	Syaf.g_00471	Syab.g_00028
OG0000368	Syaf.g_00469	Syab.g_00030
OG0000369	Syaf.g_00468	Syab.g_00031
OG0000370	Syaf.g_00467	Syab.g_00032
OG0000371	Syaf.g_00458	Syab.g_00711, Syab.g_00039
OG0000372	Syaf.g_00453	Syab.g_00045
OG0000373	Syaf.g_00452	Syab.g_00046
OG0000374	Syaf.g_00451	Syab.g_00047
OG0000375	Syaf.g_00449	Syab.g_00050
OG0000376	Syaf.g_00447	Syab.g_00052
OG0000377	Syaf.g_00654	Syab.g_02748
OG0000378	Syaf.g_00668	Syab.g_02717
OG0000379	Syaf.g_00686	Syab.g_02714
OG0000380	Syaf.g_00965	Syab.g_02432
OG0000381	Syaf.g_00962	Syab.g_02435
OG0000382	Syaf.g_00945	Syab.g_02453
OG0000383	Syaf.g_00941	Syab.g_02459
OG0000384	Syaf.g_00940	Syab.g_02460
OG0000385	Syaf.g_00939	Syab.g_02461
OG0000386	Syaf.g_00938	Syab.g_02462
OG0000387	Syaf.g_00912	Syab.g_02491
OG0000388	Syaf.g_00908	Syab.g_02495
OG0000389	Syaf.g_00904	Syab.g_02499
OG0000390	Syaf.g_00883	Syab.g_02516
OG0000391	Syaf.g_00878	Syab.g_02521
OG0000392	Syaf.g_00872	Syab.g_02527
OG0000393	Syaf.g_00870	Syab.g_02530
OG0000394	Syaf.g_00869	Syab.g_02531
OG0000395	Syaf.g_00868	Syab.g_02532
OG0000396	Syaf.g_00865	Syab.g_02535
OG0000397	Syaf.g_00863	Syab.g_02537
OG0000398	Syaf.g_00858	Syab.g_02542
OG0000399	Syaf.g_00857	Syab.g_02543
OG0000400	Syaf.g_00856	Syab.g_02544
OG0000401	Syaf.g_00855	Syab.g_02545
OG0000402	Syaf.g_00852	Syab.g_02547
OG0000403	Syaf.g_00851	Syab.g_02548
OG0000404	Syaf.g_00850	Syab.g_02550
OG0000405	Syaf.g_00835	Syab.g_02562
OG0000406	Syaf.g_00831	Syab.g_02566
OG0000407	Syaf.g_00830	Syab.g_02567
OG0000408	Syaf.g_00828	Syab.g_02569
OG0000409	Syaf.g_00826	Syab.g_02571
OG0000410	Syaf.g_00825	Syab.g_02572
OG0000411	Syaf.g_00824	Syab.g_02573
OG0000412	Syaf.g_00823	Syab.g_02574
OG0000413	Syaf.g_00821	Syab.g_02576
OG0000414	Syaf.g_00820	Syab.g_02577
OG0000415	Syaf.g_00819	Syab.g_02578
OG0000416	Syaf.g_00818	Syab.g_02579
OG0000417	Syaf.g_00817	Syab.g_02580
OG0000418	Syaf.g_00812	Syab.g_02585
OG0000419	Syaf.g_00810	Syab.g_02587
OG0000420	Syaf.g_00808	Syab.g_02589
OG0000421	Syaf.g_00803	Syab.g_02595
OG0000422	Syaf.g_00802	Syab.g_02596
OG0000423	Syaf.g_00801	Syab.g_02597
OG0000424	Syaf.g_00800	Syab.g_02598
OG0000425	Syaf.g_00799	Syab.g_02599
OG0000426	Syaf.g_00798	Syab.g_02600
OG0000427	Syaf.g_00797	Syab.g_02601
OG0000428	Syaf.g_00794	Syab.g_02604
OG0000429	Syaf.g_00792	Syab.g_02608
OG0000430	Syaf.g_00790	Syab.g_02610
OG0000431	Syaf.g_00786	Syab.g_02613
OG0000432	Syaf.g_00779	Syab.g_02619
OG0000433	Syaf.g_00777	Syab.g_02622
OG0000434	Syaf.g_00776	Syab.g_02623
OG0000435	Syaf.g_00772	Syab.g_02625
OG0000436	Syaf.g_00767	Syab.g_02632
OG0000437	Syaf.g_00766	Syab.g_02633
OG0000438	Syaf.g_00765	Syab.g_02634
OG0000439	Syaf.g_00763	Syab.g_02636
OG0000440	Syaf.g_00762	Syab.g_02637
OG0000441	Syaf.g_00756	Syab.g_02641
OG0000442	Syaf.g_00743	Syab.g_02642
OG0000443	Syaf.g_00739	Syab.g_02668
OG0000444	Syaf.g_00733	Syab.g_02681
OG0000445	Syaf.g_00729	Syab.g_02682
OG0000446	Syaf.g_00728	Syab.g_02684
OG0000447	Syaf.g_00725	Syab.g_02687
OG0000448	Syaf.g_00724	Syab.g_02688
OG0000449	Syaf.g_00723	Syab.g_02689
OG0000450	Syaf.g_00717	Syab.g_02695
OG0000451	Syaf.g_00716	Syab.g_02696
OG0000452	Syaf.g_00712	Syab.g_02701
OG0000453	Syaf.g_00711	Syab.g_02702
OG0000454	Syaf.g_00710	Syab.g_02703
OG0000455	Syaf.g_00709	Syab.g_02704
OG0000456	Syaf.g_00708	Syab.g_02705
OG0000457	Syaf.g_00706	Syab.g_02707
OG0000458	Syaf.g_00705	Syab.g_02708
OG0000459	Syaf.g_00704	Syab.g_02709
OG0000460	Syaf.g_02789	Syab.g_02372
OG0000461	Syaf.g_00183	Syab.g_00356
OG0000462	Syaf.g_00186	Syab.g_00352
OG0000463	Syaf.g_00187	Syab.g_00351
OG0000464	Syaf.g_00188	Syab.g_00350
OG0000465	Syaf.g_00190	Syab.g_00349
OG0000466	Syaf.g_00194	Syab.g_00343
OG0000467	Syaf.g_00196	Syab.g_00341
OG0000468	Syaf.g_00206	Syab.g_00336
OG0000469	Syaf.g_00220	Syab.g_00318
OG0000470	Syaf.g_00222	Syab.g_00316
OG0000471	Syaf.g_00223	Syab.g_00315
OG0000472	Syaf.g_00225	Syab.g_00313
OG0000473	Syaf.g_00227	Syab.g_00311
OG0000474	Syaf.g_00228	Syab.g_00310
OG0000475	Syaf.g_00229	Syab.g_00309
OG0000476	Syaf.g_00231	Syab.g_00307
OG0000477	Syaf.g_00237	Syab.g_00301
OG0000478	Syaf.g_00238	Syab.g_00300
OG0000479	Syaf.g_00239	Syab.g_00299
OG0000480	Syaf.g_00247	Syab.g_00292
OG0000481	Syaf.g_00249	Syab.g_00290
OG0000482	Syaf.g_00250	Syab.g_00289
OG0000483	Syaf.g_00254	Syab.g_00285
OG0000484	Syaf.g_00255	Syab.g_00284
OG0000485	Syaf.g_00256	Syab.g_00283
OG0000486	Syaf.g_00257	Syab.g_00282
OG0000487	Syaf.g_00263	Syab.g_00276
OG0000488	Syaf.g_00267	Syab.g_00272
OG0000489	Syaf.g_00274	Syab.g_00256
OG0000490	Syaf.g_00284	Syab.g_00247
OG0000491	Syaf.g_00285	Syab.g_00245
OG0000492	Syaf.g_00288	Syab.g_00243
OG0000493	Syaf.g_00289	Syab.g_00242
OG0000494	Syaf.g_00290	Syab.g_00241
OG0000495	Syaf.g_00291	Syab.g_00240
OG0000496	Syaf.g_00292	Syab.g_00239
OG0000497	Syaf.g_00293	Syab.g_00238
OG0000498	Syaf.g_00294	Syab.g_00237
OG0000499	Syaf.g_00295	Syab.g_00236
OG0000500	Syaf.g_00296	Syab.g_00235
OG0000501	Syaf.g_00299	Syab.g_00232
OG0000502	Syaf.g_00319	Syab.g_00224
OG0000503	Syaf.g_00023	Syab.g_00523
OG0000504	Syaf.g_00021	Syab.g_00525
OG0000505	Syaf.g_00020	Syab.g_00526
OG0000506	Syaf.g_00018	Syab.g_00528
OG0000507	Syaf.g_00012	Syab.g_00533
OG0000508	Syaf.g_00008	Syab.g_00537
OG0000509	Syaf.g_00006	Syab.g_00539
OG0000510	Syaf.g_00005	Syab.g_00540
OG0000511	Syaf.g_00004	Syab.g_00541
OG0000512	Syaf.g_00002	Syab.g_00543
OG0000513	Syaf.g_02803	Syab.g_00555
OG0000514	Syaf.g_02796	Syab.g_00566
OG0000515	Syaf.g_02795	Syab.g_00567
OG0000516	Syaf.g_01219	Syab.g_00575
OG0000517	Syaf.g_01213	Syab.g_00582
OG0000518	Syaf.g_01230	Syab.g_00594
OG0000519	Syaf.g_01231	Syab.g_00610
OG0000520	Syaf.g_01235	Syab.g_00611
OG0000521	Syaf.g_02542	Syab.g_00624
OG0000522	Syaf.g_02538	Syab.g_00626
OG0000523	Syaf.g_02537	Syab.g_00627
OG0000524	Syaf.g_02531	Syab.g_00640
OG0000525	Syaf.g_02507	Syab.g_00671
OG0000526	Syaf.g_02504	Syab.g_00689
OG0000527	Syaf.g_02500	Syab.g_00695
OG0000528	Syaf.g_02728	Syab.g_02092
OG0000529	Syaf.g_02720	Syab.g_02097
OG0000530	Syaf.g_02717	Syab.g_02100
OG0000531	Syaf.g_02716	Syab.g_02101
OG0000532	Syaf.g_02713	Syab.g_02104
OG0000533	Syaf.g_02712	Syab.g_02106
OG0000534	Syaf.g_02711	Syab.g_02107
OG0000535	Syaf.g_02710	Syab.g_02108
OG0000536	Syaf.g_02709	Syab.g_02109
OG0000537	Syaf.g_02708	Syab.g_02110
OG0000538	Syaf.g_02697	Syab.g_02122
OG0000539	Syaf.g_02696	Syab.g_02123
OG0000540	Syaf.g_02695	Syab.g_02124
OG0000541	Syaf.g_02694	Syab.g_02125
OG0000542	Syaf.g_02691	Syab.g_02128
OG0000543	Syaf.g_02689	Syab.g_02130
OG0000544	Syaf.g_02688	Syab.g_02131
OG0000545	Syaf.g_02686	Syab.g_02133
OG0000546	Syaf.g_02684	Syab.g_02135
OG0000547	Syaf.g_02682	Syab.g_02137
OG0000548	Syaf.g_02681	Syab.g_02138
OG0000549	Syaf.g_02676	Syab.g_02144
OG0000550	Syaf.g_02671	Syab.g_02149
