Orthogroup	Syaf	Prap
OG0000095	Syaf.g_01442	Prap.g_00708
OG0000097	Syaf.g_01574	Prap.g_00410
OG0000098	Syaf.g_01637	Prap.g_01928
OG0000099	Syaf.g_00312	Prap.g_00082
OG0000100	Syaf.g_02017	Prap.g_00200
OG0000101	Syaf.g_00093	Prap.g_01642
OG0000102	Syaf.g_00393	Prap.g_01575
OG0000103	Syaf.g_00520	Prap.g_01491
OG0000104	Syaf.g_00502	Prap.g_01869
OG0000105	Syaf.g_00235	Prap.g_01436
OG0000106	Syaf.g_01745	Prap.g_00591
OG0000107	Syaf.g_00177, Syaf.g_00758	Prap.g_01714
OG0000108	Syaf.g_02721	Prap.g_01287
OG0000109	Syaf.g_02706	Prap.g_01273
OG0000110	Syaf.g_02589	Prap.g_01194
OG0000111	Syaf.g_01451	Prap.g_00798
OG0000112	Syaf.g_01852	Prap.g_01121
OG0000113	Syaf.g_02022	Prap.g_00760
OG0000114	Syaf.g_02103	Prap.g_00858
OG0000115	Syaf.g_02445	Prap.g_00525
OG0000116	Syaf.g_01276	Prap.g_00467
OG0000117	Syaf.g_01605	Prap.g_00429
OG0000118	Syaf.g_02544	Prap.g_00574
OG0000120	Syaf.g_00313	Prap.g_00079
OG0000121	Syaf.g_02419	Prap.g_00123
OG0000123	Syaf.g_00086	Prap.g_01635
OG0000124	Syaf.g_00414	Prap.g_01563
OG0000125	Syaf.g_00640	Prap.g_01528
OG0000126	Syaf.g_00504	Prap.g_01870
OG0000128	Syaf.g_00486	Prap.g_00043
OG0000129	Syaf.g_00651	Prap.g_00910
OG0000130	Syaf.g_00963	Prap.g_00881
OG0000131	Syaf.g_00833	Prap.g_01026
OG0000132	Syaf.g_00813	Prap.g_01006
OG0000133	Syaf.g_01857	Prap.g_01389
OG0000134	Syaf.g_02804	Prap.g_01347
OG0000135	Syaf.g_00605	Prap.g_00543
OG0000136	Syaf.g_01224	Prap.g_01325
OG0000137	Syaf.g_02498	Prap.g_01292
OG0000138	Syaf.g_02705	Prap.g_01272
OG0000139	Syaf.g_02648	Prap.g_01232
OG0000140	Syaf.g_02646	Prap.g_01231
OG0000141	Syaf.g_02375	Prap.g_01160
OG0000142	Syaf.g_02310	Prap.g_00392
OG0000143	Syaf.g_02306	Prap.g_00388
OG0000144	Syaf.g_01735	Prap.g_00374
OG0000145	Syaf.g_02699	Prap.g_00545
OG0000146	Syaf.g_01851	Prap.g_01122
OG0000147	Syaf.g_01850	Prap.g_01123
OG0000148	Syaf.g_02028	Prap.g_00766
OG0000149	Syaf.g_01371	Prap.g_00734
OG0000150	Syaf.g_02645	Prap.g_00724
OG0000151	Syaf.g_02091	Prap.g_00848
OG0000152	Syaf.g_01861	Prap.g_00257
OG0000153	Syaf.g_01904	Prap.g_00276
OG0000154	Syaf.g_01930	Prap.g_00296
OG0000155	Syaf.g_01324	Prap.g_00435
OG0000156	Syaf.g_01270	Prap.g_00550
OG0000157	Syaf.g_01269	Prap.g_00551
OG0000158	Syaf.g_00364	Prap.g_01598
OG0000159	Syaf.g_00311	Prap.g_00890
OG0000160	Syaf.g_02418	Prap.g_00122
OG0000161	Syaf.g_02424	Prap.g_00128
OG0000162	Syaf.g_02431	Prap.g_00134
OG0000163	Syaf.g_01105	Prap.g_00173
OG0000164	Syaf.g_00999	Prap.g_01754
OG0000165	Syaf.g_01197	Prap.g_01747
OG0000166	Syaf.g_00133	Prap.g_01680
OG0000167	Syaf.g_00350	Prap.g_01608
OG0000168	Syaf.g_00365	Prap.g_01597
OG0000169	Syaf.g_00376	Prap.g_01587
OG0000170	Syaf.g_00383	Prap.g_01584
OG0000171	Syaf.g_00413	Prap.g_01564
OG0000172	Syaf.g_00419	Prap.g_01557
OG0000173	Syaf.g_00438	Prap.g_01542
OG0000174	Syaf.g_00603	Prap.g_01513
OG0000175	Syaf.g_00531	Prap.g_01500
OG0000176	Syaf.g_00494	Prap.g_00050
OG0000177	Syaf.g_00493	Prap.g_00049
OG0000178	Syaf.g_00492	Prap.g_00048
OG0000179	Syaf.g_00477	Prap.g_00939
OG0000180	Syaf.g_00476	Prap.g_00938
OG0000181	Syaf.g_00475	Prap.g_00937
OG0000182	Syaf.g_00474	Prap.g_00936
OG0000183	Syaf.g_00470	Prap.g_00932
OG0000184	Syaf.g_00664	Prap.g_00906
OG0000185	Syaf.g_00684	Prap.g_00903
OG0000186	Syaf.g_00968	Prap.g_00887
OG0000187	Syaf.g_00966	Prap.g_00886
OG0000188	Syaf.g_00944	Prap.g_01096
OG0000189	Syaf.g_00916	Prap.g_01082
OG0000190	Syaf.g_00914	Prap.g_01080
OG0000191	Syaf.g_00877	Prap.g_01057
OG0000192	Syaf.g_00871	Prap.g_01052
OG0000193	Syaf.g_00832	Prap.g_01025
OG0000194	Syaf.g_00829	Prap.g_01022
OG0000195	Syaf.g_00827	Prap.g_01020
OG0000196	Syaf.g_00816	Prap.g_01009
OG0000197	Syaf.g_00815	Prap.g_01008
OG0000198	Syaf.g_00814	Prap.g_01007
OG0000199	Syaf.g_00806	Prap.g_01000
OG0000200	Syaf.g_00789	Prap.g_00986
OG0000201	Syaf.g_00771	Prap.g_00977
OG0000202	Syaf.g_00770	Prap.g_00976
OG0000203	Syaf.g_00769	Prap.g_00975
OG0000204	Syaf.g_00768	Prap.g_00974
OG0000205	Syaf.g_00761	Prap.g_00967
OG0000206	Syaf.g_00736	Prap.g_00962
OG0000207	Syaf.g_00735	Prap.g_00959
OG0000208	Syaf.g_00734	Prap.g_00958
OG0000209	Syaf.g_00714	Prap.g_00949
OG0000210	Syaf.g_00713	Prap.g_00948
OG0000211	Syaf.g_02791	Prap.g_01479
OG0000212	Syaf.g_02781	Prap.g_01471
OG0000213	Syaf.g_00210	Prap.g_01453
OG0000214	Syaf.g_00226	Prap.g_01443
OG0000215	Syaf.g_00258	Prap.g_01416
OG0000216	Syaf.g_00262	Prap.g_01415
OG0000217	Syaf.g_00266	Prap.g_01412
OG0000218	Syaf.g_00268	Prap.g_01410
OG0000219	Syaf.g_00269	Prap.g_01409
OG0000220	Syaf.g_00270	Prap.g_01408
OG0000221	Syaf.g_02597, Syaf.g_00273	Prap.g_01407
OG0000222	Syaf.g_00287	Prap.g_01400
OG0000223	Syaf.g_00317	Prap.g_01388
OG0000224	Syaf.g_00324	Prap.g_01386
OG0000225	Syaf.g_00007	Prap.g_01360
OG0000226	Syaf.g_00003	Prap.g_01356
OG0000227	Syaf.g_00001	Prap.g_01354
OG0000228	Syaf.g_02808	Prap.g_01350
OG0000229	Syaf.g_01214	Prap.g_01330
OG0000230	Syaf.g_01216	Prap.g_01328
OG0000231	Syaf.g_01236	Prap.g_01317
OG0000232	Syaf.g_02536	Prap.g_01306
OG0000233	Syaf.g_02528	Prap.g_01300
OG0000234	Syaf.g_02497	Prap.g_01291
OG0000235	Syaf.g_02722	Prap.g_01288
OG0000236	Syaf.g_02707	Prap.g_01274
OG0000237	Syaf.g_02690	Prap.g_01261
OG0000238	Syaf.g_02685	Prap.g_01255
OG0000239	Syaf.g_02669	Prap.g_01244
OG0000240	Syaf.g_02668	Prap.g_01243
OG0000241	Syaf.g_02322	Prap.g_01239
OG0000242	Syaf.g_02656	Prap.g_01237
OG0000243	Syaf.g_02634	Prap.g_01226
OG0000244	Syaf.g_02627	Prap.g_01223
OG0000245	Syaf.g_02625	Prap.g_01221
OG0000246	Syaf.g_02621	Prap.g_01217
OG0000247	Syaf.g_02610	Prap.g_01207
OG0000248	Syaf.g_02607	Prap.g_01204
OG0000249	Syaf.g_02605	Prap.g_01202
OG0000250	Syaf.g_02593	Prap.g_01197
OG0000251	Syaf.g_02568	Prap.g_01177
OG0000252	Syaf.g_02565	Prap.g_01174
OG0000253	Syaf.g_02564	Prap.g_01173
OG0000254	Syaf.g_02371	Prap.g_01156
OG0000255	Syaf.g_02352	Prap.g_01150
OG0000256	Syaf.g_02329	Prap.g_01140
OG0000257	Syaf.g_02323	Prap.g_00397
OG0000258	Syaf.g_02301	Prap.g_00383
OG0000259	Syaf.g_02137	Prap.g_00366
OG0000260	Syaf.g_02134	Prap.g_00363
OG0000261	Syaf.g_02131	Prap.g_00360
OG0000262	Syaf.g_02126	Prap.g_00356
OG0000263	Syaf.g_01585	Prap.g_00820
OG0000264	Syaf.g_01473	Prap.g_00809
OG0000265	Syaf.g_01196	Prap.g_00791
OG0000266	Syaf.g_01967	Prap.g_00337
OG0000267	Syaf.g_01787	Prap.g_00325
OG0000268	Syaf.g_00307, Syaf.g_01788	Prap.g_00324
OG0000269	Syaf.g_02054	Prap.g_00788
OG0000270	Syaf.g_02051	Prap.g_00785
OG0000271	Syaf.g_02043	Prap.g_00777
OG0000272	Syaf.g_02042	Prap.g_00776
OG0000273	Syaf.g_01392	Prap.g_00752
OG0000274	Syaf.g_01391	Prap.g_00751
OG0000275	Syaf.g_01386	Prap.g_00748
OG0000276	Syaf.g_01379	Prap.g_00742
OG0000277	Syaf.g_01378	Prap.g_00741
OG0000278	Syaf.g_01375	Prap.g_00738
OG0000279	Syaf.g_01367	Prap.g_00731
OG0000280	Syaf.g_01337	Prap.g_00730
OG0000281	Syaf.g_01636	Prap.g_00723
OG0000282	Syaf.g_02101	Prap.g_00856
OG0000283	Syaf.g_01804	Prap.g_00680
OG0000284	Syaf.g_01810	Prap.g_00675
OG0000285	Syaf.g_01842	Prap.g_00243
OG0000286	Syaf.g_01860	Prap.g_00256
OG0000287	Syaf.g_01896	Prap.g_00522
OG0000288	Syaf.g_01929	Prap.g_00295
OG0000289	Syaf.g_01943	Prap.g_00311
OG0000290	Syaf.g_01439	Prap.g_00705
OG0000291	Syaf.g_01441	Prap.g_00707
OG0000292	Syaf.g_00505	Prap.g_00501
OG0000293	Syaf.g_01277	Prap.g_00466
OG0000294	Syaf.g_01278	Prap.g_00465
OG0000295	Syaf.g_01316	Prap.g_00442
OG0000296	Syaf.g_01318	Prap.g_00440
OG0000297	Syaf.g_01607	Prap.g_00431
OG0000298	Syaf.g_01606	Prap.g_00430
OG0000299	Syaf.g_01578	Prap.g_00411
OG0000300	Syaf.g_01571	Prap.g_00408
OG0000301	Syaf.g_01570	Prap.g_00407
OG0000302	Syaf.g_01568	Prap.g_00405
OG0000303	Syaf.g_01559	Prap.g_00399
OG0000304	Syaf.g_01551	Prap.g_01135
OG0000305	Syaf.g_01444	Prap.g_00499
OG0000306	Syaf.g_01332	Prap.g_00719
OG0000307	Syaf.g_02742	Prap.g_00068
OG0000308	Syaf.g_02744	Prap.g_00069
OG0000309	Syaf.g_02749	Prap.g_00073
OG0000310	Syaf.g_02387	Prap.g_00107
OG0000311	Syaf.g_02391	Prap.g_00109
OG0000312	Syaf.g_02397	Prap.g_00112
OG0000313	Syaf.g_02421	Prap.g_00125
OG0000314	Syaf.g_02458	Prap.g_00148
OG0000315	Syaf.g_02468	Prap.g_00158
OG0000316	Syaf.g_01088	Prap.g_00183
OG0000317	Syaf.g_01040	Prap.g_01782
OG0000318	Syaf.g_01032	Prap.g_01778
OG0000319	Syaf.g_01015	Prap.g_01765
OG0000320	Syaf.g_01013	Prap.g_01763
OG0000321	Syaf.g_01012	Prap.g_01762
OG0000322	Syaf.g_01011	Prap.g_01761
OG0000323	Syaf.g_00997	Prap.g_01751
OG0000324	Syaf.g_01164	Prap.g_01724
OG0000325	Syaf.g_00176	Prap.g_01713
OG0000326	Syaf.g_00169	Prap.g_01706
OG0000327	Syaf.g_00138	Prap.g_01685
OG0000328	Syaf.g_00137	Prap.g_01684
OG0000329	Syaf.g_00119	Prap.g_01667
OG0000330	Syaf.g_00118	Prap.g_01666
OG0000331	Syaf.g_00117	Prap.g_01665
OG0000332	Syaf.g_00102	Prap.g_01651
OG0000333	Syaf.g_00099	Prap.g_01648, Prap.g_01649
OG0000334	Syaf.g_00090	Prap.g_01639
OG0000335	Syaf.g_00085	Prap.g_01634
OG0000336	Syaf.g_00081	Prap.g_01630
OG0000337	Syaf.g_00344	Prap.g_01612
OG0000338	Syaf.g_00348	Prap.g_01611
OG0000339	Syaf.g_00355	Prap.g_01605
OG0000340	Syaf.g_00366	Prap.g_01596
OG0000341	Syaf.g_00368	Prap.g_01594
OG0000342	Syaf.g_00369	Prap.g_01593
OG0000343	Syaf.g_00370	Prap.g_01592
OG0000344	Syaf.g_00374	Prap.g_01589
OG0000345	Syaf.g_00384	Prap.g_01583
OG0000346	Syaf.g_00389	Prap.g_01579
OG0000347	Syaf.g_00415	Prap.g_01562
OG0000348	Syaf.g_00427	Prap.g_01554
OG0000349	Syaf.g_00445	Prap.g_01537
OG0000350	Syaf.g_00162	Prap.g_00623
OG0000351	Syaf.g_00528	Prap.g_01497
OG0000352	Syaf.g_00527	Prap.g_01496
OG0000353	Syaf.g_00499	Prap.g_00055
OG0000355	Syaf.g_00497	Prap.g_00053
OG0000356	Syaf.g_00496	Prap.g_00052
OG0000357	Syaf.g_00495	Prap.g_00051
OG0000358	Syaf.g_00491	Prap.g_00047
OG0000359	Syaf.g_00489	Prap.g_00046
OG0000360	Syaf.g_00488	Prap.g_00045
OG0000361	Syaf.g_00487	Prap.g_00044
OG0000362	Syaf.g_00485	Prap.g_00042
OG0000363	Syaf.g_00483	Prap.g_00941
OG0000364	Syaf.g_00482	Prap.g_00940
OG0000365	Syaf.g_00473	Prap.g_00935
OG0000366	Syaf.g_00472	Prap.g_00934
OG0000367	Syaf.g_00471	Prap.g_00933
OG0000368	Syaf.g_00469	Prap.g_00931
OG0000369	Syaf.g_00468	Prap.g_00930
OG0000370	Syaf.g_00467	Prap.g_00929
OG0000371	Syaf.g_00458	Prap.g_00922
OG0000372	Syaf.g_00453	Prap.g_00919
OG0000373	Syaf.g_00452	Prap.g_00918
OG0000374	Syaf.g_00451	Prap.g_00917
OG0000375	Syaf.g_00449	Prap.g_00915
OG0000376	Syaf.g_00447	Prap.g_00913
OG0000377	Syaf.g_00654	Prap.g_00909
OG0000378	Syaf.g_00668	Prap.g_00905
OG0000379	Syaf.g_00686	Prap.g_00902
OG0000380	Syaf.g_00965	Prap.g_00885
OG0000381	Syaf.g_00962	Prap.g_00880
OG0000382	Syaf.g_00945	Prap.g_01097
OG0000383	Syaf.g_00941	Prap.g_01095
OG0000384	Syaf.g_00940	Prap.g_01094
OG0000385	Syaf.g_00939	Prap.g_01093
OG0000386	Syaf.g_00938	Prap.g_01092
OG0000387	Syaf.g_00912	Prap.g_01078
OG0000388	Syaf.g_00908	Prap.g_01074
OG0000389	Syaf.g_00904	Prap.g_01071
OG0000390	Syaf.g_00883	Prap.g_01061
OG0000391	Syaf.g_00878	Prap.g_01058
OG0000392	Syaf.g_00872	Prap.g_01054
OG0000393	Syaf.g_00870	Prap.g_01051
OG0000394	Syaf.g_00869	Prap.g_01050
OG0000395	Syaf.g_00868	Prap.g_01049
OG0000396	Syaf.g_00865	Prap.g_01047
OG0000397	Syaf.g_00863	Prap.g_01045
OG0000398	Syaf.g_00858	Prap.g_01042
OG0000399	Syaf.g_00857	Prap.g_01041
OG0000400	Syaf.g_00856	Prap.g_01040
OG0000401	Syaf.g_00855	Prap.g_01039
OG0000402	Syaf.g_00852	Prap.g_00319
OG0000403	Syaf.g_00851	Prap.g_01037
OG0000404	Syaf.g_00850	Prap.g_01036
OG0000405	Syaf.g_00835	Prap.g_01032
OG0000406	Syaf.g_00831	Prap.g_01024
OG0000407	Syaf.g_00830	Prap.g_01023
OG0000408	Syaf.g_00828	Prap.g_01021
OG0000409	Syaf.g_00826	Prap.g_01019
OG0000410	Syaf.g_00825	Prap.g_01018
OG0000411	Syaf.g_00824	Prap.g_01017
OG0000412	Syaf.g_00823	Prap.g_01016
OG0000413	Syaf.g_00821	Prap.g_01014
OG0000414	Syaf.g_00820	Prap.g_01013
OG0000415	Syaf.g_00819	Prap.g_01012
OG0000416	Syaf.g_00818	Prap.g_01011
OG0000417	Syaf.g_00817	Prap.g_01010
OG0000418	Syaf.g_00812	Prap.g_01005
OG0000419	Syaf.g_00810	Prap.g_01003
OG0000420	Syaf.g_00808	Prap.g_01002
OG0000421	Syaf.g_00803	Prap.g_00997
OG0000422	Syaf.g_00802	Prap.g_00996
OG0000423	Syaf.g_00801	Prap.g_00995
OG0000424	Syaf.g_00800	Prap.g_00994
OG0000425	Syaf.g_00799	Prap.g_00993
OG0000426	Syaf.g_00798	Prap.g_00992
OG0000427	Syaf.g_00797	Prap.g_00991
OG0000428	Syaf.g_00794	Prap.g_00989
OG0000429	Syaf.g_00792	Prap.g_00988
OG0000430	Syaf.g_00790	Prap.g_00987
OG0000431	Syaf.g_00786	Prap.g_00985
OG0000432	Syaf.g_00779	Prap.g_00981
OG0000433	Syaf.g_00777	Prap.g_00980
OG0000434	Syaf.g_00776	Prap.g_00979
OG0000435	Syaf.g_00772	Prap.g_00978
OG0000436	Syaf.g_00767	Prap.g_00973
OG0000437	Syaf.g_00766	Prap.g_00972
OG0000438	Syaf.g_00765	Prap.g_00971
OG0000439	Syaf.g_00763	Prap.g_00969
OG0000440	Syaf.g_00762	Prap.g_00968
OG0000441	Syaf.g_00756	Prap.g_00965
OG0000442	Syaf.g_00743	Prap.g_00964
OG0000443	Syaf.g_00739	Prap.g_00963
OG0000444	Syaf.g_00733	Prap.g_00957
OG0000445	Syaf.g_00729	Prap.g_00956
OG0000446	Syaf.g_00728	Prap.g_00955
OG0000447	Syaf.g_00725	Prap.g_00954
OG0000448	Syaf.g_00724	Prap.g_00953
OG0000449	Syaf.g_00723	Prap.g_00952
OG0000450	Syaf.g_00717	Prap.g_00951
OG0000451	Syaf.g_00716	Prap.g_00950
OG0000452	Syaf.g_00712	Prap.g_00947
OG0000453	Syaf.g_00711	Prap.g_00946
OG0000454	Syaf.g_00710	Prap.g_00945
OG0000455	Syaf.g_00709	Prap.g_00944
OG0000456	Syaf.g_00708	Prap.g_00943
OG0000457	Syaf.g_00706	Prap.g_01487
OG0000458	Syaf.g_00705	Prap.g_01486
OG0000459	Syaf.g_00704	Prap.g_01485
OG0000460	Syaf.g_02789	Prap.g_01477
OG0000461	Syaf.g_00183	Prap.g_01469
OG0000462	Syaf.g_00186	Prap.g_01467
OG0000463	Syaf.g_00187	Prap.g_01466
OG0000464	Syaf.g_00188	Prap.g_01465
OG0000465	Syaf.g_00190	Prap.g_01464
OG0000466	Syaf.g_00194	Prap.g_01461
OG0000467	Syaf.g_00196	Prap.g_01460
OG0000468	Syaf.g_00206	Prap.g_01457
OG0000469	Syaf.g_00220	Prap.g_01449
OG0000470	Syaf.g_00222	Prap.g_01447
OG0000471	Syaf.g_00223	Prap.g_01446
OG0000472	Syaf.g_00225	Prap.g_01444
OG0000473	Syaf.g_00227	Prap.g_01442
OG0000474	Syaf.g_00228	Prap.g_01441
OG0000475	Syaf.g_00229	Prap.g_01440
OG0000476	Syaf.g_00231	Prap.g_01438
OG0000477	Syaf.g_00237	Prap.g_01435
OG0000478	Syaf.g_00238	Prap.g_01434
OG0000479	Syaf.g_00239	Prap.g_01433
OG0000480	Syaf.g_00247	Prap.g_01428
OG0000481	Syaf.g_00249	Prap.g_01425
OG0000482	Syaf.g_00250	Prap.g_01424
OG0000483	Syaf.g_00254	Prap.g_01421
OG0000484	Syaf.g_00255	Prap.g_01420
OG0000485	Syaf.g_00256	Prap.g_01418
OG0000486	Syaf.g_00257	Prap.g_01417
OG0000487	Syaf.g_00263	Prap.g_01414
OG0000488	Syaf.g_00267	Prap.g_01411
OG0000489	Syaf.g_00274	Prap.g_01406
OG0000490	Syaf.g_00284	Prap.g_01402
OG0000491	Syaf.g_00285	Prap.g_01401
OG0000492	Syaf.g_00288	Prap.g_01399
OG0000493	Syaf.g_00289	Prap.g_01398
OG0000494	Syaf.g_00290	Prap.g_01397
OG0000495	Syaf.g_00291	Prap.g_01396
OG0000496	Syaf.g_00292	Prap.g_01395
OG0000497	Syaf.g_00293	Prap.g_01394
OG0000498	Syaf.g_00294	Prap.g_01393
OG0000499	Syaf.g_00295	Prap.g_01392
OG0000500	Syaf.g_00296	Prap.g_01391
OG0000501	Syaf.g_00299	Prap.g_01390
OG0000502	Syaf.g_00319	Prap.g_01387
OG0000503	Syaf.g_00023	Prap.g_01372
OG0000504	Syaf.g_00021	Prap.g_01370
OG0000505	Syaf.g_00020	Prap.g_01369
OG0000506	Syaf.g_00018	Prap.g_01368
OG0000507	Syaf.g_00012	Prap.g_01365
OG0000508	Syaf.g_00008	Prap.g_01361
OG0000509	Syaf.g_00006	Prap.g_01359
OG0000510	Syaf.g_00005	Prap.g_01358
OG0000511	Syaf.g_00004	Prap.g_01357
OG0000512	Syaf.g_00002	Prap.g_01355
OG0000513	Syaf.g_02803	Prap.g_01346
OG0000514	Syaf.g_02796	Prap.g_01335
OG0000515	Syaf.g_02795	Prap.g_01334
OG0000516	Syaf.g_01219	Prap.g_01333
OG0000517	Syaf.g_01213	Prap.g_01331
OG0000518	Syaf.g_01230	Prap.g_01320
OG0000519	Syaf.g_01231	Prap.g_01319
OG0000520	Syaf.g_01235	Prap.g_01318
OG0000521	Syaf.g_02542	Prap.g_01310
OG0000522	Syaf.g_02538	Prap.g_01308
OG0000523	Syaf.g_02537	Prap.g_01307
OG0000524	Syaf.g_02531	Prap.g_01302
OG0000525	Syaf.g_02507	Prap.g_01298
OG0000526	Syaf.g_02504	Prap.g_01297
OG0000527	Syaf.g_02500	Prap.g_01294
OG0000528	Syaf.g_02728	Prap.g_01289
OG0000529	Syaf.g_02720	Prap.g_01286
OG0000530	Syaf.g_02717	Prap.g_01283
OG0000531	Syaf.g_02716	Prap.g_01282
OG0000532	Syaf.g_02713	Prap.g_01280
OG0000533	Syaf.g_02712	Prap.g_01279
OG0000534	Syaf.g_02711	Prap.g_01278
OG0000535	Syaf.g_02710	Prap.g_01277
OG0000536	Syaf.g_02709	Prap.g_01276
OG0000537	Syaf.g_02708	Prap.g_01275
OG0000538	Syaf.g_02697	Prap.g_01266
OG0000539	Syaf.g_02696	Prap.g_01265
OG0000540	Syaf.g_02695	Prap.g_01264
OG0000541	Syaf.g_02694	Prap.g_01263
OG0000542	Syaf.g_02691	Prap.g_01262
OG0000543	Syaf.g_02689	Prap.g_01260
OG0000544	Syaf.g_02688	Prap.g_01259
OG0000545	Syaf.g_02686	Prap.g_01257
OG0000546	Syaf.g_02684	Prap.g_01254
OG0000547	Syaf.g_02682	Prap.g_01252
OG0000548	Syaf.g_02681	Prap.g_01251
OG0000549	Syaf.g_02676	Prap.g_01249
OG0000550	Syaf.g_02671	Prap.g_01245
OG0000551	Syaf.g_02666	Prap.g_01242
OG0000552	Syaf.g_02665	Prap.g_01241
OG0000553	Syaf.g_02663	Prap.g_01240
OG0000554	Syaf.g_02653	Prap.g_01235
OG0000555	Syaf.g_02635	Prap.g_01227
OG0000556	Syaf.g_02630	Prap.g_01225
OG0000557	Syaf.g_02628	Prap.g_01224
OG0000558	Syaf.g_02626	Prap.g_01222
OG0000559	Syaf.g_02622	Prap.g_01218
OG0000560	Syaf.g_02619	Prap.g_01215
OG0000561	Syaf.g_02618	Prap.g_01214
OG0000562	Syaf.g_02617	Prap.g_01213
OG0000563	Syaf.g_02616	Prap.g_01212
OG0000564	Syaf.g_02615	Prap.g_01211
