Orthogroup	Syaf	Syam
OG0000147	Syaf.g_01850	Syam.g_01113
OG0000148	Syaf.g_02028	Syam.g_01270
OG0000149	Syaf.g_01371	Syam.g_00725
OG0000150	Syaf.g_02645	Syam.g_00660
OG0000151	Syaf.g_02091	Syam.g_01338
OG0000152	Syaf.g_01861	Syam.g_01124
OG0000153	Syaf.g_01904	Syam.g_01160
OG0000154	Syaf.g_01930	Syam.g_01187
OG0000155	Syaf.g_01324	Syam.g_01763
OG0000156	Syaf.g_01270	Syam.g_01814
OG0000157	Syaf.g_01269	Syam.g_01815
OG0000158	Syaf.g_00364	Syam.g_00139
OG0000160	Syaf.g_02418	Syam.g_01614
OG0000161	Syaf.g_02424	Syam.g_01620
OG0000162	Syaf.g_02431	Syam.g_01627
OG0000163	Syaf.g_01105	Syam.g_01927
OG0000164	Syaf.g_00999	Syam.g_02023
OG0000165	Syaf.g_01197	Syam.g_01879, Syam.g_01878
OG0000166	Syaf.g_00133	Syam.g_00330
OG0000167	Syaf.g_00350	Syam.g_00151
OG0000168	Syaf.g_00365	Syam.g_00138
OG0000169	Syaf.g_00376	Syam.g_00127
OG0000170	Syaf.g_00383	Syam.g_00120
OG0000171	Syaf.g_00413	Syam.g_00097
OG0000172	Syaf.g_00419	Syam.g_00075
OG0000173	Syaf.g_00438	Syam.g_00057
OG0000174	Syaf.g_00603	Syam.g_02349
OG0000175	Syaf.g_00531	Syam.g_02417
OG0000176	Syaf.g_00494	Syam.g_00004
OG0000177	Syaf.g_00493	Syam.g_00005
OG0000178	Syaf.g_00492	Syam.g_00006
OG0000179	Syaf.g_00477	Syam.g_00021
OG0000180	Syaf.g_00476	Syam.g_00022
OG0000181	Syaf.g_00475	Syam.g_00023
OG0000182	Syaf.g_00474	Syam.g_00024
OG0000183	Syaf.g_00470	Syam.g_00028
OG0000184	Syaf.g_00664	Syam.g_02298
OG0000185	Syaf.g_00684	Syam.g_02295
OG0000186	Syaf.g_00968	Syam.g_02058
OG0000187	Syaf.g_00966	Syam.g_02059
OG0000188	Syaf.g_00944	Syam.g_02081
OG0000189	Syaf.g_00916	Syam.g_02108
OG0000190	Syaf.g_00914	Syam.g_02110
OG0000191	Syaf.g_00877	Syam.g_02142
OG0000192	Syaf.g_00871	Syam.g_02148
OG0000193	Syaf.g_00832	Syam.g_02192
OG0000194	Syaf.g_00829	Syam.g_02195
OG0000195	Syaf.g_00827	Syam.g_02197
OG0000196	Syaf.g_00816	Syam.g_02208
OG0000197	Syaf.g_00815	Syam.g_02209
OG0000198	Syaf.g_00814	Syam.g_02210
OG0000199	Syaf.g_00806	Syam.g_02218
OG0000200	Syaf.g_00789	Syam.g_02234
OG0000201	Syaf.g_00771	Syam.g_02248
OG0000202	Syaf.g_00770	Syam.g_02249
OG0000203	Syaf.g_00769	Syam.g_02250
OG0000204	Syaf.g_00768	Syam.g_02251
OG0000205	Syaf.g_00761	Syam.g_02258
OG0000206	Syaf.g_00736	Syam.g_02264
OG0000207	Syaf.g_00735	Syam.g_02266
OG0000208	Syaf.g_00734	Syam.g_02267
OG0000209	Syaf.g_00714	Syam.g_02278
OG0000210	Syaf.g_00713	Syam.g_02279
OG0000211	Syaf.g_02791	Syam.g_00504
OG0000212	Syaf.g_02781	Syam.g_00515
OG0000213	Syaf.g_00210	Syam.g_00263
OG0000214	Syaf.g_00226	Syam.g_00247
OG0000215	Syaf.g_00258	Syam.g_00216
OG0000216	Syaf.g_00262	Syam.g_00212
OG0000217	Syaf.g_00266	Syam.g_00208
OG0000218	Syaf.g_00268	Syam.g_00206
OG0000219	Syaf.g_00269	Syam.g_00205
OG0000220	Syaf.g_00270	Syam.g_00204
OG0000221	Syaf.g_02597, Syaf.g_00273	Syam.g_00198
OG0000222	Syaf.g_00287	Syam.g_00186
OG0000223	Syaf.g_00317	Syam.g_00168
OG0000224	Syaf.g_00324	Syam.g_00164
OG0000225	Syaf.g_00007	Syam.g_00473
OG0000226	Syaf.g_00003	Syam.g_00477
OG0000227	Syaf.g_00001	Syam.g_00479
OG0000228	Syaf.g_02808	Syam.g_00488
OG0000229	Syaf.g_01214	Syam.g_01867
OG0000230	Syaf.g_01216	Syam.g_01865
OG0000231	Syaf.g_01236	Syam.g_01848
OG0000232	Syaf.g_02536	Syam.g_01692
OG0000233	Syaf.g_02528	Syam.g_01678
OG0000234	Syaf.g_02497	Syam.g_01667
OG0000235	Syaf.g_02722	Syam.g_00582
OG0000236	Syaf.g_02707	Syam.g_00597
OG0000237	Syaf.g_02690	Syam.g_00614
OG0000238	Syaf.g_02685	Syam.g_00619
OG0000239	Syaf.g_02669	Syam.g_00637
OG0000240	Syaf.g_02668	Syam.g_00638
OG0000241	Syaf.g_02322	Syam.g_01477
OG0000242	Syaf.g_02656	Syam.g_00649
OG0000243	Syaf.g_02634	Syam.g_00668
OG0000244	Syaf.g_02627	Syam.g_00674
OG0000245	Syaf.g_02625	Syam.g_00676
OG0000246	Syaf.g_02621	Syam.g_00680
OG0000247	Syaf.g_02610	Syam.g_00692
OG0000248	Syaf.g_02607	Syam.g_00695
OG0000249	Syaf.g_02605	Syam.g_00697
OG0000250	Syaf.g_02593	Syam.g_01747
OG0000251	Syaf.g_02568	Syam.g_01722
OG0000252	Syaf.g_02565	Syam.g_01719
OG0000253	Syaf.g_02564	Syam.g_01718
OG0000254	Syaf.g_02371	Syam.g_01510
OG0000255	Syaf.g_02352	Syam.g_01500
OG0000256	Syaf.g_02329	Syam.g_01484
OG0000257	Syaf.g_02323	Syam.g_01478
OG0000258	Syaf.g_02301	Syam.g_01459
OG0000259	Syaf.g_02137	Syam.g_01378
OG0000260	Syaf.g_02134	Syam.g_01375
OG0000261	Syaf.g_02131	Syam.g_01372
OG0000262	Syaf.g_02126	Syam.g_01367
OG0000263	Syaf.g_01585	Syam.g_00885
OG0000264	Syaf.g_01473	Syam.g_00805
OG0000265	Syaf.g_01196	Syam.g_01880
OG0000266	Syaf.g_01967	Syam.g_01234
OG0000267	Syaf.g_01787	Syam.g_01071
OG0000268	Syaf.g_01788	Syam.g_01072
OG0000269	Syaf.g_02054	Syam.g_01295
OG0000270	Syaf.g_02051	Syam.g_01292
OG0000271	Syaf.g_02043	Syam.g_01284
OG0000272	Syaf.g_02042	Syam.g_01283
OG0000273	Syaf.g_01392	Syam.g_00745
OG0000274	Syaf.g_01391	Syam.g_00744
OG0000275	Syaf.g_01386	Syam.g_00741
OG0000276	Syaf.g_01379	Syam.g_00733
OG0000277	Syaf.g_01378	Syam.g_00732
OG0000278	Syaf.g_01375	Syam.g_00729
OG0000279	Syaf.g_01367	Syam.g_00721
OG0000280	Syaf.g_01337	Syam.g_00701
OG0000281	Syaf.g_01636	Syam.g_00943
OG0000282	Syaf.g_02101	Syam.g_01347
OG0000283	Syaf.g_01804	Syam.g_01087
OG0000284	Syaf.g_01810	Syam.g_01093
OG0000285	Syaf.g_01842	Syam.g_01105
OG0000286	Syaf.g_01860	Syam.g_01123
OG0000287	Syaf.g_01896	Syam.g_01153
OG0000288	Syaf.g_01929	Syam.g_01186
OG0000289	Syaf.g_01943	Syam.g_01201
OG0000290	Syaf.g_01439	Syam.g_00771
OG0000291	Syaf.g_01441	Syam.g_00773
OG0000292	Syaf.g_00505	Syam.g_02439
OG0000293	Syaf.g_01277	Syam.g_01806
OG0000294	Syaf.g_01278	Syam.g_01805
OG0000295	Syaf.g_01316	Syam.g_01771
OG0000296	Syaf.g_01318	Syam.g_01769
OG0000297	Syaf.g_01607	Syam.g_00906
OG0000298	Syaf.g_01606	Syam.g_00905
OG0000299	Syaf.g_01578	Syam.g_00878
OG0000300	Syaf.g_01571	Syam.g_00871
OG0000301	Syaf.g_01570	Syam.g_00870
OG0000302	Syaf.g_01568	Syam.g_00868
OG0000303	Syaf.g_01559	Syam.g_00859
OG0000304	Syaf.g_01551	Syam.g_00853
OG0000305	Syaf.g_01444	Syam.g_00776
OG0000306	Syaf.g_01332	Syam.g_01757
OG0000307	Syaf.g_02742	Syam.g_00566
OG0000308	Syaf.g_02744	Syam.g_00564
OG0000309	Syaf.g_02749	Syam.g_00559
OG0000310	Syaf.g_02387	Syam.g_01591
OG0000311	Syaf.g_02391	Syam.g_01595
OG0000312	Syaf.g_02397	Syam.g_01601
OG0000313	Syaf.g_02421	Syam.g_01617
OG0000314	Syaf.g_02458	Syam.g_01647
OG0000315	Syaf.g_02468	Syam.g_01658
OG0000316	Syaf.g_01088	Syam.g_01945
OG0000317	Syaf.g_01040	Syam.g_01987
OG0000318	Syaf.g_01032	Syam.g_01991
OG0000319	Syaf.g_01015	Syam.g_02006
OG0000320	Syaf.g_01013	Syam.g_02008
OG0000321	Syaf.g_01012	Syam.g_02009
OG0000322	Syaf.g_01011	Syam.g_02010
OG0000323	Syaf.g_00997	Syam.g_02025
OG0000324	Syaf.g_01164	Syam.g_01906
OG0000325	Syaf.g_00176	Syam.g_00289
OG0000326	Syaf.g_00169	Syam.g_00296
OG0000327	Syaf.g_00138	Syam.g_00325
OG0000328	Syaf.g_00137	Syam.g_00326
OG0000329	Syaf.g_00119	Syam.g_00344
OG0000330	Syaf.g_00118	Syam.g_00345
OG0000331	Syaf.g_00117	Syam.g_00346
OG0000332	Syaf.g_00102	Syam.g_00361
OG0000333	Syaf.g_00099	Syam.g_00364
OG0000334	Syaf.g_00090	Syam.g_00375
OG0000335	Syaf.g_00085	Syam.g_00380
OG0000336	Syaf.g_00081	Syam.g_00384
OG0000337	Syaf.g_00344	Syam.g_00155
OG0000338	Syaf.g_00348	Syam.g_00153
OG0000339	Syaf.g_00355	Syam.g_00147
OG0000340	Syaf.g_00366	Syam.g_00137
OG0000341	Syaf.g_00368	Syam.g_00135
OG0000342	Syaf.g_00369	Syam.g_00134
OG0000343	Syaf.g_00370	Syam.g_00133
OG0000344	Syaf.g_00374	Syam.g_00129
OG0000345	Syaf.g_00384	Syam.g_00119
OG0000346	Syaf.g_00389	Syam.g_00114
OG0000347	Syaf.g_00415	Syam.g_00083
OG0000348	Syaf.g_00427	Syam.g_00068
OG0000349	Syaf.g_00445	Syam.g_00050
OG0000350	Syaf.g_00162	Syam.g_00303
OG0000351	Syaf.g_00528	Syam.g_02420
OG0000352	Syaf.g_00527	Syam.g_02421
OG0000353	Syaf.g_00499	Syam.g_02445
OG0000354	Syaf.g_02680	Syam.g_00626, Syam.g_00625
OG0000355	Syaf.g_00497	Syam.g_00001
OG0000356	Syaf.g_00496	Syam.g_00002
OG0000357	Syaf.g_00495	Syam.g_00003
OG0000358	Syaf.g_00491	Syam.g_00007
OG0000359	Syaf.g_00489	Syam.g_00009
OG0000360	Syaf.g_00488	Syam.g_00010
OG0000361	Syaf.g_00487	Syam.g_00011
OG0000362	Syaf.g_00485	Syam.g_00013
OG0000363	Syaf.g_00483	Syam.g_00015
OG0000364	Syaf.g_00482	Syam.g_00016
OG0000365	Syaf.g_00473	Syam.g_00025
OG0000366	Syaf.g_00472	Syam.g_00026
OG0000367	Syaf.g_00471	Syam.g_00027
OG0000368	Syaf.g_00469	Syam.g_00029
OG0000369	Syaf.g_00468	Syam.g_00030
OG0000370	Syaf.g_00467	Syam.g_00031
OG0000371	Syaf.g_00458	Syam.g_00038
OG0000372	Syaf.g_00453	Syam.g_00043
OG0000373	Syaf.g_00452	Syam.g_00044
OG0000374	Syaf.g_00451	Syam.g_00045
OG0000375	Syaf.g_00449	Syam.g_00046
OG0000376	Syaf.g_00447	Syam.g_00048
OG0000377	Syaf.g_00654	Syam.g_02306
OG0000378	Syaf.g_00668	Syam.g_02297
OG0000379	Syaf.g_00686	Syam.g_02294
OG0000380	Syaf.g_00965	Syam.g_02060
OG0000381	Syaf.g_00962	Syam.g_02063
OG0000382	Syaf.g_00945	Syam.g_02080
OG0000383	Syaf.g_00941	Syam.g_02083
OG0000384	Syaf.g_00940	Syam.g_02084
OG0000385	Syaf.g_00939	Syam.g_02085
OG0000386	Syaf.g_00938	Syam.g_02086
OG0000387	Syaf.g_00912	Syam.g_02112
OG0000388	Syaf.g_00908	Syam.g_02116
OG0000389	Syaf.g_00904	Syam.g_02120
OG0000390	Syaf.g_00883	Syam.g_02136
OG0000391	Syaf.g_00878	Syam.g_02141
OG0000392	Syaf.g_00872	Syam.g_02147
OG0000393	Syaf.g_00870	Syam.g_02149
OG0000394	Syaf.g_00869	Syam.g_02150
OG0000395	Syaf.g_00868	Syam.g_02151
OG0000396	Syaf.g_00865	Syam.g_02153
OG0000397	Syaf.g_00863	Syam.g_02160
OG0000398	Syaf.g_00858	Syam.g_02165
OG0000399	Syaf.g_00857	Syam.g_02166
OG0000400	Syaf.g_00856	Syam.g_02167
OG0000401	Syaf.g_00855	Syam.g_02168
OG0000402	Syaf.g_00852	Syam.g_02171
OG0000403	Syaf.g_00851	Syam.g_02172
OG0000404	Syaf.g_00850	Syam.g_02173
OG0000405	Syaf.g_00835	Syam.g_02189
OG0000406	Syaf.g_00831	Syam.g_02193
OG0000407	Syaf.g_00830	Syam.g_02194
OG0000408	Syaf.g_00828	Syam.g_02196
OG0000409	Syaf.g_00826	Syam.g_02198
OG0000410	Syaf.g_00825	Syam.g_02199
OG0000411	Syaf.g_00824	Syam.g_02200
OG0000412	Syaf.g_00823	Syam.g_02201
OG0000413	Syaf.g_00821	Syam.g_02203
OG0000414	Syaf.g_00820	Syam.g_02204
OG0000415	Syaf.g_00819	Syam.g_02205
OG0000416	Syaf.g_00818	Syam.g_02206
OG0000417	Syaf.g_00817	Syam.g_02207
OG0000418	Syaf.g_00812	Syam.g_02212
OG0000419	Syaf.g_00810	Syam.g_02214
OG0000420	Syaf.g_00808	Syam.g_02216
OG0000421	Syaf.g_00803	Syam.g_02221
OG0000422	Syaf.g_00802	Syam.g_02222
OG0000423	Syaf.g_00801	Syam.g_02223
OG0000424	Syaf.g_00800	Syam.g_02224
OG0000425	Syaf.g_00799	Syam.g_02225
OG0000426	Syaf.g_00798	Syam.g_02226
OG0000427	Syaf.g_00797	Syam.g_02227
OG0000428	Syaf.g_00794	Syam.g_02230
OG0000429	Syaf.g_00792	Syam.g_02232
OG0000430	Syaf.g_00790	Syam.g_02233
OG0000431	Syaf.g_00786	Syam.g_02237
OG0000432	Syaf.g_00779	Syam.g_02243
OG0000433	Syaf.g_00777	Syam.g_02244
OG0000434	Syaf.g_00776	Syam.g_02245
OG0000435	Syaf.g_00772	Syam.g_02246
OG0000436	Syaf.g_00767	Syam.g_02252
OG0000437	Syaf.g_00766	Syam.g_02253
OG0000438	Syaf.g_00765	Syam.g_02254
OG0000439	Syaf.g_00763	Syam.g_02256
OG0000440	Syaf.g_00762	Syam.g_02257
OG0000441	Syaf.g_00756	Syam.g_02261
OG0000442	Syaf.g_00743	Syam.g_02262
OG0000443	Syaf.g_00739	Syam.g_02263
OG0000444	Syaf.g_00733	Syam.g_02268
OG0000445	Syaf.g_00729	Syam.g_02269
OG0000446	Syaf.g_00728	Syam.g_02270
OG0000447	Syaf.g_00725	Syam.g_02272
OG0000448	Syaf.g_00724	Syam.g_02273
OG0000449	Syaf.g_00723	Syam.g_02274
OG0000450	Syaf.g_00717	Syam.g_02275
OG0000451	Syaf.g_00716	Syam.g_02276
OG0000452	Syaf.g_00712	Syam.g_02280
OG0000453	Syaf.g_00711	Syam.g_02281
OG0000454	Syaf.g_00710	Syam.g_02282
OG0000455	Syaf.g_00709	Syam.g_02283
OG0000456	Syaf.g_00708	Syam.g_02284
OG0000457	Syaf.g_00706	Syam.g_02286
OG0000458	Syaf.g_00705	Syam.g_02287
OG0000459	Syaf.g_00704	Syam.g_02288
OG0000460	Syaf.g_02789	Syam.g_00506
OG0000461	Syaf.g_00183	Syam.g_00284
OG0000462	Syaf.g_00186	Syam.g_00281
OG0000463	Syaf.g_00187	Syam.g_00280
OG0000464	Syaf.g_00188	Syam.g_00279
OG0000465	Syaf.g_00190	Syam.g_00277
OG0000466	Syaf.g_00194	Syam.g_00273
OG0000467	Syaf.g_00196	Syam.g_00271
OG0000468	Syaf.g_00206	Syam.g_00266
OG0000469	Syaf.g_00220	Syam.g_00253
OG0000470	Syaf.g_00222	Syam.g_00251
OG0000471	Syaf.g_00223	Syam.g_00250
OG0000472	Syaf.g_00225	Syam.g_00248
OG0000473	Syaf.g_00227	Syam.g_00246
OG0000474	Syaf.g_00228	Syam.g_00245
OG0000475	Syaf.g_00229	Syam.g_00244
OG0000476	Syaf.g_00231	Syam.g_00242
OG0000477	Syaf.g_00237	Syam.g_00236
OG0000478	Syaf.g_00238	Syam.g_00235
OG0000479	Syaf.g_00239	Syam.g_00234
OG0000480	Syaf.g_00247	Syam.g_00227
OG0000481	Syaf.g_00249	Syam.g_00225
OG0000482	Syaf.g_00250	Syam.g_00224
OG0000483	Syaf.g_00254	Syam.g_00220
OG0000484	Syaf.g_00255	Syam.g_00219
OG0000485	Syaf.g_00256	Syam.g_00218
OG0000486	Syaf.g_00257	Syam.g_00217
OG0000487	Syaf.g_00263	Syam.g_00211
OG0000488	Syaf.g_00267	Syam.g_00207
OG0000489	Syaf.g_00274	Syam.g_00197
OG0000490	Syaf.g_00284	Syam.g_00189
OG0000491	Syaf.g_00285	Syam.g_00187
OG0000492	Syaf.g_00288	Syam.g_00185
OG0000493	Syaf.g_00289	Syam.g_00184
OG0000494	Syaf.g_00290	Syam.g_00183
OG0000495	Syaf.g_00291	Syam.g_00182
OG0000496	Syaf.g_00292	Syam.g_00181
OG0000497	Syaf.g_00293	Syam.g_00180
OG0000498	Syaf.g_00294	Syam.g_00179
OG0000499	Syaf.g_00295	Syam.g_00178
OG0000500	Syaf.g_00296	Syam.g_00177
OG0000501	Syaf.g_00299	Syam.g_00174
OG0000502	Syaf.g_00319	Syam.g_00165
OG0000503	Syaf.g_00023	Syam.g_00457
OG0000504	Syaf.g_00021	Syam.g_00459
OG0000505	Syaf.g_00020	Syam.g_00460
OG0000506	Syaf.g_00018	Syam.g_00462
OG0000507	Syaf.g_00012	Syam.g_00468
OG0000508	Syaf.g_00008	Syam.g_00472
OG0000509	Syaf.g_00006	Syam.g_00474
OG0000510	Syaf.g_00005	Syam.g_00475
OG0000511	Syaf.g_00004	Syam.g_00476
OG0000512	Syaf.g_00002	Syam.g_00478
OG0000513	Syaf.g_02803	Syam.g_00493
OG0000514	Syaf.g_02796	Syam.g_00499
OG0000515	Syaf.g_02795	Syam.g_00500
OG0000516	Syaf.g_01219	Syam.g_01862
OG0000517	Syaf.g_01213	Syam.g_01868
OG0000518	Syaf.g_01230	Syam.g_01851
OG0000519	Syaf.g_01231	Syam.g_01850
OG0000520	Syaf.g_01235	Syam.g_01849
OG0000521	Syaf.g_02542	Syam.g_01696
OG0000522	Syaf.g_02538	Syam.g_01694
OG0000523	Syaf.g_02537	Syam.g_01693
OG0000524	Syaf.g_02531	Syam.g_01681
OG0000525	Syaf.g_02507	Syam.g_01677
OG0000526	Syaf.g_02504	Syam.g_01674
OG0000527	Syaf.g_02500	Syam.g_01670
OG0000528	Syaf.g_02728	Syam.g_00580
OG0000529	Syaf.g_02720	Syam.g_00584
OG0000530	Syaf.g_02717	Syam.g_00587
OG0000531	Syaf.g_02716	Syam.g_00588
OG0000532	Syaf.g_02713	Syam.g_00591
OG0000533	Syaf.g_02712	Syam.g_00592
OG0000534	Syaf.g_02711	Syam.g_00593
OG0000535	Syaf.g_02710	Syam.g_00594
OG0000536	Syaf.g_02709	Syam.g_00595
OG0000537	Syaf.g_02708	Syam.g_00596
OG0000538	Syaf.g_02697	Syam.g_00607
OG0000539	Syaf.g_02696	Syam.g_00608
OG0000540	Syaf.g_02695	Syam.g_00609
OG0000541	Syaf.g_02694	Syam.g_00610
OG0000542	Syaf.g_02691	Syam.g_00613
OG0000543	Syaf.g_02689	Syam.g_00615
OG0000544	Syaf.g_02688	Syam.g_00616
OG0000545	Syaf.g_02686	Syam.g_00618
OG0000546	Syaf.g_02684	Syam.g_00620
OG0000547	Syaf.g_02682	Syam.g_00622
