Orthogroup	Syaf	Syah
OG0000129	Syaf.g_00651	Syah.g_00516
OG0000130	Syaf.g_00963	Syah.g_02483
OG0000131	Syaf.g_00833	Syah.g_00052
OG0000132	Syaf.g_00813	Syah.g_00072
OG0000133	Syaf.g_01857	Syah.g_01618
OG0000134	Syaf.g_02804	Syah.g_00891
OG0000135	Syaf.g_00605	Syah.g_00465
OG0000136	Syaf.g_01224	Syah.g_02227
OG0000137	Syaf.g_02498	Syah.g_01221
OG0000138	Syaf.g_02705	Syah.g_01013
OG0000139	Syaf.g_02648	Syah.g_01070
OG0000140	Syaf.g_02646	Syah.g_01071
OG0000141	Syaf.g_02375	Syah.g_01981
OG0000142	Syaf.g_02310	Syah.g_01935
OG0000143	Syaf.g_02306	Syah.g_01931
OG0000144	Syaf.g_01735	Syah.g_01824
OG0000145	Syaf.g_02699	Syah.g_01019
OG0000146	Syaf.g_01851	Syah.g_01612
OG0000147	Syaf.g_01850	Syah.g_01611
OG0000148	Syaf.g_02028	Syah.g_01758
OG0000149	Syaf.g_01371	Syah.g_02096
OG0000150	Syaf.g_02645	Syah.g_01980
OG0000151	Syaf.g_02091	Syah.g_01820
OG0000152	Syaf.g_01861	Syah.g_01622
OG0000153	Syaf.g_01904	Syah.g_01656
OG0000154	Syaf.g_01930	Syah.g_01682
OG0000155	Syaf.g_01324	Syah.g_02123
OG0000156	Syaf.g_01270	Syah.g_02185
OG0000157	Syaf.g_01269	Syah.g_02186
OG0000158	Syaf.g_00364	Syah.g_00204
OG0000160	Syaf.g_02418	Syah.g_01289
OG0000161	Syaf.g_02424	Syah.g_01282
OG0000162	Syaf.g_02431	Syah.g_01276
OG0000163	Syaf.g_01105	Syah.g_02315
OG0000164	Syaf.g_00999	Syah.g_02423
OG0000165	Syaf.g_01197	Syah.g_02251
OG0000166	Syaf.g_00133	Syah.g_00747
OG0000167	Syaf.g_00350	Syah.g_00183
OG0000168	Syaf.g_00365	Syah.g_00205
OG0000169	Syaf.g_00376	Syah.g_00237
OG0000170	Syaf.g_00383	Syah.g_00245
OG0000171	Syaf.g_00413	Syah.g_00271
OG0000172	Syaf.g_00419	Syah.g_00293
OG0000173	Syaf.g_00438	Syah.g_00313
OG0000174	Syaf.g_00603	Syah.g_00461
OG0000175	Syaf.g_00531	Syah.g_00402
OG0000176	Syaf.g_00494	Syah.g_00369
OG0000177	Syaf.g_00493	Syah.g_00368
OG0000178	Syaf.g_00492	Syah.g_00367
OG0000179	Syaf.g_00477	Syah.g_00355
OG0000180	Syaf.g_00476	Syah.g_00354
OG0000181	Syaf.g_00475	Syah.g_00353
OG0000182	Syaf.g_00474	Syah.g_00352
OG0000183	Syaf.g_00470	Syah.g_00348
OG0000184	Syaf.g_00664	Syah.g_00525
OG0000185	Syaf.g_00684	Syah.g_00528
OG0000186	Syaf.g_00968	Syah.g_02479
OG0000187	Syaf.g_00966	Syah.g_02480
OG0000188	Syaf.g_00944	Syah.g_02501
OG0000189	Syaf.g_00916	Syah.g_02526
OG0000190	Syaf.g_00914	Syah.g_02528
OG0000191	Syaf.g_00877	Syah.g_00008
OG0000192	Syaf.g_00871	Syah.g_00013
OG0000193	Syaf.g_00832	Syah.g_00053
OG0000194	Syaf.g_00829	Syah.g_00056
OG0000195	Syaf.g_00827	Syah.g_00058
OG0000196	Syaf.g_00816	Syah.g_00069
OG0000197	Syaf.g_00815	Syah.g_00070
OG0000198	Syaf.g_00814	Syah.g_00071
OG0000199	Syaf.g_00806	Syah.g_00079
OG0000200	Syaf.g_00789	Syah.g_00616
OG0000201	Syaf.g_00771	Syah.g_00601
OG0000202	Syaf.g_00770	Syah.g_00600
OG0000203	Syaf.g_00769	Syah.g_00599
OG0000204	Syaf.g_00768	Syah.g_00598
OG0000205	Syaf.g_00761	Syah.g_00591
OG0000206	Syaf.g_00736	Syah.g_00578
OG0000207	Syaf.g_00735	Syah.g_00575
OG0000208	Syaf.g_00734	Syah.g_00574
OG0000209	Syaf.g_00714	Syah.g_00544
OG0000210	Syaf.g_00713	Syah.g_00543
OG0000211	Syaf.g_02791	Syah.g_00904
OG0000212	Syaf.g_02781	Syah.g_00913
OG0000213	Syaf.g_00210	Syah.g_00657
OG0000214	Syaf.g_00226	Syah.g_00641
OG0000215	Syaf.g_00258	Syah.g_00101
OG0000216	Syaf.g_00262	Syah.g_00105
OG0000217	Syaf.g_00266	Syah.g_00109
OG0000218	Syaf.g_00268	Syah.g_00111
OG0000219	Syaf.g_00269	Syah.g_00112
OG0000220	Syaf.g_00270	Syah.g_00113
OG0000221	Syaf.g_02597, Syaf.g_00273	Syah.g_00120
OG0000222	Syaf.g_00287	Syah.g_00131
OG0000223	Syaf.g_00317	Syah.g_00153
OG0000224	Syaf.g_00324	Syah.g_00162
OG0000225	Syaf.g_00007	Syah.g_00874
OG0000226	Syaf.g_00003	Syah.g_00878
OG0000227	Syaf.g_00001	Syah.g_00880
OG0000228	Syaf.g_02808	Syah.g_00887
OG0000229	Syaf.g_01214	Syah.g_02236
OG0000230	Syaf.g_01216	Syah.g_02234
OG0000231	Syaf.g_01236	Syah.g_02218
OG0000232	Syaf.g_02536	Syah.g_01206
OG0000233	Syaf.g_02528	Syah.g_01210
OG0000234	Syaf.g_02497	Syah.g_01222
OG0000235	Syaf.g_02722	Syah.g_00996
OG0000236	Syaf.g_02707	Syah.g_01011
OG0000237	Syaf.g_02690	Syah.g_01028
OG0000238	Syaf.g_02685	Syah.g_01032
OG0000239	Syaf.g_02669	Syah.g_01048
OG0000240	Syaf.g_02668	Syah.g_01049
OG0000241	Syaf.g_02322	Syah.g_01944
OG0000242	Syaf.g_02656	Syah.g_01062
OG0000243	Syaf.g_02634	Syah.g_01079
OG0000244	Syaf.g_02627	Syah.g_01087
OG0000245	Syaf.g_02625	Syah.g_01090
OG0000246	Syaf.g_02621	Syah.g_01094
OG0000247	Syaf.g_02610	Syah.g_01106
OG0000248	Syaf.g_02607	Syah.g_01109
OG0000249	Syaf.g_02605	Syah.g_01111
OG0000250	Syaf.g_02593	Syah.g_01120
OG0000251	Syaf.g_02568	Syah.g_01145
OG0000252	Syaf.g_02565	Syah.g_01148
OG0000253	Syaf.g_02564	Syah.g_01149
OG0000254	Syaf.g_02371	Syah.g_01976
OG0000255	Syaf.g_02352	Syah.g_01968
OG0000256	Syaf.g_02329	Syah.g_01952
OG0000257	Syaf.g_02323	Syah.g_01945
OG0000258	Syaf.g_02301	Syah.g_01926
OG0000259	Syaf.g_02137	Syah.g_01494
OG0000260	Syaf.g_02134	Syah.g_01497
OG0000261	Syaf.g_02131	Syah.g_01500
OG0000262	Syaf.g_02126	Syah.g_01505
OG0000263	Syaf.g_01585	Syah.g_01410
OG0000264	Syaf.g_01473	Syah.g_02000
OG0000265	Syaf.g_01196	Syah.g_02252
OG0000266	Syaf.g_01967	Syah.g_01714
OG0000267	Syaf.g_01787	Syah.g_01574
OG0000268	Syaf.g_01788	Syah.g_01575
OG0000269	Syaf.g_02054	Syah.g_01784
OG0000270	Syaf.g_02051	Syah.g_01781
OG0000271	Syaf.g_02043	Syah.g_01773
OG0000272	Syaf.g_02042	Syah.g_01772
OG0000273	Syaf.g_01392	Syah.g_02075
OG0000274	Syaf.g_01391	Syah.g_02076
OG0000275	Syaf.g_01386	Syah.g_02081
OG0000276	Syaf.g_01379	Syah.g_02088
OG0000277	Syaf.g_01378	Syah.g_02089
OG0000278	Syaf.g_01375	Syah.g_02092
OG0000279	Syaf.g_01367	Syah.g_02100
OG0000280	Syaf.g_01337	Syah.g_02112
OG0000281	Syaf.g_01636	Syah.g_00722
OG0000282	Syaf.g_02101	Syah.g_01531
OG0000283	Syaf.g_01804	Syah.g_01585
OG0000284	Syaf.g_01810	Syah.g_01591
OG0000285	Syaf.g_01842	Syah.g_01603
OG0000286	Syaf.g_01860	Syah.g_01621
OG0000287	Syaf.g_01896	Syah.g_01649
OG0000288	Syaf.g_01929	Syah.g_01681
OG0000289	Syaf.g_01943	Syah.g_01695
OG0000290	Syaf.g_01439	Syah.g_02033
OG0000291	Syaf.g_01441	Syah.g_02031
OG0000292	Syaf.g_00505	Syah.g_00380
OG0000293	Syaf.g_01277	Syah.g_02173
OG0000294	Syaf.g_01278	Syah.g_02172
OG0000295	Syaf.g_01316	Syah.g_02131
OG0000296	Syaf.g_01318	Syah.g_02129
OG0000297	Syaf.g_01607	Syah.g_01427
OG0000298	Syaf.g_01606	Syah.g_01426
OG0000299	Syaf.g_01578	Syah.g_01404
OG0000300	Syaf.g_01571	Syah.g_01397
OG0000301	Syaf.g_01570	Syah.g_01396
OG0000302	Syaf.g_01568	Syah.g_01395
OG0000303	Syaf.g_01559	Syah.g_01387
OG0000304	Syaf.g_01551	Syah.g_01382
OG0000305	Syaf.g_01444	Syah.g_02028
OG0000306	Syaf.g_01332	Syah.g_02116
OG0000307	Syaf.g_02742	Syah.g_00978
OG0000308	Syaf.g_02744	Syah.g_00976
OG0000309	Syaf.g_02749	Syah.g_00971
OG0000310	Syaf.g_02387	Syah.g_01321
OG0000311	Syaf.g_02391	Syah.g_01317
OG0000312	Syaf.g_02397	Syah.g_01304
OG0000313	Syaf.g_02421	Syah.g_01285
OG0000314	Syaf.g_02458	Syah.g_01259
OG0000315	Syaf.g_02468	Syah.g_01248
OG0000316	Syaf.g_01088	Syah.g_02333
OG0000317	Syaf.g_01040	Syah.g_02380
OG0000318	Syaf.g_01032	Syah.g_02385
OG0000319	Syaf.g_01015	Syah.g_02405
OG0000320	Syaf.g_01013	Syah.g_02407
OG0000321	Syaf.g_01012	Syah.g_02408
OG0000322	Syaf.g_01011	Syah.g_02409
OG0000323	Syaf.g_00997	Syah.g_02425
OG0000324	Syaf.g_01164	Syah.g_02278
OG0000325	Syaf.g_00176	Syah.g_00689
OG0000326	Syaf.g_00169	Syah.g_00696
OG0000327	Syaf.g_00138	Syah.g_00742
OG0000328	Syaf.g_00137	Syah.g_00743
OG0000329	Syaf.g_00119	Syah.g_00760
OG0000330	Syaf.g_00118	Syah.g_00761
OG0000331	Syaf.g_00117	Syah.g_00762
OG0000332	Syaf.g_00102	Syah.g_00776
OG0000333	Syaf.g_00099	Syah.g_00779
OG0000334	Syaf.g_00090	Syah.g_00789
OG0000335	Syaf.g_00085	Syah.g_00794
OG0000336	Syaf.g_00081	Syah.g_00798
OG0000337	Syaf.g_00344	Syah.g_00178
OG0000338	Syaf.g_00348	Syah.g_00181
OG0000339	Syaf.g_00355	Syah.g_00188
OG0000340	Syaf.g_00366	Syah.g_00206
OG0000341	Syaf.g_00368	Syah.g_00208
OG0000342	Syaf.g_00369	Syah.g_00209
OG0000343	Syaf.g_00370	Syah.g_00231
OG0000344	Syaf.g_00374	Syah.g_00235
OG0000345	Syaf.g_00384	Syah.g_00246
OG0000346	Syaf.g_00389	Syah.g_00251
OG0000347	Syaf.g_00415	Syah.g_00275
OG0000348	Syaf.g_00427	Syah.g_00301
OG0000349	Syaf.g_00445	Syah.g_00320
OG0000350	Syaf.g_00162	Syah.g_00703
OG0000351	Syaf.g_00528	Syah.g_00399
OG0000352	Syaf.g_00527	Syah.g_00398
OG0000353	Syaf.g_00499	Syah.g_00374
OG0000354	Syaf.g_02680	Syah.g_01038
OG0000354	Syaf.g_00479	Syah.g_00561
OG0000355	Syaf.g_00497	Syah.g_00372
OG0000356	Syaf.g_00496	Syah.g_00371
OG0000357	Syaf.g_00495	Syah.g_00370
OG0000358	Syaf.g_00491	Syah.g_00366
OG0000359	Syaf.g_00489	Syah.g_00364
OG0000360	Syaf.g_00488	Syah.g_00363
OG0000361	Syaf.g_00487	Syah.g_00362
OG0000362	Syaf.g_00485	Syah.g_00360
OG0000363	Syaf.g_00483	Syah.g_00358
OG0000364	Syaf.g_00482	Syah.g_00357
OG0000365	Syaf.g_00473	Syah.g_00351
OG0000366	Syaf.g_00472	Syah.g_00350
OG0000367	Syaf.g_00471	Syah.g_00349
OG0000368	Syaf.g_00469	Syah.g_00347
OG0000369	Syaf.g_00468	Syah.g_00346
OG0000370	Syaf.g_00467	Syah.g_00345
OG0000371	Syaf.g_00458	Syah.g_00338
OG0000372	Syaf.g_00453	Syah.g_00333
OG0000373	Syaf.g_00452	Syah.g_00332
OG0000374	Syaf.g_00451	Syah.g_00331
OG0000375	Syaf.g_00449	Syah.g_00329
OG0000376	Syaf.g_00447	Syah.g_00327
OG0000377	Syaf.g_00654	Syah.g_00517
OG0000378	Syaf.g_00668	Syah.g_00526
OG0000379	Syaf.g_00686	Syah.g_00529
OG0000380	Syaf.g_00965	Syah.g_02481
OG0000381	Syaf.g_00962	Syah.g_02484
OG0000382	Syaf.g_00945	Syah.g_02500
OG0000383	Syaf.g_00941	Syah.g_02502
OG0000384	Syaf.g_00940	Syah.g_02503
OG0000385	Syaf.g_00939	Syah.g_02504
OG0000386	Syaf.g_00938	Syah.g_02505
OG0000387	Syaf.g_00912	Syah.g_02530
OG0000388	Syaf.g_00908	Syah.g_02533
OG0000389	Syaf.g_00904	Syah.g_02536
OG0000390	Syaf.g_00883	Syah.g_00002
OG0000391	Syaf.g_00878	Syah.g_00007
OG0000392	Syaf.g_00872	Syah.g_00012
OG0000393	Syaf.g_00870	Syah.g_00014
OG0000394	Syaf.g_00869	Syah.g_00015
OG0000395	Syaf.g_00868	Syah.g_00016
OG0000396	Syaf.g_00865	Syah.g_00019
OG0000397	Syaf.g_00863	Syah.g_00021
OG0000398	Syaf.g_00858	Syah.g_00027
OG0000399	Syaf.g_00857	Syah.g_00028
OG0000400	Syaf.g_00856	Syah.g_00029
OG0000401	Syaf.g_00855	Syah.g_00030
OG0000402	Syaf.g_00852	Syah.g_00033
OG0000403	Syaf.g_00851	Syah.g_00034
OG0000404	Syaf.g_00850	Syah.g_00036
OG0000405	Syaf.g_00835	Syah.g_00050
OG0000406	Syaf.g_00831	Syah.g_00054
OG0000407	Syaf.g_00830	Syah.g_00055
OG0000408	Syaf.g_00828	Syah.g_00057
OG0000409	Syaf.g_00826	Syah.g_00059
OG0000410	Syaf.g_00825	Syah.g_00060
OG0000411	Syaf.g_00824	Syah.g_00061
OG0000412	Syaf.g_00823	Syah.g_00062
OG0000413	Syaf.g_00821	Syah.g_00064
OG0000414	Syaf.g_00820	Syah.g_00065
OG0000415	Syaf.g_00819	Syah.g_00066
OG0000416	Syaf.g_00818	Syah.g_00067
OG0000417	Syaf.g_00817	Syah.g_00068
OG0000418	Syaf.g_00812	Syah.g_00073
OG0000419	Syaf.g_00810	Syah.g_00075
OG0000420	Syaf.g_00808	Syah.g_00077
OG0000421	Syaf.g_00803	Syah.g_00082
OG0000422	Syaf.g_00802	Syah.g_00083
OG0000423	Syaf.g_00801	Syah.g_00084
OG0000424	Syaf.g_00800	Syah.g_00085
OG0000425	Syaf.g_00799	Syah.g_00086
OG0000426	Syaf.g_00798	Syah.g_00087
OG0000427	Syaf.g_00797	Syah.g_00088
OG0000428	Syaf.g_00794	Syah.g_00620
OG0000429	Syaf.g_00792	Syah.g_00618
OG0000430	Syaf.g_00790	Syah.g_00617
OG0000431	Syaf.g_00786	Syah.g_00613
OG0000432	Syaf.g_00779	Syah.g_00607
OG0000433	Syaf.g_00777	Syah.g_00605
OG0000434	Syaf.g_00776	Syah.g_00604
OG0000435	Syaf.g_00772	Syah.g_00602
OG0000436	Syaf.g_00767	Syah.g_00597
OG0000437	Syaf.g_00766	Syah.g_00596
OG0000438	Syaf.g_00765	Syah.g_00595
OG0000439	Syaf.g_00763	Syah.g_00593
OG0000440	Syaf.g_00762	Syah.g_00592
OG0000441	Syaf.g_00756	Syah.g_00585
OG0000442	Syaf.g_00743	Syah.g_00580
OG0000443	Syaf.g_00739	Syah.g_00579
OG0000444	Syaf.g_00733	Syah.g_00573
OG0000445	Syaf.g_00729	Syah.g_00572
OG0000446	Syaf.g_00728	Syah.g_00570
OG0000447	Syaf.g_00725	Syah.g_00567
OG0000448	Syaf.g_00724	Syah.g_00566
OG0000449	Syaf.g_00723	Syah.g_00565
OG0000450	Syaf.g_00717	Syah.g_00547
OG0000451	Syaf.g_00716	Syah.g_00546
OG0000452	Syaf.g_00712	Syah.g_00542
OG0000453	Syaf.g_00711	Syah.g_00541
OG0000454	Syaf.g_00710	Syah.g_00540
OG0000455	Syaf.g_00709	Syah.g_00539
OG0000456	Syaf.g_00708	Syah.g_00538
OG0000457	Syaf.g_00706	Syah.g_00536
OG0000458	Syaf.g_00705	Syah.g_00535
OG0000459	Syaf.g_00704	Syah.g_00534
OG0000460	Syaf.g_02789	Syah.g_00906
OG0000461	Syaf.g_00183	Syah.g_00678
OG0000462	Syaf.g_00186	Syah.g_00675
OG0000463	Syaf.g_00187	Syah.g_00674
OG0000464	Syaf.g_00188	Syah.g_00673
OG0000465	Syaf.g_00190	Syah.g_00672
OG0000466	Syaf.g_00194	Syah.g_00668
OG0000467	Syaf.g_00196	Syah.g_00666
OG0000468	Syaf.g_00206	Syah.g_00661
OG0000469	Syaf.g_00220	Syah.g_00647
OG0000470	Syaf.g_00222	Syah.g_00645
OG0000471	Syaf.g_00223	Syah.g_00644
OG0000472	Syaf.g_00225	Syah.g_00642
OG0000473	Syaf.g_00227	Syah.g_00640
OG0000474	Syaf.g_00228	Syah.g_00639
OG0000475	Syaf.g_00229	Syah.g_00638
OG0000476	Syaf.g_00231	Syah.g_00636
OG0000477	Syaf.g_00237	Syah.g_00630
OG0000478	Syaf.g_00238	Syah.g_00629
OG0000479	Syaf.g_00239	Syah.g_00628
OG0000480	Syaf.g_00247	Syah.g_00089
OG0000481	Syaf.g_00249	Syah.g_00091
OG0000482	Syaf.g_00250	Syah.g_00092
OG0000483	Syaf.g_00254	Syah.g_00096
OG0000484	Syaf.g_00255	Syah.g_00097
OG0000485	Syaf.g_00256	Syah.g_00098
OG0000486	Syaf.g_00257	Syah.g_00099
OG0000487	Syaf.g_00263	Syah.g_00106
OG0000488	Syaf.g_00267	Syah.g_00110
OG0000489	Syaf.g_00274	Syah.g_00121
OG0000490	Syaf.g_00284	Syah.g_00129
OG0000491	Syaf.g_00285	Syah.g_00130
OG0000492	Syaf.g_00288	Syah.g_00132
OG0000493	Syaf.g_00289	Syah.g_00133
OG0000494	Syaf.g_00290	Syah.g_00134
OG0000495	Syaf.g_00291	Syah.g_00135
OG0000496	Syaf.g_00292	Syah.g_00136
OG0000497	Syaf.g_00293	Syah.g_00137
OG0000498	Syaf.g_00294	Syah.g_00138
OG0000499	Syaf.g_00295	Syah.g_00139
OG0000500	Syaf.g_00296	Syah.g_00140
OG0000501	Syaf.g_00299	Syah.g_00143
OG0000502	Syaf.g_00319	Syah.g_00155
OG0000503	Syaf.g_00023	Syah.g_00858
OG0000504	Syaf.g_00021	Syah.g_00860
OG0000505	Syaf.g_00020	Syah.g_00861
OG0000506	Syaf.g_00018	Syah.g_00863
OG0000507	Syaf.g_00012	Syah.g_00869
OG0000508	Syaf.g_00008	Syah.g_00873
OG0000509	Syaf.g_00006	Syah.g_00875
OG0000510	Syaf.g_00005	Syah.g_00876
OG0000511	Syaf.g_00004	Syah.g_00877
OG0000512	Syaf.g_00002	Syah.g_00879
OG0000513	Syaf.g_02803	Syah.g_00892
OG0000514	Syaf.g_02796	Syah.g_00899
OG0000515	Syaf.g_02795	Syah.g_00900
OG0000516	Syaf.g_01219	Syah.g_02231
OG0000517	Syaf.g_01213	Syah.g_02237
OG0000518	Syaf.g_01230	Syah.g_02221
OG0000519	Syaf.g_01231	Syah.g_02220
OG0000520	Syaf.g_01235	Syah.g_02219
OG0000521	Syaf.g_02542	Syah.g_01202
OG0000522	Syaf.g_02538	Syah.g_01204
OG0000523	Syaf.g_02537	Syah.g_01205
OG0000524	Syaf.g_02531	Syah.g_01207
OG0000525	Syaf.g_02507	Syah.g_01212
OG0000526	Syaf.g_02504	Syah.g_01215
OG0000527	Syaf.g_02500	Syah.g_01219
OG0000528	Syaf.g_02728	Syah.g_00991
OG0000529	Syaf.g_02720	Syah.g_00998
OG0000530	Syaf.g_02717	Syah.g_01001
OG0000531	Syaf.g_02716	Syah.g_01002
OG0000532	Syaf.g_02713	Syah.g_01005
OG0000533	Syaf.g_02712	Syah.g_01006
OG0000534	Syaf.g_02711	Syah.g_01007
OG0000535	Syaf.g_02710	Syah.g_01008
OG0000536	Syaf.g_02709	Syah.g_01009
OG0000537	Syaf.g_02708	Syah.g_01010
OG0000538	Syaf.g_02697	Syah.g_01021
OG0000539	Syaf.g_02696	Syah.g_01022
OG0000540	Syaf.g_02695	Syah.g_01023
OG0000541	Syaf.g_02694	Syah.g_01024
OG0000542	Syaf.g_02691	Syah.g_01027
OG0000543	Syaf.g_02689	Syah.g_01029
OG0000545	Syaf.g_02686	Syah.g_01031
OG0000546	Syaf.g_02684	Syah.g_01033
OG0000547	Syaf.g_02682	Syah.g_01035
OG0000548	Syaf.g_02681	Syah.g_01036
OG0000549	Syaf.g_02676	Syah.g_01042
OG0000550	Syaf.g_02671	Syah.g_01046
OG0000551	Syaf.g_02666	Syah.g_01051
