Orthogroup	Syaf	Prag
OG0000311	Syaf.g_02391	Prag.g_01475
OG0000312	Syaf.g_02397	Prag.g_01478
OG0000313	Syaf.g_02421	Prag.g_01494
OG0000314	Syaf.g_02458	Prag.g_01516
OG0000315	Syaf.g_02468	Prag.g_01527
OG0000316	Syaf.g_01088	Prag.g_01547
OG0000317	Syaf.g_01040	Prag.g_01667
OG0000318	Syaf.g_01032	Prag.g_01670
OG0000319	Syaf.g_01015	Prag.g_01683
OG0000320	Syaf.g_01013	Prag.g_01685
OG0000321	Syaf.g_01012	Prag.g_01686
OG0000322	Syaf.g_01011	Prag.g_01687
OG0000323	Syaf.g_00997	Prag.g_01696
OG0000324	Syaf.g_01164	Prag.g_01723
OG0000325	Syaf.g_00176	Prag.g_01733
OG0000326	Syaf.g_00169	Prag.g_01739
OG0000327	Syaf.g_00138	Prag.g_01763
OG0000328	Syaf.g_00137	Prag.g_01764
OG0000329	Syaf.g_00119	Prag.g_01781
OG0000330	Syaf.g_00118	Prag.g_01782
OG0000331	Syaf.g_00117	Prag.g_01783
OG0000332	Syaf.g_00102	Prag.g_01797
OG0000333	Syaf.g_00099	Prag.g_01799
OG0000334	Syaf.g_00090	Prag.g_01807
OG0000335	Syaf.g_00085	Prag.g_01812
OG0000336	Syaf.g_00081	Prag.g_01816
OG0000337	Syaf.g_00344	Prag.g_01832
OG0000338	Syaf.g_00348	Prag.g_01833
OG0000339	Syaf.g_00355	Prag.g_01837
OG0000340	Syaf.g_00366	Prag.g_01845
OG0000341	Syaf.g_00368	Prag.g_01847
OG0000342	Syaf.g_00369	Prag.g_01848
OG0000343	Syaf.g_00370	Prag.g_01849
OG0000344	Syaf.g_00374	Prag.g_01852
OG0000345	Syaf.g_00384	Prag.g_01857
OG0000346	Syaf.g_00389	Prag.g_01862
OG0000347	Syaf.g_00415	Prag.g_01878
OG0000348	Syaf.g_00427	Prag.g_01887
OG0000349	Syaf.g_00445	Prag.g_01904
OG0000350	Syaf.g_00162	Prag.g_01923
OG0000351	Syaf.g_00528	Prag.g_01940
OG0000352	Syaf.g_00527	Prag.g_01941
OG0000353	Syaf.g_00499	Prag.g_01956
OG0000354	Syaf.g_00479	Prag.g_01282
OG0000355	Syaf.g_00497	Prag.g_00001
OG0000356	Syaf.g_00496	Prag.g_00002
OG0000357	Syaf.g_00495	Prag.g_00003
OG0000358	Syaf.g_00491	Prag.g_00007
OG0000359	Syaf.g_00489	Prag.g_00008
OG0000360	Syaf.g_00488	Prag.g_00009
OG0000361	Syaf.g_00487	Prag.g_00010
OG0000362	Syaf.g_00485	Prag.g_00012
OG0000363	Syaf.g_00483	Prag.g_00014
OG0000364	Syaf.g_00482	Prag.g_00015
OG0000365	Syaf.g_00473	Prag.g_00020
OG0000366	Syaf.g_00472	Prag.g_00021
OG0000367	Syaf.g_00471	Prag.g_00022
OG0000368	Syaf.g_00469	Prag.g_00024
OG0000369	Syaf.g_00468	Prag.g_00025
OG0000370	Syaf.g_00467	Prag.g_00026
OG0000371	Syaf.g_00458	Prag.g_00032
OG0000372	Syaf.g_00453	Prag.g_00035
OG0000373	Syaf.g_00452	Prag.g_00036
OG0000374	Syaf.g_00451	Prag.g_00037
OG0000375	Syaf.g_00449	Prag.g_00040
OG0000376	Syaf.g_00447	Prag.g_00042
OG0000377	Syaf.g_00654	Prag.g_00045
OG0000378	Syaf.g_00668	Prag.g_00047
OG0000379	Syaf.g_00686	Prag.g_00050
OG0000380	Syaf.g_00965	Prag.g_00060
OG0000381	Syaf.g_00962	Prag.g_00064
OG0000382	Syaf.g_00945	Prag.g_00075
OG0000383	Syaf.g_00941	Prag.g_00077
OG0000384	Syaf.g_00940	Prag.g_00078
OG0000385	Syaf.g_00939	Prag.g_00079
OG0000386	Syaf.g_00938	Prag.g_00080
OG0000387	Syaf.g_00912	Prag.g_00092
OG0000388	Syaf.g_00908	Prag.g_00095
OG0000389	Syaf.g_00904	Prag.g_00099
OG0000390	Syaf.g_00883	Prag.g_00106
OG0000391	Syaf.g_00878	Prag.g_00109
OG0000392	Syaf.g_00872	Prag.g_00113
OG0000393	Syaf.g_00870	Prag.g_00115
OG0000394	Syaf.g_00869	Prag.g_00116
OG0000395	Syaf.g_00868	Prag.g_00117
OG0000396	Syaf.g_00865	Prag.g_00120
OG0000397	Syaf.g_00863	Prag.g_00122
OG0000398	Syaf.g_00858	Prag.g_00124
OG0000399	Syaf.g_00857	Prag.g_00125
OG0000400	Syaf.g_00856	Prag.g_00126
OG0000401	Syaf.g_00855	Prag.g_00127
OG0000402	Syaf.g_00852	Prag.g_00129
OG0000403	Syaf.g_00851	Prag.g_00130
OG0000404	Syaf.g_00850	Prag.g_00131
OG0000405	Syaf.g_00835	Prag.g_00135
OG0000406	Syaf.g_00831	Prag.g_00140
OG0000407	Syaf.g_00830	Prag.g_00141
OG0000408	Syaf.g_00828	Prag.g_00143
OG0000409	Syaf.g_00826	Prag.g_00145
OG0000410	Syaf.g_00825	Prag.g_00146
OG0000411	Syaf.g_00824	Prag.g_00147
OG0000412	Syaf.g_00823	Prag.g_00148
OG0000413	Syaf.g_00821	Prag.g_00149
OG0000414	Syaf.g_00820	Prag.g_00150
OG0000415	Syaf.g_00819	Prag.g_00151
OG0000416	Syaf.g_00818	Prag.g_00152
OG0000417	Syaf.g_00817	Prag.g_00153
OG0000418	Syaf.g_00812	Prag.g_00158
OG0000419	Syaf.g_00810	Prag.g_00160
OG0000420	Syaf.g_00808	Prag.g_00161
OG0000421	Syaf.g_00803	Prag.g_00166
OG0000422	Syaf.g_00802	Prag.g_00167
OG0000423	Syaf.g_00801	Prag.g_00168
OG0000424	Syaf.g_00800	Prag.g_00169
OG0000425	Syaf.g_00799	Prag.g_00170
OG0000426	Syaf.g_00798	Prag.g_00171
OG0000427	Syaf.g_00797	Prag.g_00172
OG0000428	Syaf.g_00794	Prag.g_00174
OG0000429	Syaf.g_00792	Prag.g_00175
OG0000430	Syaf.g_00790	Prag.g_00176
OG0000431	Syaf.g_00786	Prag.g_00178
OG0000432	Syaf.g_00779	Prag.g_00181
OG0000433	Syaf.g_00777	Prag.g_00182
OG0000434	Syaf.g_00776	Prag.g_00183
OG0000435	Syaf.g_00772	Prag.g_00184
OG0000436	Syaf.g_00767	Prag.g_00189
OG0000437	Syaf.g_00766	Prag.g_00190
OG0000438	Syaf.g_00765	Prag.g_00191
OG0000439	Syaf.g_00763	Prag.g_00193
OG0000440	Syaf.g_00762	Prag.g_00194
OG0000441	Syaf.g_00756	Prag.g_00197
OG0000442	Syaf.g_00743	Prag.g_00198
OG0000443	Syaf.g_00739	Prag.g_00199
OG0000444	Syaf.g_00733	Prag.g_00204
OG0000445	Syaf.g_00729	Prag.g_00205
OG0000446	Syaf.g_00728	Prag.g_00206
OG0000447	Syaf.g_00725	Prag.g_00207
OG0000448	Syaf.g_00724	Prag.g_00208
OG0000449	Syaf.g_00723	Prag.g_00209
OG0000450	Syaf.g_00717	Prag.g_00210
OG0000451	Syaf.g_00716	Prag.g_00211
OG0000452	Syaf.g_00712	Prag.g_00214
OG0000453	Syaf.g_00711	Prag.g_00215
OG0000454	Syaf.g_00710	Prag.g_00216
OG0000455	Syaf.g_00709	Prag.g_00217
OG0000456	Syaf.g_00708	Prag.g_00218
OG0000457	Syaf.g_00706	Prag.g_00219
OG0000458	Syaf.g_00705	Prag.g_00220
OG0000459	Syaf.g_00704	Prag.g_00221
OG0000460	Syaf.g_02789	Prag.g_00228
OG0000461	Syaf.g_00183	Prag.g_00235
OG0000462	Syaf.g_00186	Prag.g_00237
OG0000463	Syaf.g_00187	Prag.g_00238
OG0000464	Syaf.g_00188	Prag.g_00239
OG0000465	Syaf.g_00190	Prag.g_00240
OG0000466	Syaf.g_00194	Prag.g_00243
OG0000467	Syaf.g_00196	Prag.g_00244
OG0000468	Syaf.g_00206	Prag.g_00245
OG0000469	Syaf.g_00220	Prag.g_00253
OG0000470	Syaf.g_00222	Prag.g_00255
OG0000471	Syaf.g_00223	Prag.g_00256
OG0000472	Syaf.g_00225	Prag.g_00257
OG0000473	Syaf.g_00227	Prag.g_00259
OG0000474	Syaf.g_00228	Prag.g_00260
OG0000475	Syaf.g_00229	Prag.g_00261
OG0000476	Syaf.g_00231	Prag.g_00262
OG0000477	Syaf.g_00237	Prag.g_00266
OG0000478	Syaf.g_00238	Prag.g_00267
OG0000479	Syaf.g_00239	Prag.g_00268
OG0000480	Syaf.g_00247	Prag.g_00273
OG0000481	Syaf.g_00249	Prag.g_00275
OG0000482	Syaf.g_00250	Prag.g_00276
OG0000483	Syaf.g_00254	Prag.g_00279
OG0000484	Syaf.g_00255	Prag.g_00280
OG0000485	Syaf.g_00256	Prag.g_00281
OG0000486	Syaf.g_00257	Prag.g_00282
OG0000487	Syaf.g_00263	Prag.g_00286
OG0000488	Syaf.g_00267	Prag.g_00289
OG0000489	Syaf.g_00274	Prag.g_00294
OG0000490	Syaf.g_00284	Prag.g_00299
OG0000491	Syaf.g_00285	Prag.g_00300
OG0000492	Syaf.g_00288	Prag.g_00302
OG0000493	Syaf.g_00289	Prag.g_00303
OG0000494	Syaf.g_00290	Prag.g_00304
OG0000495	Syaf.g_00291	Prag.g_00305
OG0000496	Syaf.g_00292	Prag.g_00306
OG0000497	Syaf.g_00293	Prag.g_00307
OG0000498	Syaf.g_00294	Prag.g_00308
OG0000499	Syaf.g_00295	Prag.g_00309
OG0000500	Syaf.g_00296	Prag.g_00310
OG0000501	Syaf.g_00299	Prag.g_00312
OG0000502	Syaf.g_00319	Prag.g_00315
OG0000503	Syaf.g_00023	Prag.g_00329
OG0000504	Syaf.g_00021	Prag.g_00330
OG0000505	Syaf.g_00020	Prag.g_00331
OG0000506	Syaf.g_00018	Prag.g_00333
OG0000507	Syaf.g_00012	Prag.g_00336
OG0000508	Syaf.g_00008	Prag.g_00339
OG0000509	Syaf.g_00006	Prag.g_00341
OG0000510	Syaf.g_00005	Prag.g_00342
OG0000511	Syaf.g_00004	Prag.g_00343
OG0000512	Syaf.g_00002	Prag.g_00345
OG0000513	Syaf.g_02803	Prag.g_00352
OG0000514	Syaf.g_02796	Prag.g_00410
OG0000515	Syaf.g_02795	Prag.g_00411
OG0000516	Syaf.g_01219	Prag.g_00412
OG0000517	Syaf.g_01213	Prag.g_00414
OG0000518	Syaf.g_01230	Prag.g_00425
OG0000519	Syaf.g_01231	Prag.g_00426
OG0000520	Syaf.g_01235	Prag.g_00427
OG0000521	Syaf.g_02542	Prag.g_00432
OG0000522	Syaf.g_02538	Prag.g_00434
OG0000523	Syaf.g_02537	Prag.g_00435
OG0000524	Syaf.g_02531	Prag.g_00440
OG0000525	Syaf.g_02507	Prag.g_00443
OG0000526	Syaf.g_02504	Prag.g_00444
OG0000527	Syaf.g_02500	Prag.g_00452
OG0000528	Syaf.g_02728	Prag.g_00457
OG0000529	Syaf.g_02720	Prag.g_00460
OG0000530	Syaf.g_02717	Prag.g_00463
OG0000531	Syaf.g_02716	Prag.g_00464
OG0000532	Syaf.g_02713	Prag.g_00466
OG0000533	Syaf.g_02712	Prag.g_00467
OG0000534	Syaf.g_02711	Prag.g_00468
OG0000535	Syaf.g_02710	Prag.g_00469
OG0000536	Syaf.g_02709	Prag.g_00470
OG0000537	Syaf.g_02708	Prag.g_00471
OG0000538	Syaf.g_02697	Prag.g_00479
OG0000539	Syaf.g_02696	Prag.g_00480
OG0000540	Syaf.g_02695	Prag.g_00481
OG0000541	Syaf.g_02694	Prag.g_00482
OG0000542	Syaf.g_02691	Prag.g_00484
OG0000543	Syaf.g_02689	Prag.g_00486
OG0000544	Syaf.g_02688	Prag.g_00487
OG0000545	Syaf.g_02686	Prag.g_00489
OG0000546	Syaf.g_02684	Prag.g_00492
OG0000547	Syaf.g_02682	Prag.g_00494
OG0000548	Syaf.g_02681	Prag.g_00495
OG0000549	Syaf.g_02676	Prag.g_00497
OG0000550	Syaf.g_02671	Prag.g_00502
OG0000551	Syaf.g_02666	Prag.g_00506
OG0000552	Syaf.g_02665	Prag.g_00507
OG0000553	Syaf.g_02663	Prag.g_00508
OG0000554	Syaf.g_02653	Prag.g_00513
OG0000555	Syaf.g_02635	Prag.g_00521
OG0000556	Syaf.g_02630	Prag.g_00523
OG0000557	Syaf.g_02628	Prag.g_00524
OG0000558	Syaf.g_02626	Prag.g_00526
OG0000559	Syaf.g_02622	Prag.g_00530
OG0000560	Syaf.g_02619	Prag.g_00533
OG0000561	Syaf.g_02618	Prag.g_00534
OG0000562	Syaf.g_02617	Prag.g_00535
OG0000563	Syaf.g_02616	Prag.g_00536
OG0000564	Syaf.g_02615	Prag.g_00537
