Orthogroup	Syaf	Syar
OG0000104	Syaf.g_00502	Syar.g_00466
OG0000105	Syaf.g_00235	Syar.g_00218
OG0000106	Syaf.g_01745	Syar.g_01748
OG0000107	Syaf.g_00177	Syar.g_03290
OG0000107	Syaf.g_00758	Syar.g_00149
OG0000108	Syaf.g_02721	Syar.g_01469
OG0000109	Syaf.g_02706	Syar.g_03310
OG0000110	Syaf.g_02589	Syar.g_02295
OG0000111	Syaf.g_01451	Syar.g_00005
OG0000112	Syaf.g_01852	Syar.g_02548
OG0000113	Syaf.g_02022	Syar.g_02664
OG0000114	Syaf.g_02103	Syar.g_01616
OG0000115	Syaf.g_02445	Syar.g_02854, Syar.g_01415
OG0000116	Syaf.g_01276	Syar.g_01525, Syar.g_02255
OG0000117	Syaf.g_01605	Syar.g_01969
OG0000118	Syaf.g_02544	Syar.g_02793
OG0000120	Syaf.g_00313	Syar.g_00713
OG0000121	Syaf.g_02419	Syar.g_02806
OG0000123	Syaf.g_00086	Syar.g_01079
OG0000124	Syaf.g_00414	Syar.g_00586
OG0000125	Syaf.g_00640	Syar.g_00338
OG0000126	Syaf.g_00504	Syar.g_00887, Syar.g_00888
OG0000128	Syaf.g_00486	Syar.g_00482
OG0000129	Syaf.g_00651	Syar.g_00324
OG0000130	Syaf.g_00963	Syar.g_03040
OG0000131	Syaf.g_00833	Syar.g_00078
OG0000132	Syaf.g_00813	Syar.g_00099
OG0000133	Syaf.g_01857	Syar.g_02543
OG0000134	Syaf.g_02804	Syar.g_02009
OG0000135	Syaf.g_00605	Syar.g_00698
OG0000136	Syaf.g_01224	Syar.g_02874
OG0000137	Syaf.g_02498	Syar.g_01273
OG0000138	Syaf.g_02705	Syar.g_01486
OG0000139	Syaf.g_02648	Syar.g_02348
OG0000140	Syaf.g_02646	Syar.g_02344, Syar.g_03246
OG0000141	Syaf.g_02375	Syar.g_02129
OG0000142	Syaf.g_02310	Syar.g_02418
OG0000143	Syaf.g_02306	Syar.g_02422
OG0000144	Syaf.g_01735	Syar.g_02441
OG0000145	Syaf.g_02699	Syar.g_01494
OG0000146	Syaf.g_01851	Syar.g_02549
OG0000147	Syaf.g_01850	Syar.g_02550
OG0000148	Syaf.g_02028	Syar.g_02658
OG0000149	Syaf.g_01371	Syar.g_03289, Syar.g_03288
OG0000150	Syaf.g_02645	Syar.g_02130
OG0000151	Syaf.g_02091	Syar.g_02038
OG0000152	Syaf.g_01861	Syar.g_02539
OG0000153	Syaf.g_01904	Syar.g_02503
OG0000154	Syaf.g_01930	Syar.g_01800
OG0000155	Syaf.g_01324	Syar.g_01959
OG0000156	Syaf.g_01270	Syar.g_01517
OG0000157	Syaf.g_01269	Syar.g_01516
OG0000158	Syaf.g_00364	Syar.g_00650
OG0000159	Syaf.g_00311	Syar.g_02359, Syar.g_02762
OG0000160	Syaf.g_02418	Syar.g_02807
OG0000161	Syaf.g_02424	Syar.g_02801
OG0000162	Syaf.g_02431	Syar.g_02863
OG0000163	Syaf.g_01105	Syar.g_01186
OG0000164	Syaf.g_00999	Syar.g_03168
OG0000165	Syaf.g_01197	Syar.g_02976
OG0000166	Syaf.g_00133	Syar.g_01034
OG0000167	Syaf.g_00350	Syar.g_00662
OG0000168	Syaf.g_00365	Syar.g_00246
OG0000169	Syaf.g_00376	Syar.g_00262
OG0000170	Syaf.g_00383	Syar.g_00613
OG0000171	Syaf.g_00413	Syar.g_00587
OG0000172	Syaf.g_00419	Syar.g_00547
OG0000173	Syaf.g_00438	Syar.g_00528
OG0000174	Syaf.g_00603	Syar.g_00701
OG0000175	Syaf.g_00531	Syar.g_00438
OG0000176	Syaf.g_00494	Syar.g_00474
OG0000177	Syaf.g_00493	Syar.g_00475
OG0000178	Syaf.g_00492	Syar.g_00476
OG0000179	Syaf.g_00477	Syar.g_00489
OG0000180	Syaf.g_00476	Syar.g_00490
OG0000181	Syaf.g_00475	Syar.g_00491
OG0000182	Syaf.g_00474	Syar.g_00492
OG0000183	Syaf.g_00470	Syar.g_00496
OG0000184	Syaf.g_00664	Syar.g_00897
OG0000185	Syaf.g_00684	Syar.g_00909
OG0000186	Syaf.g_00968	Syar.g_03036
OG0000187	Syaf.g_00966	Syar.g_03038
OG0000188	Syaf.g_00944	Syar.g_03058
OG0000189	Syaf.g_00916	Syar.g_03104
OG0000190	Syaf.g_00914	Syar.g_03107, Syar.g_02374
OG0000191	Syaf.g_00877	Syar.g_00039
OG0000192	Syaf.g_00871	Syar.g_00046
OG0000193	Syaf.g_00832	Syar.g_00079
OG0000194	Syaf.g_00829	Syar.g_00082
OG0000195	Syaf.g_00827	Syar.g_00023
OG0000196	Syaf.g_00816	Syar.g_00096
OG0000197	Syaf.g_00815	Syar.g_00097
OG0000198	Syaf.g_00814	Syar.g_00098
OG0000199	Syaf.g_00806	Syar.g_00106
OG0000200	Syaf.g_00789	Syar.g_00124
OG0000201	Syaf.g_00771	Syar.g_01000
OG0000202	Syaf.g_00770	Syar.g_00998
OG0000203	Syaf.g_00769	Syar.g_00997
OG0000204	Syaf.g_00768	Syar.g_00996
OG0000205	Syaf.g_00761	Syar.g_00988
OG0000206	Syaf.g_00736	Syar.g_00963
OG0000207	Syaf.g_00735	Syar.g_00957
OG0000208	Syaf.g_00734	Syar.g_00956
OG0000209	Syaf.g_00714	Syar.g_00936, Syar.g_03261
OG0000210	Syaf.g_00713	Syar.g_00935
OG0000211	Syaf.g_02791	Syar.g_03026
OG0000212	Syaf.g_02781	Syar.g_03017
OG0000213	Syaf.g_00210	Syar.g_00187
OG0000214	Syaf.g_00226	Syar.g_00209
OG0000215	Syaf.g_00258	Syar.g_00239
OG0000216	Syaf.g_00262	Syar.g_00244
OG0000217	Syaf.g_00266	Syar.g_00854
OG0000218	Syaf.g_00268	Syar.g_00852
OG0000219	Syaf.g_00269	Syar.g_00851
OG0000220	Syaf.g_00270	Syar.g_00850, Syar.g_02026
OG0000221	Syaf.g_02597, Syaf.g_00273	Syar.g_00834
OG0000222	Syaf.g_00287	Syar.g_02119, Syar.g_00728
OG0000223	Syaf.g_00317	Syar.g_00649
OG0000224	Syaf.g_00324	Syar.g_00273
OG0000225	Syaf.g_00007	Syar.g_01142
OG0000226	Syaf.g_00003	Syar.g_01146
OG0000227	Syaf.g_00001	Syar.g_01148
OG0000228	Syaf.g_02808	Syar.g_01161
OG0000229	Syaf.g_01214	Syar.g_01177
OG0000230	Syaf.g_01216	Syar.g_01179, Syar.g_03275
OG0000231	Syaf.g_01236	Syar.g_02865, Syar.g_03151
OG0000232	Syaf.g_02536	Syar.g_01424
OG0000233	Syaf.g_02528	Syar.g_01247
OG0000234	Syaf.g_02497	Syar.g_01275
OG0000235	Syaf.g_02722	Syar.g_01468
OG0000236	Syaf.g_02707	Syar.g_01484
OG0000237	Syaf.g_02690	Syar.g_01503
OG0000238	Syaf.g_02685	Syar.g_01508
OG0000239	Syaf.g_02669	Syar.g_02687
OG0000240	Syaf.g_02668	Syar.g_02686
OG0000241	Syaf.g_02322	Syar.g_02410
OG0000242	Syaf.g_02656	Syar.g_01926
OG0000243	Syaf.g_02634	Syar.g_02335
OG0000244	Syaf.g_02627	Syar.g_02327
OG0000245	Syaf.g_02625	Syar.g_02325, Syar.g_03238
OG0000246	Syaf.g_02621	Syar.g_02321
OG0000247	Syaf.g_02610	Syar.g_02310
OG0000248	Syaf.g_02607	Syar.g_03293
OG0000249	Syaf.g_02605	Syar.g_02305
OG0000250	Syaf.g_02593	Syar.g_02299, Syar.g_03194
OG0000251	Syaf.g_02568	Syar.g_02194
OG0000252	Syaf.g_02565	Syar.g_02189, Syar.g_03263
OG0000253	Syaf.g_02564	Syar.g_02028
OG0000254	Syaf.g_02371	Syar.g_02169
OG0000255	Syaf.g_02352	Syar.g_00011
OG0000256	Syaf.g_02329	Syar.g_02244
OG0000257	Syaf.g_02323	Syar.g_02407, Syar.g_01762
OG0000258	Syaf.g_02301	Syar.g_02427
OG0000259	Syaf.g_02137	Syar.g_02472
OG0000260	Syaf.g_02134	Syar.g_03220
OG0000261	Syaf.g_02131	Syar.g_01916
OG0000262	Syaf.g_02126	Syar.g_01690
OG0000263	Syaf.g_01585	Syar.g_01991
OG0000264	Syaf.g_01473	Syar.g_02135
OG0000266	Syaf.g_01967	Syar.g_01570
OG0000267	Syaf.g_01787	Syar.g_01873
OG0000268	Syaf.g_01788	Syar.g_02589
OG0000269	Syaf.g_02054	Syar.g_02634
OG0000270	Syaf.g_02051	Syar.g_00744, Syar.g_02637
OG0000271	Syaf.g_02043	Syar.g_02645
OG0000272	Syaf.g_02042	Syar.g_02646
OG0000273	Syaf.g_01392	Syar.g_00008
OG0000274	Syaf.g_01391	Syar.g_02482
OG0000275	Syaf.g_01386	Syar.g_01810
OG0000276	Syaf.g_01379	Syar.g_01817
OG0000277	Syaf.g_01378	Syar.g_01818, Syar.g_03242
OG0000278	Syaf.g_01375	Syar.g_01821, Syar.g_03174
OG0000279	Syaf.g_01367	Syar.g_01838
OG0000280	Syaf.g_01337	Syar.g_02067, Syar.g_00734
OG0000281	Syaf.g_01636	Syar.g_02218
OG0000282	Syaf.g_02101	Syar.g_01614
OG0000283	Syaf.g_01804	Syar.g_02574
OG0000284	Syaf.g_01810	Syar.g_02568
OG0000285	Syaf.g_01842	Syar.g_02560
OG0000286	Syaf.g_01860	Syar.g_02540
OG0000287	Syaf.g_01896	Syar.g_02512
OG0000288	Syaf.g_01929	Syar.g_01801
OG0000289	Syaf.g_01943	Syar.g_03305, Syar.g_01786
OG0000290	Syaf.g_01439	Syar.g_01928
OG0000291	Syaf.g_01441	Syar.g_01930
OG0000292	Syaf.g_00505	Syar.g_00463
OG0000293	Syaf.g_01277	Syar.g_03297
OG0000294	Syaf.g_01278	Syar.g_03296
OG0000295	Syaf.g_01316	Syar.g_01951
OG0000296	Syaf.g_01318	Syar.g_01953
OG0000297	Syaf.g_01607	Syar.g_03216
OG0000298	Syaf.g_01606	Syar.g_01968, Syar.g_03215
OG0000299	Syaf.g_01578	Syar.g_01704
OG0000300	Syaf.g_01571	Syar.g_01646, Syar.g_01711
OG0000301	Syaf.g_01570	Syar.g_01712
OG0000302	Syaf.g_01568	Syar.g_01713
OG0000303	Syaf.g_01559	Syar.g_01723
OG0000304	Syaf.g_01551	Syar.g_01728
OG0000305	Syaf.g_01444	Syar.g_03163
OG0000306	Syaf.g_01332	Syar.g_01884
OG0000307	Syaf.g_02742	Syar.g_03153
OG0000308	Syaf.g_02744	Syar.g_01450
OG0000309	Syaf.g_02749	Syar.g_01239
OG0000310	Syaf.g_02387	Syar.g_02826
OG0000311	Syaf.g_02391	Syar.g_02823
OG0000312	Syaf.g_02397	Syar.g_00015, Syar.g_02818
OG0000313	Syaf.g_02421	Syar.g_02804
OG0000314	Syaf.g_02458	Syar.g_01403
OG0000315	Syaf.g_02468	Syar.g_01393
OG0000316	Syaf.g_01088	Syar.g_02885
OG0000317	Syaf.g_01040	Syar.g_02926
OG0000318	Syaf.g_01032	Syar.g_02930
OG0000319	Syaf.g_01015	Syar.g_02954
OG0000320	Syaf.g_01013	Syar.g_02956
OG0000321	Syaf.g_01012	Syar.g_02957
OG0000322	Syaf.g_01011	Syar.g_02958
OG0000323	Syaf.g_00997	Syar.g_02973
OG0000324	Syaf.g_01164	Syar.g_00350, Syar.g_03001
OG0000325	Syaf.g_00176	Syar.g_00148
OG0000326	Syaf.g_00169	Syar.g_03134
OG0000327	Syaf.g_00138	Syar.g_01029
OG0000328	Syaf.g_00137	Syar.g_01030
OG0000329	Syaf.g_00119	Syar.g_03189
OG0000330	Syaf.g_00118	Syar.g_01049
OG0000331	Syaf.g_00117	Syar.g_03191
OG0000332	Syaf.g_00102	Syar.g_03299
OG0000333	Syaf.g_00099	Syar.g_01067
OG0000334	Syaf.g_00090	Syar.g_01076
OG0000335	Syaf.g_00085	Syar.g_01080
OG0000336	Syaf.g_00081	Syar.g_01084
OG0000337	Syaf.g_00344	Syar.g_00285
OG0000338	Syaf.g_00348	Syar.g_03225
OG0000339	Syaf.g_00355	Syar.g_00658
OG0000340	Syaf.g_00366	Syar.g_00247
OG0000341	Syaf.g_00368	Syar.g_00249
OG0000342	Syaf.g_00369	Syar.g_00250
OG0000343	Syaf.g_00370	Syar.g_00256
OG0000344	Syaf.g_00374	Syar.g_00260
OG0000345	Syaf.g_00384	Syar.g_00612
OG0000346	Syaf.g_00389	Syar.g_00607
OG0000347	Syaf.g_00415	Syar.g_00558
OG0000348	Syaf.g_00427	Syar.g_00544
OG0000349	Syaf.g_00445	Syar.g_00521
OG0000350	Syaf.g_00162	Syar.g_00132
OG0000351	Syaf.g_00528	Syar.g_00442
OG0000352	Syaf.g_00527	Syar.g_00443
OG0000353	Syaf.g_00499	Syar.g_00469
OG0000354	Syaf.g_02680	Syar.g_01514
OG0000354	Syaf.g_00479	Syar.g_00487
OG0000355	Syaf.g_00497	Syar.g_00471
OG0000356	Syaf.g_00496	Syar.g_00472
OG0000357	Syaf.g_00495	Syar.g_00473
OG0000358	Syaf.g_00491	Syar.g_00477
OG0000359	Syaf.g_00489	Syar.g_00479
OG0000360	Syaf.g_00488	Syar.g_00480
OG0000361	Syaf.g_00487	Syar.g_00481
OG0000362	Syaf.g_00485	Syar.g_00483
OG0000363	Syaf.g_00483	Syar.g_00484
OG0000364	Syaf.g_00482	Syar.g_02928
OG0000365	Syaf.g_00473	Syar.g_00493
OG0000366	Syaf.g_00472	Syar.g_00494
OG0000367	Syaf.g_00471	Syar.g_00495
OG0000368	Syaf.g_00469	Syar.g_00497
OG0000369	Syaf.g_00468	Syar.g_00498
OG0000370	Syaf.g_00467	Syar.g_00499
OG0000371	Syaf.g_00458	Syar.g_00508
OG0000372	Syaf.g_00453	Syar.g_00514
OG0000373	Syaf.g_00452	Syar.g_00515
OG0000374	Syaf.g_00451	Syar.g_00516
OG0000375	Syaf.g_00449	Syar.g_00517
OG0000376	Syaf.g_00447	Syar.g_00519
OG0000377	Syaf.g_00654	Syar.g_00322
OG0000378	Syaf.g_00668	Syar.g_00905
OG0000379	Syaf.g_00686	Syar.g_00910
OG0000380	Syaf.g_00965	Syar.g_03039
OG0000381	Syaf.g_00962	Syar.g_03041
OG0000382	Syaf.g_00945	Syar.g_03057
OG0000383	Syaf.g_00941	Syar.g_03074
OG0000384	Syaf.g_00940	Syar.g_03075
OG0000385	Syaf.g_00939	Syar.g_03076
OG0000386	Syaf.g_00938	Syar.g_03077
OG0000387	Syaf.g_00912	Syar.g_03109
OG0000388	Syaf.g_00908	Syar.g_03113
OG0000389	Syaf.g_00904	Syar.g_03118
OG0000390	Syaf.g_00883	Syar.g_00033
OG0000391	Syaf.g_00878	Syar.g_00038
OG0000392	Syaf.g_00872	Syar.g_00045
OG0000393	Syaf.g_00870	Syar.g_00048
OG0000394	Syaf.g_00869	Syar.g_00049
OG0000395	Syaf.g_00868	Syar.g_00050
OG0000396	Syaf.g_00865	Syar.g_00053
OG0000397	Syaf.g_00863	Syar.g_00055
OG0000398	Syaf.g_00858	Syar.g_00060
OG0000399	Syaf.g_00857	Syar.g_00061
OG0000400	Syaf.g_00856	Syar.g_00062
OG0000401	Syaf.g_00855	Syar.g_00063
OG0000402	Syaf.g_00852	Syar.g_00065
OG0000403	Syaf.g_00851	Syar.g_00066
OG0000404	Syaf.g_00850	Syar.g_00067
OG0000405	Syaf.g_00835	Syar.g_00076
OG0000406	Syaf.g_00831	Syar.g_00080
OG0000407	Syaf.g_00830	Syar.g_00081
OG0000408	Syaf.g_00828	Syar.g_00083
OG0000409	Syaf.g_00826	Syar.g_00085
OG0000410	Syaf.g_00825	Syar.g_00086
OG0000411	Syaf.g_00824	Syar.g_00087
OG0000412	Syaf.g_00823	Syar.g_00088
OG0000413	Syaf.g_00821	Syar.g_00090
OG0000414	Syaf.g_00820	Syar.g_00091, Syar.g_03179
OG0000415	Syaf.g_00819	Syar.g_00092
OG0000416	Syaf.g_00818	Syar.g_00093
OG0000417	Syaf.g_00817	Syar.g_00095
OG0000418	Syaf.g_00812	Syar.g_00100
OG0000419	Syaf.g_00810	Syar.g_00102
OG0000420	Syaf.g_00808	Syar.g_00104
OG0000421	Syaf.g_00803	Syar.g_00109
OG0000422	Syaf.g_00802	Syar.g_00110
OG0000423	Syaf.g_00801	Syar.g_00111
OG0000424	Syaf.g_00800	Syar.g_00112
OG0000425	Syaf.g_00799	Syar.g_00113
OG0000426	Syaf.g_00798	Syar.g_00114
OG0000427	Syaf.g_00797	Syar.g_00115
OG0000428	Syaf.g_00794	Syar.g_00118
OG0000429	Syaf.g_00792	Syar.g_00121
OG0000430	Syaf.g_00790	Syar.g_00123
OG0000431	Syaf.g_00786	Syar.g_00127
OG0000432	Syaf.g_00779	Syar.g_01009
OG0000433	Syaf.g_00777	Syar.g_01007
OG0000434	Syaf.g_00776	Syar.g_01006
OG0000435	Syaf.g_00772	Syar.g_01003
OG0000436	Syaf.g_00767	Syar.g_00994
OG0000437	Syaf.g_00766	Syar.g_00993
OG0000438	Syaf.g_00765	Syar.g_00992
OG0000439	Syaf.g_00763	Syar.g_00990
OG0000440	Syaf.g_00762	Syar.g_00989
OG0000441	Syaf.g_00756	Syar.g_00986
OG0000442	Syaf.g_00743	Syar.g_00977
OG0000443	Syaf.g_00739	Syar.g_00964
OG0000444	Syaf.g_00733	Syar.g_00954
OG0000445	Syaf.g_00729	Syar.g_00953
OG0000446	Syaf.g_00728	Syar.g_00951
OG0000447	Syaf.g_00725	Syar.g_00948
OG0000448	Syaf.g_00724	Syar.g_00947
OG0000449	Syaf.g_00723	Syar.g_00946
OG0000450	Syaf.g_00717	Syar.g_00939
OG0000451	Syaf.g_00716	Syar.g_00938
OG0000452	Syaf.g_00712	Syar.g_00934
OG0000453	Syaf.g_00711	Syar.g_00933
OG0000454	Syaf.g_00710	Syar.g_00932
OG0000455	Syaf.g_00709	Syar.g_00931
OG0000456	Syaf.g_00708	Syar.g_00930
OG0000457	Syaf.g_00706	Syar.g_00928
OG0000458	Syaf.g_00705	Syar.g_00918
OG0000459	Syaf.g_00704	Syar.g_00917
OG0000460	Syaf.g_02789	Syar.g_03024
OG0000461	Syaf.g_00183	Syar.g_00153
OG0000462	Syaf.g_00186	Syar.g_00155
OG0000463	Syaf.g_00187	Syar.g_00156
OG0000464	Syaf.g_00188	Syar.g_00157
OG0000465	Syaf.g_00190	Syar.g_00159
OG0000466	Syaf.g_00194	Syar.g_00164
OG0000467	Syaf.g_00196	Syar.g_00165
OG0000468	Syaf.g_00206	Syar.g_00170
OG0000469	Syaf.g_00220	Syar.g_00203
OG0000470	Syaf.g_00222	Syar.g_00206
OG0000471	Syaf.g_00223	Syar.g_00207
OG0000472	Syaf.g_00225	Syar.g_00208
OG0000473	Syaf.g_00227	Syar.g_00210
OG0000474	Syaf.g_00228	Syar.g_00211
OG0000475	Syaf.g_00229	Syar.g_00212
OG0000476	Syaf.g_00231	Syar.g_00214
OG0000477	Syaf.g_00237	Syar.g_00219
OG0000478	Syaf.g_00238	Syar.g_00220
OG0000479	Syaf.g_00239	Syar.g_00221
OG0000480	Syaf.g_00247	Syar.g_00228
OG0000481	Syaf.g_00249	Syar.g_00230
OG0000482	Syaf.g_00250	Syar.g_00231
OG0000483	Syaf.g_00254	Syar.g_00235
OG0000484	Syaf.g_00255	Syar.g_00236
OG0000485	Syaf.g_00256	Syar.g_00237
OG0000486	Syaf.g_00257	Syar.g_00238
OG0000487	Syaf.g_00263	Syar.g_00245
OG0000488	Syaf.g_00267	Syar.g_00853
OG0000489	Syaf.g_00274	Syar.g_00833
OG0000490	Syaf.g_00284	Syar.g_00823
OG0000491	Syaf.g_00285	Syar.g_00822
OG0000492	Syaf.g_00288	Syar.g_00727
OG0000493	Syaf.g_00289	Syar.g_00726
OG0000494	Syaf.g_00290	Syar.g_00725
OG0000495	Syaf.g_00291	Syar.g_00724
OG0000496	Syaf.g_00292	Syar.g_00723
OG0000497	Syaf.g_00293	Syar.g_00722
OG0000498	Syaf.g_00294	Syar.g_00721
OG0000499	Syaf.g_00295	Syar.g_00720
OG0000500	Syaf.g_00296	Syar.g_00719
OG0000501	Syaf.g_00299	Syar.g_00716
OG0000502	Syaf.g_00319	Syar.g_00275
OG0000503	Syaf.g_00023	Syar.g_01118
OG0000504	Syaf.g_00021	Syar.g_01120
OG0000505	Syaf.g_00020	Syar.g_01121
OG0000506	Syaf.g_00018	Syar.g_01123
OG0000507	Syaf.g_00012	Syar.g_01129
OG0000508	Syaf.g_00008	Syar.g_01141
OG0000509	Syaf.g_00006	Syar.g_01143
OG0000510	Syaf.g_00005	Syar.g_01144
OG0000511	Syaf.g_00004	Syar.g_01145
OG0000512	Syaf.g_00002	Syar.g_01147
OG0000513	Syaf.g_02803	Syar.g_01166
OG0000514	Syaf.g_02796	Syar.g_01169
OG0000515	Syaf.g_02795	Syar.g_01170
OG0000516	Syaf.g_01219	Syar.g_01172
OG0000517	Syaf.g_01213	Syar.g_01176
OG0000518	Syaf.g_01230	Syar.g_02868
OG0000519	Syaf.g_01231	Syar.g_02867
OG0000520	Syaf.g_01235	Syar.g_02866
OG0000521	Syaf.g_02542	Syar.g_01419
OG0000522	Syaf.g_02538	Syar.g_01421
OG0000523	Syaf.g_02537	Syar.g_01422
OG0000524	Syaf.g_02531	Syar.g_01244
OG0000525	Syaf.g_02507	Syar.g_01263
OG0000526	Syaf.g_02504	Syar.g_01266
OG0000527	Syaf.g_02500	Syar.g_01271
OG0000528	Syaf.g_02728	Syar.g_01466
OG0000529	Syaf.g_02720	Syar.g_01470
OG0000530	Syaf.g_02717	Syar.g_01473
OG0000531	Syaf.g_02716	Syar.g_01474
OG0000532	Syaf.g_02713	Syar.g_01477
OG0000533	Syaf.g_02712	Syar.g_01479
OG0000534	Syaf.g_02711	Syar.g_01480
OG0000535	Syaf.g_02710	Syar.g_01481
OG0000536	Syaf.g_02709	Syar.g_01482
OG0000537	Syaf.g_02708	Syar.g_01483
OG0000538	Syaf.g_02697	Syar.g_01496
OG0000539	Syaf.g_02696	Syar.g_01497
OG0000540	Syaf.g_02695	Syar.g_01498
OG0000541	Syaf.g_02694	Syar.g_01499
OG0000542	Syaf.g_02691	Syar.g_01502
OG0000543	Syaf.g_02689	Syar.g_01504
OG0000544	Syaf.g_02688	Syar.g_01505
OG0000545	Syaf.g_02686	Syar.g_01507
OG0000546	Syaf.g_02684	Syar.g_01509
OG0000547	Syaf.g_02682	Syar.g_01511
OG0000548	Syaf.g_02681	Syar.g_01512
OG0000549	Syaf.g_02676	Syar.g_02693
OG0000550	Syaf.g_02671	Syar.g_02689
OG0000551	Syaf.g_02666	Syar.g_02684
OG0000552	Syaf.g_02665	Syar.g_02683
OG0000553	Syaf.g_02663	Syar.g_02679
OG0000554	Syaf.g_02653	Syar.g_02352
OG0000555	Syaf.g_02635	Syar.g_02336
OG0000556	Syaf.g_02630	Syar.g_02332
OG0000557	Syaf.g_02628	Syar.g_02328
OG0000558	Syaf.g_02626	Syar.g_02326
