Orthogroup	Syaf	Syap
OG0000140	Syaf.g_02646	Syap.g_01976
OG0000141	Syaf.g_02375	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000142	Syaf.g_02310	Syap.g_00895, Syap.g_00894
OG0000143	Syaf.g_02306	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000144	Syaf.g_01735	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Syaf.g_02699	Syap.g_01860, Syap.g_01859
OG0000146	Syaf.g_01851	Syap.g_02024
OG0000147	Syaf.g_01850	Syap.g_02025
OG0000148	Syaf.g_02028	Syap.g_02720
OG0000149	Syaf.g_01371	Syap.g_00824
OG0000150	Syaf.g_02645	Syap.g_01540
OG0000151	Syaf.g_02091	Syap.g_00142
OG0000152	Syaf.g_01861	Syap.g_02012
OG0000153	Syaf.g_01904	Syap.g_02682
OG0000154	Syaf.g_01930	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Syaf.g_01324	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Syaf.g_01270	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Syaf.g_01269	Syap.g_00249, Syap.g_00286
OG0000158	Syaf.g_00364	Syap.g_01075
OG0000159	Syaf.g_00311	Syap.g_00852
OG0000160	Syaf.g_02418	Syap.g_02470, Syap.g_02469
OG0000161	Syaf.g_02424	Syap.g_02476
OG0000162	Syaf.g_02431	Syap.g_02531
OG0000165	Syaf.g_01197	Syap.g_01381, Syap.g_01382
OG0000166	Syaf.g_00133	Syap.g_00512, Syap.g_01238
OG0000167	Syaf.g_00350	Syap.g_02080
OG0000168	Syaf.g_00365	Syap.g_01076
OG0000169	Syaf.g_00376	Syap.g_01049, Syap.g_01093
OG0000170	Syaf.g_00383	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Syaf.g_00413	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Syaf.g_00419	Syap.g_01143, Syap.g_00635
OG0000173	Syaf.g_00438	Syap.g_00982, Syap.g_00983
OG0000174	Syaf.g_00603	Syap.g_02092
OG0000175	Syaf.g_00531	Syap.g_02654
OG0000176	Syaf.g_00494	Syap.g_00059
OG0000177	Syaf.g_00493	Syap.g_00061, Syap.g_00060
OG0000178	Syaf.g_00492	Syap.g_00062
OG0000179	Syaf.g_00477	Syap.g_00077, Syap.g_02638
OG0000180	Syaf.g_00476	Syap.g_00078, Syap.g_02640
OG0000181	Syaf.g_00475	Syap.g_00079, Syap.g_02641
OG0000182	Syaf.g_00474	Syap.g_00080, Syap.g_02642
OG0000183	Syaf.g_00470	Syap.g_00084
OG0000184	Syaf.g_00664	Syap.g_01337
OG0000185	Syaf.g_00684	Syap.g_01322
OG0000186	Syaf.g_00968	Syap.g_01684
OG0000187	Syaf.g_00966	Syap.g_01686
OG0000188	Syaf.g_00944	Syap.g_02547
OG0000191	Syaf.g_00877	Syap.g_02233
OG0000192	Syaf.g_00871	Syap.g_02224
OG0000193	Syaf.g_00832	Syap.g_02187, Syap.g_02188
OG0000194	Syaf.g_00829	Syap.g_02183
OG0000196	Syaf.g_00816	Syap.g_01208, Syap.g_02167
OG0000197	Syaf.g_00815	Syap.g_01207, Syap.g_02166
OG0000198	Syaf.g_00814	Syap.g_01206
OG0000199	Syaf.g_00806	Syap.g_01197
OG0000200	Syaf.g_00789	Syap.g_01181
OG0000201	Syaf.g_00771	Syap.g_02265
OG0000202	Syaf.g_00770	Syap.g_02264
OG0000203	Syaf.g_00769	Syap.g_01601
OG0000204	Syaf.g_00768	Syap.g_01602
OG0000205	Syaf.g_00761	Syap.g_01616
OG0000206	Syaf.g_00736	Syap.g_01628
OG0000207	Syaf.g_00735	Syap.g_01426, Syap.g_00424
OG0000208	Syaf.g_00734	Syap.g_00426, Syap.g_01425
OG0000209	Syaf.g_00714	Syap.g_01906
OG0000210	Syaf.g_00713	Syap.g_01905
OG0000211	Syaf.g_02791	Syap.g_01160
OG0000212	Syaf.g_02781	Syap.g_02664
OG0000213	Syaf.g_00210	Syap.g_00107, Syap.g_01599
OG0000214	Syaf.g_00226	Syap.g_02344, Syap.g_02345
OG0000215	Syaf.g_00258	Syap.g_01347, Syap.g_01629
OG0000216	Syaf.g_00262	Syap.g_01634
OG0000217	Syaf.g_00266	Syap.g_01638
OG0000218	Syaf.g_00268	Syap.g_01641, Syap.g_01640
OG0000219	Syaf.g_00269	Syap.g_01642, Syap.g_01643
OG0000220	Syaf.g_00270	Syap.g_01645
OG0000221	Syaf.g_02597, Syaf.g_00273	Syap.g_01646
OG0000222	Syaf.g_00287	Syap.g_01669
OG0000223	Syaf.g_00317	Syap.g_02072, Syap.g_02073
OG0000224	Syaf.g_00324	Syap.g_02064
OG0000225	Syaf.g_00007	Syap.g_00553, Syap.g_00552
OG0000226	Syaf.g_00003	Syap.g_02029, Syap.g_02144
OG0000227	Syaf.g_00001	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Syaf.g_02808	Syap.g_00116, Syap.g_02041
OG0000229	Syaf.g_01214	Syap.g_02059
OG0000230	Syaf.g_01216	Syap.g_02061
OG0000231	Syaf.g_01236	Syap.g_02533
OG0000232	Syaf.g_02536	Syap.g_02510, Syap.g_02511
OG0000233	Syaf.g_02528	Syap.g_02133
OG0000234	Syaf.g_02497	Syap.g_02755
OG0000235	Syaf.g_02722	Syap.g_00732, Syap.g_02258
OG0000236	Syaf.g_02707	Syap.g_02238
OG0000237	Syaf.g_02690	Syap.g_00262, Syap.g_00263
OG0000238	Syaf.g_02685	Syap.g_00257, Syap.g_00258
OG0000239	Syaf.g_02669	Syap.g_02744
OG0000240	Syaf.g_02668	Syap.g_02742
OG0000241	Syaf.g_02322	Syap.g_00888
OG0000242	Syaf.g_02656	Syap.g_01455
OG0000243	Syaf.g_02634	Syap.g_01938
OG0000244	Syaf.g_02627	Syap.g_01146, Syap.g_01145
OG0000245	Syaf.g_02625	Syap.g_01148
OG0000246	Syaf.g_02621	Syap.g_00308
OG0000247	Syaf.g_02610	Syap.g_00288, Syap.g_00293
OG0000248	Syaf.g_02607	Syap.g_00290
OG0000249	Syaf.g_02605	Syap.g_01296, Syap.g_01295
OG0000250	Syaf.g_02593	Syap.g_01306
OG0000251	Syaf.g_02568	Syap.g_00442
OG0000252	Syaf.g_02565	Syap.g_01857
OG0000253	Syaf.g_02564	Syap.g_00443
OG0000254	Syaf.g_02371	Syap.g_01527, Syap.g_01528
OG0000256	Syaf.g_02329	Syap.g_01287
OG0000257	Syaf.g_02323	Syap.g_00886
OG0000258	Syaf.g_02301	Syap.g_00907
OG0000260	Syaf.g_02134	Syap.g_01970
OG0000261	Syaf.g_02131	Syap.g_01962, Syap.g_01961
OG0000262	Syaf.g_02126	Syap.g_01954
OG0000263	Syaf.g_01585	Syap.g_00432, Syap.g_00433
OG0000266	Syaf.g_01967	Syap.g_00519
OG0000267	Syaf.g_01787	Syap.g_02333, Syap.g_02332
OG0000268	Syaf.g_01788	Syap.g_00646
OG0000269	Syaf.g_02054	Syap.g_00188
OG0000270	Syaf.g_02051	Syap.g_00192
OG0000271	Syaf.g_02043	Syap.g_00200, Syap.g_00201
OG0000272	Syaf.g_02042	Syap.g_00202
OG0000274	Syaf.g_01391	Syap.g_02702
OG0000275	Syaf.g_01386	Syap.g_01847
OG0000276	Syaf.g_01379	Syap.g_01839, Syap.g_01838
OG0000277	Syaf.g_01378	Syap.g_01837
OG0000278	Syaf.g_01375	Syap.g_01834
OG0000279	Syaf.g_01367	Syap.g_00829, Syap.g_00830
OG0000280	Syaf.g_01337	Syap.g_00365
OG0000281	Syaf.g_01636	Syap.g_01977
OG0000282	Syaf.g_02101	Syap.g_01252
OG0000283	Syaf.g_01804	Syap.g_01728
OG0000284	Syaf.g_01810	Syap.g_01736
OG0000285	Syaf.g_01842	Syap.g_01746, Syap.g_01744
OG0000286	Syaf.g_01860	Syap.g_02014, Syap.g_02013
OG0000288	Syaf.g_01929	Syap.g_02764, Syap.g_02763
OG0000289	Syaf.g_01943	Syap.g_02784
OG0000290	Syaf.g_01439	Syap.g_01552
OG0000291	Syaf.g_01441	Syap.g_01554
OG0000292	Syaf.g_00505	Syap.g_02314
OG0000293	Syaf.g_01277	Syap.g_00240
OG0000295	Syaf.g_01316	Syap.g_00206
OG0000296	Syaf.g_01318	Syap.g_00204
OG0000298	Syaf.g_01606	Syap.g_01888
OG0000299	Syaf.g_01578	Syap.g_02620
OG0000302	Syaf.g_01568	Syap.g_02444, Syap.g_02445
OG0000303	Syaf.g_01559	Syap.g_02435
OG0000304	Syaf.g_01551	Syap.g_02430
OG0000305	Syaf.g_01444	Syap.g_01557
OG0000306	Syaf.g_01332	Syap.g_01966
OG0000307	Syaf.g_02742	Syap.g_02517
OG0000308	Syaf.g_02744	Syap.g_02514, Syap.g_02515
OG0000309	Syaf.g_02749	Syap.g_02198, Syap.g_02446
OG0000310	Syaf.g_02387	Syap.g_02660, Syap.g_02661
OG0000311	Syaf.g_02391	Syap.g_02657
OG0000312	Syaf.g_02397	Syap.g_02114
OG0000313	Syaf.g_02421	Syap.g_02473
OG0000314	Syaf.g_02458	Syap.g_00007
OG0000315	Syaf.g_02468	Syap.g_00017
OG0000316	Syaf.g_01088	Syap.g_00030
OG0000317	Syaf.g_01040	Syap.g_00618
OG0000318	Syaf.g_01032	Syap.g_00622, Syap.g_02786
OG0000319	Syaf.g_01015	Syap.g_01764, Syap.g_01771
OG0000320	Syaf.g_01013	Syap.g_01761, Syap.g_01769
OG0000321	Syaf.g_01012	Syap.g_01760, Syap.g_01768
OG0000322	Syaf.g_01011	Syap.g_01759, Syap.g_01767
OG0000323	Syaf.g_00997	Syap.g_01389
OG0000324	Syaf.g_01164	Syap.g_01503
OG0000325	Syaf.g_00176	Syap.g_02680
OG0000326	Syaf.g_00169	Syap.g_00544
OG0000327	Syaf.g_00138	Syap.g_01233, Syap.g_01913
OG0000328	Syaf.g_00137	Syap.g_01234, Syap.g_01912
OG0000329	Syaf.g_00119	Syap.g_00498
OG0000330	Syaf.g_00118	Syap.g_00497
OG0000331	Syaf.g_00117	Syap.g_00496
OG0000333	Syaf.g_00099	Syap.g_00478
OG0000334	Syaf.g_00090	Syap.g_00468
OG0000335	Syaf.g_00085	Syap.g_00101, Syap.g_00463
OG0000336	Syaf.g_00081	Syap.g_00417, Syap.g_00607
OG0000337	Syaf.g_00344	Syap.g_01054
OG0000338	Syaf.g_00348	Syap.g_01059
OG0000339	Syaf.g_00355	Syap.g_01068
OG0000340	Syaf.g_00366	Syap.g_01077
OG0000341	Syaf.g_00368	Syap.g_01079
OG0000342	Syaf.g_00369	Syap.g_01080, Syap.g_02477
OG0000343	Syaf.g_00370	Syap.g_01086, Syap.g_02078
OG0000344	Syaf.g_00374	Syap.g_01091
OG0000345	Syaf.g_00384	Syap.g_01107, Syap.g_01470
OG0000346	Syaf.g_00389	Syap.g_02423, Syap.g_01113
OG0000347	Syaf.g_00415	Syap.g_01131, Syap.g_02459
OG0000348	Syaf.g_00427	Syap.g_00632
OG0000349	Syaf.g_00445	Syap.g_00110, Syap.g_01813
OG0000351	Syaf.g_00528	Syap.g_02594
OG0000352	Syaf.g_00527	Syap.g_02596, Syap.g_02597
OG0000353	Syaf.g_00499	Syap.g_00054
OG0000354	Syaf.g_00479	Syap.g_00075, Syap.g_02635
OG0000355	Syaf.g_00497	Syap.g_00056
OG0000356	Syaf.g_00496	Syap.g_00057
OG0000357	Syaf.g_00495	Syap.g_00058
OG0000358	Syaf.g_00491	Syap.g_00063
OG0000359	Syaf.g_00489	Syap.g_00065
OG0000360	Syaf.g_00488	Syap.g_00067
OG0000361	Syaf.g_00487	Syap.g_00068
OG0000362	Syaf.g_00485	Syap.g_00070
OG0000363	Syaf.g_00483	Syap.g_00072
OG0000364	Syaf.g_00482	Syap.g_00620
OG0000365	Syaf.g_00473	Syap.g_00081
OG0000366	Syaf.g_00472	Syap.g_00082
OG0000367	Syaf.g_00471	Syap.g_00083
OG0000368	Syaf.g_00469	Syap.g_00085
OG0000369	Syaf.g_00468	Syap.g_00086
OG0000370	Syaf.g_00467	Syap.g_00087
OG0000372	Syaf.g_00453	Syap.g_01805
OG0000373	Syaf.g_00452	Syap.g_01806
OG0000374	Syaf.g_00451	Syap.g_01807
OG0000375	Syaf.g_00449	Syap.g_01808
OG0000376	Syaf.g_00447	Syap.g_01811
OG0000377	Syaf.g_00654	Syap.g_00128
OG0000378	Syaf.g_00668	Syap.g_01326
OG0000380	Syaf.g_00965	Syap.g_01687
OG0000381	Syaf.g_00962	Syap.g_01690
OG0000382	Syaf.g_00945	Syap.g_02548
OG0000383	Syaf.g_00941	Syap.g_02359
OG0000384	Syaf.g_00940	Syap.g_02360
OG0000385	Syaf.g_00939	Syap.g_02361
OG0000386	Syaf.g_00938	Syap.g_02362
OG0000387	Syaf.g_00912	Syap.g_01864
OG0000391	Syaf.g_00878	Syap.g_02234
OG0000392	Syaf.g_00872	Syap.g_02225
OG0000393	Syaf.g_00870	Syap.g_02222
OG0000394	Syaf.g_00869	Syap.g_02221
OG0000395	Syaf.g_00868	Syap.g_02220
OG0000396	Syaf.g_00865	Syap.g_02217
OG0000397	Syaf.g_00863	Syap.g_02215
OG0000398	Syaf.g_00858	Syap.g_02211
OG0000399	Syaf.g_00857	Syap.g_02210
OG0000400	Syaf.g_00856	Syap.g_02209
OG0000401	Syaf.g_00855	Syap.g_02208
OG0000402	Syaf.g_00852	Syap.g_02206
OG0000403	Syaf.g_00851	Syap.g_02205
OG0000404	Syaf.g_00850	Syap.g_02204, Syap.g_02618
OG0000405	Syaf.g_00835	Syap.g_02191
OG0000406	Syaf.g_00831	Syap.g_02186
OG0000407	Syaf.g_00830	Syap.g_02185
OG0000408	Syaf.g_00828	Syap.g_02181, Syap.g_02182
OG0000409	Syaf.g_00826	Syap.g_02179
OG0000410	Syaf.g_00825	Syap.g_02178
OG0000411	Syaf.g_00824	Syap.g_02177
OG0000412	Syaf.g_00823	Syap.g_02176
OG0000413	Syaf.g_00821	Syap.g_02174
OG0000414	Syaf.g_00820	Syap.g_02173
OG0000415	Syaf.g_00819	Syap.g_02172
OG0000416	Syaf.g_00818	Syap.g_02171
OG0000417	Syaf.g_00817	Syap.g_02169
OG0000418	Syaf.g_00812	Syap.g_01204
OG0000419	Syaf.g_00810	Syap.g_01201
OG0000420	Syaf.g_00808	Syap.g_01199
OG0000421	Syaf.g_00803	Syap.g_01195
OG0000422	Syaf.g_00802	Syap.g_01194
OG0000423	Syaf.g_00801	Syap.g_01193
OG0000424	Syaf.g_00800	Syap.g_01192
OG0000425	Syaf.g_00799	Syap.g_01191
OG0000426	Syaf.g_00798	Syap.g_01190
OG0000427	Syaf.g_00797	Syap.g_01189
OG0000428	Syaf.g_00794	Syap.g_01186
OG0000429	Syaf.g_00792	Syap.g_01184
OG0000430	Syaf.g_00790	Syap.g_01182
OG0000431	Syaf.g_00786	Syap.g_01179
OG0000432	Syaf.g_00779	Syap.g_02277
OG0000433	Syaf.g_00777	Syap.g_02272
OG0000434	Syaf.g_00776	Syap.g_02271
OG0000435	Syaf.g_00772	Syap.g_02268
OG0000436	Syaf.g_00767	Syap.g_01607
OG0000437	Syaf.g_00766	Syap.g_01608
OG0000438	Syaf.g_00765	Syap.g_01612
OG0000439	Syaf.g_00763	Syap.g_01614
OG0000440	Syaf.g_00762	Syap.g_01615
OG0000441	Syaf.g_00756	Syap.g_01619
OG0000442	Syaf.g_00743	Syap.g_01620
OG0000443	Syaf.g_00739	Syap.g_01622
OG0000444	Syaf.g_00733	Syap.g_01424
OG0000445	Syaf.g_00729	Syap.g_01421
OG0000446	Syaf.g_00728	Syap.g_01419
OG0000447	Syaf.g_00725	Syap.g_01410
OG0000448	Syaf.g_00724	Syap.g_01407
OG0000449	Syaf.g_00723	Syap.g_01406
OG0000450	Syaf.g_00717	Syap.g_01909
OG0000451	Syaf.g_00716	Syap.g_01908
OG0000452	Syaf.g_00712	Syap.g_01904
OG0000453	Syaf.g_00711	Syap.g_01903
OG0000454	Syaf.g_00710	Syap.g_01902
OG0000455	Syaf.g_00709	Syap.g_01901
OG0000456	Syaf.g_00708	Syap.g_01900
OG0000457	Syaf.g_00706	Syap.g_01896
OG0000458	Syaf.g_00705	Syap.g_01895
OG0000459	Syaf.g_00704	Syap.g_01894
OG0000460	Syaf.g_02789	Syap.g_01159
OG0000461	Syaf.g_00183	Syap.g_01575
OG0000462	Syaf.g_00186	Syap.g_01578
OG0000463	Syaf.g_00187	Syap.g_01579
OG0000464	Syaf.g_00188	Syap.g_01580
OG0000465	Syaf.g_00190	Syap.g_01582
OG0000466	Syaf.g_00194	Syap.g_01587
OG0000467	Syaf.g_00196	Syap.g_01588
OG0000468	Syaf.g_00206	Syap.g_01593
OG0000469	Syaf.g_00220	Syap.g_02352
OG0000470	Syaf.g_00222	Syap.g_02349
OG0000471	Syaf.g_00223	Syap.g_02348
OG0000472	Syaf.g_00225	Syap.g_02347
OG0000473	Syaf.g_00227	Syap.g_02343
OG0000474	Syaf.g_00228	Syap.g_02342
OG0000475	Syaf.g_00229	Syap.g_02341
OG0000476	Syaf.g_00231	Syap.g_02339
OG0000477	Syaf.g_00237	Syap.g_01367
OG0000478	Syaf.g_00238	Syap.g_01366
OG0000479	Syaf.g_00239	Syap.g_01364
OG0000480	Syaf.g_00247	Syap.g_01357
OG0000482	Syaf.g_00250	Syap.g_01355
OG0000483	Syaf.g_00254	Syap.g_01344
OG0000484	Syaf.g_00255	Syap.g_01350
OG0000485	Syaf.g_00256	Syap.g_01349
OG0000487	Syaf.g_00263	Syap.g_01635
OG0000488	Syaf.g_00267	Syap.g_01639
OG0000489	Syaf.g_00274	Syap.g_02482
OG0000490	Syaf.g_00284	Syap.g_01673
OG0000491	Syaf.g_00285	Syap.g_01670
OG0000492	Syaf.g_00288	Syap.g_01668
OG0000493	Syaf.g_00289	Syap.g_01667
OG0000494	Syaf.g_00290	Syap.g_01666
OG0000495	Syaf.g_00291	Syap.g_01665
OG0000496	Syaf.g_00292	Syap.g_01663
OG0000497	Syaf.g_00293	Syap.g_01662
OG0000498	Syaf.g_00294	Syap.g_01661
OG0000499	Syaf.g_00295	Syap.g_01660
OG0000500	Syaf.g_00296	Syap.g_01659
OG0000501	Syaf.g_00299	Syap.g_01656
OG0000502	Syaf.g_00319	Syap.g_02066
OG0000503	Syaf.g_00023	Syap.g_00569
OG0000504	Syaf.g_00021	Syap.g_00567
OG0000505	Syaf.g_00020	Syap.g_00566
OG0000506	Syaf.g_00018	Syap.g_00564
OG0000507	Syaf.g_00012	Syap.g_00558
OG0000508	Syaf.g_00008	Syap.g_00554
OG0000509	Syaf.g_00006	Syap.g_00551
OG0000510	Syaf.g_00005	Syap.g_00550
OG0000511	Syaf.g_00004	Syap.g_00548
OG0000512	Syaf.g_00002	Syap.g_02145
OG0000513	Syaf.g_02803	Syap.g_02048
OG0000514	Syaf.g_02796	Syap.g_02051
OG0000515	Syaf.g_02795	Syap.g_02052
OG0000516	Syaf.g_01219	Syap.g_02054
OG0000517	Syaf.g_01213	Syap.g_02057
OG0000519	Syaf.g_01231	Syap.g_00457
OG0000520	Syaf.g_01235	Syap.g_00456
OG0000521	Syaf.g_02542	Syap.g_01997
OG0000522	Syaf.g_02538	Syap.g_01995
OG0000523	Syaf.g_02537	Syap.g_02507
OG0000524	Syaf.g_02531	Syap.g_02135
OG0000525	Syaf.g_02507	Syap.g_02159
OG0000526	Syaf.g_02504	Syap.g_02157
OG0000527	Syaf.g_02500	Syap.g_02758
OG0000528	Syaf.g_02728	Syap.g_02261
OG0000529	Syaf.g_02720	Syap.g_02254
OG0000530	Syaf.g_02717	Syap.g_02252
OG0000531	Syaf.g_02716	Syap.g_02251
OG0000532	Syaf.g_02713	Syap.g_02247
OG0000533	Syaf.g_02712	Syap.g_02244
OG0000534	Syaf.g_02711	Syap.g_02243
OG0000535	Syaf.g_02710	Syap.g_02242
OG0000536	Syaf.g_02709	Syap.g_02241
OG0000537	Syaf.g_02708	Syap.g_02240
OG0000538	Syaf.g_02697	Syap.g_00271
OG0000539	Syaf.g_02696	Syap.g_00270
OG0000540	Syaf.g_02695	Syap.g_00269
OG0000541	Syaf.g_02694	Syap.g_00268
OG0000542	Syaf.g_02691	Syap.g_00264
OG0000543	Syaf.g_02689	Syap.g_00261
OG0000544	Syaf.g_02688	Syap.g_00260
OG0000545	Syaf.g_02686	Syap.g_00259
OG0000546	Syaf.g_02684	Syap.g_00256
OG0000547	Syaf.g_02682	Syap.g_00254
OG0000548	Syaf.g_02681	Syap.g_00253
OG0000549	Syaf.g_02676	Syap.g_00758
OG0000550	Syaf.g_02671	Syap.g_02747
OG0000551	Syaf.g_02666	Syap.g_02739
OG0000552	Syaf.g_02665	Syap.g_02738
OG0000553	Syaf.g_02663	Syap.g_02735
OG0000554	Syaf.g_02653	Syap.g_01450
OG0000555	Syaf.g_02635	Syap.g_01941
OG0000556	Syaf.g_02630	Syap.g_01933
OG0000557	Syaf.g_02628	Syap.g_01931
OG0000558	Syaf.g_02626	Syap.g_01147
OG0000560	Syaf.g_02619	Syap.g_00305
OG0000561	Syaf.g_02618	Syap.g_00304
OG0000562	Syaf.g_02617	Syap.g_00302
OG0000563	Syaf.g_02616	Syap.g_00301
OG0000564	Syaf.g_02615	Syap.g_00300
OG0000565	Syaf.g_02612	Syap.g_00296
OG0000566	Syaf.g_02608	Syap.g_00291
OG0000567	Syaf.g_02604	Syap.g_01297
OG0000568	Syaf.g_02599	Syap.g_01302
OG0000569	Syaf.g_02596	Syap.g_01303
OG0000570	Syaf.g_02595	Syap.g_01304
OG0000571	Syaf.g_02591	Syap.g_01307
OG0000573	Syaf.g_02567	Syap.g_00765
OG0000574	Syaf.g_02566	Syap.g_00759
OG0000575	Syaf.g_02562	Syap.g_00445
OG0000576	Syaf.g_02560	Syap.g_00450
OG0000577	Syaf.g_02559	Syap.g_00451
OG0000578	Syaf.g_02558	Syap.g_00452
OG0000579	Syaf.g_02557	Syap.g_00453
OG0000580	Syaf.g_02556	Syap.g_00454
OG0000581	Syaf.g_02550	Syap.g_01521
OG0000582	Syaf.g_02374	Syap.g_01533
OG0000583	Syaf.g_02373	Syap.g_01532
OG0000584	Syaf.g_02372	Syap.g_01530
