Orthogroup	Syaf	Prax
OG0000108	Syaf.g_02721	Prax.g_00722
OG0000109	Syaf.g_02706	Prax.g_00707
OG0000110	Syaf.g_02589	Prax.g_00035
OG0000111	Syaf.g_01451	Prax.g_00943
OG0000112	Syaf.g_01852	Prax.g_00409
OG0000113	Syaf.g_02022	Prax.g_00351
OG0000114	Syaf.g_02103	Prax.g_00561
OG0000115	Syaf.g_02445	Prax.g_00132
OG0000116	Syaf.g_01276	Prax.g_00190
OG0000117	Syaf.g_01605	Prax.g_01959
OG0000118	Syaf.g_02544	Prax.g_01887
OG0000120	Syaf.g_00313	Prax.g_01832
OG0000121	Syaf.g_02419	Prax.g_01726
OG0000123	Syaf.g_00086	Prax.g_01345
OG0000124	Syaf.g_00414	Prax.g_01410
OG0000125	Syaf.g_00640	Prax.g_01447
OG0000126	Syaf.g_00504	Prax.g_01485
OG0000128	Syaf.g_00486	Prax.g_01974
OG0000129	Syaf.g_00651	Prax.g_00269
OG0000130	Syaf.g_00963	Prax.g_00640
OG0000131	Syaf.g_00833	Prax.g_01073
OG0000132	Syaf.g_00813	Prax.g_01054
OG0000133	Syaf.g_01857	Prax.g_00853, Prax.g_00852, Prax.g_01783
OG0000134	Syaf.g_02804	Prax.g_00816, Prax.g_01573
OG0000135	Syaf.g_00605	Prax.g_00792
OG0000136	Syaf.g_01224	Prax.g_00759
OG0000137	Syaf.g_02498	Prax.g_00727
OG0000138	Syaf.g_02705	Prax.g_00706
OG0000139	Syaf.g_02648	Prax.g_00664
OG0000140	Syaf.g_02646	Prax.g_00663
OG0000141	Syaf.g_02375	Prax.g_00066
OG0000142	Syaf.g_02310	Prax.g_00094
OG0000143	Syaf.g_02306	Prax.g_00098
OG0000144	Syaf.g_01735	Prax.g_00111
OG0000145	Syaf.g_02699	Prax.g_00413
OG0000146	Syaf.g_01851	Prax.g_00408
OG0000147	Syaf.g_01850	Prax.g_00407
OG0000148	Syaf.g_02028	Prax.g_00357
OG0000149	Syaf.g_01371	Prax.g_00326
OG0000150	Syaf.g_02645	Prax.g_00318
OG0000151	Syaf.g_02091	Prax.g_00571
OG0000152	Syaf.g_01861	Prax.g_01129
OG0000153	Syaf.g_01904	Prax.g_01148
OG0000154	Syaf.g_01930	Prax.g_01178
OG0000155	Syaf.g_01324	Prax.g_00220
OG0000156	Syaf.g_01270	Prax.g_01910
OG0000157	Syaf.g_01269	Prax.g_01909
OG0000158	Syaf.g_00364	Prax.g_01780
OG0000160	Syaf.g_02418	Prax.g_01727
OG0000161	Syaf.g_02424	Prax.g_01721
OG0000162	Syaf.g_02431	Prax.g_01715
OG0000163	Syaf.g_01105	Prax.g_01681
OG0000164	Syaf.g_00999	Prax.g_01535
OG0000165	Syaf.g_01197	Prax.g_01528
OG0000166	Syaf.g_00133	Prax.g_01302
OG0000167	Syaf.g_00350	Prax.g_01368
OG0000168	Syaf.g_00365	Prax.g_01378
OG0000169	Syaf.g_00376	Prax.g_01388
OG0000170	Syaf.g_00383	Prax.g_01390
OG0000171	Syaf.g_00413	Prax.g_01409
OG0000172	Syaf.g_00419	Prax.g_01418
OG0000173	Syaf.g_00438	Prax.g_01433
OG0000174	Syaf.g_00603	Prax.g_01460
OG0000175	Syaf.g_00531	Prax.g_01470
OG0000176	Syaf.g_00494	Prax.g_01494
OG0000177	Syaf.g_00493	Prax.g_01495
OG0000178	Syaf.g_00492	Prax.g_01496
OG0000179	Syaf.g_00477	Prax.g_00297
OG0000180	Syaf.g_00476	Prax.g_00296
OG0000181	Syaf.g_00475	Prax.g_00295
OG0000182	Syaf.g_00474	Prax.g_00294
OG0000183	Syaf.g_00470	Prax.g_00290
OG0000184	Syaf.g_00664	Prax.g_00621
OG0000185	Syaf.g_00684	Prax.g_00624
OG0000186	Syaf.g_00968	Prax.g_00635
OG0000187	Syaf.g_00966	Prax.g_00636
OG0000188	Syaf.g_00944	Prax.g_00653
OG0000189	Syaf.g_00916	Prax.g_01122
OG0000190	Syaf.g_00914	Prax.g_01121
OG0000191	Syaf.g_00877	Prax.g_01101
OG0000192	Syaf.g_00871	Prax.g_01097
OG0000193	Syaf.g_00832	Prax.g_01072
OG0000194	Syaf.g_00829	Prax.g_01069
OG0000195	Syaf.g_00827	Prax.g_01067
OG0000196	Syaf.g_00816	Prax.g_01057
OG0000197	Syaf.g_00815	Prax.g_01056
OG0000198	Syaf.g_00814	Prax.g_01055
OG0000199	Syaf.g_00806	Prax.g_01048
OG0000200	Syaf.g_00789	Prax.g_01034
OG0000201	Syaf.g_00771	Prax.g_01026
OG0000202	Syaf.g_00770	Prax.g_01025
OG0000203	Syaf.g_00769	Prax.g_01024
OG0000204	Syaf.g_00768	Prax.g_01023
OG0000205	Syaf.g_00761	Prax.g_01016
OG0000206	Syaf.g_00736	Prax.g_01011
OG0000207	Syaf.g_00735	Prax.g_01009
OG0000208	Syaf.g_00734	Prax.g_01008
OG0000209	Syaf.g_00714	Prax.g_00999
OG0000210	Syaf.g_00713	Prax.g_00998
OG0000211	Syaf.g_02791	Prax.g_00985
OG0000212	Syaf.g_02781	Prax.g_00978
OG0000213	Syaf.g_00210	Prax.g_00918
OG0000214	Syaf.g_00226	Prax.g_00908
OG0000215	Syaf.g_00258	Prax.g_00883
OG0000216	Syaf.g_00262	Prax.g_00881
OG0000217	Syaf.g_00266	Prax.g_00878
OG0000218	Syaf.g_00268	Prax.g_00876
OG0000219	Syaf.g_00269	Prax.g_00875
OG0000220	Syaf.g_00270	Prax.g_00874
OG0000221	Syaf.g_02597, Syaf.g_00273	Prax.g_00873
OG0000222	Syaf.g_00287	Prax.g_00865
OG0000223	Syaf.g_00317	Prax.g_00850
OG0000224	Syaf.g_00324	Prax.g_00848
OG0000225	Syaf.g_00007	Prax.g_00827
OG0000226	Syaf.g_00003	Prax.g_00823
OG0000227	Syaf.g_00001	Prax.g_00821
OG0000228	Syaf.g_02808	Prax.g_00818
OG0000229	Syaf.g_01214	Prax.g_00764
OG0000230	Syaf.g_01216	Prax.g_00762
OG0000231	Syaf.g_01236	Prax.g_00751
OG0000232	Syaf.g_02536	Prax.g_00743
OG0000233	Syaf.g_02528	Prax.g_00738
OG0000234	Syaf.g_02497	Prax.g_00726
OG0000235	Syaf.g_02722	Prax.g_00723
OG0000236	Syaf.g_02707	Prax.g_00708
OG0000237	Syaf.g_02690	Prax.g_00695
OG0000238	Syaf.g_02685	Prax.g_00689
OG0000239	Syaf.g_02669	Prax.g_00676
OG0000240	Syaf.g_02668	Prax.g_00675
OG0000241	Syaf.g_02322	Prax.g_00671
OG0000242	Syaf.g_02656	Prax.g_00669
OG0000243	Syaf.g_02634	Prax.g_00004
OG0000244	Syaf.g_02627	Prax.g_00007
OG0000245	Syaf.g_02625	Prax.g_00009
OG0000246	Syaf.g_02621	Prax.g_00013
OG0000247	Syaf.g_02610	Prax.g_00023
OG0000248	Syaf.g_02607	Prax.g_00025
OG0000249	Syaf.g_02605	Prax.g_00027
OG0000250	Syaf.g_02593	Prax.g_00032
OG0000251	Syaf.g_02568	Prax.g_00050
OG0000252	Syaf.g_02565	Prax.g_00053
OG0000253	Syaf.g_02564	Prax.g_00054
OG0000254	Syaf.g_02371	Prax.g_00070
OG0000255	Syaf.g_02352	Prax.g_00076
OG0000256	Syaf.g_02329	Prax.g_00086
OG0000257	Syaf.g_02323	Prax.g_00089
OG0000258	Syaf.g_02301	Prax.g_00102
OG0000259	Syaf.g_02137	Prax.g_00119
OG0000260	Syaf.g_02134	Prax.g_00122
OG0000261	Syaf.g_02131	Prax.g_00977
OG0000262	Syaf.g_02126	Prax.g_00973
OG0000263	Syaf.g_01585	Prax.g_00961
OG0000264	Syaf.g_01473	Prax.g_00951
OG0000265	Syaf.g_01196	Prax.g_00485
OG0000266	Syaf.g_01967	Prax.g_00475
OG0000267	Syaf.g_01787	Prax.g_00464
OG0000268	Syaf.g_00307, Syaf.g_01788	Prax.g_00463
OG0000269	Syaf.g_02054	Prax.g_00378
OG0000270	Syaf.g_02051	Prax.g_00375
OG0000271	Syaf.g_02043	Prax.g_00367
OG0000272	Syaf.g_02042	Prax.g_00366
OG0000273	Syaf.g_01392	Prax.g_00343
OG0000274	Syaf.g_01391	Prax.g_00342
OG0000275	Syaf.g_01386	Prax.g_00339
OG0000276	Syaf.g_01379	Prax.g_00334
OG0000277	Syaf.g_01378	Prax.g_00333
OG0000278	Syaf.g_01375	Prax.g_00330
OG0000279	Syaf.g_01367	Prax.g_00323
OG0000280	Syaf.g_01337	Prax.g_00322
OG0000281	Syaf.g_01636	Prax.g_00317
OG0000282	Syaf.g_02101	Prax.g_00563
OG0000283	Syaf.g_01804	Prax.g_00597
OG0000284	Syaf.g_01810	Prax.g_00602
OG0000285	Syaf.g_01842	Prax.g_00607
OG0000286	Syaf.g_01860	Prax.g_00619
OG0000287	Syaf.g_01896	Prax.g_01145
OG0000288	Syaf.g_01929	Prax.g_01177
OG0000289	Syaf.g_01943	Prax.g_01188
OG0000290	Syaf.g_01439	Prax.g_01201
OG0000291	Syaf.g_01441	Prax.g_01203
OG0000292	Syaf.g_00505	Prax.g_01759, Prax.g_01254
OG0000293	Syaf.g_01277	Prax.g_00191
OG0000294	Syaf.g_01278	Prax.g_00192
OG0000295	Syaf.g_01316	Prax.g_00212
OG0000296	Syaf.g_01318	Prax.g_00214
OG0000297	Syaf.g_01607	Prax.g_00222
OG0000298	Syaf.g_01606	Prax.g_00223
OG0000299	Syaf.g_01578	Prax.g_00240
OG0000300	Syaf.g_01571	Prax.g_00243
OG0000301	Syaf.g_01570	Prax.g_00244
OG0000302	Syaf.g_01568	Prax.g_00246
OG0000303	Syaf.g_01559	Prax.g_00253
OG0000304	Syaf.g_01551	Prax.g_00257
OG0000305	Syaf.g_01444	Prax.g_01871
OG0000306	Syaf.g_01332	Prax.g_01868
OG0000307	Syaf.g_02742	Prax.g_01854
OG0000308	Syaf.g_02744	Prax.g_01853
OG0000309	Syaf.g_02749	Prax.g_01849
OG0000310	Syaf.g_02387	Prax.g_01748
OG0000311	Syaf.g_02391	Prax.g_01746
OG0000312	Syaf.g_02397	Prax.g_01743
OG0000313	Syaf.g_02421	Prax.g_01724
OG0000314	Syaf.g_02458	Prax.g_01701
OG0000315	Syaf.g_02468	Prax.g_01691
OG0000316	Syaf.g_01088	Prax.g_01671
OG0000317	Syaf.g_01040	Prax.g_01561
OG0000318	Syaf.g_01032	Prax.g_01558
OG0000319	Syaf.g_01015	Prax.g_01545
OG0000320	Syaf.g_01013	Prax.g_01543
OG0000321	Syaf.g_01012	Prax.g_01542
OG0000322	Syaf.g_01011	Prax.g_01541
OG0000323	Syaf.g_00997	Prax.g_01532
OG0000324	Syaf.g_01164	Prax.g_01505
OG0000325	Syaf.g_00176	Prax.g_01263
OG0000326	Syaf.g_00169	Prax.g_01269
OG0000327	Syaf.g_00138	Prax.g_01297
OG0000328	Syaf.g_00137	Prax.g_01298
OG0000329	Syaf.g_00119	Prax.g_01315
OG0000330	Syaf.g_00118	Prax.g_01316
OG0000331	Syaf.g_00117	Prax.g_01317
OG0000332	Syaf.g_00102	Prax.g_01331
OG0000333	Syaf.g_00099	Prax.g_01333
OG0000334	Syaf.g_00090	Prax.g_01341
OG0000335	Syaf.g_00085	Prax.g_01346
OG0000336	Syaf.g_00081	Prax.g_01350
OG0000337	Syaf.g_00344	Prax.g_01366
OG0000338	Syaf.g_00348	Prax.g_01367
OG0000339	Syaf.g_00355	Prax.g_01371
OG0000340	Syaf.g_00366	Prax.g_01379
OG0000341	Syaf.g_00368	Prax.g_01381
OG0000342	Syaf.g_00369	Prax.g_01382
OG0000343	Syaf.g_00370	Prax.g_01383
OG0000344	Syaf.g_00374	Prax.g_01386
OG0000345	Syaf.g_00384	Prax.g_01391
OG0000346	Syaf.g_00389	Prax.g_01395
OG0000347	Syaf.g_00415	Prax.g_01411
OG0000348	Syaf.g_00427	Prax.g_01421
OG0000349	Syaf.g_00445	Prax.g_01438
OG0000350	Syaf.g_00162	Prax.g_01456
OG0000351	Syaf.g_00528	Prax.g_01473
OG0000352	Syaf.g_00527	Prax.g_01474
OG0000353	Syaf.g_00499	Prax.g_01489
OG0000355	Syaf.g_00497	Prax.g_01491
OG0000356	Syaf.g_00496	Prax.g_01492
OG0000357	Syaf.g_00495	Prax.g_01493
OG0000358	Syaf.g_00491	Prax.g_01497
OG0000359	Syaf.g_00489	Prax.g_01498
OG0000360	Syaf.g_00488	Prax.g_01499
OG0000361	Syaf.g_00487	Prax.g_01975
OG0000362	Syaf.g_00485	Prax.g_01973
OG0000363	Syaf.g_00483	Prax.g_00299
OG0000364	Syaf.g_00482	Prax.g_00298
OG0000365	Syaf.g_00473	Prax.g_00293
OG0000366	Syaf.g_00472	Prax.g_00292
OG0000367	Syaf.g_00471	Prax.g_00291
OG0000368	Syaf.g_00469	Prax.g_00289
OG0000369	Syaf.g_00468	Prax.g_00288
OG0000370	Syaf.g_00467	Prax.g_00287
OG0000371	Syaf.g_00458	Prax.g_00281
OG0000372	Syaf.g_00453	Prax.g_00278
OG0000373	Syaf.g_00452	Prax.g_00277
OG0000374	Syaf.g_00451	Prax.g_00276
OG0000375	Syaf.g_00449	Prax.g_00273
OG0000376	Syaf.g_00447	Prax.g_00271
OG0000377	Syaf.g_00654	Prax.g_00261
OG0000378	Syaf.g_00668	Prax.g_00622
OG0000379	Syaf.g_00686	Prax.g_00625
OG0000380	Syaf.g_00965	Prax.g_00637
OG0000381	Syaf.g_00962	Prax.g_00641
OG0000382	Syaf.g_00945	Prax.g_00652
OG0000383	Syaf.g_00941	Prax.g_00654
OG0000384	Syaf.g_00940	Prax.g_00655
OG0000385	Syaf.g_00939	Prax.g_00656
OG0000386	Syaf.g_00938	Prax.g_00657
OG0000387	Syaf.g_00912	Prax.g_01119
OG0000388	Syaf.g_00908	Prax.g_01116
OG0000389	Syaf.g_00904	Prax.g_01113
OG0000390	Syaf.g_00883	Prax.g_01106
OG0000391	Syaf.g_00878	Prax.g_01102
OG0000392	Syaf.g_00872	Prax.g_01098
OG0000393	Syaf.g_00870	Prax.g_01096
OG0000394	Syaf.g_00869	Prax.g_01095
OG0000395	Syaf.g_00868	Prax.g_01094
OG0000396	Syaf.g_00865	Prax.g_01091
OG0000397	Syaf.g_00863	Prax.g_01089
OG0000398	Syaf.g_00858	Prax.g_01087
OG0000399	Syaf.g_00857	Prax.g_01086
OG0000400	Syaf.g_00856	Prax.g_01085
OG0000401	Syaf.g_00855	Prax.g_01084
OG0000402	Syaf.g_00852	Prax.g_01082
OG0000403	Syaf.g_00851	Prax.g_01081
OG0000404	Syaf.g_00850	Prax.g_01080
OG0000405	Syaf.g_00835	Prax.g_01076
OG0000406	Syaf.g_00831	Prax.g_01071
OG0000407	Syaf.g_00830	Prax.g_01070
OG0000408	Syaf.g_00828	Prax.g_01068
OG0000409	Syaf.g_00826	Prax.g_01066
OG0000410	Syaf.g_00825	Prax.g_01065
OG0000411	Syaf.g_00824	Prax.g_01064
OG0000412	Syaf.g_00823	Prax.g_01063
OG0000413	Syaf.g_00821	Prax.g_01062
OG0000414	Syaf.g_00820	Prax.g_01061
OG0000415	Syaf.g_00819	Prax.g_01060
OG0000416	Syaf.g_00818	Prax.g_01059
OG0000417	Syaf.g_00817	Prax.g_01058
OG0000418	Syaf.g_00812	Prax.g_01053
OG0000419	Syaf.g_00810	Prax.g_01051
OG0000420	Syaf.g_00808	Prax.g_01050
OG0000421	Syaf.g_00803	Prax.g_01045
OG0000422	Syaf.g_00802	Prax.g_01044
OG0000423	Syaf.g_00801	Prax.g_01043
OG0000424	Syaf.g_00800	Prax.g_01042
OG0000425	Syaf.g_00799	Prax.g_01041
OG0000426	Syaf.g_00798	Prax.g_01040
OG0000427	Syaf.g_00797	Prax.g_01039
OG0000428	Syaf.g_00794	Prax.g_01037
OG0000429	Syaf.g_00792	Prax.g_01036
OG0000430	Syaf.g_00790	Prax.g_01035
OG0000431	Syaf.g_00786	Prax.g_01033
OG0000432	Syaf.g_00779	Prax.g_01030
OG0000433	Syaf.g_00777	Prax.g_01029
OG0000434	Syaf.g_00776	Prax.g_01028
OG0000435	Syaf.g_00772	Prax.g_01027
OG0000436	Syaf.g_00767	Prax.g_01022
OG0000437	Syaf.g_00766	Prax.g_01021
OG0000438	Syaf.g_00765	Prax.g_01020
OG0000439	Syaf.g_00763	Prax.g_01018
OG0000440	Syaf.g_00762	Prax.g_01017
OG0000441	Syaf.g_00756	Prax.g_01014
OG0000442	Syaf.g_00743	Prax.g_01013
OG0000443	Syaf.g_00739	Prax.g_01012
OG0000444	Syaf.g_00733	Prax.g_01007
OG0000445	Syaf.g_00729	Prax.g_01006
OG0000446	Syaf.g_00728	Prax.g_01005
OG0000447	Syaf.g_00725	Prax.g_01004
OG0000448	Syaf.g_00724	Prax.g_01003
OG0000449	Syaf.g_00723	Prax.g_01002
OG0000450	Syaf.g_00717	Prax.g_01001
OG0000451	Syaf.g_00716	Prax.g_01000
OG0000452	Syaf.g_00712	Prax.g_00997
OG0000453	Syaf.g_00711	Prax.g_00996
OG0000454	Syaf.g_00710	Prax.g_00995
OG0000455	Syaf.g_00709	Prax.g_00994
OG0000456	Syaf.g_00708	Prax.g_00993
OG0000457	Syaf.g_00706	Prax.g_00992
OG0000458	Syaf.g_00705	Prax.g_00991
OG0000459	Syaf.g_00704	Prax.g_00990
OG0000460	Syaf.g_02789	Prax.g_00983
OG0000461	Syaf.g_00183	Prax.g_00933
OG0000462	Syaf.g_00186	Prax.g_00931
OG0000463	Syaf.g_00187	Prax.g_00930
OG0000464	Syaf.g_00188	Prax.g_00929
OG0000465	Syaf.g_00190	Prax.g_00928
OG0000466	Syaf.g_00194	Prax.g_00925
OG0000467	Syaf.g_00196	Prax.g_00924
OG0000468	Syaf.g_00206	Prax.g_00922
OG0000469	Syaf.g_00220	Prax.g_00913
OG0000470	Syaf.g_00222	Prax.g_00911
OG0000471	Syaf.g_00223	Prax.g_00910
OG0000472	Syaf.g_00225	Prax.g_00909
OG0000473	Syaf.g_00227	Prax.g_00907
OG0000474	Syaf.g_00228	Prax.g_00906
OG0000475	Syaf.g_00229	Prax.g_00905
OG0000476	Syaf.g_00231	Prax.g_00904
OG0000477	Syaf.g_00237	Prax.g_00900
OG0000478	Syaf.g_00238	Prax.g_00899
OG0000479	Syaf.g_00239	Prax.g_00898
OG0000480	Syaf.g_00247	Prax.g_00893
OG0000481	Syaf.g_00249	Prax.g_00891
OG0000482	Syaf.g_00250	Prax.g_00890
OG0000483	Syaf.g_00254	Prax.g_00887
OG0000484	Syaf.g_00255	Prax.g_00886
OG0000485	Syaf.g_00256	Prax.g_00885
OG0000486	Syaf.g_00257	Prax.g_00884
OG0000487	Syaf.g_00263	Prax.g_00880
OG0000488	Syaf.g_00267	Prax.g_00877
OG0000489	Syaf.g_00274	Prax.g_00872
OG0000490	Syaf.g_00284	Prax.g_00867
OG0000491	Syaf.g_00285	Prax.g_00866
OG0000492	Syaf.g_00288	Prax.g_00864
OG0000493	Syaf.g_00289	Prax.g_00863
OG0000494	Syaf.g_00290	Prax.g_00862
OG0000495	Syaf.g_00291	Prax.g_00861
OG0000496	Syaf.g_00292	Prax.g_00860
OG0000497	Syaf.g_00293	Prax.g_00859
OG0000498	Syaf.g_00294	Prax.g_00858
OG0000499	Syaf.g_00295	Prax.g_00857
OG0000500	Syaf.g_00296	Prax.g_00856
OG0000501	Syaf.g_00299	Prax.g_00854
OG0000502	Syaf.g_00319	Prax.g_00849
OG0000503	Syaf.g_00023	Prax.g_00839
OG0000504	Syaf.g_00021	Prax.g_00838
OG0000505	Syaf.g_00020	Prax.g_00837
OG0000506	Syaf.g_00018	Prax.g_00835
OG0000507	Syaf.g_00012	Prax.g_00832
OG0000508	Syaf.g_00008	Prax.g_00828
OG0000509	Syaf.g_00006	Prax.g_00826
OG0000510	Syaf.g_00005	Prax.g_00825
OG0000511	Syaf.g_00004	Prax.g_00824
OG0000512	Syaf.g_00002	Prax.g_00822
OG0000513	Syaf.g_02803	Prax.g_00815
OG0000514	Syaf.g_02796	Prax.g_00769
OG0000515	Syaf.g_02795	Prax.g_00768
OG0000516	Syaf.g_01219	Prax.g_00767
OG0000517	Syaf.g_01213	Prax.g_00765
OG0000518	Syaf.g_01230	Prax.g_00754
OG0000519	Syaf.g_01231	Prax.g_00753
OG0000520	Syaf.g_01235	Prax.g_00752
OG0000521	Syaf.g_02542	Prax.g_00747
OG0000522	Syaf.g_02538	Prax.g_00746
OG0000523	Syaf.g_02537	Prax.g_00745
OG0000524	Syaf.g_02531	Prax.g_00740
OG0000525	Syaf.g_02507	Prax.g_00737
OG0000526	Syaf.g_02504	Prax.g_00736
OG0000527	Syaf.g_02500	Prax.g_00729
OG0000528	Syaf.g_02728	Prax.g_00724
OG0000529	Syaf.g_02720	Prax.g_00721
OG0000530	Syaf.g_02717	Prax.g_00718
OG0000531	Syaf.g_02716	Prax.g_00717
OG0000532	Syaf.g_02713	Prax.g_00715
OG0000533	Syaf.g_02712	Prax.g_00714
OG0000534	Syaf.g_02711	Prax.g_00713
OG0000535	Syaf.g_02710	Prax.g_00712
OG0000536	Syaf.g_02709	Prax.g_00711
OG0000537	Syaf.g_02708	Prax.g_00709
OG0000538	Syaf.g_02697	Prax.g_00701
OG0000539	Syaf.g_02696	Prax.g_00700
OG0000540	Syaf.g_02695	Prax.g_00699
OG0000541	Syaf.g_02694	Prax.g_00698
OG0000542	Syaf.g_02691	Prax.g_00696
OG0000543	Syaf.g_02689	Prax.g_00694
OG0000544	Syaf.g_02688	Prax.g_00693
OG0000545	Syaf.g_02686	Prax.g_00691
OG0000546	Syaf.g_02684	Prax.g_00688
OG0000547	Syaf.g_02682	Prax.g_00686
OG0000548	Syaf.g_02681	Prax.g_00685
OG0000549	Syaf.g_02676	Prax.g_00683
OG0000550	Syaf.g_02671	Prax.g_00678
OG0000551	Syaf.g_02666	Prax.g_00674
OG0000552	Syaf.g_02665	Prax.g_00673
OG0000553	Syaf.g_02663	Prax.g_00672
OG0000554	Syaf.g_02653	Prax.g_00667
OG0000555	Syaf.g_02635	Prax.g_00003
OG0000556	Syaf.g_02630	Prax.g_00005
OG0000557	Syaf.g_02628	Prax.g_00006
OG0000558	Syaf.g_02626	Prax.g_00008
OG0000559	Syaf.g_02622	Prax.g_00012
OG0000560	Syaf.g_02619	Prax.g_00015
OG0000561	Syaf.g_02618	Prax.g_00016
OG0000562	Syaf.g_02617	Prax.g_00017
OG0000563	Syaf.g_02616	Prax.g_00018
OG0000564	Syaf.g_02615	Prax.g_00019
