Orthogroup	Syaf	Syas
OG0000087	Syaf.g_00848	Syas.g_02374
OG0000089	Syaf.g_02807	Syas.g_01512
OG0000090	Syaf.g_02654	Syas.g_00062
OG0000091	Syaf.g_02302	Syas.g_00907, Syas.g_00146
OG0000094	Syaf.g_01940	Syas.g_00208
OG0000095	Syaf.g_01442	Syas.g_01021
OG0000097	Syaf.g_01574	Syas.g_00114, Syas.g_01443
OG0000098	Syaf.g_01637	Syas.g_00091
OG0000099	Syaf.g_00312	Syas.g_01826
OG0000100	Syaf.g_02017	Syas.g_00567
OG0000102	Syaf.g_00393	Syas.g_02152, Syas.g_01395
OG0000104	Syaf.g_00502	Syas.g_02027, Syas.g_02026
OG0000105	Syaf.g_00235	Syas.g_01739
OG0000106	Syaf.g_01745	Syas.g_01451
OG0000107	Syaf.g_00758	Syas.g_01669
OG0000108	Syaf.g_02721	Syas.g_01253
OG0000110	Syaf.g_02589	Syas.g_00359, Syas.g_00818
OG0000111	Syaf.g_01451	Syas.g_01037
OG0000112	Syaf.g_01852	Syas.g_00452
OG0000113	Syaf.g_02022	Syas.g_00571
OG0000114	Syaf.g_02103	Syas.g_00252, Syas.g_00674
OG0000115	Syaf.g_02445	Syas.g_02548, Syas.g_01285
OG0000116	Syaf.g_01276	Syas.g_01198, Syas.g_00317
OG0000117	Syaf.g_01605	Syas.g_01122
OG0000118	Syaf.g_02544	Syas.g_02835
OG0000120	Syaf.g_00313	Syas.g_01828
OG0000121	Syaf.g_02419	Syas.g_02821
OG0000123	Syaf.g_00086	Syas.g_01582
OG0000124	Syaf.g_00414	Syas.g_02137
OG0000125	Syaf.g_00640	Syas.g_01889
OG0000126	Syaf.g_00504	Syas.g_01992
OG0000128	Syaf.g_00486	Syas.g_02046
OG0000129	Syaf.g_00651	Syas.g_01880
OG0000130	Syaf.g_00963	Syas.g_02522
OG0000131	Syaf.g_00833	Syas.g_02367
OG0000132	Syaf.g_00813	Syas.g_02334
OG0000133	Syaf.g_01857	Syas.g_00457
OG0000134	Syaf.g_02804	Syas.g_01509
OG0000135	Syaf.g_00605	Syas.g_01938
OG0000136	Syaf.g_01224	Syas.g_02740
OG0000137	Syaf.g_02498	Syas.g_01333
OG0000138	Syaf.g_02705	Syas.g_01235
OG0000139	Syaf.g_02648	Syas.g_00069
OG0000140	Syaf.g_02646	Syas.g_00090
OG0000141	Syaf.g_02375	Syas.g_00875
OG0000142	Syaf.g_02310	Syas.g_00746
OG0000143	Syaf.g_02306	Syas.g_00742
OG0000144	Syaf.g_01735	Syas.g_00718
OG0000145	Syaf.g_02699	Syas.g_00948
OG0000146	Syaf.g_01851	Syas.g_00451
OG0000147	Syaf.g_01850	Syas.g_00450
OG0000148	Syaf.g_02028	Syas.g_00577
OG0000149	Syaf.g_01371	Syas.g_00282
OG0000150	Syaf.g_02645	Syas.g_00874
OG0000151	Syaf.g_02091	Syas.g_00148, Syas.g_00659
OG0000152	Syaf.g_01861	Syas.g_00461
OG0000153	Syaf.g_01904	Syas.g_00543
OG0000154	Syaf.g_01930	Syas.g_00219
OG0000155	Syaf.g_01324	Syas.g_01131
OG0000156	Syaf.g_01270	Syas.g_01206
OG0000157	Syaf.g_01269	Syas.g_01207
OG0000158	Syaf.g_00364	Syas.g_02185
OG0000159	Syaf.g_00311	Syas.g_01155
OG0000160	Syaf.g_02418	Syas.g_02820
OG0000161	Syaf.g_02424	Syas.g_02826
OG0000162	Syaf.g_02431	Syas.g_02751
OG0000163	Syaf.g_01105	Syas.g_01488
OG0000165	Syaf.g_01197	Syas.g_02609
OG0000166	Syaf.g_00133	Syas.g_01629
OG0000167	Syaf.g_00350	Syas.g_01449
OG0000168	Syaf.g_00365	Syas.g_02184
OG0000169	Syaf.g_00376	Syas.g_02170
OG0000170	Syaf.g_00383	Syas.g_02161
OG0000171	Syaf.g_00413	Syas.g_02139
OG0000172	Syaf.g_00419	Syas.g_02110
OG0000173	Syaf.g_00438	Syas.g_02092
OG0000174	Syaf.g_00603	Syas.g_01940
OG0000175	Syaf.g_00531	Syas.g_01994
OG0000176	Syaf.g_00494	Syas.g_02038
OG0000177	Syaf.g_00493	Syas.g_02039
OG0000178	Syaf.g_00492	Syas.g_02040
OG0000179	Syaf.g_00477	Syas.g_02054
OG0000180	Syaf.g_00476	Syas.g_02055
OG0000181	Syaf.g_00475	Syas.g_02056
OG0000182	Syaf.g_00474	Syas.g_02057
OG0000183	Syaf.g_00470	Syas.g_02061
OG0000184	Syaf.g_00664	Syas.g_01872
OG0000185	Syaf.g_00684	Syas.g_01861
OG0000186	Syaf.g_00968	Syas.g_02525
OG0000187	Syaf.g_00966	Syas.g_02524
OG0000188	Syaf.g_00944	Syas.g_02502
OG0000189	Syaf.g_00916	Syas.g_02432
OG0000190	Syaf.g_00914	Syas.g_00133
OG0000191	Syaf.g_00877	Syas.g_02400
OG0000192	Syaf.g_00871	Syas.g_02395
OG0000193	Syaf.g_00832	Syas.g_02366
OG0000194	Syaf.g_00829	Syas.g_02363
OG0000196	Syaf.g_00816	Syas.g_02337
OG0000197	Syaf.g_00815	Syas.g_02336
OG0000198	Syaf.g_00814	Syas.g_02335
OG0000199	Syaf.g_00806	Syas.g_02327
OG0000200	Syaf.g_00789	Syas.g_02298
OG0000201	Syaf.g_00771	Syas.g_02279
OG0000202	Syaf.g_00770	Syas.g_02278
OG0000203	Syaf.g_00769	Syas.g_02277
OG0000204	Syaf.g_00768	Syas.g_02276
OG0000205	Syaf.g_00761	Syas.g_02267
OG0000206	Syaf.g_00736	Syas.g_02240
OG0000207	Syaf.g_00735	Syas.g_02237
OG0000208	Syaf.g_00734	Syas.g_02236
OG0000209	Syaf.g_00714	Syas.g_01837
OG0000210	Syaf.g_00713	Syas.g_01838
OG0000211	Syaf.g_02791	Syas.g_02552
OG0000212	Syaf.g_02781	Syas.g_02562
OG0000213	Syaf.g_00210	Syas.g_01707
OG0000214	Syaf.g_00226	Syas.g_01730
OG0000215	Syaf.g_00258	Syas.g_01766
OG0000216	Syaf.g_00262	Syas.g_01770
OG0000217	Syaf.g_00266	Syas.g_01778
OG0000218	Syaf.g_00268	Syas.g_01780
OG0000219	Syaf.g_00269	Syas.g_01783
OG0000220	Syaf.g_00270	Syas.g_01784
OG0000221	Syaf.g_02597, Syaf.g_00273	Syas.g_01785
OG0000222	Syaf.g_00287	Syas.g_01804
OG0000223	Syaf.g_00317	Syas.g_02221
OG0000224	Syaf.g_00324	Syas.g_02215
OG0000225	Syaf.g_00007	Syas.g_01522
OG0000226	Syaf.g_00003	Syas.g_01518
OG0000227	Syaf.g_00001	Syas.g_01516
OG0000228	Syaf.g_02808	Syas.g_01513
OG0000229	Syaf.g_01214	Syas.g_01497
OG0000230	Syaf.g_01216	Syas.g_01495
OG0000231	Syaf.g_01236	Syas.g_02749
OG0000232	Syaf.g_02536	Syas.g_01276
OG0000233	Syaf.g_02528	Syas.g_01352
OG0000234	Syaf.g_02497	Syas.g_01331
OG0000235	Syaf.g_02722	Syas.g_01254
OG0000236	Syaf.g_02707	Syas.g_01237
OG0000237	Syaf.g_02690	Syas.g_01220
OG0000238	Syaf.g_02685	Syas.g_01215
OG0000239	Syaf.g_02669	Syas.g_00012
OG0000240	Syaf.g_02668	Syas.g_00013
OG0000241	Syaf.g_02322	Syas.g_00754
OG0000242	Syaf.g_02656	Syas.g_00059
OG0000243	Syaf.g_02634	Syas.g_00777
OG0000244	Syaf.g_02627	Syas.g_00784
OG0000245	Syaf.g_02625	Syas.g_00786
OG0000246	Syaf.g_02621	Syas.g_00790
OG0000247	Syaf.g_02610	Syas.g_00802
OG0000248	Syaf.g_02607	Syas.g_00805
OG0000249	Syaf.g_02605	Syas.g_00807
OG0000250	Syaf.g_02593	Syas.g_00814
OG0000251	Syaf.g_02568	Syas.g_00845
OG0000252	Syaf.g_02565	Syas.g_00950
OG0000253	Syaf.g_02564	Syas.g_00846
OG0000254	Syaf.g_02371	Syas.g_00869
OG0000255	Syaf.g_02352	Syas.g_00132, Syas.g_01062
OG0000256	Syaf.g_02329	Syas.g_00104
OG0000257	Syaf.g_02323	Syas.g_00757
OG0000258	Syaf.g_02301	Syas.g_00733
OG0000259	Syaf.g_02137	Syas.g_00708
OG0000260	Syaf.g_02134	Syas.g_00705
OG0000261	Syaf.g_02131	Syas.g_00701
OG0000262	Syaf.g_02126	Syas.g_00695
OG0000263	Syaf.g_01585	Syas.g_01103
OG0000264	Syaf.g_01473	Syas.g_02588
OG0000266	Syaf.g_01967	Syas.g_00186
OG0000267	Syaf.g_01787	Syas.g_00377
OG0000268	Syaf.g_01788	Syas.g_00390
OG0000269	Syaf.g_02054	Syas.g_00601
OG0000270	Syaf.g_02051	Syas.g_00598
OG0000271	Syaf.g_02043	Syas.g_00590
OG0000272	Syaf.g_02042	Syas.g_00589
OG0000274	Syaf.g_01391	Syas.g_00562
OG0000275	Syaf.g_01386	Syas.g_00230
OG0000276	Syaf.g_01379	Syas.g_00237
OG0000277	Syaf.g_01378	Syas.g_00238
OG0000278	Syaf.g_01375	Syas.g_00241
OG0000279	Syaf.g_01367	Syas.g_00288
OG0000280	Syaf.g_01337	Syas.g_00889, Syas.g_00481
OG0000281	Syaf.g_01636	Syas.g_00970
OG0000282	Syaf.g_02101	Syas.g_00672
OG0000283	Syaf.g_01804	Syas.g_00409
OG0000284	Syaf.g_01810	Syas.g_00416
OG0000285	Syaf.g_01842	Syas.g_00436
OG0000286	Syaf.g_01860	Syas.g_00460
OG0000287	Syaf.g_01896	Syas.g_00534
OG0000288	Syaf.g_01929	Syas.g_00220
OG0000289	Syaf.g_01943	Syas.g_00205
OG0000290	Syaf.g_01439	Syas.g_01016
OG0000291	Syaf.g_01441	Syas.g_01018
OG0000292	Syaf.g_00505	Syas.g_02020
OG0000293	Syaf.g_01277	Syas.g_01197
OG0000295	Syaf.g_01316	Syas.g_01139
OG0000296	Syaf.g_01318	Syas.g_01137
OG0000298	Syaf.g_01606	Syas.g_01123
OG0000299	Syaf.g_01578	Syas.g_01087
OG0000300	Syaf.g_01571	Syas.g_01082
OG0000301	Syaf.g_01570	Syas.g_01081
OG0000302	Syaf.g_01568	Syas.g_01080
OG0000303	Syaf.g_01559	Syas.g_01071
OG0000304	Syaf.g_01551	Syas.g_01066
OG0000305	Syaf.g_01444	Syas.g_01023
OG0000306	Syaf.g_01332	Syas.g_01929
OG0000307	Syaf.g_02742	Syas.g_01270
OG0000308	Syaf.g_02744	Syas.g_01272
OG0000309	Syaf.g_02749	Syas.g_01364
OG0000310	Syaf.g_02387	Syas.g_02796
OG0000311	Syaf.g_02391	Syas.g_02799
OG0000312	Syaf.g_02397	Syas.g_02804
OG0000313	Syaf.g_02421	Syas.g_02823
OG0000314	Syaf.g_02458	Syas.g_01296
OG0000315	Syaf.g_02468	Syas.g_01306
OG0000316	Syaf.g_01088	Syas.g_02728
OG0000317	Syaf.g_01040	Syas.g_02687
OG0000318	Syaf.g_01032	Syas.g_02680
OG0000319	Syaf.g_01015	Syas.g_02663
OG0000320	Syaf.g_01013	Syas.g_02661
OG0000321	Syaf.g_01012	Syas.g_02660
OG0000322	Syaf.g_01011	Syas.g_02659
OG0000323	Syaf.g_00997	Syas.g_02646, Syas.g_00159
OG0000324	Syaf.g_01164	Syas.g_02578
OG0000325	Syaf.g_00176	Syas.g_01668
OG0000326	Syaf.g_00169	Syas.g_01661
OG0000327	Syaf.g_00138	Syas.g_01634
OG0000328	Syaf.g_00137	Syas.g_01633
OG0000329	Syaf.g_00119	Syas.g_01615
OG0000330	Syaf.g_00118	Syas.g_01614
OG0000331	Syaf.g_00117	Syas.g_01613
OG0000333	Syaf.g_00099	Syas.g_01595
OG0000334	Syaf.g_00090	Syas.g_01586
OG0000335	Syaf.g_00085	Syas.g_01581
OG0000336	Syaf.g_00081	Syas.g_01577
OG0000337	Syaf.g_00344	Syas.g_02211
OG0000338	Syaf.g_00348	Syas.g_02199
OG0000339	Syaf.g_00355	Syas.g_02192
OG0000340	Syaf.g_00366	Syas.g_02183
OG0000341	Syaf.g_00368	Syas.g_02181
OG0000342	Syaf.g_00369	Syas.g_02180
OG0000343	Syaf.g_00370	Syas.g_02176
OG0000344	Syaf.g_00374	Syas.g_02172
OG0000345	Syaf.g_00384	Syas.g_02160
OG0000346	Syaf.g_00389	Syas.g_02155
OG0000347	Syaf.g_00415	Syas.g_02136
OG0000348	Syaf.g_00427	Syas.g_02107
OG0000349	Syaf.g_00445	Syas.g_02085
OG0000350	Syaf.g_00162	Syas.g_01654
OG0000351	Syaf.g_00528	Syas.g_01998
OG0000352	Syaf.g_00527	Syas.g_01999
OG0000353	Syaf.g_00499	Syas.g_02033
OG0000354	Syaf.g_02680	Syas.g_01209
OG0000354	Syaf.g_00479	Syas.g_02052
OG0000355	Syaf.g_00497	Syas.g_02035
OG0000356	Syaf.g_00496	Syas.g_02036
OG0000357	Syaf.g_00495	Syas.g_02037
OG0000358	Syaf.g_00491	Syas.g_02041
OG0000359	Syaf.g_00489	Syas.g_02043
OG0000360	Syaf.g_00488	Syas.g_02044
OG0000361	Syaf.g_00487	Syas.g_02045
OG0000362	Syaf.g_00485	Syas.g_02047
OG0000363	Syaf.g_00483	Syas.g_02049
OG0000364	Syaf.g_00482	Syas.g_02685
OG0000365	Syaf.g_00473	Syas.g_02058
OG0000366	Syaf.g_00472	Syas.g_02059
OG0000368	Syaf.g_00469	Syas.g_02062
OG0000369	Syaf.g_00468	Syas.g_02063
OG0000370	Syaf.g_00467	Syas.g_02064
OG0000371	Syaf.g_00458	Syas.g_02073
OG0000372	Syaf.g_00453	Syas.g_02078
OG0000373	Syaf.g_00452	Syas.g_02079
OG0000374	Syaf.g_00451	Syas.g_02080
OG0000375	Syaf.g_00449	Syas.g_02081
OG0000376	Syaf.g_00447	Syas.g_02083
OG0000377	Syaf.g_00654	Syas.g_01879
OG0000378	Syaf.g_00668	Syas.g_01867
OG0000379	Syaf.g_00686	Syas.g_01859
OG0000380	Syaf.g_00965	Syas.g_02523
OG0000381	Syaf.g_00962	Syas.g_02521
OG0000382	Syaf.g_00945	Syas.g_02503
OG0000383	Syaf.g_00941	Syas.g_02480
OG0000384	Syaf.g_00940	Syas.g_02479
OG0000385	Syaf.g_00939	Syas.g_02478
OG0000386	Syaf.g_00938	Syas.g_02477
OG0000387	Syaf.g_00912	Syas.g_00134
OG0000388	Syaf.g_00908	Syas.g_02426
OG0000389	Syaf.g_00904	Syas.g_02422
OG0000390	Syaf.g_00883	Syas.g_02406
OG0000391	Syaf.g_00878	Syas.g_02401
OG0000392	Syaf.g_00872	Syas.g_02396
OG0000393	Syaf.g_00870	Syas.g_02394
OG0000394	Syaf.g_00869	Syas.g_02393
OG0000395	Syaf.g_00868	Syas.g_02392
OG0000396	Syaf.g_00865	Syas.g_02389
OG0000397	Syaf.g_00863	Syas.g_02387
OG0000398	Syaf.g_00858	Syas.g_02382
OG0000399	Syaf.g_00857	Syas.g_02381
OG0000400	Syaf.g_00856	Syas.g_02380
OG0000401	Syaf.g_00855	Syas.g_02379
OG0000402	Syaf.g_00852	Syas.g_02377
OG0000403	Syaf.g_00851	Syas.g_02376
OG0000404	Syaf.g_00850	Syas.g_02375
OG0000405	Syaf.g_00835	Syas.g_02369
OG0000406	Syaf.g_00831	Syas.g_02365
OG0000407	Syaf.g_00830	Syas.g_02364
OG0000408	Syaf.g_00828	Syas.g_02361
OG0000409	Syaf.g_00826	Syas.g_02359
OG0000410	Syaf.g_00825	Syas.g_02358
OG0000411	Syaf.g_00824	Syas.g_02357
OG0000412	Syaf.g_00823	Syas.g_02356
OG0000413	Syaf.g_00821	Syas.g_02354
OG0000414	Syaf.g_00820	Syas.g_02353
OG0000415	Syaf.g_00819	Syas.g_02352
OG0000416	Syaf.g_00818	Syas.g_02351
OG0000417	Syaf.g_00817	Syas.g_02338
OG0000418	Syaf.g_00812	Syas.g_02333
OG0000419	Syaf.g_00810	Syas.g_02331
OG0000420	Syaf.g_00808	Syas.g_02329
OG0000421	Syaf.g_00803	Syas.g_02324
OG0000422	Syaf.g_00802	Syas.g_02323
OG0000423	Syaf.g_00801	Syas.g_02322
OG0000424	Syaf.g_00800	Syas.g_02321
OG0000425	Syaf.g_00799	Syas.g_02320
OG0000426	Syaf.g_00798	Syas.g_02319
OG0000427	Syaf.g_00797	Syas.g_02318
OG0000428	Syaf.g_00794	Syas.g_02315
OG0000429	Syaf.g_00792	Syas.g_02312
OG0000430	Syaf.g_00790	Syas.g_02311
OG0000431	Syaf.g_00786	Syas.g_02296
OG0000432	Syaf.g_00779	Syas.g_02288
OG0000433	Syaf.g_00777	Syas.g_02286
OG0000434	Syaf.g_00776	Syas.g_02285
OG0000435	Syaf.g_00772	Syas.g_02282
OG0000436	Syaf.g_00767	Syas.g_02273
OG0000437	Syaf.g_00766	Syas.g_02272
OG0000438	Syaf.g_00765	Syas.g_02271
OG0000439	Syaf.g_00763	Syas.g_02269
OG0000440	Syaf.g_00762	Syas.g_02268
OG0000441	Syaf.g_00756	Syas.g_02265
OG0000442	Syaf.g_00743	Syas.g_02259
OG0000443	Syaf.g_00739	Syas.g_02241
OG0000444	Syaf.g_00733	Syas.g_02234
OG0000445	Syaf.g_00729	Syas.g_02233
OG0000446	Syaf.g_00728	Syas.g_02231
OG0000447	Syaf.g_00725	Syas.g_02229
OG0000448	Syaf.g_00724	Syas.g_02228
OG0000449	Syaf.g_00723	Syas.g_02226
OG0000450	Syaf.g_00717	Syas.g_01834
OG0000451	Syaf.g_00716	Syas.g_01835
OG0000452	Syaf.g_00712	Syas.g_01844
OG0000453	Syaf.g_00711	Syas.g_01845
OG0000454	Syaf.g_00710	Syas.g_01846
OG0000455	Syaf.g_00709	Syas.g_01847
OG0000456	Syaf.g_00708	Syas.g_01848
OG0000457	Syaf.g_00706	Syas.g_01850
OG0000458	Syaf.g_00705	Syas.g_01851
OG0000459	Syaf.g_00704	Syas.g_01852
OG0000460	Syaf.g_02789	Syas.g_02554
OG0000461	Syaf.g_00183	Syas.g_01686
OG0000462	Syaf.g_00186	Syas.g_01688
OG0000463	Syaf.g_00187	Syas.g_01689
OG0000464	Syaf.g_00188	Syas.g_01690
OG0000465	Syaf.g_00190	Syas.g_01692
OG0000466	Syaf.g_00194	Syas.g_01697
OG0000467	Syaf.g_00196	Syas.g_01698
OG0000468	Syaf.g_00206	Syas.g_01703
OG0000469	Syaf.g_00220	Syas.g_01725
OG0000470	Syaf.g_00222	Syas.g_01727
OG0000471	Syaf.g_00223	Syas.g_01728
OG0000472	Syaf.g_00225	Syas.g_01729
OG0000473	Syaf.g_00227	Syas.g_01731
OG0000474	Syaf.g_00228	Syas.g_01732
OG0000475	Syaf.g_00229	Syas.g_01733
OG0000476	Syaf.g_00231	Syas.g_01735
OG0000477	Syaf.g_00237	Syas.g_01740
OG0000478	Syaf.g_00238	Syas.g_01741
OG0000479	Syaf.g_00239	Syas.g_01749
OG0000480	Syaf.g_00247	Syas.g_01756
OG0000481	Syaf.g_00249	Syas.g_00161, Syas.g_00162
OG0000482	Syaf.g_00250	Syas.g_01758
OG0000483	Syaf.g_00254	Syas.g_01762
OG0000484	Syaf.g_00255	Syas.g_01763
OG0000485	Syaf.g_00256	Syas.g_01764
OG0000486	Syaf.g_00257	Syas.g_01765
OG0000487	Syaf.g_00263	Syas.g_01771
OG0000488	Syaf.g_00267	Syas.g_01779
OG0000489	Syaf.g_00274	Syas.g_01823
OG0000490	Syaf.g_00284	Syas.g_01808
OG0000491	Syaf.g_00285	Syas.g_01806
OG0000492	Syaf.g_00288	Syas.g_01803
OG0000493	Syaf.g_00289	Syas.g_01802
OG0000494	Syaf.g_00290	Syas.g_01801
OG0000495	Syaf.g_00291	Syas.g_01799
OG0000496	Syaf.g_00292	Syas.g_01798
OG0000497	Syaf.g_00293	Syas.g_01797
OG0000498	Syaf.g_00294	Syas.g_01796
OG0000499	Syaf.g_00295	Syas.g_01795
OG0000500	Syaf.g_00296	Syas.g_01794
OG0000501	Syaf.g_00299	Syas.g_01791
OG0000502	Syaf.g_00319	Syas.g_02216
OG0000503	Syaf.g_00023	Syas.g_01541
OG0000504	Syaf.g_00021	Syas.g_01539
OG0000505	Syaf.g_00020	Syas.g_01538
OG0000506	Syaf.g_00018	Syas.g_01536
OG0000507	Syaf.g_00012	Syas.g_01530
OG0000508	Syaf.g_00008	Syas.g_01523
OG0000509	Syaf.g_00006	Syas.g_01521
OG0000510	Syaf.g_00005	Syas.g_01520
OG0000511	Syaf.g_00004	Syas.g_01519
OG0000512	Syaf.g_00002	Syas.g_01517
OG0000513	Syaf.g_02803	Syas.g_01508
OG0000514	Syaf.g_02796	Syas.g_01504
OG0000515	Syaf.g_02795	Syas.g_01503
OG0000516	Syaf.g_01219	Syas.g_01501
OG0000517	Syaf.g_01213	Syas.g_01498
OG0000518	Syaf.g_01230	Syas.g_00360, Syas.g_02746
OG0000519	Syaf.g_01231	Syas.g_02747
OG0000520	Syaf.g_01235	Syas.g_02748
OG0000521	Syaf.g_02542	Syas.g_01281
OG0000522	Syaf.g_02538	Syas.g_01279
OG0000523	Syaf.g_02537	Syas.g_01278
OG0000524	Syaf.g_02531	Syas.g_01354
OG0000525	Syaf.g_02507	Syas.g_01342
OG0000526	Syaf.g_02504	Syas.g_01340
OG0000527	Syaf.g_02500	Syas.g_01335
OG0000528	Syaf.g_02728	Syas.g_01256
OG0000529	Syaf.g_02720	Syas.g_01252
OG0000530	Syaf.g_02717	Syas.g_01249
OG0000531	Syaf.g_02716	Syas.g_01248
OG0000532	Syaf.g_02713	Syas.g_01245
OG0000533	Syaf.g_02712	Syas.g_01243
OG0000534	Syaf.g_02711	Syas.g_01242
OG0000535	Syaf.g_02710	Syas.g_01241
OG0000536	Syaf.g_02709	Syas.g_01240
OG0000537	Syaf.g_02708	Syas.g_01238
OG0000538	Syaf.g_02697	Syas.g_01228
OG0000539	Syaf.g_02696	Syas.g_01227
OG0000540	Syaf.g_02695	Syas.g_01226
OG0000541	Syaf.g_02694	Syas.g_01225
OG0000542	Syaf.g_02691	Syas.g_01221
OG0000543	Syaf.g_02689	Syas.g_01219
OG0000544	Syaf.g_02688	Syas.g_01218
OG0000545	Syaf.g_02686	Syas.g_01216
OG0000546	Syaf.g_02684	Syas.g_01214
OG0000547	Syaf.g_02682	Syas.g_01212
OG0000548	Syaf.g_02681	Syas.g_01211
OG0000549	Syaf.g_02676	Syas.g_00005
OG0000550	Syaf.g_02671	Syas.g_00010
OG0000551	Syaf.g_02666	Syas.g_00015
OG0000552	Syaf.g_02665	Syas.g_00016
OG0000553	Syaf.g_02663	Syas.g_00019
OG0000554	Syaf.g_02653	Syas.g_00063
OG0000555	Syaf.g_02635	Syas.g_00775
OG0000556	Syaf.g_02630	Syas.g_00781
OG0000557	Syaf.g_02628	Syas.g_00783
OG0000558	Syaf.g_02626	Syas.g_00785
OG0000559	Syaf.g_02622	Syas.g_00789
OG0000560	Syaf.g_02619	Syas.g_00792
OG0000561	Syaf.g_02618	Syas.g_00793
OG0000562	Syaf.g_02617	Syas.g_00794
OG0000563	Syaf.g_02616	Syas.g_00795
OG0000564	Syaf.g_02615	Syas.g_00796
OG0000565	Syaf.g_02612	Syas.g_00800
OG0000566	Syaf.g_02608	Syas.g_00804
OG0000567	Syaf.g_02604	Syas.g_00808
OG0000568	Syaf.g_02599	Syas.g_00810
OG0000569	Syaf.g_02596	Syas.g_00811
OG0000570	Syaf.g_02595	Syas.g_00812
OG0000571	Syaf.g_02591	Syas.g_00815
OG0000572	Syaf.g_02575	Syas.g_00839
OG0000573	Syaf.g_02567	Syas.g_00952
OG0000574	Syaf.g_02566	Syas.g_00951
OG0000575	Syaf.g_02562	Syas.g_00848
OG0000576	Syaf.g_02560	Syas.g_00850
OG0000577	Syaf.g_02559	Syas.g_00851
OG0000578	Syaf.g_02558	Syas.g_00852
OG0000579	Syaf.g_02557	Syas.g_00853
OG0000580	Syaf.g_02556	Syas.g_00854
OG0000581	Syaf.g_02550	Syas.g_00861
OG0000582	Syaf.g_02374	Syas.g_00873
OG0000583	Syaf.g_02373	Syas.g_00872
OG0000584	Syaf.g_02372	Syas.g_00871
OG0000585	Syaf.g_02370	Syas.g_00868
OG0000586	Syaf.g_02369	Syas.g_00867
OG0000587	Syaf.g_02367	Syas.g_00865
