Orthogroup	Prbl	Prbn
OG0000137	Prbl.g_01340	Prbn.g_00639
OG0000138	Prbl.g_00528	Prbn.g_00619
OG0000139	Prbl.g_00760	Prbn.g_00579
OG0000140	Prbl.g_00754	Prbn.g_00578
OG0000141	Prbl.g_01751	Prbn.g_00507
OG0000142	Prbl.g_01639	Prbn.g_00426
OG0000143	Prbl.g_01643	Prbn.g_00430
OG0000144	Prbl.g_01042	Prbn.g_00444
OG0000145	Prbl.g_00534	Prbn.g_01100
OG0000146	Prbl.g_02469	Prbn.g_00469
OG0000147	Prbl.g_02468	Prbn.g_00470
OG0000148	Prbl.g_02316	Prbn.g_01529
OG0000149	Prbl.g_01552	Prbn.g_01497
OG0000150	Prbl.g_01576	Prbn.g_01487
OG0000151	Prbl.g_02386	Prbn.g_01611
OG0000152	Prbl.g_02478	Prbn.g_01418
OG0000153	Prbl.g_02505	Prbn.g_01399
OG0000154	Prbl.g_02532	Prbn.g_01379
OG0000155	Prbl.g_00185	Prbn.g_01210
OG0000156	Prbl.g_00115	Prbn.g_01095
OG0000157	Prbl.g_00114	Prbn.g_01094
OG0000158	Prbl.g_00843	Prbn.g_01014
OG0000160	Prbl.g_00241	Prbn.g_00213
OG0000161	Prbl.g_00227	Prbn.g_00219
OG0000162	Prbl.g_00221	Prbn.g_00225
OG0000163	Prbl.g_00452	Prbn.g_00264
OG0000164	Prbl.g_00365	Prbn.g_01770
OG0000165	Prbl.g_00356	Prbn.g_01777
OG0000166	Prbl.g_00962	Prbn.g_01844
OG0000167	Prbl.g_00857	Prbn.g_01915
OG0000168	Prbl.g_00842	Prbn.g_01013
OG0000169	Prbl.g_01302	Prbn.g_01003
OG0000170	Prbl.g_01290	Prbn.g_01000
OG0000171	Prbl.g_02055	Prbn.g_00980
OG0000172	Prbl.g_02021	Prbn.g_00973
OG0000173	Prbl.g_02000	Prbn.g_00958
OG0000174	Prbl.g_02188	Prbn.g_00929
OG0000175	Prbl.g_02150	Prbn.g_00916
OG0000176	Prbl.g_02117	Prbn.g_00010
OG0000177	Prbl.g_02116	Prbn.g_00009
OG0000178	Prbl.g_02115	Prbn.g_00008
OG0000179	Prbl.g_01961	Prbn.g_00766
OG0000180	Prbl.g_01962	Prbn.g_00765
OG0000181	Prbl.g_01963	Prbn.g_00764
OG0000182	Prbl.g_01964	Prbn.g_00763
OG0000183	Prbl.g_01968	Prbn.g_00759
OG0000184	Prbl.g_02251	Prbn.g_00733
OG0000185	Prbl.g_02273	Prbn.g_00730
OG0000186	Prbl.g_00614	Prbn.g_00714
OG0000187	Prbl.g_00613	Prbn.g_00713
OG0000188	Prbl.g_00591	Prbn.g_01339
OG0000189	Prbl.g_00565	Prbn.g_01325
OG0000190	Prbl.g_00563	Prbn.g_01323
OG0000191	Prbl.g_01325	Prbn.g_01300
OG0000192	Prbl.g_01316	Prbn.g_01295
OG0000193	Prbl.g_00302	Prbn.g_01268
OG0000194	Prbl.g_00299	Prbn.g_01265
OG0000195	Prbl.g_00297	Prbn.g_01263
OG0000196	Prbl.g_00286	Prbn.g_01252
OG0000197	Prbl.g_00285	Prbn.g_01251
OG0000198	Prbl.g_00284	Prbn.g_01250
OG0000199	Prbl.g_00277	Prbn.g_01243, Prbn.g_00384
OG0000201	Prbl.g_00088	Prbn.g_00361
OG0000202	Prbl.g_00089	Prbn.g_00360
OG0000203	Prbl.g_00090	Prbn.g_00359
OG0000204	Prbl.g_00091	Prbn.g_00358
OG0000205	Prbl.g_00098	Prbn.g_00351
OG0000206	Prbl.g_01282	Prbn.g_00346
OG0000207	Prbl.g_00130	Prbn.g_00343
OG0000208	Prbl.g_00129	Prbn.g_00342
OG0000209	Prbl.g_01256	Prbn.g_00333
OG0000210	Prbl.g_01257	Prbn.g_00332
OG0000211	Prbl.g_01922	Prbn.g_00317
OG0000212	Prbl.g_00192	Prbn.g_00309
OG0000213	Prbl.g_01496	Prbn.g_00024
OG0000214	Prbl.g_01469	Prbn.g_00034
OG0000215	Prbl.g_01439	Prbn.g_00061
OG0000216	Prbl.g_01436	Prbn.g_00062
OG0000217	Prbl.g_01432	Prbn.g_00065
OG0000218	Prbl.g_01428	Prbn.g_00067
OG0000219	Prbl.g_01427	Prbn.g_00068
OG0000220	Prbl.g_01426	Prbn.g_00069
OG0000221	Prbl.g_01421	Prbn.g_00070
OG0000222	Prbl.g_00911	Prbn.g_00077
OG0000223	Prbl.g_00888	Prbn.g_00089
OG0000224	Prbl.g_00877	Prbn.g_00091
OG0000225	Prbl.g_01218	Prbn.g_00117
OG0000226	Prbl.g_01222	Prbn.g_00121
OG0000227	Prbl.g_01224	Prbn.g_00123
OG0000228	Prbl.g_02673	Prbn.g_00697
OG0000229	Prbl.g_00652	Prbn.g_00677
OG0000230	Prbl.g_00650	Prbn.g_00675
OG0000231	Prbl.g_00635	Prbn.g_00664
OG0000232	Prbl.g_00619	Prbn.g_00653
OG0000233	Prbl.g_01360	Prbn.g_00647
OG0000234	Prbl.g_01339	Prbn.g_00638
OG0000235	Prbl.g_00510	Prbn.g_00635
OG0000236	Prbl.g_00526	Prbn.g_00621
OG0000237	Prbl.g_00800	Prbn.g_00608
OG0000238	Prbl.g_00795	Prbn.g_00602
OG0000239	Prbl.g_00779	Prbn.g_00591
OG0000240	Prbl.g_00778	Prbn.g_00590
OG0000241	Prbl.g_01526	Prbn.g_00586
OG0000242	Prbl.g_00768	Prbn.g_00584
OG0000243	Prbl.g_02647	Prbn.g_00573
OG0000244	Prbl.g_01879	Prbn.g_00570
OG0000245	Prbl.g_01882	Prbn.g_00568
OG0000246	Prbl.g_01886	Prbn.g_00564
OG0000247	Prbl.g_01897	Prbn.g_00554
OG0000248	Prbl.g_01900	Prbn.g_00551
OG0000249	Prbl.g_01902	Prbn.g_00549
OG0000250	Prbl.g_01799	Prbn.g_00544
OG0000251	Prbl.g_01775	Prbn.g_00524
OG0000252	Prbl.g_01772	Prbn.g_00521
OG0000253	Prbl.g_01766	Prbn.g_00520
OG0000254	Prbl.g_01747	Prbn.g_00503
OG0000255	Prbl.g_01612	Prbn.g_00497
OG0000256	Prbl.g_01626	Prbn.g_00487
OG0000257	Prbl.g_01632	Prbn.g_00421
OG0000258	Prbl.g_01655	Prbn.g_00435
OG0000259	Prbl.g_01406	Prbn.g_00835
OG0000260	Prbl.g_01403	Prbn.g_00838
OG0000261	Prbl.g_01400	Prbn.g_00841
OG0000262	Prbl.g_01395	Prbn.g_00845
OG0000263	Prbl.g_01242	Prbn.g_01583
OG0000264	Prbl.g_01859	Prbn.g_01572
OG0000265	Prbl.g_02567, Prbl.g_01839	Prbn.g_01554
OG0000266	Prbl.g_02556	Prbn.g_00864
OG0000267	Prbl.g_02431	Prbn.g_01350
OG0000268	Prbl.g_02432	Prbn.g_01351
OG0000269	Prbl.g_02340	Prbn.g_01551
OG0000270	Prbl.g_02337	Prbn.g_01548
OG0000271	Prbl.g_02329	Prbn.g_01540
OG0000272	Prbl.g_02328	Prbn.g_01539
OG0000273	Prbl.g_01534	Prbn.g_01515
OG0000274	Prbl.g_01535	Prbn.g_01514
OG0000275	Prbl.g_01538	Prbn.g_01511
OG0000276	Prbl.g_01544	Prbn.g_01505
OG0000277	Prbl.g_01545	Prbn.g_01504
OG0000278	Prbl.g_01548	Prbn.g_01501
OG0000279	Prbl.g_01556	Prbn.g_01494
OG0000280	Prbl.g_01562	Prbn.g_01493
OG0000281	Prbl.g_01577	Prbn.g_01486
OG0000282	Prbl.g_02405	Prbn.g_01619
OG0000283	Prbl.g_02443	Prbn.g_01442
OG0000284	Prbl.g_02449	Prbn.g_01437
OG0000285	Prbl.g_01688	Prbn.g_01432
OG0000286	Prbl.g_02477	Prbn.g_01419
OG0000287	Prbl.g_02608	Prbn.g_01123
OG0000288	Prbl.g_02531	Prbn.g_01380
OG0000289	Prbl.g_02544	Prbn.g_01364
OG0000290	Prbl.g_00930	Prbn.g_01468
OG0000291	Prbl.g_00928	Prbn.g_01470
OG0000292	Prbl.g_02128	Prbn.g_01144
OG0000293	Prbl.g_02071	Prbn.g_01179
OG0000294	Prbl.g_02072	Prbn.g_01180
OG0000295	Prbl.g_00178	Prbn.g_01203
OG0000296	Prbl.g_00180	Prbn.g_01205
OG0000297	Prbl.g_01382	Prbn.g_00387
OG0000298	Prbl.g_01383	Prbn.g_00388
OG0000299	Prbl.g_01372	Prbn.g_00407
OG0000300	Prbl.g_02582	Prbn.g_00410
OG0000301	Prbl.g_02583	Prbn.g_00411
OG0000302	Prbl.g_02586	Prbn.g_00413
OG0000303	Prbl.g_00187	Prbn.g_00419
OG0000304	Prbl.g_01102	Prbn.g_00482
OG0000305	Prbl.g_00926	Prbn.g_01146
OG0000306	Prbl.g_01586	Prbn.g_01482
OG0000307	Prbl.g_00494	Prbn.g_00159
OG0000308	Prbl.g_00492	Prbn.g_00160
OG0000309	Prbl.g_00488	Prbn.g_00164
OG0000310	Prbl.g_00160	Prbn.g_00198
OG0000311	Prbl.g_00258	Prbn.g_00200
OG0000312	Prbl.g_00254	Prbn.g_00203
OG0000313	Prbl.g_00230	Prbn.g_00216
OG0000314	Prbl.g_00699	Prbn.g_00239
OG0000315	Prbl.g_00709	Prbn.g_00249
OG0000316	Prbl.g_00441	Prbn.g_00274
OG0000317	Prbl.g_00399	Prbn.g_01742
OG0000318	Prbl.g_00393	Prbn.g_01746
OG0000319	Prbl.g_00376	Prbn.g_01759
OG0000320	Prbl.g_00374	Prbn.g_01761
OG0000321	Prbl.g_00373	Prbn.g_01762
OG0000322	Prbl.g_00372	Prbn.g_01763
OG0000323	Prbl.g_00361	Prbn.g_01773
OG0000324	Prbl.g_00332	Prbn.g_01800
OG0000325	Prbl.g_02683	Prbn.g_01811
OG0000326	Prbl.g_01059	Prbn.g_01818
OG0000327	Prbl.g_00957	Prbn.g_01839
OG0000328	Prbl.g_00958	Prbn.g_01840
OG0000329	Prbl.g_00975	Prbn.g_01857
OG0000330	Prbl.g_00976	Prbn.g_01858
OG0000331	Prbl.g_00977	Prbn.g_01859
OG0000332	Prbl.g_00992	Prbn.g_01873
OG0000333	Prbl.g_00994	Prbn.g_01875
OG0000334	Prbl.g_01131	Prbn.g_01884
OG0000335	Prbl.g_01136	Prbn.g_01889
OG0000336	Prbl.g_01140	Prbn.g_01893
OG0000337	Prbl.g_00863	Prbn.g_01911
OG0000338	Prbl.g_00859	Prbn.g_01912
OG0000339	Prbl.g_00853	Prbn.g_01918
OG0000340	Prbl.g_00841	Prbn.g_01012
OG0000341	Prbl.g_00839	Prbn.g_01010
OG0000342	Prbl.g_00838	Prbn.g_01009
OG0000343	Prbl.g_01307	Prbn.g_01008
OG0000344	Prbl.g_01304	Prbn.g_01005
OG0000345	Prbl.g_01289	Prbn.g_00999
OG0000346	Prbl.g_01284	Prbn.g_00995
OG0000347	Prbl.g_02053	Prbn.g_00978
OG0000348	Prbl.g_02016	Prbn.g_00970
OG0000349	Prbl.g_01992	Prbn.g_00953
OG0000350	Prbl.g_02195	Prbn.g_00798
OG0000351	Prbl.g_02147	Prbn.g_00913
OG0000352	Prbl.g_02146	Prbn.g_00912
OG0000353	Prbl.g_02122	Prbn.g_00299
OG0000355	Prbl.g_02120	Prbn.g_00301
OG0000356	Prbl.g_02119	Prbn.g_00302
OG0000357	Prbl.g_02118	Prbn.g_00011
OG0000358	Prbl.g_02114	Prbn.g_00007
OG0000359	Prbl.g_02112	Prbn.g_00006
OG0000360	Prbl.g_02111	Prbn.g_00005
OG0000361	Prbl.g_02110	Prbn.g_00004
OG0000362	Prbl.g_02108	Prbn.g_00001
OG0000363	Prbl.g_01955	Prbn.g_00768
OG0000364	Prbl.g_01956	Prbn.g_00767
OG0000365	Prbl.g_01965	Prbn.g_00762
OG0000366	Prbl.g_01966	Prbn.g_00761
OG0000367	Prbl.g_01967	Prbn.g_00760
OG0000368	Prbl.g_01969	Prbn.g_00758
OG0000369	Prbl.g_01970	Prbn.g_00757
OG0000370	Prbl.g_01971	Prbn.g_00756
OG0000371	Prbl.g_01980	Prbn.g_00749
OG0000372	Prbl.g_01985	Prbn.g_00746
OG0000373	Prbl.g_01986	Prbn.g_00745
OG0000374	Prbl.g_01987	Prbn.g_00744
OG0000375	Prbl.g_01988	Prbn.g_00742
OG0000376	Prbl.g_01990	Prbn.g_00740
OG0000377	Prbl.g_02244	Prbn.g_00736
OG0000378	Prbl.g_02258	Prbn.g_00732
OG0000379	Prbl.g_02274	Prbn.g_00729
OG0000380	Prbl.g_00612	Prbn.g_00712
OG0000381	Prbl.g_00607	Prbn.g_00707
OG0000382	Prbl.g_00592	Prbn.g_01340
OG0000383	Prbl.g_00590	Prbn.g_01338
OG0000384	Prbl.g_00589	Prbn.g_01337
OG0000385	Prbl.g_00588	Prbn.g_01336
OG0000386	Prbl.g_00587	Prbn.g_01335
OG0000387	Prbl.g_00561	Prbn.g_01321
OG0000388	Prbl.g_00557	Prbn.g_01317
OG0000389	Prbl.g_00553	Prbn.g_01314
OG0000390	Prbl.g_01331	Prbn.g_01304
OG0000391	Prbl.g_01326	Prbn.g_01301
OG0000392	Prbl.g_01320	Prbn.g_01297
OG0000393	Prbl.g_01315	Prbn.g_01294
OG0000394	Prbl.g_01314	Prbn.g_01293
OG0000395	Prbl.g_01313	Prbn.g_01292
OG0000396	Prbl.g_00827	Prbn.g_01290
OG0000397	Prbl.g_00825	Prbn.g_01288
OG0000398	Prbl.g_00820	Prbn.g_01285
OG0000399	Prbl.g_00819	Prbn.g_01284
OG0000400	Prbl.g_00818	Prbn.g_01283
OG0000401	Prbl.g_00817	Prbn.g_01282
OG0000402	Prbl.g_00815	Prbn.g_01356
OG0000403	Prbl.g_00814	Prbn.g_01280
OG0000404	Prbl.g_00812	Prbn.g_01279
OG0000405	Prbl.g_00305	Prbn.g_01275
OG0000406	Prbl.g_00301	Prbn.g_01267
OG0000407	Prbl.g_00300	Prbn.g_01266
OG0000408	Prbl.g_00298	Prbn.g_01264
OG0000409	Prbl.g_00296	Prbn.g_01262
OG0000410	Prbl.g_00295	Prbn.g_01261
OG0000411	Prbl.g_00294	Prbn.g_01260
OG0000412	Prbl.g_00293	Prbn.g_01259
OG0000413	Prbl.g_00291	Prbn.g_01257
OG0000414	Prbl.g_00290	Prbn.g_01256
OG0000415	Prbl.g_00289	Prbn.g_01255
OG0000416	Prbl.g_00288	Prbn.g_01254
OG0000417	Prbl.g_00287	Prbn.g_01253
OG0000418	Prbl.g_00282	Prbn.g_01248
OG0000419	Prbl.g_00280	Prbn.g_01246
OG0000420	Prbl.g_00279	Prbn.g_01245
OG0000421	Prbl.g_00275	Prbn.g_00381
OG0000422	Prbl.g_00274	Prbn.g_00380
OG0000423	Prbl.g_00273	Prbn.g_00379
OG0000424	Prbl.g_00272	Prbn.g_00378
OG0000425	Prbl.g_00271	Prbn.g_00377
OG0000426	Prbl.g_00270	Prbn.g_00376
OG0000427	Prbl.g_00269	Prbn.g_00375
OG0000428	Prbl.g_02377	Prbn.g_00373
OG0000429	Prbl.g_00066	Prbn.g_00372
OG0000430	Prbl.g_00068	Prbn.g_00371
OG0000431	Prbl.g_00072	Prbn.g_00369
OG0000432	Prbl.g_00079	Prbn.g_00365
OG0000433	Prbl.g_00082	Prbn.g_00364
OG0000434	Prbl.g_00083	Prbn.g_00363
OG0000435	Prbl.g_00086	Prbn.g_00362
OG0000436	Prbl.g_00092	Prbn.g_00357
OG0000437	Prbl.g_00093	Prbn.g_00356
OG0000438	Prbl.g_00094	Prbn.g_00355
OG0000439	Prbl.g_00096	Prbn.g_00353
OG0000440	Prbl.g_00097	Prbn.g_00352
OG0000441	Prbl.g_00104	Prbn.g_00349
OG0000442	Prbl.g_00105	Prbn.g_00348
OG0000443	Prbl.g_01283	Prbn.g_00347
OG0000444	Prbl.g_00127	Prbn.g_00341
OG0000445	Prbl.g_00126	Prbn.g_00340
OG0000446	Prbl.g_00124	Prbn.g_00339
OG0000447	Prbl.g_01244	Prbn.g_00338
OG0000448	Prbl.g_01245	Prbn.g_00337
OG0000449	Prbl.g_01246	Prbn.g_00336
OG0000450	Prbl.g_01252	Prbn.g_00335
OG0000451	Prbl.g_01253	Prbn.g_00334
OG0000452	Prbl.g_01258	Prbn.g_00331
OG0000453	Prbl.g_01259	Prbn.g_00330
OG0000454	Prbl.g_01260	Prbn.g_00329
OG0000455	Prbl.g_01261	Prbn.g_00328
OG0000456	Prbl.g_01262	Prbn.g_00327
OG0000457	Prbl.g_01264	Prbn.g_00325
OG0000458	Prbl.g_01265	Prbn.g_00324
OG0000459	Prbl.g_01266	Prbn.g_00323
OG0000460	Prbl.g_01923	Prbn.g_00315
OG0000461	Prbl.g_02679	Prbn.g_00307
OG0000462	Prbl.g_02666	Prbn.g_00305
OG0000463	Prbl.g_01516	Prbn.g_00304
OG0000464	Prbl.g_01515	Prbn.g_00012
OG0000465	Prbl.g_01513	Prbn.g_00013
OG0000466	Prbl.g_01508	Prbn.g_00016
OG0000467	Prbl.g_01506	Prbn.g_00017
OG0000468	Prbl.g_01499	Prbn.g_00020
OG0000469	Prbl.g_01486	Prbn.g_00028
OG0000470	Prbl.g_01473	Prbn.g_00030
OG0000471	Prbl.g_01472	Prbn.g_00031
OG0000472	Prbl.g_01470	Prbn.g_00033
OG0000473	Prbl.g_01468	Prbn.g_00035
OG0000474	Prbl.g_01467	Prbn.g_00036
OG0000475	Prbl.g_01466	Prbn.g_00037
OG0000476	Prbl.g_01464	Prbn.g_00039
OG0000477	Prbl.g_01459	Prbn.g_00042
OG0000478	Prbl.g_01458	Prbn.g_00043
OG0000479	Prbl.g_01457	Prbn.g_00044
OG0000480	Prbl.g_01450	Prbn.g_00049
OG0000481	Prbl.g_01448	Prbn.g_00052
OG0000482	Prbl.g_01447	Prbn.g_00053
OG0000483	Prbl.g_01443	Prbn.g_00056
OG0000484	Prbl.g_01442	Prbn.g_00057
OG0000485	Prbl.g_01441	Prbn.g_00059
OG0000486	Prbl.g_01440	Prbn.g_00060
OG0000487	Prbl.g_01435	Prbn.g_00063
OG0000488	Prbl.g_01431	Prbn.g_00066
OG0000489	Prbl.g_01420	Prbn.g_00071
OG0000490	Prbl.g_01414	Prbn.g_00075
OG0000491	Prbl.g_01413	Prbn.g_00076
OG0000492	Prbl.g_00909	Prbn.g_00078
OG0000493	Prbl.g_00908	Prbn.g_00079
OG0000494	Prbl.g_00907	Prbn.g_00080
OG0000495	Prbl.g_00906	Prbn.g_00081
OG0000496	Prbl.g_00905	Prbn.g_00082
OG0000497	Prbl.g_00904	Prbn.g_00083
OG0000498	Prbl.g_00903	Prbn.g_00084
OG0000499	Prbl.g_00902	Prbn.g_00085
OG0000500	Prbl.g_00901	Prbn.g_00086
OG0000501	Prbl.g_00898	Prbn.g_00087
OG0000502	Prbl.g_00886	Prbn.g_00090
OG0000503	Prbl.g_01201	Prbn.g_00105
OG0000504	Prbl.g_01203	Prbn.g_00107
OG0000505	Prbl.g_01204	Prbn.g_00108
OG0000506	Prbl.g_01206	Prbn.g_00109
OG0000507	Prbl.g_01210	Prbn.g_00112
OG0000508	Prbl.g_01217	Prbn.g_00116
OG0000509	Prbl.g_01219	Prbn.g_00118
OG0000510	Prbl.g_01220	Prbn.g_00119
OG0000511	Prbl.g_01221	Prbn.g_00120
OG0000512	Prbl.g_01223	Prbn.g_00122
OG0000513	Prbl.g_02678	Prbn.g_00693
OG0000514	Prbl.g_00676	Prbn.g_00682
OG0000515	Prbl.g_00675	Prbn.g_00681
OG0000516	Prbl.g_00663	Prbn.g_00680
OG0000517	Prbl.g_00653	Prbn.g_00678
OG0000518	Prbl.g_00641	Prbn.g_00667
OG0000519	Prbl.g_00640	Prbn.g_00666
OG0000520	Prbl.g_00639	Prbn.g_00665
OG0000521	Prbl.g_00625	Prbn.g_00657
OG0000522	Prbl.g_00623	Prbn.g_00655
OG0000523	Prbl.g_00622	Prbn.g_00654
OG0000524	Prbl.g_01364	Prbn.g_00649
OG0000525	Prbl.g_01348	Prbn.g_00645
OG0000526	Prbl.g_01346	Prbn.g_00644
OG0000527	Prbl.g_01342	Prbn.g_00641
OG0000528	Prbl.g_00506	Prbn.g_00636
OG0000529	Prbl.g_00512	Prbn.g_00633
OG0000530	Prbl.g_00515	Prbn.g_00630
OG0000531	Prbl.g_00516	Prbn.g_00629
OG0000532	Prbl.g_00519	Prbn.g_00627
OG0000533	Prbl.g_00521	Prbn.g_00626
OG0000534	Prbl.g_00522	Prbn.g_00625
OG0000535	Prbl.g_00523	Prbn.g_00624
OG0000536	Prbl.g_00524	Prbn.g_00623
OG0000537	Prbl.g_00525	Prbn.g_00622
OG0000538	Prbl.g_00536	Prbn.g_00613
OG0000539	Prbl.g_00806	Prbn.g_00612
OG0000540	Prbl.g_00805	Prbn.g_00611
OG0000541	Prbl.g_00804	Prbn.g_00610
OG0000542	Prbl.g_00801	Prbn.g_00609
OG0000543	Prbl.g_00799	Prbn.g_00607
OG0000544	Prbl.g_00798	Prbn.g_00606
OG0000545	Prbl.g_00797	Prbn.g_00604
