Orthogroup	Prbl	Prao
OG0000175	Prbl.g_02150	Prao.g_01820
OG0000176	Prbl.g_02117	Prao.g_01845
OG0000177	Prbl.g_02116	Prao.g_01846
OG0000178	Prbl.g_02115	Prao.g_01847
OG0000179	Prbl.g_01961	Prao.g_00163
OG0000180	Prbl.g_01962	Prao.g_00164
OG0000181	Prbl.g_01963	Prao.g_00165
OG0000182	Prbl.g_01964	Prao.g_00166
OG0000183	Prbl.g_01968	Prao.g_00170
OG0000184	Prbl.g_02251	Prao.g_00192
OG0000185	Prbl.g_02273	Prao.g_00195
OG0000186	Prbl.g_00614	Prao.g_00203
OG0000187	Prbl.g_00613	Prao.g_00204
OG0000188	Prbl.g_00591	Prao.g_00221
OG0000189	Prbl.g_00565	Prao.g_00235
OG0000190	Prbl.g_00563	Prao.g_00236
OG0000191	Prbl.g_01325	Prao.g_00256
OG0000192	Prbl.g_01316	Prao.g_00260
OG0000193	Prbl.g_00302	Prao.g_00284
OG0000194	Prbl.g_00299	Prao.g_00287
OG0000195	Prbl.g_00297	Prao.g_00289
OG0000196	Prbl.g_00286	Prao.g_00299
OG0000197	Prbl.g_00285	Prao.g_00300
OG0000198	Prbl.g_00284	Prao.g_00301
OG0000199	Prbl.g_00277	Prao.g_00308
OG0000201	Prbl.g_00088	Prao.g_00330
OG0000202	Prbl.g_00089	Prao.g_00331
OG0000203	Prbl.g_00090	Prao.g_00332
OG0000204	Prbl.g_00091	Prao.g_00333
OG0000205	Prbl.g_00098	Prao.g_00340
OG0000206	Prbl.g_01282	Prao.g_00345
OG0000207	Prbl.g_00130	Prao.g_00347
OG0000208	Prbl.g_00129	Prao.g_00348
OG0000209	Prbl.g_01256	Prao.g_00357
OG0000210	Prbl.g_01257	Prao.g_00358
OG0000211	Prbl.g_01922	Prao.g_00371
OG0000212	Prbl.g_00192	Prao.g_00378
OG0000213	Prbl.g_01496	Prao.g_00395
OG0000214	Prbl.g_01469	Prao.g_00405
OG0000215	Prbl.g_01439	Prao.g_00429
OG0000216	Prbl.g_01436	Prao.g_00431
OG0000217	Prbl.g_01432	Prao.g_00434
OG0000218	Prbl.g_01428	Prao.g_00436
OG0000219	Prbl.g_01427	Prao.g_00437
OG0000220	Prbl.g_01426	Prao.g_00438
OG0000221	Prbl.g_01421	Prao.g_00439
OG0000222	Prbl.g_00911	Prao.g_00446
OG0000223	Prbl.g_00888	Prao.g_00459
OG0000224	Prbl.g_00877	Prao.g_00461
OG0000225	Prbl.g_01218	Prao.g_00480
OG0000226	Prbl.g_01222	Prao.g_00484
OG0000227	Prbl.g_01224	Prao.g_00486
OG0000228	Prbl.g_02673	Prao.g_00489
OG0000229	Prbl.g_00652	Prao.g_00540
OG0000230	Prbl.g_00650	Prao.g_00542
OG0000231	Prbl.g_00635	Prao.g_00553
OG0000232	Prbl.g_00619	Prao.g_00564
OG0000233	Prbl.g_01360	Prao.g_00569
OG0000234	Prbl.g_01339	Prao.g_00582
OG0000235	Prbl.g_00510	Prao.g_00585
OG0000236	Prbl.g_00526	Prao.g_00599
OG0000237	Prbl.g_00800	Prao.g_00612
OG0000238	Prbl.g_00795	Prao.g_00618
OG0000239	Prbl.g_00779	Prao.g_00631
OG0000240	Prbl.g_00778	Prao.g_00632
OG0000241	Prbl.g_01526	Prao.g_01861
OG0000242	Prbl.g_00768	Prao.g_01859
OG0000243	Prbl.g_02647	Prao.g_01162
OG0000244	Prbl.g_01879	Prao.g_01165
OG0000245	Prbl.g_01882	Prao.g_01167
OG0000246	Prbl.g_01886	Prao.g_01171
OG0000247	Prbl.g_01897	Prao.g_01181
OG0000248	Prbl.g_01900	Prao.g_01183
OG0000249	Prbl.g_01902	Prao.g_01185
OG0000250	Prbl.g_01799	Prao.g_01864
OG0000251	Prbl.g_01775	Prao.g_00029
OG0000252	Prbl.g_01772	Prao.g_00032
OG0000253	Prbl.g_01766	Prao.g_00033
OG0000254	Prbl.g_01747	Prao.g_00049
OG0000255	Prbl.g_01612	Prao.g_00055
OG0000256	Prbl.g_01626	Prao.g_00066
OG0000257	Prbl.g_01632	Prao.g_00069
OG0000258	Prbl.g_01655	Prao.g_00082
OG0000259	Prbl.g_01406	Prao.g_00099
OG0000260	Prbl.g_01403	Prao.g_00102
OG0000261	Prbl.g_01400	Prao.g_00104
OG0000262	Prbl.g_01395	Prao.g_00108
OG0000263	Prbl.g_01242	Prao.g_00119
OG0000264	Prbl.g_01859	Prao.g_00129
OG0000265	Prbl.g_02567, Prbl.g_01839	Prao.g_00648
OG0000266	Prbl.g_02556	Prao.g_00658
OG0000267	Prbl.g_02431	Prao.g_00669
OG0000268	Prbl.g_02432	Prao.g_00670
OG0000269	Prbl.g_02340	Prao.g_00736
OG0000270	Prbl.g_02337	Prao.g_00739
OG0000271	Prbl.g_02329	Prao.g_00747
OG0000272	Prbl.g_02328	Prao.g_00748
OG0000273	Prbl.g_01534	Prao.g_00771
OG0000274	Prbl.g_01535	Prao.g_00772
OG0000275	Prbl.g_01538	Prao.g_00775
OG0000276	Prbl.g_01544	Prao.g_00780
OG0000277	Prbl.g_01545	Prao.g_00781
OG0000278	Prbl.g_01548	Prao.g_00784
OG0000279	Prbl.g_01556	Prao.g_00791
OG0000280	Prbl.g_01562	Prao.g_00792
OG0000281	Prbl.g_01577	Prao.g_00797
OG0000282	Prbl.g_02405	Prao.g_00847
OG0000283	Prbl.g_02443	Prao.g_00879
OG0000284	Prbl.g_02449	Prao.g_00884
OG0000285	Prbl.g_01688	Prao.g_00889
OG0000286	Prbl.g_02477	Prao.g_00901
OG0000287	Prbl.g_02608	Prao.g_00918
OG0000288	Prbl.g_02531	Prao.g_00947
OG0000289	Prbl.g_02544	Prao.g_00958
OG0000290	Prbl.g_00930	Prao.g_00971
OG0000291	Prbl.g_00928	Prao.g_00973
OG0000292	Prbl.g_02128	Prao.g_01025
OG0000293	Prbl.g_02071	Prao.g_01098
OG0000294	Prbl.g_02072	Prao.g_01097
OG0000295	Prbl.g_00178	Prao.g_01077
OG0000296	Prbl.g_00180	Prao.g_01075
OG0000297	Prbl.g_01382	Prao.g_01067
OG0000298	Prbl.g_01383	Prao.g_01066
OG0000299	Prbl.g_01372	Prao.g_01049
OG0000300	Prbl.g_02582	Prao.g_01046
OG0000301	Prbl.g_02583	Prao.g_01045
OG0000302	Prbl.g_02586	Prao.g_01043
OG0000303	Prbl.g_00187	Prao.g_01036
OG0000304	Prbl.g_01102	Prao.g_01032
OG0000305	Prbl.g_00926	Prao.g_01247
OG0000306	Prbl.g_01586	Prao.g_01244
OG0000307	Prbl.g_00494	Prao.g_01230
OG0000308	Prbl.g_00492	Prao.g_01229
OG0000309	Prbl.g_00488	Prao.g_01225
OG0000310	Prbl.g_00160	Prao.g_01382
OG0000311	Prbl.g_00258	Prao.g_01384
OG0000312	Prbl.g_00254	Prao.g_01387
OG0000313	Prbl.g_00230	Prao.g_01401
OG0000314	Prbl.g_00699	Prao.g_01423
OG0000315	Prbl.g_00709	Prao.g_01433
OG0000316	Prbl.g_00441	Prao.g_01453
OG0000317	Prbl.g_00399	Prao.g_01550
OG0000318	Prbl.g_00393	Prao.g_01553
OG0000319	Prbl.g_00376	Prao.g_01566
OG0000320	Prbl.g_00374	Prao.g_01568
OG0000321	Prbl.g_00373	Prao.g_01569
OG0000322	Prbl.g_00372	Prao.g_01570
OG0000323	Prbl.g_00361	Prao.g_01579
OG0000324	Prbl.g_00332	Prao.g_01605
OG0000325	Prbl.g_02683	Prao.g_01616
OG0000326	Prbl.g_01059	Prao.g_01622
OG0000327	Prbl.g_00957	Prao.g_01646
OG0000328	Prbl.g_00958	Prao.g_01647
OG0000329	Prbl.g_00975	Prao.g_01664
OG0000330	Prbl.g_00976	Prao.g_01665
OG0000331	Prbl.g_00977	Prao.g_01666
OG0000332	Prbl.g_00992	Prao.g_01680
OG0000333	Prbl.g_00994	Prao.g_01682
OG0000334	Prbl.g_01131	Prao.g_01690
OG0000335	Prbl.g_01136	Prao.g_01695
OG0000336	Prbl.g_01140	Prao.g_01699
OG0000337	Prbl.g_00863	Prao.g_01715
OG0000338	Prbl.g_00859	Prao.g_01716
OG0000339	Prbl.g_00853	Prao.g_01720
OG0000340	Prbl.g_00841	Prao.g_01728
OG0000341	Prbl.g_00839	Prao.g_01730
OG0000342	Prbl.g_00838	Prao.g_01731
OG0000343	Prbl.g_01307	Prao.g_01732
OG0000344	Prbl.g_01304	Prao.g_01735
OG0000345	Prbl.g_01289	Prao.g_01740
OG0000346	Prbl.g_01284	Prao.g_01744
OG0000347	Prbl.g_02053	Prao.g_01760
OG0000348	Prbl.g_02016	Prao.g_01770
OG0000349	Prbl.g_01992	Prao.g_01787
OG0000350	Prbl.g_02195	Prao.g_01806
OG0000351	Prbl.g_02147	Prao.g_01823
OG0000352	Prbl.g_02146	Prao.g_01824
OG0000353	Prbl.g_02122	Prao.g_01840
OG0000354	Prbl.g_01959	Prao.g_00637
OG0000355	Prbl.g_02120	Prao.g_01842
OG0000356	Prbl.g_02119	Prao.g_01843
OG0000357	Prbl.g_02118	Prao.g_01844
OG0000358	Prbl.g_02114	Prao.g_01848
OG0000359	Prbl.g_02112	Prao.g_01849
OG0000360	Prbl.g_02111	Prao.g_01850
OG0000361	Prbl.g_02110	Prao.g_00157
OG0000362	Prbl.g_02108	Prao.g_00159
OG0000363	Prbl.g_01955	Prao.g_00161
OG0000364	Prbl.g_01956	Prao.g_00162
OG0000365	Prbl.g_01965	Prao.g_00167
OG0000366	Prbl.g_01966	Prao.g_00168
OG0000367	Prbl.g_01967	Prao.g_00169
OG0000368	Prbl.g_01969	Prao.g_00171
OG0000369	Prbl.g_01970	Prao.g_00172
OG0000370	Prbl.g_01971	Prao.g_00173
OG0000371	Prbl.g_01980	Prao.g_00178
OG0000372	Prbl.g_01985	Prao.g_00181
OG0000373	Prbl.g_01986	Prao.g_00182
OG0000374	Prbl.g_01987	Prao.g_00183
OG0000375	Prbl.g_01988	Prao.g_00186
OG0000376	Prbl.g_01990	Prao.g_00188
OG0000377	Prbl.g_02244	Prao.g_00191
OG0000378	Prbl.g_02258	Prao.g_00193
OG0000379	Prbl.g_02274	Prao.g_00196
OG0000380	Prbl.g_00612	Prao.g_00205
OG0000381	Prbl.g_00607	Prao.g_00209
OG0000382	Prbl.g_00592	Prao.g_00220
OG0000383	Prbl.g_00590	Prao.g_00222
OG0000384	Prbl.g_00589	Prao.g_00223
OG0000385	Prbl.g_00588	Prao.g_00224
OG0000386	Prbl.g_00587	Prao.g_00225
OG0000387	Prbl.g_00561	Prao.g_00238
OG0000388	Prbl.g_00557	Prao.g_00241
OG0000389	Prbl.g_00553	Prao.g_00244
OG0000390	Prbl.g_01331	Prao.g_00251
OG0000391	Prbl.g_01326	Prao.g_00255
OG0000392	Prbl.g_01320	Prao.g_00259
OG0000393	Prbl.g_01315	Prao.g_00261
OG0000394	Prbl.g_01314	Prao.g_00262
OG0000395	Prbl.g_01313	Prao.g_00263
OG0000396	Prbl.g_00827	Prao.g_00266
OG0000397	Prbl.g_00825	Prao.g_00268
OG0000398	Prbl.g_00820	Prao.g_00270
OG0000399	Prbl.g_00819	Prao.g_00271
OG0000400	Prbl.g_00818	Prao.g_00272
OG0000401	Prbl.g_00817	Prao.g_00273
OG0000402	Prbl.g_00815	Prao.g_00274
OG0000403	Prbl.g_00814	Prao.g_00275
OG0000404	Prbl.g_00812	Prao.g_00276
OG0000405	Prbl.g_00305	Prao.g_00280
OG0000406	Prbl.g_00301	Prao.g_00285
OG0000407	Prbl.g_00300	Prao.g_00286
OG0000408	Prbl.g_00298	Prao.g_00288
OG0000409	Prbl.g_00296	Prao.g_00290
OG0000410	Prbl.g_00295	Prao.g_00291
OG0000411	Prbl.g_00294	Prao.g_00292
OG0000412	Prbl.g_00293	Prao.g_00293
OG0000413	Prbl.g_00291	Prao.g_00294
OG0000414	Prbl.g_00290	Prao.g_00295
OG0000415	Prbl.g_00289	Prao.g_00296
OG0000416	Prbl.g_00288	Prao.g_00297
OG0000417	Prbl.g_00287	Prao.g_00298
OG0000418	Prbl.g_00282	Prao.g_00303
OG0000419	Prbl.g_00280	Prao.g_00305
OG0000420	Prbl.g_00279	Prao.g_00306
OG0000421	Prbl.g_00275	Prao.g_00311
OG0000422	Prbl.g_00274	Prao.g_00312
OG0000423	Prbl.g_00273	Prao.g_00313
OG0000424	Prbl.g_00272	Prao.g_00314
OG0000425	Prbl.g_00271	Prao.g_00315
OG0000426	Prbl.g_00270	Prao.g_00316
OG0000427	Prbl.g_00269	Prao.g_00317
OG0000428	Prbl.g_02377	Prao.g_00319
OG0000429	Prbl.g_00066	Prao.g_00320
OG0000430	Prbl.g_00068	Prao.g_00321
OG0000431	Prbl.g_00072	Prao.g_00323
OG0000432	Prbl.g_00079	Prao.g_00326
OG0000433	Prbl.g_00082	Prao.g_00327
OG0000434	Prbl.g_00083	Prao.g_00328
OG0000435	Prbl.g_00086	Prao.g_00329
OG0000436	Prbl.g_00092	Prao.g_00334
OG0000437	Prbl.g_00093	Prao.g_00335
OG0000438	Prbl.g_00094	Prao.g_00336
OG0000439	Prbl.g_00096	Prao.g_00338
OG0000440	Prbl.g_00097	Prao.g_00339
OG0000441	Prbl.g_00104	Prao.g_00342
OG0000442	Prbl.g_00105	Prao.g_00343
OG0000443	Prbl.g_01283	Prao.g_00344
OG0000444	Prbl.g_00127	Prao.g_00349
OG0000445	Prbl.g_00126	Prao.g_00350
OG0000446	Prbl.g_00124	Prao.g_00351
OG0000447	Prbl.g_01244	Prao.g_00352
OG0000448	Prbl.g_01245	Prao.g_00353
OG0000449	Prbl.g_01246	Prao.g_00354
OG0000450	Prbl.g_01252	Prao.g_00355
OG0000451	Prbl.g_01253	Prao.g_00356
OG0000452	Prbl.g_01258	Prao.g_00359
OG0000453	Prbl.g_01259	Prao.g_00360
OG0000454	Prbl.g_01260	Prao.g_00361
OG0000455	Prbl.g_01261	Prao.g_00362
OG0000456	Prbl.g_01262	Prao.g_00363
OG0000457	Prbl.g_01264	Prao.g_00364
OG0000458	Prbl.g_01265	Prao.g_00365
OG0000459	Prbl.g_01266	Prao.g_00366
OG0000460	Prbl.g_01923	Prao.g_00373
OG0000461	Prbl.g_02679	Prao.g_00380
OG0000462	Prbl.g_02666	Prao.g_00382
OG0000463	Prbl.g_01516	Prao.g_00383
OG0000464	Prbl.g_01515	Prao.g_00384
OG0000465	Prbl.g_01513	Prao.g_00385
OG0000466	Prbl.g_01508	Prao.g_00388
OG0000467	Prbl.g_01506	Prao.g_00389
OG0000468	Prbl.g_01499	Prao.g_00391
OG0000469	Prbl.g_01486	Prao.g_00400
OG0000470	Prbl.g_01473	Prao.g_00402
OG0000471	Prbl.g_01472	Prao.g_00403
OG0000472	Prbl.g_01470	Prao.g_00404
OG0000473	Prbl.g_01468	Prao.g_00406
OG0000474	Prbl.g_01467	Prao.g_00407
OG0000475	Prbl.g_01466	Prao.g_00408
OG0000476	Prbl.g_01464	Prao.g_00409
OG0000477	Prbl.g_01459	Prao.g_00412
OG0000478	Prbl.g_01458	Prao.g_00413
OG0000479	Prbl.g_01457	Prao.g_00414
OG0000480	Prbl.g_01450	Prao.g_00419
OG0000481	Prbl.g_01448	Prao.g_00421
OG0000482	Prbl.g_01447	Prao.g_00422
OG0000483	Prbl.g_01443	Prao.g_00425
OG0000484	Prbl.g_01442	Prao.g_00426
OG0000485	Prbl.g_01441	Prao.g_00427
OG0000486	Prbl.g_01440	Prao.g_00428
OG0000487	Prbl.g_01435	Prao.g_00432
OG0000488	Prbl.g_01431	Prao.g_00435
OG0000489	Prbl.g_01420	Prao.g_00440
OG0000490	Prbl.g_01414	Prao.g_00444
OG0000491	Prbl.g_01413	Prao.g_00445
OG0000492	Prbl.g_00909	Prao.g_00447
OG0000493	Prbl.g_00908	Prao.g_00448
OG0000494	Prbl.g_00907	Prao.g_00449
OG0000495	Prbl.g_00906	Prao.g_00450
OG0000496	Prbl.g_00905	Prao.g_00451
OG0000497	Prbl.g_00904	Prao.g_00452
OG0000498	Prbl.g_00903	Prao.g_00453
OG0000499	Prbl.g_00902	Prao.g_00454
OG0000500	Prbl.g_00901	Prao.g_00455
OG0000501	Prbl.g_00898	Prao.g_00457
OG0000502	Prbl.g_00886	Prao.g_00460
OG0000503	Prbl.g_01201	Prao.g_00470
OG0000504	Prbl.g_01203	Prao.g_00471
OG0000505	Prbl.g_01204	Prao.g_00472
OG0000506	Prbl.g_01206	Prao.g_00474
OG0000507	Prbl.g_01210	Prao.g_00476
OG0000508	Prbl.g_01217	Prao.g_00479
OG0000509	Prbl.g_01219	Prao.g_00481
OG0000510	Prbl.g_01220	Prao.g_00482
OG0000511	Prbl.g_01221	Prao.g_00483
OG0000512	Prbl.g_01223	Prao.g_00485
OG0000513	Prbl.g_02678	Prao.g_00492
OG0000514	Prbl.g_00676	Prao.g_00535
OG0000515	Prbl.g_00675	Prao.g_00536
OG0000516	Prbl.g_00663	Prao.g_00537
OG0000517	Prbl.g_00653	Prao.g_00539
OG0000518	Prbl.g_00641	Prao.g_00550
OG0000519	Prbl.g_00640	Prao.g_00551
OG0000520	Prbl.g_00639	Prao.g_00552
OG0000521	Prbl.g_00625	Prao.g_00557
OG0000522	Prbl.g_00623	Prao.g_00559
OG0000523	Prbl.g_00622	Prao.g_00560
OG0000524	Prbl.g_01364	Prao.g_00567
OG0000525	Prbl.g_01348	Prao.g_00570
OG0000526	Prbl.g_01346	Prao.g_00571
OG0000527	Prbl.g_01342	Prao.g_00579
OG0000528	Prbl.g_00506	Prao.g_00584
OG0000529	Prbl.g_00512	Prao.g_00587
OG0000530	Prbl.g_00515	Prao.g_00590
OG0000531	Prbl.g_00516	Prao.g_00591
OG0000532	Prbl.g_00519	Prao.g_00593
OG0000533	Prbl.g_00521	Prao.g_00594
OG0000534	Prbl.g_00522	Prao.g_00595
OG0000535	Prbl.g_00523	Prao.g_00596
OG0000536	Prbl.g_00524	Prao.g_00597
OG0000537	Prbl.g_00525	Prao.g_00598
OG0000538	Prbl.g_00536	Prao.g_00606
OG0000539	Prbl.g_00806	Prao.g_00607
OG0000540	Prbl.g_00805	Prao.g_00608
OG0000541	Prbl.g_00804	Prao.g_00609
OG0000542	Prbl.g_00801	Prao.g_00611
OG0000543	Prbl.g_00799	Prao.g_00613
OG0000544	Prbl.g_00798	Prao.g_00614
OG0000545	Prbl.g_00797	Prao.g_00616
OG0000546	Prbl.g_00794	Prao.g_00619
OG0000547	Prbl.g_00792	Prao.g_00621
OG0000548	Prbl.g_00791	Prao.g_00622
OG0000549	Prbl.g_00785	Prao.g_00624
OG0000550	Prbl.g_00780	Prao.g_00629
OG0000551	Prbl.g_00776	Prao.g_00633
OG0000552	Prbl.g_00775	Prao.g_00634
OG0000553	Prbl.g_00770	Prao.g_00635
OG0000554	Prbl.g_00765	Prao.g_01857
OG0000555	Prbl.g_00747	Prao.g_01161
OG0000556	Prbl.g_02645	Prao.g_01163
OG0000557	Prbl.g_01878	Prao.g_01164
OG0000558	Prbl.g_01881	Prao.g_01166
OG0000559	Prbl.g_01885	Prao.g_01170
OG0000560	Prbl.g_01888	Prao.g_01173
OG0000561	Prbl.g_01889	Prao.g_01174
OG0000562	Prbl.g_01890	Prao.g_01175
OG0000563	Prbl.g_01891	Prao.g_01176
OG0000564	Prbl.g_01892	Prao.g_01177
OG0000565	Prbl.g_01895	Prao.g_01180
OG0000566	Prbl.g_01899	Prao.g_01182
OG0000567	Prbl.g_01903	Prao.g_01186
OG0000568	Prbl.g_01905	Prao.g_01187
OG0000569	Prbl.g_01801	Prao.g_01862
OG0000570	Prbl.g_01800	Prao.g_01863
OG0000571	Prbl.g_01797	Prao.g_01865
OG0000572	Prbl.g_01781	Prao.g_00025
OG0000573	Prbl.g_01774	Prao.g_00030
OG0000574	Prbl.g_01773	Prao.g_00031
OG0000575	Prbl.g_01764	Prao.g_00035
OG0000576	Prbl.g_01762	Prao.g_00037
