Orthogroup	Prbl	Praj
OG0000078	Prbl.g_00193	Praj.g_00280
OG0000079	Prbl.g_01505	Praj.g_00291
OG0000081	Prbl.g_00032	Praj.g_00522
OG0000082	Prbl.g_01783	Praj.g_01827
OG0000084	Prbl.g_00246	Praj.g_01628
OG0000085	Prbl.g_00405	Praj.g_01762
OG0000086	Prbl.g_00583	Praj.g_00126
OG0000087	Prbl.g_00810	Praj.g_00179
OG0000088	Prbl.g_00281	Praj.g_00206
OG0000089	Prbl.g_02674	Praj.g_00403
OG0000090	Prbl.g_00766	Praj.g_00524
OG0000091	Prbl.g_01647	Praj.g_00630
OG0000093	Prbl.g_02359	Praj.g_00754
OG0000094	Prbl.g_02209	Praj.g_00846
OG0000097	Prbl.g_02579	Praj.g_01416
OG0000098	Prbl.g_00722	Praj.g_01546
OG0000099	Prbl.g_00893	Praj.g_00372
OG0000100	Prbl.g_01914, Prbl.g_02305	Praj.g_01709
OG0000101	Prbl.g_01126, Prbl.g_01000	Praj.g_01952
OG0000102	Prbl.g_02636	Praj.g_02017
OG0000103	Prbl.g_02139	Praj.g_02135
OG0000104	Prbl.g_02125	Praj.g_02145
OG0000105	Prbl.g_01461	Praj.g_00310
OG0000106	Prbl.g_00411	Praj.g_01156, Praj.g_01282
OG0000108	Prbl.g_00511	Praj.g_00473
OG0000109	Prbl.g_00527	Praj.g_00486
OG0000110	Prbl.g_01795	Praj.g_00565
OG0000111	Prbl.g_00026	Praj.g_00692
OG0000112	Prbl.g_02470	Praj.g_00938
OG0000113	Prbl.g_02310	Praj.g_00793, Praj.g_01176
OG0000114	Prbl.g_02407	Praj.g_00887
OG0000115	Prbl.g_00687	Praj.g_01725
OG0000116	Prbl.g_02069	Praj.g_01471
OG0000117	Prbl.g_01384	Praj.g_01355
OG0000118	Prbl.g_01736	Praj.g_01540
OG0000119	Prbl.g_00007, Prbl.g_00046	Praj.g_01568
OG0000120	Prbl.g_00892	Praj.g_00664
OG0000121	Prbl.g_00234, Prbl.g_00240	Praj.g_01634
OG0000122	Prbl.g_01808	Praj.g_01673
OG0000123	Prbl.g_01135	Praj.g_01959
OG0000124	Prbl.g_02054	Praj.g_02031
OG0000125	Prbl.g_02231	Praj.g_02091
OG0000126	Prbl.g_02127	Praj.g_02144
OG0000128	Prbl.g_02109	Praj.g_00011
OG0000129	Prbl.g_02243	Praj.g_00048
OG0000130	Prbl.g_00608	Praj.g_00107
OG0000131	Prbl.g_00303	Praj.g_00185
OG0000132	Prbl.g_00283	Praj.g_00204
OG0000133	Prbl.g_00897	Praj.g_00357
OG0000134	Prbl.g_02677	Praj.g_00405
OG0000135	Prbl.g_02190	Praj.g_01279
OG0000136	Prbl.g_00647	Praj.g_00435
OG0000137	Prbl.g_01340	Praj.g_00467
OG0000138	Prbl.g_00528	Praj.g_00487
OG0000139	Prbl.g_00760	Praj.g_00528
OG0000140	Prbl.g_00754	Praj.g_00529
OG0000141	Prbl.g_01751	Praj.g_00595
OG0000142	Prbl.g_01639	Praj.g_00623
OG0000143	Prbl.g_01643	Praj.g_00627
OG0000144	Prbl.g_01042	Praj.g_00640
OG0000145	Prbl.g_00534	Praj.g_01054
OG0000146	Prbl.g_02469	Praj.g_00937
OG0000147	Prbl.g_02468	Praj.g_00936
OG0000148	Prbl.g_02316	Praj.g_00787
OG0000149	Prbl.g_01552	Praj.g_00819
OG0000150	Prbl.g_01576	Praj.g_00828
OG0000151	Prbl.g_02386	Praj.g_00898
OG0000152	Prbl.g_02478	Praj.g_01601, Praj.g_00946
OG0000153	Prbl.g_02505	Praj.g_00965
OG0000154	Prbl.g_02532	Praj.g_00995
OG0000155	Prbl.g_00185	Praj.g_01440
OG0000156	Prbl.g_00115	Praj.g_01517
OG0000157	Prbl.g_00114	Praj.g_01518
OG0000158	Prbl.g_00843	Praj.g_01995
OG0000160	Prbl.g_00241	Praj.g_01633
OG0000161	Prbl.g_00227	Praj.g_01639
OG0000162	Prbl.g_00221	Praj.g_01645
OG0000163	Prbl.g_00452	Praj.g_01681
OG0000164	Prbl.g_00365	Praj.g_01790
OG0000165	Prbl.g_00356	Praj.g_01798
OG0000166	Prbl.g_00962	Praj.g_01915
OG0000167	Prbl.g_00857	Praj.g_01985
OG0000168	Prbl.g_00842	Praj.g_01996
OG0000169	Prbl.g_01302	Praj.g_02006
OG0000170	Prbl.g_01290	Praj.g_02008
OG0000171	Prbl.g_02055	Praj.g_02030
OG0000172	Prbl.g_02021	Praj.g_02061
OG0000173	Prbl.g_02000	Praj.g_02076
OG0000174	Prbl.g_02188	Praj.g_02107
OG0000175	Prbl.g_02150	Praj.g_02125
OG0000176	Prbl.g_02117	Praj.g_00004
OG0000177	Prbl.g_02116	Praj.g_00005
OG0000178	Prbl.g_02115	Praj.g_00006
OG0000179	Prbl.g_01961	Praj.g_00016
OG0000180	Prbl.g_01962	Praj.g_00017
OG0000181	Prbl.g_01963	Praj.g_00018
OG0000182	Prbl.g_01964	Praj.g_00019
OG0000183	Prbl.g_01968	Praj.g_00023
OG0000184	Prbl.g_02251	Praj.g_00050
OG0000185	Prbl.g_02273	Praj.g_00053
OG0000186	Prbl.g_00614	Praj.g_00102
OG0000187	Prbl.g_00613	Praj.g_00103
OG0000188	Prbl.g_00591	Praj.g_00120
OG0000189	Prbl.g_00565	Praj.g_00134
OG0000190	Prbl.g_00563	Praj.g_00135
OG0000191	Prbl.g_01325	Praj.g_00158
OG0000192	Prbl.g_01316	Praj.g_00162
OG0000193	Prbl.g_00302	Praj.g_00186
OG0000194	Prbl.g_00299	Praj.g_00189
OG0000195	Prbl.g_00297	Praj.g_00191
OG0000196	Prbl.g_00286	Praj.g_00201
OG0000197	Prbl.g_00285	Praj.g_00202
OG0000198	Prbl.g_00284	Praj.g_00203
OG0000199	Prbl.g_00277	Praj.g_00210
OG0000200	Prbl.g_00069	Praj.g_00223
OG0000201	Prbl.g_00088	Praj.g_00232
OG0000202	Prbl.g_00089	Praj.g_00233
OG0000203	Prbl.g_00090	Praj.g_00234
OG0000204	Prbl.g_00091	Praj.g_00235
OG0000205	Prbl.g_00098	Praj.g_00242
OG0000206	Prbl.g_01282	Praj.g_00246
OG0000207	Prbl.g_00130	Praj.g_00248
OG0000208	Prbl.g_00129	Praj.g_00249
OG0000209	Prbl.g_01256	Praj.g_00258
OG0000210	Prbl.g_01257	Praj.g_00259
OG0000211	Prbl.g_01922	Praj.g_00273
OG0000212	Prbl.g_00192	Praj.g_00281
OG0000213	Prbl.g_01496	Praj.g_00296
OG0000214	Prbl.g_01469	Praj.g_00304
OG0000215	Prbl.g_01439	Praj.g_00328
OG0000216	Prbl.g_01436	Praj.g_00329
OG0000217	Prbl.g_01432	Praj.g_00332
OG0000218	Prbl.g_01428	Praj.g_00334
OG0000219	Prbl.g_01427	Praj.g_00335
OG0000220	Prbl.g_01426	Praj.g_00336
OG0000221	Prbl.g_01421	Praj.g_00337
OG0000222	Prbl.g_00911	Praj.g_00345
OG0000223	Prbl.g_00888	Praj.g_00358
OG0000224	Prbl.g_00877	Praj.g_00360
OG0000225	Prbl.g_01218	Praj.g_00391
OG0000226	Prbl.g_01222	Praj.g_00395
OG0000227	Prbl.g_01224	Praj.g_00397
OG0000228	Prbl.g_02673	Praj.g_00402
OG0000229	Prbl.g_00652	Praj.g_00430
OG0000230	Prbl.g_00650	Praj.g_00432
OG0000231	Prbl.g_00635	Praj.g_00443
OG0000232	Prbl.g_00619	Praj.g_00451
OG0000233	Prbl.g_01360	Praj.g_00459
OG0000234	Prbl.g_01339	Praj.g_00468
OG0000235	Prbl.g_00510	Praj.g_00472
OG0000236	Prbl.g_00526	Praj.g_00485
OG0000237	Prbl.g_00800	Praj.g_00498
OG0000238	Prbl.g_00795	Praj.g_00504
OG0000239	Prbl.g_00779	Praj.g_00516
OG0000240	Prbl.g_00778	Praj.g_00517
OG0000241	Prbl.g_01526	Praj.g_00521
OG0000242	Prbl.g_00768	Praj.g_00523
OG0000243	Prbl.g_02647	Praj.g_00534
OG0000244	Prbl.g_01879	Praj.g_00537
OG0000245	Prbl.g_01882	Praj.g_00539
OG0000246	Prbl.g_01886	Praj.g_00543
OG0000247	Prbl.g_01897	Praj.g_00553
OG0000248	Prbl.g_01900	Praj.g_00555
OG0000249	Prbl.g_01902	Praj.g_00557
OG0000250	Prbl.g_01799	Praj.g_00562
OG0000251	Prbl.g_01775	Praj.g_00578
OG0000252	Prbl.g_01772	Praj.g_00580
OG0000253	Prbl.g_01766	Praj.g_00582
OG0000254	Prbl.g_01747	Praj.g_00599
OG0000255	Prbl.g_01612	Praj.g_00605
OG0000256	Prbl.g_01626	Praj.g_00615
OG0000257	Prbl.g_01632	Praj.g_00618
OG0000258	Prbl.g_01655	Praj.g_00631
OG0000259	Prbl.g_01406	Praj.g_00648
OG0000260	Prbl.g_01403	Praj.g_00651
OG0000261	Prbl.g_01400	Praj.g_00654
OG0000262	Prbl.g_01395	Praj.g_00659
OG0000263	Prbl.g_01242	Praj.g_00673
OG0000264	Prbl.g_01859	Praj.g_00684
OG0000265	Prbl.g_02567, Prbl.g_01839	Praj.g_00698
OG0000266	Prbl.g_02556	Praj.g_00708
OG0000267	Prbl.g_02431	Praj.g_00721
OG0000268	Prbl.g_02432	Praj.g_00722
OG0000269	Prbl.g_02340	Praj.g_00764
OG0000270	Prbl.g_02337	Praj.g_00767
OG0000271	Prbl.g_02329	Praj.g_00775
OG0000272	Prbl.g_02328	Praj.g_00776
OG0000273	Prbl.g_01534	Praj.g_00801
OG0000274	Prbl.g_01535	Praj.g_00802
OG0000275	Prbl.g_01538	Praj.g_00804
OG0000276	Prbl.g_01544	Praj.g_00810
OG0000277	Prbl.g_01545	Praj.g_00811
OG0000278	Prbl.g_01548	Praj.g_00815
OG0000279	Prbl.g_01556	Praj.g_00822
OG0000280	Prbl.g_01562	Praj.g_01326
OG0000281	Prbl.g_01577	Praj.g_00829
OG0000282	Prbl.g_02405	Praj.g_00889
OG0000283	Prbl.g_02443	Praj.g_00920
OG0000284	Prbl.g_02449	Praj.g_00925
OG0000285	Prbl.g_01688	Praj.g_00930
OG0000286	Prbl.g_02477	Praj.g_00945
OG0000287	Prbl.g_02608	Praj.g_00085
OG0000288	Prbl.g_02531	Praj.g_00994
OG0000289	Prbl.g_02544	Praj.g_01005
OG0000290	Prbl.g_00930	Praj.g_01021
OG0000291	Prbl.g_00928	Praj.g_01023
OG0000292	Prbl.g_02128	Praj.g_01196
OG0000293	Prbl.g_02071	Praj.g_01470
OG0000294	Prbl.g_02072	Praj.g_01469
OG0000295	Prbl.g_00178	Praj.g_01447
OG0000296	Prbl.g_00180	Praj.g_01445
OG0000297	Prbl.g_01382	Praj.g_01437
OG0000298	Prbl.g_01383	Praj.g_01436
OG0000299	Prbl.g_01372	Praj.g_01417
OG0000300	Prbl.g_02582	Praj.g_01414
OG0000301	Prbl.g_02583	Praj.g_01413
OG0000302	Prbl.g_02586	Praj.g_01410
OG0000303	Prbl.g_00187	Praj.g_01405
OG0000304	Prbl.g_01102	Praj.g_01402
OG0000305	Prbl.g_00926	Praj.g_01734
OG0000306	Prbl.g_01586	Praj.g_00833
OG0000307	Prbl.g_00494	Praj.g_01584
OG0000308	Prbl.g_00492	Praj.g_01585
OG0000309	Prbl.g_00488	Praj.g_01589
OG0000310	Prbl.g_00160	Praj.g_01616
OG0000311	Prbl.g_00258	Praj.g_01618
OG0000312	Prbl.g_00254	Praj.g_01621
OG0000313	Prbl.g_00230	Praj.g_01636
OG0000314	Prbl.g_00699	Praj.g_01657
OG0000315	Prbl.g_00709	Praj.g_01667
OG0000316	Prbl.g_00441	Praj.g_01692
OG0000317	Prbl.g_00399	Praj.g_01766
OG0000318	Prbl.g_00393	Praj.g_01769
OG0000319	Prbl.g_00376	Praj.g_01780
OG0000320	Prbl.g_00374	Praj.g_01782
OG0000321	Prbl.g_00373	Praj.g_01783
OG0000322	Prbl.g_00372	Praj.g_01784
OG0000323	Prbl.g_00361	Praj.g_01793
OG0000324	Prbl.g_00332	Praj.g_01820
OG0000325	Prbl.g_02683	Praj.g_01870
OG0000326	Prbl.g_01059	Praj.g_01876
OG0000327	Prbl.g_00957	Praj.g_01910
OG0000328	Prbl.g_00958	Praj.g_01911
OG0000329	Prbl.g_00975	Praj.g_01928
OG0000330	Prbl.g_00976	Praj.g_01929
OG0000331	Prbl.g_00977	Praj.g_01930
OG0000332	Prbl.g_00992	Praj.g_01944
OG0000333	Prbl.g_00994	Praj.g_01946
OG0000334	Prbl.g_01131	Praj.g_01955
OG0000335	Prbl.g_01136	Praj.g_01960
OG0000336	Prbl.g_01140	Praj.g_01964
OG0000337	Prbl.g_00863	Praj.g_01982
OG0000338	Prbl.g_00859	Praj.g_01983
OG0000339	Prbl.g_00853	Praj.g_01988
OG0000340	Prbl.g_00841	Praj.g_01997
OG0000341	Prbl.g_00839	Praj.g_01999
OG0000342	Prbl.g_00838	Praj.g_02000
OG0000343	Prbl.g_01307	Praj.g_02001
OG0000344	Prbl.g_01304	Praj.g_02004
OG0000345	Prbl.g_01289	Praj.g_02009
OG0000346	Prbl.g_01284	Praj.g_02013
OG0000347	Prbl.g_02053	Praj.g_02034
OG0000348	Prbl.g_02016	Praj.g_02064
OG0000349	Prbl.g_01992	Praj.g_02082
OG0000350	Prbl.g_02195	Praj.g_02103
OG0000351	Prbl.g_02147	Praj.g_02128
OG0000352	Prbl.g_02146	Praj.g_02129
OG0000353	Prbl.g_02122	Praj.g_02148
OG0000355	Prbl.g_02120	Praj.g_00001
OG0000356	Prbl.g_02119	Praj.g_00002
OG0000357	Prbl.g_02118	Praj.g_00003
OG0000358	Prbl.g_02114	Praj.g_00007
OG0000359	Prbl.g_02112	Praj.g_00008
OG0000360	Prbl.g_02111	Praj.g_00009
OG0000361	Prbl.g_02110	Praj.g_00010
OG0000362	Prbl.g_02108	Praj.g_00012
OG0000363	Prbl.g_01955	Praj.g_00014
OG0000364	Prbl.g_01956	Praj.g_00015
OG0000365	Prbl.g_01965	Praj.g_00020
OG0000366	Prbl.g_01966	Praj.g_00021
OG0000367	Prbl.g_01967	Praj.g_00022
OG0000368	Prbl.g_01969	Praj.g_00024
OG0000369	Prbl.g_01970	Praj.g_00025
OG0000370	Prbl.g_01971	Praj.g_00026
OG0000371	Prbl.g_01980	Praj.g_00032
OG0000372	Prbl.g_01985	Praj.g_00034
OG0000373	Prbl.g_01986	Praj.g_00035
OG0000374	Prbl.g_01987	Praj.g_00036
OG0000375	Prbl.g_01988	Praj.g_00044
OG0000376	Prbl.g_01990	Praj.g_00046
OG0000377	Prbl.g_02244	Praj.g_00049
OG0000378	Prbl.g_02258	Praj.g_00051
OG0000379	Prbl.g_02274	Praj.g_00054
OG0000380	Prbl.g_00612	Praj.g_00104
OG0000381	Prbl.g_00607	Praj.g_00108
OG0000382	Prbl.g_00592	Praj.g_00119
OG0000383	Prbl.g_00590	Praj.g_00121
OG0000384	Prbl.g_00589	Praj.g_00122
OG0000385	Prbl.g_00588	Praj.g_00123
OG0000386	Prbl.g_00587	Praj.g_00124
OG0000387	Prbl.g_00561	Praj.g_00137
OG0000388	Prbl.g_00557	Praj.g_00141
OG0000389	Prbl.g_00553	Praj.g_00144
OG0000390	Prbl.g_01331	Praj.g_00153
OG0000391	Prbl.g_01326	Praj.g_00157
OG0000392	Prbl.g_01320	Praj.g_00160
OG0000393	Prbl.g_01315	Praj.g_00163
OG0000394	Prbl.g_01314	Praj.g_00164
OG0000395	Prbl.g_01313	Praj.g_00165
OG0000396	Prbl.g_00827	Praj.g_00168
OG0000397	Prbl.g_00825	Praj.g_00170
OG0000398	Prbl.g_00820	Praj.g_00173
OG0000399	Prbl.g_00819	Praj.g_00174
OG0000400	Prbl.g_00818	Praj.g_00175
OG0000401	Prbl.g_00817	Praj.g_00176
OG0000402	Prbl.g_00815	Praj.g_01057
OG0000403	Prbl.g_00814	Praj.g_00177
OG0000404	Prbl.g_00812	Praj.g_00178
OG0000405	Prbl.g_00305	Praj.g_00183
OG0000406	Prbl.g_00301	Praj.g_00187
OG0000407	Prbl.g_00300	Praj.g_00188
OG0000408	Prbl.g_00298	Praj.g_00190
OG0000409	Prbl.g_00296	Praj.g_00192
OG0000410	Prbl.g_00295	Praj.g_00193
OG0000411	Prbl.g_00294	Praj.g_00194
OG0000412	Prbl.g_00293	Praj.g_00195
OG0000413	Prbl.g_00291	Praj.g_00196
OG0000414	Prbl.g_00290	Praj.g_00197
OG0000415	Prbl.g_00289	Praj.g_00198
OG0000416	Prbl.g_00288	Praj.g_00199
OG0000417	Prbl.g_00287	Praj.g_00200
OG0000418	Prbl.g_00282	Praj.g_00205
OG0000419	Prbl.g_00280	Praj.g_00207
OG0000420	Prbl.g_00279	Praj.g_00208
OG0000421	Prbl.g_00275	Praj.g_00212
OG0000422	Prbl.g_00274	Praj.g_00213
OG0000423	Prbl.g_00273	Praj.g_00214
OG0000424	Prbl.g_00272	Praj.g_00215
OG0000425	Prbl.g_00271	Praj.g_00216
OG0000426	Prbl.g_00270	Praj.g_00217
OG0000427	Prbl.g_00269	Praj.g_00218
OG0000428	Prbl.g_02377	Praj.g_00220
OG0000429	Prbl.g_00066	Praj.g_00221
OG0000430	Prbl.g_00068	Praj.g_00222
OG0000431	Prbl.g_00072	Praj.g_00224
OG0000432	Prbl.g_00079	Praj.g_00228
OG0000433	Prbl.g_00082	Praj.g_00229
OG0000434	Prbl.g_00083	Praj.g_00230
OG0000435	Prbl.g_00086	Praj.g_00231
OG0000436	Prbl.g_00092	Praj.g_00236
OG0000437	Prbl.g_00093	Praj.g_00237
OG0000438	Prbl.g_00094	Praj.g_00238
OG0000439	Prbl.g_00096	Praj.g_00240
OG0000440	Prbl.g_00097	Praj.g_00241
OG0000441	Prbl.g_00104	Praj.g_00243
OG0000442	Prbl.g_00105	Praj.g_00244
OG0000443	Prbl.g_01283	Praj.g_00245
OG0000444	Prbl.g_00127	Praj.g_00250
OG0000445	Prbl.g_00126	Praj.g_00251
OG0000446	Prbl.g_00124	Praj.g_00252
OG0000447	Prbl.g_01244	Praj.g_00253
OG0000448	Prbl.g_01245	Praj.g_00254
OG0000449	Prbl.g_01246	Praj.g_00255
OG0000450	Prbl.g_01252	Praj.g_00256
OG0000451	Prbl.g_01253	Praj.g_00257
OG0000452	Prbl.g_01258	Praj.g_00260
OG0000453	Prbl.g_01259	Praj.g_00261
OG0000454	Prbl.g_01260	Praj.g_00262
OG0000455	Prbl.g_01261	Praj.g_00263
OG0000456	Prbl.g_01262	Praj.g_00264
OG0000457	Prbl.g_01264	Praj.g_00265
OG0000458	Prbl.g_01265	Praj.g_00266
OG0000459	Prbl.g_01266	Praj.g_00267
OG0000460	Prbl.g_01923	Praj.g_00275
OG0000461	Prbl.g_02679	Praj.g_00283
OG0000462	Prbl.g_02666	Praj.g_00285
OG0000463	Prbl.g_01516	Praj.g_00286
OG0000464	Prbl.g_01515	Praj.g_00287
OG0000465	Prbl.g_01513	Praj.g_00288
OG0000466	Prbl.g_01508	Praj.g_00289
OG0000467	Prbl.g_01506	Praj.g_00290
OG0000468	Prbl.g_01499	Praj.g_00292
OG0000469	Prbl.g_01486	Praj.g_00299
OG0000470	Prbl.g_01473	Praj.g_00301
OG0000471	Prbl.g_01472	Praj.g_00302
OG0000472	Prbl.g_01470	Praj.g_00303
OG0000473	Prbl.g_01468	Praj.g_00305
OG0000474	Prbl.g_01467	Praj.g_00306
OG0000475	Prbl.g_01466	Praj.g_00307
OG0000476	Prbl.g_01464	Praj.g_00309
OG0000477	Prbl.g_01459	Praj.g_00311
OG0000478	Prbl.g_01458	Praj.g_00312
OG0000479	Prbl.g_01457	Praj.g_00313
OG0000480	Prbl.g_01450	Praj.g_00318
OG0000481	Prbl.g_01448	Praj.g_00320
OG0000482	Prbl.g_01447	Praj.g_00321
OG0000483	Prbl.g_01443	Praj.g_00324
OG0000484	Prbl.g_01442	Praj.g_00325
OG0000485	Prbl.g_01441	Praj.g_00326
OG0000486	Prbl.g_01440	Praj.g_00327
OG0000487	Prbl.g_01435	Praj.g_00330
OG0000488	Prbl.g_01431	Praj.g_00333
OG0000489	Prbl.g_01420	Praj.g_00338
OG0000490	Prbl.g_01414	Praj.g_00343
OG0000491	Prbl.g_01413	Praj.g_00344
OG0000492	Prbl.g_00909	Praj.g_00346
OG0000493	Prbl.g_00908	Praj.g_00347
OG0000494	Prbl.g_00907	Praj.g_00348
OG0000495	Prbl.g_00906	Praj.g_00349
OG0000496	Prbl.g_00905	Praj.g_00350
OG0000497	Prbl.g_00904	Praj.g_00351
OG0000498	Prbl.g_00903	Praj.g_00352
OG0000499	Prbl.g_00902	Praj.g_00353
OG0000500	Prbl.g_00901	Praj.g_00354
OG0000501	Prbl.g_00898	Praj.g_00356
OG0000502	Prbl.g_00886	Praj.g_00359
OG0000503	Prbl.g_01201	Praj.g_00380
OG0000504	Prbl.g_01203	Praj.g_00382
OG0000505	Prbl.g_01204	Praj.g_00383
OG0000506	Prbl.g_01206	Praj.g_00384
OG0000507	Prbl.g_01210	Praj.g_00387
OG0000508	Prbl.g_01217	Praj.g_00390
OG0000509	Prbl.g_01219	Praj.g_00392
OG0000510	Prbl.g_01220	Praj.g_00393
OG0000511	Prbl.g_01221	Praj.g_00394
OG0000512	Prbl.g_01223	Praj.g_00396
OG0000513	Prbl.g_02678	Praj.g_00406
OG0000514	Prbl.g_00676	Praj.g_00425
OG0000515	Prbl.g_00675	Praj.g_00426
OG0000516	Prbl.g_00663	Praj.g_00427
OG0000517	Prbl.g_00653	Praj.g_00429
OG0000518	Prbl.g_00641	Praj.g_00440
OG0000519	Prbl.g_00640	Praj.g_00441
OG0000520	Prbl.g_00639	Praj.g_00442
OG0000521	Prbl.g_00625	Praj.g_00447
OG0000522	Prbl.g_00623	Praj.g_00449
OG0000523	Prbl.g_00622	Praj.g_00450
OG0000524	Prbl.g_01364	Praj.g_00457
OG0000525	Prbl.g_01348	Praj.g_00461
OG0000526	Prbl.g_01346	Praj.g_00462
OG0000527	Prbl.g_01342	Praj.g_00465
OG0000528	Prbl.g_00506	Praj.g_00471
OG0000529	Prbl.g_00512	Praj.g_00474
OG0000530	Prbl.g_00515	Praj.g_00477
OG0000531	Prbl.g_00516	Praj.g_00478
OG0000532	Prbl.g_00519	Praj.g_00479
OG0000533	Prbl.g_00521	Praj.g_00480
OG0000534	Prbl.g_00522	Praj.g_00481
OG0000535	Prbl.g_00523	Praj.g_00482
OG0000536	Prbl.g_00524	Praj.g_00483
OG0000537	Prbl.g_00525	Praj.g_00484
OG0000538	Prbl.g_00536	Praj.g_00492
OG0000539	Prbl.g_00806	Praj.g_00493
OG0000540	Prbl.g_00805	Praj.g_00494
OG0000541	Prbl.g_00804	Praj.g_00495
OG0000542	Prbl.g_00801	Praj.g_00497
OG0000543	Prbl.g_00799	Praj.g_00499
OG0000544	Prbl.g_00798	Praj.g_00500
OG0000545	Prbl.g_00797	Praj.g_00502
OG0000546	Prbl.g_00794	Praj.g_00505
OG0000547	Prbl.g_00792	Praj.g_00507
OG0000548	Prbl.g_00791	Praj.g_00508
OG0000549	Prbl.g_00785	Praj.g_00511
OG0000550	Prbl.g_00780	Praj.g_00515
OG0000551	Prbl.g_00776	Praj.g_00518
OG0000552	Prbl.g_00775	Praj.g_00519
OG0000553	Prbl.g_00770	Praj.g_00520
OG0000554	Prbl.g_00765	Praj.g_00525
OG0000555	Prbl.g_00747	Praj.g_00533
OG0000556	Prbl.g_02645	Praj.g_00535
OG0000557	Prbl.g_01878	Praj.g_00536
OG0000558	Prbl.g_01881	Praj.g_00538
OG0000559	Prbl.g_01885	Praj.g_00542
OG0000560	Prbl.g_01888	Praj.g_00545
OG0000561	Prbl.g_01889	Praj.g_00546
OG0000562	Prbl.g_01890	Praj.g_00547
OG0000563	Prbl.g_01891	Praj.g_00548
OG0000564	Prbl.g_01892	Praj.g_00549
OG0000565	Prbl.g_01895	Praj.g_00552
