Orthogroup	Prbl	Prar
OG0000128	Prbl.g_02109	Prar.g_00027
OG0000129	Prbl.g_02243	Prar.g_00576
OG0000130	Prbl.g_00608	Prar.g_00549
OG0000131	Prbl.g_00303	Prar.g_00182
OG0000132	Prbl.g_00283	Prar.g_00163
OG0000133	Prbl.g_00897	Prar.g_00265
OG0000134	Prbl.g_02677	Prar.g_00417
OG0000135	Prbl.g_02190	Prar.g_00444
OG0000136	Prbl.g_00647	Prar.g_00489
OG0000137	Prbl.g_01340	Prar.g_00525
OG0000138	Prbl.g_00528	Prar.g_00545
OG0000139	Prbl.g_00760	Prar.g_01367
OG0000140	Prbl.g_00754	Prar.g_01368
OG0000141	Prbl.g_01751	Prar.g_01437
OG0000142	Prbl.g_01639	Prar.g_01465
OG0000143	Prbl.g_01643	Prar.g_01469
OG0000144	Prbl.g_01042	Prar.g_01482
OG0000145	Prbl.g_00534	Prar.g_01651
OG0000146	Prbl.g_02469	Prar.g_01653
OG0000147	Prbl.g_02468	Prar.g_01654
OG0000148	Prbl.g_02316	Prar.g_01700
OG0000149	Prbl.g_01552	Prar.g_01730
OG0000150	Prbl.g_01576	Prar.g_01738
OG0000151	Prbl.g_02386	Prar.g_01786
OG0000152	Prbl.g_02478	Prar.g_01833
OG0000153	Prbl.g_02505	Prar.g_01852
OG0000154	Prbl.g_02532	Prar.g_01878
OG0000155	Prbl.g_00185	Prar.g_01243
OG0000156	Prbl.g_00115	Prar.g_00966
OG0000157	Prbl.g_00114	Prar.g_00965
OG0000158	Prbl.g_00843	Prar.g_00375
OG0000160	Prbl.g_00241	Prar.g_00338
OG0000161	Prbl.g_00227	Prar.g_00840
OG0000162	Prbl.g_00221	Prar.g_00834
OG0000163	Prbl.g_00452	Prar.g_00800
OG0000164	Prbl.g_00365	Prar.g_01964
OG0000165	Prbl.g_00356	Prar.g_01971
OG0000166	Prbl.g_00962	Prar.g_01063
OG0000167	Prbl.g_00857	Prar.g_00627
OG0000168	Prbl.g_00842	Prar.g_00637
OG0000169	Prbl.g_01302	Prar.g_00647
OG0000170	Prbl.g_01290	Prar.g_00649
OG0000171	Prbl.g_02055	Prar.g_00667
OG0000172	Prbl.g_02021	Prar.g_00675
OG0000173	Prbl.g_02000	Prar.g_00690
OG0000174	Prbl.g_02188	Prar.g_00068
OG0000175	Prbl.g_02150	Prar.g_00058
OG0000176	Prbl.g_02117	Prar.g_00034
OG0000177	Prbl.g_02116	Prar.g_00033
OG0000178	Prbl.g_02115	Prar.g_00032
OG0000179	Prbl.g_01961	Prar.g_00022
OG0000180	Prbl.g_01962	Prar.g_00021
OG0000181	Prbl.g_01963	Prar.g_00020
OG0000182	Prbl.g_01964	Prar.g_00019
OG0000183	Prbl.g_01968	Prar.g_00015
OG0000184	Prbl.g_02251	Prar.g_00573
OG0000185	Prbl.g_02273	Prar.g_00570
OG0000186	Prbl.g_00614	Prar.g_00554
OG0000187	Prbl.g_00613	Prar.g_00553
OG0000188	Prbl.g_00591	Prar.g_00246
OG0000189	Prbl.g_00565	Prar.g_00232
OG0000190	Prbl.g_00563	Prar.g_00231
OG0000191	Prbl.g_01325	Prar.g_00211
OG0000192	Prbl.g_01316	Prar.g_00207
OG0000193	Prbl.g_00302	Prar.g_00181
OG0000194	Prbl.g_00299	Prar.g_00178
OG0000195	Prbl.g_00297	Prar.g_00176
OG0000196	Prbl.g_00286	Prar.g_00166
OG0000197	Prbl.g_00285	Prar.g_00165
OG0000198	Prbl.g_00284	Prar.g_00164
OG0000199	Prbl.g_00277	Prar.g_00157
OG0000201	Prbl.g_00088	Prar.g_00135
OG0000202	Prbl.g_00089	Prar.g_00134
OG0000203	Prbl.g_00090	Prar.g_00133
OG0000204	Prbl.g_00091	Prar.g_00132
OG0000205	Prbl.g_00098	Prar.g_00125
OG0000206	Prbl.g_01282	Prar.g_00120
OG0000207	Prbl.g_00130	Prar.g_00118
OG0000208	Prbl.g_00129	Prar.g_00117
OG0000209	Prbl.g_01256	Prar.g_00108
OG0000210	Prbl.g_01257	Prar.g_00107
OG0000211	Prbl.g_01922	Prar.g_00094
OG0000212	Prbl.g_00192	Prar.g_00087
OG0000213	Prbl.g_01496	Prar.g_00330
OG0000214	Prbl.g_01469	Prar.g_00320
OG0000215	Prbl.g_01439	Prar.g_00295
OG0000216	Prbl.g_01436	Prar.g_00293
OG0000217	Prbl.g_01432	Prar.g_01154, Prar.g_00290
OG0000218	Prbl.g_01428	Prar.g_00288
OG0000219	Prbl.g_01427	Prar.g_00287
OG0000220	Prbl.g_01426	Prar.g_00286
OG0000221	Prbl.g_01421	Prar.g_00285
OG0000222	Prbl.g_00911	Prar.g_00277
OG0000223	Prbl.g_00888	Prar.g_00264
OG0000224	Prbl.g_00877	Prar.g_00262
OG0000225	Prbl.g_01218	Prar.g_00406
OG0000226	Prbl.g_01222	Prar.g_00410
OG0000227	Prbl.g_01224	Prar.g_00412
OG0000228	Prbl.g_02673	Prar.g_00415
OG0000229	Prbl.g_00652	Prar.g_00484
OG0000230	Prbl.g_00650	Prar.g_00486
OG0000231	Prbl.g_00635	Prar.g_00497
OG0000232	Prbl.g_00619	Prar.g_00506
OG0000233	Prbl.g_01360	Prar.g_00512
OG0000234	Prbl.g_01339	Prar.g_00526
OG0000235	Prbl.g_00510	Prar.g_00529
OG0000236	Prbl.g_00526	Prar.g_00543
OG0000237	Prbl.g_00800	Prar.g_01337
OG0000238	Prbl.g_00795	Prar.g_01343
OG0000239	Prbl.g_00779	Prar.g_01355
OG0000240	Prbl.g_00778	Prar.g_01356
OG0000241	Prbl.g_01526	Prar.g_01360
OG0000242	Prbl.g_00768	Prar.g_01362
OG0000243	Prbl.g_02647	Prar.g_01373
OG0000244	Prbl.g_01879	Prar.g_01376
OG0000245	Prbl.g_01882	Prar.g_01378
OG0000246	Prbl.g_01886	Prar.g_01382
OG0000247	Prbl.g_01897	Prar.g_01392
OG0000248	Prbl.g_01900	Prar.g_01394
OG0000249	Prbl.g_01902	Prar.g_01396
OG0000250	Prbl.g_01799	Prar.g_01401
OG0000251	Prbl.g_01775	Prar.g_01420
OG0000252	Prbl.g_01772	Prar.g_01424
OG0000253	Prbl.g_01766	Prar.g_01425
OG0000254	Prbl.g_01747	Prar.g_01441
OG0000255	Prbl.g_01612	Prar.g_01447
OG0000256	Prbl.g_01626	Prar.g_01457
OG0000257	Prbl.g_01632	Prar.g_01460
OG0000258	Prbl.g_01655	Prar.g_01473
OG0000259	Prbl.g_01406	Prar.g_01490
OG0000260	Prbl.g_01403	Prar.g_01493
OG0000261	Prbl.g_01400	Prar.g_01495
OG0000262	Prbl.g_01395	Prar.g_01499
OG0000263	Prbl.g_01242	Prar.g_01511
OG0000264	Prbl.g_01859	Prar.g_01521
OG0000265	Prbl.g_02567, Prbl.g_01839	Prar.g_01599
OG0000266	Prbl.g_02556	Prar.g_01609
OG0000267	Prbl.g_02431	Prar.g_01620
OG0000268	Prbl.g_02432	Prar.g_01621
OG0000269	Prbl.g_02340	Prar.g_01679
OG0000270	Prbl.g_02337	Prar.g_01682
OG0000271	Prbl.g_02329	Prar.g_01690
OG0000272	Prbl.g_02328	Prar.g_01691
OG0000273	Prbl.g_01534	Prar.g_01714
OG0000274	Prbl.g_01535	Prar.g_01715
OG0000275	Prbl.g_01538	Prar.g_01717
OG0000276	Prbl.g_01544	Prar.g_01722
OG0000277	Prbl.g_01545	Prar.g_01723
OG0000278	Prbl.g_01548	Prar.g_01726
OG0000279	Prbl.g_01556	Prar.g_01733
OG0000280	Prbl.g_01562	Prar.g_01734
OG0000281	Prbl.g_01577	Prar.g_01740
OG0000282	Prbl.g_02405	Prar.g_01778
OG0000283	Prbl.g_02443	Prar.g_01810
OG0000284	Prbl.g_02449	Prar.g_01815
OG0000285	Prbl.g_01688	Prar.g_01820
OG0000286	Prbl.g_02477	Prar.g_01832
OG0000287	Prbl.g_02608	Prar.g_01849
OG0000288	Prbl.g_02531	Prar.g_01877
OG0000289	Prbl.g_02544	Prar.g_01888
OG0000290	Prbl.g_00930	Prar.g_01901
OG0000291	Prbl.g_00928	Prar.g_01903
OG0000292	Prbl.g_02128	Prar.g_01953
OG0000293	Prbl.g_02071	Prar.g_01272
OG0000294	Prbl.g_02072	Prar.g_01271
OG0000295	Prbl.g_00178	Prar.g_01251
OG0000296	Prbl.g_00180	Prar.g_01249
OG0000297	Prbl.g_01382	Prar.g_01241
OG0000298	Prbl.g_01383	Prar.g_01240
OG0000299	Prbl.g_01372	Prar.g_01223
OG0000300	Prbl.g_02582	Prar.g_01220
OG0000301	Prbl.g_02583	Prar.g_01219
OG0000302	Prbl.g_02586	Prar.g_01217
OG0000303	Prbl.g_00187	Prar.g_01210
OG0000304	Prbl.g_01102	Prar.g_01206
OG0000305	Prbl.g_00926	Prar.g_00919
OG0000306	Prbl.g_01586	Prar.g_00916
OG0000307	Prbl.g_00494	Prar.g_00902
OG0000308	Prbl.g_00492	Prar.g_00901
OG0000309	Prbl.g_00488	Prar.g_00897
OG0000310	Prbl.g_00160	Prar.g_00354
OG0000311	Prbl.g_00258	Prar.g_00352
OG0000312	Prbl.g_00254	Prar.g_00349
OG0000313	Prbl.g_00230	Prar.g_00335
OG0000314	Prbl.g_00699	Prar.g_00820
OG0000315	Prbl.g_00709	Prar.g_00810
OG0000316	Prbl.g_00441	Prar.g_00790
OG0000317	Prbl.g_00399	Prar.g_01145
OG0000318	Prbl.g_00393	Prar.g_01142
OG0000319	Prbl.g_00376	Prar.g_01129
OG0000320	Prbl.g_00374	Prar.g_01127
OG0000321	Prbl.g_00373	Prar.g_01126
OG0000322	Prbl.g_00372	Prar.g_01125
OG0000323	Prbl.g_00361	Prar.g_01967
OG0000324	Prbl.g_00332	Prar.g_00609
OG0000325	Prbl.g_02683	Prar.g_01113
OG0000326	Prbl.g_01059	Prar.g_01107
OG0000327	Prbl.g_00957	Prar.g_01068
OG0000328	Prbl.g_00958	Prar.g_01067
OG0000329	Prbl.g_00975	Prar.g_01050
OG0000330	Prbl.g_00976	Prar.g_01049
OG0000331	Prbl.g_00977	Prar.g_01048
OG0000332	Prbl.g_00992	Prar.g_01034
OG0000333	Prbl.g_00994	Prar.g_01032
OG0000334	Prbl.g_01131	Prar.g_01024
OG0000335	Prbl.g_01136	Prar.g_01020
OG0000336	Prbl.g_01140	Prar.g_01016
OG0000337	Prbl.g_00863	Prar.g_00625
OG0000338	Prbl.g_00859	Prar.g_00626
OG0000339	Prbl.g_00853	Prar.g_00630
OG0000340	Prbl.g_00841	Prar.g_00638
OG0000341	Prbl.g_00839	Prar.g_00640
OG0000342	Prbl.g_00838	Prar.g_00641
OG0000343	Prbl.g_01307	Prar.g_00642
OG0000344	Prbl.g_01304	Prar.g_00645
OG0000345	Prbl.g_01289	Prar.g_00650
OG0000346	Prbl.g_01284	Prar.g_00654
OG0000347	Prbl.g_02053	Prar.g_00669
OG0000348	Prbl.g_02016	Prar.g_00678
OG0000349	Prbl.g_01992	Prar.g_00695
OG0000350	Prbl.g_02195	Prar.g_00072
OG0000351	Prbl.g_02147	Prar.g_00055
OG0000352	Prbl.g_02146	Prar.g_00054
OG0000353	Prbl.g_02122	Prar.g_00039
OG0000355	Prbl.g_02120	Prar.g_00037
OG0000356	Prbl.g_02119	Prar.g_00036
OG0000357	Prbl.g_02118	Prar.g_00035
OG0000358	Prbl.g_02114	Prar.g_00031
OG0000359	Prbl.g_02112	Prar.g_00030
OG0000360	Prbl.g_02111	Prar.g_00029
OG0000361	Prbl.g_02110	Prar.g_00028
OG0000362	Prbl.g_02108	Prar.g_00026
OG0000363	Prbl.g_01955	Prar.g_00024
OG0000364	Prbl.g_01956	Prar.g_00023
OG0000365	Prbl.g_01965	Prar.g_00018
OG0000366	Prbl.g_01966	Prar.g_00017
OG0000367	Prbl.g_01967	Prar.g_00016
OG0000368	Prbl.g_01969	Prar.g_00014
OG0000369	Prbl.g_01970	Prar.g_00013
OG0000370	Prbl.g_01971	Prar.g_00012
OG0000371	Prbl.g_01980	Prar.g_00006
OG0000372	Prbl.g_01985	Prar.g_00002
OG0000373	Prbl.g_01986	Prar.g_00001
OG0000374	Prbl.g_01987	Prar.g_00594
OG0000375	Prbl.g_01988	Prar.g_00580
OG0000376	Prbl.g_01990	Prar.g_00578
OG0000377	Prbl.g_02244	Prar.g_00574
OG0000378	Prbl.g_02258	Prar.g_00572
OG0000379	Prbl.g_02274	Prar.g_00569
OG0000380	Prbl.g_00612	Prar.g_00552
OG0000381	Prbl.g_00607	Prar.g_00548
OG0000382	Prbl.g_00592	Prar.g_00247
OG0000383	Prbl.g_00590	Prar.g_00245
OG0000384	Prbl.g_00589	Prar.g_00244
OG0000385	Prbl.g_00588	Prar.g_00243
OG0000386	Prbl.g_00587	Prar.g_00242
OG0000387	Prbl.g_00561	Prar.g_00229
OG0000388	Prbl.g_00557	Prar.g_00226
OG0000389	Prbl.g_00553	Prar.g_00222
OG0000390	Prbl.g_01331	Prar.g_00215
OG0000391	Prbl.g_01326	Prar.g_00212
OG0000392	Prbl.g_01320	Prar.g_00208
OG0000393	Prbl.g_01315	Prar.g_00206
OG0000394	Prbl.g_01314	Prar.g_00205
OG0000395	Prbl.g_01313	Prar.g_00204
OG0000396	Prbl.g_00827	Prar.g_00201
OG0000397	Prbl.g_00825	Prar.g_00199
OG0000398	Prbl.g_00820	Prar.g_00197
OG0000399	Prbl.g_00819	Prar.g_00196
OG0000400	Prbl.g_00818	Prar.g_00195
OG0000401	Prbl.g_00817	Prar.g_00194
OG0000402	Prbl.g_00815	Prar.g_00192
OG0000403	Prbl.g_00814	Prar.g_00191
OG0000404	Prbl.g_00812	Prar.g_00190
OG0000405	Prbl.g_00305	Prar.g_00186
OG0000406	Prbl.g_00301	Prar.g_00180
OG0000407	Prbl.g_00300	Prar.g_00179
OG0000408	Prbl.g_00298	Prar.g_00177
OG0000409	Prbl.g_00296	Prar.g_00175
OG0000410	Prbl.g_00295	Prar.g_00174
OG0000411	Prbl.g_00294	Prar.g_00173
OG0000412	Prbl.g_00293	Prar.g_00172
OG0000413	Prbl.g_00291	Prar.g_00171
OG0000414	Prbl.g_00290	Prar.g_01569, Prar.g_00170
OG0000415	Prbl.g_00289	Prar.g_00169
OG0000416	Prbl.g_00288	Prar.g_00168
OG0000417	Prbl.g_00287	Prar.g_00167
OG0000418	Prbl.g_00282	Prar.g_00162
OG0000419	Prbl.g_00280	Prar.g_00160
OG0000420	Prbl.g_00279	Prar.g_00159
OG0000421	Prbl.g_00275	Prar.g_00154
OG0000422	Prbl.g_00274	Prar.g_00153
OG0000423	Prbl.g_00273	Prar.g_00152
OG0000424	Prbl.g_00272	Prar.g_00151
OG0000425	Prbl.g_00271	Prar.g_00150
OG0000426	Prbl.g_00270	Prar.g_00149
OG0000427	Prbl.g_00269	Prar.g_00148
OG0000428	Prbl.g_02377	Prar.g_00146
OG0000429	Prbl.g_00066	Prar.g_00145
OG0000430	Prbl.g_00068	Prar.g_00144
OG0000431	Prbl.g_00072	Prar.g_00142
OG0000432	Prbl.g_00079	Prar.g_00139
OG0000433	Prbl.g_00082	Prar.g_00138
OG0000434	Prbl.g_00083	Prar.g_00137
OG0000435	Prbl.g_00086	Prar.g_00136
OG0000436	Prbl.g_00092	Prar.g_00131
OG0000437	Prbl.g_00093	Prar.g_00130
OG0000438	Prbl.g_00094	Prar.g_00129
OG0000439	Prbl.g_00096	Prar.g_00127
OG0000440	Prbl.g_00097	Prar.g_00126
OG0000441	Prbl.g_00104	Prar.g_00123
OG0000442	Prbl.g_00105	Prar.g_00122
OG0000443	Prbl.g_01283	Prar.g_00121
OG0000444	Prbl.g_00127	Prar.g_00116
OG0000445	Prbl.g_00126	Prar.g_00115
OG0000446	Prbl.g_00124	Prar.g_00114
OG0000447	Prbl.g_01244	Prar.g_00113
OG0000448	Prbl.g_01245	Prar.g_00112
OG0000449	Prbl.g_01246	Prar.g_00111
OG0000450	Prbl.g_01252	Prar.g_00110
OG0000451	Prbl.g_01253	Prar.g_00109
OG0000452	Prbl.g_01258	Prar.g_00106
OG0000453	Prbl.g_01259	Prar.g_00105
OG0000454	Prbl.g_01260	Prar.g_00104
OG0000455	Prbl.g_01261	Prar.g_00103
OG0000456	Prbl.g_01262	Prar.g_00102
OG0000457	Prbl.g_01264	Prar.g_00101
OG0000458	Prbl.g_01265	Prar.g_00100
OG0000459	Prbl.g_01266	Prar.g_00099
OG0000460	Prbl.g_01923	Prar.g_00092
OG0000461	Prbl.g_02679	Prar.g_00085
OG0000462	Prbl.g_02666	Prar.g_00083
OG0000463	Prbl.g_01516	Prar.g_00082
OG0000464	Prbl.g_01515	Prar.g_00081
OG0000465	Prbl.g_01513	Prar.g_00080
OG0000466	Prbl.g_01508	Prar.g_00077
OG0000467	Prbl.g_01506	Prar.g_00076
OG0000468	Prbl.g_01499	Prar.g_00334
OG0000469	Prbl.g_01486	Prar.g_00325
OG0000470	Prbl.g_01473	Prar.g_00323
OG0000471	Prbl.g_01472	Prar.g_00322
OG0000472	Prbl.g_01470	Prar.g_00321
OG0000473	Prbl.g_01468	Prar.g_00319
OG0000474	Prbl.g_01467	Prar.g_00318
OG0000475	Prbl.g_01466	Prar.g_00317
OG0000476	Prbl.g_01464	Prar.g_00316
OG0000477	Prbl.g_01459	Prar.g_00312
OG0000478	Prbl.g_01458	Prar.g_00311
OG0000479	Prbl.g_01457	Prar.g_00310
OG0000480	Prbl.g_01450	Prar.g_00305
OG0000481	Prbl.g_01448	Prar.g_00303
OG0000482	Prbl.g_01447	Prar.g_00302
OG0000483	Prbl.g_01443	Prar.g_00299
OG0000484	Prbl.g_01442	Prar.g_00298
OG0000485	Prbl.g_01441	Prar.g_00297
OG0000486	Prbl.g_01440	Prar.g_00296
OG0000487	Prbl.g_01435	Prar.g_00292
OG0000488	Prbl.g_01431	Prar.g_00289
OG0000489	Prbl.g_01420	Prar.g_00284
OG0000490	Prbl.g_01414	Prar.g_00279
OG0000491	Prbl.g_01413	Prar.g_00278
OG0000492	Prbl.g_00909	Prar.g_00276
OG0000493	Prbl.g_00908	Prar.g_00275
OG0000494	Prbl.g_00907	Prar.g_00274
OG0000495	Prbl.g_00906	Prar.g_00273
OG0000496	Prbl.g_00905	Prar.g_00272
OG0000497	Prbl.g_00904	Prar.g_00271
OG0000498	Prbl.g_00903	Prar.g_00270
OG0000499	Prbl.g_00902	Prar.g_00269
OG0000500	Prbl.g_00901	Prar.g_00268
OG0000501	Prbl.g_00898	Prar.g_00266
OG0000502	Prbl.g_00886	Prar.g_00263
OG0000503	Prbl.g_01201	Prar.g_00394
OG0000504	Prbl.g_01203	Prar.g_00395
OG0000505	Prbl.g_01204	Prar.g_00396
OG0000506	Prbl.g_01206	Prar.g_00398
OG0000507	Prbl.g_01210	Prar.g_00401
OG0000508	Prbl.g_01217	Prar.g_00405
OG0000509	Prbl.g_01219	Prar.g_00407
OG0000510	Prbl.g_01220	Prar.g_00408
OG0000511	Prbl.g_01221	Prar.g_00409
OG0000512	Prbl.g_01223	Prar.g_00411
OG0000513	Prbl.g_02678	Prar.g_00418
OG0000514	Prbl.g_00676	Prar.g_00479
OG0000515	Prbl.g_00675	Prar.g_00480
OG0000516	Prbl.g_00663	Prar.g_00481
OG0000517	Prbl.g_00653	Prar.g_00483
OG0000518	Prbl.g_00641	Prar.g_00494
OG0000519	Prbl.g_00640	Prar.g_00495
OG0000520	Prbl.g_00639	Prar.g_00496
OG0000521	Prbl.g_00625	Prar.g_00501
OG0000522	Prbl.g_00623	Prar.g_00503
OG0000523	Prbl.g_00622	Prar.g_00504
OG0000524	Prbl.g_01364	Prar.g_00510
OG0000525	Prbl.g_01348	Prar.g_00513
OG0000526	Prbl.g_01346	Prar.g_00514
OG0000527	Prbl.g_01342	Prar.g_00523
OG0000528	Prbl.g_00506	Prar.g_00528
OG0000529	Prbl.g_00512	Prar.g_00531
OG0000530	Prbl.g_00515	Prar.g_00534
OG0000531	Prbl.g_00516	Prar.g_00535
OG0000532	Prbl.g_00519	Prar.g_00537
OG0000533	Prbl.g_00521	Prar.g_00538
OG0000534	Prbl.g_00522	Prar.g_00539
OG0000535	Prbl.g_00523	Prar.g_00540
OG0000536	Prbl.g_00524	Prar.g_00541
OG0000537	Prbl.g_00525	Prar.g_00542
OG0000538	Prbl.g_00536	Prar.g_01331
OG0000539	Prbl.g_00806	Prar.g_01332
OG0000540	Prbl.g_00805	Prar.g_01333
OG0000541	Prbl.g_00804	Prar.g_01334
OG0000542	Prbl.g_00801	Prar.g_01336
OG0000543	Prbl.g_00799	Prar.g_01338
OG0000544	Prbl.g_00798	Prar.g_01339
OG0000545	Prbl.g_00797	Prar.g_01341
OG0000546	Prbl.g_00794	Prar.g_01344
OG0000547	Prbl.g_00792	Prar.g_01345
OG0000548	Prbl.g_00791	Prar.g_01346
OG0000549	Prbl.g_00785	Prar.g_01348
OG0000550	Prbl.g_00780	Prar.g_01353
OG0000551	Prbl.g_00776	Prar.g_01357
OG0000552	Prbl.g_00775	Prar.g_01358
OG0000553	Prbl.g_00770	Prar.g_01359
OG0000554	Prbl.g_00765	Prar.g_01364
OG0000555	Prbl.g_00747	Prar.g_01372
OG0000556	Prbl.g_02645	Prar.g_01374
OG0000557	Prbl.g_01878	Prar.g_01375
OG0000558	Prbl.g_01881	Prar.g_01377
OG0000559	Prbl.g_01885	Prar.g_01381
OG0000560	Prbl.g_01888	Prar.g_01384
OG0000561	Prbl.g_01889	Prar.g_01385
OG0000562	Prbl.g_01890	Prar.g_01386
OG0000563	Prbl.g_01891	Prar.g_01387
OG0000564	Prbl.g_01892	Prar.g_01388
OG0000565	Prbl.g_01895	Prar.g_01391
OG0000566	Prbl.g_01899	Prar.g_01393
OG0000567	Prbl.g_01903	Prar.g_01397
OG0000568	Prbl.g_01905	Prar.g_01398
OG0000569	Prbl.g_01801	Prar.g_01399
OG0000570	Prbl.g_01800	Prar.g_01400
OG0000571	Prbl.g_01797	Prar.g_01402
