Orthogroup	Prbl	Prbf
OG0000115	Prbl.g_00687	Prbf.g_00062
OG0000116	Prbl.g_02069	Prbf.g_00907
OG0000117	Prbl.g_01384	Prbf.g_00945
OG0000118	Prbl.g_01736	Prbf.g_00013
OG0000119	Prbl.g_00007	Prbf.g_00864
OG0000119	Prbl.g_00046	Prbf.g_00254
OG0000120	Prbl.g_00892	Prbf.g_00115
OG0000121	Prbl.g_00234, Prbl.g_00240	Prbf.g_00159
OG0000122	Prbl.g_01808	Prbf.g_00200
OG0000123	Prbl.g_01135	Prbf.g_00551
OG0000124	Prbl.g_02054	Prbf.g_00478
OG0000125	Prbl.g_02231	Prbf.g_00443
OG0000126	Prbl.g_02127	Prbf.g_00398
OG0000128	Prbl.g_02109	Prbf.g_00382
OG0000129	Prbl.g_02243	Prbf.g_01367
OG0000130	Prbl.g_00608	Prbf.g_01396
OG0000131	Prbl.g_00303	Prbf.g_01478
OG0000132	Prbl.g_00283	Prbf.g_01498
OG0000133	Prbl.g_00897	Prbf.g_01661
OG0000134	Prbl.g_02677	Prbf.g_01703
OG0000135	Prbl.g_02190	Prbf.g_00044
OG0000136	Prbl.g_00647	Prbf.g_01725
OG0000137	Prbl.g_01340	Prbf.g_01758
OG0000138	Prbl.g_00528	Prbf.g_01778
OG0000139	Prbl.g_00760	Prbf.g_01818
OG0000140	Prbl.g_00754	Prbf.g_01819
OG0000141	Prbl.g_01751	Prbf.g_01890
OG0000142	Prbl.g_01639	Prbf.g_00982
OG0000143	Prbl.g_01643	Prbf.g_00986
OG0000144	Prbl.g_01042	Prbf.g_01000
OG0000145	Prbl.g_00534	Prbf.g_00042
OG0000146	Prbl.g_02469	Prbf.g_01928
OG0000147	Prbl.g_02468	Prbf.g_01927
OG0000148	Prbl.g_02316	Prbf.g_01228
OG0000149	Prbl.g_01552	Prbf.g_01196
OG0000150	Prbl.g_01576	Prbf.g_01186
OG0000151	Prbl.g_02386	Prbf.g_01310
OG0000152	Prbl.g_02478	Prbf.g_01117
OG0000153	Prbl.g_02505	Prbf.g_01098
OG0000154	Prbl.g_02532	Prbf.g_01078
OG0000155	Prbl.g_00185	Prbf.g_00939
OG0000156	Prbl.g_00115	Prbf.g_00037
OG0000157	Prbl.g_00114	Prbf.g_00036
OG0000158	Prbl.g_00843	Prbf.g_00514
OG0000160	Prbl.g_00241	Prbf.g_00158
OG0000161	Prbl.g_00227	Prbf.g_00164
OG0000162	Prbl.g_00221	Prbf.g_00170
OG0000163	Prbl.g_00452	Prbf.g_00209
OG0000164	Prbl.g_00365	Prbf.g_00669
OG0000165	Prbl.g_00356	Prbf.g_00662
OG0000166	Prbl.g_00962	Prbf.g_00595
OG0000167	Prbl.g_00857	Prbf.g_00524
OG0000168	Prbl.g_00842	Prbf.g_00513
OG0000169	Prbl.g_01302	Prbf.g_00503
OG0000170	Prbl.g_01290	Prbf.g_00500
OG0000171	Prbl.g_02055	Prbf.g_00479
OG0000172	Prbl.g_02021	Prbf.g_00472
OG0000173	Prbl.g_02000	Prbf.g_00457
OG0000174	Prbl.g_02188	Prbf.g_00428
OG0000175	Prbl.g_02150	Prbf.g_00415
OG0000176	Prbl.g_02117	Prbf.g_00389
OG0000177	Prbl.g_02116	Prbf.g_00388
OG0000178	Prbl.g_02115	Prbf.g_00387
OG0000179	Prbl.g_01961	Prbf.g_01338
OG0000180	Prbl.g_01962	Prbf.g_01339
OG0000181	Prbl.g_01963	Prbf.g_01340
OG0000182	Prbl.g_01964	Prbf.g_01341
OG0000183	Prbl.g_01968	Prbf.g_01345
OG0000184	Prbl.g_02251	Prbf.g_01371
OG0000185	Prbl.g_02273	Prbf.g_01374
OG0000186	Prbl.g_00614	Prbf.g_01390
OG0000187	Prbl.g_00613	Prbf.g_01391
OG0000188	Prbl.g_00591	Prbf.g_01408
OG0000189	Prbl.g_00565	Prbf.g_01422
OG0000190	Prbl.g_00563	Prbf.g_01424
OG0000191	Prbl.g_01325	Prbf.g_01447
OG0000192	Prbl.g_01316	Prbf.g_01452
OG0000193	Prbl.g_00302	Prbf.g_01479
OG0000194	Prbl.g_00299	Prbf.g_01482
OG0000195	Prbl.g_00297	Prbf.g_01484
OG0000196	Prbl.g_00286	Prbf.g_01495
OG0000197	Prbl.g_00285	Prbf.g_01496
OG0000198	Prbl.g_00284	Prbf.g_01497
OG0000199	Prbl.g_00277	Prbf.g_01504
OG0000201	Prbl.g_00088	Prbf.g_01527
OG0000202	Prbl.g_00089	Prbf.g_01528
OG0000203	Prbl.g_00090	Prbf.g_01529
OG0000204	Prbl.g_00091	Prbf.g_01530
OG0000205	Prbl.g_00098	Prbf.g_01537
OG0000206	Prbl.g_01282	Prbf.g_01542
OG0000207	Prbl.g_00130	Prbf.g_01545
OG0000208	Prbl.g_00129	Prbf.g_01546
OG0000209	Prbl.g_01256	Prbf.g_01555
OG0000210	Prbl.g_01257	Prbf.g_01556
OG0000211	Prbl.g_01922	Prbf.g_01571
OG0000212	Prbl.g_00192	Prbf.g_01579
OG0000213	Prbl.g_01496	Prbf.g_01597
OG0000214	Prbl.g_01469	Prbf.g_01607
OG0000215	Prbl.g_01439	Prbf.g_01634
OG0000216	Prbl.g_01436	Prbf.g_01635
OG0000217	Prbl.g_01432	Prbf.g_01638
OG0000218	Prbl.g_01428	Prbf.g_01640
OG0000219	Prbl.g_01427	Prbf.g_01641
OG0000220	Prbl.g_01426	Prbf.g_01642
OG0000221	Prbl.g_01421	Prbf.g_01643
OG0000222	Prbl.g_00911	Prbf.g_01650
OG0000223	Prbl.g_00888	Prbf.g_01662
OG0000224	Prbl.g_00877	Prbf.g_01664
OG0000225	Prbl.g_01218	Prbf.g_01690
OG0000226	Prbl.g_01222	Prbf.g_01694
OG0000227	Prbl.g_01224	Prbf.g_01696
OG0000228	Prbl.g_02673	Prbf.g_01700
OG0000229	Prbl.g_00652	Prbf.g_01720
OG0000230	Prbl.g_00650	Prbf.g_01722
OG0000231	Prbl.g_00635	Prbf.g_01733
OG0000232	Prbl.g_00619	Prbf.g_01744
OG0000233	Prbl.g_01360	Prbf.g_01750
OG0000234	Prbl.g_01339	Prbf.g_01759
OG0000235	Prbl.g_00510	Prbf.g_01762
OG0000236	Prbl.g_00526	Prbf.g_01776
OG0000237	Prbl.g_00800	Prbf.g_01789
OG0000238	Prbl.g_00795	Prbf.g_01795
OG0000239	Prbl.g_00779	Prbf.g_01806
OG0000240	Prbl.g_00778	Prbf.g_01807
OG0000241	Prbl.g_01526	Prbf.g_01811
OG0000242	Prbl.g_00768	Prbf.g_01813
OG0000243	Prbl.g_02647	Prbf.g_01824
OG0000244	Prbl.g_01879	Prbf.g_01827
OG0000245	Prbl.g_01882	Prbf.g_01829
OG0000246	Prbl.g_01886	Prbf.g_01833
OG0000247	Prbl.g_01897	Prbf.g_01843
OG0000248	Prbl.g_01900	Prbf.g_01846
OG0000249	Prbl.g_01902	Prbf.g_01848
OG0000250	Prbl.g_01799	Prbf.g_01853
OG0000251	Prbl.g_01775	Prbf.g_01873
OG0000252	Prbl.g_01772	Prbf.g_01876
OG0000253	Prbl.g_01766	Prbf.g_01877
OG0000254	Prbl.g_01747	Prbf.g_01894
OG0000255	Prbl.g_01612	Prbf.g_01900
OG0000256	Prbl.g_01626	Prbf.g_01910
OG0000257	Prbl.g_01632	Prbf.g_00977
OG0000258	Prbl.g_01655	Prbf.g_00991
OG0000259	Prbl.g_01406	Prbf.g_01008
OG0000260	Prbl.g_01403	Prbf.g_01011
OG0000261	Prbl.g_01400	Prbf.g_01014
OG0000262	Prbl.g_01395	Prbf.g_01018
OG0000263	Prbl.g_01242	Prbf.g_01282
OG0000264	Prbl.g_01859	Prbf.g_01271
OG0000265	Prbl.g_02567, Prbl.g_01839	Prbf.g_01253
OG0000266	Prbl.g_02556	Prbf.g_01037
OG0000267	Prbl.g_02431	Prbf.g_01049
OG0000268	Prbl.g_02432	Prbf.g_01050
OG0000269	Prbl.g_02340	Prbf.g_01250
OG0000270	Prbl.g_02337	Prbf.g_01247
OG0000271	Prbl.g_02329	Prbf.g_01239
OG0000272	Prbl.g_02328	Prbf.g_01238
OG0000273	Prbl.g_01534	Prbf.g_01214
OG0000274	Prbl.g_01535	Prbf.g_01213
OG0000275	Prbl.g_01538	Prbf.g_01210
OG0000276	Prbl.g_01544	Prbf.g_01204
OG0000277	Prbl.g_01545	Prbf.g_01203
OG0000278	Prbl.g_01548	Prbf.g_01200
OG0000279	Prbl.g_01556	Prbf.g_01193
OG0000280	Prbl.g_01562	Prbf.g_01192
OG0000281	Prbl.g_01577	Prbf.g_01185
OG0000282	Prbl.g_02405	Prbf.g_01318
OG0000283	Prbl.g_02443	Prbf.g_01141
OG0000284	Prbl.g_02449	Prbf.g_01136
OG0000285	Prbl.g_01688	Prbf.g_01131
OG0000286	Prbl.g_02477	Prbf.g_01118
OG0000287	Prbl.g_02608	Prbf.g_00065
OG0000288	Prbl.g_02531	Prbf.g_01079
OG0000289	Prbl.g_02544	Prbf.g_01063
OG0000290	Prbl.g_00930	Prbf.g_01167
OG0000291	Prbl.g_00928	Prbf.g_01169
OG0000292	Prbl.g_02128	Prbf.g_00873
OG0000293	Prbl.g_02071	Prbf.g_00908
OG0000294	Prbl.g_02072	Prbf.g_00909
OG0000295	Prbl.g_00178	Prbf.g_00932
OG0000296	Prbl.g_00180	Prbf.g_00934
OG0000297	Prbl.g_01382	Prbf.g_00943
OG0000298	Prbl.g_01383	Prbf.g_00944
OG0000299	Prbl.g_01372	Prbf.g_00963
OG0000300	Prbl.g_02582	Prbf.g_00966
OG0000301	Prbl.g_02583	Prbf.g_00967
OG0000302	Prbl.g_02586	Prbf.g_00969
OG0000303	Prbl.g_00187	Prbf.g_00975
OG0000304	Prbl.g_01102	Prbf.g_01915
OG0000305	Prbl.g_00926	Prbf.g_00875
OG0000306	Prbl.g_01586	Prbf.g_01181
OG0000307	Prbl.g_00494	Prbf.g_00104
OG0000308	Prbl.g_00492	Prbf.g_00105
OG0000309	Prbl.g_00488	Prbf.g_00109
OG0000310	Prbl.g_00160	Prbf.g_00143
OG0000311	Prbl.g_00258	Prbf.g_00145
OG0000312	Prbl.g_00254	Prbf.g_00148
OG0000313	Prbl.g_00230	Prbf.g_00161
OG0000314	Prbl.g_00699	Prbf.g_00184
OG0000315	Prbl.g_00709	Prbf.g_00194
OG0000316	Prbl.g_00441	Prbf.g_00219
OG0000317	Prbl.g_00399	Prbf.g_00696
OG0000318	Prbl.g_00393	Prbf.g_00692
OG0000319	Prbl.g_00376	Prbf.g_00679
OG0000320	Prbl.g_00374	Prbf.g_00677
OG0000321	Prbl.g_00373	Prbf.g_00676
OG0000322	Prbl.g_00372	Prbf.g_00675
OG0000323	Prbl.g_00361	Prbf.g_00666
OG0000324	Prbl.g_00332	Prbf.g_00639
OG0000325	Prbl.g_02683	Prbf.g_00628
OG0000326	Prbl.g_01059	Prbf.g_00621
OG0000327	Prbl.g_00957	Prbf.g_00600
OG0000328	Prbl.g_00958	Prbf.g_00599
OG0000329	Prbl.g_00975	Prbf.g_00582
OG0000330	Prbl.g_00976	Prbf.g_00581
OG0000331	Prbl.g_00977	Prbf.g_00580
OG0000332	Prbl.g_00992	Prbf.g_00566
OG0000333	Prbl.g_00994	Prbf.g_00564
OG0000334	Prbl.g_01131	Prbf.g_00555
OG0000335	Prbl.g_01136	Prbf.g_00550
OG0000336	Prbl.g_01140	Prbf.g_00546
OG0000337	Prbl.g_00863	Prbf.g_00528
OG0000338	Prbl.g_00859	Prbf.g_00527
OG0000339	Prbl.g_00853	Prbf.g_00521
OG0000340	Prbl.g_00841	Prbf.g_00512
OG0000341	Prbl.g_00839	Prbf.g_00510
OG0000342	Prbl.g_00838	Prbf.g_00509
OG0000343	Prbl.g_01307	Prbf.g_00508
OG0000344	Prbl.g_01304	Prbf.g_00505
OG0000345	Prbl.g_01289	Prbf.g_00499
OG0000346	Prbl.g_01284	Prbf.g_00495
OG0000347	Prbl.g_02053	Prbf.g_00477
OG0000348	Prbl.g_02016	Prbf.g_00469
OG0000349	Prbl.g_01992	Prbf.g_00452
OG0000350	Prbl.g_02195	Prbf.g_00351
OG0000351	Prbl.g_02147	Prbf.g_00412
OG0000352	Prbl.g_02146	Prbf.g_00411
OG0000353	Prbl.g_02122	Prbf.g_00394
OG0000355	Prbl.g_02120	Prbf.g_00392
OG0000356	Prbl.g_02119	Prbf.g_00391
OG0000357	Prbl.g_02118	Prbf.g_00390
OG0000358	Prbl.g_02114	Prbf.g_00386
OG0000359	Prbl.g_02112	Prbf.g_00385
OG0000360	Prbl.g_02111	Prbf.g_00384
OG0000361	Prbl.g_02110	Prbf.g_00383
OG0000362	Prbl.g_02108	Prbf.g_00381
OG0000363	Prbl.g_01955	Prbf.g_01336
OG0000364	Prbl.g_01956	Prbf.g_01337
OG0000365	Prbl.g_01965	Prbf.g_01342
OG0000366	Prbl.g_01966	Prbf.g_01343
OG0000367	Prbl.g_01967	Prbf.g_01344
OG0000368	Prbl.g_01969	Prbf.g_01346
OG0000369	Prbl.g_01970	Prbf.g_01347
OG0000370	Prbl.g_01971	Prbf.g_01348
OG0000371	Prbl.g_01980	Prbf.g_01355
OG0000372	Prbl.g_01985	Prbf.g_01358
OG0000373	Prbl.g_01986	Prbf.g_01359
OG0000374	Prbl.g_01987	Prbf.g_01360
OG0000375	Prbl.g_01988	Prbf.g_01362
OG0000376	Prbl.g_01990	Prbf.g_01364
OG0000377	Prbl.g_02244	Prbf.g_01368
OG0000378	Prbl.g_02258	Prbf.g_01372
OG0000379	Prbl.g_02274	Prbf.g_01375
OG0000380	Prbl.g_00612	Prbf.g_01392
OG0000381	Prbl.g_00607	Prbf.g_01397
OG0000382	Prbl.g_00592	Prbf.g_01407
OG0000383	Prbl.g_00590	Prbf.g_01409
OG0000384	Prbl.g_00589	Prbf.g_01410
OG0000385	Prbl.g_00588	Prbf.g_01411
OG0000386	Prbl.g_00587	Prbf.g_01412
OG0000387	Prbl.g_00561	Prbf.g_01426
OG0000388	Prbl.g_00557	Prbf.g_01430
OG0000389	Prbl.g_00553	Prbf.g_01433
OG0000390	Prbl.g_01331	Prbf.g_01443
OG0000391	Prbl.g_01326	Prbf.g_01446
OG0000392	Prbl.g_01320	Prbf.g_01450
OG0000393	Prbl.g_01315	Prbf.g_01453
OG0000394	Prbl.g_01314	Prbf.g_01454
OG0000395	Prbl.g_01313	Prbf.g_01455
OG0000396	Prbl.g_00827	Prbf.g_01457
OG0000397	Prbl.g_00825	Prbf.g_01459
OG0000398	Prbl.g_00820	Prbf.g_01462
OG0000399	Prbl.g_00819	Prbf.g_01463
OG0000400	Prbl.g_00818	Prbf.g_01464
OG0000401	Prbl.g_00817	Prbf.g_01465
OG0000402	Prbl.g_00815	Prbf.g_01055
OG0000403	Prbl.g_00814	Prbf.g_01467
OG0000404	Prbl.g_00812	Prbf.g_01468
OG0000405	Prbl.g_00305	Prbf.g_01472
OG0000406	Prbl.g_00301	Prbf.g_01480
OG0000407	Prbl.g_00300	Prbf.g_01481
OG0000408	Prbl.g_00298	Prbf.g_01483
OG0000409	Prbl.g_00296	Prbf.g_01485
OG0000410	Prbl.g_00295	Prbf.g_01486
OG0000411	Prbl.g_00294	Prbf.g_01487
OG0000412	Prbl.g_00293	Prbf.g_01488
OG0000413	Prbl.g_00291	Prbf.g_01490
OG0000414	Prbl.g_00290	Prbf.g_01491
OG0000415	Prbl.g_00289	Prbf.g_01492
OG0000416	Prbl.g_00288	Prbf.g_01493
OG0000417	Prbl.g_00287	Prbf.g_01494
OG0000418	Prbl.g_00282	Prbf.g_01499
OG0000419	Prbl.g_00280	Prbf.g_01501
OG0000420	Prbl.g_00279	Prbf.g_01502
OG0000421	Prbl.g_00275	Prbf.g_01507
OG0000422	Prbl.g_00274	Prbf.g_01508
OG0000423	Prbl.g_00273	Prbf.g_01509
OG0000424	Prbl.g_00272	Prbf.g_01510
OG0000425	Prbl.g_00271	Prbf.g_01511
OG0000426	Prbl.g_00270	Prbf.g_01512
OG0000427	Prbl.g_00269	Prbf.g_01513
OG0000428	Prbl.g_02377	Prbf.g_01515
OG0000429	Prbl.g_00066	Prbf.g_01516
OG0000430	Prbl.g_00068	Prbf.g_01517
OG0000431	Prbl.g_00072	Prbf.g_01519
OG0000432	Prbl.g_00079	Prbf.g_01523
OG0000433	Prbl.g_00082	Prbf.g_01524
OG0000434	Prbl.g_00083	Prbf.g_01525
OG0000435	Prbl.g_00086	Prbf.g_01526
OG0000436	Prbl.g_00092	Prbf.g_01531
OG0000437	Prbl.g_00093	Prbf.g_01532
OG0000438	Prbl.g_00094	Prbf.g_01533
OG0000439	Prbl.g_00096	Prbf.g_01535
OG0000440	Prbl.g_00097	Prbf.g_01536
OG0000441	Prbl.g_00104	Prbf.g_01539
OG0000442	Prbl.g_00105	Prbf.g_01540
OG0000443	Prbl.g_01283	Prbf.g_01541
OG0000444	Prbl.g_00127	Prbf.g_01547
OG0000445	Prbl.g_00126	Prbf.g_01548
OG0000446	Prbl.g_00124	Prbf.g_01549
OG0000447	Prbl.g_01244	Prbf.g_01550
OG0000448	Prbl.g_01245	Prbf.g_01551
OG0000449	Prbl.g_01246	Prbf.g_01552
OG0000450	Prbl.g_01252	Prbf.g_01553
OG0000451	Prbl.g_01253	Prbf.g_01554
OG0000452	Prbl.g_01258	Prbf.g_01557
OG0000453	Prbl.g_01259	Prbf.g_01558
OG0000454	Prbl.g_01260	Prbf.g_01559
OG0000455	Prbl.g_01261	Prbf.g_01560
OG0000456	Prbl.g_01262	Prbf.g_01561
OG0000457	Prbl.g_01264	Prbf.g_01563
OG0000458	Prbl.g_01265	Prbf.g_01564
OG0000459	Prbl.g_01266	Prbf.g_01565
OG0000460	Prbl.g_01923	Prbf.g_01573
OG0000461	Prbl.g_02679	Prbf.g_01581
OG0000462	Prbl.g_02666	Prbf.g_01583
OG0000463	Prbl.g_01516	Prbf.g_01584
OG0000464	Prbl.g_01515	Prbf.g_01585
OG0000465	Prbl.g_01513	Prbf.g_01586
OG0000466	Prbl.g_01508	Prbf.g_01589
OG0000467	Prbl.g_01506	Prbf.g_01590
OG0000468	Prbl.g_01499	Prbf.g_01593
OG0000469	Prbl.g_01486	Prbf.g_01601
OG0000470	Prbl.g_01473	Prbf.g_01603
OG0000471	Prbl.g_01472	Prbf.g_01604
OG0000472	Prbl.g_01470	Prbf.g_01606
OG0000473	Prbl.g_01468	Prbf.g_01608
OG0000474	Prbl.g_01467	Prbf.g_01609
OG0000475	Prbl.g_01466	Prbf.g_01610
OG0000476	Prbl.g_01464	Prbf.g_01612
OG0000477	Prbl.g_01459	Prbf.g_01615
OG0000478	Prbl.g_01458	Prbf.g_01616
OG0000479	Prbl.g_01457	Prbf.g_01617
OG0000480	Prbl.g_01450	Prbf.g_01622
OG0000481	Prbl.g_01448	Prbf.g_01625
OG0000482	Prbl.g_01447	Prbf.g_01626
OG0000483	Prbl.g_01443	Prbf.g_01629
OG0000484	Prbl.g_01442	Prbf.g_01630
OG0000485	Prbl.g_01441	Prbf.g_01632
OG0000486	Prbl.g_01440	Prbf.g_01633
OG0000487	Prbl.g_01435	Prbf.g_01636
OG0000488	Prbl.g_01431	Prbf.g_01639
OG0000489	Prbl.g_01420	Prbf.g_01644
OG0000490	Prbl.g_01414	Prbf.g_01648
OG0000491	Prbl.g_01413	Prbf.g_01649
OG0000492	Prbl.g_00909	Prbf.g_01651
OG0000493	Prbl.g_00908	Prbf.g_01652
OG0000494	Prbl.g_00907	Prbf.g_01653
OG0000495	Prbl.g_00906	Prbf.g_01654
OG0000496	Prbl.g_00905	Prbf.g_01655
OG0000497	Prbl.g_00904	Prbf.g_01656
OG0000498	Prbl.g_00903	Prbf.g_01657
OG0000499	Prbl.g_00902	Prbf.g_01658
OG0000500	Prbl.g_00901	Prbf.g_01659
OG0000501	Prbl.g_00898	Prbf.g_01660
OG0000502	Prbl.g_00886	Prbf.g_01663
OG0000503	Prbl.g_01201	Prbf.g_01678
OG0000504	Prbl.g_01203	Prbf.g_01680
OG0000505	Prbl.g_01204	Prbf.g_01681
OG0000506	Prbl.g_01206	Prbf.g_01682
OG0000507	Prbl.g_01210	Prbf.g_01685
OG0000508	Prbl.g_01217	Prbf.g_01689
OG0000509	Prbl.g_01219	Prbf.g_01691
OG0000510	Prbl.g_01220	Prbf.g_01692
OG0000511	Prbl.g_01221	Prbf.g_01693
OG0000512	Prbl.g_01223	Prbf.g_01695
OG0000513	Prbl.g_02678	Prbf.g_01704
OG0000514	Prbl.g_00676	Prbf.g_01715
OG0000515	Prbl.g_00675	Prbf.g_01716
OG0000516	Prbl.g_00663	Prbf.g_01717
OG0000517	Prbl.g_00653	Prbf.g_01719
OG0000518	Prbl.g_00641	Prbf.g_01730
OG0000519	Prbl.g_00640	Prbf.g_01731
OG0000520	Prbl.g_00639	Prbf.g_01732
OG0000521	Prbl.g_00625	Prbf.g_01740
OG0000522	Prbl.g_00623	Prbf.g_01742
OG0000523	Prbl.g_00622	Prbf.g_01743
OG0000524	Prbl.g_01364	Prbf.g_01748
OG0000525	Prbl.g_01348	Prbf.g_01752
OG0000526	Prbl.g_01346	Prbf.g_01753
OG0000527	Prbl.g_01342	Prbf.g_01756
OG0000528	Prbl.g_00506	Prbf.g_01761
OG0000529	Prbl.g_00512	Prbf.g_01764
OG0000530	Prbl.g_00515	Prbf.g_01767
OG0000531	Prbl.g_00516	Prbf.g_01768
OG0000532	Prbl.g_00519	Prbf.g_01770
OG0000533	Prbl.g_00521	Prbf.g_01771
OG0000534	Prbl.g_00522	Prbf.g_01772
OG0000535	Prbl.g_00523	Prbf.g_01773
OG0000536	Prbl.g_00524	Prbf.g_01774
OG0000537	Prbl.g_00525	Prbf.g_01775
OG0000538	Prbl.g_00536	Prbf.g_01784
OG0000539	Prbl.g_00806	Prbf.g_01785
OG0000540	Prbl.g_00805	Prbf.g_01786
OG0000541	Prbl.g_00804	Prbf.g_01787
OG0000542	Prbl.g_00801	Prbf.g_01788
OG0000543	Prbl.g_00799	Prbf.g_01790
OG0000544	Prbl.g_00798	Prbf.g_01791
OG0000545	Prbl.g_00797	Prbf.g_01793
OG0000546	Prbl.g_00794	Prbf.g_01796
