Orthogroup	Prbl	Syai
OG0000113	Prbl.g_02310	Syai.g_01367
OG0000114	Prbl.g_02407	Syai.g_01261
OG0000115	Prbl.g_00687	Syai.g_00932
OG0000116	Prbl.g_02069	Syai.g_02156
OG0000117	Prbl.g_01384	Syai.g_01756
OG0000118	Prbl.g_01736	Syai.g_00818
OG0000119	Prbl.g_00007, Prbl.g_00046	Syai.g_02127
OG0000120	Prbl.g_00892	Syai.g_00198
OG0000121	Prbl.g_00234, Prbl.g_00240	Syai.g_00951
OG0000122	Prbl.g_01808	Syai.g_01143
OG0000123	Prbl.g_01135	Syai.g_00411
OG0000124	Prbl.g_02054	Syai.g_00089
OG0000125	Prbl.g_02231	Syai.g_02782
OG0000126	Prbl.g_02127	Syai.g_02927
OG0000127	Prbl.g_00745, Prbl.g_01821	Syai.g_01872, Syai.g_01906, Syai.g_01855
OG0000128	Prbl.g_02109	Syai.g_00012
OG0000129	Prbl.g_02243	Syai.g_02771
OG0000130	Prbl.g_00608	Syai.g_02474
OG0000131	Prbl.g_00303	Syai.g_02608
OG0000132	Prbl.g_00283	Syai.g_02628
OG0000133	Prbl.g_00897	Syai.g_01507
OG0000134	Prbl.g_02677	Syai.g_00520
OG0000135	Prbl.g_02190	Syai.g_02826
OG0000136	Prbl.g_00647	Syai.g_02217
OG0000137	Prbl.g_01340	Syai.g_00865
OG0000138	Prbl.g_00528	Syai.g_00654
OG0000139	Prbl.g_00760	Syai.g_00714
OG0000140	Prbl.g_00754	Syai.g_00716
OG0000141	Prbl.g_01751	Syai.g_01041
OG0000142	Prbl.g_01639	Syai.g_01104
OG0000143	Prbl.g_01643	Syai.g_01108
OG0000144	Prbl.g_01042	Syai.g_01608
OG0000145	Prbl.g_00534	Syai.g_00660
OG0000146	Prbl.g_02469	Syai.g_01513
OG0000147	Prbl.g_02468	Syai.g_01514
OG0000148	Prbl.g_02316	Syai.g_01361
OG0000149	Prbl.g_01552	Syai.g_02059
OG0000150	Prbl.g_01576	Syai.g_00717
OG0000151	Prbl.g_02386	Syai.g_01280
OG0000152	Prbl.g_02478	Syai.g_01503
OG0000153	Prbl.g_02505	Syai.g_01461
OG0000154	Prbl.g_02532	Syai.g_01434
OG0000155	Prbl.g_00185	Syai.g_02109
OG0000156	Prbl.g_00115	Syai.g_02162
OG0000157	Prbl.g_00114	Syai.g_02163
OG0000158	Prbl.g_00843	Syai.g_00135
OG0000160	Prbl.g_00241	Syai.g_00952
OG0000161	Prbl.g_00227	Syai.g_00946
OG0000162	Prbl.g_00221	Syai.g_00939
OG0000163	Prbl.g_00452	Syai.g_02300
OG0000164	Prbl.g_00365	Syai.g_02411
OG0000165	Prbl.g_00356	Syai.g_02244
OG0000166	Prbl.g_00962	Syai.g_00364
OG0000167	Prbl.g_00857	Syai.g_00164
OG0000168	Prbl.g_00842	Syai.g_00134
OG0000169	Prbl.g_01302	Syai.g_00123
OG0000170	Prbl.g_01290	Syai.g_00116
OG0000171	Prbl.g_02055	Syai.g_00090
OG0000172	Prbl.g_02021	Syai.g_00083
OG0000173	Prbl.g_02000	Syai.g_00064
OG0000174	Prbl.g_02188	Syai.g_02828
OG0000175	Prbl.g_02150	Syai.g_02901
OG0000176	Prbl.g_02117	Syai.g_00004
OG0000177	Prbl.g_02116	Syai.g_00005
OG0000178	Prbl.g_02115	Syai.g_00006
OG0000179	Prbl.g_01961	Syai.g_00023
OG0000180	Prbl.g_01962	Syai.g_00024
OG0000181	Prbl.g_01963	Syai.g_00025
OG0000182	Prbl.g_01964	Syai.g_00026
OG0000183	Prbl.g_01968	Syai.g_00030
OG0000184	Prbl.g_02251	Syai.g_02756
OG0000185	Prbl.g_02273	Syai.g_02734
OG0000186	Prbl.g_00614	Syai.g_02469
OG0000187	Prbl.g_00613	Syai.g_02471
OG0000188	Prbl.g_00591	Syai.g_02494
OG0000189	Prbl.g_00565	Syai.g_02530
OG0000190	Prbl.g_00563	Syai.g_02532
OG0000191	Prbl.g_01325	Syai.g_02562
OG0000192	Prbl.g_01316	Syai.g_02569
OG0000193	Prbl.g_00302	Syai.g_02609
OG0000194	Prbl.g_00299	Syai.g_02612
OG0000195	Prbl.g_00297	Syai.g_02614
OG0000196	Prbl.g_00286	Syai.g_02625
OG0000197	Prbl.g_00285	Syai.g_02626
OG0000198	Prbl.g_00284	Syai.g_02627
OG0000199	Prbl.g_00277	Syai.g_02635
OG0000200	Prbl.g_00069	Syai.g_02651
OG0000202	Prbl.g_00089	Syai.g_02668
OG0000203	Prbl.g_00090	Syai.g_02669
OG0000204	Prbl.g_00091	Syai.g_02670
OG0000205	Prbl.g_00098	Syai.g_02677
OG0000206	Prbl.g_01282	Syai.g_02684
OG0000207	Prbl.g_00130	Syai.g_02686
OG0000208	Prbl.g_00129	Syai.g_02687
OG0000209	Prbl.g_01256	Syai.g_02699
OG0000210	Prbl.g_01257	Syai.g_02700
OG0000211	Prbl.g_01922	Syai.g_00533
OG0000212	Prbl.g_00192	Syai.g_00544
OG0000213	Prbl.g_01496	Syai.g_00292
OG0000214	Prbl.g_01469	Syai.g_00276
OG0000215	Prbl.g_01439	Syai.g_00245
OG0000216	Prbl.g_01436	Syai.g_00241
OG0000217	Prbl.g_01432	Syai.g_00237
OG0000218	Prbl.g_01428	Syai.g_00235
OG0000219	Prbl.g_01427	Syai.g_00234
OG0000220	Prbl.g_01426	Syai.g_00233
OG0000221	Prbl.g_01421	Syai.g_00227
OG0000222	Prbl.g_00911	Syai.g_00215
OG0000223	Prbl.g_00888	Syai.g_00194
OG0000224	Prbl.g_00877	Syai.g_00186
OG0000225	Prbl.g_01218	Syai.g_00502
OG0000226	Prbl.g_01222	Syai.g_00506
OG0000227	Prbl.g_01224	Syai.g_00508
OG0000228	Prbl.g_02673	Syai.g_00516
OG0000229	Prbl.g_00652	Syai.g_02228
OG0000230	Prbl.g_00650	Syai.g_02226
OG0000231	Prbl.g_00635	Syai.g_02208
OG0000232	Prbl.g_00619	Syai.g_00846
OG0000233	Prbl.g_01360	Syai.g_00855
OG0000234	Prbl.g_01339	Syai.g_00866
OG0000235	Prbl.g_00510	Syai.g_00637
OG0000236	Prbl.g_00526	Syai.g_00652
OG0000237	Prbl.g_00800	Syai.g_00669
OG0000238	Prbl.g_00795	Syai.g_00674
OG0000239	Prbl.g_00779	Syai.g_00691
OG0000240	Prbl.g_00778	Syai.g_00692
OG0000241	Prbl.g_01526	Syai.g_01085
OG0000242	Prbl.g_00768	Syai.g_00705
OG0000243	Prbl.g_02647	Syai.g_00726
OG0000244	Prbl.g_01879	Syai.g_00731
OG0000245	Prbl.g_01882	Syai.g_00733
OG0000246	Prbl.g_01886	Syai.g_00737
OG0000247	Prbl.g_01897	Syai.g_00748
OG0000248	Prbl.g_01900	Syai.g_00751
OG0000249	Prbl.g_01902	Syai.g_00753
OG0000250	Prbl.g_01799	Syai.g_00762
OG0000251	Prbl.g_01775	Syai.g_00789
OG0000252	Prbl.g_01772	Syai.g_00797
OG0000253	Prbl.g_01766	Syai.g_00798
OG0000254	Prbl.g_01747	Syai.g_01045
OG0000255	Prbl.g_01612	Syai.g_01061
OG0000256	Prbl.g_01626	Syai.g_01077
OG0000257	Prbl.g_01632	Syai.g_01084
OG0000258	Prbl.g_01655	Syai.g_01113
OG0000259	Prbl.g_01406	Syai.g_01229
OG0000260	Prbl.g_01403	Syai.g_01232
OG0000261	Prbl.g_01400	Syai.g_01235
OG0000262	Prbl.g_01395	Syai.g_01240
OG0000263	Prbl.g_01242	Syai.g_01776
OG0000264	Prbl.g_01859	Syai.g_01962
OG0000266	Prbl.g_02556	Syai.g_01401
OG0000267	Prbl.g_02431	Syai.g_01569
OG0000268	Prbl.g_02432	Syai.g_01568
OG0000269	Prbl.g_02340	Syai.g_01316
OG0000270	Prbl.g_02337	Syai.g_01319
OG0000271	Prbl.g_02329	Syai.g_01327
OG0000272	Prbl.g_02328	Syai.g_01328
OG0000273	Prbl.g_01534	Syai.g_02037
OG0000274	Prbl.g_01535	Syai.g_02038
OG0000275	Prbl.g_01538	Syai.g_02043
OG0000276	Prbl.g_01544	Syai.g_02051
OG0000277	Prbl.g_01545	Syai.g_02052
OG0000278	Prbl.g_01548	Syai.g_02055
OG0000279	Prbl.g_01556	Syai.g_02063
OG0000280	Prbl.g_01562	Syai.g_02084
OG0000281	Prbl.g_01577	Syai.g_01719
OG0000282	Prbl.g_02405	Syai.g_01263
OG0000283	Prbl.g_02443	Syai.g_01554
OG0000284	Prbl.g_02449	Syai.g_01548
OG0000285	Prbl.g_01688	Syai.g_01522
OG0000286	Prbl.g_02477	Syai.g_01504
OG0000287	Prbl.g_02608	Syai.g_01469
OG0000288	Prbl.g_02531	Syai.g_01435
OG0000289	Prbl.g_02544	Syai.g_01421
OG0000290	Prbl.g_00930	Syai.g_02010
OG0000291	Prbl.g_00928	Syai.g_02008
OG0000292	Prbl.g_02128	Syai.g_02926
OG0000293	Prbl.g_02071	Syai.g_02155
OG0000294	Prbl.g_02072	Syai.g_02154
OG0000295	Prbl.g_00178	Syai.g_02117
OG0000296	Prbl.g_00180	Syai.g_02115
OG0000297	Prbl.g_01382	Syai.g_01754
OG0000298	Prbl.g_01383	Syai.g_01755
OG0000299	Prbl.g_01372	Syai.g_01783
OG0000300	Prbl.g_02582	Syai.g_01790
OG0000301	Prbl.g_02583	Syai.g_01791
OG0000302	Prbl.g_02586	Syai.g_01793
OG0000303	Prbl.g_00187	Syai.g_01802
OG0000304	Prbl.g_01102	Syai.g_01826
OG0000305	Prbl.g_00926	Syai.g_02005
OG0000306	Prbl.g_01586	Syai.g_02090
OG0000307	Prbl.g_00494	Syai.g_00619
OG0000308	Prbl.g_00492	Syai.g_00617
OG0000309	Prbl.g_00488	Syai.g_00612
OG0000310	Prbl.g_00160	Syai.g_00989
OG0000311	Prbl.g_00258	Syai.g_00985
OG0000312	Prbl.g_00254	Syai.g_00966
OG0000313	Prbl.g_00230	Syai.g_00949
OG0000314	Prbl.g_00699	Syai.g_00908
OG0000315	Prbl.g_00709	Syai.g_00897
OG0000316	Prbl.g_00441	Syai.g_02320, Syai.g_02322
OG0000317	Prbl.g_00399	Syai.g_02373
OG0000318	Prbl.g_00393	Syai.g_02379
OG0000319	Prbl.g_00376	Syai.g_02395
OG0000320	Prbl.g_00374	Syai.g_02397
OG0000321	Prbl.g_00373	Syai.g_02398
OG0000322	Prbl.g_00372	Syai.g_02399
OG0000323	Prbl.g_00361	Syai.g_02413
OG0000324	Prbl.g_00332	Syai.g_02272
OG0000325	Prbl.g_02683	Syai.g_00320
OG0000326	Prbl.g_01059	Syai.g_00327
OG0000327	Prbl.g_00957	Syai.g_00359
OG0000328	Prbl.g_00958	Syai.g_00360
OG0000329	Prbl.g_00975	Syai.g_00378
OG0000330	Prbl.g_00976	Syai.g_00379
OG0000331	Prbl.g_00977	Syai.g_00380
OG0000332	Prbl.g_00992	Syai.g_00395
OG0000333	Prbl.g_00994	Syai.g_00398
OG0000334	Prbl.g_01131	Syai.g_00407
OG0000335	Prbl.g_01136	Syai.g_00412
OG0000336	Prbl.g_01140	Syai.g_00416
OG0000337	Prbl.g_00863	Syai.g_00169
OG0000338	Prbl.g_00859	Syai.g_00166
OG0000339	Prbl.g_00853	Syai.g_00160
OG0000340	Prbl.g_00841	Syai.g_00133
OG0000341	Prbl.g_00839	Syai.g_00131
OG0000342	Prbl.g_00838	Syai.g_00130
OG0000343	Prbl.g_01307	Syai.g_00129
OG0000344	Prbl.g_01304	Syai.g_00125
OG0000345	Prbl.g_01289	Syai.g_00115
OG0000346	Prbl.g_01284	Syai.g_00110
OG0000347	Prbl.g_02053	Syai.g_00087
OG0000348	Prbl.g_02016	Syai.g_00076
OG0000349	Prbl.g_01992	Syai.g_00057
OG0000350	Prbl.g_02195	Syai.g_00334
OG0000351	Prbl.g_02147	Syai.g_02904
OG0000352	Prbl.g_02146	Syai.g_02905
OG0000353	Prbl.g_02122	Syai.g_02932
OG0000354	Prbl.g_00789	Syai.g_00680
OG0000354	Prbl.g_01959	Syai.g_00019
OG0000355	Prbl.g_02120	Syai.g_00001
OG0000356	Prbl.g_02119	Syai.g_00002
OG0000357	Prbl.g_02118	Syai.g_00003
OG0000358	Prbl.g_02114	Syai.g_00007
OG0000359	Prbl.g_02112	Syai.g_00009
OG0000360	Prbl.g_02111	Syai.g_00010
OG0000361	Prbl.g_02110	Syai.g_00011
OG0000362	Prbl.g_02108	Syai.g_00013
OG0000363	Prbl.g_01955	Syai.g_00015
OG0000364	Prbl.g_01956	Syai.g_00016
OG0000365	Prbl.g_01965	Syai.g_00027
OG0000366	Prbl.g_01966	Syai.g_00028
OG0000367	Prbl.g_01967	Syai.g_00029
OG0000368	Prbl.g_01969	Syai.g_00031
OG0000369	Prbl.g_01970	Syai.g_00032
OG0000370	Prbl.g_01971	Syai.g_00033
OG0000371	Prbl.g_01980	Syai.g_00041
OG0000372	Prbl.g_01985	Syai.g_00047
OG0000373	Prbl.g_01986	Syai.g_00048
OG0000374	Prbl.g_01987	Syai.g_00049
OG0000375	Prbl.g_01988	Syai.g_00053
OG0000376	Prbl.g_01990	Syai.g_00055
OG0000377	Prbl.g_02244	Syai.g_02769
OG0000378	Prbl.g_02258	Syai.g_02751
OG0000379	Prbl.g_02274	Syai.g_02733
OG0000380	Prbl.g_00612	Syai.g_02472
OG0000381	Prbl.g_00607	Syai.g_02475
OG0000382	Prbl.g_00592	Syai.g_02493
OG0000383	Prbl.g_00590	Syai.g_02498
OG0000384	Prbl.g_00589	Syai.g_02499
OG0000385	Prbl.g_00588	Syai.g_02500
OG0000386	Prbl.g_00587	Syai.g_02501
OG0000387	Prbl.g_00561	Syai.g_02534
OG0000388	Prbl.g_00557	Syai.g_02538
OG0000389	Prbl.g_00553	Syai.g_02542
OG0000390	Prbl.g_01331	Syai.g_02556
OG0000391	Prbl.g_01326	Syai.g_02561
OG0000392	Prbl.g_01320	Syai.g_02568
OG0000393	Prbl.g_01315	Syai.g_02570
OG0000394	Prbl.g_01314	Syai.g_02571
OG0000395	Prbl.g_01313	Syai.g_02572
OG0000396	Prbl.g_00827	Syai.g_02575
OG0000397	Prbl.g_00825	Syai.g_02577
OG0000398	Prbl.g_00820	Syai.g_02582
OG0000399	Prbl.g_00819	Syai.g_02583
OG0000400	Prbl.g_00818	Syai.g_02584
OG0000401	Prbl.g_00817	Syai.g_02585
OG0000402	Prbl.g_00815	Syai.g_02588
OG0000403	Prbl.g_00814	Syai.g_02589
OG0000404	Prbl.g_00812	Syai.g_02590
OG0000405	Prbl.g_00305	Syai.g_02606
OG0000406	Prbl.g_00301	Syai.g_02610
OG0000407	Prbl.g_00300	Syai.g_02611
OG0000408	Prbl.g_00298	Syai.g_02613
OG0000409	Prbl.g_00296	Syai.g_02615
OG0000410	Prbl.g_00295	Syai.g_02616
OG0000411	Prbl.g_00294	Syai.g_02617
OG0000412	Prbl.g_00293	Syai.g_02618
OG0000413	Prbl.g_00291	Syai.g_02620
OG0000414	Prbl.g_00290	Syai.g_02621
OG0000415	Prbl.g_00289	Syai.g_02622
OG0000416	Prbl.g_00288	Syai.g_02623
OG0000417	Prbl.g_00287	Syai.g_02624
OG0000418	Prbl.g_00282	Syai.g_02629
OG0000419	Prbl.g_00280	Syai.g_02631
OG0000420	Prbl.g_00279	Syai.g_02633
OG0000421	Prbl.g_00275	Syai.g_02638
OG0000422	Prbl.g_00274	Syai.g_02639
OG0000423	Prbl.g_00273	Syai.g_02640
OG0000424	Prbl.g_00272	Syai.g_02641
OG0000425	Prbl.g_00271	Syai.g_02642
OG0000426	Prbl.g_00270	Syai.g_02643
OG0000427	Prbl.g_00269	Syai.g_02644
OG0000428	Prbl.g_02377	Syai.g_02647
OG0000429	Prbl.g_00066	Syai.g_02649
OG0000430	Prbl.g_00068	Syai.g_02650
OG0000431	Prbl.g_00072	Syai.g_02654
OG0000432	Prbl.g_00079	Syai.g_02660
OG0000433	Prbl.g_00082	Syai.g_02662
OG0000434	Prbl.g_00083	Syai.g_02663
OG0000435	Prbl.g_00086	Syai.g_02666
OG0000436	Prbl.g_00092	Syai.g_02671
OG0000437	Prbl.g_00093	Syai.g_02672
OG0000438	Prbl.g_00094	Syai.g_02673
OG0000439	Prbl.g_00096	Syai.g_02675
OG0000440	Prbl.g_00097	Syai.g_02676
OG0000441	Prbl.g_00104	Syai.g_02681
OG0000442	Prbl.g_00105	Syai.g_02682
OG0000443	Prbl.g_01283	Syai.g_02683
OG0000444	Prbl.g_00127	Syai.g_02688
OG0000445	Prbl.g_00126	Syai.g_02689
OG0000446	Prbl.g_00124	Syai.g_02690
OG0000447	Prbl.g_01244	Syai.g_02693
OG0000448	Prbl.g_01245	Syai.g_02694
OG0000449	Prbl.g_01246	Syai.g_02695
OG0000450	Prbl.g_01252	Syai.g_02696
OG0000451	Prbl.g_01253	Syai.g_02697
OG0000452	Prbl.g_01258	Syai.g_02701
OG0000453	Prbl.g_01259	Syai.g_02702
OG0000454	Prbl.g_01260	Syai.g_02703
OG0000455	Prbl.g_01261	Syai.g_02704
OG0000456	Prbl.g_01262	Syai.g_02705
OG0000457	Prbl.g_01264	Syai.g_02707
OG0000458	Prbl.g_01265	Syai.g_02708
OG0000459	Prbl.g_01266	Syai.g_02709
OG0000460	Prbl.g_01923	Syai.g_00535
OG0000461	Prbl.g_02679	Syai.g_00314
OG0000462	Prbl.g_02666	Syai.g_00311
OG0000463	Prbl.g_01516	Syai.g_00310
OG0000464	Prbl.g_01515	Syai.g_00309
OG0000465	Prbl.g_01513	Syai.g_00307
OG0000466	Prbl.g_01508	Syai.g_00303
OG0000467	Prbl.g_01506	Syai.g_00301
OG0000468	Prbl.g_01499	Syai.g_00296
OG0000469	Prbl.g_01486	Syai.g_00282
OG0000470	Prbl.g_01473	Syai.g_00280
OG0000471	Prbl.g_01472	Syai.g_00279
OG0000472	Prbl.g_01470	Syai.g_00277
OG0000473	Prbl.g_01468	Syai.g_00275
OG0000474	Prbl.g_01467	Syai.g_00274
OG0000475	Prbl.g_01466	Syai.g_00273
OG0000476	Prbl.g_01464	Syai.g_00271
OG0000477	Prbl.g_01459	Syai.g_00265
OG0000478	Prbl.g_01458	Syai.g_00264
OG0000479	Prbl.g_01457	Syai.g_00263
OG0000480	Prbl.g_01450	Syai.g_00256
OG0000481	Prbl.g_01448	Syai.g_00254
OG0000482	Prbl.g_01447	Syai.g_00253
OG0000483	Prbl.g_01443	Syai.g_00249
OG0000484	Prbl.g_01442	Syai.g_00248
OG0000485	Prbl.g_01441	Syai.g_00247
OG0000486	Prbl.g_01440	Syai.g_00246
OG0000487	Prbl.g_01435	Syai.g_00240
OG0000488	Prbl.g_01431	Syai.g_00236
OG0000489	Prbl.g_01420	Syai.g_00226
OG0000490	Prbl.g_01414	Syai.g_00218
OG0000491	Prbl.g_01413	Syai.g_00217
OG0000492	Prbl.g_00909	Syai.g_00214
OG0000493	Prbl.g_00908	Syai.g_00213
OG0000494	Prbl.g_00907	Syai.g_00212
OG0000495	Prbl.g_00906	Syai.g_00211
OG0000496	Prbl.g_00905	Syai.g_00210
OG0000497	Prbl.g_00904	Syai.g_00209
OG0000498	Prbl.g_00903	Syai.g_00208
OG0000499	Prbl.g_00902	Syai.g_00207
OG0000500	Prbl.g_00901	Syai.g_00206
OG0000501	Prbl.g_00898	Syai.g_00203
OG0000502	Prbl.g_00886	Syai.g_00192
OG0000503	Prbl.g_01201	Syai.g_00486
OG0000504	Prbl.g_01203	Syai.g_00488
OG0000505	Prbl.g_01204	Syai.g_00489
OG0000506	Prbl.g_01206	Syai.g_00491
OG0000507	Prbl.g_01210	Syai.g_00497
OG0000508	Prbl.g_01217	Syai.g_00501
OG0000509	Prbl.g_01219	Syai.g_00503
OG0000510	Prbl.g_01220	Syai.g_00504
OG0000511	Prbl.g_01221	Syai.g_00505
OG0000512	Prbl.g_01223	Syai.g_00507
OG0000513	Prbl.g_02678	Syai.g_00521
OG0000514	Prbl.g_00676	Syai.g_00528
OG0000515	Prbl.g_00675	Syai.g_00529
OG0000516	Prbl.g_00663	Syai.g_02223
OG0000517	Prbl.g_00653	Syai.g_02229
OG0000518	Prbl.g_00641	Syai.g_02211
OG0000519	Prbl.g_00640	Syai.g_02210
OG0000520	Prbl.g_00639	Syai.g_02209
OG0000521	Prbl.g_00625	Syai.g_00842
OG0000522	Prbl.g_00623	Syai.g_00844
OG0000523	Prbl.g_00622	Syai.g_00845
OG0000524	Prbl.g_01364	Syai.g_00852
OG0000525	Prbl.g_01348	Syai.g_00856
OG0000526	Prbl.g_01346	Syai.g_00859
OG0000527	Prbl.g_01342	Syai.g_00863
OG0000528	Prbl.g_00506	Syai.g_00633
OG0000529	Prbl.g_00512	Syai.g_00639
OG0000530	Prbl.g_00515	Syai.g_00642
OG0000531	Prbl.g_00516	Syai.g_00643
OG0000532	Prbl.g_00519	Syai.g_00646
OG0000533	Prbl.g_00521	Syai.g_00647
OG0000534	Prbl.g_00522	Syai.g_00648
OG0000535	Prbl.g_00523	Syai.g_00649
OG0000536	Prbl.g_00524	Syai.g_00650
OG0000537	Prbl.g_00525	Syai.g_00651
OG0000538	Prbl.g_00536	Syai.g_00662
OG0000539	Prbl.g_00806	Syai.g_00663
OG0000540	Prbl.g_00805	Syai.g_00664
OG0000541	Prbl.g_00804	Syai.g_00665
OG0000542	Prbl.g_00801	Syai.g_00668
OG0000543	Prbl.g_00799	Syai.g_00670
OG0000544	Prbl.g_00798	Syai.g_00671
OG0000545	Prbl.g_00797	Syai.g_00673
OG0000546	Prbl.g_00794	Syai.g_00675
OG0000547	Prbl.g_00792	Syai.g_00677
OG0000548	Prbl.g_00791	Syai.g_00678
OG0000549	Prbl.g_00785	Syai.g_00684
OG0000550	Prbl.g_00780	Syai.g_00689
OG0000551	Prbl.g_00776	Syai.g_00694
OG0000552	Prbl.g_00775	Syai.g_00695
OG0000553	Prbl.g_00770	Syai.g_00698
OG0000554	Prbl.g_00765	Syai.g_00708
OG0000555	Prbl.g_00747	Syai.g_00725
OG0000556	Prbl.g_02645	Syai.g_00728
OG0000557	Prbl.g_01878	Syai.g_00730
OG0000558	Prbl.g_01881	Syai.g_00732
OG0000559	Prbl.g_01885	Syai.g_00736
OG0000560	Prbl.g_01888	Syai.g_00739
OG0000561	Prbl.g_01889	Syai.g_00740
OG0000562	Prbl.g_01890	Syai.g_00741
OG0000563	Prbl.g_01891	Syai.g_00742
