Orthogroup	Prbl	Praq
OG0000360	Prbl.g_02111	Praq.g_00435
OG0000361	Prbl.g_02110	Praq.g_00436
OG0000362	Prbl.g_02108	Praq.g_00438
OG0000363	Prbl.g_01955	Praq.g_01217
OG0000364	Prbl.g_01956	Praq.g_01218
OG0000365	Prbl.g_01965	Praq.g_01223
OG0000366	Prbl.g_01966	Praq.g_01224
OG0000367	Prbl.g_01967	Praq.g_01225
OG0000368	Prbl.g_01969	Praq.g_01227
OG0000369	Prbl.g_01970	Praq.g_01228
OG0000370	Prbl.g_01971	Praq.g_01229
OG0000371	Prbl.g_01980	Praq.g_01235
OG0000372	Prbl.g_01985	Praq.g_01239
OG0000373	Prbl.g_01986	Praq.g_01240
OG0000374	Prbl.g_01987	Praq.g_01241
OG0000375	Prbl.g_01988	Praq.g_01255
OG0000376	Prbl.g_01990	Praq.g_01257
OG0000377	Prbl.g_02244	Praq.g_01261
OG0000378	Prbl.g_02258	Praq.g_01263
OG0000379	Prbl.g_02274	Praq.g_01266
OG0000380	Prbl.g_00612	Praq.g_01937
OG0000381	Prbl.g_00607	Praq.g_01933
OG0000382	Prbl.g_00592	Praq.g_01922
OG0000383	Prbl.g_00590	Praq.g_01920
OG0000384	Prbl.g_00589	Praq.g_01919
OG0000385	Prbl.g_00588	Praq.g_01918
OG0000386	Prbl.g_00587	Praq.g_01917
OG0000387	Prbl.g_00561	Praq.g_01904
OG0000388	Prbl.g_00557	Praq.g_01901
OG0000389	Prbl.g_00553	Praq.g_01897
OG0000390	Prbl.g_01331	Praq.g_01890
OG0000391	Prbl.g_01326	Praq.g_01887
OG0000392	Prbl.g_01320	Praq.g_01883
OG0000393	Prbl.g_01315	Praq.g_01881
OG0000394	Prbl.g_01314	Praq.g_01880
OG0000395	Prbl.g_01313	Praq.g_01879
OG0000396	Prbl.g_00827	Praq.g_01876
OG0000397	Prbl.g_00825	Praq.g_01874
OG0000398	Prbl.g_00820	Praq.g_01872
OG0000399	Prbl.g_00819	Praq.g_01871
OG0000400	Prbl.g_00818	Praq.g_01870
OG0000401	Prbl.g_00817	Praq.g_01869
OG0000402	Prbl.g_00815	Praq.g_01867
OG0000403	Prbl.g_00814	Praq.g_01866
OG0000404	Prbl.g_00812	Praq.g_01865
OG0000405	Prbl.g_00305	Praq.g_01861
OG0000406	Prbl.g_00301	Praq.g_01855
OG0000407	Prbl.g_00300	Praq.g_01854
OG0000408	Prbl.g_00298	Praq.g_01852
OG0000409	Prbl.g_00296	Praq.g_01850
OG0000410	Prbl.g_00295	Praq.g_01849
OG0000411	Prbl.g_00294	Praq.g_01848
OG0000412	Prbl.g_00293	Praq.g_01847
OG0000413	Prbl.g_00291	Praq.g_01846
OG0000414	Prbl.g_00290	Praq.g_00554, Praq.g_01845
OG0000415	Prbl.g_00289	Praq.g_01844
OG0000416	Prbl.g_00288	Praq.g_01843
OG0000417	Prbl.g_00287	Praq.g_01842
OG0000418	Prbl.g_00282	Praq.g_01837
OG0000419	Prbl.g_00280	Praq.g_01835
OG0000420	Prbl.g_00279	Praq.g_01834
OG0000421	Prbl.g_00275	Praq.g_01829
OG0000422	Prbl.g_00274	Praq.g_01828
OG0000423	Prbl.g_00273	Praq.g_01827
OG0000424	Prbl.g_00272	Praq.g_01826
OG0000425	Prbl.g_00271	Praq.g_01825
OG0000426	Prbl.g_00270	Praq.g_01824
OG0000427	Prbl.g_00269	Praq.g_01823
OG0000428	Prbl.g_02377	Praq.g_01821
OG0000429	Prbl.g_00066	Praq.g_01820
OG0000430	Prbl.g_00068	Praq.g_01819
OG0000431	Prbl.g_00072	Praq.g_01817
OG0000432	Prbl.g_00079	Praq.g_01814
OG0000433	Prbl.g_00082	Praq.g_01813
OG0000434	Prbl.g_00083	Praq.g_01812
OG0000435	Prbl.g_00086	Praq.g_01811
OG0000436	Prbl.g_00092	Praq.g_01806
OG0000437	Prbl.g_00093	Praq.g_01805
OG0000438	Prbl.g_00094	Praq.g_01804
OG0000439	Prbl.g_00096	Praq.g_01802
OG0000440	Prbl.g_00097	Praq.g_01801
OG0000441	Prbl.g_00104	Praq.g_01798
OG0000442	Prbl.g_00105	Praq.g_01797
OG0000443	Prbl.g_01283	Praq.g_01796
OG0000444	Prbl.g_00127	Praq.g_01791
OG0000445	Prbl.g_00126	Praq.g_01790
OG0000446	Prbl.g_00124	Praq.g_01789
OG0000447	Prbl.g_01244	Praq.g_01788
OG0000448	Prbl.g_01245	Praq.g_01787
OG0000449	Prbl.g_01246	Praq.g_01786
OG0000450	Prbl.g_01252	Praq.g_01785
OG0000451	Prbl.g_01253	Praq.g_01784
OG0000452	Prbl.g_01258	Praq.g_01781
OG0000453	Prbl.g_01259	Praq.g_01780
OG0000454	Prbl.g_01260	Praq.g_01779
OG0000455	Prbl.g_01261	Praq.g_01778
OG0000456	Prbl.g_01262	Praq.g_01777
OG0000457	Prbl.g_01264	Praq.g_01776
OG0000458	Prbl.g_01265	Praq.g_01775
OG0000459	Prbl.g_01266	Praq.g_01774
OG0000460	Prbl.g_01923	Praq.g_01767
OG0000461	Prbl.g_02679	Praq.g_01760
OG0000462	Prbl.g_02666	Praq.g_01758
OG0000463	Prbl.g_01516	Praq.g_01757
OG0000464	Prbl.g_01515	Praq.g_01756
OG0000465	Prbl.g_01513	Praq.g_01755
OG0000466	Prbl.g_01508	Praq.g_01752
OG0000467	Prbl.g_01506	Praq.g_01751
OG0000468	Prbl.g_01499	Praq.g_01750
OG0000469	Prbl.g_01486	Praq.g_01741
OG0000470	Prbl.g_01473	Praq.g_01739
OG0000471	Prbl.g_01472	Praq.g_01738
OG0000472	Prbl.g_01470	Praq.g_01737
OG0000473	Prbl.g_01468	Praq.g_01735
OG0000474	Prbl.g_01467	Praq.g_01734
OG0000475	Prbl.g_01466	Praq.g_01733
OG0000476	Prbl.g_01464	Praq.g_01732
OG0000477	Prbl.g_01459	Praq.g_01728
OG0000478	Prbl.g_01458	Praq.g_01727
OG0000479	Prbl.g_01457	Praq.g_01726
OG0000480	Prbl.g_01450	Praq.g_01721
OG0000481	Prbl.g_01448	Praq.g_01718
OG0000482	Prbl.g_01447	Praq.g_01717
OG0000483	Prbl.g_01443	Praq.g_01714
OG0000484	Prbl.g_01442	Praq.g_01713
OG0000485	Prbl.g_01441	Praq.g_01712
OG0000486	Prbl.g_01440	Praq.g_01711
OG0000487	Prbl.g_01435	Praq.g_01707
OG0000488	Prbl.g_01431	Praq.g_01704
OG0000489	Prbl.g_01420	Praq.g_01699
OG0000490	Prbl.g_01414	Praq.g_01694
OG0000491	Prbl.g_01413	Praq.g_01693
OG0000492	Prbl.g_00909	Praq.g_01691
OG0000493	Prbl.g_00908	Praq.g_01690
OG0000494	Prbl.g_00907	Praq.g_01689
OG0000495	Prbl.g_00906	Praq.g_01688
OG0000496	Prbl.g_00905	Praq.g_01687
OG0000497	Prbl.g_00904	Praq.g_01686
OG0000498	Prbl.g_00903	Praq.g_01685
OG0000499	Prbl.g_00902	Praq.g_01684
OG0000500	Prbl.g_00901	Praq.g_01683
OG0000501	Prbl.g_00898	Praq.g_01681
OG0000502	Prbl.g_00886	Praq.g_01678
OG0000503	Prbl.g_01201	Praq.g_01211
OG0000504	Prbl.g_01203	Praq.g_01210
OG0000505	Prbl.g_01204	Praq.g_01209
OG0000506	Prbl.g_01206	Praq.g_01207
OG0000507	Prbl.g_01210	Praq.g_01204
OG0000508	Prbl.g_01217	Praq.g_01200
OG0000509	Prbl.g_01219	Praq.g_01198
OG0000510	Prbl.g_01220	Praq.g_01197
OG0000511	Prbl.g_01221	Praq.g_01196
OG0000512	Prbl.g_01223	Praq.g_01194
OG0000513	Prbl.g_02678	Praq.g_01186
OG0000514	Prbl.g_00676	Praq.g_01126
OG0000515	Prbl.g_00675	Praq.g_01125
OG0000516	Prbl.g_00663	Praq.g_01124
OG0000517	Prbl.g_00653	Praq.g_01122
OG0000518	Prbl.g_00641	Praq.g_01111
OG0000519	Prbl.g_00640	Praq.g_01110
OG0000520	Prbl.g_00639	Praq.g_01109
OG0000521	Prbl.g_00625	Praq.g_00502
OG0000522	Prbl.g_00623	Praq.g_00504
OG0000523	Prbl.g_00622	Praq.g_00505
OG0000524	Prbl.g_01364	Praq.g_00511
OG0000525	Prbl.g_01348	Praq.g_00514
OG0000526	Prbl.g_01346	Praq.g_00515
OG0000527	Prbl.g_01342	Praq.g_00524
OG0000528	Prbl.g_00506	Praq.g_00529
OG0000529	Prbl.g_00512	Praq.g_00532
OG0000530	Prbl.g_00515	Praq.g_00535
OG0000531	Prbl.g_00516	Praq.g_00536
OG0000532	Prbl.g_00519	Praq.g_00538
OG0000533	Prbl.g_00521	Praq.g_00539
OG0000534	Prbl.g_00522	Praq.g_00540
OG0000535	Prbl.g_00523	Praq.g_00541
OG0000536	Prbl.g_00524	Praq.g_00542
OG0000537	Prbl.g_00525	Praq.g_00543
OG0000538	Prbl.g_00536	Praq.g_01102
OG0000539	Prbl.g_00806	Praq.g_01101
OG0000540	Prbl.g_00805	Praq.g_01100
OG0000541	Prbl.g_00804	Praq.g_01099
OG0000542	Prbl.g_00801	Praq.g_01097
OG0000543	Prbl.g_00799	Praq.g_01095
OG0000544	Prbl.g_00798	Praq.g_01094
OG0000545	Prbl.g_00797	Praq.g_01092
OG0000546	Prbl.g_00794	Praq.g_01089
OG0000547	Prbl.g_00792	Praq.g_01087
OG0000548	Prbl.g_00791	Praq.g_01086
OG0000549	Prbl.g_00785	Praq.g_01084
OG0000550	Prbl.g_00780	Praq.g_01079
OG0000551	Prbl.g_00776	Praq.g_01075
OG0000552	Prbl.g_00775	Praq.g_01074
OG0000553	Prbl.g_00770	Praq.g_01073
OG0000554	Prbl.g_00765	Praq.g_01068
OG0000555	Prbl.g_00747	Praq.g_01060
OG0000556	Prbl.g_02645	Praq.g_01058
OG0000557	Prbl.g_01878	Praq.g_01057
OG0000558	Prbl.g_01881	Praq.g_01055
OG0000559	Prbl.g_01885	Praq.g_01051
OG0000560	Prbl.g_01888	Praq.g_01048
OG0000561	Prbl.g_01889	Praq.g_01047
OG0000562	Prbl.g_01890	Praq.g_01046
OG0000563	Prbl.g_01891	Praq.g_01045
OG0000564	Prbl.g_01892	Praq.g_01044
OG0000565	Prbl.g_01895	Praq.g_01041
OG0000566	Prbl.g_01899	Praq.g_01039
OG0000567	Prbl.g_01903	Praq.g_01035
OG0000568	Prbl.g_01905	Praq.g_01034
OG0000569	Prbl.g_01801	Praq.g_01033
OG0000570	Prbl.g_01800	Praq.g_01032
OG0000571	Prbl.g_01797	Praq.g_01030
OG0000572	Prbl.g_01781	Praq.g_01017
