Orthogroup	Prbl	Syam
OG0000054	Prbl.g_01752	Syam.g_01515
OG0000057	Prbl.g_00025	Syam.g_00784
OG0000059	Prbl.g_00836	Syam.g_00320
OG0000061	Prbl.g_02084	Syam.g_01795
OG0000062	Prbl.g_00417	Syam.g_01972
OG0000063	Prbl.g_01981	Syam.g_00039
OG0000065	Prbl.g_00552	Syam.g_02121
OG0000066	Prbl.g_00752	Syam.g_00552, Syam.g_00662
OG0000067	Prbl.g_02335	Syam.g_01290
OG0000068	Prbl.g_00502	Syam.g_00575
OG0000070	Prbl.g_00634	Syam.g_01847
OG0000071	Prbl.g_01722	Syam.g_01830
OG0000072	Prbl.g_00276	Syam.g_02219
OG0000073	Prbl.g_00533	Syam.g_00604
OG0000075	Prbl.g_00855	Syam.g_00148
OG0000076	Prbl.g_01285	Syam.g_00115
OG0000077	Prbl.g_00596, Prbl.g_00631	Syam.g_02074
OG0000078	Prbl.g_00193	Syam.g_00514
OG0000079	Prbl.g_01505	Syam.g_00270
OG0000081	Prbl.g_01036	Syam.g_01918
OG0000081	Prbl.g_00032	Syam.g_00520
OG0000082	Prbl.g_01783	Syam.g_01730
OG0000085	Prbl.g_00405	Syam.g_01979
OG0000086	Prbl.g_00583	Syam.g_02092
OG0000087	Prbl.g_00810	Syam.g_02175
OG0000088	Prbl.g_01838, Prbl.g_00281	Syam.g_02213
OG0000089	Prbl.g_02674	Syam.g_00489
OG0000090	Prbl.g_00766	Syam.g_00651
OG0000091	Prbl.g_01647	Syam.g_01460
OG0000093	Prbl.g_02359	Syam.g_01305
OG0000095	Prbl.g_00927	Syam.g_00774
OG0000097	Prbl.g_02579	Syam.g_00874
OG0000098	Prbl.g_00722	Syam.g_00944
OG0000099	Prbl.g_00893	Syam.g_00173
OG0000100	Prbl.g_01914, Prbl.g_02305	Syam.g_01259
OG0000101	Prbl.g_01000	Syam.g_00371
OG0000102	Prbl.g_02636	Syam.g_00110
OG0000103	Prbl.g_02139	Syam.g_02428
OG0000104	Prbl.g_02125	Syam.g_02442
OG0000105	Prbl.g_01461	Syam.g_00238
OG0000106	Prbl.g_00411	Syam.g_01039
OG0000107	Prbl.g_02681	Syam.g_00288
OG0000108	Prbl.g_00511	Syam.g_00583
OG0000109	Prbl.g_00527	Syam.g_00598
OG0000110	Prbl.g_01795	Syam.g_01743
OG0000112	Prbl.g_02470	Syam.g_01115
OG0000113	Prbl.g_02310	Syam.g_01264
OG0000114	Prbl.g_02407	Syam.g_01349
OG0000115	Prbl.g_00687	Syam.g_01634
OG0000116	Prbl.g_02069	Syam.g_01807
OG0000117	Prbl.g_01384	Syam.g_00904
OG0000118	Prbl.g_01736	Syam.g_01698
OG0000120	Prbl.g_00892	Syam.g_00172
OG0000121	Prbl.g_00234, Prbl.g_00240	Syam.g_01615
OG0000122	Prbl.g_01808	Syam.g_01436
OG0000123	Prbl.g_01135	Syam.g_00379
OG0000124	Prbl.g_02054	Syam.g_00096
OG0000125	Prbl.g_02231	Syam.g_02319
OG0000126	Prbl.g_02127	Syam.g_02440
OG0000128	Prbl.g_02109	Syam.g_00012
OG0000129	Prbl.g_02243	Syam.g_02307
OG0000130	Prbl.g_00608	Syam.g_02062
OG0000131	Prbl.g_00303	Syam.g_02191
OG0000132	Prbl.g_00283	Syam.g_02211
OG0000133	Prbl.g_00897	Syam.g_01120
OG0000134	Prbl.g_02677	Syam.g_00492
OG0000135	Prbl.g_02190	Syam.g_02347
OG0000136	Prbl.g_00647	Syam.g_01857
OG0000137	Prbl.g_01340	Syam.g_01668
OG0000138	Prbl.g_00528	Syam.g_00599
OG0000139	Prbl.g_00760	Syam.g_00657
OG0000140	Prbl.g_00754	Syam.g_00659
OG0000141	Prbl.g_01751	Syam.g_01514
OG0000142	Prbl.g_01639	Syam.g_01468
OG0000143	Prbl.g_01643	Syam.g_01464
OG0000144	Prbl.g_01042	Syam.g_01032
OG0000145	Prbl.g_00534	Syam.g_00605
OG0000146	Prbl.g_02469	Syam.g_01114
OG0000147	Prbl.g_02468	Syam.g_01113
OG0000148	Prbl.g_02316	Syam.g_01270
OG0000149	Prbl.g_01552	Syam.g_00725
OG0000150	Prbl.g_01576	Syam.g_00660
OG0000151	Prbl.g_02386	Syam.g_01338
OG0000152	Prbl.g_02478	Syam.g_01124
OG0000153	Prbl.g_02505	Syam.g_01160
OG0000154	Prbl.g_02532	Syam.g_01187
OG0000155	Prbl.g_00185	Syam.g_01763
OG0000156	Prbl.g_00115	Syam.g_01814
OG0000157	Prbl.g_00114	Syam.g_01815
OG0000158	Prbl.g_00843	Syam.g_00139
OG0000160	Prbl.g_00241	Syam.g_01614
OG0000161	Prbl.g_00227	Syam.g_01620
OG0000162	Prbl.g_00221	Syam.g_01627
OG0000163	Prbl.g_00452	Syam.g_01927
OG0000164	Prbl.g_00365	Syam.g_02023
OG0000165	Prbl.g_00356	Syam.g_01879, Syam.g_01878
OG0000166	Prbl.g_00962	Syam.g_00330
OG0000167	Prbl.g_00857	Syam.g_00151
OG0000168	Prbl.g_00842	Syam.g_00138
OG0000169	Prbl.g_01302	Syam.g_00127
OG0000170	Prbl.g_01290	Syam.g_00120
OG0000171	Prbl.g_02055	Syam.g_00097
OG0000172	Prbl.g_02021	Syam.g_00075
OG0000173	Prbl.g_02000	Syam.g_00057
OG0000174	Prbl.g_02188	Syam.g_02349
OG0000175	Prbl.g_02150	Syam.g_02417
OG0000176	Prbl.g_02117	Syam.g_00004
OG0000177	Prbl.g_02116	Syam.g_00005
OG0000178	Prbl.g_02115	Syam.g_00006
OG0000179	Prbl.g_01961	Syam.g_00021
OG0000180	Prbl.g_01962	Syam.g_00022
OG0000181	Prbl.g_01963	Syam.g_00023
OG0000182	Prbl.g_01964	Syam.g_00024
OG0000183	Prbl.g_01968	Syam.g_00028
OG0000184	Prbl.g_02251	Syam.g_02298
OG0000185	Prbl.g_02273	Syam.g_02295
OG0000186	Prbl.g_00614	Syam.g_02058
OG0000187	Prbl.g_00613	Syam.g_02059
OG0000188	Prbl.g_00591	Syam.g_02081
OG0000189	Prbl.g_00565	Syam.g_02108
OG0000190	Prbl.g_00563	Syam.g_02110
OG0000191	Prbl.g_01325	Syam.g_02142
OG0000192	Prbl.g_01316	Syam.g_02148
OG0000193	Prbl.g_00302	Syam.g_02192
OG0000194	Prbl.g_00299	Syam.g_02195
OG0000195	Prbl.g_00297	Syam.g_02197
OG0000196	Prbl.g_00286	Syam.g_02208
OG0000197	Prbl.g_00285	Syam.g_02209
OG0000198	Prbl.g_00284	Syam.g_02210
OG0000199	Prbl.g_00277	Syam.g_02218
OG0000200	Prbl.g_00069	Syam.g_02234
OG0000202	Prbl.g_00089	Syam.g_02249
OG0000203	Prbl.g_00090	Syam.g_02250
OG0000204	Prbl.g_00091	Syam.g_02251
OG0000205	Prbl.g_00098	Syam.g_02258
OG0000206	Prbl.g_01282	Syam.g_02264
OG0000207	Prbl.g_00130	Syam.g_02266
OG0000208	Prbl.g_00129	Syam.g_02267
OG0000209	Prbl.g_01256	Syam.g_02278
OG0000210	Prbl.g_01257	Syam.g_02279
OG0000211	Prbl.g_01922	Syam.g_00504
OG0000212	Prbl.g_00192	Syam.g_00515
OG0000213	Prbl.g_01496	Syam.g_00263
OG0000214	Prbl.g_01469	Syam.g_00247
OG0000215	Prbl.g_01439	Syam.g_00216
OG0000216	Prbl.g_01436	Syam.g_00212
OG0000217	Prbl.g_01432	Syam.g_00208
OG0000218	Prbl.g_01428	Syam.g_00206
OG0000219	Prbl.g_01427	Syam.g_00205
OG0000220	Prbl.g_01426	Syam.g_00204
OG0000221	Prbl.g_01421	Syam.g_00198
OG0000222	Prbl.g_00911	Syam.g_00186
OG0000223	Prbl.g_00888	Syam.g_00168
OG0000224	Prbl.g_00877	Syam.g_00164
OG0000225	Prbl.g_01218	Syam.g_00473
OG0000226	Prbl.g_01222	Syam.g_00477
OG0000227	Prbl.g_01224	Syam.g_00479
OG0000228	Prbl.g_02673	Syam.g_00488
OG0000229	Prbl.g_00652	Syam.g_01867
OG0000230	Prbl.g_00650	Syam.g_01865
OG0000231	Prbl.g_00635	Syam.g_01848
OG0000232	Prbl.g_00619	Syam.g_01692
OG0000233	Prbl.g_01360	Syam.g_01678
OG0000234	Prbl.g_01339	Syam.g_01667
OG0000235	Prbl.g_00510	Syam.g_00582
OG0000236	Prbl.g_00526	Syam.g_00597
OG0000237	Prbl.g_00800	Syam.g_00614
OG0000238	Prbl.g_00795	Syam.g_00619
OG0000239	Prbl.g_00779	Syam.g_00637
OG0000240	Prbl.g_00778	Syam.g_00638
OG0000241	Prbl.g_01526	Syam.g_01477
OG0000242	Prbl.g_00768	Syam.g_00649
OG0000243	Prbl.g_02647	Syam.g_00668
OG0000244	Prbl.g_01879	Syam.g_00674
OG0000245	Prbl.g_01882	Syam.g_00676
OG0000246	Prbl.g_01886	Syam.g_00680
OG0000247	Prbl.g_01897	Syam.g_00692
OG0000248	Prbl.g_01900	Syam.g_00695
OG0000249	Prbl.g_01902	Syam.g_00697
OG0000250	Prbl.g_01799	Syam.g_01747
OG0000251	Prbl.g_01775	Syam.g_01722
OG0000252	Prbl.g_01772	Syam.g_01719
OG0000253	Prbl.g_01766	Syam.g_01718
OG0000254	Prbl.g_01747	Syam.g_01510
OG0000255	Prbl.g_01612	Syam.g_01500
OG0000256	Prbl.g_01626	Syam.g_01484
OG0000257	Prbl.g_01632	Syam.g_01478
OG0000258	Prbl.g_01655	Syam.g_01459
OG0000259	Prbl.g_01406	Syam.g_01378
OG0000260	Prbl.g_01403	Syam.g_01375
OG0000261	Prbl.g_01400	Syam.g_01372
OG0000262	Prbl.g_01395	Syam.g_01367
OG0000263	Prbl.g_01242	Syam.g_00885
OG0000264	Prbl.g_01859	Syam.g_00805
OG0000266	Prbl.g_02556	Syam.g_01234
OG0000267	Prbl.g_02431	Syam.g_01071
OG0000268	Prbl.g_02432	Syam.g_01072
OG0000269	Prbl.g_02340	Syam.g_01295
OG0000270	Prbl.g_02337	Syam.g_01292
OG0000271	Prbl.g_02329	Syam.g_01284
OG0000272	Prbl.g_02328	Syam.g_01283
OG0000273	Prbl.g_01534	Syam.g_00745
OG0000274	Prbl.g_01535	Syam.g_00744
OG0000275	Prbl.g_01538	Syam.g_00741
OG0000276	Prbl.g_01544	Syam.g_00733
OG0000277	Prbl.g_01545	Syam.g_00732
OG0000278	Prbl.g_01548	Syam.g_00729
OG0000279	Prbl.g_01556	Syam.g_00721
OG0000280	Prbl.g_01562	Syam.g_00701
OG0000281	Prbl.g_01577	Syam.g_00943
OG0000282	Prbl.g_02405	Syam.g_01347
OG0000283	Prbl.g_02443	Syam.g_01087
OG0000284	Prbl.g_02449	Syam.g_01093
OG0000285	Prbl.g_01688	Syam.g_01105
OG0000286	Prbl.g_02477	Syam.g_01123
OG0000287	Prbl.g_02608	Syam.g_01153
OG0000288	Prbl.g_02531	Syam.g_01186
OG0000289	Prbl.g_02544	Syam.g_01201
OG0000290	Prbl.g_00930	Syam.g_00771
OG0000291	Prbl.g_00928	Syam.g_00773
OG0000292	Prbl.g_02128	Syam.g_02439
OG0000293	Prbl.g_02071	Syam.g_01806
OG0000294	Prbl.g_02072	Syam.g_01805
OG0000295	Prbl.g_00178	Syam.g_01771
OG0000296	Prbl.g_00180	Syam.g_01769
OG0000297	Prbl.g_01382	Syam.g_00906
OG0000298	Prbl.g_01383	Syam.g_00905
OG0000299	Prbl.g_01372	Syam.g_00878
OG0000300	Prbl.g_02582	Syam.g_00871
OG0000301	Prbl.g_02583	Syam.g_00870
OG0000302	Prbl.g_02586	Syam.g_00868
OG0000303	Prbl.g_00187	Syam.g_00859
OG0000304	Prbl.g_01102	Syam.g_00853
OG0000305	Prbl.g_00926	Syam.g_00776
OG0000306	Prbl.g_01586	Syam.g_01757
OG0000307	Prbl.g_00494	Syam.g_00566
OG0000308	Prbl.g_00492	Syam.g_00564
OG0000309	Prbl.g_00488	Syam.g_00559
OG0000310	Prbl.g_00160	Syam.g_01591
OG0000311	Prbl.g_00258	Syam.g_01595
OG0000312	Prbl.g_00254	Syam.g_01601
OG0000313	Prbl.g_00230	Syam.g_01617
OG0000314	Prbl.g_00699	Syam.g_01647
OG0000315	Prbl.g_00709	Syam.g_01658
OG0000316	Prbl.g_00441	Syam.g_01945
OG0000317	Prbl.g_00399	Syam.g_01987
OG0000318	Prbl.g_00393	Syam.g_01991
OG0000319	Prbl.g_00376	Syam.g_02006
OG0000320	Prbl.g_00374	Syam.g_02008
OG0000321	Prbl.g_00373	Syam.g_02009
OG0000322	Prbl.g_00372	Syam.g_02010
OG0000323	Prbl.g_00361	Syam.g_02025
OG0000324	Prbl.g_00332	Syam.g_01906
OG0000325	Prbl.g_02683	Syam.g_00289
OG0000326	Prbl.g_01059	Syam.g_00296
OG0000327	Prbl.g_00957	Syam.g_00325
OG0000328	Prbl.g_00958	Syam.g_00326
OG0000329	Prbl.g_00975	Syam.g_00344
OG0000330	Prbl.g_00976	Syam.g_00345
OG0000331	Prbl.g_00977	Syam.g_00346
OG0000332	Prbl.g_00992	Syam.g_00361
OG0000333	Prbl.g_00994	Syam.g_00364
OG0000334	Prbl.g_01131	Syam.g_00375
OG0000335	Prbl.g_01136	Syam.g_00380
OG0000336	Prbl.g_01140	Syam.g_00384
OG0000337	Prbl.g_00863	Syam.g_00155
OG0000338	Prbl.g_00859	Syam.g_00153
OG0000339	Prbl.g_00853	Syam.g_00147
OG0000340	Prbl.g_00841	Syam.g_00137
OG0000341	Prbl.g_00839	Syam.g_00135
OG0000342	Prbl.g_00838	Syam.g_00134
OG0000343	Prbl.g_01307	Syam.g_00133
OG0000344	Prbl.g_01304	Syam.g_00129
OG0000345	Prbl.g_01289	Syam.g_00119
OG0000346	Prbl.g_01284	Syam.g_00114
OG0000347	Prbl.g_02053	Syam.g_00083
OG0000348	Prbl.g_02016	Syam.g_00068
OG0000349	Prbl.g_01992	Syam.g_00050
OG0000350	Prbl.g_02195	Syam.g_00303
OG0000351	Prbl.g_02147	Syam.g_02420
OG0000352	Prbl.g_02146	Syam.g_02421
OG0000353	Prbl.g_02122	Syam.g_02445
OG0000354	Prbl.g_00789	Syam.g_00626, Syam.g_00625
OG0000355	Prbl.g_02120	Syam.g_00001
OG0000356	Prbl.g_02119	Syam.g_00002
OG0000357	Prbl.g_02118	Syam.g_00003
OG0000358	Prbl.g_02114	Syam.g_00007
OG0000359	Prbl.g_02112	Syam.g_00009
OG0000360	Prbl.g_02111	Syam.g_00010
OG0000361	Prbl.g_02110	Syam.g_00011
OG0000362	Prbl.g_02108	Syam.g_00013
OG0000363	Prbl.g_01955	Syam.g_00015
OG0000364	Prbl.g_01956	Syam.g_00016
OG0000365	Prbl.g_01965	Syam.g_00025
OG0000366	Prbl.g_01966	Syam.g_00026
OG0000367	Prbl.g_01967	Syam.g_00027
OG0000368	Prbl.g_01969	Syam.g_00029
OG0000369	Prbl.g_01970	Syam.g_00030
OG0000370	Prbl.g_01971	Syam.g_00031
OG0000371	Prbl.g_01980	Syam.g_00038
OG0000372	Prbl.g_01985	Syam.g_00043
OG0000373	Prbl.g_01986	Syam.g_00044
OG0000374	Prbl.g_01987	Syam.g_00045
OG0000375	Prbl.g_01988	Syam.g_00046
OG0000376	Prbl.g_01990	Syam.g_00048
OG0000377	Prbl.g_02244	Syam.g_02306
OG0000378	Prbl.g_02258	Syam.g_02297
OG0000379	Prbl.g_02274	Syam.g_02294
OG0000380	Prbl.g_00612	Syam.g_02060
OG0000381	Prbl.g_00607	Syam.g_02063
OG0000382	Prbl.g_00592	Syam.g_02080
OG0000383	Prbl.g_00590	Syam.g_02083
OG0000384	Prbl.g_00589	Syam.g_02084
OG0000385	Prbl.g_00588	Syam.g_02085
OG0000386	Prbl.g_00587	Syam.g_02086
OG0000387	Prbl.g_00561	Syam.g_02112
OG0000388	Prbl.g_00557	Syam.g_02116
OG0000389	Prbl.g_00553	Syam.g_02120
OG0000390	Prbl.g_01331	Syam.g_02136
OG0000391	Prbl.g_01326	Syam.g_02141
OG0000392	Prbl.g_01320	Syam.g_02147
OG0000393	Prbl.g_01315	Syam.g_02149
OG0000394	Prbl.g_01314	Syam.g_02150
OG0000395	Prbl.g_01313	Syam.g_02151
OG0000396	Prbl.g_00827	Syam.g_02153
OG0000397	Prbl.g_00825	Syam.g_02160
OG0000398	Prbl.g_00820	Syam.g_02165
OG0000399	Prbl.g_00819	Syam.g_02166
OG0000400	Prbl.g_00818	Syam.g_02167
OG0000401	Prbl.g_00817	Syam.g_02168
OG0000402	Prbl.g_00815	Syam.g_02171
OG0000403	Prbl.g_00814	Syam.g_02172
OG0000404	Prbl.g_00812	Syam.g_02173
OG0000405	Prbl.g_00305	Syam.g_02189
OG0000406	Prbl.g_00301	Syam.g_02193
OG0000407	Prbl.g_00300	Syam.g_02194
OG0000408	Prbl.g_00298	Syam.g_02196
OG0000409	Prbl.g_00296	Syam.g_02198
OG0000410	Prbl.g_00295	Syam.g_02199
OG0000411	Prbl.g_00294	Syam.g_02200
OG0000412	Prbl.g_00293	Syam.g_02201
OG0000413	Prbl.g_00291	Syam.g_02203
OG0000414	Prbl.g_00290	Syam.g_02204
OG0000415	Prbl.g_00289	Syam.g_02205
OG0000416	Prbl.g_00288	Syam.g_02206
OG0000417	Prbl.g_00287	Syam.g_02207
OG0000418	Prbl.g_00282	Syam.g_02212
OG0000419	Prbl.g_00280	Syam.g_02214
OG0000420	Prbl.g_00279	Syam.g_02216
OG0000421	Prbl.g_00275	Syam.g_02221
OG0000422	Prbl.g_00274	Syam.g_02222
OG0000423	Prbl.g_00273	Syam.g_02223
OG0000424	Prbl.g_00272	Syam.g_02224
OG0000425	Prbl.g_00271	Syam.g_02225
OG0000426	Prbl.g_00270	Syam.g_02226
OG0000427	Prbl.g_00269	Syam.g_02227
OG0000428	Prbl.g_02377	Syam.g_02230
OG0000429	Prbl.g_00066	Syam.g_02232
OG0000430	Prbl.g_00068	Syam.g_02233
OG0000431	Prbl.g_00072	Syam.g_02237
OG0000432	Prbl.g_00079	Syam.g_02243
OG0000433	Prbl.g_00082	Syam.g_02244
OG0000434	Prbl.g_00083	Syam.g_02245
OG0000435	Prbl.g_00086	Syam.g_02246
OG0000436	Prbl.g_00092	Syam.g_02252
OG0000437	Prbl.g_00093	Syam.g_02253
OG0000438	Prbl.g_00094	Syam.g_02254
OG0000439	Prbl.g_00096	Syam.g_02256
OG0000440	Prbl.g_00097	Syam.g_02257
OG0000441	Prbl.g_00104	Syam.g_02261
OG0000442	Prbl.g_00105	Syam.g_02262
OG0000443	Prbl.g_01283	Syam.g_02263
OG0000444	Prbl.g_00127	Syam.g_02268
OG0000445	Prbl.g_00126	Syam.g_02269
OG0000446	Prbl.g_00124	Syam.g_02270
OG0000447	Prbl.g_01244	Syam.g_02272
OG0000448	Prbl.g_01245	Syam.g_02273
OG0000449	Prbl.g_01246	Syam.g_02274
OG0000450	Prbl.g_01252	Syam.g_02275
OG0000451	Prbl.g_01253	Syam.g_02276
OG0000452	Prbl.g_01258	Syam.g_02280
OG0000453	Prbl.g_01259	Syam.g_02281
OG0000454	Prbl.g_01260	Syam.g_02282
OG0000455	Prbl.g_01261	Syam.g_02283
OG0000456	Prbl.g_01262	Syam.g_02284
OG0000457	Prbl.g_01264	Syam.g_02286
OG0000458	Prbl.g_01265	Syam.g_02287
OG0000459	Prbl.g_01266	Syam.g_02288
OG0000460	Prbl.g_01923	Syam.g_00506
OG0000461	Prbl.g_02679	Syam.g_00284
OG0000462	Prbl.g_02666	Syam.g_00281
OG0000463	Prbl.g_01516	Syam.g_00280
OG0000464	Prbl.g_01515	Syam.g_00279
OG0000465	Prbl.g_01513	Syam.g_00277
OG0000466	Prbl.g_01508	Syam.g_00273
OG0000467	Prbl.g_01506	Syam.g_00271
OG0000468	Prbl.g_01499	Syam.g_00266
OG0000469	Prbl.g_01486	Syam.g_00253
OG0000470	Prbl.g_01473	Syam.g_00251
OG0000471	Prbl.g_01472	Syam.g_00250
OG0000472	Prbl.g_01470	Syam.g_00248
OG0000473	Prbl.g_01468	Syam.g_00246
OG0000474	Prbl.g_01467	Syam.g_00245
OG0000475	Prbl.g_01466	Syam.g_00244
OG0000476	Prbl.g_01464	Syam.g_00242
OG0000477	Prbl.g_01459	Syam.g_00236
OG0000478	Prbl.g_01458	Syam.g_00235
OG0000479	Prbl.g_01457	Syam.g_00234
OG0000480	Prbl.g_01450	Syam.g_00227
OG0000481	Prbl.g_01448	Syam.g_00225
OG0000482	Prbl.g_01447	Syam.g_00224
OG0000483	Prbl.g_01443	Syam.g_00220
OG0000484	Prbl.g_01442	Syam.g_00219
OG0000485	Prbl.g_01441	Syam.g_00218
OG0000486	Prbl.g_01440	Syam.g_00217
OG0000487	Prbl.g_01435	Syam.g_00211
OG0000488	Prbl.g_01431	Syam.g_00207
OG0000489	Prbl.g_01420	Syam.g_00197
OG0000490	Prbl.g_01414	Syam.g_00189
OG0000491	Prbl.g_01413	Syam.g_00187
OG0000492	Prbl.g_00909	Syam.g_00185
OG0000493	Prbl.g_00908	Syam.g_00184
OG0000494	Prbl.g_00907	Syam.g_00183
OG0000495	Prbl.g_00906	Syam.g_00182
OG0000496	Prbl.g_00905	Syam.g_00181
OG0000497	Prbl.g_00904	Syam.g_00180
OG0000498	Prbl.g_00903	Syam.g_00179
OG0000499	Prbl.g_00902	Syam.g_00178
OG0000500	Prbl.g_00901	Syam.g_00177
OG0000501	Prbl.g_00898	Syam.g_00174
OG0000502	Prbl.g_00886	Syam.g_00165
OG0000503	Prbl.g_01201	Syam.g_00457
OG0000504	Prbl.g_01203	Syam.g_00459
OG0000505	Prbl.g_01204	Syam.g_00460
OG0000506	Prbl.g_01206	Syam.g_00462
OG0000507	Prbl.g_01210	Syam.g_00468
OG0000508	Prbl.g_01217	Syam.g_00472
OG0000509	Prbl.g_01219	Syam.g_00474
OG0000510	Prbl.g_01220	Syam.g_00475
OG0000511	Prbl.g_01221	Syam.g_00476
OG0000512	Prbl.g_01223	Syam.g_00478
OG0000513	Prbl.g_02678	Syam.g_00493
OG0000514	Prbl.g_00676	Syam.g_00499
OG0000515	Prbl.g_00675	Syam.g_00500
OG0000516	Prbl.g_00663	Syam.g_01862
OG0000517	Prbl.g_00653	Syam.g_01868
OG0000518	Prbl.g_00641	Syam.g_01851
OG0000519	Prbl.g_00640	Syam.g_01850
OG0000520	Prbl.g_00639	Syam.g_01849
OG0000521	Prbl.g_00625	Syam.g_01696
OG0000522	Prbl.g_00623	Syam.g_01694
OG0000523	Prbl.g_00622	Syam.g_01693
OG0000524	Prbl.g_01364	Syam.g_01681
OG0000525	Prbl.g_01348	Syam.g_01677
OG0000526	Prbl.g_01346	Syam.g_01674
OG0000527	Prbl.g_01342	Syam.g_01670
OG0000528	Prbl.g_00506	Syam.g_00580
OG0000529	Prbl.g_00512	Syam.g_00584
OG0000530	Prbl.g_00515	Syam.g_00587
OG0000531	Prbl.g_00516	Syam.g_00588
OG0000532	Prbl.g_00519	Syam.g_00591
OG0000533	Prbl.g_00521	Syam.g_00592
OG0000534	Prbl.g_00522	Syam.g_00593
OG0000535	Prbl.g_00523	Syam.g_00594
OG0000536	Prbl.g_00524	Syam.g_00595
OG0000537	Prbl.g_00525	Syam.g_00596
OG0000538	Prbl.g_00536	Syam.g_00607
OG0000539	Prbl.g_00806	Syam.g_00608
OG0000540	Prbl.g_00805	Syam.g_00609
OG0000541	Prbl.g_00804	Syam.g_00610
OG0000542	Prbl.g_00801	Syam.g_00613
OG0000543	Prbl.g_00799	Syam.g_00615
OG0000544	Prbl.g_00798	Syam.g_00616
OG0000545	Prbl.g_00797	Syam.g_00618
OG0000546	Prbl.g_00794	Syam.g_00620
OG0000547	Prbl.g_00792	Syam.g_00622
OG0000548	Prbl.g_00791	Syam.g_00623
OG0000549	Prbl.g_00785	Syam.g_00630
OG0000550	Prbl.g_00780	Syam.g_00635
OG0000551	Prbl.g_00776	Syam.g_00640
OG0000552	Prbl.g_00775	Syam.g_00641
OG0000553	Prbl.g_00770	Syam.g_00643
OG0000554	Prbl.g_00765	Syam.g_00652
OG0000555	Prbl.g_00747	Syam.g_00667
OG0000556	Prbl.g_02645	Syam.g_00670
OG0000557	Prbl.g_01878	Syam.g_00672
OG0000558	Prbl.g_01881	Syam.g_00675
OG0000559	Prbl.g_01885	Syam.g_00679
OG0000560	Prbl.g_01888	Syam.g_00682
OG0000561	Prbl.g_01889	Syam.g_00683
OG0000562	Prbl.g_01890	Syam.g_00684
OG0000563	Prbl.g_01891	Syam.g_00685
OG0000564	Prbl.g_01892	Syam.g_00686
OG0000565	Prbl.g_01895	Syam.g_00690
OG0000566	Prbl.g_01899	Syam.g_00694
OG0000567	Prbl.g_01903	Syam.g_00698
OG0000568	Prbl.g_01905	Syam.g_01751
OG0000569	Prbl.g_01801	Syam.g_01750
OG0000570	Prbl.g_01800	Syam.g_01749
OG0000571	Prbl.g_01797	Syam.g_01745
OG0000572	Prbl.g_01781	Syam.g_01729
