Orthogroup	Prbl	Syaj
OG0000075	Prbl.g_00855	Syaj.g_02457
OG0000076	Prbl.g_01285	Syaj.g_02417
OG0000077	Prbl.g_00596, Prbl.g_00631	Syaj.g_01831
OG0000078	Prbl.g_00193	Syaj.g_02880
OG0000079	Prbl.g_01505	Syaj.g_02609
OG0000081	Prbl.g_00032	Syaj.g_02888
OG0000082	Prbl.g_01783	Syaj.g_00229
OG0000084	Prbl.g_00246	Syaj.g_01375
OG0000085	Prbl.g_00405	Syaj.g_01707
OG0000086	Prbl.g_00583	Syaj.g_01848
OG0000087	Prbl.g_00810	Syaj.g_01945
OG0000088	Prbl.g_01838, Prbl.g_00281	Syaj.g_01986
OG0000089	Prbl.g_02674	Syaj.g_02829, Syaj.g_01915
OG0000090	Prbl.g_00766	Syaj.g_00144
OG0000091	Prbl.g_01647	Syaj.g_01275
OG0000093	Prbl.g_02359	Syaj.g_01042
OG0000095	Prbl.g_00927	Syaj.g_00427
OG0000097	Prbl.g_02579	Syaj.g_00589
OG0000098	Prbl.g_00722	Syaj.g_02671
OG0000099	Prbl.g_00893	Syaj.g_02503
OG0000100	Prbl.g_01914, Prbl.g_02305	Syaj.g_00987
OG0000101	Prbl.g_01000	Syaj.g_02738
OG0000102	Prbl.g_02636	Syaj.g_02411
OG0000103	Prbl.g_02139	Syaj.g_02243
OG0000104	Prbl.g_02125	Syaj.g_02258
OG0000105	Prbl.g_01461	Syaj.g_02573
OG0000106	Prbl.g_00411	Syaj.g_01130
OG0000107	Prbl.g_02681	Syaj.g_02637
OG0000108	Prbl.g_00511	Syaj.g_00072
OG0000109	Prbl.g_00527	Syaj.g_00087
OG0000110	Prbl.g_01795	Syaj.g_00215
OG0000111	Prbl.g_00026	Syaj.g_00437
OG0000112	Prbl.g_02470	Syaj.g_00907
OG0000113	Prbl.g_02310	Syaj.g_00992
OG0000114	Prbl.g_02407	Syaj.g_00741
OG0000115	Prbl.g_00687	Syaj.g_01402
OG0000116	Prbl.g_02069	Syaj.g_00289
OG0000117	Prbl.g_01384	Syaj.g_00637
OG0000118	Prbl.g_01736	Syaj.g_00267
OG0000119	Prbl.g_00007, Prbl.g_00046	Syaj.g_00317
OG0000120	Prbl.g_00892	Syaj.g_02502
OG0000121	Prbl.g_00234, Prbl.g_00240	Syaj.g_01383
OG0000122	Prbl.g_01808	Syaj.g_01250
OG0000123	Prbl.g_01135	Syaj.g_02745
OG0000124	Prbl.g_02054	Syaj.g_02388
OG0000125	Prbl.g_02231	Syaj.g_02117
OG0000126	Prbl.g_02127	Syaj.g_02256
OG0000127	Prbl.g_00745, Prbl.g_01821	Syaj.g_00538
OG0000128	Prbl.g_02109	Syaj.g_02274
OG0000129	Prbl.g_02243	Syaj.g_02106
OG0000130	Prbl.g_00608	Syaj.g_01818
OG0000131	Prbl.g_00303	Syaj.g_01964
OG0000132	Prbl.g_00283	Syaj.g_01984, Syaj.g_00688
OG0000133	Prbl.g_00897	Syaj.g_00902
OG0000134	Prbl.g_02677	Syaj.g_02832
OG0000135	Prbl.g_02190	Syaj.g_02167
OG0000136	Prbl.g_00647	Syaj.g_01550
OG0000137	Prbl.g_01340	Syaj.g_01444
OG0000138	Prbl.g_00528	Syaj.g_00088
OG0000139	Prbl.g_00760	Syaj.g_00150
OG0000140	Prbl.g_00754	Syaj.g_00153
OG0000141	Prbl.g_01751	Syaj.g_01340
OG0000142	Prbl.g_01639	Syaj.g_01283
OG0000143	Prbl.g_01643	Syaj.g_01279
OG0000144	Prbl.g_01042	Syaj.g_01151
OG0000145	Prbl.g_00534	Syaj.g_00094
OG0000146	Prbl.g_02469	Syaj.g_00908
OG0000147	Prbl.g_02468	Syaj.g_00909
OG0000148	Prbl.g_02316	Syaj.g_01003
OG0000149	Prbl.g_01552	Syaj.g_00369
OG0000150	Prbl.g_01576	Syaj.g_01339, Syaj.g_00154
OG0000151	Prbl.g_02386	Syaj.g_01074
OG0000152	Prbl.g_02478	Syaj.g_00898
OG0000153	Prbl.g_02505	Syaj.g_00842
OG0000154	Prbl.g_02532	Syaj.g_00814
OG0000155	Prbl.g_00185	Syaj.g_00338
OG0000156	Prbl.g_00115	Syaj.g_00282
OG0000157	Prbl.g_00114	Syaj.g_00281
OG0000158	Prbl.g_00843	Syaj.g_02445
OG0000160	Prbl.g_00241	Syaj.g_01382
OG0000161	Prbl.g_00227	Syaj.g_01389
OG0000162	Prbl.g_00221	Syaj.g_01395
OG0000163	Prbl.g_00452	Syaj.g_01639
OG0000164	Prbl.g_00365	Syaj.g_01758
OG0000165	Prbl.g_00356	Syaj.g_01582
OG0000166	Prbl.g_00962	Syaj.g_02698
OG0000167	Prbl.g_00857	Syaj.g_02460
OG0000168	Prbl.g_00842	Syaj.g_02444
OG0000169	Prbl.g_01302	Syaj.g_02431, Syaj.g_02429
OG0000170	Prbl.g_01290	Syaj.g_02422
OG0000171	Prbl.g_02055	Syaj.g_02389
OG0000172	Prbl.g_02021	Syaj.g_02365
OG0000173	Prbl.g_02000	Syaj.g_02321
OG0000174	Prbl.g_02188	Syaj.g_02169
OG0000175	Prbl.g_02150	Syaj.g_02229
OG0000176	Prbl.g_02117	Syaj.g_02266
OG0000177	Prbl.g_02116	Syaj.g_02267
OG0000178	Prbl.g_02115	Syaj.g_02268
OG0000179	Prbl.g_01961	Syaj.g_02283
OG0000180	Prbl.g_01962	Syaj.g_02284
OG0000181	Prbl.g_01963	Syaj.g_02285
OG0000182	Prbl.g_01964	Syaj.g_02286
OG0000183	Prbl.g_01968	Syaj.g_02290
OG0000184	Prbl.g_02251	Syaj.g_02098
OG0000185	Prbl.g_02273	Syaj.g_02087
OG0000186	Prbl.g_00614	Syaj.g_01812
OG0000187	Prbl.g_00613	Syaj.g_01814
OG0000188	Prbl.g_00591	Syaj.g_01837
OG0000189	Prbl.g_00565	Syaj.g_01874
OG0000190	Prbl.g_00563	Syaj.g_01876
OG0000191	Prbl.g_01325	Syaj.g_01910
OG0000192	Prbl.g_01316	Syaj.g_01919
OG0000193	Prbl.g_00302	Syaj.g_01965
OG0000194	Prbl.g_00299	Syaj.g_01968
OG0000195	Prbl.g_00297	Syaj.g_01971
OG0000196	Prbl.g_00286	Syaj.g_01981
OG0000197	Prbl.g_00285	Syaj.g_01982
OG0000198	Prbl.g_00284	Syaj.g_01983
OG0000199	Prbl.g_00277	Syaj.g_01991
OG0000200	Prbl.g_00069	Syaj.g_02008
OG0000201	Prbl.g_00088	Syaj.g_02024
OG0000202	Prbl.g_00089	Syaj.g_02025
OG0000203	Prbl.g_00090	Syaj.g_02026
OG0000204	Prbl.g_00091	Syaj.g_02027
OG0000205	Prbl.g_00098	Syaj.g_02035
OG0000206	Prbl.g_01282	Syaj.g_02043
OG0000207	Prbl.g_00130	Syaj.g_02045
OG0000208	Prbl.g_00129	Syaj.g_02046
OG0000209	Prbl.g_01256	Syaj.g_02070
OG0000210	Prbl.g_01257	Syaj.g_02071
OG0000211	Prbl.g_01922	Syaj.g_02856
OG0000212	Prbl.g_00192	Syaj.g_02881
OG0000213	Prbl.g_01496	Syaj.g_02601
OG0000214	Prbl.g_01469	Syaj.g_02582
OG0000215	Prbl.g_01439	Syaj.g_02551
OG0000216	Prbl.g_01436	Syaj.g_02547
OG0000217	Prbl.g_01432	Syaj.g_02543
OG0000218	Prbl.g_01428	Syaj.g_02541
OG0000219	Prbl.g_01427	Syaj.g_02540
OG0000220	Prbl.g_01426	Syaj.g_02539
OG0000221	Prbl.g_01421	Syaj.g_02530
OG0000222	Prbl.g_00911	Syaj.g_02516
OG0000223	Prbl.g_00888	Syaj.g_02494
OG0000224	Prbl.g_00877	Syaj.g_02487
OG0000225	Prbl.g_01218	Syaj.g_02821
OG0000226	Prbl.g_01222	Syaj.g_02825
OG0000227	Prbl.g_01224	Syaj.g_02827
OG0000228	Prbl.g_02673	Syaj.g_02828
OG0000229	Prbl.g_00652	Syaj.g_01555
OG0000230	Prbl.g_00650	Syaj.g_01553
OG0000231	Prbl.g_00635	Syaj.g_01541
OG0000232	Prbl.g_00619	Syaj.g_01497
OG0000233	Prbl.g_01360	Syaj.g_01481
OG0000234	Prbl.g_01339	Syaj.g_01442
OG0000235	Prbl.g_00510	Syaj.g_00071
OG0000236	Prbl.g_00526	Syaj.g_00086
OG0000237	Prbl.g_00800	Syaj.g_00103
OG0000238	Prbl.g_00795	Syaj.g_00108
OG0000239	Prbl.g_00779	Syaj.g_00125
OG0000240	Prbl.g_00778	Syaj.g_00126
OG0000241	Prbl.g_01526	Syaj.g_01291
OG0000242	Prbl.g_00768	Syaj.g_00142
OG0000243	Prbl.g_02647	Syaj.g_00164
OG0000244	Prbl.g_01879	Syaj.g_00180
OG0000245	Prbl.g_01882	Syaj.g_00182
OG0000246	Prbl.g_01886	Syaj.g_00186
OG0000247	Prbl.g_01897	Syaj.g_00197
OG0000248	Prbl.g_01900	Syaj.g_00200
OG0000249	Prbl.g_01902	Syaj.g_00202
OG0000250	Prbl.g_01799	Syaj.g_00211
OG0000251	Prbl.g_01775	Syaj.g_00237
OG0000252	Prbl.g_01772	Syaj.g_00243
OG0000253	Prbl.g_01766	Syaj.g_00245
OG0000254	Prbl.g_01747	Syaj.g_01335
OG0000255	Prbl.g_01612	Syaj.g_01315
OG0000256	Prbl.g_01626	Syaj.g_01297
OG0000257	Prbl.g_01632	Syaj.g_01292
OG0000258	Prbl.g_01655	Syaj.g_01274
OG0000259	Prbl.g_01406	Syaj.g_00707
OG0000260	Prbl.g_01403	Syaj.g_00712
OG0000261	Prbl.g_01400	Syaj.g_00715
OG0000262	Prbl.g_01395	Syaj.g_00720
OG0000263	Prbl.g_01242	Syaj.g_00605
OG0000264	Prbl.g_01859	Syaj.g_00485
OG0000265	Prbl.g_02567, Prbl.g_01839	Syaj.g_00510
OG0000266	Prbl.g_02556	Syaj.g_00946
OG0000267	Prbl.g_02431	Syaj.g_00770
OG0000268	Prbl.g_02432	Syaj.g_00771
OG0000269	Prbl.g_02340	Syaj.g_01031
OG0000270	Prbl.g_02337	Syaj.g_01025
OG0000271	Prbl.g_02329	Syaj.g_01017
OG0000272	Prbl.g_02328	Syaj.g_01016
OG0000273	Prbl.g_01534	Syaj.g_00389
OG0000274	Prbl.g_01535	Syaj.g_00388
OG0000275	Prbl.g_01538	Syaj.g_00384
OG0000276	Prbl.g_01544	Syaj.g_00377
OG0000277	Prbl.g_01545	Syaj.g_00376
OG0000278	Prbl.g_01548	Syaj.g_00373
OG0000279	Prbl.g_01556	Syaj.g_00357
OG0000280	Prbl.g_01562	Syaj.g_00348
OG0000281	Prbl.g_01577	Syaj.g_02670
OG0000282	Prbl.g_02405	Syaj.g_00743
OG0000283	Prbl.g_02443	Syaj.g_00790
OG0000284	Prbl.g_02449	Syaj.g_00930
OG0000285	Prbl.g_01688	Syaj.g_00917
OG0000286	Prbl.g_02477	Syaj.g_00899
OG0000287	Prbl.g_02608	Syaj.g_00849
OG0000288	Prbl.g_02531	Syaj.g_00815
OG0000289	Prbl.g_02544	Syaj.g_00800
OG0000290	Prbl.g_00930	Syaj.g_00424
OG0000291	Prbl.g_00928	Syaj.g_00426
OG0000292	Prbl.g_02128	Syaj.g_02255
OG0000293	Prbl.g_02071	Syaj.g_00290
OG0000294	Prbl.g_02072	Syaj.g_00291
OG0000295	Prbl.g_00178	Syaj.g_00330
OG0000296	Prbl.g_00180	Syaj.g_00332
OG0000297	Prbl.g_01382	Syaj.g_00639
OG0000298	Prbl.g_01383	Syaj.g_00638
OG0000299	Prbl.g_01372	Syaj.g_00592
OG0000300	Prbl.g_02582	Syaj.g_00586
OG0000301	Prbl.g_02583	Syaj.g_00585
OG0000302	Prbl.g_02586	Syaj.g_00582
OG0000303	Prbl.g_00187	Syaj.g_00572
OG0000304	Prbl.g_01102	Syaj.g_00566
OG0000305	Prbl.g_00926	Syaj.g_00429
OG0000306	Prbl.g_01586	Syaj.g_01126
OG0000307	Prbl.g_00494	Syaj.g_00051
OG0000308	Prbl.g_00492	Syaj.g_00049
OG0000309	Prbl.g_00488	Syaj.g_00044
OG0000310	Prbl.g_00160	Syaj.g_01358
OG0000311	Prbl.g_00258	Syaj.g_01362
OG0000312	Prbl.g_00254	Syaj.g_01368
OG0000313	Prbl.g_00230	Syaj.g_01386
OG0000314	Prbl.g_00699	Syaj.g_01420
OG0000315	Prbl.g_00709	Syaj.g_01430
OG0000316	Prbl.g_00441	Syaj.g_01664
OG0000317	Prbl.g_00399	Syaj.g_01715
OG0000318	Prbl.g_00393	Syaj.g_01722
OG0000319	Prbl.g_00376	Syaj.g_01741
OG0000320	Prbl.g_00374	Syaj.g_01743
OG0000321	Prbl.g_00373	Syaj.g_01744
OG0000322	Prbl.g_00372	Syaj.g_01745
OG0000323	Prbl.g_00361	Syaj.g_01760
OG0000324	Prbl.g_00332	Syaj.g_01609
OG0000325	Prbl.g_02683	Syaj.g_02638
OG0000326	Prbl.g_01059	Syaj.g_02645
OG0000327	Prbl.g_00957	Syaj.g_02693
OG0000328	Prbl.g_00958	Syaj.g_02694
OG0000329	Prbl.g_00975	Syaj.g_02712
OG0000330	Prbl.g_00976	Syaj.g_02713
OG0000331	Prbl.g_00977	Syaj.g_02714
OG0000332	Prbl.g_00992	Syaj.g_02729
OG0000333	Prbl.g_00994	Syaj.g_02732
OG0000334	Prbl.g_01131	Syaj.g_02741
OG0000335	Prbl.g_01136	Syaj.g_02746
OG0000336	Prbl.g_01140	Syaj.g_02750
OG0000337	Prbl.g_00863	Syaj.g_02466
OG0000338	Prbl.g_00859	Syaj.g_02462
OG0000339	Prbl.g_00853	Syaj.g_02455
OG0000340	Prbl.g_00841	Syaj.g_02443
OG0000341	Prbl.g_00839	Syaj.g_02441
OG0000342	Prbl.g_00838	Syaj.g_02440
OG0000343	Prbl.g_01307	Syaj.g_02437
OG0000344	Prbl.g_01304	Syaj.g_02433
OG0000345	Prbl.g_01289	Syaj.g_02421
OG0000346	Prbl.g_01284	Syaj.g_02416
OG0000347	Prbl.g_02053	Syaj.g_02383
OG0000348	Prbl.g_02016	Syaj.g_02333
OG0000349	Prbl.g_01992	Syaj.g_02314
OG0000350	Prbl.g_02195	Syaj.g_02652
OG0000351	Prbl.g_02147	Syaj.g_02234
OG0000352	Prbl.g_02146	Syaj.g_02235
OG0000353	Prbl.g_02122	Syaj.g_02261
OG0000354	Prbl.g_00789	Syaj.g_00114
OG0000354	Prbl.g_01959	Syaj.g_02281
OG0000355	Prbl.g_02120	Syaj.g_02263
OG0000356	Prbl.g_02119	Syaj.g_02264
OG0000357	Prbl.g_02118	Syaj.g_02265
OG0000358	Prbl.g_02114	Syaj.g_02269
OG0000359	Prbl.g_02112	Syaj.g_02271
OG0000360	Prbl.g_02111	Syaj.g_02272
OG0000361	Prbl.g_02110	Syaj.g_02273
OG0000362	Prbl.g_02108	Syaj.g_02275
OG0000363	Prbl.g_01955	Syaj.g_02277
OG0000364	Prbl.g_01956	Syaj.g_02278
OG0000365	Prbl.g_01965	Syaj.g_02287
OG0000366	Prbl.g_01966	Syaj.g_02288
OG0000367	Prbl.g_01967	Syaj.g_02289
OG0000368	Prbl.g_01969	Syaj.g_02291
OG0000369	Prbl.g_01970	Syaj.g_02292
OG0000370	Prbl.g_01971	Syaj.g_02293
OG0000371	Prbl.g_01980	Syaj.g_02301
OG0000372	Prbl.g_01985	Syaj.g_02307
OG0000373	Prbl.g_01986	Syaj.g_02308
OG0000374	Prbl.g_01987	Syaj.g_02309
OG0000375	Prbl.g_01988	Syaj.g_02310
OG0000376	Prbl.g_01990	Syaj.g_02312
OG0000377	Prbl.g_02244	Syaj.g_02105
OG0000378	Prbl.g_02258	Syaj.g_02091
OG0000379	Prbl.g_02274	Syaj.g_02086
OG0000380	Prbl.g_00612	Syaj.g_01815
OG0000381	Prbl.g_00607	Syaj.g_01819
OG0000382	Prbl.g_00592	Syaj.g_01836
OG0000383	Prbl.g_00590	Syaj.g_01839
OG0000384	Prbl.g_00589	Syaj.g_01840
OG0000385	Prbl.g_00588	Syaj.g_01841
OG0000386	Prbl.g_00587	Syaj.g_01842
OG0000387	Prbl.g_00561	Syaj.g_01878
OG0000388	Prbl.g_00557	Syaj.g_01882
OG0000389	Prbl.g_00553	Syaj.g_01886
OG0000390	Prbl.g_01331	Syaj.g_01904
OG0000391	Prbl.g_01326	Syaj.g_01909
OG0000392	Prbl.g_01320	Syaj.g_01918
OG0000393	Prbl.g_01315	Syaj.g_01922
OG0000394	Prbl.g_01314	Syaj.g_01923
OG0000395	Prbl.g_01313	Syaj.g_01924
OG0000396	Prbl.g_00827	Syaj.g_01928
OG0000397	Prbl.g_00825	Syaj.g_01930
OG0000398	Prbl.g_00820	Syaj.g_01935
OG0000399	Prbl.g_00819	Syaj.g_01936
OG0000400	Prbl.g_00818	Syaj.g_01937
OG0000401	Prbl.g_00817	Syaj.g_01938
OG0000402	Prbl.g_00815	Syaj.g_01940
OG0000403	Prbl.g_00814	Syaj.g_01941
OG0000404	Prbl.g_00812	Syaj.g_01943
OG0000405	Prbl.g_00305	Syaj.g_01961
OG0000406	Prbl.g_00301	Syaj.g_01966
OG0000407	Prbl.g_00300	Syaj.g_01967
OG0000408	Prbl.g_00298	Syaj.g_01970
OG0000409	Prbl.g_00296	Syaj.g_01972
OG0000410	Prbl.g_00295	Syaj.g_01973
OG0000411	Prbl.g_00294	Syaj.g_01974
OG0000412	Prbl.g_00293	Syaj.g_01975
OG0000413	Prbl.g_00291	Syaj.g_01977
OG0000415	Prbl.g_00289	Syaj.g_01978
OG0000416	Prbl.g_00288	Syaj.g_01979
OG0000417	Prbl.g_00287	Syaj.g_01980
OG0000418	Prbl.g_00282	Syaj.g_01985
OG0000419	Prbl.g_00280	Syaj.g_01987
OG0000420	Prbl.g_00279	Syaj.g_01989
OG0000421	Prbl.g_00275	Syaj.g_01994
OG0000422	Prbl.g_00274	Syaj.g_01995
OG0000423	Prbl.g_00273	Syaj.g_01996
OG0000424	Prbl.g_00272	Syaj.g_01997
OG0000425	Prbl.g_00271	Syaj.g_01998
OG0000426	Prbl.g_00270	Syaj.g_01999
OG0000427	Prbl.g_00269	Syaj.g_02000
OG0000428	Prbl.g_02377	Syaj.g_02003
OG0000429	Prbl.g_00066	Syaj.g_02005
OG0000430	Prbl.g_00068	Syaj.g_02007
OG0000431	Prbl.g_00072	Syaj.g_02010
OG0000432	Prbl.g_00079	Syaj.g_02017
OG0000433	Prbl.g_00082	Syaj.g_02020
OG0000434	Prbl.g_00083	Syaj.g_02021
OG0000435	Prbl.g_00086	Syaj.g_02023
OG0000436	Prbl.g_00092	Syaj.g_02029
OG0000437	Prbl.g_00093	Syaj.g_02030
OG0000438	Prbl.g_00094	Syaj.g_02031
OG0000439	Prbl.g_00096	Syaj.g_02033
OG0000440	Prbl.g_00097	Syaj.g_02034
OG0000441	Prbl.g_00104	Syaj.g_02038
OG0000442	Prbl.g_00105	Syaj.g_02039
OG0000443	Prbl.g_01283	Syaj.g_02040
OG0000444	Prbl.g_00127	Syaj.g_02052
OG0000445	Prbl.g_00126	Syaj.g_02053
OG0000446	Prbl.g_00124	Syaj.g_02055
OG0000447	Prbl.g_01244	Syaj.g_02058
OG0000448	Prbl.g_01245	Syaj.g_02059
OG0000449	Prbl.g_01246	Syaj.g_02060
OG0000450	Prbl.g_01252	Syaj.g_02067
OG0000451	Prbl.g_01253	Syaj.g_02068
OG0000452	Prbl.g_01258	Syaj.g_02072
OG0000453	Prbl.g_01259	Syaj.g_02073
OG0000454	Prbl.g_01260	Syaj.g_02074
OG0000455	Prbl.g_01261	Syaj.g_02075
OG0000456	Prbl.g_01262	Syaj.g_02076
OG0000457	Prbl.g_01264	Syaj.g_02078
OG0000458	Prbl.g_01265	Syaj.g_02079
OG0000459	Prbl.g_01266	Syaj.g_02080
OG0000460	Prbl.g_01923	Syaj.g_02858
OG0000461	Prbl.g_02679	Syaj.g_02623
OG0000462	Prbl.g_02666	Syaj.g_02620
OG0000463	Prbl.g_01516	Syaj.g_02619
OG0000464	Prbl.g_01515	Syaj.g_02618
OG0000465	Prbl.g_01513	Syaj.g_02617
OG0000466	Prbl.g_01508	Syaj.g_02612
OG0000467	Prbl.g_01506	Syaj.g_02610
OG0000468	Prbl.g_01499	Syaj.g_02605
OG0000469	Prbl.g_01486	Syaj.g_02590
OG0000470	Prbl.g_01473	Syaj.g_02586
OG0000471	Prbl.g_01472	Syaj.g_02585
OG0000472	Prbl.g_01470	Syaj.g_02583
OG0000473	Prbl.g_01468	Syaj.g_02581
OG0000474	Prbl.g_01467	Syaj.g_02580
OG0000475	Prbl.g_01466	Syaj.g_02579
OG0000476	Prbl.g_01464	Syaj.g_02577
OG0000477	Prbl.g_01459	Syaj.g_02571
OG0000478	Prbl.g_01458	Syaj.g_02570
OG0000479	Prbl.g_01457	Syaj.g_02569
OG0000480	Prbl.g_01450	Syaj.g_02562
OG0000481	Prbl.g_01448	Syaj.g_02560
OG0000482	Prbl.g_01447	Syaj.g_02559
OG0000483	Prbl.g_01443	Syaj.g_02555
OG0000484	Prbl.g_01442	Syaj.g_02554
OG0000485	Prbl.g_01441	Syaj.g_02553
OG0000486	Prbl.g_01440	Syaj.g_02552
OG0000487	Prbl.g_01435	Syaj.g_02546
OG0000488	Prbl.g_01431	Syaj.g_02542
OG0000489	Prbl.g_01420	Syaj.g_02529
OG0000490	Prbl.g_01414	Syaj.g_02519
OG0000491	Prbl.g_01413	Syaj.g_02517
OG0000492	Prbl.g_00909	Syaj.g_02515
OG0000493	Prbl.g_00908	Syaj.g_02514
OG0000494	Prbl.g_00907	Syaj.g_02513
OG0000495	Prbl.g_00906	Syaj.g_02512
OG0000496	Prbl.g_00905	Syaj.g_02511
OG0000497	Prbl.g_00904	Syaj.g_02510
OG0000498	Prbl.g_00903	Syaj.g_02509
OG0000499	Prbl.g_00902	Syaj.g_02508
OG0000500	Prbl.g_00901	Syaj.g_02507
OG0000501	Prbl.g_00898	Syaj.g_02504
OG0000502	Prbl.g_00886	Syaj.g_02492
OG0000503	Prbl.g_01201	Syaj.g_02805
OG0000504	Prbl.g_01203	Syaj.g_02807
OG0000505	Prbl.g_01204	Syaj.g_02808
OG0000506	Prbl.g_01206	Syaj.g_02810
OG0000507	Prbl.g_01210	Syaj.g_02816
OG0000508	Prbl.g_01217	Syaj.g_02820
OG0000509	Prbl.g_01219	Syaj.g_02822
OG0000510	Prbl.g_01220	Syaj.g_02823
OG0000511	Prbl.g_01221	Syaj.g_02824
OG0000512	Prbl.g_01223	Syaj.g_02826
OG0000513	Prbl.g_02678	Syaj.g_02833
OG0000514	Prbl.g_00676	Syaj.g_02839
OG0000515	Prbl.g_00675	Syaj.g_02840
OG0000516	Prbl.g_00663	Syaj.g_01561
OG0000517	Prbl.g_00653	Syaj.g_01556
OG0000518	Prbl.g_00641	Syaj.g_01544
OG0000519	Prbl.g_00640	Syaj.g_01543
OG0000520	Prbl.g_00639	Syaj.g_01542
OG0000521	Prbl.g_00625	Syaj.g_00271
OG0000522	Prbl.g_00623	Syaj.g_00273
OG0000523	Prbl.g_00622	Syaj.g_00274
OG0000524	Prbl.g_01364	Syaj.g_01485
OG0000525	Prbl.g_01348	Syaj.g_01454
OG0000526	Prbl.g_01346	Syaj.g_01451
OG0000527	Prbl.g_01342	Syaj.g_01446
OG0000528	Prbl.g_00506	Syaj.g_00065
OG0000529	Prbl.g_00512	Syaj.g_00073
OG0000530	Prbl.g_00515	Syaj.g_00076
OG0000531	Prbl.g_00516	Syaj.g_00077
OG0000532	Prbl.g_00519	Syaj.g_00080
OG0000533	Prbl.g_00521	Syaj.g_00081
OG0000534	Prbl.g_00522	Syaj.g_00082
OG0000535	Prbl.g_00523	Syaj.g_00083
