Orthogroup	Prbl	Syat
OG0000085	Prbl.g_00405	Syat.g_03113
OG0000086	Prbl.g_00583	Syat.g_01531, Syat.g_00798, Syat.g_00635
OG0000087	Prbl.g_00810	Syat.g_02912
OG0000088	Prbl.g_01838, Prbl.g_00281	Syat.g_02862
OG0000089	Prbl.g_02674	Syat.g_02953
OG0000090	Prbl.g_00766	Syat.g_03270
OG0000091	Prbl.g_01647	Syat.g_00939, Syat.g_00862
OG0000094	Prbl.g_02209	Syat.g_01034
OG0000095	Prbl.g_00927	Syat.g_00808
OG0000098	Prbl.g_00722	Syat.g_03281
OG0000099	Prbl.g_00893	Syat.g_02130
OG0000100	Prbl.g_01914, Prbl.g_02305	Syat.g_00517
OG0000101	Prbl.g_01126	Syat.g_01661
OG0000102	Prbl.g_02636	Syat.g_00974
OG0000103	Prbl.g_02139	Syat.g_02399
OG0000104	Prbl.g_02125	Syat.g_02385
OG0000105	Prbl.g_01461	Syat.g_02052
OG0000106	Prbl.g_00411	Syat.g_00957
OG0000107	Prbl.g_02681	Syat.g_01862
OG0000108	Prbl.g_00511	Syat.g_03170
OG0000109	Prbl.g_00527	Syat.g_03187
OG0000110	Prbl.g_01795	Syat.g_00049
OG0000111	Prbl.g_00026	Syat.g_00816
OG0000112	Prbl.g_02470	Syat.g_00593
OG0000113	Prbl.g_02310	Syat.g_00509
OG0000114	Prbl.g_02407	Syat.g_00426
OG0000115	Prbl.g_00687	Syat.g_01328
OG0000116	Prbl.g_02069	Syat.g_02641
OG0000117	Prbl.g_01384	Syat.g_00224
OG0000118	Prbl.g_01736	Syat.g_01168
OG0000119	Prbl.g_00007, Prbl.g_00046	Syat.g_00309
OG0000120	Prbl.g_00892	Syat.g_02132
OG0000121	Prbl.g_00234, Prbl.g_00240	Syat.g_01223
OG0000123	Prbl.g_01135	Syat.g_01653
OG0000124	Prbl.g_02054	Syat.g_02231
OG0000125	Prbl.g_02231	Syat.g_02684
OG0000126	Prbl.g_02127	Syat.g_00976
OG0000128	Prbl.g_02109	Syat.g_02331
OG0000129	Prbl.g_02243	Syat.g_02693, Syat.g_02694
OG0000130	Prbl.g_00608	Syat.g_01469
OG0000131	Prbl.g_00303	Syat.g_02898
OG0000132	Prbl.g_00283	Syat.g_02864
OG0000133	Prbl.g_00897	Syat.g_00588
OG0000134	Prbl.g_02677	Syat.g_02956
OG0000135	Prbl.g_02190	Syat.g_02501
OG0000136	Prbl.g_00647	Syat.g_01292
OG0000137	Prbl.g_01340	Syat.g_01371
OG0000138	Prbl.g_00528	Syat.g_03188
OG0000140	Prbl.g_00754	Syat.g_03280
OG0000141	Prbl.g_01751	Syat.g_03398
OG0000142	Prbl.g_01639	Syat.g_00117
OG0000143	Prbl.g_01643	Syat.g_00130
OG0000144	Prbl.g_01042	Syat.g_00369
OG0000145	Prbl.g_00534	Syat.g_03202
OG0000146	Prbl.g_02469	Syat.g_00594
OG0000147	Prbl.g_02468	Syat.g_00595
OG0000148	Prbl.g_02316	Syat.g_00503
OG0000149	Prbl.g_01552	Syat.g_00747
OG0000150	Prbl.g_01576	Syat.g_03399
OG0000151	Prbl.g_02386	Syat.g_00801, Syat.g_00440
OG0000152	Prbl.g_02478	Syat.g_00578
OG0000153	Prbl.g_02505	Syat.g_00542
OG0000154	Prbl.g_02532	Syat.g_00708
OG0000155	Prbl.g_00185	Syat.g_00287
OG0000156	Prbl.g_00115	Syat.g_03228
OG0000157	Prbl.g_00114	Syat.g_02012, Syat.g_03227
OG0000158	Prbl.g_00843	Syat.g_02163
OG0000160	Prbl.g_00241	Syat.g_01224
OG0000161	Prbl.g_00227	Syat.g_01180
OG0000162	Prbl.g_00221	Syat.g_01281
OG0000163	Prbl.g_00452	Syat.g_02979
OG0000164	Prbl.g_00365	Syat.g_03040
OG0000165	Prbl.g_00356	Syat.g_03033
OG0000166	Prbl.g_00962	Syat.g_01822
OG0000167	Prbl.g_00857	Syat.g_02148
OG0000168	Prbl.g_00842	Syat.g_02164
OG0000169	Prbl.g_01302	Syat.g_02192
OG0000170	Prbl.g_01290	Syat.g_02201
OG0000171	Prbl.g_02055	Syat.g_02230
OG0000172	Prbl.g_02021	Syat.g_02260
OG0000173	Prbl.g_02000	Syat.g_02284
OG0000174	Prbl.g_02188	Syat.g_02504
OG0000175	Prbl.g_02150	Syat.g_02416
OG0000176	Prbl.g_02117	Syat.g_02372
OG0000177	Prbl.g_02116	Syat.g_02338
OG0000178	Prbl.g_02115	Syat.g_02337
OG0000179	Prbl.g_01961	Syat.g_02322
OG0000180	Prbl.g_01962	Syat.g_02321
OG0000181	Prbl.g_01963	Syat.g_02320
OG0000182	Prbl.g_01964	Syat.g_02319
OG0000183	Prbl.g_01968	Syat.g_02315
OG0000184	Prbl.g_02251	Syat.g_02704
OG0000185	Prbl.g_02273	Syat.g_02719
OG0000186	Prbl.g_00614	Syat.g_01463
OG0000187	Prbl.g_00613	Syat.g_01467
OG0000188	Prbl.g_00591	Syat.g_01489
OG0000189	Prbl.g_00565	Syat.g_01557
OG0000190	Prbl.g_00563	Syat.g_00330
OG0000191	Prbl.g_01325	Syat.g_03344, Syat.g_02939
OG0000192	Prbl.g_01316	Syat.g_02933
OG0000193	Prbl.g_00302	Syat.g_02897
OG0000194	Prbl.g_00299	Syat.g_02894
OG0000196	Prbl.g_00286	Syat.g_02867
OG0000197	Prbl.g_00285	Syat.g_02866
OG0000198	Prbl.g_00284	Syat.g_02865
OG0000199	Prbl.g_00277	Syat.g_02857
OG0000200	Prbl.g_00069	Syat.g_02840
OG0000201	Prbl.g_00088	Syat.g_02821
OG0000202	Prbl.g_00089	Syat.g_02820
OG0000203	Prbl.g_00090	Syat.g_02819
OG0000204	Prbl.g_00091	Syat.g_02818
OG0000205	Prbl.g_00098	Syat.g_02809
OG0000206	Prbl.g_01282	Syat.g_02785
OG0000207	Prbl.g_00130	Syat.g_02778
OG0000208	Prbl.g_00129	Syat.g_02777
OG0000209	Prbl.g_01256	Syat.g_02735
OG0000210	Prbl.g_01257	Syat.g_02734
OG0000211	Prbl.g_01922	Syat.g_01452
OG0000212	Prbl.g_00192	Syat.g_01442
OG0000213	Prbl.g_01496	Syat.g_01889
OG0000214	Prbl.g_01469	Syat.g_02042
OG0000215	Prbl.g_01439	Syat.g_02075
OG0000216	Prbl.g_01436	Syat.g_02079
OG0000217	Prbl.g_01432	Syat.g_02085
OG0000218	Prbl.g_01428	Syat.g_02087
OG0000219	Prbl.g_01427	Syat.g_02088
OG0000220	Prbl.g_01426	Syat.g_02089
OG0000221	Prbl.g_01421	Syat.g_02095
OG0000222	Prbl.g_00911	Syat.g_02109
OG0000223	Prbl.g_00888	Syat.g_02570
OG0000224	Prbl.g_00877	Syat.g_02139
OG0000225	Prbl.g_01218	Syat.g_01595
OG0000226	Prbl.g_01222	Syat.g_01588
OG0000228	Prbl.g_02673	Syat.g_02952
OG0000229	Prbl.g_00652	Syat.g_02970
OG0000230	Prbl.g_00650	Syat.g_02972
OG0000231	Prbl.g_00635	Syat.g_01283
OG0000232	Prbl.g_00619	Syat.g_01313
OG0000233	Prbl.g_01360	Syat.g_01407
OG0000234	Prbl.g_01339	Syat.g_01369
OG0000235	Prbl.g_00510	Syat.g_03169
OG0000236	Prbl.g_00526	Syat.g_03186
OG0000237	Prbl.g_00800	Syat.g_03214
OG0000238	Prbl.g_00795	Syat.g_03219
OG0000239	Prbl.g_00779	Syat.g_01105
OG0000240	Prbl.g_00778	Syat.g_01104
OG0000241	Prbl.g_01526	Syat.g_00111
OG0000242	Prbl.g_00768	Syat.g_01077
OG0000243	Prbl.g_02647	Syat.g_00092
OG0000244	Prbl.g_01879	Syat.g_00082
OG0000245	Prbl.g_01882	Syat.g_00080
OG0000246	Prbl.g_01886	Syat.g_00076
OG0000247	Prbl.g_01897	Syat.g_00065
OG0000248	Prbl.g_01900	Syat.g_00062
OG0000249	Prbl.g_01902	Syat.g_00060
OG0000250	Prbl.g_01799	Syat.g_00053
OG0000251	Prbl.g_01775	Syat.g_00027
OG0000252	Prbl.g_01772	Syat.g_00022
OG0000253	Prbl.g_01766	Syat.g_00021
OG0000254	Prbl.g_01747	Syat.g_03407
OG0000255	Prbl.g_01612	Syat.g_02405
OG0000256	Prbl.g_01626	Syat.g_03306
OG0000257	Prbl.g_01632	Syat.g_00109
OG0000258	Prbl.g_01655	Syat.g_00382
OG0000259	Prbl.g_01406	Syat.g_00342
OG0000260	Prbl.g_01403	Syat.g_00392
OG0000261	Prbl.g_01400	Syat.g_00400
OG0000262	Prbl.g_01395	Syat.g_00407
OG0000263	Prbl.g_01242	Syat.g_00200
OG0000266	Prbl.g_02556	Syat.g_00671
OG0000267	Prbl.g_02431	Syat.g_00636
OG0000268	Prbl.g_02432	Syat.g_00634
OG0000269	Prbl.g_02340	Syat.g_00474, Syat.g_00126
OG0000270	Prbl.g_02337	Syat.g_00477
OG0000271	Prbl.g_02329	Syat.g_00485
OG0000272	Prbl.g_02328	Syat.g_00486
OG0000273	Prbl.g_01534	Syat.g_00520
OG0000274	Prbl.g_01535	Syat.g_00521
OG0000275	Prbl.g_01538	Syat.g_00718
OG0000276	Prbl.g_01544	Syat.g_00725
OG0000277	Prbl.g_01545	Syat.g_00738
OG0000278	Prbl.g_01548	Syat.g_00741
OG0000279	Prbl.g_01556	Syat.g_00755
OG0000280	Prbl.g_01562	Syat.g_01669
OG0000281	Prbl.g_01577	Syat.g_00960
OG0000282	Prbl.g_02405	Syat.g_00431
OG0000283	Prbl.g_02443	Syat.g_00620
OG0000284	Prbl.g_02449	Syat.g_00614
OG0000285	Prbl.g_01688	Syat.g_00607
OG0000286	Prbl.g_02477	Syat.g_00579
OG0000287	Prbl.g_02608	Syat.g_00550
OG0000288	Prbl.g_02531	Syat.g_00709
OG0000289	Prbl.g_02544	Syat.g_00695
OG0000290	Prbl.g_00930	Syat.g_00805
OG0000292	Prbl.g_02128	Syat.g_02388
OG0000293	Prbl.g_02071	Syat.g_03241
OG0000294	Prbl.g_02072	Syat.g_03248
OG0000295	Prbl.g_00178	Syat.g_00297
OG0000296	Prbl.g_00180	Syat.g_00295
OG0000298	Prbl.g_01383	Syat.g_00225
OG0000299	Prbl.g_01372	Syat.g_00910
OG0000300	Prbl.g_02582	Syat.g_00904
OG0000301	Prbl.g_02583	Syat.g_00903
OG0000302	Prbl.g_02586	Syat.g_00901
OG0000303	Prbl.g_00187	Syat.g_00892
OG0000304	Prbl.g_01102	Syat.g_00885
OG0000305	Prbl.g_00926	Syat.g_00809
OG0000306	Prbl.g_01586	Syat.g_01704
OG0000307	Prbl.g_00494	Syat.g_01304
OG0000308	Prbl.g_00492	Syat.g_01306
OG0000309	Prbl.g_00488	Syat.g_01417
OG0000310	Prbl.g_00160	Syat.g_01246
OG0000311	Prbl.g_00258	Syat.g_01242
OG0000312	Prbl.g_00254	Syat.g_01237
OG0000313	Prbl.g_00230	Syat.g_01183
OG0000314	Prbl.g_00699	Syat.g_01341
OG0000315	Prbl.g_00709	Syat.g_01351
OG0000316	Prbl.g_00441	Syat.g_03082
OG0000317	Prbl.g_00399	Syat.g_03120
OG0000318	Prbl.g_00393	Syat.g_03125
OG0000319	Prbl.g_00376	Syat.g_03055
OG0000320	Prbl.g_00374	Syat.g_03053
OG0000321	Prbl.g_00373	Syat.g_03052
OG0000322	Prbl.g_00372	Syat.g_03051
OG0000323	Prbl.g_00361	Syat.g_03038
OG0000324	Prbl.g_00332	Syat.g_02998
OG0000325	Prbl.g_02683	Syat.g_01861
OG0000326	Prbl.g_01059	Syat.g_01854
OG0000327	Prbl.g_00957	Syat.g_01827
OG0000328	Prbl.g_00958	Syat.g_01826
OG0000329	Prbl.g_00975	Syat.g_01808
OG0000330	Prbl.g_00976	Syat.g_01807
OG0000331	Prbl.g_00977	Syat.g_01806
OG0000332	Prbl.g_00992	Syat.g_01790
OG0000333	Prbl.g_00994	Syat.g_01787
OG0000334	Prbl.g_01131	Syat.g_01657
OG0000335	Prbl.g_01136	Syat.g_01652
OG0000336	Prbl.g_01140	Syat.g_01648
OG0000337	Prbl.g_00863	Syat.g_02144
OG0000338	Prbl.g_00859	Syat.g_02146
OG0000339	Prbl.g_00853	Syat.g_02155, Syat.g_01055
OG0000340	Prbl.g_00841	Syat.g_02165
OG0000341	Prbl.g_00839	Syat.g_02167
OG0000342	Prbl.g_00838	Syat.g_02168
OG0000343	Prbl.g_01307	Syat.g_02185
OG0000344	Prbl.g_01304	Syat.g_02189
OG0000345	Prbl.g_01289	Syat.g_02202
OG0000346	Prbl.g_01284	Syat.g_02207
OG0000347	Prbl.g_02053	Syat.g_02234
OG0000348	Prbl.g_02016	Syat.g_02264
OG0000349	Prbl.g_01992	Syat.g_02291
OG0000350	Prbl.g_02195	Syat.g_01847
OG0000351	Prbl.g_02147	Syat.g_02411
OG0000352	Prbl.g_02146	Syat.g_02410
OG0000353	Prbl.g_02122	Syat.g_00955, Syat.g_02377
OG0000354	Prbl.g_00789	Syat.g_03225
OG0000354	Prbl.g_01959	Syat.g_02325
OG0000355	Prbl.g_02120	Syat.g_02375
OG0000356	Prbl.g_02119	Syat.g_02374
OG0000357	Prbl.g_02118	Syat.g_02373
OG0000358	Prbl.g_02114	Syat.g_02336
OG0000359	Prbl.g_02112	Syat.g_02334
OG0000360	Prbl.g_02111	Syat.g_02333
OG0000361	Prbl.g_02110	Syat.g_02332
OG0000362	Prbl.g_02108	Syat.g_02330
OG0000363	Prbl.g_01955	Syat.g_02328
OG0000364	Prbl.g_01956	Syat.g_03122
OG0000365	Prbl.g_01965	Syat.g_02318
OG0000366	Prbl.g_01966	Syat.g_02317
OG0000367	Prbl.g_01967	Syat.g_02316
OG0000368	Prbl.g_01969	Syat.g_02314
OG0000369	Prbl.g_01970	Syat.g_02313
OG0000370	Prbl.g_01971	Syat.g_02312
OG0000371	Prbl.g_01980	Syat.g_02304
OG0000372	Prbl.g_01985	Syat.g_02298
OG0000373	Prbl.g_01986	Syat.g_02297
OG0000374	Prbl.g_01987	Syat.g_02296
OG0000375	Prbl.g_01988	Syat.g_02295
OG0000376	Prbl.g_01990	Syat.g_02293
OG0000377	Prbl.g_02244	Syat.g_02695
OG0000378	Prbl.g_02258	Syat.g_02715
OG0000379	Prbl.g_02274	Syat.g_02720
OG0000380	Prbl.g_00612	Syat.g_01468
OG0000381	Prbl.g_00607	Syat.g_01470
OG0000382	Prbl.g_00592	Syat.g_01488
OG0000383	Prbl.g_00590	Syat.g_01521
OG0000384	Prbl.g_00589	Syat.g_01522
OG0000385	Prbl.g_00588	Syat.g_01523
OG0000386	Prbl.g_00587	Syat.g_01524
OG0000387	Prbl.g_00561	Syat.g_01561
OG0000388	Prbl.g_00557	Syat.g_01565
OG0000389	Prbl.g_00553	Syat.g_01569
OG0000390	Prbl.g_01331	Syat.g_02945
OG0000391	Prbl.g_01326	Syat.g_02940
OG0000392	Prbl.g_01320	Syat.g_02934
OG0000393	Prbl.g_01315	Syat.g_02931
OG0000394	Prbl.g_01314	Syat.g_02930
OG0000395	Prbl.g_01313	Syat.g_02929
OG0000396	Prbl.g_00827	Syat.g_02927
OG0000397	Prbl.g_00825	Syat.g_02925
OG0000398	Prbl.g_00820	Syat.g_02920
OG0000399	Prbl.g_00819	Syat.g_02919
OG0000400	Prbl.g_00818	Syat.g_02918
OG0000401	Prbl.g_00817	Syat.g_02917
OG0000402	Prbl.g_00815	Syat.g_02915
OG0000403	Prbl.g_00814	Syat.g_02914
OG0000404	Prbl.g_00812	Syat.g_02913
OG0000405	Prbl.g_00305	Syat.g_02900
OG0000406	Prbl.g_00301	Syat.g_02896
OG0000407	Prbl.g_00300	Syat.g_02895
OG0000408	Prbl.g_00298	Syat.g_02893
OG0000409	Prbl.g_00296	Syat.g_02891
OG0000410	Prbl.g_00295	Syat.g_02890
OG0000411	Prbl.g_00294	Syat.g_02889
OG0000412	Prbl.g_00293	Syat.g_02888
OG0000413	Prbl.g_00291	Syat.g_02886
OG0000414	Prbl.g_00290	Syat.g_02885
OG0000415	Prbl.g_00289	Syat.g_02884
OG0000416	Prbl.g_00288	Syat.g_02883
OG0000417	Prbl.g_00287	Syat.g_02868
OG0000418	Prbl.g_00282	Syat.g_02863
OG0000419	Prbl.g_00280	Syat.g_02861
OG0000420	Prbl.g_00279	Syat.g_02859
OG0000421	Prbl.g_00275	Syat.g_02855
OG0000422	Prbl.g_00274	Syat.g_02854
OG0000423	Prbl.g_00273	Syat.g_02853
OG0000424	Prbl.g_00272	Syat.g_02852
OG0000425	Prbl.g_00271	Syat.g_02851
OG0000426	Prbl.g_00270	Syat.g_02850
OG0000427	Prbl.g_00269	Syat.g_02849
OG0000428	Prbl.g_02377	Syat.g_02846
OG0000429	Prbl.g_00066	Syat.g_02843
OG0000430	Prbl.g_00068	Syat.g_02841
OG0000431	Prbl.g_00072	Syat.g_02838
OG0000432	Prbl.g_00079	Syat.g_02832
OG0000433	Prbl.g_00082	Syat.g_02829
OG0000434	Prbl.g_00083	Syat.g_02828
OG0000435	Prbl.g_00086	Syat.g_02824
OG0000436	Prbl.g_00092	Syat.g_02817
OG0000437	Prbl.g_00093	Syat.g_02558
OG0000438	Prbl.g_00094	Syat.g_02813
OG0000439	Prbl.g_00096	Syat.g_02811
OG0000440	Prbl.g_00097	Syat.g_02810
OG0000441	Prbl.g_00104	Syat.g_02807
OG0000442	Prbl.g_00105	Syat.g_02797
OG0000443	Prbl.g_01283	Syat.g_02787
OG0000444	Prbl.g_00127	Syat.g_02756
OG0000445	Prbl.g_00126	Syat.g_02755
OG0000446	Prbl.g_00124	Syat.g_02753
OG0000447	Prbl.g_01244	Syat.g_02749
OG0000448	Prbl.g_01245	Syat.g_02748
OG0000449	Prbl.g_01246	Syat.g_02747
OG0000450	Prbl.g_01252	Syat.g_02738
OG0000451	Prbl.g_01253	Syat.g_02737
OG0000452	Prbl.g_01258	Syat.g_02732
OG0000453	Prbl.g_01259	Syat.g_02731
OG0000454	Prbl.g_01260	Syat.g_02730
OG0000455	Prbl.g_01261	Syat.g_02729
OG0000456	Prbl.g_01262	Syat.g_02728
OG0000457	Prbl.g_01264	Syat.g_02726
OG0000458	Prbl.g_01265	Syat.g_02725
OG0000459	Prbl.g_01266	Syat.g_02724
OG0000460	Prbl.g_01923	Syat.g_01450
OG0000461	Prbl.g_02679	Syat.g_01866
OG0000462	Prbl.g_02666	Syat.g_01868
OG0000463	Prbl.g_01516	Syat.g_01869
OG0000464	Prbl.g_01515	Syat.g_01870
OG0000465	Prbl.g_01513	Syat.g_01872
OG0000466	Prbl.g_01508	Syat.g_01877
OG0000467	Prbl.g_01506	Syat.g_01878
OG0000468	Prbl.g_01499	Syat.g_01884
OG0000469	Prbl.g_01486	Syat.g_02000
OG0000470	Prbl.g_01473	Syat.g_02038
OG0000471	Prbl.g_01472	Syat.g_02039
OG0000472	Prbl.g_01470	Syat.g_02041
OG0000473	Prbl.g_01468	Syat.g_02043
OG0000474	Prbl.g_01467	Syat.g_02044
OG0000475	Prbl.g_01466	Syat.g_02045
OG0000476	Prbl.g_01464	Syat.g_02047
OG0000477	Prbl.g_01459	Syat.g_02053
OG0000478	Prbl.g_01458	Syat.g_02054
OG0000479	Prbl.g_01457	Syat.g_02056
OG0000480	Prbl.g_01450	Syat.g_02063
OG0000481	Prbl.g_01448	Syat.g_02066
OG0000482	Prbl.g_01447	Syat.g_02067
OG0000483	Prbl.g_01443	Syat.g_02071
OG0000484	Prbl.g_01442	Syat.g_02072
OG0000485	Prbl.g_01441	Syat.g_02073
OG0000486	Prbl.g_01440	Syat.g_02074
OG0000487	Prbl.g_01435	Syat.g_02080
OG0000488	Prbl.g_01431	Syat.g_02086
OG0000489	Prbl.g_01420	Syat.g_02097
OG0000490	Prbl.g_01414	Syat.g_02106
OG0000491	Prbl.g_01413	Syat.g_02107
OG0000492	Prbl.g_00909	Syat.g_02110
OG0000493	Prbl.g_00908	Syat.g_02111
OG0000494	Prbl.g_00907	Syat.g_02112
OG0000495	Prbl.g_00906	Syat.g_02120
OG0000496	Prbl.g_00905	Syat.g_02121
OG0000497	Prbl.g_00904	Syat.g_02122
OG0000498	Prbl.g_00903	Syat.g_02123
OG0000499	Prbl.g_00902	Syat.g_02124
OG0000500	Prbl.g_00901	Syat.g_02125
OG0000501	Prbl.g_00898	Syat.g_02128
OG0000502	Prbl.g_00886	Syat.g_02135
OG0000503	Prbl.g_01201	Syat.g_01614
OG0000504	Prbl.g_01203	Syat.g_01612
OG0000505	Prbl.g_01204	Syat.g_01611
OG0000506	Prbl.g_01206	Syat.g_01609
OG0000507	Prbl.g_01210	Syat.g_01603
OG0000508	Prbl.g_01217	Syat.g_01596
OG0000509	Prbl.g_01219	Syat.g_01591
OG0000510	Prbl.g_01220	Syat.g_01590
OG0000511	Prbl.g_01221	Syat.g_01589
OG0000512	Prbl.g_01223	Syat.g_01587
OG0000513	Prbl.g_02678	Syat.g_02957
OG0000514	Prbl.g_00676	Syat.g_02962
OG0000515	Prbl.g_00675	Syat.g_02963
OG0000516	Prbl.g_00663	Syat.g_02965
OG0000517	Prbl.g_00653	Syat.g_02969
OG0000518	Prbl.g_00641	Syat.g_01286
OG0000519	Prbl.g_00640	Syat.g_01285
OG0000520	Prbl.g_00639	Syat.g_01284
OG0000521	Prbl.g_00625	Syat.g_01319
OG0000522	Prbl.g_00623	Syat.g_01317
OG0000523	Prbl.g_00622	Syat.g_01316
OG0000524	Prbl.g_01364	Syat.g_01409
OG0000525	Prbl.g_01348	Syat.g_01382
OG0000526	Prbl.g_01346	Syat.g_01380
OG0000527	Prbl.g_01342	Syat.g_01373
OG0000528	Prbl.g_00506	Syat.g_03167
OG0000529	Prbl.g_00512	Syat.g_03171
OG0000530	Prbl.g_00515	Syat.g_03174
OG0000531	Prbl.g_00516	Syat.g_03175
OG0000532	Prbl.g_00519	Syat.g_03178
OG0000533	Prbl.g_00521	Syat.g_03180
OG0000534	Prbl.g_00522	Syat.g_03181
OG0000535	Prbl.g_00523	Syat.g_03182
OG0000536	Prbl.g_00524	Syat.g_03183
OG0000537	Prbl.g_00525	Syat.g_03185
OG0000538	Prbl.g_00536	Syat.g_03204
OG0000539	Prbl.g_00806	Syat.g_03206
OG0000540	Prbl.g_00805	Syat.g_03207
OG0000541	Prbl.g_00804	Syat.g_03208
OG0000542	Prbl.g_00801	Syat.g_03213
OG0000543	Prbl.g_00799	Syat.g_03215
OG0000544	Prbl.g_00798	Syat.g_03216
OG0000545	Prbl.g_00797	Syat.g_03218
OG0000546	Prbl.g_00794	Syat.g_03220
OG0000547	Prbl.g_00792	Syat.g_03222
OG0000548	Prbl.g_00791	Syat.g_03223
OG0000549	Prbl.g_00785	Syat.g_01795
OG0000550	Prbl.g_00780	Syat.g_01107
OG0000551	Prbl.g_00776	Syat.g_01103
OG0000552	Prbl.g_00775	Syat.g_01102
OG0000553	Prbl.g_00770	Syat.g_01098
OG0000554	Prbl.g_00765	Syat.g_03271
OG0000555	Prbl.g_00747	Syat.g_00093
OG0000556	Prbl.g_02645	Syat.g_00088
OG0000557	Prbl.g_01878	Syat.g_00083
OG0000558	Prbl.g_01881	Syat.g_00081
OG0000559	Prbl.g_01885	Syat.g_00077
OG0000560	Prbl.g_01888	Syat.g_00074
OG0000561	Prbl.g_01889	Syat.g_00073
OG0000562	Prbl.g_01890	Syat.g_00072
OG0000563	Prbl.g_01891	Syat.g_00071
OG0000564	Prbl.g_01892	Syat.g_00070
OG0000565	Prbl.g_01895	Syat.g_00067
OG0000566	Prbl.g_01899	Syat.g_00063
OG0000567	Prbl.g_01903	Syat.g_00059
OG0000568	Prbl.g_01905	Syat.g_00057
OG0000569	Prbl.g_01801	Syat.g_00056
OG0000570	Prbl.g_01800	Syat.g_00055
OG0000571	Prbl.g_01797	Syat.g_00052
OG0000572	Prbl.g_01781	Syat.g_00033
OG0000573	Prbl.g_01774	Syat.g_00024
OG0000574	Prbl.g_01773	Syat.g_00023
OG0000575	Prbl.g_01764	Syat.g_00018
OG0000576	Prbl.g_01762	Syat.g_00014
OG0000577	Prbl.g_01761	Syat.g_00013
OG0000578	Prbl.g_01760	Syat.g_00012
