Orthogroup	Prbl	Syas
OG0000073	Prbl.g_00533	Syas.g_01230
OG0000075	Prbl.g_00855	Syas.g_01921, Syas.g_02194
OG0000076	Prbl.g_01285	Syas.g_02156
OG0000077	Prbl.g_00631	Syas.g_02510
OG0000078	Prbl.g_00193	Syas.g_02308
OG0000079	Prbl.g_01505	Syas.g_01699
OG0000081	Prbl.g_01036, Prbl.g_00032	Syas.g_00391
OG0000082	Prbl.g_01783	Syas.g_00837
OG0000085	Prbl.g_00405	Syas.g_02695
OG0000086	Prbl.g_00583	Syas.g_02470
OG0000087	Prbl.g_00810	Syas.g_02374
OG0000089	Prbl.g_02674	Syas.g_01512
OG0000090	Prbl.g_00766	Syas.g_00062
OG0000091	Prbl.g_01647	Syas.g_00907, Syas.g_00146
OG0000094	Prbl.g_02209	Syas.g_01716
OG0000095	Prbl.g_00927	Syas.g_01021
OG0000098	Prbl.g_00722	Syas.g_00091
OG0000099	Prbl.g_00893	Syas.g_01826
OG0000100	Prbl.g_01914, Prbl.g_02305	Syas.g_00567
OG0000101	Prbl.g_01126	Syas.g_01589
OG0000102	Prbl.g_02636	Syas.g_02152, Syas.g_01395
OG0000103	Prbl.g_02139	Syas.g_02009
OG0000104	Prbl.g_02125	Syas.g_02027, Syas.g_02026
OG0000105	Prbl.g_01461	Syas.g_01739
OG0000106	Prbl.g_00411	Syas.g_01451
OG0000107	Prbl.g_02681	Syas.g_01669
OG0000108	Prbl.g_00511	Syas.g_01253
OG0000109	Prbl.g_00527	Syas.g_01236
OG0000110	Prbl.g_01795	Syas.g_00818
OG0000111	Prbl.g_00026	Syas.g_01037
OG0000112	Prbl.g_02470	Syas.g_00452
OG0000113	Prbl.g_02310	Syas.g_00571
OG0000114	Prbl.g_02407	Syas.g_00674
OG0000115	Prbl.g_00687	Syas.g_02548, Syas.g_01285
OG0000116	Prbl.g_02069	Syas.g_01198, Syas.g_00317
OG0000117	Prbl.g_01384	Syas.g_01122
OG0000118	Prbl.g_01736	Syas.g_02835
OG0000120	Prbl.g_00892	Syas.g_01828
OG0000121	Prbl.g_00234, Prbl.g_00240	Syas.g_02821
OG0000122	Prbl.g_01808	Syas.g_00393
OG0000123	Prbl.g_01135	Syas.g_01582
OG0000124	Prbl.g_02054	Syas.g_02137
OG0000125	Prbl.g_02231	Syas.g_01889
OG0000126	Prbl.g_02127	Syas.g_01992
OG0000128	Prbl.g_02109	Syas.g_02046
OG0000129	Prbl.g_02243	Syas.g_01880
OG0000130	Prbl.g_00608	Syas.g_02522
OG0000131	Prbl.g_00303	Syas.g_02367
OG0000132	Prbl.g_00283	Syas.g_02334
OG0000133	Prbl.g_00897	Syas.g_00457
OG0000134	Prbl.g_02677	Syas.g_01509
OG0000135	Prbl.g_02190	Syas.g_01938
OG0000136	Prbl.g_00647	Syas.g_02740
OG0000137	Prbl.g_01340	Syas.g_01333
OG0000138	Prbl.g_00528	Syas.g_01235
OG0000140	Prbl.g_00754	Syas.g_00090
OG0000141	Prbl.g_01751	Syas.g_00875
OG0000142	Prbl.g_01639	Syas.g_00746
OG0000143	Prbl.g_01643	Syas.g_00742
OG0000144	Prbl.g_01042	Syas.g_00718
OG0000145	Prbl.g_00534	Syas.g_00948
OG0000146	Prbl.g_02469	Syas.g_00451
OG0000147	Prbl.g_02468	Syas.g_00450
OG0000148	Prbl.g_02316	Syas.g_00577
OG0000149	Prbl.g_01552	Syas.g_00282
OG0000150	Prbl.g_01576	Syas.g_00874
OG0000151	Prbl.g_02386	Syas.g_00148, Syas.g_00659
OG0000152	Prbl.g_02478	Syas.g_00461
OG0000153	Prbl.g_02505	Syas.g_00543
OG0000154	Prbl.g_02532	Syas.g_00219
OG0000155	Prbl.g_00185	Syas.g_01131
OG0000156	Prbl.g_00115	Syas.g_01206
OG0000157	Prbl.g_00114	Syas.g_01207
OG0000158	Prbl.g_00843	Syas.g_02185
OG0000160	Prbl.g_00241	Syas.g_02820
OG0000161	Prbl.g_00227	Syas.g_02826
OG0000162	Prbl.g_00221	Syas.g_02751
OG0000163	Prbl.g_00452	Syas.g_01488
OG0000164	Prbl.g_00365	Syas.g_02648
OG0000165	Prbl.g_00356	Syas.g_02609
OG0000166	Prbl.g_00962	Syas.g_01629
OG0000167	Prbl.g_00857	Syas.g_01449
OG0000168	Prbl.g_00842	Syas.g_02184
OG0000169	Prbl.g_01302	Syas.g_02170
OG0000170	Prbl.g_01290	Syas.g_02161
OG0000171	Prbl.g_02055	Syas.g_02139
OG0000172	Prbl.g_02021	Syas.g_02110
OG0000173	Prbl.g_02000	Syas.g_02092
OG0000174	Prbl.g_02188	Syas.g_01940
OG0000175	Prbl.g_02150	Syas.g_01994
OG0000176	Prbl.g_02117	Syas.g_02038
OG0000177	Prbl.g_02116	Syas.g_02039
OG0000178	Prbl.g_02115	Syas.g_02040
OG0000179	Prbl.g_01961	Syas.g_02054
OG0000180	Prbl.g_01962	Syas.g_02055
OG0000181	Prbl.g_01963	Syas.g_02056
OG0000182	Prbl.g_01964	Syas.g_02057
OG0000183	Prbl.g_01968	Syas.g_02061
OG0000184	Prbl.g_02251	Syas.g_01872
OG0000185	Prbl.g_02273	Syas.g_01861
OG0000186	Prbl.g_00614	Syas.g_02525
OG0000187	Prbl.g_00613	Syas.g_02524
OG0000188	Prbl.g_00591	Syas.g_02502
OG0000189	Prbl.g_00565	Syas.g_02432
OG0000190	Prbl.g_00563	Syas.g_00133
OG0000191	Prbl.g_01325	Syas.g_02400
OG0000192	Prbl.g_01316	Syas.g_02395
OG0000193	Prbl.g_00302	Syas.g_02366
OG0000194	Prbl.g_00299	Syas.g_02363
OG0000196	Prbl.g_00286	Syas.g_02337
OG0000197	Prbl.g_00285	Syas.g_02336
OG0000198	Prbl.g_00284	Syas.g_02335
OG0000199	Prbl.g_00277	Syas.g_02327
OG0000200	Prbl.g_00069	Syas.g_02298
OG0000201	Prbl.g_00088	Syas.g_02279
OG0000202	Prbl.g_00089	Syas.g_02278
OG0000203	Prbl.g_00090	Syas.g_02277
OG0000204	Prbl.g_00091	Syas.g_02276
OG0000205	Prbl.g_00098	Syas.g_02267
OG0000206	Prbl.g_01282	Syas.g_02240
OG0000207	Prbl.g_00130	Syas.g_02237
OG0000208	Prbl.g_00129	Syas.g_02236
OG0000209	Prbl.g_01256	Syas.g_01837
OG0000210	Prbl.g_01257	Syas.g_01838
OG0000211	Prbl.g_01922	Syas.g_02552
OG0000212	Prbl.g_00192	Syas.g_02562
OG0000213	Prbl.g_01496	Syas.g_01707
OG0000214	Prbl.g_01469	Syas.g_01730
OG0000215	Prbl.g_01439	Syas.g_01766
OG0000216	Prbl.g_01436	Syas.g_01770
OG0000217	Prbl.g_01432	Syas.g_01778
OG0000218	Prbl.g_01428	Syas.g_01780
OG0000219	Prbl.g_01427	Syas.g_01783
OG0000220	Prbl.g_01426	Syas.g_01784
OG0000221	Prbl.g_01421	Syas.g_01785
OG0000222	Prbl.g_00911	Syas.g_01804
OG0000223	Prbl.g_00888	Syas.g_02221
OG0000224	Prbl.g_00877	Syas.g_02215
OG0000225	Prbl.g_01218	Syas.g_01522
OG0000226	Prbl.g_01222	Syas.g_01518
OG0000227	Prbl.g_01224	Syas.g_01516
OG0000228	Prbl.g_02673	Syas.g_01513
OG0000229	Prbl.g_00652	Syas.g_01497
OG0000230	Prbl.g_00650	Syas.g_01495
OG0000231	Prbl.g_00635	Syas.g_02749
OG0000232	Prbl.g_00619	Syas.g_01276
OG0000233	Prbl.g_01360	Syas.g_01352
OG0000234	Prbl.g_01339	Syas.g_01331
OG0000235	Prbl.g_00510	Syas.g_01254
OG0000236	Prbl.g_00526	Syas.g_01237
OG0000237	Prbl.g_00800	Syas.g_01220
OG0000238	Prbl.g_00795	Syas.g_01215
OG0000239	Prbl.g_00779	Syas.g_00012
OG0000240	Prbl.g_00778	Syas.g_00013
OG0000241	Prbl.g_01526	Syas.g_00754
OG0000242	Prbl.g_00768	Syas.g_00059
OG0000243	Prbl.g_02647	Syas.g_00777
OG0000244	Prbl.g_01879	Syas.g_00784
OG0000245	Prbl.g_01882	Syas.g_00786
OG0000246	Prbl.g_01886	Syas.g_00790
OG0000247	Prbl.g_01897	Syas.g_00802
OG0000248	Prbl.g_01900	Syas.g_00805
OG0000249	Prbl.g_01902	Syas.g_00807
OG0000250	Prbl.g_01799	Syas.g_00814
OG0000251	Prbl.g_01775	Syas.g_00845
OG0000252	Prbl.g_01772	Syas.g_00950
OG0000253	Prbl.g_01766	Syas.g_00846
OG0000254	Prbl.g_01747	Syas.g_00869
OG0000255	Prbl.g_01612	Syas.g_00132, Syas.g_01062
OG0000256	Prbl.g_01626	Syas.g_00104
OG0000257	Prbl.g_01632	Syas.g_00757
OG0000258	Prbl.g_01655	Syas.g_00733
OG0000259	Prbl.g_01406	Syas.g_00708, Syas.g_01006
OG0000260	Prbl.g_01403	Syas.g_00705
OG0000261	Prbl.g_01400	Syas.g_00701
OG0000262	Prbl.g_01395	Syas.g_00695
OG0000263	Prbl.g_01242	Syas.g_01103
OG0000264	Prbl.g_01859	Syas.g_02588
OG0000266	Prbl.g_02556	Syas.g_00186
OG0000267	Prbl.g_02431	Syas.g_00377
OG0000268	Prbl.g_02432	Syas.g_00390
OG0000269	Prbl.g_02340	Syas.g_00601
OG0000270	Prbl.g_02337	Syas.g_00598
OG0000271	Prbl.g_02329	Syas.g_00590
OG0000272	Prbl.g_02328	Syas.g_00589
OG0000273	Prbl.g_01534	Syas.g_00563
OG0000274	Prbl.g_01535	Syas.g_00562
OG0000275	Prbl.g_01538	Syas.g_00230
OG0000276	Prbl.g_01544	Syas.g_00237
OG0000277	Prbl.g_01545	Syas.g_00238
OG0000278	Prbl.g_01548	Syas.g_00241
OG0000279	Prbl.g_01556	Syas.g_00288
OG0000280	Prbl.g_01562	Syas.g_00889, Syas.g_00481
OG0000281	Prbl.g_01577	Syas.g_00970
OG0000282	Prbl.g_02405	Syas.g_00672
OG0000283	Prbl.g_02443	Syas.g_00409
OG0000284	Prbl.g_02449	Syas.g_00416
OG0000285	Prbl.g_01688	Syas.g_00436
OG0000286	Prbl.g_02477	Syas.g_00460
OG0000287	Prbl.g_02608	Syas.g_00534
OG0000288	Prbl.g_02531	Syas.g_00220
OG0000289	Prbl.g_02544	Syas.g_00205
OG0000290	Prbl.g_00930	Syas.g_01016
OG0000292	Prbl.g_02128	Syas.g_02020
OG0000293	Prbl.g_02071	Syas.g_01197
OG0000294	Prbl.g_02072	Syas.g_01196
OG0000295	Prbl.g_00178	Syas.g_01139
OG0000296	Prbl.g_00180	Syas.g_01137
OG0000298	Prbl.g_01383	Syas.g_01123
OG0000299	Prbl.g_01372	Syas.g_01087
OG0000300	Prbl.g_02582	Syas.g_01082
OG0000301	Prbl.g_02583	Syas.g_01081
OG0000302	Prbl.g_02586	Syas.g_01080
OG0000303	Prbl.g_00187	Syas.g_01071
OG0000304	Prbl.g_01102	Syas.g_01066
OG0000305	Prbl.g_00926	Syas.g_01023
OG0000306	Prbl.g_01586	Syas.g_01929
OG0000307	Prbl.g_00494	Syas.g_01270
OG0000308	Prbl.g_00492	Syas.g_01272
OG0000309	Prbl.g_00488	Syas.g_01364
OG0000310	Prbl.g_00160	Syas.g_02796
OG0000311	Prbl.g_00258	Syas.g_02799
OG0000312	Prbl.g_00254	Syas.g_02804
OG0000313	Prbl.g_00230	Syas.g_02823
OG0000315	Prbl.g_00709	Syas.g_01306
OG0000316	Prbl.g_00441	Syas.g_02728
OG0000317	Prbl.g_00399	Syas.g_02687
OG0000318	Prbl.g_00393	Syas.g_02680
OG0000319	Prbl.g_00376	Syas.g_02663
OG0000320	Prbl.g_00374	Syas.g_02661
OG0000321	Prbl.g_00373	Syas.g_02660
OG0000322	Prbl.g_00372	Syas.g_02659
OG0000323	Prbl.g_00361	Syas.g_02646, Syas.g_00159
OG0000324	Prbl.g_00332	Syas.g_02578
OG0000325	Prbl.g_02683	Syas.g_01668
OG0000326	Prbl.g_01059	Syas.g_01661
OG0000327	Prbl.g_00957	Syas.g_01634
OG0000328	Prbl.g_00958	Syas.g_01633
OG0000329	Prbl.g_00975	Syas.g_01615
OG0000330	Prbl.g_00976	Syas.g_01614
OG0000331	Prbl.g_00977	Syas.g_01613
OG0000332	Prbl.g_00992	Syas.g_01598
OG0000333	Prbl.g_00994	Syas.g_01595
OG0000334	Prbl.g_01131	Syas.g_01586
OG0000335	Prbl.g_01136	Syas.g_01581
OG0000336	Prbl.g_01140	Syas.g_01577
OG0000337	Prbl.g_00863	Syas.g_02211
OG0000338	Prbl.g_00859	Syas.g_02199
OG0000339	Prbl.g_00853	Syas.g_02192
OG0000340	Prbl.g_00841	Syas.g_02183
OG0000341	Prbl.g_00839	Syas.g_02181
OG0000342	Prbl.g_00838	Syas.g_02180
OG0000343	Prbl.g_01307	Syas.g_02176
OG0000344	Prbl.g_01304	Syas.g_02172
OG0000345	Prbl.g_01289	Syas.g_02160
OG0000346	Prbl.g_01284	Syas.g_02155
OG0000347	Prbl.g_02053	Syas.g_02136
OG0000348	Prbl.g_02016	Syas.g_02107
OG0000349	Prbl.g_01992	Syas.g_02085
OG0000350	Prbl.g_02195	Syas.g_01654
OG0000351	Prbl.g_02147	Syas.g_01998
OG0000352	Prbl.g_02146	Syas.g_01999
OG0000353	Prbl.g_02122	Syas.g_02033
OG0000354	Prbl.g_00789	Syas.g_01209
OG0000354	Prbl.g_01959	Syas.g_02052
OG0000355	Prbl.g_02120	Syas.g_02035
OG0000356	Prbl.g_02119	Syas.g_02036
OG0000357	Prbl.g_02118	Syas.g_02037
OG0000358	Prbl.g_02114	Syas.g_02041
OG0000359	Prbl.g_02112	Syas.g_02043
OG0000360	Prbl.g_02111	Syas.g_02044
OG0000361	Prbl.g_02110	Syas.g_02045
OG0000362	Prbl.g_02108	Syas.g_02047
OG0000363	Prbl.g_01955	Syas.g_02049
OG0000364	Prbl.g_01956	Syas.g_02685
OG0000365	Prbl.g_01965	Syas.g_02058
OG0000366	Prbl.g_01966	Syas.g_02059
OG0000368	Prbl.g_01969	Syas.g_02062
OG0000369	Prbl.g_01970	Syas.g_02063
OG0000370	Prbl.g_01971	Syas.g_02064
OG0000371	Prbl.g_01980	Syas.g_02073
OG0000372	Prbl.g_01985	Syas.g_02078
OG0000373	Prbl.g_01986	Syas.g_02079
OG0000374	Prbl.g_01987	Syas.g_02080
OG0000375	Prbl.g_01988	Syas.g_02081
OG0000376	Prbl.g_01990	Syas.g_02083
OG0000377	Prbl.g_02244	Syas.g_01879
OG0000378	Prbl.g_02258	Syas.g_01867
OG0000379	Prbl.g_02274	Syas.g_01859
OG0000380	Prbl.g_00612	Syas.g_02523
OG0000381	Prbl.g_00607	Syas.g_02521
OG0000382	Prbl.g_00592	Syas.g_02503
OG0000383	Prbl.g_00590	Syas.g_02480
OG0000384	Prbl.g_00589	Syas.g_02479
OG0000385	Prbl.g_00588	Syas.g_02478
OG0000386	Prbl.g_00587	Syas.g_02477
OG0000387	Prbl.g_00561	Syas.g_00134
OG0000388	Prbl.g_00557	Syas.g_02426
OG0000389	Prbl.g_00553	Syas.g_02422
OG0000390	Prbl.g_01331	Syas.g_02406
OG0000391	Prbl.g_01326	Syas.g_02401
OG0000392	Prbl.g_01320	Syas.g_02396
OG0000393	Prbl.g_01315	Syas.g_02394
OG0000394	Prbl.g_01314	Syas.g_02393
OG0000395	Prbl.g_01313	Syas.g_02392
OG0000396	Prbl.g_00827	Syas.g_02389
OG0000397	Prbl.g_00825	Syas.g_02387
OG0000398	Prbl.g_00820	Syas.g_02382
OG0000399	Prbl.g_00819	Syas.g_02381
OG0000400	Prbl.g_00818	Syas.g_02380
OG0000401	Prbl.g_00817	Syas.g_02379
OG0000402	Prbl.g_00815	Syas.g_02377
OG0000403	Prbl.g_00814	Syas.g_02376
OG0000404	Prbl.g_00812	Syas.g_02375
OG0000405	Prbl.g_00305	Syas.g_02369
OG0000406	Prbl.g_00301	Syas.g_02365
OG0000407	Prbl.g_00300	Syas.g_02364
OG0000408	Prbl.g_00298	Syas.g_02361
OG0000409	Prbl.g_00296	Syas.g_02359
OG0000410	Prbl.g_00295	Syas.g_02358
OG0000411	Prbl.g_00294	Syas.g_02357
OG0000412	Prbl.g_00293	Syas.g_02356
OG0000413	Prbl.g_00291	Syas.g_02354
OG0000414	Prbl.g_00290	Syas.g_02353
OG0000415	Prbl.g_00289	Syas.g_02352
OG0000416	Prbl.g_00288	Syas.g_02351
OG0000417	Prbl.g_00287	Syas.g_02338
OG0000418	Prbl.g_00282	Syas.g_02333
OG0000419	Prbl.g_00280	Syas.g_02331
OG0000420	Prbl.g_00279	Syas.g_02329
OG0000421	Prbl.g_00275	Syas.g_02324
OG0000422	Prbl.g_00274	Syas.g_02323
OG0000423	Prbl.g_00273	Syas.g_02322
OG0000424	Prbl.g_00272	Syas.g_02321
OG0000425	Prbl.g_00271	Syas.g_02320
OG0000426	Prbl.g_00270	Syas.g_02319
OG0000427	Prbl.g_00269	Syas.g_02318
OG0000428	Prbl.g_02377	Syas.g_02315
OG0000429	Prbl.g_00066	Syas.g_02312
OG0000430	Prbl.g_00068	Syas.g_02311
OG0000431	Prbl.g_00072	Syas.g_02296
OG0000432	Prbl.g_00079	Syas.g_02288
OG0000433	Prbl.g_00082	Syas.g_02286
OG0000434	Prbl.g_00083	Syas.g_02285
OG0000435	Prbl.g_00086	Syas.g_02282
OG0000436	Prbl.g_00092	Syas.g_02273
OG0000437	Prbl.g_00093	Syas.g_02272
OG0000438	Prbl.g_00094	Syas.g_02271
OG0000439	Prbl.g_00096	Syas.g_02269
OG0000440	Prbl.g_00097	Syas.g_02268
OG0000441	Prbl.g_00104	Syas.g_02265
OG0000442	Prbl.g_00105	Syas.g_02259
OG0000443	Prbl.g_01283	Syas.g_02241
OG0000444	Prbl.g_00127	Syas.g_02234
OG0000445	Prbl.g_00126	Syas.g_02233
OG0000446	Prbl.g_00124	Syas.g_02231
OG0000447	Prbl.g_01244	Syas.g_02229
OG0000448	Prbl.g_01245	Syas.g_02228
OG0000449	Prbl.g_01246	Syas.g_02226
OG0000450	Prbl.g_01252	Syas.g_01834
OG0000451	Prbl.g_01253	Syas.g_01835
OG0000452	Prbl.g_01258	Syas.g_01844
OG0000453	Prbl.g_01259	Syas.g_01845
OG0000454	Prbl.g_01260	Syas.g_01846
OG0000455	Prbl.g_01261	Syas.g_01847
OG0000456	Prbl.g_01262	Syas.g_01848
OG0000457	Prbl.g_01264	Syas.g_01850
OG0000458	Prbl.g_01265	Syas.g_01851
OG0000459	Prbl.g_01266	Syas.g_01852
OG0000460	Prbl.g_01923	Syas.g_02554
OG0000461	Prbl.g_02679	Syas.g_01686
OG0000462	Prbl.g_02666	Syas.g_01688
OG0000463	Prbl.g_01516	Syas.g_01689
OG0000464	Prbl.g_01515	Syas.g_01690
OG0000465	Prbl.g_01513	Syas.g_01692
OG0000466	Prbl.g_01508	Syas.g_01697
OG0000467	Prbl.g_01506	Syas.g_01698
OG0000468	Prbl.g_01499	Syas.g_01703
OG0000469	Prbl.g_01486	Syas.g_01725
OG0000470	Prbl.g_01473	Syas.g_01727
OG0000471	Prbl.g_01472	Syas.g_01728
OG0000472	Prbl.g_01470	Syas.g_01729
OG0000473	Prbl.g_01468	Syas.g_01731
OG0000474	Prbl.g_01467	Syas.g_01732
OG0000475	Prbl.g_01466	Syas.g_01733
OG0000476	Prbl.g_01464	Syas.g_01735
OG0000477	Prbl.g_01459	Syas.g_01740
OG0000478	Prbl.g_01458	Syas.g_01741
OG0000479	Prbl.g_01457	Syas.g_01749
OG0000480	Prbl.g_01450	Syas.g_01756
OG0000481	Prbl.g_01448	Syas.g_00161, Syas.g_00162
OG0000482	Prbl.g_01447	Syas.g_01758
OG0000483	Prbl.g_01443	Syas.g_01762
OG0000484	Prbl.g_01442	Syas.g_01763
OG0000485	Prbl.g_01441	Syas.g_01764
OG0000486	Prbl.g_01440	Syas.g_01765
OG0000487	Prbl.g_01435	Syas.g_01771
OG0000488	Prbl.g_01431	Syas.g_01779
OG0000489	Prbl.g_01420	Syas.g_01823
OG0000490	Prbl.g_01414	Syas.g_01808
OG0000491	Prbl.g_01413	Syas.g_01806
OG0000492	Prbl.g_00909	Syas.g_01803
OG0000493	Prbl.g_00908	Syas.g_01802
OG0000494	Prbl.g_00907	Syas.g_01801
OG0000495	Prbl.g_00906	Syas.g_01799
OG0000496	Prbl.g_00905	Syas.g_01798
OG0000497	Prbl.g_00904	Syas.g_01797
OG0000498	Prbl.g_00903	Syas.g_01796
OG0000499	Prbl.g_00902	Syas.g_01795
OG0000500	Prbl.g_00901	Syas.g_01794
OG0000501	Prbl.g_00898	Syas.g_01791
OG0000502	Prbl.g_00886	Syas.g_02216
OG0000503	Prbl.g_01201	Syas.g_01541
OG0000504	Prbl.g_01203	Syas.g_01539
OG0000505	Prbl.g_01204	Syas.g_01538
OG0000506	Prbl.g_01206	Syas.g_01536
OG0000507	Prbl.g_01210	Syas.g_01530
OG0000508	Prbl.g_01217	Syas.g_01523
OG0000509	Prbl.g_01219	Syas.g_01521
OG0000510	Prbl.g_01220	Syas.g_01520
OG0000511	Prbl.g_01221	Syas.g_01519
OG0000512	Prbl.g_01223	Syas.g_01517
OG0000513	Prbl.g_02678	Syas.g_01508
OG0000514	Prbl.g_00676	Syas.g_01504
OG0000515	Prbl.g_00675	Syas.g_01503
OG0000516	Prbl.g_00663	Syas.g_01501
OG0000517	Prbl.g_00653	Syas.g_01498
OG0000518	Prbl.g_00641	Syas.g_00360, Syas.g_02746
OG0000519	Prbl.g_00640	Syas.g_02747
OG0000520	Prbl.g_00639	Syas.g_02748
OG0000521	Prbl.g_00625	Syas.g_01281
OG0000522	Prbl.g_00623	Syas.g_01279
OG0000523	Prbl.g_00622	Syas.g_01278
OG0000524	Prbl.g_01364	Syas.g_01354
OG0000525	Prbl.g_01348	Syas.g_01342
OG0000526	Prbl.g_01346	Syas.g_01340
OG0000527	Prbl.g_01342	Syas.g_01335
OG0000528	Prbl.g_00506	Syas.g_01256
OG0000529	Prbl.g_00512	Syas.g_01252
OG0000530	Prbl.g_00515	Syas.g_01249
OG0000531	Prbl.g_00516	Syas.g_01248
OG0000532	Prbl.g_00519	Syas.g_01245
OG0000533	Prbl.g_00521	Syas.g_01243
OG0000534	Prbl.g_00522	Syas.g_01242
OG0000535	Prbl.g_00523	Syas.g_01241
OG0000536	Prbl.g_00524	Syas.g_01240
OG0000537	Prbl.g_00525	Syas.g_01238
OG0000538	Prbl.g_00536	Syas.g_01228
OG0000539	Prbl.g_00806	Syas.g_01227
OG0000540	Prbl.g_00805	Syas.g_01226
OG0000541	Prbl.g_00804	Syas.g_01225
OG0000542	Prbl.g_00801	Syas.g_01221
OG0000543	Prbl.g_00799	Syas.g_01219
OG0000544	Prbl.g_00798	Syas.g_01218
OG0000545	Prbl.g_00797	Syas.g_01216
OG0000546	Prbl.g_00794	Syas.g_01214
OG0000547	Prbl.g_00792	Syas.g_01212
OG0000548	Prbl.g_00791	Syas.g_01211
OG0000549	Prbl.g_00785	Syas.g_00005
OG0000550	Prbl.g_00780	Syas.g_00010
OG0000551	Prbl.g_00776	Syas.g_00015
OG0000552	Prbl.g_00775	Syas.g_00016
OG0000553	Prbl.g_00770	Syas.g_00019
OG0000554	Prbl.g_00765	Syas.g_00063
OG0000555	Prbl.g_00747	Syas.g_00775
OG0000556	Prbl.g_02645	Syas.g_00781
OG0000557	Prbl.g_01878	Syas.g_00783
OG0000558	Prbl.g_01881	Syas.g_00785
OG0000559	Prbl.g_01885	Syas.g_00789
OG0000560	Prbl.g_01888	Syas.g_00792
OG0000561	Prbl.g_01889	Syas.g_00793
OG0000562	Prbl.g_01890	Syas.g_00794
OG0000563	Prbl.g_01891	Syas.g_00795
OG0000564	Prbl.g_01892	Syas.g_00796
OG0000565	Prbl.g_01895	Syas.g_00800
OG0000566	Prbl.g_01899	Syas.g_00804
OG0000567	Prbl.g_01903	Syas.g_00808
OG0000568	Prbl.g_01905	Syas.g_00810
OG0000569	Prbl.g_01801	Syas.g_00811
OG0000570	Prbl.g_01800	Syas.g_00812
OG0000571	Prbl.g_01797	Syas.g_00815
OG0000572	Prbl.g_01781	Syas.g_00839
OG0000573	Prbl.g_01774	Syas.g_00952
OG0000574	Prbl.g_01773	Syas.g_00951
OG0000575	Prbl.g_01764	Syas.g_00848
OG0000576	Prbl.g_01762	Syas.g_00850
OG0000577	Prbl.g_01761	Syas.g_00851
OG0000578	Prbl.g_01760	Syas.g_00852
OG0000579	Prbl.g_01759	Syas.g_00853
OG0000580	Prbl.g_01758	Syas.g_00854
OG0000581	Prbl.g_01754	Syas.g_00861
