Orthogroup	Prbl	Syal
OG0000057	Prbl.g_00025	Syal.g_01812
OG0000059	Prbl.g_00836	Syal.g_00225
OG0000060	Prbl.g_00508	Syal.g_02895
OG0000061	Prbl.g_02084	Syal.g_01653
OG0000062	Prbl.g_00417	Syal.g_00567, Syal.g_02113
OG0000063	Prbl.g_01981	Syal.g_00136
OG0000065	Prbl.g_00552	Syal.g_00820, Syal.g_02528
OG0000066	Prbl.g_00752	Syal.g_02828
OG0000067	Prbl.g_02335	Syal.g_02414
OG0000068	Prbl.g_00502	Syal.g_02888
OG0000070	Prbl.g_00634	Syal.g_00509
OG0000071	Prbl.g_01722	Syal.g_01601
OG0000072	Prbl.g_00276	Syal.g_00914
OG0000073	Prbl.g_00533	Syal.g_02920
OG0000075	Prbl.g_00855	Syal.g_01350
OG0000076	Prbl.g_01285	Syal.g_01459
OG0000077	Prbl.g_00596	Syal.g_00763
OG0000077	Prbl.g_00631	Syal.g_00506
OG0000078	Prbl.g_00193	Syal.g_00680
OG0000079	Prbl.g_01505	Syal.g_01213
OG0000081	Prbl.g_01036, Prbl.g_00032	Syal.g_02555
OG0000082	Prbl.g_01783	Syal.g_02769
OG0000084	Prbl.g_00246	Syal.g_00023
OG0000085	Prbl.g_00405	Syal.g_00575
OG0000086	Prbl.g_00583	Syal.g_00784
OG0000087	Prbl.g_00810	Syal.g_00871
OG0000088	Prbl.g_01838, Prbl.g_00281	Syal.g_00908
OG0000089	Prbl.g_02674	Syal.g_00555
OG0000090	Prbl.g_00766	Syal.g_02838
OG0000091	Prbl.g_01647	Syal.g_02628
OG0000093	Prbl.g_02359	Syal.g_02233
OG0000095	Prbl.g_00927	Syal.g_01823
OG0000097	Prbl.g_02579	Syal.g_01735
OG0000098	Prbl.g_00722	Syal.g_02196
OG0000099	Prbl.g_00893	Syal.g_01323
OG0000100	Prbl.g_01914, Prbl.g_02305	Syal.g_02448
OG0000101	Prbl.g_01000	Syal.g_00275
OG0000102	Prbl.g_02636	Syal.g_01488
OG0000103	Prbl.g_02139	Syal.g_01897, Syal.g_00077
OG0000104	Prbl.g_02125	Syal.g_00092
OG0000105	Prbl.g_01461	Syal.g_01255
OG0000106	Prbl.g_00411	Syal.g_02577
OG0000107	Prbl.g_02681	Syal.g_00194
OG0000108	Prbl.g_00511	Syal.g_02897
OG0000109	Prbl.g_00527	Syal.g_02913
OG0000110	Prbl.g_01795	Syal.g_02782
OG0000111	Prbl.g_00026	Syal.g_01813
OG0000112	Prbl.g_02470	Syal.g_02000
OG0000113	Prbl.g_02310	Syal.g_02443
OG0000114	Prbl.g_02407	Syal.g_02286
OG0000115	Prbl.g_00687	Syal.g_00404
OG0000116	Prbl.g_02069	Syal.g_01630
OG0000117	Prbl.g_01384	Syal.g_01704
OG0000118	Prbl.g_01736	Syal.g_01583
OG0000119	Prbl.g_00007, Prbl.g_00046	Syal.g_02056
OG0000120	Prbl.g_00892	Syal.g_01324
OG0000121	Prbl.g_00234, Prbl.g_00240	Syal.g_00374
OG0000122	Prbl.g_01808	Syal.g_02602
OG0000123	Prbl.g_01135	Syal.g_00283
OG0000124	Prbl.g_02054	Syal.g_01519
OG0000125	Prbl.g_02231	Syal.g_01075
OG0000126	Prbl.g_02127	Syal.g_00090
OG0000128	Prbl.g_02109	Syal.g_00109
OG0000129	Prbl.g_02243	Syal.g_01062
OG0000130	Prbl.g_00608	Syal.g_00751
OG0000131	Prbl.g_00303	Syal.g_00886
OG0000132	Prbl.g_00283	Syal.g_00906
OG0000133	Prbl.g_00897	Syal.g_01995
OG0000134	Prbl.g_02677	Syal.g_00552
OG0000135	Prbl.g_02190	Syal.g_01119
OG0000136	Prbl.g_00647	Syal.g_00520
OG0000137	Prbl.g_01340	Syal.g_00463
OG0000138	Prbl.g_00528	Syal.g_02914
OG0000139	Prbl.g_00760	Syal.g_02832
OG0000140	Prbl.g_00754	Syal.g_02830
OG0000141	Prbl.g_01751	Syal.g_02738
OG0000142	Prbl.g_01639	Syal.g_02636
OG0000143	Prbl.g_01643	Syal.g_02632
OG0000144	Prbl.g_01042	Syal.g_02515
OG0000145	Prbl.g_00534	Syal.g_02921
OG0000146	Prbl.g_02469	Syal.g_02001
OG0000147	Prbl.g_02468	Syal.g_02002
OG0000148	Prbl.g_02316	Syal.g_02437
OG0000149	Prbl.g_01552	Syal.g_02475
OG0000150	Prbl.g_01576	Syal.g_02737
OG0000151	Prbl.g_02386	Syal.g_02263
OG0000152	Prbl.g_02478	Syal.g_01991
OG0000153	Prbl.g_02505	Syal.g_01958
OG0000154	Prbl.g_02532	Syal.g_01918
OG0000155	Prbl.g_00185	Syal.g_01695
OG0000156	Prbl.g_00115	Syal.g_01620
OG0000157	Prbl.g_00114	Syal.g_01619
OG0000158	Prbl.g_00843	Syal.g_01431
OG0000160	Prbl.g_00241	Syal.g_00372
OG0000161	Prbl.g_00227	Syal.g_00384
OG0000162	Prbl.g_00221	Syal.g_00396
OG0000163	Prbl.g_00452	Syal.g_02971
OG0000164	Prbl.g_00365	Syal.g_00623
OG0000165	Prbl.g_00356	Syal.g_00632
OG0000166	Prbl.g_00962	Syal.g_00236
OG0000167	Prbl.g_00857	Syal.g_01347
OG0000168	Prbl.g_00842	Syal.g_01433
OG0000169	Prbl.g_01302	Syal.g_01447
OG0000170	Prbl.g_01290	Syal.g_01454
OG0000171	Prbl.g_02055	Syal.g_01518
OG0000172	Prbl.g_02021	Syal.g_00174, Syal.g_00173
OG0000173	Prbl.g_02000	Syal.g_00155
OG0000174	Prbl.g_02188	Syal.g_01121
OG0000175	Prbl.g_02150	Syal.g_01172
OG0000176	Prbl.g_02117	Syal.g_00101
OG0000177	Prbl.g_02116	Syal.g_00102
OG0000178	Prbl.g_02115	Syal.g_00103
OG0000179	Prbl.g_01961	Syal.g_00118
OG0000180	Prbl.g_01962	Syal.g_00119
OG0000181	Prbl.g_01963	Syal.g_00120
OG0000182	Prbl.g_01964	Syal.g_00121
OG0000183	Prbl.g_01968	Syal.g_00125
OG0000184	Prbl.g_02251	Syal.g_01050
OG0000185	Prbl.g_02273	Syal.g_01025
OG0000186	Prbl.g_00614	Syal.g_02684, Syal.g_00747
OG0000187	Prbl.g_00613	Syal.g_02685, Syal.g_00748
OG0000188	Prbl.g_00591	Syal.g_00771
OG0000189	Prbl.g_00565	Syal.g_00807
OG0000190	Prbl.g_00563	Syal.g_01364
OG0000191	Prbl.g_01325	Syal.g_00841
OG0000192	Prbl.g_01316	Syal.g_00847
OG0000193	Prbl.g_00302	Syal.g_00887
OG0000194	Prbl.g_00299	Syal.g_00890
OG0000195	Prbl.g_00297	Syal.g_00892
OG0000196	Prbl.g_00286	Syal.g_00903
OG0000197	Prbl.g_00285	Syal.g_00904
OG0000198	Prbl.g_00284	Syal.g_00905
OG0000199	Prbl.g_00277	Syal.g_00913
OG0000200	Prbl.g_00069	Syal.g_00932
OG0000201	Prbl.g_00088	Syal.g_00949
OG0000202	Prbl.g_00089	Syal.g_00950
OG0000203	Prbl.g_00090	Syal.g_00951
OG0000204	Prbl.g_00091	Syal.g_00952
OG0000205	Prbl.g_00098	Syal.g_00959
OG0000206	Prbl.g_01282	Syal.g_00971
OG0000207	Prbl.g_00130	Syal.g_00974
OG0000208	Prbl.g_00129	Syal.g_00975
OG0000209	Prbl.g_01256	Syal.g_01000
OG0000210	Prbl.g_01257	Syal.g_01001
OG0000211	Prbl.g_01922	Syal.g_00688
OG0000212	Prbl.g_00192	Syal.g_00679
OG0000213	Prbl.g_01496	Syal.g_01229
OG0000214	Prbl.g_01469	Syal.g_01246
OG0000215	Prbl.g_01439	Syal.g_01277
OG0000216	Prbl.g_01436	Syal.g_01281
OG0000217	Prbl.g_01432	Syal.g_01285
OG0000218	Prbl.g_01428	Syal.g_01287
OG0000219	Prbl.g_01427	Syal.g_01288
OG0000220	Prbl.g_01426	Syal.g_01289
OG0000221	Prbl.g_01421	Syal.g_01297
OG0000222	Prbl.g_00911	Syal.g_01309
OG0000223	Prbl.g_00888	Syal.g_01327
OG0000224	Prbl.g_00877	Syal.g_01329
OG0000225	Prbl.g_01218	Syal.g_00363
OG0000226	Prbl.g_01222	Syal.g_00367
OG0000227	Prbl.g_01224	Syal.g_00369
OG0000228	Prbl.g_02673	Syal.g_00556
OG0000229	Prbl.g_00652	Syal.g_00525
OG0000230	Prbl.g_00650	Syal.g_00523
OG0000231	Prbl.g_00635	Syal.g_00510
OG0000232	Prbl.g_00619	Syal.g_00495
OG0000233	Prbl.g_01360	Syal.g_00487
OG0000234	Prbl.g_01339	Syal.g_00461
OG0000235	Prbl.g_00510	Syal.g_02896
OG0000236	Prbl.g_00526	Syal.g_02912
OG0000237	Prbl.g_00800	Syal.g_02930
OG0000238	Prbl.g_00795	Syal.g_02935
OG0000239	Prbl.g_00779	Syal.g_02951
OG0000240	Prbl.g_00778	Syal.g_02952
OG0000241	Prbl.g_01526	Syal.g_02696
OG0000242	Prbl.g_00768	Syal.g_02840
OG0000243	Prbl.g_02647	Syal.g_02822
OG0000244	Prbl.g_01879	Syal.g_02815
OG0000245	Prbl.g_01882	Syal.g_02813
OG0000246	Prbl.g_01886	Syal.g_02809
OG0000247	Prbl.g_01897	Syal.g_02797
OG0000248	Prbl.g_01900	Syal.g_02794
OG0000249	Prbl.g_01902	Syal.g_02792
OG0000250	Prbl.g_01799	Syal.g_02786
OG0000251	Prbl.g_01775	Syal.g_02760
OG0000252	Prbl.g_01772	Syal.g_02757
OG0000253	Prbl.g_01766	Syal.g_02755
OG0000254	Prbl.g_01747	Syal.g_02732
OG0000255	Prbl.g_01612	Syal.g_02719
OG0000256	Prbl.g_01626	Syal.g_02705
OG0000257	Prbl.g_01632	Syal.g_02697
OG0000258	Prbl.g_01655	Syal.g_02623
OG0000259	Prbl.g_01406	Syal.g_02182
OG0000260	Prbl.g_01403	Syal.g_02188
OG0000261	Prbl.g_01400	Syal.g_02199
OG0000262	Prbl.g_01395	Syal.g_02204
OG0000263	Prbl.g_01242	Syal.g_01720
OG0000264	Prbl.g_01859	Syal.g_01788
OG0000265	Prbl.g_02567, Prbl.g_01839	Syal.g_02534
OG0000266	Prbl.g_02556	Syal.g_02421
OG0000267	Prbl.g_02431	Syal.g_02043
OG0000268	Prbl.g_02432	Syal.g_02042
OG0000269	Prbl.g_02340	Syal.g_02409
OG0000270	Prbl.g_02337	Syal.g_02412
OG0000271	Prbl.g_02329	Syal.g_01871
OG0000272	Prbl.g_02328	Syal.g_01872
OG0000274	Prbl.g_01535	Syal.g_02455
OG0000275	Prbl.g_01538	Syal.g_02458
OG0000276	Prbl.g_01544	Syal.g_02467
OG0000277	Prbl.g_01545	Syal.g_02468
OG0000278	Prbl.g_01548	Syal.g_02471
OG0000279	Prbl.g_01556	Syal.g_02479
OG0000280	Prbl.g_01562	Syal.g_02493
OG0000281	Prbl.g_01577	Syal.g_02190
OG0000282	Prbl.g_02405	Syal.g_02284
OG0000283	Prbl.g_02443	Syal.g_02028
OG0000284	Prbl.g_02449	Syal.g_02023
OG0000285	Prbl.g_01688	Syal.g_02012
OG0000286	Prbl.g_02477	Syal.g_01992
OG0000287	Prbl.g_02608	Syal.g_01965
OG0000288	Prbl.g_02531	Syal.g_01919
OG0000289	Prbl.g_02544	Syal.g_01904
OG0000290	Prbl.g_00930	Syal.g_01826
OG0000291	Prbl.g_00928	Syal.g_01824
OG0000292	Prbl.g_02128	Syal.g_00089
OG0000293	Prbl.g_02071	Syal.g_01631
OG0000294	Prbl.g_02072	Syal.g_01632
OG0000295	Prbl.g_00178	Syal.g_01687
OG0000296	Prbl.g_00180	Syal.g_01689
OG0000297	Prbl.g_01382	Syal.g_01702
OG0000298	Prbl.g_01383	Syal.g_01703
OG0000299	Prbl.g_01372	Syal.g_01732
OG0000300	Prbl.g_02582	Syal.g_01738
OG0000301	Prbl.g_02583	Syal.g_01739
OG0000302	Prbl.g_02586	Syal.g_01740
OG0000303	Prbl.g_00187	Syal.g_01763
OG0000304	Prbl.g_01102	Syal.g_01756
OG0000305	Prbl.g_00926	Syal.g_01821
OG0000306	Prbl.g_01586	Syal.g_02579
OG0000307	Prbl.g_00494	Syal.g_02880
OG0000308	Prbl.g_00492	Syal.g_02878
OG0000309	Prbl.g_00488	Syal.g_02873
OG0000310	Prbl.g_00160	Syal.g_01537
OG0000311	Prbl.g_00258	Syal.g_00061
OG0000312	Prbl.g_00254	Syal.g_00031
OG0000313	Prbl.g_00230	Syal.g_00381
OG0000314	Prbl.g_00699	Syal.g_00416
OG0000315	Prbl.g_00709	Syal.g_00426
OG0000316	Prbl.g_00441	Syal.g_02987
OG0000317	Prbl.g_00399	Syal.g_00583
OG0000318	Prbl.g_00393	Syal.g_00588
OG0000319	Prbl.g_00376	Syal.g_00608
OG0000320	Prbl.g_00374	Syal.g_00610
OG0000321	Prbl.g_00373	Syal.g_00611
OG0000322	Prbl.g_00372	Syal.g_00612
OG0000323	Prbl.g_00361	Syal.g_00626
OG0000324	Prbl.g_00332	Syal.g_00656
OG0000325	Prbl.g_02683	Syal.g_00195
OG0000326	Prbl.g_01059	Syal.g_00202
OG0000327	Prbl.g_00957	Syal.g_00230
OG0000328	Prbl.g_00958	Syal.g_00231
OG0000329	Prbl.g_00975	Syal.g_00249
OG0000330	Prbl.g_00976	Syal.g_00250
OG0000331	Prbl.g_00977	Syal.g_00251
OG0000332	Prbl.g_00992	Syal.g_00266
OG0000333	Prbl.g_00994	Syal.g_00269
OG0000334	Prbl.g_01131	Syal.g_00279
OG0000335	Prbl.g_01136	Syal.g_00284
OG0000336	Prbl.g_01140	Syal.g_00288
OG0000337	Prbl.g_00863	Syal.g_01343
OG0000338	Prbl.g_00859	Syal.g_01345
OG0000339	Prbl.g_00853	Syal.g_01351
OG0000340	Prbl.g_00841	Syal.g_01434
OG0000341	Prbl.g_00839	Syal.g_01436
OG0000342	Prbl.g_00838	Syal.g_01437
OG0000343	Prbl.g_01307	Syal.g_01441
OG0000344	Prbl.g_01304	Syal.g_01445
OG0000345	Prbl.g_01289	Syal.g_01455
OG0000346	Prbl.g_01284	Syal.g_01460
OG0000347	Prbl.g_02053	Syal.g_01525
OG0000348	Prbl.g_02016	Syal.g_00170
OG0000349	Prbl.g_01992	Syal.g_00148
OG0000350	Prbl.g_02195	Syal.g_00209
OG0000351	Prbl.g_02147	Syal.g_01175
OG0000352	Prbl.g_02146	Syal.g_01176
OG0000353	Prbl.g_02122	Syal.g_00095
OG0000354	Prbl.g_00789	Syal.g_02941
OG0000354	Prbl.g_01959	Syal.g_00116
OG0000355	Prbl.g_02120	Syal.g_00098
OG0000356	Prbl.g_02119	Syal.g_00099
OG0000357	Prbl.g_02118	Syal.g_00100
OG0000358	Prbl.g_02114	Syal.g_00104
OG0000359	Prbl.g_02112	Syal.g_00106
OG0000360	Prbl.g_02111	Syal.g_00107
OG0000361	Prbl.g_02110	Syal.g_00108
OG0000362	Prbl.g_02108	Syal.g_00110
OG0000363	Prbl.g_01955	Syal.g_00112
OG0000364	Prbl.g_01956	Syal.g_00113
OG0000365	Prbl.g_01965	Syal.g_00122
OG0000366	Prbl.g_01966	Syal.g_00123
OG0000367	Prbl.g_01967	Syal.g_00124
OG0000368	Prbl.g_01969	Syal.g_00126
OG0000369	Prbl.g_01970	Syal.g_00127
OG0000370	Prbl.g_01971	Syal.g_00128
OG0000371	Prbl.g_01980	Syal.g_00135
OG0000372	Prbl.g_01985	Syal.g_00141
OG0000373	Prbl.g_01986	Syal.g_00142
OG0000374	Prbl.g_01987	Syal.g_00143
OG0000375	Prbl.g_01988	Syal.g_00144
OG0000376	Prbl.g_01990	Syal.g_00146
OG0000377	Prbl.g_02244	Syal.g_01061
OG0000378	Prbl.g_02258	Syal.g_01027
OG0000379	Prbl.g_02274	Syal.g_01024
OG0000380	Prbl.g_00612	Syal.g_00749
OG0000381	Prbl.g_00607	Syal.g_00752
OG0000382	Prbl.g_00592	Syal.g_00770
OG0000383	Prbl.g_00590	Syal.g_00775
OG0000384	Prbl.g_00589	Syal.g_00776
OG0000385	Prbl.g_00588	Syal.g_00777
OG0000386	Prbl.g_00587	Syal.g_00778
OG0000387	Prbl.g_00561	Syal.g_00811
OG0000388	Prbl.g_00557	Syal.g_00815
OG0000389	Prbl.g_00553	Syal.g_00819
OG0000390	Prbl.g_01331	Syal.g_00835
OG0000391	Prbl.g_01326	Syal.g_00840
OG0000392	Prbl.g_01320	Syal.g_00846
OG0000393	Prbl.g_01315	Syal.g_00849
OG0000394	Prbl.g_01314	Syal.g_00850
OG0000395	Prbl.g_01313	Syal.g_00851
OG0000396	Prbl.g_00827	Syal.g_00854
OG0000397	Prbl.g_00825	Syal.g_00857
OG0000398	Prbl.g_00820	Syal.g_00862
OG0000399	Prbl.g_00819	Syal.g_00863
OG0000400	Prbl.g_00818	Syal.g_00864
OG0000401	Prbl.g_00817	Syal.g_00865
OG0000402	Prbl.g_00815	Syal.g_00867
OG0000403	Prbl.g_00814	Syal.g_00868
OG0000404	Prbl.g_00812	Syal.g_00870
OG0000405	Prbl.g_00305	Syal.g_00883
OG0000406	Prbl.g_00301	Syal.g_00888
OG0000407	Prbl.g_00300	Syal.g_00889
OG0000408	Prbl.g_00298	Syal.g_00891
OG0000409	Prbl.g_00296	Syal.g_00893
OG0000410	Prbl.g_00295	Syal.g_00894
OG0000411	Prbl.g_00294	Syal.g_00895
OG0000412	Prbl.g_00293	Syal.g_00896
OG0000413	Prbl.g_00291	Syal.g_00898
OG0000414	Prbl.g_00290	Syal.g_00899
OG0000415	Prbl.g_00289	Syal.g_00900
OG0000416	Prbl.g_00288	Syal.g_00901
OG0000417	Prbl.g_00287	Syal.g_00902
OG0000418	Prbl.g_00282	Syal.g_00907
OG0000419	Prbl.g_00280	Syal.g_00909
OG0000420	Prbl.g_00279	Syal.g_00911
OG0000421	Prbl.g_00275	Syal.g_00916
OG0000422	Prbl.g_00274	Syal.g_00917
OG0000423	Prbl.g_00273	Syal.g_00918
OG0000424	Prbl.g_00272	Syal.g_00919
OG0000425	Prbl.g_00271	Syal.g_00920
OG0000426	Prbl.g_00270	Syal.g_00921
OG0000427	Prbl.g_00269	Syal.g_00922
OG0000428	Prbl.g_02377	Syal.g_00925
OG0000429	Prbl.g_00066	Syal.g_00929
OG0000430	Prbl.g_00068	Syal.g_00931
OG0000431	Prbl.g_00072	Syal.g_00934
OG0000432	Prbl.g_00079	Syal.g_00940
OG0000433	Prbl.g_00082	Syal.g_00943
OG0000434	Prbl.g_00083	Syal.g_00944
OG0000435	Prbl.g_00086	Syal.g_00946
OG0000436	Prbl.g_00092	Syal.g_00953
OG0000437	Prbl.g_00093	Syal.g_00954
OG0000438	Prbl.g_00094	Syal.g_00955
OG0000439	Prbl.g_00096	Syal.g_00957
OG0000440	Prbl.g_00097	Syal.g_00958
OG0000441	Prbl.g_00104	Syal.g_00962
OG0000442	Prbl.g_00105	Syal.g_00964
OG0000443	Prbl.g_01283	Syal.g_00966
OG0000444	Prbl.g_00127	Syal.g_00978
OG0000445	Prbl.g_00126	Syal.g_00979
OG0000446	Prbl.g_00124	Syal.g_00981
OG0000447	Prbl.g_01244	Syal.g_00989
OG0000448	Prbl.g_01245	Syal.g_00990
OG0000449	Prbl.g_01246	Syal.g_00991
OG0000450	Prbl.g_01252	Syal.g_00997
OG0000451	Prbl.g_01253	Syal.g_00998
OG0000452	Prbl.g_01258	Syal.g_01002
OG0000453	Prbl.g_01259	Syal.g_01003
OG0000454	Prbl.g_01260	Syal.g_01004
OG0000455	Prbl.g_01261	Syal.g_01005
OG0000456	Prbl.g_01262	Syal.g_01006
OG0000457	Prbl.g_01264	Syal.g_01008
OG0000458	Prbl.g_01265	Syal.g_01009
OG0000459	Prbl.g_01266	Syal.g_01010
OG0000460	Prbl.g_01923	Syal.g_00686
OG0000461	Prbl.g_02679	Syal.g_01199
OG0000462	Prbl.g_02666	Syal.g_01202
OG0000463	Prbl.g_01516	Syal.g_01203
OG0000464	Prbl.g_01515	Syal.g_01204
OG0000465	Prbl.g_01513	Syal.g_01205
OG0000466	Prbl.g_01508	Syal.g_01210
OG0000467	Prbl.g_01506	Syal.g_01212
OG0000468	Prbl.g_01499	Syal.g_01225
OG0000469	Prbl.g_01486	Syal.g_01240
OG0000470	Prbl.g_01473	Syal.g_01242
OG0000471	Prbl.g_01472	Syal.g_01243
OG0000472	Prbl.g_01470	Syal.g_01245
OG0000473	Prbl.g_01468	Syal.g_01247
OG0000474	Prbl.g_01467	Syal.g_01248
OG0000475	Prbl.g_01466	Syal.g_01249
OG0000476	Prbl.g_01464	Syal.g_01251
OG0000477	Prbl.g_01459	Syal.g_01257
OG0000478	Prbl.g_01458	Syal.g_01258
OG0000479	Prbl.g_01457	Syal.g_01259
OG0000480	Prbl.g_01450	Syal.g_01266
OG0000481	Prbl.g_01448	Syal.g_01268
OG0000482	Prbl.g_01447	Syal.g_01269
OG0000483	Prbl.g_01443	Syal.g_01273
OG0000484	Prbl.g_01442	Syal.g_01274
OG0000485	Prbl.g_01441	Syal.g_01275
OG0000486	Prbl.g_01440	Syal.g_01276
OG0000487	Prbl.g_01435	Syal.g_01282
OG0000488	Prbl.g_01431	Syal.g_01286
OG0000489	Prbl.g_01420	Syal.g_01298
OG0000490	Prbl.g_01414	Syal.g_01307
OG0000491	Prbl.g_01413	Syal.g_01308
OG0000492	Prbl.g_00909	Syal.g_01310
OG0000493	Prbl.g_00908	Syal.g_01311
OG0000494	Prbl.g_00907	Syal.g_01312
OG0000495	Prbl.g_00906	Syal.g_01313
OG0000496	Prbl.g_00905	Syal.g_01314
OG0000497	Prbl.g_00904	Syal.g_01315
OG0000498	Prbl.g_00903	Syal.g_01316
OG0000499	Prbl.g_00902	Syal.g_01317
OG0000500	Prbl.g_00901	Syal.g_01318
OG0000501	Prbl.g_00898	Syal.g_01321
OG0000502	Prbl.g_00886	Syal.g_01328
OG0000503	Prbl.g_01201	Syal.g_00347
OG0000504	Prbl.g_01203	Syal.g_00349
OG0000505	Prbl.g_01204	Syal.g_00350
OG0000506	Prbl.g_01206	Syal.g_00352
OG0000507	Prbl.g_01210	Syal.g_00358
OG0000508	Prbl.g_01217	Syal.g_00362
OG0000509	Prbl.g_01219	Syal.g_00364
OG0000510	Prbl.g_01220	Syal.g_00365
OG0000511	Prbl.g_01221	Syal.g_00366
OG0000512	Prbl.g_01223	Syal.g_00368
OG0000513	Prbl.g_02678	Syal.g_00551
OG0000514	Prbl.g_00676	Syal.g_00539
OG0000515	Prbl.g_00675	Syal.g_00538
OG0000516	Prbl.g_00663	Syal.g_00534
OG0000517	Prbl.g_00653	Syal.g_00526
OG0000518	Prbl.g_00641	Syal.g_00514
OG0000519	Prbl.g_00640	Syal.g_00513
OG0000520	Prbl.g_00639	Syal.g_00512
OG0000521	Prbl.g_00625	Syal.g_00502
OG0000522	Prbl.g_00623	Syal.g_00500
OG0000523	Prbl.g_00622	Syal.g_00499
OG0000524	Prbl.g_01364	Syal.g_00491
OG0000525	Prbl.g_01348	Syal.g_00473
OG0000526	Prbl.g_01346	Syal.g_00471
OG0000527	Prbl.g_01342	Syal.g_00465
OG0000528	Prbl.g_00506	Syal.g_02893
OG0000529	Prbl.g_00512	Syal.g_02898
OG0000530	Prbl.g_00515	Syal.g_02901
OG0000531	Prbl.g_00516	Syal.g_02902
OG0000532	Prbl.g_00519	Syal.g_02905
OG0000533	Prbl.g_00521	Syal.g_02907
OG0000534	Prbl.g_00522	Syal.g_02908
OG0000535	Prbl.g_00523	Syal.g_02909
OG0000536	Prbl.g_00524	Syal.g_02910
OG0000537	Prbl.g_00525	Syal.g_02911
OG0000538	Prbl.g_00536	Syal.g_02923
OG0000539	Prbl.g_00806	Syal.g_02924
OG0000540	Prbl.g_00805	Syal.g_02925
OG0000541	Prbl.g_00804	Syal.g_02926
OG0000542	Prbl.g_00801	Syal.g_02929
OG0000543	Prbl.g_00799	Syal.g_02931
OG0000544	Prbl.g_00798	Syal.g_02932
OG0000545	Prbl.g_00797	Syal.g_02934
OG0000546	Prbl.g_00794	Syal.g_02936
OG0000547	Prbl.g_00792	Syal.g_02938
OG0000548	Prbl.g_00791	Syal.g_02939
OG0000549	Prbl.g_00785	Syal.g_02945
OG0000550	Prbl.g_00780	Syal.g_02949
OG0000551	Prbl.g_00776	Syal.g_02953
OG0000552	Prbl.g_00775	Syal.g_02954
OG0000553	Prbl.g_00770	Syal.g_02843
OG0000554	Prbl.g_00765	Syal.g_02837
OG0000555	Prbl.g_00747	Syal.g_02823
OG0000556	Prbl.g_02645	Syal.g_02819
OG0000557	Prbl.g_01878	Syal.g_02816
OG0000558	Prbl.g_01881	Syal.g_02814
OG0000559	Prbl.g_01885	Syal.g_02810
OG0000560	Prbl.g_01888	Syal.g_02807
OG0000561	Prbl.g_01889	Syal.g_02806
OG0000562	Prbl.g_01890	Syal.g_02805
OG0000563	Prbl.g_01891	Syal.g_02804
