Orthogroup	Prbl	Syap
OG0000072	Prbl.g_00276	Syap.g_00555
OG0000073	Prbl.g_00533	Syap.g_00273
OG0000075	Prbl.g_00855	Syap.g_01064, Syap.g_00664
OG0000076	Prbl.g_01285	Syap.g_01111
OG0000077	Prbl.g_00631	Syap.g_00416
OG0000079	Prbl.g_01505	Syap.g_01589
OG0000085	Prbl.g_00405	Syap.g_00611
OG0000087	Prbl.g_00810	Syap.g_02617, Syap.g_02202, Syap.g_02203
OG0000088	Prbl.g_01838, Prbl.g_00281	Syap.g_01202
OG0000089	Prbl.g_02674	Syap.g_00115, Syap.g_02042
OG0000090	Prbl.g_00766	Syap.g_01451
OG0000091	Prbl.g_01647	Syap.g_01861
OG0000095	Prbl.g_00927	Syap.g_01556
OG0000098	Prbl.g_00722	Syap.g_01975
OG0000099	Prbl.g_00893	Syap.g_01385
OG0000101	Prbl.g_01126	Syap.g_00472
OG0000102	Prbl.g_02636	Syap.g_01116
OG0000103	Prbl.g_02139	Syap.g_02607, Syap.g_02608
OG0000104	Prbl.g_02125	Syap.g_02321, Syap.g_00051, Syap.g_02320, Syap.g_02318
OG0000105	Prbl.g_01461	Syap.g_01369, Syap.g_01368
OG0000107	Prbl.g_02681	Syap.g_02496
OG0000108	Prbl.g_00511	Syap.g_00733, Syap.g_02255
OG0000109	Prbl.g_00527	Syap.g_00279, Syap.g_02237
OG0000110	Prbl.g_01795	Syap.g_01313
OG0000111	Prbl.g_00026	Syap.g_01566, Syap.g_01568
OG0000112	Prbl.g_02470	Syap.g_02023
OG0000113	Prbl.g_02310	Syap.g_02714
OG0000114	Prbl.g_02407	Syap.g_01255
OG0000115	Prbl.g_00687	Syap.g_02004
OG0000116	Prbl.g_02069	Syap.g_00241
OG0000117	Prbl.g_01384	Syap.g_01889
OG0000118	Prbl.g_01736	Syap.g_02286
OG0000120	Prbl.g_00892	Syap.g_02075
OG0000121	Prbl.g_00234, Prbl.g_00240	Syap.g_02471
OG0000123	Prbl.g_01135	Syap.g_00100, Syap.g_00099, Syap.g_00098, Syap.g_00464
OG0000124	Prbl.g_02054	Syap.g_02456, Syap.g_02457, Syap.g_01130
OG0000125	Prbl.g_02231	Syap.g_01046, Syap.g_01047
OG0000126	Prbl.g_02127	Syap.g_02317, Syap.g_02576, Syap.g_02316
OG0000128	Prbl.g_02109	Syap.g_00069
OG0000129	Prbl.g_02243	Syap.g_00130, Syap.g_00129
OG0000130	Prbl.g_00608	Syap.g_01688, Syap.g_01689
OG0000131	Prbl.g_00303	Syap.g_02189
OG0000132	Prbl.g_00283	Syap.g_01205
OG0000133	Prbl.g_00897	Syap.g_02017
OG0000134	Prbl.g_02677	Syap.g_02047
OG0000135	Prbl.g_02190	Syap.g_02090
OG0000136	Prbl.g_00647	Syap.g_00089
OG0000137	Prbl.g_01340	Syap.g_02756
OG0000138	Prbl.g_00528	Syap.g_00278
OG0000139	Prbl.g_00760	Syap.g_00410
OG0000140	Prbl.g_00754	Syap.g_01976
OG0000141	Prbl.g_01751	Syap.g_01541, Syap.g_01542, Syap.g_01544
OG0000142	Prbl.g_01639	Syap.g_00895, Syap.g_00894
OG0000143	Prbl.g_01643	Syap.g_00900, Syap.g_00899, Syap.g_00901
OG0000144	Prbl.g_01042	Syap.g_02504, Syap.g_02503, Syap.g_02502, Syap.g_02772
OG0000145	Prbl.g_00534	Syap.g_01860, Syap.g_01859
OG0000146	Prbl.g_02469	Syap.g_02024
OG0000147	Prbl.g_02468	Syap.g_02025
OG0000148	Prbl.g_02316	Syap.g_02720
OG0000149	Prbl.g_01552	Syap.g_00824
OG0000150	Prbl.g_01576	Syap.g_01540
OG0000151	Prbl.g_02386	Syap.g_00142
OG0000152	Prbl.g_02478	Syap.g_02012
OG0000153	Prbl.g_02505	Syap.g_02682
OG0000154	Prbl.g_02532	Syap.g_02761, Syap.g_02760, Syap.g_01876
OG0000155	Prbl.g_00185	Syap.g_02777, Syap.g_01878, Syap.g_01879
OG0000156	Prbl.g_00115	Syap.g_00248, Syap.g_00284, Syap.g_00283
OG0000157	Prbl.g_00114	Syap.g_00249, Syap.g_00286
OG0000158	Prbl.g_00843	Syap.g_01075
OG0000160	Prbl.g_00241	Syap.g_02470, Syap.g_02469
OG0000161	Prbl.g_00227	Syap.g_02476
OG0000162	Prbl.g_00221	Syap.g_02531
OG0000164	Prbl.g_00365	Syap.g_01391, Syap.g_01392
OG0000165	Prbl.g_00356	Syap.g_01381, Syap.g_01382
OG0000166	Prbl.g_00962	Syap.g_00512, Syap.g_01238
OG0000167	Prbl.g_00857	Syap.g_02080
OG0000168	Prbl.g_00842	Syap.g_01076
OG0000169	Prbl.g_01302	Syap.g_01049, Syap.g_01093
OG0000170	Prbl.g_01290	Syap.g_01467, Syap.g_01106, Syap.g_01468
OG0000171	Prbl.g_02055	Syap.g_01128, Syap.g_02454, Syap.g_02453
OG0000172	Prbl.g_02021	Syap.g_01143, Syap.g_00635
OG0000173	Prbl.g_02000	Syap.g_00982, Syap.g_00983
OG0000174	Prbl.g_02188	Syap.g_02092
OG0000175	Prbl.g_02150	Syap.g_02654
OG0000176	Prbl.g_02117	Syap.g_00059
OG0000177	Prbl.g_02116	Syap.g_00061, Syap.g_00060
OG0000178	Prbl.g_02115	Syap.g_00062
OG0000179	Prbl.g_01961	Syap.g_00077, Syap.g_02638
OG0000180	Prbl.g_01962	Syap.g_00078, Syap.g_02640
OG0000181	Prbl.g_01963	Syap.g_00079, Syap.g_02641
OG0000182	Prbl.g_01964	Syap.g_00080, Syap.g_02642
OG0000183	Prbl.g_01968	Syap.g_00084
OG0000184	Prbl.g_02251	Syap.g_01337
OG0000185	Prbl.g_02273	Syap.g_01322
OG0000186	Prbl.g_00614	Syap.g_01684
OG0000187	Prbl.g_00613	Syap.g_01686
OG0000188	Prbl.g_00591	Syap.g_02547
OG0000191	Prbl.g_01325	Syap.g_02233
OG0000192	Prbl.g_01316	Syap.g_02224
OG0000193	Prbl.g_00302	Syap.g_02187, Syap.g_02188
OG0000194	Prbl.g_00299	Syap.g_02183
OG0000196	Prbl.g_00286	Syap.g_01208, Syap.g_02167
OG0000197	Prbl.g_00285	Syap.g_01207, Syap.g_02166
OG0000198	Prbl.g_00284	Syap.g_01206
OG0000199	Prbl.g_00277	Syap.g_01197
OG0000200	Prbl.g_00069	Syap.g_01181
OG0000201	Prbl.g_00088	Syap.g_02265
OG0000202	Prbl.g_00089	Syap.g_02264
OG0000203	Prbl.g_00090	Syap.g_01601
OG0000204	Prbl.g_00091	Syap.g_01602
OG0000205	Prbl.g_00098	Syap.g_01616
OG0000206	Prbl.g_01282	Syap.g_01628
OG0000207	Prbl.g_00130	Syap.g_01426, Syap.g_00424
OG0000208	Prbl.g_00129	Syap.g_00426, Syap.g_01425
OG0000209	Prbl.g_01256	Syap.g_01906
OG0000210	Prbl.g_01257	Syap.g_01905
OG0000211	Prbl.g_01922	Syap.g_01160
OG0000212	Prbl.g_00192	Syap.g_02664
OG0000213	Prbl.g_01496	Syap.g_00107, Syap.g_01599
OG0000214	Prbl.g_01469	Syap.g_02344, Syap.g_02345
OG0000215	Prbl.g_01439	Syap.g_01347, Syap.g_01629
OG0000216	Prbl.g_01436	Syap.g_01634
OG0000217	Prbl.g_01432	Syap.g_01638
OG0000218	Prbl.g_01428	Syap.g_01641, Syap.g_01640
OG0000219	Prbl.g_01427	Syap.g_01642, Syap.g_01643
OG0000220	Prbl.g_01426	Syap.g_01645
OG0000221	Prbl.g_01421	Syap.g_01646
OG0000222	Prbl.g_00911	Syap.g_01669
OG0000223	Prbl.g_00888	Syap.g_02072, Syap.g_02073
OG0000224	Prbl.g_00877	Syap.g_02064
OG0000225	Prbl.g_01218	Syap.g_00553, Syap.g_00552
OG0000226	Prbl.g_01222	Syap.g_02029, Syap.g_02144
OG0000227	Prbl.g_01224	Syap.g_02147, Syap.g_02034, Syap.g_02033
OG0000228	Prbl.g_02673	Syap.g_00116, Syap.g_02041
OG0000229	Prbl.g_00652	Syap.g_02059
OG0000230	Prbl.g_00650	Syap.g_02061
OG0000231	Prbl.g_00635	Syap.g_02533
OG0000232	Prbl.g_00619	Syap.g_02510, Syap.g_02511
OG0000233	Prbl.g_01360	Syap.g_02133
OG0000234	Prbl.g_01339	Syap.g_02755
OG0000235	Prbl.g_00510	Syap.g_00732, Syap.g_02258
OG0000236	Prbl.g_00526	Syap.g_02238
OG0000237	Prbl.g_00800	Syap.g_00262, Syap.g_00263
OG0000238	Prbl.g_00795	Syap.g_00257, Syap.g_00258
OG0000239	Prbl.g_00779	Syap.g_02744
OG0000240	Prbl.g_00778	Syap.g_02742
OG0000241	Prbl.g_01526	Syap.g_00888
OG0000242	Prbl.g_00768	Syap.g_01455
OG0000243	Prbl.g_02647	Syap.g_01938
OG0000244	Prbl.g_01879	Syap.g_01146, Syap.g_01145
OG0000245	Prbl.g_01882	Syap.g_01148
OG0000246	Prbl.g_01886	Syap.g_00308
OG0000247	Prbl.g_01897	Syap.g_00288, Syap.g_00293
OG0000248	Prbl.g_01900	Syap.g_00290
OG0000249	Prbl.g_01902	Syap.g_01296, Syap.g_01295
OG0000250	Prbl.g_01799	Syap.g_01306
OG0000251	Prbl.g_01775	Syap.g_00442
OG0000252	Prbl.g_01772	Syap.g_01857
OG0000253	Prbl.g_01766	Syap.g_00443
OG0000254	Prbl.g_01747	Syap.g_01527, Syap.g_01528
OG0000256	Prbl.g_01626	Syap.g_01287
OG0000257	Prbl.g_01632	Syap.g_00886
OG0000258	Prbl.g_01655	Syap.g_00907
OG0000260	Prbl.g_01403	Syap.g_01970
OG0000261	Prbl.g_01400	Syap.g_01962, Syap.g_01961
OG0000262	Prbl.g_01395	Syap.g_01954
OG0000263	Prbl.g_01242	Syap.g_00432, Syap.g_00433
OG0000266	Prbl.g_02556	Syap.g_00519
OG0000267	Prbl.g_02431	Syap.g_02333, Syap.g_02332
OG0000268	Prbl.g_02432	Syap.g_00646
OG0000269	Prbl.g_02340	Syap.g_00188
OG0000270	Prbl.g_02337	Syap.g_00192
OG0000271	Prbl.g_02329	Syap.g_00200, Syap.g_00201
OG0000272	Prbl.g_02328	Syap.g_00202
OG0000273	Prbl.g_01534	Syap.g_02703
OG0000274	Prbl.g_01535	Syap.g_02702
OG0000275	Prbl.g_01538	Syap.g_01847
OG0000276	Prbl.g_01544	Syap.g_01838, Syap.g_01839
OG0000277	Prbl.g_01545	Syap.g_01837
OG0000278	Prbl.g_01548	Syap.g_01834
OG0000279	Prbl.g_01556	Syap.g_00829, Syap.g_00830
OG0000280	Prbl.g_01562	Syap.g_00365
OG0000281	Prbl.g_01577	Syap.g_01977
OG0000282	Prbl.g_02405	Syap.g_01252
OG0000283	Prbl.g_02443	Syap.g_01728
OG0000284	Prbl.g_02449	Syap.g_01736
OG0000285	Prbl.g_01688	Syap.g_01746, Syap.g_01744
OG0000286	Prbl.g_02477	Syap.g_02014, Syap.g_02013
OG0000288	Prbl.g_02531	Syap.g_02764, Syap.g_02763
OG0000289	Prbl.g_02544	Syap.g_02784
OG0000290	Prbl.g_00930	Syap.g_01552
OG0000292	Prbl.g_02128	Syap.g_02314
OG0000293	Prbl.g_02071	Syap.g_00240
OG0000294	Prbl.g_02072	Syap.g_00239
OG0000295	Prbl.g_00178	Syap.g_00206
OG0000296	Prbl.g_00180	Syap.g_00204
OG0000298	Prbl.g_01383	Syap.g_01888
OG0000299	Prbl.g_01372	Syap.g_02620
OG0000302	Prbl.g_02586	Syap.g_02444, Syap.g_02445
OG0000303	Prbl.g_00187	Syap.g_02435
OG0000304	Prbl.g_01102	Syap.g_02430
OG0000305	Prbl.g_00926	Syap.g_01557
OG0000306	Prbl.g_01586	Syap.g_01966
OG0000307	Prbl.g_00494	Syap.g_02517
OG0000308	Prbl.g_00492	Syap.g_02514, Syap.g_02515
OG0000309	Prbl.g_00488	Syap.g_02198, Syap.g_02446
OG0000310	Prbl.g_00160	Syap.g_02660, Syap.g_02661
OG0000311	Prbl.g_00258	Syap.g_02657
OG0000312	Prbl.g_00254	Syap.g_02114
OG0000313	Prbl.g_00230	Syap.g_02473
OG0000315	Prbl.g_00709	Syap.g_00017
OG0000316	Prbl.g_00441	Syap.g_00030
OG0000317	Prbl.g_00399	Syap.g_00618
OG0000318	Prbl.g_00393	Syap.g_00622, Syap.g_02786
OG0000319	Prbl.g_00376	Syap.g_01764, Syap.g_01771
OG0000320	Prbl.g_00374	Syap.g_01761, Syap.g_01769
OG0000321	Prbl.g_00373	Syap.g_01760, Syap.g_01768
OG0000322	Prbl.g_00372	Syap.g_01759, Syap.g_01767
OG0000323	Prbl.g_00361	Syap.g_01389
OG0000324	Prbl.g_00332	Syap.g_01503
OG0000325	Prbl.g_02683	Syap.g_02680
OG0000326	Prbl.g_01059	Syap.g_00544
OG0000327	Prbl.g_00957	Syap.g_01233, Syap.g_01913
OG0000328	Prbl.g_00958	Syap.g_01234, Syap.g_01912
OG0000329	Prbl.g_00975	Syap.g_00498
OG0000330	Prbl.g_00976	Syap.g_00497
OG0000331	Prbl.g_00977	Syap.g_00496
OG0000332	Prbl.g_00992	Syap.g_00481
OG0000333	Prbl.g_00994	Syap.g_00478
OG0000334	Prbl.g_01131	Syap.g_00468
OG0000335	Prbl.g_01136	Syap.g_00101, Syap.g_00463
OG0000336	Prbl.g_01140	Syap.g_00417, Syap.g_00607
OG0000337	Prbl.g_00863	Syap.g_01054
OG0000338	Prbl.g_00859	Syap.g_01059
OG0000339	Prbl.g_00853	Syap.g_01068
OG0000340	Prbl.g_00841	Syap.g_01077
OG0000341	Prbl.g_00839	Syap.g_01079
OG0000342	Prbl.g_00838	Syap.g_01080, Syap.g_02477
OG0000343	Prbl.g_01307	Syap.g_01086, Syap.g_02078
OG0000344	Prbl.g_01304	Syap.g_01091
OG0000345	Prbl.g_01289	Syap.g_01107, Syap.g_01470
OG0000346	Prbl.g_01284	Syap.g_01113
OG0000347	Prbl.g_02053	Syap.g_01131, Syap.g_02459
OG0000348	Prbl.g_02016	Syap.g_00632
OG0000349	Prbl.g_01992	Syap.g_00110, Syap.g_01813
OG0000351	Prbl.g_02147	Syap.g_02594
OG0000352	Prbl.g_02146	Syap.g_02596, Syap.g_02597
OG0000353	Prbl.g_02122	Syap.g_00054
OG0000354	Prbl.g_01959	Syap.g_00075, Syap.g_02635
OG0000355	Prbl.g_02120	Syap.g_00056
OG0000356	Prbl.g_02119	Syap.g_00057
OG0000357	Prbl.g_02118	Syap.g_00058
OG0000358	Prbl.g_02114	Syap.g_00063
OG0000359	Prbl.g_02112	Syap.g_00065
OG0000360	Prbl.g_02111	Syap.g_00067
OG0000361	Prbl.g_02110	Syap.g_00068
OG0000362	Prbl.g_02108	Syap.g_00070
OG0000363	Prbl.g_01955	Syap.g_00072
OG0000364	Prbl.g_01956	Syap.g_00620
OG0000365	Prbl.g_01965	Syap.g_00081
OG0000366	Prbl.g_01966	Syap.g_00082
OG0000367	Prbl.g_01967	Syap.g_00083
OG0000368	Prbl.g_01969	Syap.g_00085
OG0000369	Prbl.g_01970	Syap.g_00086
OG0000370	Prbl.g_01971	Syap.g_00087
OG0000372	Prbl.g_01985	Syap.g_01805
OG0000373	Prbl.g_01986	Syap.g_01806
OG0000374	Prbl.g_01987	Syap.g_01807
OG0000375	Prbl.g_01988	Syap.g_01808
OG0000376	Prbl.g_01990	Syap.g_01811
OG0000377	Prbl.g_02244	Syap.g_00128
OG0000378	Prbl.g_02258	Syap.g_01326
OG0000380	Prbl.g_00612	Syap.g_01687
OG0000381	Prbl.g_00607	Syap.g_01690
OG0000382	Prbl.g_00592	Syap.g_02548
OG0000383	Prbl.g_00590	Syap.g_02359
OG0000384	Prbl.g_00589	Syap.g_02360
OG0000385	Prbl.g_00588	Syap.g_02361
OG0000386	Prbl.g_00587	Syap.g_02362
OG0000387	Prbl.g_00561	Syap.g_01864
OG0000391	Prbl.g_01326	Syap.g_02234
OG0000392	Prbl.g_01320	Syap.g_02225
OG0000393	Prbl.g_01315	Syap.g_02222
OG0000394	Prbl.g_01314	Syap.g_02221
OG0000395	Prbl.g_01313	Syap.g_02220
OG0000396	Prbl.g_00827	Syap.g_02217
OG0000397	Prbl.g_00825	Syap.g_02215
OG0000398	Prbl.g_00820	Syap.g_02211
OG0000399	Prbl.g_00819	Syap.g_02210
OG0000400	Prbl.g_00818	Syap.g_02209
OG0000401	Prbl.g_00817	Syap.g_02208
OG0000402	Prbl.g_00815	Syap.g_02206
OG0000403	Prbl.g_00814	Syap.g_02205
OG0000404	Prbl.g_00812	Syap.g_02204, Syap.g_02618
OG0000405	Prbl.g_00305	Syap.g_02191
OG0000406	Prbl.g_00301	Syap.g_02186
OG0000407	Prbl.g_00300	Syap.g_02185
OG0000408	Prbl.g_00298	Syap.g_02181, Syap.g_02182
OG0000409	Prbl.g_00296	Syap.g_02179
OG0000410	Prbl.g_00295	Syap.g_02178
OG0000411	Prbl.g_00294	Syap.g_02177
OG0000412	Prbl.g_00293	Syap.g_02176
OG0000413	Prbl.g_00291	Syap.g_02174
OG0000414	Prbl.g_00290	Syap.g_02173
OG0000415	Prbl.g_00289	Syap.g_02172
OG0000416	Prbl.g_00288	Syap.g_02171
OG0000417	Prbl.g_00287	Syap.g_02169
OG0000418	Prbl.g_00282	Syap.g_01204
OG0000419	Prbl.g_00280	Syap.g_01201
OG0000420	Prbl.g_00279	Syap.g_01199
OG0000421	Prbl.g_00275	Syap.g_01195
OG0000422	Prbl.g_00274	Syap.g_01194
OG0000423	Prbl.g_00273	Syap.g_01193
OG0000424	Prbl.g_00272	Syap.g_01192
OG0000425	Prbl.g_00271	Syap.g_01191
OG0000426	Prbl.g_00270	Syap.g_01190
OG0000427	Prbl.g_00269	Syap.g_01189
OG0000428	Prbl.g_02377	Syap.g_01186
OG0000429	Prbl.g_00066	Syap.g_01184
OG0000430	Prbl.g_00068	Syap.g_01182
OG0000431	Prbl.g_00072	Syap.g_01179
OG0000432	Prbl.g_00079	Syap.g_02277
OG0000433	Prbl.g_00082	Syap.g_02272
OG0000434	Prbl.g_00083	Syap.g_02271
OG0000435	Prbl.g_00086	Syap.g_02268
OG0000436	Prbl.g_00092	Syap.g_01607
OG0000437	Prbl.g_00093	Syap.g_01608
OG0000438	Prbl.g_00094	Syap.g_01612
OG0000439	Prbl.g_00096	Syap.g_01614
OG0000440	Prbl.g_00097	Syap.g_01615
OG0000441	Prbl.g_00104	Syap.g_01619
OG0000442	Prbl.g_00105	Syap.g_01620
OG0000443	Prbl.g_01283	Syap.g_01622
OG0000444	Prbl.g_00127	Syap.g_01424
OG0000445	Prbl.g_00126	Syap.g_01421
OG0000446	Prbl.g_00124	Syap.g_01419
OG0000447	Prbl.g_01244	Syap.g_01410
OG0000448	Prbl.g_01245	Syap.g_01407
OG0000449	Prbl.g_01246	Syap.g_01406
OG0000450	Prbl.g_01252	Syap.g_01909
OG0000451	Prbl.g_01253	Syap.g_01908
OG0000452	Prbl.g_01258	Syap.g_01904
OG0000453	Prbl.g_01259	Syap.g_01903
OG0000454	Prbl.g_01260	Syap.g_01902
OG0000455	Prbl.g_01261	Syap.g_01901
OG0000456	Prbl.g_01262	Syap.g_01900
OG0000457	Prbl.g_01264	Syap.g_01896
OG0000458	Prbl.g_01265	Syap.g_01895
OG0000459	Prbl.g_01266	Syap.g_01894
OG0000460	Prbl.g_01923	Syap.g_01159
OG0000461	Prbl.g_02679	Syap.g_01575
OG0000462	Prbl.g_02666	Syap.g_01578
OG0000463	Prbl.g_01516	Syap.g_01579
OG0000464	Prbl.g_01515	Syap.g_01580
OG0000465	Prbl.g_01513	Syap.g_01582
OG0000466	Prbl.g_01508	Syap.g_01587
OG0000467	Prbl.g_01506	Syap.g_01588
OG0000468	Prbl.g_01499	Syap.g_01593
OG0000469	Prbl.g_01486	Syap.g_02352
OG0000470	Prbl.g_01473	Syap.g_02349
OG0000471	Prbl.g_01472	Syap.g_02348
OG0000472	Prbl.g_01470	Syap.g_02347
OG0000473	Prbl.g_01468	Syap.g_02343
OG0000474	Prbl.g_01467	Syap.g_02342
OG0000475	Prbl.g_01466	Syap.g_02341
OG0000476	Prbl.g_01464	Syap.g_02339
OG0000477	Prbl.g_01459	Syap.g_01367
OG0000478	Prbl.g_01458	Syap.g_01366
OG0000479	Prbl.g_01457	Syap.g_01364
OG0000480	Prbl.g_01450	Syap.g_01357
OG0000482	Prbl.g_01447	Syap.g_01355
OG0000483	Prbl.g_01443	Syap.g_01344
OG0000484	Prbl.g_01442	Syap.g_01350
OG0000485	Prbl.g_01441	Syap.g_01349
OG0000487	Prbl.g_01435	Syap.g_01635
OG0000488	Prbl.g_01431	Syap.g_01639
OG0000489	Prbl.g_01420	Syap.g_02482
OG0000490	Prbl.g_01414	Syap.g_01673
OG0000491	Prbl.g_01413	Syap.g_01670
OG0000492	Prbl.g_00909	Syap.g_01668
OG0000493	Prbl.g_00908	Syap.g_01667
OG0000494	Prbl.g_00907	Syap.g_01666
OG0000495	Prbl.g_00906	Syap.g_01665
OG0000496	Prbl.g_00905	Syap.g_01663
OG0000497	Prbl.g_00904	Syap.g_01662
OG0000498	Prbl.g_00903	Syap.g_01661
OG0000499	Prbl.g_00902	Syap.g_01660
OG0000500	Prbl.g_00901	Syap.g_01659
OG0000501	Prbl.g_00898	Syap.g_01656
OG0000502	Prbl.g_00886	Syap.g_02066
OG0000503	Prbl.g_01201	Syap.g_00569
OG0000504	Prbl.g_01203	Syap.g_00567
OG0000505	Prbl.g_01204	Syap.g_00566
OG0000506	Prbl.g_01206	Syap.g_00564
OG0000507	Prbl.g_01210	Syap.g_00558
OG0000508	Prbl.g_01217	Syap.g_00554
OG0000509	Prbl.g_01219	Syap.g_00551
OG0000510	Prbl.g_01220	Syap.g_00550
OG0000511	Prbl.g_01221	Syap.g_00548
OG0000512	Prbl.g_01223	Syap.g_02145
OG0000513	Prbl.g_02678	Syap.g_02048
OG0000514	Prbl.g_00676	Syap.g_02051
OG0000515	Prbl.g_00675	Syap.g_02052
OG0000516	Prbl.g_00663	Syap.g_02054
OG0000517	Prbl.g_00653	Syap.g_02057
OG0000519	Prbl.g_00640	Syap.g_00457
OG0000520	Prbl.g_00639	Syap.g_00456
OG0000521	Prbl.g_00625	Syap.g_01997
OG0000522	Prbl.g_00623	Syap.g_01995
OG0000523	Prbl.g_00622	Syap.g_02507
OG0000524	Prbl.g_01364	Syap.g_02135
OG0000525	Prbl.g_01348	Syap.g_02159
OG0000526	Prbl.g_01346	Syap.g_02157
OG0000527	Prbl.g_01342	Syap.g_02758
OG0000528	Prbl.g_00506	Syap.g_02261
OG0000529	Prbl.g_00512	Syap.g_02254
OG0000530	Prbl.g_00515	Syap.g_02252
OG0000531	Prbl.g_00516	Syap.g_02251
OG0000532	Prbl.g_00519	Syap.g_02247
OG0000533	Prbl.g_00521	Syap.g_02244
OG0000534	Prbl.g_00522	Syap.g_02243
OG0000535	Prbl.g_00523	Syap.g_02242
OG0000536	Prbl.g_00524	Syap.g_02241
OG0000537	Prbl.g_00525	Syap.g_02240
OG0000538	Prbl.g_00536	Syap.g_00271
OG0000539	Prbl.g_00806	Syap.g_00270
OG0000540	Prbl.g_00805	Syap.g_00269
OG0000541	Prbl.g_00804	Syap.g_00268
OG0000542	Prbl.g_00801	Syap.g_00264
OG0000543	Prbl.g_00799	Syap.g_00261
OG0000544	Prbl.g_00798	Syap.g_00260
OG0000545	Prbl.g_00797	Syap.g_00259
OG0000546	Prbl.g_00794	Syap.g_00256
OG0000547	Prbl.g_00792	Syap.g_00254
OG0000548	Prbl.g_00791	Syap.g_00253
OG0000549	Prbl.g_00785	Syap.g_00758
OG0000550	Prbl.g_00780	Syap.g_02747
OG0000551	Prbl.g_00776	Syap.g_02739
OG0000552	Prbl.g_00775	Syap.g_02738
OG0000553	Prbl.g_00770	Syap.g_02735
OG0000554	Prbl.g_00765	Syap.g_01450
OG0000555	Prbl.g_00747	Syap.g_01941
OG0000556	Prbl.g_02645	Syap.g_01933
OG0000557	Prbl.g_01878	Syap.g_01931
OG0000558	Prbl.g_01881	Syap.g_01147
OG0000560	Prbl.g_01888	Syap.g_00305
OG0000561	Prbl.g_01889	Syap.g_00304
OG0000562	Prbl.g_01890	Syap.g_00302
OG0000563	Prbl.g_01891	Syap.g_00301
OG0000564	Prbl.g_01892	Syap.g_00300
OG0000565	Prbl.g_01895	Syap.g_00296
OG0000566	Prbl.g_01899	Syap.g_00291
OG0000567	Prbl.g_01903	Syap.g_01297
OG0000568	Prbl.g_01905	Syap.g_01302
OG0000569	Prbl.g_01801	Syap.g_01303
OG0000570	Prbl.g_01800	Syap.g_01304
OG0000571	Prbl.g_01797	Syap.g_01307
OG0000573	Prbl.g_01774	Syap.g_00765
OG0000574	Prbl.g_01773	Syap.g_00759
OG0000575	Prbl.g_01764	Syap.g_00445
OG0000576	Prbl.g_01762	Syap.g_00450
OG0000577	Prbl.g_01761	Syap.g_00451
OG0000578	Prbl.g_01760	Syap.g_00452
OG0000579	Prbl.g_01759	Syap.g_00453
OG0000580	Prbl.g_01758	Syap.g_00454
OG0000581	Prbl.g_01754	Syap.g_01521
