Orthogroup	Prbl	Prav
OG0000072	Prbl.g_00276	Prav.g_00867
OG0000073	Prbl.g_00533	Prav.g_01097
OG0000075	Prbl.g_00855	Prav.g_00665
OG0000076	Prbl.g_01285	Prav.g_00689
OG0000077	Prbl.g_00596	Prav.g_00143
OG0000078	Prbl.g_00193	Prav.g_00799
OG0000079	Prbl.g_01505	Prav.g_01899
OG0000081	Prbl.g_00032	Prav.g_01129
OG0000082	Prbl.g_01783	Prav.g_01182
OG0000084	Prbl.g_00246	Prav.g_01574
OG0000085	Prbl.g_00405	Prav.g_01754
OG0000086	Prbl.g_00583	Prav.g_00153
OG0000087	Prbl.g_00810	Prav.g_00204
OG0000088	Prbl.g_00281	Prav.g_00872
OG0000089	Prbl.g_02674	Prav.g_00975
OG0000090	Prbl.g_00766	Prav.g_01131
OG0000091	Prbl.g_01647	Prav.g_01240
OG0000093	Prbl.g_02359	Prav.g_01497, Prav.g_00525
OG0000094	Prbl.g_02209	Prav.g_00914
OG0000097	Prbl.g_02579	Prav.g_01840
OG0000098	Prbl.g_00722	Prav.g_01455
OG0000099	Prbl.g_00893	Prav.g_01514
OG0000100	Prbl.g_01914, Prbl.g_02305	Prav.g_01652
OG0000101	Prbl.g_01126, Prbl.g_01000	Prav.g_00632
OG0000102	Prbl.g_02636	Prav.g_00694
OG0000103	Prbl.g_02139	Prav.g_00773
OG0000104	Prbl.g_02125	Prav.g_00782
OG0000105	Prbl.g_01461	Prav.g_01920
OG0000106	Prbl.g_00411	Prav.g_00989
OG0000108	Prbl.g_00511	Prav.g_01078
OG0000109	Prbl.g_00527	Prav.g_01092
OG0000110	Prbl.g_01795	Prav.g_01172
OG0000111	Prbl.g_00026	Prav.g_01297
OG0000112	Prbl.g_02470	Prav.g_00364
OG0000113	Prbl.g_02310	Prav.g_00419
OG0000114	Prbl.g_02407	Prav.g_00499
OG0000115	Prbl.g_00687	Prav.g_00010
OG0000116	Prbl.g_02069	Prav.g_00055
OG0000117	Prbl.g_01384	Prav.g_01390
OG0000118	Prbl.g_01736	Prav.g_01450
OG0000119	Prbl.g_00007, Prbl.g_00046	Prav.g_01469
OG0000120	Prbl.g_00892	Prav.g_01513
OG0000121	Prbl.g_00234, Prbl.g_00240	Prav.g_01580
OG0000122	Prbl.g_01808	Prav.g_01618
OG0000123	Prbl.g_01135	Prav.g_00639
OG0000124	Prbl.g_02054	Prav.g_00705
OG0000125	Prbl.g_02231	Prav.g_00741
OG0000126	Prbl.g_02127	Prav.g_00781
OG0000127	Prbl.g_01022	Prav.g_00965
OG0000128	Prbl.g_02109	Prav.g_00079
OG0000129	Prbl.g_02243	Prav.g_00115
OG0000130	Prbl.g_00608	Prav.g_00134
OG0000131	Prbl.g_00303	Prav.g_00212
OG0000132	Prbl.g_00283	Prav.g_00874
OG0000133	Prbl.g_00897	Prav.g_01968
OG0000134	Prbl.g_02677	Prav.g_00976
OG0000135	Prbl.g_02190	Prav.g_00999
OG0000136	Prbl.g_00647	Prav.g_01040
OG0000137	Prbl.g_01340	Prav.g_01073
OG0000138	Prbl.g_00528	Prav.g_01093
OG0000139	Prbl.g_00760	Prav.g_01135
OG0000140	Prbl.g_00754	Prav.g_01136
OG0000141	Prbl.g_01751	Prav.g_01203
OG0000142	Prbl.g_01639	Prav.g_01233
OG0000143	Prbl.g_01643	Prav.g_01237
OG0000144	Prbl.g_01042	Prav.g_01250
OG0000145	Prbl.g_00534	Prav.g_00362
OG0000146	Prbl.g_02469	Prav.g_00365
OG0000147	Prbl.g_02468	Prav.g_00366
OG0000148	Prbl.g_02316	Prav.g_00413
OG0000149	Prbl.g_01552	Prav.g_00443
OG0000150	Prbl.g_01576	Prav.g_00451
OG0000151	Prbl.g_02386	Prav.g_00509
OG0000152	Prbl.g_02478	Prav.g_00556
OG0000153	Prbl.g_02505	Prav.g_00575
OG0000154	Prbl.g_02532	Prav.g_00907
OG0000155	Prbl.g_00185	Prav.g_01861
OG0000156	Prbl.g_00115	Prav.g_01427
OG0000157	Prbl.g_00114	Prav.g_01428
OG0000158	Prbl.g_00843	Prav.g_01505
OG0000160	Prbl.g_00241	Prav.g_01579
OG0000161	Prbl.g_00227	Prav.g_01585
OG0000162	Prbl.g_00221	Prav.g_01591
OG0000163	Prbl.g_00452	Prav.g_01625
OG0000164	Prbl.g_00365	Prav.g_01785
OG0000165	Prbl.g_00356	Prav.g_01792
OG0000166	Prbl.g_00962	Prav.g_00596
OG0000167	Prbl.g_00857	Prav.g_00663
OG0000168	Prbl.g_00842	Prav.g_00673
OG0000169	Prbl.g_01302	Prav.g_00683
OG0000170	Prbl.g_01290	Prav.g_00685
OG0000171	Prbl.g_02055	Prav.g_00704
OG0000172	Prbl.g_02021	Prav.g_00712
OG0000173	Prbl.g_02000	Prav.g_00727
OG0000174	Prbl.g_02188	Prav.g_00755
OG0000175	Prbl.g_02150	Prav.g_00765
OG0000176	Prbl.g_02117	Prav.g_00790
OG0000177	Prbl.g_02116	Prav.g_00791
OG0000178	Prbl.g_02115	Prav.g_00792
OG0000179	Prbl.g_01961	Prav.g_00084
OG0000180	Prbl.g_01962	Prav.g_00085
OG0000181	Prbl.g_01963	Prav.g_00086
OG0000182	Prbl.g_01964	Prav.g_00087
OG0000183	Prbl.g_01968	Prav.g_00091
OG0000184	Prbl.g_02251	Prav.g_00117
OG0000185	Prbl.g_02273	Prav.g_00120
OG0000186	Prbl.g_00614	Prav.g_00129
OG0000187	Prbl.g_00613	Prav.g_00130
OG0000188	Prbl.g_00591	Prav.g_00147
OG0000189	Prbl.g_00565	Prav.g_00161
OG0000190	Prbl.g_00563	Prav.g_00162
OG0000191	Prbl.g_01325	Prav.g_00182
OG0000192	Prbl.g_01316	Prav.g_00186
OG0000193	Prbl.g_00302	Prav.g_00213
OG0000194	Prbl.g_00299	Prav.g_00216
OG0000195	Prbl.g_00297	Prav.g_00887
OG0000196	Prbl.g_00286	Prav.g_00877
OG0000197	Prbl.g_00285	Prav.g_00876
OG0000198	Prbl.g_00284	Prav.g_00875
OG0000199	Prbl.g_00277	Prav.g_00868
OG0000201	Prbl.g_00088	Prav.g_00846
OG0000202	Prbl.g_00089	Prav.g_00845
OG0000203	Prbl.g_00090	Prav.g_00844
OG0000204	Prbl.g_00091	Prav.g_00843
OG0000205	Prbl.g_00098	Prav.g_00836
OG0000206	Prbl.g_01282	Prav.g_00831
OG0000207	Prbl.g_00130	Prav.g_00829
OG0000208	Prbl.g_00129	Prav.g_00828
OG0000209	Prbl.g_01256	Prav.g_00819
OG0000210	Prbl.g_01257	Prav.g_00818
OG0000211	Prbl.g_01922	Prav.g_00805
OG0000212	Prbl.g_00192	Prav.g_00798
OG0000213	Prbl.g_01496	Prav.g_01904
OG0000214	Prbl.g_01469	Prav.g_01914
OG0000215	Prbl.g_01439	Prav.g_01938
OG0000216	Prbl.g_01436	Prav.g_01940
OG0000217	Prbl.g_01432	Prav.g_01943
OG0000218	Prbl.g_01428	Prav.g_01945
OG0000219	Prbl.g_01427	Prav.g_01946
OG0000220	Prbl.g_01426	Prav.g_01947
OG0000221	Prbl.g_01421	Prav.g_01948
OG0000222	Prbl.g_00911	Prav.g_01956
OG0000223	Prbl.g_00888	Prav.g_01969
OG0000224	Prbl.g_00877	Prav.g_01971
OG0000225	Prbl.g_01218	Prav.g_01992
OG0000226	Prbl.g_01222	Prav.g_01996
OG0000227	Prbl.g_01224	Prav.g_01998
OG0000228	Prbl.g_02673	Prav.g_00974
OG0000229	Prbl.g_00652	Prav.g_01035
OG0000230	Prbl.g_00650	Prav.g_01037
OG0000231	Prbl.g_00635	Prav.g_01048
OG0000232	Prbl.g_00619	Prav.g_01056
OG0000233	Prbl.g_01360	Prav.g_01061
OG0000234	Prbl.g_01339	Prav.g_01074
OG0000235	Prbl.g_00510	Prav.g_01077
OG0000236	Prbl.g_00526	Prav.g_01091
OG0000237	Prbl.g_00800	Prav.g_01104
OG0000238	Prbl.g_00795	Prav.g_01110
OG0000239	Prbl.g_00779	Prav.g_01123
OG0000240	Prbl.g_00778	Prav.g_01124
OG0000241	Prbl.g_01526	Prav.g_01128
OG0000242	Prbl.g_00768	Prav.g_01130
OG0000243	Prbl.g_02647	Prav.g_00954, Prav.g_01141
OG0000244	Prbl.g_01879	Prav.g_01144
OG0000245	Prbl.g_01882	Prav.g_01146
OG0000246	Prbl.g_01886	Prav.g_01150
OG0000247	Prbl.g_01897	Prav.g_01160
OG0000248	Prbl.g_01900	Prav.g_01162
OG0000249	Prbl.g_01902	Prav.g_01164
OG0000250	Prbl.g_01799	Prav.g_01169
OG0000251	Prbl.g_01775	Prav.g_01187
OG0000252	Prbl.g_01772	Prav.g_01190
OG0000253	Prbl.g_01766	Prav.g_01191
OG0000254	Prbl.g_01747	Prav.g_01207
OG0000255	Prbl.g_01612	Prav.g_01213
OG0000256	Prbl.g_01626	Prav.g_01225
OG0000257	Prbl.g_01632	Prav.g_01228
OG0000258	Prbl.g_01655	Prav.g_01241
OG0000259	Prbl.g_01406	Prav.g_01258
OG0000260	Prbl.g_01403	Prav.g_01261
OG0000261	Prbl.g_01400	Prav.g_01263
OG0000262	Prbl.g_01395	Prav.g_01267
OG0000263	Prbl.g_01242	Prav.g_01279
OG0000264	Prbl.g_01859	Prav.g_01289
OG0000265	Prbl.g_02567, Prbl.g_01839	Prav.g_00306
OG0000266	Prbl.g_02556	Prav.g_00316
OG0000267	Prbl.g_02431	Prav.g_00327
OG0000268	Prbl.g_02432	Prav.g_00328
OG0000269	Prbl.g_02340	Prav.g_00392
OG0000270	Prbl.g_02337	Prav.g_00395
OG0000271	Prbl.g_02329	Prav.g_00403
OG0000272	Prbl.g_02328	Prav.g_00404
OG0000273	Prbl.g_01534	Prav.g_00427
OG0000274	Prbl.g_01535	Prav.g_00428
OG0000275	Prbl.g_01538	Prav.g_00430
OG0000276	Prbl.g_01544	Prav.g_00435
OG0000277	Prbl.g_01545	Prav.g_00436
OG0000278	Prbl.g_01548	Prav.g_00439
OG0000279	Prbl.g_01556	Prav.g_00446
OG0000280	Prbl.g_01562	Prav.g_00447
OG0000281	Prbl.g_01577	Prav.g_00452
OG0000282	Prbl.g_02405	Prav.g_00501
OG0000283	Prbl.g_02443	Prav.g_00533
OG0000284	Prbl.g_02449	Prav.g_00538
OG0000285	Prbl.g_01688	Prav.g_00543
OG0000286	Prbl.g_02477	Prav.g_00555
OG0000287	Prbl.g_02608	Prav.g_00572
OG0000288	Prbl.g_02531	Prav.g_00906
OG0000289	Prbl.g_02544	Prav.g_00917
OG0000290	Prbl.g_00930	Prav.g_00930
OG0000291	Prbl.g_00928	Prav.g_00932
OG0000292	Prbl.g_02128	Prav.g_00261
OG0000293	Prbl.g_02071	Prav.g_00056
OG0000294	Prbl.g_02072	Prav.g_00057
OG0000295	Prbl.g_00178	Prav.g_00077
OG0000296	Prbl.g_00180	Prav.g_01867
OG0000297	Prbl.g_01382	Prav.g_01859
OG0000298	Prbl.g_01383	Prav.g_01858
OG0000299	Prbl.g_01372	Prav.g_01841
OG0000300	Prbl.g_02582	Prav.g_01838
OG0000301	Prbl.g_02583	Prav.g_00955, Prav.g_01837
OG0000302	Prbl.g_02586	Prav.g_01835
OG0000303	Prbl.g_00187	Prav.g_01828
OG0000304	Prbl.g_01102	Prav.g_01824
OG0000305	Prbl.g_00926	Prav.g_01465
OG0000306	Prbl.g_01586	Prav.g_01468
OG0000307	Prbl.g_00494	Prav.g_01482
OG0000308	Prbl.g_00492	Prav.g_01483
OG0000309	Prbl.g_00488	Prav.g_01487
OG0000310	Prbl.g_00160	Prav.g_01563
OG0000311	Prbl.g_00258	Prav.g_01565
OG0000312	Prbl.g_00254	Prav.g_01568
OG0000313	Prbl.g_00230	Prav.g_01582
OG0000314	Prbl.g_00699	Prav.g_01605
OG0000315	Prbl.g_00709	Prav.g_01615
OG0000316	Prbl.g_00441	Prav.g_01635
OG0000317	Prbl.g_00399	Prav.g_01759
OG0000318	Prbl.g_00393	Prav.g_01762
OG0000319	Prbl.g_00376	Prav.g_01775
OG0000320	Prbl.g_00374	Prav.g_01777
OG0000321	Prbl.g_00373	Prav.g_01778
OG0000322	Prbl.g_00372	Prav.g_01779
OG0000323	Prbl.g_00361	Prav.g_01788
OG0000324	Prbl.g_00332	Prav.g_01815
OG0000325	Prbl.g_02683	Prav.g_00269
OG0000326	Prbl.g_01059	Prav.g_00275
OG0000327	Prbl.g_00957	Prav.g_00591
OG0000328	Prbl.g_00958	Prav.g_00592
OG0000329	Prbl.g_00975	Prav.g_00609
OG0000330	Prbl.g_00976	Prav.g_00610
OG0000331	Prbl.g_00977	Prav.g_00611
OG0000332	Prbl.g_00992	Prav.g_00625
OG0000333	Prbl.g_00994	Prav.g_00627
OG0000334	Prbl.g_01131	Prav.g_00635
OG0000335	Prbl.g_01136	Prav.g_00640
OG0000336	Prbl.g_01140	Prav.g_00644
OG0000337	Prbl.g_00863	Prav.g_00661
OG0000338	Prbl.g_00859	Prav.g_00662
OG0000339	Prbl.g_00853	Prav.g_00666
OG0000340	Prbl.g_00841	Prav.g_00674
OG0000341	Prbl.g_00839	Prav.g_00676
OG0000342	Prbl.g_00838	Prav.g_00677
OG0000343	Prbl.g_01307	Prav.g_00678
OG0000344	Prbl.g_01304	Prav.g_00681
OG0000345	Prbl.g_01289	Prav.g_00686
OG0000346	Prbl.g_01284	Prav.g_00690
OG0000347	Prbl.g_02053	Prav.g_00706
OG0000348	Prbl.g_02016	Prav.g_00715
OG0000349	Prbl.g_01992	Prav.g_00732
OG0000350	Prbl.g_02195	Prav.g_00751
OG0000351	Prbl.g_02147	Prav.g_00768
OG0000352	Prbl.g_02146	Prav.g_00769
OG0000353	Prbl.g_02122	Prav.g_00785
OG0000354	Prbl.g_01959	Prav.g_01352
OG0000355	Prbl.g_02120	Prav.g_00787
OG0000356	Prbl.g_02119	Prav.g_00788
OG0000357	Prbl.g_02118	Prav.g_00789
OG0000358	Prbl.g_02114	Prav.g_00793
OG0000359	Prbl.g_02112	Prav.g_00794
OG0000360	Prbl.g_02111	Prav.g_00795
OG0000361	Prbl.g_02110	Prav.g_00078
OG0000362	Prbl.g_02108	Prav.g_00080
OG0000363	Prbl.g_01955	Prav.g_00082
OG0000364	Prbl.g_01956	Prav.g_00083
OG0000365	Prbl.g_01965	Prav.g_00088
OG0000366	Prbl.g_01966	Prav.g_00089
OG0000367	Prbl.g_01967	Prav.g_00090
OG0000368	Prbl.g_01969	Prav.g_00092
OG0000369	Prbl.g_01970	Prav.g_00093
OG0000370	Prbl.g_01971	Prav.g_00094
OG0000371	Prbl.g_01980	Prav.g_00100
OG0000372	Prbl.g_01985	Prav.g_00103
OG0000373	Prbl.g_01986	Prav.g_00104
OG0000374	Prbl.g_01987	Prav.g_00105
OG0000375	Prbl.g_01988	Prav.g_00111
OG0000376	Prbl.g_01990	Prav.g_00113
OG0000377	Prbl.g_02244	Prav.g_00116
OG0000378	Prbl.g_02258	Prav.g_00118
OG0000379	Prbl.g_02274	Prav.g_00121
OG0000380	Prbl.g_00612	Prav.g_00131
OG0000381	Prbl.g_00607	Prav.g_00135
OG0000382	Prbl.g_00592	Prav.g_00146
OG0000383	Prbl.g_00590	Prav.g_00148
OG0000384	Prbl.g_00589	Prav.g_00149
OG0000385	Prbl.g_00588	Prav.g_00150
OG0000386	Prbl.g_00587	Prav.g_00151
OG0000387	Prbl.g_00561	Prav.g_00164
OG0000388	Prbl.g_00557	Prav.g_00167
OG0000389	Prbl.g_00553	Prav.g_00171
OG0000390	Prbl.g_01331	Prav.g_00178
OG0000391	Prbl.g_01326	Prav.g_00181
OG0000392	Prbl.g_01320	Prav.g_00185
OG0000393	Prbl.g_01315	Prav.g_00187
OG0000394	Prbl.g_01314	Prav.g_00188
OG0000395	Prbl.g_01313	Prav.g_00189
OG0000396	Prbl.g_00827	Prav.g_00192
OG0000397	Prbl.g_00825	Prav.g_00194
OG0000398	Prbl.g_00820	Prav.g_00196
OG0000399	Prbl.g_00819	Prav.g_00197
OG0000400	Prbl.g_00818	Prav.g_00198
OG0000401	Prbl.g_00817	Prav.g_00199
OG0000402	Prbl.g_00815	Prav.g_00201
OG0000403	Prbl.g_00814	Prav.g_00202
OG0000404	Prbl.g_00812	Prav.g_00203
OG0000405	Prbl.g_00305	Prav.g_00207
OG0000406	Prbl.g_00301	Prav.g_00214
OG0000407	Prbl.g_00300	Prav.g_00215
OG0000409	Prbl.g_00296	Prav.g_00886
OG0000410	Prbl.g_00295	Prav.g_00885
OG0000411	Prbl.g_00294	Prav.g_00884
OG0000412	Prbl.g_00293	Prav.g_00883
OG0000413	Prbl.g_00291	Prav.g_00882
OG0000414	Prbl.g_00290	Prav.g_00881
OG0000415	Prbl.g_00289	Prav.g_00880
OG0000416	Prbl.g_00288	Prav.g_00879
OG0000417	Prbl.g_00287	Prav.g_00878
OG0000418	Prbl.g_00282	Prav.g_00873
OG0000419	Prbl.g_00280	Prav.g_00871
OG0000420	Prbl.g_00279	Prav.g_00870
OG0000421	Prbl.g_00275	Prav.g_00865
OG0000422	Prbl.g_00274	Prav.g_00864
OG0000423	Prbl.g_00273	Prav.g_00863
OG0000424	Prbl.g_00272	Prav.g_00862
OG0000425	Prbl.g_00271	Prav.g_00861
OG0000426	Prbl.g_00270	Prav.g_00860
OG0000427	Prbl.g_00269	Prav.g_00859
OG0000428	Prbl.g_02377	Prav.g_00857
OG0000429	Prbl.g_00066	Prav.g_00856
OG0000430	Prbl.g_00068	Prav.g_00855
OG0000431	Prbl.g_00072	Prav.g_00853
OG0000432	Prbl.g_00079	Prav.g_00850
OG0000433	Prbl.g_00082	Prav.g_00849
OG0000434	Prbl.g_00083	Prav.g_00848
OG0000435	Prbl.g_00086	Prav.g_00847
OG0000436	Prbl.g_00092	Prav.g_00842
OG0000437	Prbl.g_00093	Prav.g_00841
OG0000438	Prbl.g_00094	Prav.g_00840
OG0000439	Prbl.g_00096	Prav.g_00838
OG0000440	Prbl.g_00097	Prav.g_00837
OG0000441	Prbl.g_00104	Prav.g_00834
OG0000442	Prbl.g_00105	Prav.g_00833
OG0000443	Prbl.g_01283	Prav.g_00832
OG0000444	Prbl.g_00127	Prav.g_00827
OG0000445	Prbl.g_00126	Prav.g_00826
OG0000446	Prbl.g_00124	Prav.g_00825
OG0000447	Prbl.g_01244	Prav.g_00824
OG0000448	Prbl.g_01245	Prav.g_00823
OG0000449	Prbl.g_01246	Prav.g_00822
OG0000450	Prbl.g_01252	Prav.g_00821
OG0000451	Prbl.g_01253	Prav.g_00820
OG0000452	Prbl.g_01258	Prav.g_00817
OG0000453	Prbl.g_01259	Prav.g_00816
OG0000454	Prbl.g_01260	Prav.g_00815
OG0000455	Prbl.g_01261	Prav.g_00814
OG0000456	Prbl.g_01262	Prav.g_00813
OG0000457	Prbl.g_01264	Prav.g_00812
OG0000458	Prbl.g_01265	Prav.g_00811
OG0000459	Prbl.g_01266	Prav.g_00810
OG0000460	Prbl.g_01923	Prav.g_00803
OG0000461	Prbl.g_02679	Prav.g_01889
OG0000462	Prbl.g_02666	Prav.g_01891
OG0000463	Prbl.g_01516	Prav.g_01892
OG0000464	Prbl.g_01515	Prav.g_01893
OG0000465	Prbl.g_01513	Prav.g_01894
OG0000466	Prbl.g_01508	Prav.g_01897
OG0000467	Prbl.g_01506	Prav.g_01898
OG0000468	Prbl.g_01499	Prav.g_01900
OG0000469	Prbl.g_01486	Prav.g_01909
OG0000470	Prbl.g_01473	Prav.g_01911
OG0000471	Prbl.g_01472	Prav.g_01912
OG0000472	Prbl.g_01470	Prav.g_01913
OG0000473	Prbl.g_01468	Prav.g_01915
OG0000474	Prbl.g_01467	Prav.g_01916
OG0000475	Prbl.g_01466	Prav.g_01917
OG0000476	Prbl.g_01464	Prav.g_01918
OG0000477	Prbl.g_01459	Prav.g_01921
OG0000478	Prbl.g_01458	Prav.g_01922
OG0000479	Prbl.g_01457	Prav.g_01923
OG0000480	Prbl.g_01450	Prav.g_01928
OG0000481	Prbl.g_01448	Prav.g_01930
OG0000482	Prbl.g_01447	Prav.g_01931
OG0000483	Prbl.g_01443	Prav.g_01934
OG0000484	Prbl.g_01442	Prav.g_01935
OG0000485	Prbl.g_01441	Prav.g_01936
OG0000486	Prbl.g_01440	Prav.g_01937
OG0000487	Prbl.g_01435	Prav.g_01941
OG0000488	Prbl.g_01431	Prav.g_01944
OG0000489	Prbl.g_01420	Prav.g_01949
OG0000490	Prbl.g_01414	Prav.g_01954
OG0000491	Prbl.g_01413	Prav.g_01955
OG0000492	Prbl.g_00909	Prav.g_01957
OG0000493	Prbl.g_00908	Prav.g_01958
OG0000494	Prbl.g_00907	Prav.g_01959
OG0000495	Prbl.g_00906	Prav.g_01960
OG0000496	Prbl.g_00905	Prav.g_01961
OG0000497	Prbl.g_00904	Prav.g_01962
OG0000498	Prbl.g_00903	Prav.g_01963
OG0000499	Prbl.g_00902	Prav.g_01964
OG0000500	Prbl.g_00901	Prav.g_01965
OG0000501	Prbl.g_00898	Prav.g_01967
OG0000502	Prbl.g_00886	Prav.g_01970
OG0000503	Prbl.g_01201	Prav.g_01980
OG0000504	Prbl.g_01203	Prav.g_01981
OG0000505	Prbl.g_01204	Prav.g_01982
OG0000506	Prbl.g_01206	Prav.g_01984
OG0000507	Prbl.g_01210	Prav.g_01987
OG0000508	Prbl.g_01217	Prav.g_01991
OG0000509	Prbl.g_01219	Prav.g_01993
OG0000510	Prbl.g_01220	Prav.g_01994
OG0000511	Prbl.g_01221	Prav.g_01995
OG0000512	Prbl.g_01223	Prav.g_01997
OG0000513	Prbl.g_02678	Prav.g_00977
OG0000514	Prbl.g_00676	Prav.g_01030
OG0000515	Prbl.g_00675	Prav.g_01031
OG0000516	Prbl.g_00663	Prav.g_01032
OG0000517	Prbl.g_00653	Prav.g_01034
OG0000518	Prbl.g_00641	Prav.g_01045
OG0000519	Prbl.g_00640	Prav.g_01046
OG0000520	Prbl.g_00639	Prav.g_01047
OG0000521	Prbl.g_00625	Prav.g_01052
OG0000522	Prbl.g_00623	Prav.g_01053
OG0000523	Prbl.g_00622	Prav.g_01054
OG0000524	Prbl.g_01364	Prav.g_01059
OG0000525	Prbl.g_01348	Prav.g_01062
OG0000526	Prbl.g_01346	Prav.g_01063
OG0000527	Prbl.g_01342	Prav.g_01071
OG0000528	Prbl.g_00506	Prav.g_01076
OG0000529	Prbl.g_00512	Prav.g_01079
OG0000530	Prbl.g_00515	Prav.g_01082
OG0000531	Prbl.g_00516	Prav.g_01083
OG0000532	Prbl.g_00519	Prav.g_01085
OG0000533	Prbl.g_00521	Prav.g_01086
OG0000534	Prbl.g_00522	Prav.g_01087
OG0000535	Prbl.g_00523	Prav.g_01088
OG0000536	Prbl.g_00524	Prav.g_01089
OG0000537	Prbl.g_00525	Prav.g_01090
OG0000538	Prbl.g_00536	Prav.g_01098
OG0000539	Prbl.g_00806	Prav.g_01099
OG0000540	Prbl.g_00805	Prav.g_01100
OG0000541	Prbl.g_00804	Prav.g_01101
OG0000542	Prbl.g_00801	Prav.g_01103
OG0000543	Prbl.g_00799	Prav.g_01105
OG0000544	Prbl.g_00798	Prav.g_01106
OG0000545	Prbl.g_00797	Prav.g_01108
OG0000546	Prbl.g_00794	Prav.g_01111
OG0000547	Prbl.g_00792	Prav.g_01113
OG0000548	Prbl.g_00791	Prav.g_01114
OG0000549	Prbl.g_00785	Prav.g_01116
OG0000550	Prbl.g_00780	Prav.g_01121
OG0000551	Prbl.g_00776	Prav.g_01125
OG0000552	Prbl.g_00775	Prav.g_01126
OG0000553	Prbl.g_00770	Prav.g_01127
OG0000554	Prbl.g_00765	Prav.g_01132
OG0000555	Prbl.g_00747	Prav.g_01140
OG0000556	Prbl.g_02645	Prav.g_01142
OG0000557	Prbl.g_01878	Prav.g_01143
OG0000558	Prbl.g_01881	Prav.g_01145
OG0000559	Prbl.g_01885	Prav.g_01149
OG0000560	Prbl.g_01888	Prav.g_01152
OG0000561	Prbl.g_01889	Prav.g_01153
OG0000562	Prbl.g_01890	Prav.g_01154
OG0000563	Prbl.g_01891	Prav.g_01155
OG0000564	Prbl.g_01892	Prav.g_01156
