Orthogroup	Prbh	Prbj
OG0000071	Prbh.g_01953	Prbj.g_02085
OG0000072	Prbh.g_00457	Prbj.g_01460
OG0000073	Prbh.g_01182	Prbj.g_00824
OG0000074	Prbh.g_00926	Prbj.g_00933
OG0000075	Prbh.g_00960	Prbj.g_02419
OG0000076	Prbh.g_01031	Prbj.g_01838
OG0000078	Prbh.g_00032	Prbj.g_01464
OG0000079	Prbh.g_00184	Prbj.g_00881
OG0000080	Prbh.g_01860	Prbj.g_01678
OG0000081	Prbh.g_01609	Prbj.g_01500
OG0000082	Prbh.g_01516	Prbj.g_01999
OG0000083	Prbh.g_01473	Prbj.g_02076
OG0000084	Prbh.g_01470	Prbj.g_02079
OG0000085	Prbh.g_00757	Prbj.g_01195
OG0000087	Prbh.g_00731	Prbj.g_01921
OG0000088	Prbh.g_00668	Prbj.g_01551
OG0000089	Prbh.g_00659	Prbj.g_01566
OG0000090	Prbh.g_00642	Prbj.g_01547
OG0000091	Prbh.g_00613	Prbj.g_00518
OG0000092	Prbh.g_00612	Prbj.g_00517
OG0000093	Prbh.g_00599	Prbj.g_01138
OG0000094	Prbh.g_00580	Prbj.g_01167
OG0000095	Prbh.g_00575	Prbj.g_00288
OG0000096	Prbh.g_00528	Prbj.g_01352
OG0000097	Prbh.g_00505	Prbj.g_01397
OG0000098	Prbh.g_00494	Prbj.g_01410
OG0000099	Prbh.g_00484	Prbj.g_01422
OG0000100	Prbh.g_00481	Prbj.g_01426
OG0000101	Prbh.g_00413	Prbj.g_00067
OG0000102	Prbh.g_01825	Prbj.g_02004
OG0000103	Prbh.g_00355	Prbj.g_00127
OG0000104	Prbh.g_00351	Prbj.g_01630
OG0000105	Prbh.g_00330	Prbj.g_01608
OG0000106	Prbh.g_00297	Prbj.g_02125
OG0000107	Prbh.g_00296	Prbj.g_02127
OG0000108	Prbh.g_00287	Prbj.g_02668
OG0000109	Prbh.g_00278	Prbj.g_01866
OG0000110	Prbh.g_00260	Prbj.g_01885
OG0000111	Prbh.g_01202	Prbj.g_00792
OG0000112	Prbh.g_01201	Prbj.g_00793
OG0000113	Prbh.g_01149	Prbj.g_02314
OG0000114	Prbh.g_00951	Prbj.g_02410
OG0000115	Prbh.g_01086	Prbj.g_02268
OG0000116	Prbh.g_01090	Prbj.g_02260
OG0000117	Prbh.g_01034	Prbj.g_01841
OG0000118	Prbh.g_01328	Prbj.g_02066
OG0000119	Prbh.g_01865	Prbj.g_01992
OG0000120	Prbh.g_01276	Prbj.g_00843
OG0000121	Prbh.g_01253	Prbj.g_00003
OG0000122	Prbh.g_01233	Prbj.g_02156
OG0000123	Prbh.g_01450	Prbj.g_00020
OG0000124	Prbh.g_01397	Prbj.g_01848
OG0000125	Prbh.g_01385	Prbj.g_01742
OG0000126	Prbh.g_00009	Prbj.g_01639
OG0000127	Prbh.g_00084	Prbj.g_01040
OG0000128	Prbh.g_00100	Prbj.g_01057
OG0000129	Prbh.g_00136	Prbj.g_00656
OG0000130	Prbh.g_01785	Prbj.g_00863
OG0000131	Prbh.g_01745	Prbj.g_00461
OG0000132	Prbh.g_01742	Prbj.g_00458
OG0000133	Prbh.g_01686	Prbj.g_01024
OG0000134	Prbh.g_01650	Prbj.g_00987
OG0000135	Prbh.g_01648	Prbj.g_00985
OG0000136	Prbh.g_01597	Prbj.g_01516
OG0000137	Prbh.g_01563	Prbj.g_01280
OG0000138	Prbh.g_01528	Prbj.g_01963
OG0000139	Prbh.g_01497	Prbj.g_02047
OG0000140	Prbh.g_01475	Prbj.g_02074
OG0000141	Prbh.g_01474	Prbj.g_02075
OG0000142	Prbh.g_01472	Prbj.g_02077
OG0000143	Prbh.g_01471	Prbj.g_02078
OG0000144	Prbh.g_01469	Prbj.g_02080
OG0000145	Prbh.g_01468	Prbj.g_02082
OG0000146	Prbh.g_01467	Prbj.g_02083
OG0000147	Prbh.g_01466	Prbj.g_02084
OG0000148	Prbh.g_01952	Prbj.g_02086
OG0000149	Prbh.g_00766	Prbj.g_01182
OG0000150	Prbh.g_00765	Prbj.g_01183
OG0000151	Prbh.g_00764	Prbj.g_01188
OG0000152	Prbh.g_00763	Prbj.g_01189
OG0000153	Prbh.g_00762	Prbj.g_01190
OG0000154	Prbh.g_00761	Prbj.g_01191
OG0000155	Prbh.g_00760	Prbj.g_01192
OG0000156	Prbh.g_00759	Prbj.g_01193
OG0000157	Prbh.g_00758	Prbj.g_01194
OG0000158	Prbh.g_00756	Prbj.g_01196
OG0000159	Prbh.g_00755	Prbj.g_01197
OG0000160	Prbh.g_00754	Prbj.g_01198
OG0000161	Prbh.g_00753	Prbj.g_01199
OG0000162	Prbh.g_00752	Prbj.g_01200
OG0000163	Prbh.g_00751	Prbj.g_01202
OG0000164	Prbh.g_00748	Prbj.g_01207
OG0000165	Prbh.g_00746	Prbj.g_01212
OG0000166	Prbh.g_00745	Prbj.g_01213
OG0000167	Prbh.g_00744	Prbj.g_01214
OG0000168	Prbh.g_00743	Prbj.g_01215
OG0000169	Prbh.g_00741	Prbj.g_01217
OG0000170	Prbh.g_00739	Prbj.g_01953
OG0000171	Prbh.g_00738	Prbj.g_01951
OG0000172	Prbh.g_00737	Prbj.g_01950
OG0000173	Prbh.g_00734	Prbj.g_01943
OG0000174	Prbh.g_00733	Prbj.g_01936
OG0000175	Prbh.g_00732	Prbj.g_01928
OG0000176	Prbh.g_00730	Prbj.g_01920
OG0000177	Prbh.g_00729	Prbj.g_01919
OG0000178	Prbh.g_00728	Prbj.g_01918
OG0000179	Prbh.g_00719	Prbj.g_00558
OG0000180	Prbh.g_00718	Prbj.g_00560
OG0000181	Prbh.g_00717	Prbj.g_00561
OG0000182	Prbh.g_00713	Prbj.g_00564
OG0000183	Prbh.g_00712	Prbj.g_00565
OG0000184	Prbh.g_00709	Prbj.g_00569
OG0000185	Prbh.g_00705	Prbj.g_00575
OG0000186	Prbh.g_00704	Prbj.g_00576
OG0000187	Prbh.g_01878	Prbj.g_00047
OG0000188	Prbh.g_00703	Prbj.g_00577
OG0000189	Prbh.g_00702	Prbj.g_00580
OG0000190	Prbh.g_00701	Prbj.g_00581
OG0000191	Prbh.g_00700	Prbj.g_00582
OG0000192	Prbh.g_00699	Prbj.g_00583
OG0000193	Prbh.g_00698	Prbj.g_00584
OG0000194	Prbh.g_00697	Prbj.g_00585
OG0000195	Prbh.g_00695	Prbj.g_00589
OG0000196	Prbh.g_00694	Prbj.g_00590
OG0000197	Prbh.g_00693	Prbj.g_00596
OG0000198	Prbh.g_00692	Prbj.g_00600
OG0000199	Prbh.g_00689	Prbj.g_00605
OG0000200	Prbh.g_00688	Prbj.g_00606
OG0000201	Prbh.g_00687	Prbj.g_00607
OG0000202	Prbh.g_00686	Prbj.g_00609
OG0000203	Prbh.g_00685	Prbj.g_00610
OG0000204	Prbh.g_00684	Prbj.g_00611
OG0000205	Prbh.g_00682	Prbj.g_00613
OG0000206	Prbh.g_00681	Prbj.g_00614
OG0000207	Prbh.g_00680	Prbj.g_00615
OG0000208	Prbh.g_00679	Prbj.g_00616
OG0000209	Prbh.g_00678	Prbj.g_00617
OG0000210	Prbh.g_00677	Prbj.g_00619
OG0000211	Prbh.g_00676	Prbj.g_00620
OG0000212	Prbh.g_00675	Prbj.g_00621
OG0000213	Prbh.g_00674	Prbj.g_00624
OG0000214	Prbh.g_00670	Prbj.g_00630
OG0000215	Prbh.g_00669	Prbj.g_01550
OG0000216	Prbh.g_00667	Prbj.g_01552
OG0000217	Prbh.g_00666	Prbj.g_01554
OG0000218	Prbh.g_00665	Prbj.g_01556
OG0000219	Prbh.g_00664	Prbj.g_01557
OG0000220	Prbh.g_00661	Prbj.g_01562
OG0000221	Prbh.g_00658	Prbj.g_01567
OG0000222	Prbh.g_00657	Prbj.g_01568
OG0000223	Prbh.g_00656	Prbj.g_01569
OG0000224	Prbh.g_00654	Prbj.g_01530
OG0000225	Prbh.g_00652	Prbj.g_01532
OG0000226	Prbh.g_00650	Prbj.g_01535
OG0000227	Prbh.g_00649	Prbj.g_01537
OG0000228	Prbh.g_00648	Prbj.g_01538
OG0000229	Prbh.g_00647	Prbj.g_01539
OG0000230	Prbh.g_00646	Prbj.g_01540
OG0000231	Prbh.g_01144	Prbj.g_01542
OG0000232	Prbh.g_00644	Prbj.g_01543
OG0000233	Prbh.g_00641	Prbj.g_01548
OG0000234	Prbh.g_00639	Prbj.g_00545
OG0000235	Prbh.g_00637	Prbj.g_00543
OG0000236	Prbh.g_00636	Prbj.g_00542
OG0000237	Prbh.g_00635	Prbj.g_00541
OG0000238	Prbh.g_00634	Prbj.g_00540
OG0000239	Prbh.g_00633	Prbj.g_00539
OG0000240	Prbh.g_00631	Prbj.g_00537
OG0000241	Prbh.g_00630	Prbj.g_00536
OG0000242	Prbh.g_00629	Prbj.g_00535
OG0000243	Prbh.g_00628	Prbj.g_00534
OG0000244	Prbh.g_00627	Prbj.g_00533
OG0000245	Prbh.g_00626	Prbj.g_00531
OG0000246	Prbh.g_00624	Prbj.g_00529
OG0000247	Prbh.g_00623	Prbj.g_00528
OG0000248	Prbh.g_00622	Prbj.g_00527
OG0000249	Prbh.g_00621	Prbj.g_00526
OG0000250	Prbh.g_00620	Prbj.g_00525
OG0000251	Prbh.g_00619	Prbj.g_00524
OG0000252	Prbh.g_00618	Prbj.g_00523
OG0000253	Prbh.g_00617	Prbj.g_00522
OG0000254	Prbh.g_00615	Prbj.g_00520
OG0000255	Prbh.g_00614	Prbj.g_00519
OG0000256	Prbh.g_00611	Prbj.g_00516
OG0000257	Prbh.g_00610	Prbj.g_00515
OG0000258	Prbh.g_00609	Prbj.g_00514
OG0000259	Prbh.g_00608	Prbj.g_00513
OG0000260	Prbh.g_00607	Prbj.g_00512
OG0000261	Prbh.g_00606	Prbj.g_00511
OG0000262	Prbh.g_00605	Prbj.g_00510
OG0000263	Prbh.g_00604	Prbj.g_00509
OG0000264	Prbh.g_00602	Prbj.g_02369
OG0000265	Prbh.g_00601	Prbj.g_01135
OG0000266	Prbh.g_00600	Prbj.g_01137
OG0000267	Prbh.g_00598	Prbj.g_01141
OG0000268	Prbh.g_00596	Prbj.g_01143
OG0000269	Prbh.g_00595	Prbj.g_01146
OG0000270	Prbh.g_00594	Prbj.g_01148
OG0000271	Prbh.g_00593	Prbj.g_01151
OG0000272	Prbh.g_00592	Prbj.g_01152
OG0000273	Prbh.g_00591	Prbj.g_01155
OG0000274	Prbh.g_00590	Prbj.g_01157
OG0000275	Prbh.g_00589	Prbj.g_01158
OG0000276	Prbh.g_00588	Prbj.g_01159
OG0000277	Prbh.g_00587	Prbj.g_01160
OG0000278	Prbh.g_00586	Prbj.g_01161
OG0000279	Prbh.g_00585	Prbj.g_01162
OG0000280	Prbh.g_00584	Prbj.g_01163
OG0000281	Prbh.g_00582	Prbj.g_01165
OG0000282	Prbh.g_00581	Prbj.g_01166
OG0000283	Prbh.g_00578	Prbj.g_01173
OG0000284	Prbh.g_00577	Prbj.g_01174
OG0000285	Prbh.g_00576	Prbj.g_00289
OG0000286	Prbh.g_00574	Prbj.g_00287
OG0000287	Prbh.g_00573	Prbj.g_00234
OG0000288	Prbh.g_00572	Prbj.g_00235
OG0000289	Prbh.g_00571	Prbj.g_00237
OG0000290	Prbh.g_00570	Prbj.g_00238
OG0000291	Prbh.g_00569	Prbj.g_00240
OG0000292	Prbh.g_00568	Prbj.g_00250
OG0000293	Prbh.g_00567	Prbj.g_00251
OG0000294	Prbh.g_00566	Prbj.g_00252
OG0000295	Prbh.g_00565	Prbj.g_00258
OG0000296	Prbh.g_00564	Prbj.g_00259
OG0000297	Prbh.g_00563	Prbj.g_00262
OG0000298	Prbh.g_00562	Prbj.g_00263
OG0000299	Prbh.g_00561	Prbj.g_00264
OG0000300	Prbh.g_00560	Prbj.g_00265
OG0000301	Prbh.g_00559	Prbj.g_00266
OG0000302	Prbh.g_00558	Prbj.g_00267
OG0000303	Prbh.g_00557	Prbj.g_00268
OG0000304	Prbh.g_00555	Prbj.g_00270
OG0000305	Prbh.g_00554	Prbj.g_00271
OG0000306	Prbh.g_00553	Prbj.g_00272
OG0000307	Prbh.g_00551	Prbj.g_00181
OG0000308	Prbh.g_00550	Prbj.g_01775
OG0000309	Prbh.g_00549	Prbj.g_01776
OG0000310	Prbh.g_00548	Prbj.g_01777
OG0000311	Prbh.g_00547	Prbj.g_00177
OG0000312	Prbh.g_00545	Prbj.g_00176
OG0000313	Prbh.g_00544	Prbj.g_02608
OG0000314	Prbh.g_00540	Prbj.g_02614
OG0000315	Prbh.g_00539	Prbj.g_02615
OG0000316	Prbh.g_00537	Prbj.g_02661
OG0000317	Prbh.g_00535	Prbj.g_01341
OG0000318	Prbh.g_00534	Prbj.g_01342
OG0000319	Prbh.g_00533	Prbj.g_01343
OG0000320	Prbh.g_00532	Prbj.g_01345
OG0000321	Prbh.g_00529	Prbj.g_01350
OG0000322	Prbh.g_00525	Prbj.g_01359
OG0000323	Prbh.g_00524	Prbj.g_01360
OG0000324	Prbh.g_00521	Prbj.g_01362
OG0000325	Prbh.g_00520	Prbj.g_01364
OG0000326	Prbh.g_00519	Prbj.g_01366
OG0000327	Prbh.g_00517	Prbj.g_01372
OG0000328	Prbh.g_00516	Prbj.g_00180
OG0000329	Prbh.g_00515	Prbj.g_01385
OG0000330	Prbh.g_00514	Prbj.g_01386
OG0000331	Prbh.g_00513	Prbj.g_01388
OG0000332	Prbh.g_00512	Prbj.g_01389
OG0000333	Prbh.g_00511	Prbj.g_01390
OG0000334	Prbh.g_00510	Prbj.g_01391
OG0000335	Prbh.g_00509	Prbj.g_01392
OG0000336	Prbh.g_00507	Prbj.g_01394
OG0000337	Prbh.g_00504	Prbj.g_01399
OG0000338	Prbh.g_00503	Prbj.g_01400
OG0000339	Prbh.g_00502	Prbj.g_01401
OG0000340	Prbh.g_00501	Prbj.g_01403
OG0000341	Prbh.g_00497	Prbj.g_01408
OG0000342	Prbh.g_00496	Prbj.g_01409
OG0000343	Prbh.g_00493	Prbj.g_01411
OG0000344	Prbh.g_00492	Prbj.g_01413
OG0000345	Prbh.g_00491	Prbj.g_01414
OG0000346	Prbh.g_00490	Prbj.g_01415
OG0000347	Prbh.g_00489	Prbj.g_01416
OG0000348	Prbh.g_00487	Prbj.g_01417
OG0000349	Prbh.g_00486	Prbj.g_01418
OG0000350	Prbh.g_00485	Prbj.g_01419
OG0000351	Prbh.g_00483	Prbj.g_01423
OG0000352	Prbh.g_00480	Prbj.g_01427
OG0000353	Prbh.g_00479	Prbj.g_01430
OG0000354	Prbh.g_00478	Prbj.g_01431
OG0000355	Prbh.g_00477	Prbj.g_01432
OG0000356	Prbh.g_00476	Prbj.g_01437
OG0000357	Prbh.g_00475	Prbj.g_01438
OG0000358	Prbh.g_00474	Prbj.g_01439
OG0000359	Prbh.g_00473	Prbj.g_01441
OG0000360	Prbh.g_00471	Prbj.g_01444
OG0000361	Prbh.g_00470	Prbj.g_01445
OG0000362	Prbh.g_00469	Prbj.g_01446
OG0000363	Prbh.g_00468	Prbj.g_01448
OG0000364	Prbh.g_00467	Prbj.g_01449
OG0000365	Prbh.g_00466	Prbj.g_01450
OG0000366	Prbh.g_00465	Prbj.g_01451
OG0000367	Prbh.g_00464	Prbj.g_01452
OG0000368	Prbh.g_00463	Prbj.g_01453
OG0000369	Prbh.g_00462	Prbj.g_01454
OG0000370	Prbh.g_00461	Prbj.g_01455
OG0000371	Prbh.g_00460	Prbj.g_01456
OG0000372	Prbh.g_00458	Prbj.g_01459
OG0000373	Prbh.g_00456	Prbj.g_01469
OG0000374	Prbh.g_00455	Prbj.g_01471
OG0000375	Prbh.g_00454	Prbj.g_01480
OG0000376	Prbh.g_00452	Prbj.g_00359
OG0000377	Prbh.g_00446	Prbj.g_00352
OG0000378	Prbh.g_00445	Prbj.g_00351
OG0000379	Prbh.g_00439	Prbj.g_00341
OG0000380	Prbh.g_00437	Prbj.g_00339
OG0000381	Prbh.g_00436	Prbj.g_00338
OG0000382	Prbh.g_00435	Prbj.g_00336
OG0000383	Prbh.g_00431	Prbj.g_00331
OG0000384	Prbh.g_00430	Prbj.g_00330
OG0000385	Prbh.g_00427	Prbj.g_00324
OG0000386	Prbh.g_00426	Prbj.g_00323
OG0000387	Prbh.g_00425	Prbj.g_00322
OG0000388	Prbh.g_00424	Prbj.g_00321
OG0000389	Prbh.g_00423	Prbj.g_00320
OG0000390	Prbh.g_00422	Prbj.g_00319
OG0000391	Prbh.g_00421	Prbj.g_00318
OG0000392	Prbh.g_00420	Prbj.g_00317
OG0000393	Prbh.g_00416	Prbj.g_00063
OG0000394	Prbh.g_00415	Prbj.g_00064
OG0000395	Prbh.g_00412	Prbj.g_00068
OG0000396	Prbh.g_01008	Prbj.g_02500
OG0000397	Prbh.g_01327	Prbj.g_00563
OG0000398	Prbh.g_01877	Prbj.g_00874
OG0000399	Prbh.g_01320	Prbj.g_00689
OG0000400	Prbh.g_01718	Prbj.g_02659
OG0000401	Prbh.g_00401	Prbj.g_00076
OG0000402	Prbh.g_00400	Prbj.g_00077
OG0000403	Prbh.g_00399	Prbj.g_00089
OG0000404	Prbh.g_00397	Prbj.g_00099
OG0000405	Prbh.g_00396	Prbj.g_00100
OG0000406	Prbh.g_00394	Prbj.g_00102
OG0000407	Prbh.g_00393	Prbj.g_00103
OG0000408	Prbh.g_00392	Prbj.g_00104
OG0000409	Prbh.g_00391	Prbj.g_00105
OG0000410	Prbh.g_00390	Prbj.g_00107
OG0000411	Prbh.g_00389	Prbj.g_00108
OG0000412	Prbh.g_00388	Prbj.g_00109
OG0000413	Prbh.g_00387	Prbj.g_00110
OG0000414	Prbh.g_00386	Prbj.g_00111
OG0000415	Prbh.g_00385	Prbj.g_00112
OG0000416	Prbh.g_00384	Prbj.g_00113
OG0000417	Prbh.g_00383	Prbj.g_00117
OG0000418	Prbh.g_00382	Prbj.g_00118
OG0000419	Prbh.g_00381	Prbj.g_00119
OG0000420	Prbh.g_00380	Prbj.g_00120
OG0000421	Prbh.g_00374	Prbj.g_01894
OG0000422	Prbh.g_00372	Prbj.g_01892
OG0000423	Prbh.g_00371	Prbj.g_01891
OG0000424	Prbh.g_00370	Prbj.g_01888
OG0000425	Prbh.g_00367	Prbj.g_00152
OG0000426	Prbh.g_00366	Prbj.g_00151
OG0000427	Prbh.g_00365	Prbj.g_00148
OG0000428	Prbh.g_00363	Prbj.g_00136
OG0000429	Prbh.g_00361	Prbj.g_00134
OG0000430	Prbh.g_00360	Prbj.g_00132
OG0000431	Prbh.g_00358	Prbj.g_00130
OG0000432	Prbh.g_00357	Prbj.g_00129
OG0000433	Prbh.g_00354	Prbj.g_01638
OG0000434	Prbh.g_00353	Prbj.g_01635
OG0000435	Prbh.g_00352	Prbj.g_01631
OG0000436	Prbh.g_00350	Prbj.g_01629
OG0000437	Prbh.g_00348	Prbj.g_01627
OG0000438	Prbh.g_00347	Prbj.g_01626
OG0000439	Prbh.g_00346	Prbj.g_01625
OG0000440	Prbh.g_00344	Prbj.g_01622
OG0000441	Prbh.g_00343	Prbj.g_01620
OG0000442	Prbh.g_00342	Prbj.g_01619
OG0000443	Prbh.g_00341	Prbj.g_01618
OG0000444	Prbh.g_00340	Prbj.g_01617
OG0000445	Prbh.g_00339	Prbj.g_01616
OG0000446	Prbh.g_00338	Prbj.g_01615
OG0000447	Prbh.g_00337	Prbj.g_01614
OG0000448	Prbh.g_00336	Prbj.g_01613
OG0000449	Prbh.g_00329	Prbj.g_01605
OG0000450	Prbh.g_00328	Prbj.g_02088
OG0000451	Prbh.g_00327	Prbj.g_02089
OG0000452	Prbh.g_00326	Prbj.g_02090
OG0000453	Prbh.g_00325	Prbj.g_02093
OG0000454	Prbh.g_00324	Prbj.g_02094
OG0000455	Prbh.g_00323	Prbj.g_02095
OG0000456	Prbh.g_00322	Prbj.g_02096
OG0000457	Prbh.g_00320	Prbj.g_02097
OG0000458	Prbh.g_00318	Prbj.g_02098
OG0000459	Prbh.g_00317	Prbj.g_02099
OG0000460	Prbh.g_00315	Prbj.g_02101
OG0000461	Prbh.g_00314	Prbj.g_02102
OG0000462	Prbh.g_00313	Prbj.g_02103
OG0000463	Prbh.g_00311	Prbj.g_02108
OG0000464	Prbh.g_00306	Prbj.g_02113
OG0000465	Prbh.g_00305	Prbj.g_02114
OG0000466	Prbh.g_00304	Prbj.g_02115
OG0000467	Prbh.g_00303	Prbj.g_02117
OG0000468	Prbh.g_00302	Prbj.g_02118
OG0000469	Prbh.g_00301	Prbj.g_02123
OG0000470	Prbh.g_00299	Prbj.g_01116
OG0000471	Prbh.g_00298	Prbj.g_00765
OG0000472	Prbh.g_00295	Prbj.g_02128
OG0000473	Prbh.g_00294	Prbj.g_02130
OG0000474	Prbh.g_00293	Prbj.g_02132
OG0000475	Prbh.g_00292	Prbj.g_02133
OG0000476	Prbh.g_00291	Prbj.g_02139
OG0000477	Prbh.g_00290	Prbj.g_02142
OG0000478	Prbh.g_00289	Prbj.g_02144
OG0000479	Prbh.g_00288	Prbj.g_02146
OG0000480	Prbh.g_00286	Prbj.g_02666
OG0000481	Prbh.g_00285	Prbj.g_01858
OG0000482	Prbh.g_00284	Prbj.g_01859
OG0000483	Prbh.g_00283	Prbj.g_01861
OG0000484	Prbh.g_00282	Prbj.g_01862
OG0000485	Prbh.g_00281	Prbj.g_01863
OG0000486	Prbh.g_00280	Prbj.g_01864
OG0000487	Prbh.g_00279	Prbj.g_01865
OG0000488	Prbh.g_00277	Prbj.g_01867
OG0000489	Prbh.g_00276	Prbj.g_01868
OG0000490	Prbh.g_00275	Prbj.g_01869
OG0000491	Prbh.g_00274	Prbj.g_01870
OG0000492	Prbh.g_00273	Prbj.g_01871
OG0000493	Prbh.g_00272	Prbj.g_01872
OG0000494	Prbh.g_00270	Prbj.g_01874
OG0000495	Prbh.g_00269	Prbj.g_01875
OG0000496	Prbh.g_00267	Prbj.g_01877
OG0000497	Prbh.g_00265	Prbj.g_01879
OG0000498	Prbh.g_00264	Prbj.g_01880
OG0000499	Prbh.g_00262	Prbj.g_01882
OG0000500	Prbh.g_00261	Prbj.g_01883
OG0000501	Prbh.g_00259	Prbj.g_01807
OG0000502	Prbh.g_00258	Prbj.g_01806
OG0000503	Prbh.g_00257	Prbj.g_01805
OG0000504	Prbh.g_00256	Prbj.g_01803
OG0000505	Prbh.g_00255	Prbj.g_01802
OG0000506	Prbh.g_00254	Prbj.g_01801
OG0000507	Prbh.g_00253	Prbj.g_01800
OG0000508	Prbh.g_00251	Prbj.g_01796
OG0000509	Prbh.g_00250	Prbj.g_01795
OG0000510	Prbh.g_00249	Prbj.g_01794
OG0000511	Prbh.g_00248	Prbj.g_01793
OG0000512	Prbh.g_00247	Prbj.g_01792
OG0000513	Prbh.g_00246	Prbj.g_01791
OG0000514	Prbh.g_00245	Prbj.g_01790
OG0000515	Prbh.g_00244	Prbj.g_01787
OG0000516	Prbh.g_00243	Prbj.g_01786
OG0000517	Prbh.g_00242	Prbj.g_01785
OG0000518	Prbh.g_00239	Prbj.g_01781
OG0000519	Prbh.g_00238	Prbj.g_01780
OG0000520	Prbh.g_00237	Prbj.g_01779
OG0000521	Prbh.g_00236	Prbj.g_01778
OG0000522	Prbh.g_00235	Prbj.g_01772
OG0000523	Prbh.g_00234	Prbj.g_01771
OG0000524	Prbh.g_00233	Prbj.g_01770
OG0000525	Prbh.g_00231	Prbj.g_01768
OG0000526	Prbh.g_00230	Prbj.g_01767
OG0000527	Prbh.g_00229	Prbj.g_01766
OG0000528	Prbh.g_00228	Prbj.g_01765
OG0000529	Prbh.g_00227	Prbj.g_01764
OG0000530	Prbh.g_00226	Prbj.g_01763
OG0000531	Prbh.g_00224	Prbj.g_01760
OG0000532	Prbh.g_00223	Prbj.g_01758
OG0000533	Prbh.g_00222	Prbj.g_01757
OG0000534	Prbh.g_00221	Prbj.g_01756
OG0000535	Prbh.g_00220	Prbj.g_01755
OG0000536	Prbh.g_00219	Prbj.g_01754
OG0000537	Prbh.g_00218	Prbj.g_01753
OG0000538	Prbh.g_00217	Prbj.g_01752
OG0000539	Prbh.g_00216	Prbj.g_01750
OG0000540	Prbh.g_00215	Prbj.g_01748
OG0000541	Prbh.g_00214	Prbj.g_02544
OG0000542	Prbh.g_00213	Prbj.g_02545
OG0000543	Prbh.g_00212	Prbj.g_02546
OG0000544	Prbh.g_01465	Prbj.g_02547
OG0000545	Prbh.g_01462	Prbj.g_02550
OG0000546	Prbh.g_01461	Prbj.g_02551
OG0000547	Prbh.g_01459	Prbj.g_02553
