Orthogroup	Prbh	Praq
OG0000485	Prbh.g_00281	Praq.g_01053
OG0000486	Prbh.g_00280	Praq.g_01052
OG0000487	Prbh.g_00279	Praq.g_01051
OG0000488	Prbh.g_00277	Praq.g_01049
OG0000489	Prbh.g_00276	Praq.g_01048
OG0000490	Prbh.g_00275	Praq.g_01047
OG0000491	Prbh.g_00274	Praq.g_01046
OG0000492	Prbh.g_00273	Praq.g_01045
OG0000493	Prbh.g_00272	Praq.g_01044
OG0000494	Prbh.g_00270	Praq.g_01042
OG0000495	Prbh.g_00269	Praq.g_01041
OG0000496	Prbh.g_00267	Praq.g_01040
OG0000497	Prbh.g_00265	Praq.g_01039
OG0000498	Prbh.g_00264	Praq.g_01038
OG0000499	Prbh.g_00262	Praq.g_01036
OG0000500	Prbh.g_00261	Praq.g_01035
OG0000501	Prbh.g_00259	Praq.g_01033
OG0000502	Prbh.g_00258	Praq.g_01032
OG0000503	Prbh.g_00257	Praq.g_01031
OG0000504	Prbh.g_00256	Praq.g_01030
OG0000505	Prbh.g_00255	Praq.g_01029
OG0000506	Prbh.g_00254	Praq.g_01028
OG0000507	Prbh.g_00253	Praq.g_01027
OG0000508	Prbh.g_00251	Praq.g_01025
OG0000509	Prbh.g_00250	Praq.g_01024
OG0000510	Prbh.g_00249	Praq.g_01023
OG0000511	Prbh.g_00248	Praq.g_01022
OG0000512	Prbh.g_00247	Praq.g_01021
OG0000513	Prbh.g_00246	Praq.g_01020
OG0000514	Prbh.g_00245	Praq.g_01019
OG0000515	Prbh.g_00244	Praq.g_01017
OG0000516	Prbh.g_00243	Praq.g_01016
OG0000517	Prbh.g_00242	Praq.g_01015
OG0000518	Prbh.g_00239	Praq.g_01012
OG0000519	Prbh.g_00238	Praq.g_01010
OG0000520	Prbh.g_00237	Praq.g_01009
OG0000521	Prbh.g_00236	Praq.g_01008
OG0000522	Prbh.g_00235	Praq.g_01007
OG0000523	Prbh.g_00234	Praq.g_01006
OG0000524	Prbh.g_00233	Praq.g_01005
OG0000525	Prbh.g_00231	Praq.g_01003
OG0000526	Prbh.g_00230	Praq.g_01002
OG0000527	Prbh.g_00229	Praq.g_01001
OG0000528	Prbh.g_00228	Praq.g_01000
OG0000529	Prbh.g_00227	Praq.g_00999
OG0000530	Prbh.g_00226	Praq.g_00998
OG0000531	Prbh.g_00224	Praq.g_00997
OG0000532	Prbh.g_00223	Praq.g_00996
OG0000533	Prbh.g_00222	Praq.g_00995
OG0000534	Prbh.g_00221	Praq.g_00994
OG0000535	Prbh.g_00220	Praq.g_00993
OG0000536	Prbh.g_00219	Praq.g_00992
OG0000537	Prbh.g_00218	Praq.g_00991
OG0000538	Prbh.g_00217	Praq.g_00990
OG0000539	Prbh.g_00216	Praq.g_00989
OG0000540	Prbh.g_00215	Praq.g_00988
OG0000541	Prbh.g_00214	Praq.g_00987
OG0000542	Prbh.g_00213	Praq.g_00986
OG0000543	Prbh.g_00212	Praq.g_00985
OG0000544	Prbh.g_01465	Praq.g_00984
OG0000545	Prbh.g_01462	Praq.g_00981
OG0000546	Prbh.g_01461	Praq.g_00980
OG0000547	Prbh.g_01459	Praq.g_00978
OG0000548	Prbh.g_01457	Praq.g_00977
OG0000549	Prbh.g_01456	Praq.g_00976
OG0000550	Prbh.g_01455	Praq.g_00975
OG0000551	Prbh.g_01453	Praq.g_00974
OG0000552	Prbh.g_01452	Praq.g_00973
OG0000553	Prbh.g_01223	Praq.g_00972
OG0000554	Prbh.g_01222	Praq.g_00971
OG0000555	Prbh.g_01221	Praq.g_00970
OG0000556	Prbh.g_01220	Praq.g_00969
