Orthogroup	Prbh	Praa
OG0000065	Prbh.g_01373	Praa.g_01318
OG0000066	Prbh.g_00031	Praa.g_01387
OG0000067	Prbh.g_01835	Praa.g_01626
OG0000068	Prbh.g_01644	Praa.g_01775
OG0000071	Prbh.g_01953	Praa.g_00011
OG0000072	Prbh.g_00457	Praa.g_00322
OG0000073	Prbh.g_01182	Praa.g_00669
OG0000074	Prbh.g_00926	Praa.g_00691
OG0000075	Prbh.g_00960	Praa.g_00811, Praa.g_00810
OG0000076	Prbh.g_01031	Praa.g_01039
OG0000077	Prbh.g_01904	Praa.g_01236
OG0000078	Prbh.g_00032	Praa.g_01394
OG0000079	Prbh.g_00184	Praa.g_01555
OG0000080	Prbh.g_01860	Praa.g_01606
OG0000081	Prbh.g_01609	Praa.g_01806
OG0000082	Prbh.g_01516	Praa.g_01894
OG0000083	Prbh.g_01473	Praa.g_00003
OG0000084	Prbh.g_01470	Praa.g_00006
OG0000085	Prbh.g_00757	Praa.g_00023
OG0000086	Prbh.g_01826	Praa.g_00409
OG0000087	Prbh.g_00731	Praa.g_00049
OG0000088	Prbh.g_00668	Praa.g_00113
OG0000089	Prbh.g_00659	Praa.g_00121
OG0000090	Prbh.g_00642	Praa.g_00139
OG0000091	Prbh.g_00613	Praa.g_00169
OG0000092	Prbh.g_00612	Praa.g_00170
OG0000093	Prbh.g_00599	Praa.g_00184
OG0000094	Prbh.g_00580	Praa.g_00202
OG0000095	Prbh.g_00575	Praa.g_00207
OG0000096	Prbh.g_00528	Praa.g_00251
OG0000097	Prbh.g_00505	Praa.g_00274
OG0000099	Prbh.g_00484	Praa.g_00294
OG0000100	Prbh.g_00481	Praa.g_00297
OG0000101	Prbh.g_00413	Praa.g_00356
OG0000102	Prbh.g_01825	Praa.g_00381
OG0000103	Prbh.g_00355	Praa.g_00476
OG0000104	Prbh.g_00351	Praa.g_00480
OG0000105	Prbh.g_00330	Praa.g_00499
OG0000106	Prbh.g_00297	Praa.g_00532
OG0000107	Prbh.g_00296	Praa.g_00533
OG0000108	Prbh.g_00287	Praa.g_00544
OG0000109	Prbh.g_00278	Praa.g_00553
OG0000110	Prbh.g_00260	Praa.g_00569
OG0000111	Prbh.g_01202	Praa.g_00651
OG0000112	Prbh.g_01201	Praa.g_00652
OG0000113	Prbh.g_01149	Praa.g_00733
OG0000114	Prbh.g_00951	Praa.g_00801
OG0000115	Prbh.g_01086	Praa.g_00964
OG0000116	Prbh.g_01090	Praa.g_00968
OG0000117	Prbh.g_01034	Praa.g_01036
OG0000118	Prbh.g_01328	Praa.g_01089
OG0000119	Prbh.g_01865	Praa.g_01130
OG0000120	Prbh.g_01276	Praa.g_01165
OG0000121	Prbh.g_01253	Praa.g_01184
OG0000122	Prbh.g_01233	Praa.g_01203
OG0000123	Prbh.g_01450	Praa.g_01216
OG0000124	Prbh.g_01397	Praa.g_01224
OG0000125	Prbh.g_01385	Praa.g_01330
OG0000126	Prbh.g_00009	Praa.g_01366
OG0000127	Prbh.g_00084	Praa.g_01463
OG0000128	Prbh.g_00100	Praa.g_01477
OG0000129	Prbh.g_00136	Praa.g_01513
OG0000130	Prbh.g_01785	Praa.g_01633
OG0000131	Prbh.g_01745	Praa.g_01672
OG0000132	Prbh.g_01742	Praa.g_01675
OG0000133	Prbh.g_01686	Praa.g_01734
OG0000134	Prbh.g_01650	Praa.g_01770
OG0000135	Prbh.g_01648	Praa.g_01772
OG0000136	Prbh.g_01597	Praa.g_01817
OG0000137	Prbh.g_01563	Praa.g_01849
OG0000138	Prbh.g_01528	Praa.g_01885
OG0000139	Prbh.g_01497	Praa.g_01911
OG0000140	Prbh.g_01475	Praa.g_00001
OG0000141	Prbh.g_01474	Praa.g_00002
OG0000142	Prbh.g_01472	Praa.g_00004
OG0000143	Prbh.g_01471	Praa.g_00005
OG0000144	Prbh.g_01469	Praa.g_00007
OG0000145	Prbh.g_01468	Praa.g_00008
OG0000146	Prbh.g_01467	Praa.g_00009
OG0000147	Prbh.g_01466	Praa.g_00010
OG0000148	Prbh.g_01952	Praa.g_00012
OG0000149	Prbh.g_00766	Praa.g_00014
OG0000150	Prbh.g_00765	Praa.g_00015
OG0000151	Prbh.g_00764	Praa.g_00016
OG0000152	Prbh.g_00763	Praa.g_00017
OG0000153	Prbh.g_00762	Praa.g_00018
OG0000154	Prbh.g_00761	Praa.g_00019
OG0000155	Prbh.g_00760	Praa.g_00020
OG0000156	Prbh.g_00759	Praa.g_00021
OG0000157	Prbh.g_00758	Praa.g_00022
OG0000158	Prbh.g_00756	Praa.g_00024
OG0000159	Prbh.g_00755	Praa.g_00025
OG0000160	Prbh.g_00754	Praa.g_00026
OG0000161	Prbh.g_00753	Praa.g_00027
OG0000162	Prbh.g_00752	Praa.g_00028
OG0000163	Prbh.g_00751	Praa.g_00029
OG0000164	Prbh.g_00748	Praa.g_00032
OG0000165	Prbh.g_00746	Praa.g_00035
OG0000166	Prbh.g_00745	Praa.g_00036
OG0000167	Prbh.g_00744	Praa.g_00037
OG0000168	Prbh.g_00743	Praa.g_00040
OG0000169	Prbh.g_00741	Praa.g_00042
OG0000170	Prbh.g_00739	Praa.g_00043
OG0000171	Prbh.g_00738	Praa.g_00044
OG0000172	Prbh.g_00737	Praa.g_00045
OG0000173	Prbh.g_00734	Praa.g_00046
OG0000174	Prbh.g_00733	Praa.g_00047
OG0000175	Prbh.g_00732	Praa.g_00048
OG0000176	Prbh.g_00730	Praa.g_00050
OG0000177	Prbh.g_00729	Praa.g_00051
OG0000178	Prbh.g_00728	Praa.g_00052
OG0000179	Prbh.g_00719	Praa.g_00064
OG0000180	Prbh.g_00718	Praa.g_00065
OG0000181	Prbh.g_00717	Praa.g_00066
OG0000182	Prbh.g_00713	Praa.g_00069
OG0000183	Prbh.g_00712	Praa.g_00070
OG0000184	Prbh.g_00709	Praa.g_00073
OG0000185	Prbh.g_00705	Praa.g_00077
OG0000186	Prbh.g_00704	Praa.g_00078
OG0000187	Prbh.g_01878	Praa.g_00079
OG0000188	Prbh.g_00703	Praa.g_00080
OG0000189	Prbh.g_00702	Praa.g_00081
OG0000190	Prbh.g_00701	Praa.g_00082
OG0000191	Prbh.g_00700	Praa.g_00083
OG0000192	Prbh.g_00699	Praa.g_00084
OG0000193	Prbh.g_00698	Praa.g_00085
OG0000194	Prbh.g_00697	Praa.g_00086
OG0000195	Prbh.g_00695	Praa.g_00088
OG0000196	Prbh.g_00694	Praa.g_00089
OG0000197	Prbh.g_00693	Praa.g_00090
OG0000198	Prbh.g_00692	Praa.g_00091
OG0000199	Prbh.g_00689	Praa.g_00094
OG0000200	Prbh.g_00688	Praa.g_00095
OG0000201	Prbh.g_00687	Praa.g_00096
OG0000202	Prbh.g_00686	Praa.g_00097
OG0000203	Prbh.g_00685	Praa.g_00098
OG0000204	Prbh.g_00684	Praa.g_00099
OG0000205	Prbh.g_00682	Praa.g_00100
OG0000206	Prbh.g_00681	Praa.g_00101
OG0000207	Prbh.g_00680	Praa.g_00102
OG0000208	Prbh.g_00679	Praa.g_00103
OG0000209	Prbh.g_00678	Praa.g_00104
OG0000210	Prbh.g_00677	Praa.g_00106
OG0000211	Prbh.g_00676	Praa.g_00107
OG0000212	Prbh.g_00675	Praa.g_00108
OG0000213	Prbh.g_00674	Praa.g_00109
OG0000214	Prbh.g_00670	Praa.g_00111
OG0000215	Prbh.g_00669	Praa.g_00112
OG0000216	Prbh.g_00667	Praa.g_00114
OG0000217	Prbh.g_00666	Praa.g_00115
OG0000218	Prbh.g_00665	Praa.g_00116
OG0000219	Prbh.g_00664	Praa.g_00117
OG0000220	Prbh.g_00661	Praa.g_00120
OG0000221	Prbh.g_00658	Praa.g_00122
OG0000222	Prbh.g_00657	Praa.g_00123
OG0000223	Prbh.g_00656	Praa.g_00124
OG0000224	Prbh.g_00654	Praa.g_00127
OG0000225	Prbh.g_00652	Praa.g_00129
OG0000226	Prbh.g_00650	Praa.g_00130
OG0000227	Prbh.g_00649	Praa.g_00131
OG0000228	Prbh.g_00648	Praa.g_00132
OG0000229	Prbh.g_00647	Praa.g_00133
OG0000230	Prbh.g_00646	Praa.g_00134
OG0000231	Prbh.g_01144	Praa.g_00136
OG0000232	Prbh.g_00644	Praa.g_00137
OG0000233	Prbh.g_00641	Praa.g_00140
OG0000234	Prbh.g_00639	Praa.g_00142
OG0000235	Prbh.g_00637	Praa.g_00145
OG0000236	Prbh.g_00636	Praa.g_00146
OG0000237	Prbh.g_00635	Praa.g_00147
OG0000238	Prbh.g_00634	Praa.g_00148
OG0000239	Prbh.g_00633	Praa.g_00149
OG0000240	Prbh.g_00631	Praa.g_00151
OG0000241	Prbh.g_00630	Praa.g_00152
OG0000242	Prbh.g_00629	Praa.g_00153
OG0000243	Prbh.g_00628	Praa.g_00154
OG0000244	Prbh.g_00627	Praa.g_00155
OG0000245	Prbh.g_00626	Praa.g_00156
OG0000246	Prbh.g_00624	Praa.g_00158
OG0000247	Prbh.g_00623	Praa.g_00159
OG0000248	Prbh.g_00622	Praa.g_00160
OG0000249	Prbh.g_00621	Praa.g_00161
OG0000250	Prbh.g_00620	Praa.g_00162
OG0000251	Prbh.g_00619	Praa.g_00163
OG0000252	Prbh.g_00618	Praa.g_00164
OG0000253	Prbh.g_00617	Praa.g_00165
OG0000254	Prbh.g_00615	Praa.g_00167
OG0000255	Prbh.g_00614	Praa.g_00168
OG0000256	Prbh.g_00611	Praa.g_00171
OG0000257	Prbh.g_00610	Praa.g_00173
OG0000258	Prbh.g_00609	Praa.g_00174
OG0000259	Prbh.g_00608	Praa.g_00175
OG0000260	Prbh.g_00607	Praa.g_00176
OG0000261	Prbh.g_00606	Praa.g_00177
OG0000262	Prbh.g_00605	Praa.g_00178
OG0000263	Prbh.g_00604	Praa.g_00179
OG0000264	Prbh.g_00602	Praa.g_00181
OG0000265	Prbh.g_00601	Praa.g_00182
OG0000266	Prbh.g_00600	Praa.g_00183
OG0000267	Prbh.g_00598	Praa.g_00185
OG0000268	Prbh.g_00596	Praa.g_00186
OG0000269	Prbh.g_00595	Praa.g_00187
OG0000270	Prbh.g_00594	Praa.g_00188
OG0000271	Prbh.g_00593	Praa.g_00189
OG0000272	Prbh.g_00592	Praa.g_00190
OG0000273	Prbh.g_00591	Praa.g_00191
OG0000274	Prbh.g_00590	Praa.g_00192
OG0000275	Prbh.g_00589	Praa.g_00193
OG0000276	Prbh.g_00588	Praa.g_00194
OG0000277	Prbh.g_00587	Praa.g_00195
OG0000278	Prbh.g_00586	Praa.g_00196
OG0000279	Prbh.g_00585	Praa.g_00197
OG0000280	Prbh.g_00584	Praa.g_00198
OG0000281	Prbh.g_00582	Praa.g_00200
OG0000282	Prbh.g_00581	Praa.g_00201
OG0000283	Prbh.g_00578	Praa.g_00204
OG0000284	Prbh.g_00577	Praa.g_00205
OG0000285	Prbh.g_00576	Praa.g_00206
OG0000286	Prbh.g_00574	Praa.g_00208
OG0000287	Prbh.g_00573	Praa.g_00209
OG0000288	Prbh.g_00572	Praa.g_00210
OG0000289	Prbh.g_00571	Praa.g_00211
OG0000290	Prbh.g_00570	Praa.g_00212
OG0000291	Prbh.g_00569	Praa.g_00213
OG0000292	Prbh.g_00568	Praa.g_00214
OG0000293	Prbh.g_00567	Praa.g_00215
OG0000294	Prbh.g_00566	Praa.g_00216
OG0000295	Prbh.g_00565	Praa.g_00217
OG0000296	Prbh.g_00564	Praa.g_00218
OG0000297	Prbh.g_00563	Praa.g_00219
OG0000298	Prbh.g_00562	Praa.g_00220
OG0000299	Prbh.g_00561	Praa.g_00221
OG0000300	Prbh.g_00560	Praa.g_00222
OG0000301	Prbh.g_00559	Praa.g_00223
OG0000302	Prbh.g_00558	Praa.g_00224
OG0000303	Prbh.g_00557	Praa.g_00225
OG0000304	Prbh.g_00555	Praa.g_00226
OG0000305	Prbh.g_00554	Praa.g_00227
OG0000306	Prbh.g_00553	Praa.g_00228
OG0000307	Prbh.g_00551	Praa.g_00229
OG0000308	Prbh.g_00550	Praa.g_00230
OG0000309	Prbh.g_00549	Praa.g_00231
OG0000310	Prbh.g_00548	Praa.g_00232
OG0000311	Prbh.g_00547	Praa.g_00233
OG0000312	Prbh.g_00545	Praa.g_00235
OG0000313	Prbh.g_00544	Praa.g_00236
OG0000314	Prbh.g_00540	Praa.g_00239
OG0000315	Prbh.g_00539	Praa.g_00240
OG0000316	Prbh.g_00537	Praa.g_00242
OG0000317	Prbh.g_00535	Praa.g_00244
OG0000318	Prbh.g_00534	Praa.g_00245
OG0000319	Prbh.g_00533	Praa.g_00246
OG0000320	Prbh.g_00532	Praa.g_00247
OG0000321	Prbh.g_00529	Praa.g_00250
OG0000322	Prbh.g_00525	Praa.g_00253
OG0000323	Prbh.g_00524	Praa.g_00254
OG0000324	Prbh.g_00521	Praa.g_00257
OG0000325	Prbh.g_00520	Praa.g_00259
OG0000326	Prbh.g_00519	Praa.g_00260
OG0000327	Prbh.g_00517	Praa.g_00262
OG0000328	Prbh.g_00516	Praa.g_00263
OG0000329	Prbh.g_00515	Praa.g_00264
OG0000330	Prbh.g_00514	Praa.g_00265
OG0000331	Prbh.g_00513	Praa.g_00266
OG0000332	Prbh.g_00512	Praa.g_00267
OG0000333	Prbh.g_00511	Praa.g_00268
OG0000334	Prbh.g_00510	Praa.g_00269
OG0000335	Prbh.g_00509	Praa.g_00270
OG0000336	Prbh.g_00507	Praa.g_00271
OG0000337	Prbh.g_00504	Praa.g_00275
OG0000338	Prbh.g_00503	Praa.g_00276
OG0000339	Prbh.g_00502	Praa.g_00277
OG0000340	Prbh.g_00501	Praa.g_00278
OG0000341	Prbh.g_00497	Praa.g_00282
OG0000342	Prbh.g_00496	Praa.g_00283
OG0000343	Prbh.g_00493	Praa.g_00285
OG0000344	Prbh.g_00492	Praa.g_00286
OG0000345	Prbh.g_00491	Praa.g_00287
OG0000346	Prbh.g_00490	Praa.g_00288
OG0000347	Prbh.g_00489	Praa.g_00289
OG0000348	Prbh.g_00487	Praa.g_00290
OG0000349	Prbh.g_00486	Praa.g_00291
OG0000350	Prbh.g_00485	Praa.g_00292
OG0000351	Prbh.g_00483	Praa.g_00295
OG0000352	Prbh.g_00480	Praa.g_00298
OG0000353	Prbh.g_00479	Praa.g_00299
OG0000354	Prbh.g_00478	Praa.g_00300
OG0000355	Prbh.g_00477	Praa.g_00301
OG0000356	Prbh.g_00476	Praa.g_00302
OG0000357	Prbh.g_00475	Praa.g_00303
OG0000358	Prbh.g_00474	Praa.g_00304
OG0000359	Prbh.g_00473	Praa.g_00305
OG0000360	Prbh.g_00471	Praa.g_00308
OG0000361	Prbh.g_00470	Praa.g_00309
OG0000362	Prbh.g_00469	Praa.g_00310
OG0000363	Prbh.g_00468	Praa.g_00311
OG0000364	Prbh.g_00467	Praa.g_00312
OG0000365	Prbh.g_00466	Praa.g_00313
OG0000366	Prbh.g_00465	Praa.g_00314
OG0000367	Prbh.g_00464	Praa.g_00315
OG0000368	Prbh.g_00463	Praa.g_00316
OG0000369	Prbh.g_00462	Praa.g_00317
OG0000370	Prbh.g_00461	Praa.g_00318
OG0000371	Prbh.g_00460	Praa.g_00319
OG0000372	Prbh.g_00458	Praa.g_00321
OG0000373	Prbh.g_00456	Praa.g_00323
OG0000374	Prbh.g_00455	Praa.g_00324
OG0000375	Prbh.g_00454	Praa.g_00325
OG0000376	Prbh.g_00452	Praa.g_00327
OG0000377	Prbh.g_00446	Praa.g_00328
OG0000378	Prbh.g_00445	Praa.g_00329
OG0000379	Prbh.g_00439	Praa.g_00334
OG0000380	Prbh.g_00437	Praa.g_00335
OG0000381	Prbh.g_00436	Praa.g_00336
OG0000382	Prbh.g_00435	Praa.g_00338
OG0000383	Prbh.g_00431	Praa.g_00340
OG0000384	Prbh.g_00430	Praa.g_00341
OG0000385	Prbh.g_00427	Praa.g_00344
OG0000386	Prbh.g_00426	Praa.g_00345
OG0000387	Prbh.g_00425	Praa.g_00346
OG0000388	Prbh.g_00424	Praa.g_00347
OG0000389	Prbh.g_00423	Praa.g_00348
OG0000390	Prbh.g_00422	Praa.g_00349
OG0000391	Prbh.g_00421	Praa.g_00350
OG0000392	Prbh.g_00420	Praa.g_00351
OG0000393	Prbh.g_00416	Praa.g_00354
OG0000394	Prbh.g_00415	Praa.g_00355
OG0000395	Prbh.g_00412	Praa.g_00357
OG0000396	Prbh.g_01008	Praa.g_00358
OG0000397	Prbh.g_01327	Praa.g_00370
OG0000398	Prbh.g_01877	Praa.g_00378
OG0000399	Prbh.g_01320	Praa.g_00379
OG0000400	Prbh.g_01718	Praa.g_00383
OG0000401	Prbh.g_00401	Praa.g_00431
OG0000402	Prbh.g_00400	Praa.g_00432
OG0000403	Prbh.g_00399	Praa.g_00433
OG0000404	Prbh.g_00397	Praa.g_00435
OG0000405	Prbh.g_00396	Praa.g_00436
OG0000406	Prbh.g_00394	Praa.g_00437
OG0000407	Prbh.g_00393	Praa.g_00438
OG0000408	Prbh.g_00392	Praa.g_00439
OG0000409	Prbh.g_00391	Praa.g_00440
OG0000410	Prbh.g_00390	Praa.g_00441
OG0000411	Prbh.g_00389	Praa.g_00442
OG0000412	Prbh.g_00388	Praa.g_00443
OG0000413	Prbh.g_00387	Praa.g_00444
OG0000414	Prbh.g_00386	Praa.g_00445
OG0000415	Prbh.g_00385	Praa.g_00446
OG0000416	Prbh.g_00384	Praa.g_00447
OG0000417	Prbh.g_00383	Praa.g_00448
OG0000418	Prbh.g_00382	Praa.g_00449
OG0000419	Prbh.g_00381	Praa.g_00450
OG0000420	Prbh.g_00380	Praa.g_00451
OG0000421	Prbh.g_00374	Praa.g_00452
OG0000422	Prbh.g_00372	Praa.g_00454
OG0000423	Prbh.g_00371	Praa.g_00455
OG0000424	Prbh.g_00370	Praa.g_00457
OG0000425	Prbh.g_00367	Praa.g_00461
OG0000426	Prbh.g_00366	Praa.g_00462
OG0000427	Prbh.g_00365	Praa.g_00463
OG0000428	Prbh.g_00363	Praa.g_00464
OG0000429	Prbh.g_00361	Praa.g_00465
OG0000430	Prbh.g_00360	Praa.g_00471
OG0000431	Prbh.g_00358	Praa.g_00473
OG0000432	Prbh.g_00357	Praa.g_00474
OG0000433	Prbh.g_00354	Praa.g_00477
OG0000434	Prbh.g_00353	Praa.g_00478
OG0000435	Prbh.g_00352	Praa.g_00479
OG0000436	Prbh.g_00350	Praa.g_00481
OG0000437	Prbh.g_00348	Praa.g_00483
OG0000438	Prbh.g_00347	Praa.g_00484
OG0000439	Prbh.g_00346	Praa.g_00485
OG0000440	Prbh.g_00344	Praa.g_00487
OG0000441	Prbh.g_00343	Praa.g_00488
OG0000442	Prbh.g_00342	Praa.g_00489
OG0000443	Prbh.g_00341	Praa.g_00490
OG0000444	Prbh.g_00340	Praa.g_00491
OG0000445	Prbh.g_00339	Praa.g_00492
OG0000446	Prbh.g_00338	Praa.g_00493
OG0000447	Prbh.g_00337	Praa.g_00494
OG0000448	Prbh.g_00336	Praa.g_00495
OG0000449	Prbh.g_00329	Praa.g_00500
OG0000450	Prbh.g_00328	Praa.g_00501
OG0000451	Prbh.g_00327	Praa.g_00502
OG0000452	Prbh.g_00326	Praa.g_00503
OG0000453	Prbh.g_00325	Praa.g_00505
OG0000454	Prbh.g_00324	Praa.g_00506
OG0000455	Prbh.g_00323	Praa.g_00507
OG0000456	Prbh.g_00322	Praa.g_00508
OG0000457	Prbh.g_00320	Praa.g_00510
OG0000458	Prbh.g_00318	Praa.g_00512
OG0000459	Prbh.g_00317	Praa.g_00513
OG0000460	Prbh.g_00315	Praa.g_00515
OG0000461	Prbh.g_00314	Praa.g_00516
OG0000462	Prbh.g_00313	Praa.g_00517
OG0000463	Prbh.g_00311	Praa.g_00518
OG0000464	Prbh.g_00306	Praa.g_00523
OG0000465	Prbh.g_00305	Praa.g_00525
OG0000466	Prbh.g_00304	Praa.g_00526
OG0000467	Prbh.g_00303	Praa.g_00527
OG0000468	Prbh.g_00302	Praa.g_00528
OG0000469	Prbh.g_00301	Praa.g_00529
OG0000470	Prbh.g_00299	Praa.g_00530
OG0000471	Prbh.g_00298	Praa.g_00531
OG0000472	Prbh.g_00295	Praa.g_00534
OG0000473	Prbh.g_00294	Praa.g_00535
OG0000474	Prbh.g_00293	Praa.g_00536
OG0000475	Prbh.g_00292	Praa.g_00537
OG0000476	Prbh.g_00291	Praa.g_00538
OG0000477	Prbh.g_00290	Praa.g_00540
OG0000478	Prbh.g_00289	Praa.g_00541
OG0000479	Prbh.g_00288	Praa.g_00543
OG0000480	Prbh.g_00286	Praa.g_00545
OG0000481	Prbh.g_00285	Praa.g_00546
OG0000482	Prbh.g_00284	Praa.g_00547
OG0000483	Prbh.g_00283	Praa.g_00548
OG0000484	Prbh.g_00282	Praa.g_00549
OG0000485	Prbh.g_00281	Praa.g_00550
OG0000486	Prbh.g_00280	Praa.g_00551
OG0000487	Prbh.g_00279	Praa.g_00552
OG0000488	Prbh.g_00277	Praa.g_00554
OG0000489	Prbh.g_00276	Praa.g_00555
OG0000490	Prbh.g_00275	Praa.g_00556
OG0000491	Prbh.g_00274	Praa.g_00557
OG0000492	Prbh.g_00273	Praa.g_00558
OG0000493	Prbh.g_00272	Praa.g_00559
OG0000494	Prbh.g_00270	Praa.g_00561
OG0000495	Prbh.g_00269	Praa.g_00562
OG0000496	Prbh.g_00267	Praa.g_00563
OG0000497	Prbh.g_00265	Praa.g_00564
OG0000498	Prbh.g_00264	Praa.g_00565
OG0000499	Prbh.g_00262	Praa.g_00567
OG0000500	Prbh.g_00261	Praa.g_00568
OG0000501	Prbh.g_00259	Praa.g_00570
OG0000502	Prbh.g_00258	Praa.g_00571
OG0000503	Prbh.g_00257	Praa.g_00572
OG0000504	Prbh.g_00256	Praa.g_00573
OG0000505	Prbh.g_00255	Praa.g_00574
OG0000506	Prbh.g_00254	Praa.g_00575
OG0000507	Prbh.g_00253	Praa.g_00576
OG0000508	Prbh.g_00251	Praa.g_00578
OG0000509	Prbh.g_00250	Praa.g_00579
OG0000510	Prbh.g_00249	Praa.g_00580
OG0000511	Prbh.g_00248	Praa.g_00581
OG0000512	Prbh.g_00247	Praa.g_00582
OG0000513	Prbh.g_00246	Praa.g_00583
OG0000514	Prbh.g_00245	Praa.g_00584
OG0000515	Prbh.g_00244	Praa.g_00586
OG0000516	Prbh.g_00243	Praa.g_00587
OG0000517	Prbh.g_00242	Praa.g_00588
OG0000518	Prbh.g_00239	Praa.g_00591
OG0000519	Prbh.g_00238	Praa.g_00592
OG0000520	Prbh.g_00237	Praa.g_00593
OG0000521	Prbh.g_00236	Praa.g_00594
OG0000522	Prbh.g_00235	Praa.g_00595
OG0000523	Prbh.g_00234	Praa.g_00596
OG0000524	Prbh.g_00233	Praa.g_00597
OG0000525	Prbh.g_00231	Praa.g_00599
OG0000526	Prbh.g_00230	Praa.g_00600
OG0000527	Prbh.g_00229	Praa.g_00601
OG0000528	Prbh.g_00228	Praa.g_00602
OG0000529	Prbh.g_00227	Praa.g_00603
OG0000530	Prbh.g_00226	Praa.g_00604
OG0000531	Prbh.g_00224	Praa.g_00605
OG0000532	Prbh.g_00223	Praa.g_00606
OG0000533	Prbh.g_00222	Praa.g_00607
OG0000534	Prbh.g_00221	Praa.g_00608
OG0000535	Prbh.g_00220	Praa.g_00609
OG0000536	Prbh.g_00219	Praa.g_00610
OG0000537	Prbh.g_00218	Praa.g_00611
OG0000538	Prbh.g_00217	Praa.g_00612
OG0000539	Prbh.g_00216	Praa.g_00613
OG0000540	Prbh.g_00215	Praa.g_00614
OG0000541	Prbh.g_00214	Praa.g_00615
OG0000542	Prbh.g_00213	Praa.g_00616
OG0000543	Prbh.g_00212	Praa.g_00617
OG0000544	Prbh.g_01465	Praa.g_00618
OG0000545	Prbh.g_01462	Praa.g_00621
OG0000546	Prbh.g_01461	Praa.g_00622
OG0000547	Prbh.g_01459	Praa.g_00624
OG0000548	Prbh.g_01457	Praa.g_00625
OG0000549	Prbh.g_01456	Praa.g_00626
OG0000550	Prbh.g_01455	Praa.g_00627
OG0000551	Prbh.g_01453	Praa.g_00628
OG0000552	Prbh.g_01452	Praa.g_00629
OG0000553	Prbh.g_01223	Praa.g_00630
OG0000554	Prbh.g_01222	Praa.g_00631
OG0000555	Prbh.g_01221	Praa.g_00632
OG0000556	Prbh.g_01220	Praa.g_00633
OG0000557	Prbh.g_01219	Praa.g_00634
OG0000558	Prbh.g_01218	Praa.g_00635
OG0000559	Prbh.g_01217	Praa.g_00636
OG0000560	Prbh.g_01216	Praa.g_00638
OG0000561	Prbh.g_01215	Praa.g_00639
OG0000562	Prbh.g_01213	Praa.g_00640
OG0000563	Prbh.g_01212	Praa.g_00641
OG0000564	Prbh.g_01211	Praa.g_00642
OG0000565	Prbh.g_01210	Praa.g_00643
OG0000566	Prbh.g_01209	Praa.g_00644
