Orthogroup	Prbh	Prat
OG0000078	Prbh.g_00032	Prat.g_01312
OG0000079	Prbh.g_00184	Prat.g_01442
OG0000080	Prbh.g_01860	Prat.g_01539
OG0000081	Prbh.g_01609	Prat.g_01759
OG0000082	Prbh.g_01516	Prat.g_01853
OG0000083	Prbh.g_01473	Prat.g_00003
OG0000084	Prbh.g_01470	Prat.g_00006
OG0000085	Prbh.g_00757	Prat.g_00024
OG0000086	Prbh.g_01826	Prat.g_00614
OG0000087	Prbh.g_00731	Prat.g_00054
OG0000088	Prbh.g_00668	Prat.g_00112
OG0000089	Prbh.g_00659	Prat.g_00121
OG0000090	Prbh.g_00642	Prat.g_00138
OG0000091	Prbh.g_00613	Prat.g_00170
OG0000092	Prbh.g_00612	Prat.g_00171
OG0000093	Prbh.g_00599	Prat.g_00185
OG0000094	Prbh.g_00580	Prat.g_00204
OG0000095	Prbh.g_00575	Prat.g_00209
OG0000096	Prbh.g_00528	Prat.g_00257
OG0000097	Prbh.g_00505	Prat.g_00281
OG0000098	Prbh.g_00494	Prat.g_00292
OG0000099	Prbh.g_00484	Prat.g_00302
OG0000100	Prbh.g_00481	Prat.g_00305
OG0000101	Prbh.g_00413	Prat.g_00372
OG0000102	Prbh.g_01825	Prat.g_01477
OG0000103	Prbh.g_00355	Prat.g_00435
OG0000104	Prbh.g_00351	Prat.g_00440
OG0000105	Prbh.g_00330	Prat.g_00462
OG0000106	Prbh.g_00297	Prat.g_00494
OG0000107	Prbh.g_00296	Prat.g_00495
OG0000108	Prbh.g_00287	Prat.g_00504
OG0000109	Prbh.g_00278	Prat.g_00514, Prat.g_00513
OG0000110	Prbh.g_00260	Prat.g_00532
OG0000111	Prbh.g_01202	Prat.g_01073
OG0000112	Prbh.g_01201	Prat.g_01072
OG0000113	Prbh.g_01149	Prat.g_00815
OG0000114	Prbh.g_00951	Prat.g_01039
OG0000115	Prbh.g_01086	Prat.g_00896
OG0000116	Prbh.g_01090	Prat.g_00900
OG0000117	Prbh.g_01034	Prat.g_00962
OG0000118	Prbh.g_01328	Prat.g_01208
OG0000119	Prbh.g_01865	Prat.g_01557
OG0000120	Prbh.g_01276	Prat.g_01150
OG0000121	Prbh.g_01253	Prat.g_01127
OG0000122	Prbh.g_01233	Prat.g_01107
OG0000123	Prbh.g_01450	Prat.g_00595
OG0000124	Prbh.g_01397	Prat.g_01509
OG0000125	Prbh.g_01385	Prat.g_01261
OG0000126	Prbh.g_00009	Prat.g_01291
OG0000127	Prbh.g_00084	Prat.g_01338
OG0000128	Prbh.g_00100	Prat.g_01354
OG0000129	Prbh.g_00136	Prat.g_01392
OG0000130	Prbh.g_01785	Prat.g_01589
OG0000131	Prbh.g_01745	Prat.g_01377, Prat.g_01628
OG0000132	Prbh.g_01742	Prat.g_01631
OG0000133	Prbh.g_01686	Prat.g_01685
OG0000134	Prbh.g_01650	Prat.g_01720
OG0000135	Prbh.g_01648	Prat.g_01722
OG0000136	Prbh.g_01597	Prat.g_01771
OG0000137	Prbh.g_01563	Prat.g_01806
OG0000138	Prbh.g_01528	Prat.g_01841
OG0000139	Prbh.g_01497	Prat.g_01873
OG0000140	Prbh.g_01475	Prat.g_00001
OG0000141	Prbh.g_01474	Prat.g_00002
OG0000142	Prbh.g_01472	Prat.g_00004
OG0000143	Prbh.g_01471	Prat.g_00005
OG0000144	Prbh.g_01469	Prat.g_00007
OG0000145	Prbh.g_01468	Prat.g_00008
OG0000146	Prbh.g_01467	Prat.g_00009
OG0000147	Prbh.g_01466	Prat.g_00010
OG0000148	Prbh.g_01952	Prat.g_00013
OG0000149	Prbh.g_00766	Prat.g_00015
OG0000150	Prbh.g_00765	Prat.g_00016
OG0000151	Prbh.g_00764	Prat.g_00017
OG0000152	Prbh.g_00763	Prat.g_00018
OG0000153	Prbh.g_00762	Prat.g_00019
OG0000154	Prbh.g_00761	Prat.g_00020
OG0000155	Prbh.g_00760	Prat.g_00021
OG0000156	Prbh.g_00759	Prat.g_00022
OG0000157	Prbh.g_00758	Prat.g_00023
OG0000158	Prbh.g_00756	Prat.g_00025
OG0000159	Prbh.g_00755	Prat.g_00026
OG0000160	Prbh.g_00754	Prat.g_00027
OG0000161	Prbh.g_00753	Prat.g_00028
OG0000162	Prbh.g_00752	Prat.g_00029
OG0000163	Prbh.g_00751	Prat.g_00031
OG0000164	Prbh.g_00748	Prat.g_00034
OG0000165	Prbh.g_00746	Prat.g_00036
OG0000166	Prbh.g_00745	Prat.g_00037
OG0000167	Prbh.g_00744	Prat.g_00038
OG0000168	Prbh.g_00743	Prat.g_00042
OG0000169	Prbh.g_00741	Prat.g_00044
OG0000170	Prbh.g_00739	Prat.g_00046
OG0000171	Prbh.g_00738	Prat.g_00047
OG0000172	Prbh.g_00737	Prat.g_00048
OG0000173	Prbh.g_00734	Prat.g_00051
OG0000174	Prbh.g_00733	Prat.g_00052
OG0000175	Prbh.g_00732	Prat.g_00053
OG0000176	Prbh.g_00730	Prat.g_00055
OG0000177	Prbh.g_00729	Prat.g_00056
OG0000178	Prbh.g_00728	Prat.g_00057
OG0000179	Prbh.g_00719	Prat.g_00060
OG0000180	Prbh.g_00718	Prat.g_00061
OG0000181	Prbh.g_00717	Prat.g_00062
OG0000182	Prbh.g_00713	Prat.g_00066
OG0000183	Prbh.g_00712	Prat.g_00067
OG0000184	Prbh.g_00709	Prat.g_00070
OG0000185	Prbh.g_00705	Prat.g_00074
OG0000186	Prbh.g_00704	Prat.g_00075
OG0000187	Prbh.g_01878	Prat.g_01504
OG0000188	Prbh.g_00703	Prat.g_00076
OG0000189	Prbh.g_00702	Prat.g_00079
OG0000190	Prbh.g_00701	Prat.g_00080
OG0000191	Prbh.g_00700	Prat.g_00081
OG0000192	Prbh.g_00699	Prat.g_00082
OG0000193	Prbh.g_00698	Prat.g_00083
OG0000194	Prbh.g_00697	Prat.g_00084
OG0000195	Prbh.g_00695	Prat.g_00086
OG0000196	Prbh.g_00694	Prat.g_00087
OG0000197	Prbh.g_00693	Prat.g_00088
OG0000198	Prbh.g_00692	Prat.g_00089
OG0000199	Prbh.g_00689	Prat.g_00091
OG0000200	Prbh.g_00688	Prat.g_00092
OG0000201	Prbh.g_00687	Prat.g_00093
OG0000202	Prbh.g_00686	Prat.g_00094
OG0000203	Prbh.g_00685	Prat.g_00095
OG0000204	Prbh.g_00684	Prat.g_00096
OG0000205	Prbh.g_00682	Prat.g_00098
OG0000206	Prbh.g_00681	Prat.g_00099
OG0000207	Prbh.g_00680	Prat.g_00100
OG0000208	Prbh.g_00679	Prat.g_00101
OG0000209	Prbh.g_00678	Prat.g_00102
OG0000210	Prbh.g_00677	Prat.g_00103
OG0000211	Prbh.g_00676	Prat.g_00104
OG0000212	Prbh.g_00675	Prat.g_00105
OG0000213	Prbh.g_00674	Prat.g_00106
OG0000214	Prbh.g_00670	Prat.g_00110
OG0000215	Prbh.g_00669	Prat.g_00111
OG0000216	Prbh.g_00667	Prat.g_00113
OG0000217	Prbh.g_00666	Prat.g_00114
OG0000218	Prbh.g_00665	Prat.g_00115
OG0000219	Prbh.g_00664	Prat.g_00116
OG0000220	Prbh.g_00661	Prat.g_00118
OG0000221	Prbh.g_00658	Prat.g_00122
OG0000222	Prbh.g_00657	Prat.g_00123
OG0000223	Prbh.g_00656	Prat.g_00124
OG0000224	Prbh.g_00654	Prat.g_00126
OG0000225	Prbh.g_00652	Prat.g_00128
OG0000226	Prbh.g_00650	Prat.g_00130
OG0000227	Prbh.g_00649	Prat.g_00131
OG0000228	Prbh.g_00648	Prat.g_00132
OG0000229	Prbh.g_00647	Prat.g_00133
OG0000230	Prbh.g_00646	Prat.g_00134
OG0000231	Prbh.g_01144	Prat.g_00601
OG0000232	Prbh.g_00644	Prat.g_00136
OG0000233	Prbh.g_00641	Prat.g_00139
OG0000234	Prbh.g_00639	Prat.g_00141
OG0000235	Prbh.g_00637	Prat.g_00144
OG0000236	Prbh.g_00636	Prat.g_00145
OG0000237	Prbh.g_00635	Prat.g_00146
OG0000238	Prbh.g_00634	Prat.g_00147
OG0000239	Prbh.g_00633	Prat.g_00148
OG0000240	Prbh.g_00631	Prat.g_00150
OG0000241	Prbh.g_00630	Prat.g_00151
OG0000242	Prbh.g_00629	Prat.g_00152
OG0000243	Prbh.g_00628	Prat.g_00153
OG0000244	Prbh.g_00627	Prat.g_00154
OG0000245	Prbh.g_00626	Prat.g_00156
OG0000246	Prbh.g_00624	Prat.g_00158
OG0000247	Prbh.g_00623	Prat.g_00159
OG0000248	Prbh.g_00622	Prat.g_00160
OG0000249	Prbh.g_00621	Prat.g_00161
OG0000250	Prbh.g_00620	Prat.g_00162
OG0000251	Prbh.g_00619	Prat.g_00163
OG0000252	Prbh.g_00618	Prat.g_00164
OG0000253	Prbh.g_00617	Prat.g_00165
OG0000254	Prbh.g_00615	Prat.g_00167
OG0000255	Prbh.g_00614	Prat.g_00169
OG0000256	Prbh.g_00611	Prat.g_00172
OG0000257	Prbh.g_00610	Prat.g_00174
OG0000258	Prbh.g_00609	Prat.g_00175
OG0000259	Prbh.g_00608	Prat.g_00176
OG0000260	Prbh.g_00607	Prat.g_00177
OG0000261	Prbh.g_00606	Prat.g_00178
OG0000262	Prbh.g_00605	Prat.g_00179
OG0000263	Prbh.g_00604	Prat.g_00180
OG0000264	Prbh.g_00602	Prat.g_00182
OG0000265	Prbh.g_00601	Prat.g_00183
OG0000266	Prbh.g_00600	Prat.g_00184
OG0000267	Prbh.g_00598	Prat.g_00186
OG0000268	Prbh.g_00596	Prat.g_00188
OG0000269	Prbh.g_00595	Prat.g_00189
OG0000270	Prbh.g_00594	Prat.g_00190
OG0000271	Prbh.g_00593	Prat.g_00191
OG0000272	Prbh.g_00592	Prat.g_00192
OG0000273	Prbh.g_00591	Prat.g_00193
OG0000274	Prbh.g_00590	Prat.g_00194
OG0000275	Prbh.g_00589	Prat.g_00195
OG0000276	Prbh.g_00588	Prat.g_00196
OG0000277	Prbh.g_00587	Prat.g_00197
OG0000278	Prbh.g_00586	Prat.g_00198
OG0000279	Prbh.g_00585	Prat.g_00199
OG0000280	Prbh.g_00584	Prat.g_00200
OG0000281	Prbh.g_00582	Prat.g_00202
OG0000282	Prbh.g_00581	Prat.g_00203
OG0000283	Prbh.g_00578	Prat.g_00206
OG0000284	Prbh.g_00577	Prat.g_00207
OG0000285	Prbh.g_00576	Prat.g_00208
OG0000286	Prbh.g_00574	Prat.g_00210
OG0000287	Prbh.g_00573	Prat.g_00211
OG0000288	Prbh.g_00572	Prat.g_00212
OG0000289	Prbh.g_00571	Prat.g_00213
OG0000290	Prbh.g_00570	Prat.g_00214
OG0000291	Prbh.g_00569	Prat.g_00215
OG0000292	Prbh.g_00568	Prat.g_00216
OG0000293	Prbh.g_00567	Prat.g_00217
OG0000294	Prbh.g_00566	Prat.g_00218
OG0000295	Prbh.g_00565	Prat.g_00219
OG0000296	Prbh.g_00564	Prat.g_00220
OG0000297	Prbh.g_00563	Prat.g_00221
OG0000298	Prbh.g_00562	Prat.g_00222
OG0000299	Prbh.g_00561	Prat.g_00223
OG0000300	Prbh.g_00560	Prat.g_00224
OG0000301	Prbh.g_00559	Prat.g_00225
OG0000302	Prbh.g_00558	Prat.g_00226
OG0000303	Prbh.g_00557	Prat.g_00227
OG0000304	Prbh.g_00555	Prat.g_00229
OG0000305	Prbh.g_00554	Prat.g_00230
OG0000306	Prbh.g_00553	Prat.g_00231
OG0000307	Prbh.g_00551	Prat.g_00233
OG0000308	Prbh.g_00550	Prat.g_00234
OG0000309	Prbh.g_00549	Prat.g_00235
OG0000310	Prbh.g_00548	Prat.g_00236
OG0000311	Prbh.g_00547	Prat.g_00238
OG0000312	Prbh.g_00545	Prat.g_00240
OG0000313	Prbh.g_00544	Prat.g_00241
OG0000314	Prbh.g_00540	Prat.g_00245
OG0000315	Prbh.g_00539	Prat.g_00246
OG0000316	Prbh.g_00537	Prat.g_00249
OG0000317	Prbh.g_00535	Prat.g_00250
OG0000318	Prbh.g_00534	Prat.g_00251
OG0000319	Prbh.g_00533	Prat.g_00252
OG0000320	Prbh.g_00532	Prat.g_00253
OG0000321	Prbh.g_00529	Prat.g_00256
OG0000322	Prbh.g_00525	Prat.g_00260
OG0000323	Prbh.g_00524	Prat.g_00261
OG0000324	Prbh.g_00521	Prat.g_00264
OG0000325	Prbh.g_00520	Prat.g_00266
OG0000326	Prbh.g_00519	Prat.g_00267
OG0000327	Prbh.g_00517	Prat.g_00269
OG0000328	Prbh.g_00516	Prat.g_00270
OG0000329	Prbh.g_00515	Prat.g_00271
OG0000330	Prbh.g_00514	Prat.g_00272
OG0000331	Prbh.g_00513	Prat.g_00273
OG0000332	Prbh.g_00512	Prat.g_00274
OG0000333	Prbh.g_00511	Prat.g_00275
OG0000334	Prbh.g_00510	Prat.g_00276
OG0000335	Prbh.g_00509	Prat.g_00277
OG0000336	Prbh.g_00507	Prat.g_00279
OG0000337	Prbh.g_00504	Prat.g_00282
OG0000338	Prbh.g_00503	Prat.g_00283
OG0000339	Prbh.g_00502	Prat.g_00284
OG0000340	Prbh.g_00501	Prat.g_00285
OG0000341	Prbh.g_00497	Prat.g_00290
OG0000342	Prbh.g_00496	Prat.g_00291
OG0000343	Prbh.g_00493	Prat.g_00293
OG0000344	Prbh.g_00492	Prat.g_00294
OG0000345	Prbh.g_00491	Prat.g_00295
OG0000346	Prbh.g_00490	Prat.g_00296
OG0000347	Prbh.g_00489	Prat.g_00297
OG0000348	Prbh.g_00487	Prat.g_00298
OG0000349	Prbh.g_00486	Prat.g_00299
OG0000350	Prbh.g_00485	Prat.g_00300
OG0000351	Prbh.g_00483	Prat.g_00303
OG0000352	Prbh.g_00480	Prat.g_00306
OG0000353	Prbh.g_00479	Prat.g_00307
OG0000354	Prbh.g_00478	Prat.g_00308
OG0000355	Prbh.g_00477	Prat.g_00309
OG0000356	Prbh.g_00476	Prat.g_00310
OG0000357	Prbh.g_00475	Prat.g_00311
OG0000358	Prbh.g_00474	Prat.g_00312
OG0000359	Prbh.g_00473	Prat.g_00313
OG0000360	Prbh.g_00471	Prat.g_00315
OG0000361	Prbh.g_00470	Prat.g_00316
OG0000362	Prbh.g_00469	Prat.g_00317
OG0000363	Prbh.g_00468	Prat.g_00318
OG0000364	Prbh.g_00467	Prat.g_00319
OG0000365	Prbh.g_00466	Prat.g_00320
OG0000366	Prbh.g_00465	Prat.g_00321
OG0000367	Prbh.g_00464	Prat.g_00322
OG0000368	Prbh.g_00463	Prat.g_00323
OG0000369	Prbh.g_00462	Prat.g_00324
OG0000370	Prbh.g_00461	Prat.g_00325
OG0000371	Prbh.g_00460	Prat.g_00326
OG0000372	Prbh.g_00458	Prat.g_00328
OG0000373	Prbh.g_00456	Prat.g_00330
OG0000374	Prbh.g_00455	Prat.g_00331
OG0000375	Prbh.g_00454	Prat.g_00332
OG0000376	Prbh.g_00452	Prat.g_00334
OG0000377	Prbh.g_00446	Prat.g_00340
OG0000378	Prbh.g_00445	Prat.g_00341
OG0000379	Prbh.g_00439	Prat.g_00348
OG0000380	Prbh.g_00437	Prat.g_00350
OG0000381	Prbh.g_00436	Prat.g_00351
OG0000382	Prbh.g_00435	Prat.g_00352
OG0000383	Prbh.g_00431	Prat.g_00355
OG0000384	Prbh.g_00430	Prat.g_00356
OG0000385	Prbh.g_00427	Prat.g_00359
OG0000386	Prbh.g_00426	Prat.g_00360
OG0000387	Prbh.g_00425	Prat.g_00361
OG0000388	Prbh.g_00424	Prat.g_00362
OG0000389	Prbh.g_00423	Prat.g_00363
OG0000390	Prbh.g_00422	Prat.g_00364
OG0000391	Prbh.g_00421	Prat.g_00365
OG0000392	Prbh.g_00420	Prat.g_00366
OG0000393	Prbh.g_00416	Prat.g_00369
OG0000394	Prbh.g_00415	Prat.g_00370
OG0000395	Prbh.g_00412	Prat.g_00373
OG0000396	Prbh.g_01008	Prat.g_00985
OG0000397	Prbh.g_01327	Prat.g_01203
OG0000398	Prbh.g_01877	Prat.g_01469
OG0000399	Prbh.g_01320	Prat.g_00671
OG0000400	Prbh.g_01718	Prat.g_01656
OG0000401	Prbh.g_00401	Prat.g_00390
OG0000402	Prbh.g_00400	Prat.g_00391
OG0000403	Prbh.g_00399	Prat.g_00392
OG0000404	Prbh.g_00397	Prat.g_00395
OG0000405	Prbh.g_00396	Prat.g_00396
OG0000406	Prbh.g_00394	Prat.g_00398
OG0000407	Prbh.g_00393	Prat.g_00399
OG0000408	Prbh.g_00392	Prat.g_00400
OG0000409	Prbh.g_00391	Prat.g_00401
OG0000410	Prbh.g_00390	Prat.g_00403
OG0000411	Prbh.g_00389	Prat.g_00404
OG0000412	Prbh.g_00388	Prat.g_00405
OG0000413	Prbh.g_00387	Prat.g_00406
OG0000414	Prbh.g_00386	Prat.g_00407
OG0000415	Prbh.g_00385	Prat.g_00408
OG0000416	Prbh.g_00384	Prat.g_00410
OG0000417	Prbh.g_00383	Prat.g_00411
OG0000418	Prbh.g_00382	Prat.g_00412
OG0000419	Prbh.g_00381	Prat.g_00413
OG0000420	Prbh.g_00380	Prat.g_00414
OG0000421	Prbh.g_00374	Prat.g_00415
OG0000422	Prbh.g_00372	Prat.g_00417
OG0000423	Prbh.g_00371	Prat.g_00418
OG0000424	Prbh.g_00370	Prat.g_00419
OG0000425	Prbh.g_00367	Prat.g_00424
OG0000426	Prbh.g_00366	Prat.g_00425
OG0000427	Prbh.g_00365	Prat.g_00426
OG0000428	Prbh.g_00363	Prat.g_00428
OG0000429	Prbh.g_00361	Prat.g_00429
OG0000430	Prbh.g_00360	Prat.g_00430
OG0000431	Prbh.g_00358	Prat.g_00432
OG0000432	Prbh.g_00357	Prat.g_00433
OG0000433	Prbh.g_00354	Prat.g_00436
OG0000434	Prbh.g_00353	Prat.g_00438
OG0000435	Prbh.g_00352	Prat.g_00439
OG0000436	Prbh.g_00350	Prat.g_00441
OG0000437	Prbh.g_00348	Prat.g_00443
OG0000438	Prbh.g_00347	Prat.g_00444
OG0000439	Prbh.g_00346	Prat.g_00445
OG0000440	Prbh.g_00344	Prat.g_00447
OG0000441	Prbh.g_00343	Prat.g_00448
OG0000442	Prbh.g_00342	Prat.g_00449
OG0000443	Prbh.g_00341	Prat.g_00450
OG0000444	Prbh.g_00340	Prat.g_00451
OG0000445	Prbh.g_00339	Prat.g_00453
OG0000446	Prbh.g_00338	Prat.g_00454
OG0000447	Prbh.g_00337	Prat.g_00455
OG0000448	Prbh.g_00336	Prat.g_00456
OG0000449	Prbh.g_00329	Prat.g_00463
OG0000450	Prbh.g_00328	Prat.g_00464
OG0000451	Prbh.g_00327	Prat.g_00465
OG0000452	Prbh.g_00326	Prat.g_00466
OG0000453	Prbh.g_00325	Prat.g_00468
OG0000454	Prbh.g_00324	Prat.g_00469
OG0000455	Prbh.g_00323	Prat.g_00470
OG0000456	Prbh.g_00322	Prat.g_00471
OG0000457	Prbh.g_00320	Prat.g_00473
OG0000458	Prbh.g_00318	Prat.g_00475
OG0000459	Prbh.g_00317	Prat.g_00476
OG0000460	Prbh.g_00315	Prat.g_00478
OG0000461	Prbh.g_00314	Prat.g_00479
OG0000462	Prbh.g_00313	Prat.g_00480
OG0000463	Prbh.g_00311	Prat.g_00482
OG0000464	Prbh.g_00306	Prat.g_00486
OG0000465	Prbh.g_00305	Prat.g_00487
OG0000466	Prbh.g_00304	Prat.g_00488
OG0000467	Prbh.g_00303	Prat.g_00489
OG0000468	Prbh.g_00302	Prat.g_00490
OG0000469	Prbh.g_00301	Prat.g_00491
OG0000470	Prbh.g_00299	Prat.g_00492
OG0000471	Prbh.g_00298	Prat.g_00493
OG0000472	Prbh.g_00295	Prat.g_00496
OG0000473	Prbh.g_00294	Prat.g_00497
OG0000474	Prbh.g_00293	Prat.g_00498
OG0000475	Prbh.g_00292	Prat.g_00499
OG0000476	Prbh.g_00291	Prat.g_00500
OG0000477	Prbh.g_00290	Prat.g_00501
OG0000478	Prbh.g_00289	Prat.g_00502
OG0000479	Prbh.g_00288	Prat.g_00503
OG0000480	Prbh.g_00286	Prat.g_00505
OG0000481	Prbh.g_00285	Prat.g_00506
OG0000482	Prbh.g_00284	Prat.g_00507
OG0000483	Prbh.g_00283	Prat.g_00508
OG0000484	Prbh.g_00282	Prat.g_00509
OG0000485	Prbh.g_00281	Prat.g_00510
OG0000486	Prbh.g_00280	Prat.g_00511
OG0000487	Prbh.g_00279	Prat.g_00512
OG0000488	Prbh.g_00277	Prat.g_00515
OG0000489	Prbh.g_00276	Prat.g_00516
OG0000490	Prbh.g_00275	Prat.g_00517
OG0000491	Prbh.g_00274	Prat.g_00518
OG0000492	Prbh.g_00273	Prat.g_00519
OG0000493	Prbh.g_00272	Prat.g_00520
OG0000494	Prbh.g_00270	Prat.g_00522
OG0000495	Prbh.g_00269	Prat.g_00523
OG0000496	Prbh.g_00267	Prat.g_00525
OG0000497	Prbh.g_00265	Prat.g_00527
OG0000498	Prbh.g_00264	Prat.g_00528
OG0000499	Prbh.g_00262	Prat.g_00530
OG0000500	Prbh.g_00261	Prat.g_00531
OG0000501	Prbh.g_00259	Prat.g_00533
OG0000502	Prbh.g_00258	Prat.g_00534
OG0000503	Prbh.g_00257	Prat.g_00536
OG0000504	Prbh.g_00256	Prat.g_00537
OG0000505	Prbh.g_00255	Prat.g_00538
OG0000506	Prbh.g_00254	Prat.g_00539
OG0000507	Prbh.g_00253	Prat.g_00540
OG0000508	Prbh.g_00251	Prat.g_00542
OG0000509	Prbh.g_00250	Prat.g_00543
OG0000510	Prbh.g_00249	Prat.g_00544
OG0000511	Prbh.g_00248	Prat.g_00545
OG0000512	Prbh.g_00247	Prat.g_00546
OG0000513	Prbh.g_00246	Prat.g_00547
OG0000514	Prbh.g_00245	Prat.g_00548
OG0000515	Prbh.g_00244	Prat.g_00549
OG0000516	Prbh.g_00243	Prat.g_00550
OG0000517	Prbh.g_00242	Prat.g_00551
OG0000518	Prbh.g_00239	Prat.g_00553
OG0000519	Prbh.g_00238	Prat.g_00554
OG0000520	Prbh.g_00237	Prat.g_00555
OG0000521	Prbh.g_00236	Prat.g_00556
OG0000522	Prbh.g_00235	Prat.g_00557
OG0000523	Prbh.g_00234	Prat.g_00558
OG0000524	Prbh.g_00233	Prat.g_00559
OG0000525	Prbh.g_00231	Prat.g_00561
OG0000526	Prbh.g_00230	Prat.g_00562
OG0000527	Prbh.g_00229	Prat.g_00563
OG0000528	Prbh.g_00228	Prat.g_00564
OG0000529	Prbh.g_00227	Prat.g_00565
OG0000530	Prbh.g_00226	Prat.g_00566
OG0000531	Prbh.g_00224	Prat.g_00568
OG0000532	Prbh.g_00223	Prat.g_00569
OG0000533	Prbh.g_00222	Prat.g_00570
OG0000534	Prbh.g_00221	Prat.g_00571
OG0000535	Prbh.g_00220	Prat.g_00572
OG0000536	Prbh.g_00219	Prat.g_00573
OG0000537	Prbh.g_00218	Prat.g_00574
OG0000538	Prbh.g_00217	Prat.g_00575
OG0000539	Prbh.g_00216	Prat.g_00576
OG0000540	Prbh.g_00215	Prat.g_00577
OG0000541	Prbh.g_00214	Prat.g_00579
OG0000542	Prbh.g_00213	Prat.g_00580
OG0000543	Prbh.g_00212	Prat.g_00581
OG0000544	Prbh.g_01465	Prat.g_00582
OG0000545	Prbh.g_01462	Prat.g_00584
OG0000546	Prbh.g_01461	Prat.g_00585
OG0000547	Prbh.g_01459	Prat.g_00587
OG0000548	Prbh.g_01457	Prat.g_00589
OG0000549	Prbh.g_01456	Prat.g_00590
OG0000550	Prbh.g_01455	Prat.g_00591
OG0000551	Prbh.g_01453	Prat.g_00592
OG0000552	Prbh.g_01452	Prat.g_00593
OG0000553	Prbh.g_01223	Prat.g_01097
OG0000554	Prbh.g_01222	Prat.g_01095
OG0000555	Prbh.g_01221	Prat.g_01094
