Orthogroup	Praw	Prac
OG0000121	Praw.g_01078	Prac.g_00409
OG0000122	Praw.g_00377	Prac.g_00371
OG0000123	Praw.g_00089	Prac.g_00554
OG0000124	Praw.g_00023	Prac.g_00056
OG0000125	Praw.g_01180	Prac.g_00092
OG0000126	Praw.g_01141	Prac.g_00130
OG0000128	Praw.g_01125	Prac.g_01936
OG0000129	Praw.g_01384	Prac.g_01888
OG0000130	Praw.g_01365	Prac.g_01862
OG0000131	Praw.g_01290	Prac.g_01785
OG0000132	Praw.g_01271	Prac.g_01766
OG0000133	Praw.g_00812	Prac.g_01609
OG0000134	Praw.g_00775	Prac.g_01177
OG0000135	Praw.g_00751	Prac.g_01150
OG0000136	Praw.g_00706	Prac.g_01106
OG0000137	Praw.g_00672	Prac.g_01069
OG0000138	Praw.g_00653	Prac.g_01049
OG0000139	Praw.g_00611	Prac.g_00835
OG0000140	Praw.g_00610	Prac.g_00834
OG0000141	Praw.g_00143	Prac.g_00764
OG0000142	Praw.g_01887	Prac.g_00736
OG0000143	Praw.g_01883	Prac.g_00732
OG0000144	Praw.g_01870	Prac.g_00719
OG0000145	Praw.g_01745	Prac.g_01508
OG0000146	Praw.g_01731	Prac.g_01506
OG0000147	Praw.g_01730	Prac.g_01505
OG0000148	Praw.g_01681	Prac.g_01459
OG0000149	Praw.g_01652	Prac.g_01429
OG0000150	Praw.g_01644	Prac.g_01421
OG0000151	Praw.g_01587	Prac.g_01374
OG0000152	Praw.g_01539	Prac.g_01327
OG0000153	Praw.g_01520	Prac.g_01308
OG0000154	Praw.g_01493	Prac.g_01282
OG0000155	Praw.g_00254	Prac.g_00965
OG0000156	Praw.g_00968	Prac.g_00164
OG0000157	Praw.g_00969	Prac.g_00165
OG0000158	Praw.g_01052	Prac.g_00447
OG0000159	Praw.g_01054	Prac.g_00452
OG0000160	Praw.g_01079, Praw.g_01080	Prac.g_00410
OG0000161	Praw.g_00344	Prac.g_00404
OG0000162	Praw.g_00350	Prac.g_00398
OG0000163	Praw.g_00384	Prac.g_00364
OG0000164	Praw.g_00539	Prac.g_00601
OG0000165	Praw.g_00546	Prac.g_00594
OG0000166	Praw.g_00132	Prac.g_00512
OG0000167	Praw.g_00066	Prac.g_00015
OG0000168	Praw.g_00056	Prac.g_00025
OG0000169	Praw.g_00046	Prac.g_00035
OG0000170	Praw.g_00044	Prac.g_00037
OG0000171	Praw.g_00024	Prac.g_00055
OG0000172	Praw.g_00016	Prac.g_00063
OG0000173	Praw.g_00001	Prac.g_00078
OG0000174	Praw.g_01166	Prac.g_00105
OG0000175	Praw.g_01156	Prac.g_00115
OG0000176	Praw.g_01132	Prac.g_01943
OG0000177	Praw.g_01131	Prac.g_01942
OG0000178	Praw.g_01130	Prac.g_01941
OG0000179	Praw.g_01412	Prac.g_01931
OG0000180	Praw.g_01411	Prac.g_01930
OG0000181	Praw.g_01410	Prac.g_01929
OG0000182	Praw.g_01409	Prac.g_01928
OG0000183	Praw.g_01405	Prac.g_01924
OG0000184	Praw.g_01382	Prac.g_01885
OG0000185	Praw.g_01379	Prac.g_01882
OG0000186	Praw.g_01370	Prac.g_01867
OG0000187	Praw.g_01369	Prac.g_01866
OG0000188	Praw.g_01352	Prac.g_01849
OG0000189	Praw.g_01339	Prac.g_01835
OG0000190	Praw.g_01338	Prac.g_01834
OG0000191	Praw.g_01318	Prac.g_01814
OG0000192	Praw.g_01314	Prac.g_01810
OG0000193	Praw.g_01289	Prac.g_01784
OG0000194	Praw.g_01286	Prac.g_01781
OG0000195	Praw.g_01284	Prac.g_01779
OG0000196	Praw.g_01274	Prac.g_01769
OG0000197	Praw.g_01273	Prac.g_01768
OG0000198	Praw.g_01272	Prac.g_01767
OG0000199	Praw.g_01265	Prac.g_01760
OG0000200	Praw.g_01251	Prac.g_01746
OG0000201	Praw.g_01243	Prac.g_01738
OG0000202	Praw.g_01242	Prac.g_01737
OG0000203	Praw.g_01241	Prac.g_01736
OG0000204	Praw.g_01240	Prac.g_01735
OG0000205	Praw.g_01233	Prac.g_01728
OG0000206	Praw.g_01228	Prac.g_01723
OG0000207	Praw.g_01226	Prac.g_01721
OG0000208	Praw.g_01225	Prac.g_01720
OG0000209	Praw.g_01216	Prac.g_01711
OG0000210	Praw.g_01215	Prac.g_01710
OG0000211	Praw.g_01202	Prac.g_01697
OG0000212	Praw.g_01195	Prac.g_01690
OG0000213	Praw.g_00876	Prac.g_01674
OG0000214	Praw.g_00867	Prac.g_01664
OG0000215	Praw.g_00842	Prac.g_01639
OG0000216	Praw.g_00840	Prac.g_01637
OG0000217	Praw.g_00837	Prac.g_01634
OG0000218	Praw.g_00835	Prac.g_01632
OG0000219	Praw.g_00834	Prac.g_01631
OG0000220	Praw.g_00833	Prac.g_01630
OG0000221	Praw.g_00832	Prac.g_01629
OG0000222	Praw.g_00824	Prac.g_01621
OG0000223	Praw.g_00811	Prac.g_01608
OG0000224	Praw.g_00809	Prac.g_01606
OG0000225	Praw.g_00786	Prac.g_01188
OG0000226	Praw.g_00782	Prac.g_01184
OG0000227	Praw.g_00780	Prac.g_01182
OG0000228	Praw.g_00777	Prac.g_01179
OG0000229	Praw.g_00711	Prac.g_01111
OG0000230	Praw.g_00709	Prac.g_01109
OG0000231	Praw.g_00698	Prac.g_01098
OG0000232	Praw.g_00689	Prac.g_01089
OG0000233	Praw.g_00684	Prac.g_01082
OG0000234	Praw.g_00671	Prac.g_01068
OG0000235	Praw.g_00668	Prac.g_01065
OG0000236	Praw.g_00655	Prac.g_01051
OG0000237	Praw.g_00642	Prac.g_00865
OG0000238	Praw.g_00636	Prac.g_00859
OG0000239	Praw.g_00623	Prac.g_00847
OG0000240	Praw.g_00622	Prac.g_00846
OG0000241	Praw.g_00618	Prac.g_00842
OG0000242	Praw.g_00616	Prac.g_00840
OG0000243	Praw.g_00605	Prac.g_00829
OG0000244	Praw.g_00602	Prac.g_00826
OG0000245	Praw.g_00600	Prac.g_00824
OG0000246	Praw.g_00596	Prac.g_00820
OG0000247	Praw.g_00586	Prac.g_00810
OG0000248	Praw.g_00584	Prac.g_00808
OG0000249	Praw.g_00582	Prac.g_00806
OG0000250	Praw.g_00577	Prac.g_00801
OG0000251	Praw.g_01937	Prac.g_00782
OG0000252	Praw.g_01940	Prac.g_00778
OG0000253	Praw.g_01941	Prac.g_00777
OG0000254	Praw.g_00147	Prac.g_00760
OG0000255	Praw.g_00153	Prac.g_00754
OG0000256	Praw.g_00163	Prac.g_00744
OG0000257	Praw.g_00166	Prac.g_00741
OG0000258	Praw.g_01879	Prac.g_00728
OG0000259	Praw.g_01862	Prac.g_00711
OG0000260	Praw.g_01859	Prac.g_00708
OG0000261	Praw.g_01857	Prac.g_00706
OG0000262	Praw.g_01853	Prac.g_00702
OG0000263	Praw.g_01841	Prac.g_00690
OG0000264	Praw.g_01831	Prac.g_00680
OG0000265	Praw.g_01809	Prac.g_01560
OG0000266	Praw.g_01799	Prac.g_01550
OG0000267	Praw.g_01788	Prac.g_01539
OG0000268	Praw.g_01787	Prac.g_01538
OG0000269	Praw.g_01702	Prac.g_01480
OG0000270	Praw.g_01699	Prac.g_01477
OG0000271	Praw.g_01691	Prac.g_01469
OG0000272	Praw.g_01690	Prac.g_01468
OG0000273	Praw.g_01668	Prac.g_01445
OG0000274	Praw.g_01667	Prac.g_01444
OG0000275	Praw.g_01665	Prac.g_01442
OG0000276	Praw.g_01660	Prac.g_01437
OG0000277	Praw.g_01659	Prac.g_01436
OG0000278	Praw.g_01656	Prac.g_01433
OG0000279	Praw.g_01649	Prac.g_01426
OG0000280	Praw.g_01648	Prac.g_01425
OG0000281	Praw.g_01643	Prac.g_01420
OG0000282	Praw.g_01595	Prac.g_01382
OG0000283	Praw.g_01562	Prac.g_01350
OG0000284	Praw.g_01557	Prac.g_01345
OG0000285	Praw.g_01552	Prac.g_01340
OG0000286	Praw.g_01540	Prac.g_01328
OG0000287	Praw.g_01523	Prac.g_01311
OG0000288	Praw.g_01494	Prac.g_01283
OG0000289	Praw.g_01483	Prac.g_01272
OG0000290	Praw.g_01470	Prac.g_01259
OG0000291	Praw.g_01468	Prac.g_01257
OG0000292	Praw.g_01418	Prac.g_01207
OG0000293	Praw.g_00225	Prac.g_00994
OG0000294	Praw.g_00226	Prac.g_00993
OG0000295	Praw.g_00246	Prac.g_00973
OG0000296	Praw.g_00248	Prac.g_00971
OG0000297	Praw.g_00256	Prac.g_00963
OG0000298	Praw.g_00257	Prac.g_00962
OG0000299	Praw.g_00274	Prac.g_00945
OG0000300	Praw.g_00277	Prac.g_00942
OG0000301	Praw.g_00278	Prac.g_00941
OG0000302	Praw.g_00280	Prac.g_00939
OG0000303	Praw.g_00287	Prac.g_00932
OG0000304	Praw.g_00291	Prac.g_00928
OG0000305	Praw.g_01008	Prac.g_00209
OG0000306	Praw.g_01011	Prac.g_00212
OG0000307	Praw.g_01025	Prac.g_00226
OG0000308	Praw.g_01026	Prac.g_00227
OG0000309	Praw.g_01030	Prac.g_00231
OG0000310	Praw.g_01098	Prac.g_00426
OG0000311	Praw.g_01096	Prac.g_00424
OG0000312	Praw.g_01093	Prac.g_00421
OG0000313	Praw.g_01076	Prac.g_00407
OG0000314	Praw.g_00363	Prac.g_00384
OG0000315	Praw.g_00374	Prac.g_00374
OG0000316	Praw.g_00394	Prac.g_00354
OG0000317	Praw.g_00513	Prac.g_00627
OG0000318	Praw.g_00516	Prac.g_00624
OG0000319	Praw.g_00529	Prac.g_00611
OG0000320	Praw.g_00531	Prac.g_00609
OG0000321	Praw.g_00532	Prac.g_00608
OG0000322	Praw.g_00533	Prac.g_00607
OG0000323	Praw.g_00542	Prac.g_00598
OG0000324	Praw.g_00569	Prac.g_00572
OG0000325	Praw.g_01916	Prac.g_00477
OG0000326	Praw.g_01910	Prac.g_00483
OG0000327	Praw.g_00137	Prac.g_00507
OG0000328	Praw.g_00136	Prac.g_00508
OG0000329	Praw.g_00119	Prac.g_00525
OG0000330	Praw.g_00118	Prac.g_00526
OG0000331	Praw.g_00117	Prac.g_00527
OG0000332	Praw.g_00103	Prac.g_00541
OG0000333	Praw.g_00101	Prac.g_00543
OG0000334	Praw.g_00093	Prac.g_00551
OG0000335	Praw.g_00088	Prac.g_00555
OG0000336	Praw.g_00084	Prac.g_00559
OG0000337	Praw.g_00068	Prac.g_00013
OG0000338	Praw.g_00067	Prac.g_00014
OG0000339	Praw.g_00063	Prac.g_00018
OG0000340	Praw.g_00055	Prac.g_00026
OG0000341	Praw.g_00053	Prac.g_00028
OG0000342	Praw.g_00052	Prac.g_00029
OG0000343	Praw.g_00051	Prac.g_00030
OG0000344	Praw.g_00048	Prac.g_00033
OG0000345	Praw.g_00043	Prac.g_00038
OG0000346	Praw.g_00038	Prac.g_00042
OG0000347	Praw.g_00022	Prac.g_00057
OG0000348	Praw.g_00013	Prac.g_00066
OG0000349	Praw.g_01189	Prac.g_00083
OG0000350	Praw.g_01170	Prac.g_00101
OG0000351	Praw.g_01153	Prac.g_00118
OG0000352	Praw.g_01152	Prac.g_00119
OG0000353	Praw.g_01137	Prac.g_01948
OG0000355	Praw.g_01135	Prac.g_01946
OG0000356	Praw.g_01134	Prac.g_01945
OG0000357	Praw.g_01133	Prac.g_01944
OG0000358	Praw.g_01129	Prac.g_01940
OG0000359	Praw.g_01128	Prac.g_01939
OG0000360	Praw.g_01127	Prac.g_01938
OG0000361	Praw.g_01126	Prac.g_01937
OG0000362	Praw.g_01124	Prac.g_01935
OG0000363	Praw.g_01414	Prac.g_01933
OG0000364	Praw.g_01413	Prac.g_01932
OG0000365	Praw.g_01408	Prac.g_01927
OG0000366	Praw.g_01407	Prac.g_01926
OG0000367	Praw.g_01406	Prac.g_01925
OG0000368	Praw.g_01404	Prac.g_01923
OG0000369	Praw.g_01403	Prac.g_01922
OG0000370	Praw.g_01402	Prac.g_01921
OG0000371	Praw.g_01396	Prac.g_01915
OG0000372	Praw.g_01393	Prac.g_01911
OG0000373	Praw.g_01392	Prac.g_01910
OG0000374	Praw.g_01391	Prac.g_01909
OG0000375	Praw.g_01388	Prac.g_01892
OG0000376	Praw.g_01386	Prac.g_01890
OG0000377	Praw.g_01383	Prac.g_01886
OG0000378	Praw.g_01381	Prac.g_01884
OG0000379	Praw.g_01378	Prac.g_01881
OG0000380	Praw.g_01368	Prac.g_01865
OG0000381	Praw.g_01364	Prac.g_01861
OG0000382	Praw.g_01353	Prac.g_01850
OG0000383	Praw.g_01351	Prac.g_01848
OG0000384	Praw.g_01350	Prac.g_01847
OG0000385	Praw.g_01349	Prac.g_01846
OG0000386	Praw.g_01348	Prac.g_01845
OG0000387	Praw.g_01336	Prac.g_01832
OG0000388	Praw.g_01333	Prac.g_01829
OG0000389	Praw.g_01329	Prac.g_01825
OG0000390	Praw.g_01322	Prac.g_01818
OG0000391	Praw.g_01319	Prac.g_01815
OG0000392	Praw.g_01315	Prac.g_01811
OG0000393	Praw.g_01313	Prac.g_01809
OG0000394	Praw.g_01312	Prac.g_01808
OG0000395	Praw.g_01311	Prac.g_01807
OG0000396	Praw.g_01308	Prac.g_01804
OG0000397	Praw.g_01306	Prac.g_01802
OG0000398	Praw.g_01304	Prac.g_01800
OG0000399	Praw.g_01303	Prac.g_01799
OG0000400	Praw.g_01302	Prac.g_01798
OG0000401	Praw.g_01301	Prac.g_01797
OG0000402	Praw.g_01299	Prac.g_01795
OG0000403	Praw.g_01298	Prac.g_01794
OG0000404	Praw.g_01297	Prac.g_01793
OG0000405	Praw.g_01293	Prac.g_01789
OG0000406	Praw.g_01288	Prac.g_01783
OG0000407	Praw.g_01287	Prac.g_01782
OG0000408	Praw.g_01285	Prac.g_01780
OG0000409	Praw.g_01283	Prac.g_01778
OG0000410	Praw.g_01282	Prac.g_01777
OG0000411	Praw.g_01281	Prac.g_01776
OG0000412	Praw.g_01280	Prac.g_01775
OG0000413	Praw.g_01279	Prac.g_01774
OG0000414	Praw.g_01278	Prac.g_01773
OG0000415	Praw.g_01277	Prac.g_01772
OG0000416	Praw.g_01276	Prac.g_01771
OG0000417	Praw.g_01275	Prac.g_01770
OG0000418	Praw.g_01270	Prac.g_01765
OG0000419	Praw.g_01268	Prac.g_01763
OG0000420	Praw.g_01267	Prac.g_01762
OG0000421	Praw.g_01262	Prac.g_01757
OG0000422	Praw.g_01261	Prac.g_01756
OG0000423	Praw.g_01260	Prac.g_01755
OG0000424	Praw.g_01259	Prac.g_01754
OG0000425	Praw.g_01258	Prac.g_01753
OG0000426	Praw.g_01257	Prac.g_01752
OG0000427	Praw.g_01256	Prac.g_01751
OG0000428	Praw.g_01254	Prac.g_01749
OG0000429	Praw.g_01253	Prac.g_01748
OG0000430	Praw.g_01252	Prac.g_01747
OG0000431	Praw.g_01250	Prac.g_01745
OG0000432	Praw.g_01247	Prac.g_01742
OG0000433	Praw.g_01246	Prac.g_01741
OG0000434	Praw.g_01245	Prac.g_01740
OG0000435	Praw.g_01244	Prac.g_01739
OG0000436	Praw.g_01239	Prac.g_01734
OG0000437	Praw.g_01238	Prac.g_01733
OG0000438	Praw.g_01237	Prac.g_01732
OG0000439	Praw.g_01235	Prac.g_01730
OG0000440	Praw.g_01234	Prac.g_01729
OG0000441	Praw.g_01231	Prac.g_01726
OG0000442	Praw.g_01230	Prac.g_01725
OG0000443	Praw.g_01229	Prac.g_01724
OG0000444	Praw.g_01224	Prac.g_01719
OG0000445	Praw.g_01223	Prac.g_01718
OG0000446	Praw.g_01222	Prac.g_01717
OG0000447	Praw.g_01221	Prac.g_01716
OG0000448	Praw.g_01220	Prac.g_01715
OG0000449	Praw.g_01219	Prac.g_01714
OG0000450	Praw.g_01218	Prac.g_01713
OG0000451	Praw.g_01217	Prac.g_01712
OG0000452	Praw.g_01214	Prac.g_01709
OG0000453	Praw.g_01213	Prac.g_01708
OG0000454	Praw.g_01212	Prac.g_01707
OG0000455	Praw.g_01211	Prac.g_01706
OG0000456	Praw.g_01210	Prac.g_01705
OG0000457	Praw.g_01209	Prac.g_01704
OG0000458	Praw.g_01208	Prac.g_01703
OG0000459	Praw.g_01207	Prac.g_01702
OG0000460	Praw.g_01200	Prac.g_01695
OG0000461	Praw.g_00891	Prac.g_01688
OG0000462	Praw.g_00889	Prac.g_01686
OG0000463	Praw.g_00888	Prac.g_01685
OG0000464	Praw.g_00887	Prac.g_01684
OG0000465	Praw.g_00886	Prac.g_01683
OG0000466	Praw.g_00883	Prac.g_01680
OG0000467	Praw.g_00882	Prac.g_01679
OG0000468	Praw.g_00880	Prac.g_01678
OG0000469	Praw.g_00872	Prac.g_01669
OG0000470	Praw.g_00870	Prac.g_01667
OG0000471	Praw.g_00869	Prac.g_01666
OG0000472	Praw.g_00868	Prac.g_01665
OG0000473	Praw.g_00866	Prac.g_01663
OG0000474	Praw.g_00865	Prac.g_01662
OG0000475	Praw.g_00864	Prac.g_01661
OG0000476	Praw.g_00863	Prac.g_01660
OG0000477	Praw.g_00859	Prac.g_01656
OG0000478	Praw.g_00858	Prac.g_01655
OG0000479	Praw.g_00857	Prac.g_01654
OG0000480	Praw.g_00852	Prac.g_01649
OG0000481	Praw.g_00850	Prac.g_01647
OG0000482	Praw.g_00849	Prac.g_01646
OG0000483	Praw.g_00846	Prac.g_01643
OG0000484	Praw.g_00845	Prac.g_01642
OG0000485	Praw.g_00844	Prac.g_01641
OG0000486	Praw.g_00843	Prac.g_01640
OG0000487	Praw.g_00839	Prac.g_01636
OG0000488	Praw.g_00836	Prac.g_01633
OG0000489	Praw.g_00831	Prac.g_01628
OG0000490	Praw.g_00826	Prac.g_01623
OG0000491	Praw.g_00825	Prac.g_01622
OG0000492	Praw.g_00823	Prac.g_01620
OG0000493	Praw.g_00822	Prac.g_01619
OG0000494	Praw.g_00821	Prac.g_01618
OG0000495	Praw.g_00820	Prac.g_01617
OG0000496	Praw.g_00819	Prac.g_01616
OG0000497	Praw.g_00818	Prac.g_01615
OG0000498	Praw.g_00817	Prac.g_01614
OG0000499	Praw.g_00816	Prac.g_01613
OG0000500	Praw.g_00815	Prac.g_01612
OG0000501	Praw.g_00813	Prac.g_01610
OG0000502	Praw.g_00810	Prac.g_01607
OG0000503	Praw.g_00796	Prac.g_01200
OG0000504	Praw.g_00795	Prac.g_01199
OG0000505	Praw.g_00794	Prac.g_01198
OG0000506	Praw.g_00792	Prac.g_01196
OG0000507	Praw.g_00790	Prac.g_01193
OG0000508	Praw.g_00787	Prac.g_01189
OG0000509	Praw.g_00785	Prac.g_01187
OG0000510	Praw.g_00784	Prac.g_01186
OG0000511	Praw.g_00783	Prac.g_01185
OG0000512	Praw.g_00781	Prac.g_01183
OG0000513	Praw.g_00774	Prac.g_01176
OG0000514	Praw.g_00716	Prac.g_01116
OG0000515	Praw.g_00715	Prac.g_01115
OG0000516	Praw.g_00714	Prac.g_01114
OG0000517	Praw.g_00712	Prac.g_01112
OG0000518	Praw.g_00701	Prac.g_01101
OG0000519	Praw.g_00700	Prac.g_01100
OG0000520	Praw.g_00699	Prac.g_01099
OG0000521	Praw.g_00694	Prac.g_01094
OG0000522	Praw.g_00692	Prac.g_01092
OG0000523	Praw.g_00691	Prac.g_01091
OG0000524	Praw.g_00686	Prac.g_01084
OG0000525	Praw.g_00683	Prac.g_01081
OG0000526	Praw.g_00682	Prac.g_01080
OG0000527	Praw.g_00674	Prac.g_01071
OG0000528	Praw.g_00669	Prac.g_01066
OG0000529	Praw.g_00666	Prac.g_01063
OG0000530	Praw.g_00664	Prac.g_01060
OG0000531	Praw.g_00663	Prac.g_01059
OG0000532	Praw.g_00661	Prac.g_01057
OG0000533	Praw.g_00660	Prac.g_01056
OG0000534	Praw.g_00659	Prac.g_01055
OG0000535	Praw.g_00658	Prac.g_01054
OG0000536	Praw.g_00657	Prac.g_01053
OG0000537	Praw.g_00656	Prac.g_01052
OG0000538	Praw.g_00648	Prac.g_00871
OG0000539	Praw.g_00647	Prac.g_00870
OG0000540	Praw.g_00646	Prac.g_00869
OG0000541	Praw.g_00645	Prac.g_00868
OG0000542	Praw.g_00643	Prac.g_00866
OG0000543	Praw.g_00641	Prac.g_00864
OG0000544	Praw.g_00640	Prac.g_00863
OG0000545	Praw.g_00638	Prac.g_00861
OG0000546	Praw.g_00635	Prac.g_00858
OG0000547	Praw.g_00633	Prac.g_00857
OG0000548	Praw.g_00632	Prac.g_00856
OG0000549	Praw.g_00630	Prac.g_00854
OG0000550	Praw.g_00625	Prac.g_00849
OG0000551	Praw.g_00621	Prac.g_00845
OG0000552	Praw.g_00620	Prac.g_00844
OG0000553	Praw.g_00619	Prac.g_00843
OG0000554	Praw.g_00614	Prac.g_00838
OG0000555	Praw.g_00606	Prac.g_00830
OG0000556	Praw.g_00604	Prac.g_00828
OG0000557	Praw.g_00603	Prac.g_00827
OG0000558	Praw.g_00601	Prac.g_00825
OG0000559	Praw.g_00597	Prac.g_00821
OG0000560	Praw.g_00594	Prac.g_00818
OG0000561	Praw.g_00593	Prac.g_00817
OG0000562	Praw.g_00592	Prac.g_00816
OG0000563	Praw.g_00591	Prac.g_00815
OG0000564	Praw.g_00590	Prac.g_00814
OG0000565	Praw.g_00587	Prac.g_00811
OG0000566	Praw.g_00585	Prac.g_00809
