Orthogroup	Praw	Syaq
OG0000361	Praw.g_01126	Syaq.g_01139
OG0000362	Praw.g_01124	Syaq.g_01137
OG0000363	Praw.g_01414	Syaq.g_01135
OG0000364	Praw.g_01413	Syaq.g_01134
OG0000365	Praw.g_01408	Syaq.g_01125
OG0000366	Praw.g_01407	Syaq.g_01124
OG0000367	Praw.g_01406	Syaq.g_01123
OG0000368	Praw.g_01404	Syaq.g_01121
OG0000369	Praw.g_01403	Syaq.g_01120
OG0000370	Praw.g_01402	Syaq.g_01119
OG0000371	Praw.g_01396	Syaq.g_01111
OG0000372	Praw.g_01393	Syaq.g_01106
OG0000373	Praw.g_01392	Syaq.g_01105
OG0000374	Praw.g_01391	Syaq.g_01104
OG0000375	Praw.g_01388	Syaq.g_01103
OG0000376	Praw.g_01386	Syaq.g_01101
OG0000377	Praw.g_01383	Syaq.g_01270
OG0000378	Praw.g_01381	Syaq.g_01286
OG0000379	Praw.g_01378	Syaq.g_01291
OG0000380	Praw.g_01368	Syaq.g_01560
OG0000381	Praw.g_01364	Syaq.g_01558
OG0000382	Praw.g_01353	Syaq.g_01540
OG0000383	Praw.g_01351	Syaq.g_01535
OG0000384	Praw.g_01350	Syaq.g_01534
OG0000385	Praw.g_01349	Syaq.g_01533
OG0000386	Praw.g_01348	Syaq.g_01532
OG0000387	Praw.g_01336	Syaq.g_01495
OG0000388	Praw.g_01333	Syaq.g_01491
OG0000389	Praw.g_01329	Syaq.g_01488
OG0000390	Praw.g_01322	Syaq.g_01473
OG0000391	Praw.g_01319	Syaq.g_01468
OG0000392	Praw.g_01315	Syaq.g_01463
OG0000393	Praw.g_01313	Syaq.g_01460
OG0000394	Praw.g_01312	Syaq.g_01459
OG0000395	Praw.g_01311	Syaq.g_01458
OG0000396	Praw.g_01308	Syaq.g_01455
OG0000397	Praw.g_01306	Syaq.g_01453
OG0000398	Praw.g_01304	Syaq.g_01448
OG0000399	Praw.g_01303	Syaq.g_01447
OG0000400	Praw.g_01302	Syaq.g_01446
OG0000401	Praw.g_01301	Syaq.g_01445
OG0000402	Praw.g_01299	Syaq.g_01443
OG0000403	Praw.g_01298	Syaq.g_01442
OG0000404	Praw.g_01297	Syaq.g_01440
OG0000405	Praw.g_01293	Syaq.g_01429
OG0000406	Praw.g_01288	Syaq.g_01422
OG0000407	Praw.g_01287	Syaq.g_01421
OG0000408	Praw.g_01285	Syaq.g_01419
OG0000409	Praw.g_01283	Syaq.g_01417
OG0000410	Praw.g_01282	Syaq.g_01416
OG0000411	Praw.g_01281	Syaq.g_01415
OG0000412	Praw.g_01280	Syaq.g_01414
OG0000413	Praw.g_01279	Syaq.g_01412
OG0000414	Praw.g_01278	Syaq.g_01411
OG0000415	Praw.g_01277	Syaq.g_01410
OG0000416	Praw.g_01276	Syaq.g_01409
OG0000417	Praw.g_01275	Syaq.g_01408
OG0000418	Praw.g_01270	Syaq.g_01403
OG0000419	Praw.g_01268	Syaq.g_01401
OG0000420	Praw.g_01267	Syaq.g_01400
OG0000421	Praw.g_01262	Syaq.g_01395
OG0000422	Praw.g_01261	Syaq.g_01394
OG0000423	Praw.g_01260	Syaq.g_01393
OG0000424	Praw.g_01259	Syaq.g_01392
OG0000425	Praw.g_01258	Syaq.g_01391
OG0000426	Praw.g_01257	Syaq.g_01390
OG0000427	Praw.g_01256	Syaq.g_01389
OG0000428	Praw.g_01254	Syaq.g_01386
OG0000429	Praw.g_01253	Syaq.g_01384
OG0000430	Praw.g_01252	Syaq.g_01383
OG0000431	Praw.g_01250	Syaq.g_01380
OG0000432	Praw.g_01247	Syaq.g_01374
OG0000433	Praw.g_01246	Syaq.g_01369
OG0000434	Praw.g_01245	Syaq.g_01368
OG0000435	Praw.g_01244	Syaq.g_01367
OG0000436	Praw.g_01239	Syaq.g_01361
OG0000437	Praw.g_01238	Syaq.g_01360
OG0000438	Praw.g_01237	Syaq.g_01359
OG0000439	Praw.g_01235	Syaq.g_01357
OG0000440	Praw.g_01234	Syaq.g_01356
OG0000441	Praw.g_01231	Syaq.g_01352
OG0000442	Praw.g_01230	Syaq.g_01350
OG0000443	Praw.g_01229	Syaq.g_01347
OG0000444	Praw.g_01224	Syaq.g_01333
OG0000445	Praw.g_01223	Syaq.g_01332
OG0000446	Praw.g_01222	Syaq.g_01330
OG0000447	Praw.g_01221	Syaq.g_01328
OG0000448	Praw.g_01220	Syaq.g_01327
OG0000449	Praw.g_01219	Syaq.g_01320
OG0000450	Praw.g_01218	Syaq.g_01313
OG0000451	Praw.g_01217	Syaq.g_01312
OG0000452	Praw.g_01214	Syaq.g_01308
OG0000453	Praw.g_01213	Syaq.g_01307
OG0000454	Praw.g_01212	Syaq.g_01306
OG0000455	Praw.g_01211	Syaq.g_01305
OG0000456	Praw.g_01210	Syaq.g_01304
OG0000457	Praw.g_01209	Syaq.g_01302
OG0000458	Praw.g_01208	Syaq.g_01299
OG0000459	Praw.g_01207	Syaq.g_01298
OG0000460	Praw.g_01200	Syaq.g_01577
OG0000461	Praw.g_00891	Syaq.g_00707
OG0000462	Praw.g_00889	Syaq.g_00710
OG0000463	Praw.g_00888	Syaq.g_00711
OG0000464	Praw.g_00887	Syaq.g_00712
OG0000465	Praw.g_00886	Syaq.g_00714
OG0000466	Praw.g_00883	Syaq.g_00718
OG0000467	Praw.g_00882	Syaq.g_00720
OG0000468	Praw.g_00880	Syaq.g_00725
OG0000469	Praw.g_00872	Syaq.g_00739
OG0000470	Praw.g_00870	Syaq.g_00741
OG0000471	Praw.g_00869	Syaq.g_00742
OG0000472	Praw.g_00868	Syaq.g_00744
OG0000473	Praw.g_00866	Syaq.g_00746
OG0000474	Praw.g_00865	Syaq.g_00747
OG0000475	Praw.g_00864	Syaq.g_00748
OG0000476	Praw.g_00863	Syaq.g_00750
OG0000477	Praw.g_00859	Syaq.g_00756
OG0000478	Praw.g_00858	Syaq.g_00757
OG0000479	Praw.g_00857	Syaq.g_00759
OG0000480	Praw.g_00852	Syaq.g_00766
OG0000481	Praw.g_00850	Syaq.g_00768
OG0000482	Praw.g_00849	Syaq.g_00769
OG0000483	Praw.g_00846	Syaq.g_00773
OG0000484	Praw.g_00845	Syaq.g_00774
OG0000485	Praw.g_00844	Syaq.g_00775
OG0000486	Praw.g_00843	Syaq.g_00776
OG0000487	Praw.g_00839	Syaq.g_00782
OG0000488	Praw.g_00836	Syaq.g_00845
OG0000489	Praw.g_00831	Syaq.g_00857
OG0000490	Praw.g_00826	Syaq.g_00864
OG0000491	Praw.g_00825	Syaq.g_00865
OG0000492	Praw.g_00823	Syaq.g_00869
OG0000493	Praw.g_00822	Syaq.g_00870
OG0000494	Praw.g_00821	Syaq.g_00871
OG0000495	Praw.g_00820	Syaq.g_00872
OG0000496	Praw.g_00819	Syaq.g_00873
OG0000497	Praw.g_00818	Syaq.g_00874
OG0000498	Praw.g_00817	Syaq.g_00875
OG0000499	Praw.g_00816	Syaq.g_00876
OG0000500	Praw.g_00815	Syaq.g_00877
OG0000501	Praw.g_00813	Syaq.g_00880
OG0000502	Praw.g_00810	Syaq.g_00953
OG0000503	Praw.g_00796	Syaq.g_00559
OG0000504	Praw.g_00795	Syaq.g_00557
OG0000505	Praw.g_00794	Syaq.g_00556
OG0000506	Praw.g_00792	Syaq.g_00554
OG0000507	Praw.g_00790	Syaq.g_00548
OG0000508	Praw.g_00787	Syaq.g_00544
OG0000509	Praw.g_00785	Syaq.g_00542
OG0000510	Praw.g_00784	Syaq.g_00538
OG0000511	Praw.g_00783	Syaq.g_00537
OG0000512	Praw.g_00781	Syaq.g_00535
OG0000513	Praw.g_00774	Syaq.g_00525
OG0000514	Praw.g_00716	Syaq.g_00514
OG0000515	Praw.g_00715	Syaq.g_00513
OG0000516	Praw.g_00714	Syaq.g_00509
OG0000517	Praw.g_00712	Syaq.g_00502
OG0000518	Praw.g_00701	Syaq.g_00490
OG0000519	Praw.g_00700	Syaq.g_00489
OG0000520	Praw.g_00699	Syaq.g_00488
OG0000521	Praw.g_00694	Syaq.g_00477
OG0000522	Praw.g_00692	Syaq.g_00475
OG0000523	Praw.g_00691	Syaq.g_00474
OG0000524	Praw.g_00686	Syaq.g_00469
OG0000525	Praw.g_00683	Syaq.g_00450
OG0000526	Praw.g_00682	Syaq.g_00448
OG0000527	Praw.g_00674	Syaq.g_00444
OG0000528	Praw.g_00669	Syaq.g_01768
OG0000529	Praw.g_00666	Syaq.g_01773
OG0000530	Praw.g_00664	Syaq.g_01776
OG0000531	Praw.g_00663	Syaq.g_01777
OG0000532	Praw.g_00661	Syaq.g_01780
OG0000533	Praw.g_00660	Syaq.g_01782
OG0000534	Praw.g_00659	Syaq.g_01783
OG0000535	Praw.g_00658	Syaq.g_01784
OG0000536	Praw.g_00657	Syaq.g_01785
OG0000537	Praw.g_00656	Syaq.g_01786
OG0000538	Praw.g_00648	Syaq.g_01798
OG0000539	Praw.g_00647	Syaq.g_01799
OG0000540	Praw.g_00646	Syaq.g_01800
OG0000541	Praw.g_00645	Syaq.g_01801
OG0000542	Praw.g_00643	Syaq.g_01804
OG0000543	Praw.g_00641	Syaq.g_01806
OG0000544	Praw.g_00640	Syaq.g_01807, Syaq.g_02567
OG0000545	Praw.g_00638	Syaq.g_01809
OG0000546	Praw.g_00635	Syaq.g_01811
OG0000547	Praw.g_00633	Syaq.g_01813
OG0000548	Praw.g_00632	Syaq.g_01814
OG0000549	Praw.g_00630	Syaq.g_01819
OG0000550	Praw.g_00625	Syaq.g_01824
OG0000551	Praw.g_00621	Syaq.g_01829
OG0000552	Praw.g_00620	Syaq.g_01830
OG0000553	Praw.g_00619	Syaq.g_01834
OG0000554	Praw.g_00614	Syaq.g_01839
OG0000555	Praw.g_00606	Syaq.g_01857
OG0000556	Praw.g_00604	Syaq.g_01925
OG0000557	Praw.g_00603	Syaq.g_01927
OG0000558	Praw.g_00601	Syaq.g_01929
OG0000559	Praw.g_00597	Syaq.g_01933
OG0000560	Praw.g_00594	Syaq.g_01936
OG0000561	Praw.g_00593	Syaq.g_01937
OG0000562	Praw.g_00592	Syaq.g_01938
OG0000563	Praw.g_00591	Syaq.g_01939
OG0000564	Praw.g_00590	Syaq.g_01940
OG0000565	Praw.g_00587	Syaq.g_01943
OG0000566	Praw.g_00585	Syaq.g_01947
OG0000567	Praw.g_00581	Syaq.g_01951
OG0000568	Praw.g_00580	Syaq.g_01954
OG0000569	Praw.g_00579	Syaq.g_01955
OG0000570	Praw.g_00578	Syaq.g_01956
