Orthogroup	Praw	Syad
OG0000176	Praw.g_01132	Syad.g_00166
OG0000177	Praw.g_01131	Syad.g_00167
OG0000178	Praw.g_01130	Syad.g_00168
OG0000179	Praw.g_01412	Syad.g_00183
OG0000180	Praw.g_01411	Syad.g_00184
OG0000181	Praw.g_01410	Syad.g_00185
OG0000182	Praw.g_01409	Syad.g_00186
OG0000183	Praw.g_01405	Syad.g_00190
OG0000184	Praw.g_01382	Syad.g_03018
OG0000185	Praw.g_01379	Syad.g_03006
OG0000186	Praw.g_01370	Syad.g_02722
OG0000187	Praw.g_01369	Syad.g_02724
OG0000188	Praw.g_01352	Syad.g_02759
OG0000189	Praw.g_01339	Syad.g_02788
OG0000190	Praw.g_01338	Syad.g_02790
OG0000191	Praw.g_01318	Syad.g_02824
OG0000192	Praw.g_01314	Syad.g_02834
OG0000193	Praw.g_01289	Syad.g_02877
OG0000194	Praw.g_01286	Syad.g_02880
OG0000195	Praw.g_01284	Syad.g_02884
OG0000196	Praw.g_01274	Syad.g_02894
OG0000197	Praw.g_01273	Syad.g_02895
OG0000198	Praw.g_01272	Syad.g_02896
OG0000199	Praw.g_01265	Syad.g_02904
OG0000200	Praw.g_01251	Syad.g_02921
OG0000201	Praw.g_01243	Syad.g_02937
OG0000202	Praw.g_01242	Syad.g_02938
OG0000203	Praw.g_01241	Syad.g_02939
OG0000204	Praw.g_01240	Syad.g_02940
OG0000205	Praw.g_01233	Syad.g_02948
OG0000206	Praw.g_01228	Syad.g_02955
OG0000207	Praw.g_01226	Syad.g_02957
OG0000208	Praw.g_01225	Syad.g_02958
OG0000209	Praw.g_01216	Syad.g_02981
OG0000210	Praw.g_01215	Syad.g_02982
OG0000211	Praw.g_01202	Syad.g_00813
OG0000212	Praw.g_01195	Syad.g_00825
OG0000213	Praw.g_00876	Syad.g_00556
OG0000214	Praw.g_00867	Syad.g_00538
OG0000215	Praw.g_00842	Syad.g_00508
OG0000216	Praw.g_00840	Syad.g_00504, Syad.g_00285
OG0000217	Praw.g_00837	Syad.g_00500
OG0000218	Praw.g_00835	Syad.g_00498
OG0000219	Praw.g_00834	Syad.g_00497
OG0000220	Praw.g_00833	Syad.g_00496
OG0000221	Praw.g_00832	Syad.g_00488
OG0000222	Praw.g_00824	Syad.g_00473
OG0000223	Praw.g_00811	Syad.g_00451
OG0000224	Praw.g_00809	Syad.g_00444
OG0000225	Praw.g_00786	Syad.g_00777
OG0000226	Praw.g_00782	Syad.g_00781
OG0000227	Praw.g_00780	Syad.g_00783
OG0000228	Praw.g_00777	Syad.g_00784
OG0000229	Praw.g_00711	Syad.g_02450
OG0000230	Praw.g_00709	Syad.g_02448
OG0000231	Praw.g_00698	Syad.g_02436
OG0000232	Praw.g_00689	Syad.g_02392
OG0000233	Praw.g_00684	Syad.g_02382
OG0000234	Praw.g_00671	Syad.g_02351
OG0000235	Praw.g_00668	Syad.g_00903
OG0000236	Praw.g_00655	Syad.g_00918
OG0000237	Praw.g_00642	Syad.g_00936
OG0000238	Praw.g_00636	Syad.g_00941
OG0000239	Praw.g_00623	Syad.g_00957
OG0000240	Praw.g_00622	Syad.g_00958
OG0000241	Praw.g_00618	Syad.g_02160
OG0000242	Praw.g_00616	Syad.g_00975
OG0000243	Praw.g_00605	Syad.g_01000
OG0000244	Praw.g_00602	Syad.g_01012
OG0000245	Praw.g_00600	Syad.g_01014
OG0000246	Praw.g_00596	Syad.g_01017
OG0000247	Praw.g_00586	Syad.g_01029
OG0000248	Praw.g_00584	Syad.g_01032
OG0000249	Praw.g_00582	Syad.g_01034
OG0000250	Praw.g_00577	Syad.g_01044
OG0000251	Praw.g_01937	Syad.g_01071
OG0000252	Praw.g_01940	Syad.g_01078
OG0000253	Praw.g_01941	Syad.g_01081
OG0000254	Praw.g_00147	Syad.g_02203
OG0000255	Praw.g_00153	Syad.g_02185
OG0000256	Praw.g_00163	Syad.g_02167
OG0000257	Praw.g_00166	Syad.g_02161
OG0000258	Praw.g_01879	Syad.g_02143
OG0000259	Praw.g_01862	Syad.g_01576
OG0000260	Praw.g_01859	Syad.g_01587
OG0000261	Praw.g_01857	Syad.g_01590
OG0000262	Praw.g_01853	Syad.g_01595
OG0000263	Praw.g_01841	Syad.g_01475
OG0000264	Praw.g_01831	Syad.g_01360
OG0000265	Praw.g_01809	Syad.g_01383
OG0000266	Praw.g_01799	Syad.g_01804
OG0000267	Praw.g_01788	Syad.g_01645
OG0000268	Praw.g_01787	Syad.g_01646
OG0000269	Praw.g_01702	Syad.g_01894
OG0000270	Praw.g_01699	Syad.g_01891
OG0000271	Praw.g_01691	Syad.g_01883
OG0000272	Praw.g_01690	Syad.g_01882
OG0000273	Praw.g_01668	Syad.g_01247
OG0000274	Praw.g_01667	Syad.g_01246
OG0000275	Praw.g_01665	Syad.g_01242
OG0000276	Praw.g_01660	Syad.g_01229
OG0000277	Praw.g_01659	Syad.g_01228
OG0000278	Praw.g_01656	Syad.g_01225
OG0000279	Praw.g_01649	Syad.g_01208
OG0000280	Praw.g_01648	Syad.g_01198
OG0000281	Praw.g_01643	Syad.g_00624
OG0000282	Praw.g_01595	Syad.g_01619
OG0000283	Praw.g_01562	Syad.g_01661
OG0000284	Praw.g_01557	Syad.g_01787
OG0000285	Praw.g_01552	Syad.g_01776
OG0000286	Praw.g_01540	Syad.g_01758
OG0000287	Praw.g_01523	Syad.g_01720
OG0000288	Praw.g_01494	Syad.g_01687
OG0000289	Praw.g_01483	Syad.g_01672
OG0000290	Praw.g_01470	Syad.g_01287
OG0000291	Praw.g_01468	Syad.g_01289
OG0000292	Praw.g_01418	Syad.g_00155
OG0000293	Praw.g_00225	Syad.g_01124
OG0000294	Praw.g_00226	Syad.g_01125
OG0000295	Praw.g_00246	Syad.g_01181
OG0000296	Praw.g_00248	Syad.g_01183
OG0000297	Praw.g_00256	Syad.g_01512
OG0000298	Praw.g_00257	Syad.g_01511
OG0000299	Praw.g_00274	Syad.g_01462
OG0000300	Praw.g_00277	Syad.g_01455
OG0000301	Praw.g_00278	Syad.g_01454
OG0000302	Praw.g_00280	Syad.g_01453
OG0000303	Praw.g_00287	Syad.g_01442
OG0000304	Praw.g_00291	Syad.g_01436
OG0000305	Praw.g_01008	Syad.g_01292
OG0000306	Praw.g_01011	Syad.g_01989
OG0000307	Praw.g_01025	Syad.g_00883
OG0000308	Praw.g_01026	Syad.g_00881
OG0000309	Praw.g_01030	Syad.g_00876
OG0000310	Praw.g_01098	Syad.g_02250
OG0000311	Praw.g_01096	Syad.g_02254
OG0000312	Praw.g_01093	Syad.g_02265
OG0000313	Praw.g_01076	Syad.g_02284
OG0000314	Praw.g_00363	Syad.g_02313, Syad.g_02231
OG0000315	Praw.g_00374	Syad.g_02323
OG0000316	Praw.g_00394	Syad.g_02564
OG0000317	Praw.g_00513	Syad.g_02620
OG0000318	Praw.g_00516	Syad.g_02624
OG0000319	Praw.g_00529	Syad.g_02642
OG0000320	Praw.g_00531	Syad.g_02644
OG0000321	Praw.g_00532	Syad.g_02645
OG0000322	Praw.g_00533	Syad.g_02646
OG0000323	Praw.g_00542	Syad.g_02661
OG0000324	Praw.g_00569	Syad.g_02505
OG0000325	Praw.g_01916	Syad.g_00591
OG0000326	Praw.g_01910	Syad.g_00598
OG0000327	Praw.g_00137	Syad.g_00649
OG0000328	Praw.g_00136	Syad.g_00650
OG0000329	Praw.g_00119	Syad.g_00668
OG0000330	Praw.g_00118	Syad.g_00669
OG0000331	Praw.g_00117	Syad.g_00670
OG0000332	Praw.g_00103	Syad.g_00685
OG0000333	Praw.g_00101	Syad.g_00688
OG0000334	Praw.g_00093	Syad.g_00697
OG0000335	Praw.g_00088	Syad.g_00702
OG0000336	Praw.g_00084	Syad.g_00706
OG0000337	Praw.g_00068	Syad.g_00425, Syad.g_00427
OG0000338	Praw.g_00067	Syad.g_00421
OG0000339	Praw.g_00063	Syad.g_00414
OG0000340	Praw.g_00055	Syad.g_00370
OG0000341	Praw.g_00053	Syad.g_00368
OG0000342	Praw.g_00052	Syad.g_00367
OG0000343	Praw.g_00051	Syad.g_00366
OG0000344	Praw.g_00048	Syad.g_00362
OG0000345	Praw.g_00043	Syad.g_00352
OG0000346	Praw.g_00038	Syad.g_00347
OG0000347	Praw.g_00022	Syad.g_00318
OG0000348	Praw.g_00013	Syad.g_00233
OG0000349	Praw.g_01189	Syad.g_00213
OG0000350	Praw.g_01170	Syad.g_00605
OG0000351	Praw.g_01153	Syad.g_00134
OG0000352	Praw.g_01152	Syad.g_00135
OG0000353	Praw.g_01137	Syad.g_00161
OG0000354	Praw.g_00910	Syad.g_00181
OG0000355	Praw.g_01135	Syad.g_00163
OG0000356	Praw.g_01134	Syad.g_00164
OG0000357	Praw.g_01133	Syad.g_00165
OG0000358	Praw.g_01129	Syad.g_00169
OG0000359	Praw.g_01128	Syad.g_00171
OG0000360	Praw.g_01127	Syad.g_00172
OG0000361	Praw.g_01126	Syad.g_00173
OG0000362	Praw.g_01124	Syad.g_00175
OG0000363	Praw.g_01414	Syad.g_00177
OG0000364	Praw.g_01413	Syad.g_00178
OG0000365	Praw.g_01408	Syad.g_00187
OG0000366	Praw.g_01407	Syad.g_00188
OG0000367	Praw.g_01406	Syad.g_00189
OG0000368	Praw.g_01404	Syad.g_00191
OG0000369	Praw.g_01403	Syad.g_00192
OG0000370	Praw.g_01402	Syad.g_00193
OG0000371	Praw.g_01396	Syad.g_00201
OG0000372	Praw.g_01393	Syad.g_00206
OG0000373	Praw.g_01392	Syad.g_00207
OG0000374	Praw.g_01391	Syad.g_00208
OG0000375	Praw.g_01388	Syad.g_00209
OG0000376	Praw.g_01386	Syad.g_00211
OG0000377	Praw.g_01383	Syad.g_03027
OG0000378	Praw.g_01381	Syad.g_03012
OG0000379	Praw.g_01378	Syad.g_03005
OG0000380	Praw.g_01368	Syad.g_02725
OG0000381	Praw.g_01364	Syad.g_02729
OG0000382	Praw.g_01353	Syad.g_02758
OG0000383	Praw.g_01351	Syad.g_02761
OG0000384	Praw.g_01350	Syad.g_02762
OG0000385	Praw.g_01349	Syad.g_02763
OG0000386	Praw.g_01348	Syad.g_02764
OG0000387	Praw.g_01336	Syad.g_02792
OG0000388	Praw.g_01333	Syad.g_02796
OG0000389	Praw.g_01329	Syad.g_02800
OG0000390	Praw.g_01322	Syad.g_02818
OG0000391	Praw.g_01319	Syad.g_02823
OG0000392	Praw.g_01315	Syad.g_02833
OG0000393	Praw.g_01313	Syad.g_02837
OG0000394	Praw.g_01312	Syad.g_02838
OG0000395	Praw.g_01311	Syad.g_02839
OG0000396	Praw.g_01308	Syad.g_02843
OG0000397	Praw.g_01306	Syad.g_02845
OG0000398	Praw.g_01304	Syad.g_02850
OG0000399	Praw.g_01303	Syad.g_02851
OG0000400	Praw.g_01302	Syad.g_02852
OG0000401	Praw.g_01301	Syad.g_02853
OG0000402	Praw.g_01299	Syad.g_02855
OG0000403	Praw.g_01298	Syad.g_02856
OG0000404	Praw.g_01297	Syad.g_02858
OG0000405	Praw.g_01293	Syad.g_02874
OG0000406	Praw.g_01288	Syad.g_02878
OG0000407	Praw.g_01287	Syad.g_02879
OG0000408	Praw.g_01285	Syad.g_02883
OG0000409	Praw.g_01283	Syad.g_02885
OG0000410	Praw.g_01282	Syad.g_02886
OG0000411	Praw.g_01281	Syad.g_02887
OG0000412	Praw.g_01280	Syad.g_02888
OG0000413	Praw.g_01279	Syad.g_02890
OG0000415	Praw.g_01277	Syad.g_02891
OG0000416	Praw.g_01276	Syad.g_02892
OG0000417	Praw.g_01275	Syad.g_02893
OG0000418	Praw.g_01270	Syad.g_02898
OG0000419	Praw.g_01268	Syad.g_02900
OG0000420	Praw.g_01267	Syad.g_02902
OG0000421	Praw.g_01262	Syad.g_02907
OG0000422	Praw.g_01261	Syad.g_02908
OG0000423	Praw.g_01260	Syad.g_02909
OG0000424	Praw.g_01259	Syad.g_02910
OG0000425	Praw.g_01258	Syad.g_02911
OG0000426	Praw.g_01257	Syad.g_02912
OG0000427	Praw.g_01256	Syad.g_02913
OG0000428	Praw.g_01254	Syad.g_02916
OG0000429	Praw.g_01253	Syad.g_02918
OG0000430	Praw.g_01252	Syad.g_02920
OG0000431	Praw.g_01250	Syad.g_02923
OG0000432	Praw.g_01247	Syad.g_02930
OG0000433	Praw.g_01246	Syad.g_02933
OG0000434	Praw.g_01245	Syad.g_02934
OG0000435	Praw.g_01244	Syad.g_02936
OG0000436	Praw.g_01239	Syad.g_02942
OG0000437	Praw.g_01238	Syad.g_02943
OG0000438	Praw.g_01237	Syad.g_02944
OG0000439	Praw.g_01235	Syad.g_02946
OG0000440	Praw.g_01234	Syad.g_02947
OG0000441	Praw.g_01231	Syad.g_02951
OG0000442	Praw.g_01230	Syad.g_02952
OG0000443	Praw.g_01229	Syad.g_02953
OG0000444	Praw.g_01224	Syad.g_02964
OG0000445	Praw.g_01223	Syad.g_02965
OG0000446	Praw.g_01222	Syad.g_02967
OG0000447	Praw.g_01221	Syad.g_02970
OG0000448	Praw.g_01220	Syad.g_02971
OG0000449	Praw.g_01219	Syad.g_02972
OG0000450	Praw.g_01218	Syad.g_02978
OG0000451	Praw.g_01217	Syad.g_02979
OG0000452	Praw.g_01214	Syad.g_02983
OG0000453	Praw.g_01213	Syad.g_02984
OG0000454	Praw.g_01212	Syad.g_02985
OG0000455	Praw.g_01211	Syad.g_02986
OG0000456	Praw.g_01210	Syad.g_02987
OG0000457	Praw.g_01209	Syad.g_02989
OG0000458	Praw.g_01208	Syad.g_02998
OG0000459	Praw.g_01207	Syad.g_02999
OG0000460	Praw.g_01200	Syad.g_00815
OG0000461	Praw.g_00891	Syad.g_00579
OG0000462	Praw.g_00889	Syad.g_00576
OG0000463	Praw.g_00888	Syad.g_00575
OG0000464	Praw.g_00887	Syad.g_00574
OG0000465	Praw.g_00886	Syad.g_00573
OG0000466	Praw.g_00883	Syad.g_00568
OG0000467	Praw.g_00882	Syad.g_00566
OG0000468	Praw.g_00880	Syad.g_00561
OG0000469	Praw.g_00872	Syad.g_00545
OG0000470	Praw.g_00870	Syad.g_00542
OG0000471	Praw.g_00869	Syad.g_00541
OG0000472	Praw.g_00868	Syad.g_00539
OG0000473	Praw.g_00866	Syad.g_00537
OG0000474	Praw.g_00865	Syad.g_00536
OG0000475	Praw.g_00864	Syad.g_00535
OG0000476	Praw.g_00863	Syad.g_00533
OG0000477	Praw.g_00859	Syad.g_00528
OG0000478	Praw.g_00858	Syad.g_00527
OG0000479	Praw.g_00857	Syad.g_00526
OG0000480	Praw.g_00852	Syad.g_00520
OG0000481	Praw.g_00850	Syad.g_00518
OG0000482	Praw.g_00849	Syad.g_00517
OG0000483	Praw.g_00846	Syad.g_00513
OG0000484	Praw.g_00845	Syad.g_00512
OG0000485	Praw.g_00844	Syad.g_00511
OG0000486	Praw.g_00843	Syad.g_00510
OG0000487	Praw.g_00839	Syad.g_00503
OG0000488	Praw.g_00836	Syad.g_00499
OG0000489	Praw.g_00831	Syad.g_00487
OG0000490	Praw.g_00826	Syad.g_00475
OG0000491	Praw.g_00825	Syad.g_00474
OG0000492	Praw.g_00823	Syad.g_00472
OG0000493	Praw.g_00822	Syad.g_00471
OG0000494	Praw.g_00821	Syad.g_00470
OG0000495	Praw.g_00820	Syad.g_00469
OG0000496	Praw.g_00819	Syad.g_00468
OG0000497	Praw.g_00818	Syad.g_00467
OG0000498	Praw.g_00817	Syad.g_00466
OG0000499	Praw.g_00816	Syad.g_00465
OG0000500	Praw.g_00815	Syad.g_00464
OG0000501	Praw.g_00813	Syad.g_00461
OG0000502	Praw.g_00810	Syad.g_00449
OG0000503	Praw.g_00796	Syad.g_00761
OG0000504	Praw.g_00795	Syad.g_00763
OG0000505	Praw.g_00794	Syad.g_00764
OG0000506	Praw.g_00792	Syad.g_00766
OG0000507	Praw.g_00790	Syad.g_00772
OG0000508	Praw.g_00787	Syad.g_00776
OG0000509	Praw.g_00785	Syad.g_00778
OG0000510	Praw.g_00784	Syad.g_00779
OG0000511	Praw.g_00783	Syad.g_00780
OG0000512	Praw.g_00781	Syad.g_00782
OG0000513	Praw.g_00774	Syad.g_00789
OG0000514	Praw.g_00716	Syad.g_00795
OG0000515	Praw.g_00715	Syad.g_00796
OG0000516	Praw.g_00714	Syad.g_02456
OG0000517	Praw.g_00712	Syad.g_02451
OG0000518	Praw.g_00701	Syad.g_02439
OG0000519	Praw.g_00700	Syad.g_02438
OG0000520	Praw.g_00699	Syad.g_02437
OG0000521	Praw.g_00694	Syad.g_01108
OG0000522	Praw.g_00692	Syad.g_01109
OG0000523	Praw.g_00691	Syad.g_01110
OG0000524	Praw.g_00686	Syad.g_02386
OG0000525	Praw.g_00683	Syad.g_02363
OG0000526	Praw.g_00682	Syad.g_02360
OG0000527	Praw.g_00674	Syad.g_02355
OG0000528	Praw.g_00669	Syad.g_00897
OG0000529	Praw.g_00666	Syad.g_00905
OG0000530	Praw.g_00664	Syad.g_00908
OG0000531	Praw.g_00663	Syad.g_00909
OG0000532	Praw.g_00661	Syad.g_00912
OG0000533	Praw.g_00660	Syad.g_00913
OG0000534	Praw.g_00659	Syad.g_00914
OG0000535	Praw.g_00658	Syad.g_00915
OG0000536	Praw.g_00657	Syad.g_00916
OG0000537	Praw.g_00656	Syad.g_00917
OG0000538	Praw.g_00648	Syad.g_00929
OG0000539	Praw.g_00647	Syad.g_00930
OG0000540	Praw.g_00646	Syad.g_00931
OG0000541	Praw.g_00645	Syad.g_00932
OG0000542	Praw.g_00643	Syad.g_00935
OG0000543	Praw.g_00641	Syad.g_00937
OG0000544	Praw.g_00640	Syad.g_00938
OG0000545	Praw.g_00638	Syad.g_00940
OG0000546	Praw.g_00635	Syad.g_00942
OG0000547	Praw.g_00633	Syad.g_00944
OG0000548	Praw.g_00632	Syad.g_00945
OG0000549	Praw.g_00630	Syad.g_00952
OG0000550	Praw.g_00625	Syad.g_00956
OG0000551	Praw.g_00621	Syad.g_00960
OG0000552	Praw.g_00620	Syad.g_00961
OG0000553	Praw.g_00619	Syad.g_00965
OG0000554	Praw.g_00614	Syad.g_00978
OG0000555	Praw.g_00606	Syad.g_00999
OG0000556	Praw.g_00604	Syad.g_01003
OG0000557	Praw.g_00603	Syad.g_01011
OG0000558	Praw.g_00601	Syad.g_01013
OG0000559	Praw.g_00597	Syad.g_01016
OG0000560	Praw.g_00594	Syad.g_01019
OG0000561	Praw.g_00593	Syad.g_01020
OG0000562	Praw.g_00592	Syad.g_01021
OG0000563	Praw.g_00591	Syad.g_01022
OG0000564	Praw.g_00590	Syad.g_01023
OG0000565	Praw.g_00587	Syad.g_01027
OG0000566	Praw.g_00585	Syad.g_01031
OG0000567	Praw.g_00581	Syad.g_01035
OG0000568	Praw.g_00580	Syad.g_01040
OG0000569	Praw.g_00579	Syad.g_01041
OG0000570	Praw.g_00578	Syad.g_01042
OG0000571	Praw.g_00576	Syad.g_01046
OG0000572	Praw.g_01933	Syad.g_01064
OG0000573	Praw.g_01938	Syad.g_01072
OG0000574	Praw.g_01939	Syad.g_01077
OG0000575	Praw.g_01943	Syad.g_01083
OG0000576	Praw.g_01945	Syad.g_01085
OG0000577	Praw.g_01946	Syad.g_01086
OG0000578	Praw.g_01947	Syad.g_01087
OG0000579	Praw.g_01948	Syad.g_01088
OG0000580	Praw.g_01949	Syad.g_01089
OG0000581	Praw.g_00141	Syad.g_01097
OG0000582	Praw.g_00144	Syad.g_02206
