Orthogroup	Praw	Syab
OG0000094	Praw.g_01486	Syab.g_01306
OG0000095	Praw.g_01467	Syab.g_01210
OG0000097	Praw.g_00275	Syab.g_01051
OG0000098	Praw.g_00997	Syab.g_01553
OG0000099	Praw.g_01051	Syab.g_00230
OG0000100	Praw.g_00411	Syab.g_01694
OG0000101	Praw.g_00096	Syab.g_00446
OG0000102	Praw.g_00034	Syab.g_00104
OG0000103	Praw.g_01148	Syab.g_02895, Syab.g_01296
OG0000104	Praw.g_01140	Syab.g_02910
OG0000105	Praw.g_00860	Syab.g_00303
OG0000106	Praw.g_00762	Syab.g_01817
OG0000107	Praw.g_00748	Syab.g_00367
OG0000108	Praw.g_00667	Syab.g_02096
OG0000109	Praw.g_00654	Syab.g_02112
OG0000110	Praw.g_01922	Syab.g_01984
OG0000111	Praw.g_01823	Syab.g_01201
OG0000112	Praw.g_01732	Syab.g_01392
OG0000113	Praw.g_01675	Syab.g_01689
OG0000114	Praw.g_01597	Syab.g_02656, Syab.g_01633
OG0000115	Praw.g_00178	Syab.g_00748
OG0000116	Praw.g_00224	Syab.g_00945
OG0000117	Praw.g_00926	Syab.g_01018
OG0000118	Praw.g_00993	Syab.g_00897
OG0000120	Praw.g_01050	Syab.g_00229
OG0000121	Praw.g_01078	Syab.g_00772
OG0000122	Praw.g_00377	Syab.g_01839
OG0000123	Praw.g_00089	Syab.g_00454
OG0000124	Praw.g_00023	Syab.g_00088
OG0000125	Praw.g_01180	Syab.g_02763
OG0000126	Praw.g_01141	Syab.g_02908
OG0000128	Praw.g_01125	Syab.g_00012
OG0000129	Praw.g_01384	Syab.g_02749
OG0000130	Praw.g_01365	Syab.g_02434
OG0000131	Praw.g_01290	Syab.g_02564
OG0000132	Praw.g_01271	Syab.g_02584
OG0000133	Praw.g_00812	Syab.g_01387
OG0000134	Praw.g_00775	Syab.g_00554
OG0000135	Praw.g_00751	Syab.g_02815
OG0000136	Praw.g_00706	Syab.g_00588
OG0000137	Praw.g_00672	Syab.g_00697
OG0000138	Praw.g_00653	Syab.g_02113
OG0000139	Praw.g_00611	Syab.g_02035
OG0000140	Praw.g_00610	Syab.g_02033
OG0000141	Praw.g_00143	Syab.g_01931
OG0000142	Praw.g_01887	Syab.g_01524, Syab.g_01873
OG0000143	Praw.g_01883	Syab.g_01870
OG0000144	Praw.g_01870	Syab.g_01757
OG0000145	Praw.g_01745	Syab.g_02120
OG0000146	Praw.g_01731	Syab.g_01393
OG0000147	Praw.g_01730	Syab.g_01394
OG0000148	Praw.g_01681	Syab.g_01682, Syab.g_01683
OG0000149	Praw.g_01652	Syab.g_01720
OG0000150	Praw.g_01644	Syab.g_01930
OG0000151	Praw.g_01587	Syab.g_01612
OG0000152	Praw.g_01539	Syab.g_01383
OG0000153	Praw.g_01520	Syab.g_01343
OG0000154	Praw.g_01493	Syab.g_01317
OG0000155	Praw.g_00254	Syab.g_01009
OG0000156	Praw.g_00968	Syab.g_00933
OG0000157	Praw.g_00969	Syab.g_00932
OG0000158	Praw.g_01052	Syab.g_00161
OG0000160	Praw.g_01079, Praw.g_01080	Syab.g_00774
OG0000161	Praw.g_00344	Syab.g_00766
OG0000162	Praw.g_00350	Syab.g_00755
OG0000163	Praw.g_00384	Syab.g_02173
OG0000164	Praw.g_00539	Syab.g_02307
OG0000165	Praw.g_00546	Syab.g_02316
OG0000166	Praw.g_00132	Syab.g_00407
OG0000167	Praw.g_00066	Syab.g_00205
OG0000168	Praw.g_00056	Syab.g_00136
OG0000169	Praw.g_00046	Syab.g_00125
OG0000170	Praw.g_00044	Syab.g_00118
OG0000171	Praw.g_00024	Syab.g_00089
OG0000172	Praw.g_00016	Syab.g_00080
OG0000173	Praw.g_00001	Syab.g_00061
OG0000174	Praw.g_01166	Syab.g_02819
OG0000175	Praw.g_01156	Syab.g_02876
OG0000176	Praw.g_01132	Syab.g_00004
OG0000177	Praw.g_01131	Syab.g_00005
OG0000178	Praw.g_01130	Syab.g_00006
OG0000179	Praw.g_01412	Syab.g_00022
OG0000180	Praw.g_01411	Syab.g_00023
OG0000181	Praw.g_01410	Syab.g_00024
OG0000182	Praw.g_01409	Syab.g_00025
OG0000183	Praw.g_01405	Syab.g_00029
OG0000184	Praw.g_01382	Syab.g_02738
OG0000185	Praw.g_01379	Syab.g_02715
OG0000186	Praw.g_01370	Syab.g_02430
OG0000187	Praw.g_01369	Syab.g_02431
OG0000188	Praw.g_01352	Syab.g_02454
OG0000189	Praw.g_01339	Syab.g_02487
OG0000190	Praw.g_01338	Syab.g_00190, Syab.g_00139
OG0000191	Praw.g_01318	Syab.g_02522
OG0000192	Praw.g_01314	Syab.g_02528
OG0000193	Praw.g_01289	Syab.g_02565
OG0000194	Praw.g_01286	Syab.g_02568
OG0000195	Praw.g_01284	Syab.g_02570
OG0000196	Praw.g_01274	Syab.g_02581
OG0000197	Praw.g_01273	Syab.g_02582
OG0000198	Praw.g_01272	Syab.g_02583
OG0000199	Praw.g_01265	Syab.g_02591
OG0000200	Praw.g_01251	Syab.g_02611
OG0000201	Praw.g_01243	Syab.g_02628
OG0000202	Praw.g_01242	Syab.g_02629
OG0000203	Praw.g_01241	Syab.g_02630
OG0000204	Praw.g_01240	Syab.g_02631
OG0000205	Praw.g_01233	Syab.g_02638
OG0000206	Praw.g_01228	Syab.g_02674
OG0000207	Praw.g_01226	Syab.g_02677
OG0000208	Praw.g_01225	Syab.g_02678
OG0000209	Praw.g_01216	Syab.g_02698
OG0000210	Praw.g_01215	Syab.g_02699
OG0000211	Praw.g_01202	Syab.g_02374
OG0000212	Praw.g_01195	Syab.g_02365
OG0000213	Praw.g_00876	Syab.g_00332
OG0000214	Praw.g_00867	Syab.g_00312
OG0000215	Praw.g_00842	Syab.g_00281
OG0000216	Praw.g_00840	Syab.g_00277
OG0000217	Praw.g_00837	Syab.g_00273
OG0000218	Praw.g_00835	Syab.g_00271
OG0000219	Praw.g_00834	Syab.g_00270
OG0000220	Praw.g_00833	Syab.g_00269
OG0000221	Praw.g_00832	Syab.g_00257
OG0000222	Praw.g_00824	Syab.g_00244
OG0000223	Praw.g_00811	Syab.g_00226
OG0000224	Praw.g_00809	Syab.g_00223
OG0000225	Praw.g_00786	Syab.g_00538
OG0000226	Praw.g_00782	Syab.g_00542
OG0000227	Praw.g_00780	Syab.g_00544
OG0000228	Praw.g_00777	Syab.g_00550
OG0000229	Praw.g_00711	Syab.g_00583
OG0000230	Praw.g_00709	Syab.g_00585
OG0000231	Praw.g_00698	Syab.g_00613
OG0000232	Praw.g_00689	Syab.g_00631
OG0000233	Praw.g_00684	Syab.g_00645
OG0000234	Praw.g_00671	Syab.g_00699
OG0000235	Praw.g_00668	Syab.g_02095
OG0000236	Praw.g_00655	Syab.g_02111
OG0000237	Praw.g_00642	Syab.g_02129
OG0000238	Praw.g_00636	Syab.g_02134
OG0000239	Praw.g_00623	Syab.g_02151
OG0000240	Praw.g_00622	Syab.g_02152
OG0000241	Praw.g_00618	Syab.g_01884
OG0000242	Praw.g_00616	Syab.g_02043
OG0000243	Praw.g_00605	Syab.g_02025
OG0000244	Praw.g_00602	Syab.g_02017
OG0000245	Praw.g_00600	Syab.g_02015
OG0000246	Praw.g_00596	Syab.g_02011
OG0000247	Praw.g_00586	Syab.g_01999
OG0000248	Praw.g_00584	Syab.g_01996
OG0000249	Praw.g_00582	Syab.g_01994
OG0000250	Praw.g_00577	Syab.g_01988
OG0000251	Praw.g_01937	Syab.g_01961
OG0000252	Praw.g_01940	Syab.g_01958
OG0000253	Praw.g_01941	Syab.g_01956
OG0000254	Praw.g_00147	Syab.g_01925
OG0000255	Praw.g_00153	Syab.g_01912
OG0000256	Praw.g_00163	Syab.g_01890
OG0000257	Praw.g_00166	Syab.g_01885
OG0000258	Praw.g_01879	Syab.g_01861
OG0000259	Praw.g_01862	Syab.g_01538
OG0000260	Praw.g_01859	Syab.g_01544
OG0000261	Praw.g_01857	Syab.g_01556
OG0000262	Praw.g_01853	Syab.g_01561
OG0000263	Praw.g_01841	Syab.g_01035
OG0000264	Praw.g_01831	Syab.g_01173
OG0000265	Praw.g_01809	Syab.g_01773
OG0000266	Praw.g_01799	Syab.g_01667
OG0000267	Praw.g_01788	Syab.g_01433
OG0000268	Praw.g_01787	Syab.g_01432
OG0000269	Praw.g_01702	Syab.g_01650
OG0000270	Praw.g_01699	Syab.g_01657
OG0000271	Praw.g_01691	Syab.g_01279
OG0000272	Praw.g_01690	Syab.g_01280
OG0000273	Praw.g_01668	Syab.g_01699
OG0000274	Praw.g_01667	Syab.g_01700
OG0000275	Praw.g_01665	Syab.g_01704
OG0000276	Praw.g_01660	Syab.g_01712
OG0000277	Praw.g_01659	Syab.g_01713
OG0000278	Praw.g_01656	Syab.g_01716
OG0000279	Praw.g_01649	Syab.g_01724
OG0000280	Praw.g_01648	Syab.g_01736
OG0000281	Praw.g_01643	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Praw.g_01595	Syab.g_01631
OG0000283	Praw.g_01562	Syab.g_01418
OG0000284	Praw.g_01557	Syab.g_01413
OG0000285	Praw.g_01552	Syab.g_01402
OG0000286	Praw.g_01540	Syab.g_01384
OG0000287	Praw.g_01523	Syab.g_01350
OG0000288	Praw.g_01494	Syab.g_01318
OG0000289	Praw.g_01483	Syab.g_01303
OG0000290	Praw.g_01470	Syab.g_01213
OG0000291	Praw.g_01468	Syab.g_01211
OG0000292	Praw.g_01418	Syab.g_02907
OG0000293	Praw.g_00225	Syab.g_00946
OG0000294	Praw.g_00226	Syab.g_00947
OG0000295	Praw.g_00246	Syab.g_01001
OG0000296	Praw.g_00248	Syab.g_01003
OG0000297	Praw.g_00256	Syab.g_01016
OG0000298	Praw.g_00257	Syab.g_01017
OG0000299	Praw.g_00274	Syab.g_01047
OG0000300	Praw.g_00277	Syab.g_01054
OG0000301	Praw.g_00278	Syab.g_01055
OG0000302	Praw.g_00280	Syab.g_01056
OG0000303	Praw.g_00287	Syab.g_01149
OG0000304	Praw.g_00291	Syab.g_01143
OG0000305	Praw.g_01008	Syab.g_01208
OG0000306	Praw.g_01011	Syab.g_01819
OG0000307	Praw.g_01025	Syab.g_02078
OG0000308	Praw.g_01026	Syab.g_02076
OG0000309	Praw.g_01030	Syab.g_02071
OG0000310	Praw.g_01098	Syab.g_00817
OG0000311	Praw.g_01096	Syab.g_00811
OG0000312	Praw.g_01093	Syab.g_00793
OG0000313	Praw.g_01076	Syab.g_00769
OG0000314	Praw.g_00363	Syab.g_00736
OG0000315	Praw.g_00374	Syab.g_00726
OG0000316	Praw.g_00394	Syab.g_02189
OG0000317	Praw.g_00513	Syab.g_02251
OG0000318	Praw.g_00516	Syab.g_02257
OG0000319	Praw.g_00529	Syab.g_02291
OG0000320	Praw.g_00531	Syab.g_02293
OG0000321	Praw.g_00532	Syab.g_02294
OG0000322	Praw.g_00533	Syab.g_02295
OG0000323	Praw.g_00542	Syab.g_02310
OG0000324	Praw.g_00569	Syab.g_02341
OG0000325	Praw.g_01916	Syab.g_00368
OG0000326	Praw.g_01910	Syab.g_00375
OG0000327	Praw.g_00137	Syab.g_00402
OG0000328	Praw.g_00136	Syab.g_00403
OG0000329	Praw.g_00119	Syab.g_00420
OG0000330	Praw.g_00118	Syab.g_00421
OG0000331	Praw.g_00117	Syab.g_00422
OG0000332	Praw.g_00103	Syab.g_00437
OG0000333	Praw.g_00101	Syab.g_00440
OG0000334	Praw.g_00093	Syab.g_00450
OG0000335	Praw.g_00088	Syab.g_00455
OG0000336	Praw.g_00084	Syab.g_00459
OG0000337	Praw.g_00068	Syab.g_00210
OG0000338	Praw.g_00067	Syab.g_00207
OG0000339	Praw.g_00063	Syab.g_00201
OG0000340	Praw.g_00055	Syab.g_00135
OG0000341	Praw.g_00053	Syab.g_00157, Syab.g_00133
OG0000342	Praw.g_00052	Syab.g_00132
OG0000343	Praw.g_00051	Syab.g_00131
OG0000344	Praw.g_00048	Syab.g_00127, Syab.g_02424
OG0000345	Praw.g_00043	Syab.g_00117
OG0000346	Praw.g_00038	Syab.g_00112
OG0000347	Praw.g_00022	Syab.g_00087
OG0000348	Praw.g_00013	Syab.g_00076
OG0000349	Praw.g_01189	Syab.g_00054
OG0000350	Praw.g_01170	Syab.g_00382
OG0000351	Praw.g_01153	Syab.g_02879
OG0000352	Praw.g_01152	Syab.g_02880
OG0000353	Praw.g_01137	Syab.g_02913
OG0000354	Praw.g_00910	Syab.g_00020
OG0000355	Praw.g_01135	Syab.g_00001
OG0000356	Praw.g_01134	Syab.g_00002
OG0000357	Praw.g_01133	Syab.g_00003
OG0000358	Praw.g_01129	Syab.g_00007
OG0000359	Praw.g_01128	Syab.g_00009
OG0000360	Praw.g_01127	Syab.g_00010
OG0000361	Praw.g_01126	Syab.g_00011
OG0000362	Praw.g_01124	Syab.g_00013
OG0000363	Praw.g_01414	Syab.g_00015
OG0000364	Praw.g_01413	Syab.g_00016
OG0000365	Praw.g_01408	Syab.g_00026
OG0000366	Praw.g_01407	Syab.g_00027
OG0000367	Praw.g_01406	Syab.g_00028
OG0000368	Praw.g_01404	Syab.g_00030
OG0000369	Praw.g_01403	Syab.g_00031
OG0000370	Praw.g_01402	Syab.g_00032
OG0000371	Praw.g_01396	Syab.g_00711, Syab.g_00039
OG0000372	Praw.g_01393	Syab.g_00045
OG0000373	Praw.g_01392	Syab.g_00046
OG0000374	Praw.g_01391	Syab.g_00047
OG0000375	Praw.g_01388	Syab.g_00050
OG0000376	Praw.g_01386	Syab.g_00052
OG0000377	Praw.g_01383	Syab.g_02748
OG0000378	Praw.g_01381	Syab.g_02717
OG0000379	Praw.g_01378	Syab.g_02714
OG0000380	Praw.g_01368	Syab.g_02432
OG0000381	Praw.g_01364	Syab.g_02435
OG0000382	Praw.g_01353	Syab.g_02453
OG0000383	Praw.g_01351	Syab.g_02459
OG0000384	Praw.g_01350	Syab.g_02460
OG0000385	Praw.g_01349	Syab.g_02461
OG0000386	Praw.g_01348	Syab.g_02462
OG0000387	Praw.g_01336	Syab.g_02491
OG0000388	Praw.g_01333	Syab.g_02495
OG0000389	Praw.g_01329	Syab.g_02499
OG0000390	Praw.g_01322	Syab.g_02516
OG0000391	Praw.g_01319	Syab.g_02521
OG0000392	Praw.g_01315	Syab.g_02527
OG0000393	Praw.g_01313	Syab.g_02530
OG0000394	Praw.g_01312	Syab.g_02531
OG0000395	Praw.g_01311	Syab.g_02532
OG0000396	Praw.g_01308	Syab.g_02535
OG0000397	Praw.g_01306	Syab.g_02537
OG0000398	Praw.g_01304	Syab.g_02542
OG0000399	Praw.g_01303	Syab.g_02543
OG0000400	Praw.g_01302	Syab.g_02544
OG0000401	Praw.g_01301	Syab.g_02545
OG0000402	Praw.g_01299	Syab.g_02547
OG0000403	Praw.g_01298	Syab.g_02548
OG0000404	Praw.g_01297	Syab.g_02550
OG0000405	Praw.g_01293	Syab.g_02562
OG0000406	Praw.g_01288	Syab.g_02566
OG0000407	Praw.g_01287	Syab.g_02567
OG0000408	Praw.g_01285	Syab.g_02569
OG0000409	Praw.g_01283	Syab.g_02571
OG0000410	Praw.g_01282	Syab.g_02572
OG0000411	Praw.g_01281	Syab.g_02573
OG0000412	Praw.g_01280	Syab.g_02574
OG0000413	Praw.g_01279	Syab.g_02576
OG0000414	Praw.g_01278	Syab.g_02577
OG0000415	Praw.g_01277	Syab.g_02578
OG0000416	Praw.g_01276	Syab.g_02579
OG0000417	Praw.g_01275	Syab.g_02580
OG0000418	Praw.g_01270	Syab.g_02585
OG0000419	Praw.g_01268	Syab.g_02587
OG0000420	Praw.g_01267	Syab.g_02589
OG0000421	Praw.g_01262	Syab.g_02595
OG0000422	Praw.g_01261	Syab.g_02596
OG0000423	Praw.g_01260	Syab.g_02597
OG0000424	Praw.g_01259	Syab.g_02598
OG0000425	Praw.g_01258	Syab.g_02599
OG0000426	Praw.g_01257	Syab.g_02600
OG0000427	Praw.g_01256	Syab.g_02601
OG0000428	Praw.g_01254	Syab.g_02604
OG0000429	Praw.g_01253	Syab.g_02608
OG0000430	Praw.g_01252	Syab.g_02610
OG0000431	Praw.g_01250	Syab.g_02613
OG0000432	Praw.g_01247	Syab.g_02619
OG0000433	Praw.g_01246	Syab.g_02622
OG0000434	Praw.g_01245	Syab.g_02623
OG0000435	Praw.g_01244	Syab.g_02625
OG0000436	Praw.g_01239	Syab.g_02632
OG0000437	Praw.g_01238	Syab.g_02633
OG0000438	Praw.g_01237	Syab.g_02634
OG0000439	Praw.g_01235	Syab.g_02636
OG0000440	Praw.g_01234	Syab.g_02637
OG0000441	Praw.g_01231	Syab.g_02641
OG0000442	Praw.g_01230	Syab.g_02642
OG0000443	Praw.g_01229	Syab.g_02668
OG0000444	Praw.g_01224	Syab.g_02681
OG0000445	Praw.g_01223	Syab.g_02682
OG0000446	Praw.g_01222	Syab.g_02684
OG0000447	Praw.g_01221	Syab.g_02687
OG0000448	Praw.g_01220	Syab.g_02688
OG0000449	Praw.g_01219	Syab.g_02689
OG0000450	Praw.g_01218	Syab.g_02695
OG0000451	Praw.g_01217	Syab.g_02696
OG0000452	Praw.g_01214	Syab.g_02701
OG0000453	Praw.g_01213	Syab.g_02702
OG0000454	Praw.g_01212	Syab.g_02703
OG0000455	Praw.g_01211	Syab.g_02704
OG0000456	Praw.g_01210	Syab.g_02705
OG0000457	Praw.g_01209	Syab.g_02707
OG0000458	Praw.g_01208	Syab.g_02708
OG0000459	Praw.g_01207	Syab.g_02709
OG0000460	Praw.g_01200	Syab.g_02372
OG0000461	Praw.g_00891	Syab.g_00356
OG0000462	Praw.g_00889	Syab.g_00352
OG0000463	Praw.g_00888	Syab.g_00351
OG0000464	Praw.g_00887	Syab.g_00350
OG0000465	Praw.g_00886	Syab.g_00349
OG0000466	Praw.g_00883	Syab.g_00343
OG0000467	Praw.g_00882	Syab.g_00341
OG0000468	Praw.g_00880	Syab.g_00336
OG0000469	Praw.g_00872	Syab.g_00318
OG0000470	Praw.g_00870	Syab.g_00316
OG0000471	Praw.g_00869	Syab.g_00315
OG0000472	Praw.g_00868	Syab.g_00313
OG0000473	Praw.g_00866	Syab.g_00311
OG0000474	Praw.g_00865	Syab.g_00310
OG0000475	Praw.g_00864	Syab.g_00309
OG0000476	Praw.g_00863	Syab.g_00307
OG0000477	Praw.g_00859	Syab.g_00301
OG0000478	Praw.g_00858	Syab.g_00300
OG0000479	Praw.g_00857	Syab.g_00299
OG0000480	Praw.g_00852	Syab.g_00292
OG0000481	Praw.g_00850	Syab.g_00290
OG0000482	Praw.g_00849	Syab.g_00289
OG0000483	Praw.g_00846	Syab.g_00285
OG0000484	Praw.g_00845	Syab.g_00284
OG0000485	Praw.g_00844	Syab.g_00283
OG0000486	Praw.g_00843	Syab.g_00282
OG0000487	Praw.g_00839	Syab.g_00276
OG0000488	Praw.g_00836	Syab.g_00272
OG0000489	Praw.g_00831	Syab.g_00256
OG0000490	Praw.g_00826	Syab.g_00247
OG0000491	Praw.g_00825	Syab.g_00245
OG0000492	Praw.g_00823	Syab.g_00243
OG0000493	Praw.g_00822	Syab.g_00242
OG0000494	Praw.g_00821	Syab.g_00241
OG0000495	Praw.g_00820	Syab.g_00240
OG0000496	Praw.g_00819	Syab.g_00239
OG0000497	Praw.g_00818	Syab.g_00238
OG0000498	Praw.g_00817	Syab.g_00237
OG0000499	Praw.g_00816	Syab.g_00236
OG0000500	Praw.g_00815	Syab.g_00235
OG0000501	Praw.g_00813	Syab.g_00232
OG0000502	Praw.g_00810	Syab.g_00224
OG0000503	Praw.g_00796	Syab.g_00523
OG0000504	Praw.g_00795	Syab.g_00525
OG0000505	Praw.g_00794	Syab.g_00526
OG0000506	Praw.g_00792	Syab.g_00528
OG0000507	Praw.g_00790	Syab.g_00533
OG0000508	Praw.g_00787	Syab.g_00537
OG0000509	Praw.g_00785	Syab.g_00539
OG0000510	Praw.g_00784	Syab.g_00540
OG0000511	Praw.g_00783	Syab.g_00541
OG0000512	Praw.g_00781	Syab.g_00543
OG0000513	Praw.g_00774	Syab.g_00555
OG0000514	Praw.g_00716	Syab.g_00566
OG0000515	Praw.g_00715	Syab.g_00567
OG0000516	Praw.g_00714	Syab.g_00575
OG0000517	Praw.g_00712	Syab.g_00582
OG0000518	Praw.g_00701	Syab.g_00594
OG0000519	Praw.g_00700	Syab.g_00610
OG0000520	Praw.g_00699	Syab.g_00611
OG0000521	Praw.g_00694	Syab.g_00624
OG0000522	Praw.g_00692	Syab.g_00626
OG0000523	Praw.g_00691	Syab.g_00627
OG0000524	Praw.g_00686	Syab.g_00640
OG0000525	Praw.g_00683	Syab.g_00671
OG0000526	Praw.g_00682	Syab.g_00689
OG0000527	Praw.g_00674	Syab.g_00695
OG0000528	Praw.g_00669	Syab.g_02092
OG0000529	Praw.g_00666	Syab.g_02097
OG0000530	Praw.g_00664	Syab.g_02100
OG0000531	Praw.g_00663	Syab.g_02101
OG0000532	Praw.g_00661	Syab.g_02104
OG0000533	Praw.g_00660	Syab.g_02106
OG0000534	Praw.g_00659	Syab.g_02107
OG0000535	Praw.g_00658	Syab.g_02108
OG0000536	Praw.g_00657	Syab.g_02109
OG0000537	Praw.g_00656	Syab.g_02110
OG0000538	Praw.g_00648	Syab.g_02122
OG0000539	Praw.g_00647	Syab.g_02123
OG0000540	Praw.g_00646	Syab.g_02124
OG0000541	Praw.g_00645	Syab.g_02125
OG0000542	Praw.g_00643	Syab.g_02128
OG0000543	Praw.g_00641	Syab.g_02130
OG0000544	Praw.g_00640	Syab.g_02131
OG0000545	Praw.g_00638	Syab.g_02133
OG0000546	Praw.g_00635	Syab.g_02135
OG0000547	Praw.g_00633	Syab.g_02137
OG0000548	Praw.g_00632	Syab.g_02138
OG0000549	Praw.g_00630	Syab.g_02144
OG0000550	Praw.g_00625	Syab.g_02149
OG0000551	Praw.g_00621	Syab.g_02153
OG0000552	Praw.g_00620	Syab.g_02154
OG0000553	Praw.g_00619	Syab.g_02046
OG0000554	Praw.g_00614	Syab.g_02040
OG0000555	Praw.g_00606	Syab.g_02026
OG0000556	Praw.g_00604	Syab.g_02022
OG0000557	Praw.g_00603	Syab.g_02019
OG0000558	Praw.g_00601	Syab.g_02016
OG0000559	Praw.g_00597	Syab.g_02012
OG0000560	Praw.g_00594	Syab.g_02009
OG0000561	Praw.g_00593	Syab.g_02008
OG0000562	Praw.g_00592	Syab.g_02007
OG0000563	Praw.g_00591	Syab.g_02006
OG0000564	Praw.g_00590	Syab.g_02005
OG0000565	Praw.g_00587	Syab.g_02001
OG0000566	Praw.g_00585	Syab.g_01997
OG0000567	Praw.g_00581	Syab.g_01993
OG0000568	Praw.g_00580	Syab.g_01991
OG0000569	Praw.g_00579	Syab.g_01990
OG0000570	Praw.g_00578	Syab.g_01989
OG0000571	Praw.g_00576	Syab.g_01986
OG0000572	Praw.g_01933	Syab.g_01969
OG0000573	Praw.g_01938	Syab.g_01960
OG0000574	Praw.g_01939	Syab.g_01959
OG0000575	Praw.g_01943	Syab.g_01954
OG0000576	Praw.g_01945	Syab.g_01952
OG0000577	Praw.g_01946	Syab.g_01951
OG0000578	Praw.g_01947	Syab.g_01950
OG0000579	Praw.g_01948	Syab.g_01949
OG0000580	Praw.g_01949	Syab.g_01948
OG0000581	Praw.g_00141	Syab.g_01934
