Orthogroup	Praw	Syal
OG0000059	Praw.g_01894	Syal.g_00225
OG0000060	Praw.g_01743	Syal.g_00480, Syal.g_02895, Syal.g_02214
OG0000061	Praw.g_00234	Syal.g_01653
OG0000062	Praw.g_00415	Syal.g_00567
OG0000063	Praw.g_01395	Syal.g_00136
OG0000065	Praw.g_01328	Syal.g_00820, Syal.g_02528
OG0000066	Praw.g_00609	Syal.g_02828
OG0000067	Praw.g_01697	Syal.g_02414
OG0000068	Praw.g_01016	Syal.g_02888
OG0000070	Praw.g_00697	Syal.g_00509
OG0000071	Praw.g_00981	Syal.g_02099, Syal.g_01601
OG0000072	Praw.g_01264	Syal.g_00914
OG0000073	Praw.g_00649	Syal.g_02920
OG0000075	Praw.g_00064	Syal.g_01350
OG0000076	Praw.g_00039	Syal.g_01459
OG0000077	Praw.g_01356	Syal.g_00763, Syal.g_00506
OG0000078	Praw.g_01196	Syal.g_00680
OG0000081	Praw.g_00617	Syal.g_02555
OG0000082	Praw.g_01932	Syal.g_02769
OG0000084	Praw.g_01087	Syal.g_01896, Syal.g_00023
OG0000085	Praw.g_00508	Syal.g_00575
OG0000086	Praw.g_01346	Syal.g_00784
OG0000087	Praw.g_01296	Syal.g_00871
OG0000088	Praw.g_01269	Syal.g_00908
OG0000089	Praw.g_00776	Syal.g_00555
OG0000090	Praw.g_00615	Syal.g_02838
OG0000091	Praw.g_01880	Syal.g_02628
OG0000093	Praw.g_01571	Syal.g_02233
OG0000094	Praw.g_01486	Syal.g_01907
OG0000095	Praw.g_01467	Syal.g_01823
OG0000097	Praw.g_00275	Syal.g_01735, Syal.g_01553
OG0000098	Praw.g_00997	Syal.g_02196
OG0000099	Praw.g_01051	Syal.g_01323
OG0000100	Praw.g_00411	Syal.g_02448
OG0000101	Praw.g_00096	Syal.g_00275
OG0000102	Praw.g_00034	Syal.g_01488
OG0000103	Praw.g_01148	Syal.g_00077, Syal.g_01897
OG0000104	Praw.g_01140	Syal.g_00092
OG0000105	Praw.g_00860	Syal.g_01255
OG0000106	Praw.g_00762	Syal.g_02577
OG0000107	Praw.g_00748	Syal.g_00194
OG0000108	Praw.g_00667	Syal.g_02897
OG0000109	Praw.g_00654	Syal.g_02913
OG0000110	Praw.g_01922	Syal.g_02782
OG0000111	Praw.g_01823	Syal.g_01813
OG0000112	Praw.g_01732	Syal.g_02000
OG0000113	Praw.g_01675	Syal.g_02443
OG0000114	Praw.g_01597	Syal.g_02286
OG0000115	Praw.g_00178	Syal.g_00404
OG0000116	Praw.g_00224	Syal.g_01630
OG0000117	Praw.g_00926	Syal.g_01704
OG0000118	Praw.g_00993	Syal.g_01583
OG0000119	Praw.g_01012	Syal.g_02056
OG0000120	Praw.g_01050	Syal.g_01324
OG0000121	Praw.g_01078	Syal.g_00374
OG0000122	Praw.g_00377	Syal.g_02602
OG0000123	Praw.g_00089	Syal.g_00283
OG0000124	Praw.g_00023	Syal.g_01519
OG0000125	Praw.g_01180	Syal.g_01075
OG0000126	Praw.g_01141	Syal.g_00090
OG0000128	Praw.g_01125	Syal.g_00109
OG0000129	Praw.g_01384	Syal.g_01062
OG0000130	Praw.g_01365	Syal.g_00751
OG0000131	Praw.g_01290	Syal.g_00886
OG0000132	Praw.g_01271	Syal.g_00906
OG0000133	Praw.g_00812	Syal.g_01995
OG0000134	Praw.g_00775	Syal.g_00552
OG0000135	Praw.g_00751	Syal.g_01119
OG0000136	Praw.g_00706	Syal.g_00520
OG0000137	Praw.g_00672	Syal.g_00463
OG0000138	Praw.g_00653	Syal.g_02914
OG0000139	Praw.g_00611	Syal.g_02832
OG0000140	Praw.g_00610	Syal.g_02830
OG0000141	Praw.g_00143	Syal.g_02738
OG0000142	Praw.g_01887	Syal.g_02636
OG0000143	Praw.g_01883	Syal.g_02632
OG0000144	Praw.g_01870	Syal.g_02515
OG0000145	Praw.g_01745	Syal.g_02921
OG0000146	Praw.g_01731	Syal.g_02001
OG0000147	Praw.g_01730	Syal.g_02002
OG0000148	Praw.g_01681	Syal.g_02437
OG0000149	Praw.g_01652	Syal.g_02475
OG0000150	Praw.g_01644	Syal.g_02737
OG0000151	Praw.g_01587	Syal.g_02263
OG0000152	Praw.g_01539	Syal.g_01991
OG0000153	Praw.g_01520	Syal.g_01958
OG0000154	Praw.g_01493	Syal.g_01918
OG0000155	Praw.g_00254	Syal.g_01695
OG0000156	Praw.g_00968	Syal.g_01620
OG0000157	Praw.g_00969	Syal.g_01619
OG0000158	Praw.g_01052	Syal.g_01431
OG0000160	Praw.g_01079, Praw.g_01080	Syal.g_00372
OG0000161	Praw.g_00344	Syal.g_00384
OG0000162	Praw.g_00350	Syal.g_00396
OG0000163	Praw.g_00384	Syal.g_02971
OG0000164	Praw.g_00539	Syal.g_00623
OG0000165	Praw.g_00546	Syal.g_00632
OG0000166	Praw.g_00132	Syal.g_00236
OG0000167	Praw.g_00066	Syal.g_01347
OG0000168	Praw.g_00056	Syal.g_01433
OG0000169	Praw.g_00046	Syal.g_01447
OG0000170	Praw.g_00044	Syal.g_01454
OG0000171	Praw.g_00024	Syal.g_01518
OG0000172	Praw.g_00016	Syal.g_00174, Syal.g_00173
OG0000173	Praw.g_00001	Syal.g_00155
OG0000174	Praw.g_01166	Syal.g_01121
OG0000175	Praw.g_01156	Syal.g_01172
OG0000176	Praw.g_01132	Syal.g_00101
OG0000177	Praw.g_01131	Syal.g_00102
OG0000178	Praw.g_01130	Syal.g_00103
OG0000179	Praw.g_01412	Syal.g_00118
OG0000180	Praw.g_01411	Syal.g_00119
OG0000181	Praw.g_01410	Syal.g_00120
OG0000182	Praw.g_01409	Syal.g_00121
OG0000183	Praw.g_01405	Syal.g_00125
OG0000184	Praw.g_01382	Syal.g_02678, Syal.g_01050
OG0000185	Praw.g_01379	Syal.g_01025
OG0000186	Praw.g_01370	Syal.g_02684, Syal.g_00747
OG0000187	Praw.g_01369	Syal.g_02685, Syal.g_00748
OG0000188	Praw.g_01352	Syal.g_00771
OG0000189	Praw.g_01339	Syal.g_00807
OG0000190	Praw.g_01338	Syal.g_01364
OG0000191	Praw.g_01318	Syal.g_00841
OG0000192	Praw.g_01314	Syal.g_00847
OG0000193	Praw.g_01289	Syal.g_00887
OG0000194	Praw.g_01286	Syal.g_00890
OG0000195	Praw.g_01284	Syal.g_00892
OG0000196	Praw.g_01274	Syal.g_00903
OG0000197	Praw.g_01273	Syal.g_00904
OG0000198	Praw.g_01272	Syal.g_00905
OG0000199	Praw.g_01265	Syal.g_00913
OG0000200	Praw.g_01251	Syal.g_00932
OG0000201	Praw.g_01243	Syal.g_00949
OG0000202	Praw.g_01242	Syal.g_00950
OG0000203	Praw.g_01241	Syal.g_00951
OG0000204	Praw.g_01240	Syal.g_00952
OG0000205	Praw.g_01233	Syal.g_00959
OG0000206	Praw.g_01228	Syal.g_00971
OG0000207	Praw.g_01226	Syal.g_00974
OG0000208	Praw.g_01225	Syal.g_00975
OG0000209	Praw.g_01216	Syal.g_01000
OG0000210	Praw.g_01215	Syal.g_01001
OG0000211	Praw.g_01202	Syal.g_00688
OG0000212	Praw.g_01195	Syal.g_00679
OG0000213	Praw.g_00876	Syal.g_01229
OG0000214	Praw.g_00867	Syal.g_01246
OG0000215	Praw.g_00842	Syal.g_01277
OG0000216	Praw.g_00840	Syal.g_01281
OG0000217	Praw.g_00837	Syal.g_01285
OG0000218	Praw.g_00835	Syal.g_01287
OG0000219	Praw.g_00834	Syal.g_01288
OG0000220	Praw.g_00833	Syal.g_01289
OG0000221	Praw.g_00832	Syal.g_01297
OG0000222	Praw.g_00824	Syal.g_01309
OG0000223	Praw.g_00811	Syal.g_01327
OG0000224	Praw.g_00809	Syal.g_01329
OG0000225	Praw.g_00786	Syal.g_00363
OG0000226	Praw.g_00782	Syal.g_00367
OG0000227	Praw.g_00780	Syal.g_00369
OG0000228	Praw.g_00777	Syal.g_00556
OG0000229	Praw.g_00711	Syal.g_00525
OG0000230	Praw.g_00709	Syal.g_00523
OG0000231	Praw.g_00698	Syal.g_00510
OG0000232	Praw.g_00689	Syal.g_00495
OG0000233	Praw.g_00684	Syal.g_00487
OG0000234	Praw.g_00671	Syal.g_00461
OG0000235	Praw.g_00668	Syal.g_02896
OG0000236	Praw.g_00655	Syal.g_02912
OG0000237	Praw.g_00642	Syal.g_02930
OG0000238	Praw.g_00636	Syal.g_02935
OG0000239	Praw.g_00623	Syal.g_02951
OG0000240	Praw.g_00622	Syal.g_02952
OG0000241	Praw.g_00618	Syal.g_02696
OG0000242	Praw.g_00616	Syal.g_02840
OG0000243	Praw.g_00605	Syal.g_02822
OG0000244	Praw.g_00602	Syal.g_02815
OG0000245	Praw.g_00600	Syal.g_02813
OG0000246	Praw.g_00596	Syal.g_02809
OG0000247	Praw.g_00586	Syal.g_02797
OG0000248	Praw.g_00584	Syal.g_02794
OG0000249	Praw.g_00582	Syal.g_02792
OG0000250	Praw.g_00577	Syal.g_02786
OG0000251	Praw.g_01937	Syal.g_02760
OG0000252	Praw.g_01940	Syal.g_02757
OG0000253	Praw.g_01941	Syal.g_02755
OG0000254	Praw.g_00147	Syal.g_02732
OG0000255	Praw.g_00153	Syal.g_02719
OG0000256	Praw.g_00163	Syal.g_02705
OG0000257	Praw.g_00166	Syal.g_02697
OG0000258	Praw.g_01879	Syal.g_02623
OG0000259	Praw.g_01862	Syal.g_02182
OG0000260	Praw.g_01859	Syal.g_02188
OG0000261	Praw.g_01857	Syal.g_02199
OG0000262	Praw.g_01853	Syal.g_02204
OG0000263	Praw.g_01841	Syal.g_01720
OG0000264	Praw.g_01831	Syal.g_01788
OG0000265	Praw.g_01809	Syal.g_02534
OG0000266	Praw.g_01799	Syal.g_02421
OG0000267	Praw.g_01788	Syal.g_02043
OG0000268	Praw.g_01787	Syal.g_02042
OG0000269	Praw.g_01702	Syal.g_02409
OG0000270	Praw.g_01699	Syal.g_02412
OG0000271	Praw.g_01691	Syal.g_01871
OG0000272	Praw.g_01690	Syal.g_01872
OG0000273	Praw.g_01668	Syal.g_02454
OG0000274	Praw.g_01667	Syal.g_02455
OG0000275	Praw.g_01665	Syal.g_02458
OG0000276	Praw.g_01660	Syal.g_02467
OG0000277	Praw.g_01659	Syal.g_02468
OG0000278	Praw.g_01656	Syal.g_02471
OG0000279	Praw.g_01649	Syal.g_02479
OG0000280	Praw.g_01648	Syal.g_02493
OG0000281	Praw.g_01643	Syal.g_02190
OG0000282	Praw.g_01595	Syal.g_02284
OG0000283	Praw.g_01562	Syal.g_02028, Syal.g_02131
OG0000284	Praw.g_01557	Syal.g_02023
OG0000285	Praw.g_01552	Syal.g_02012
OG0000286	Praw.g_01540	Syal.g_01992
OG0000287	Praw.g_01523	Syal.g_01965
OG0000288	Praw.g_01494	Syal.g_01919
OG0000289	Praw.g_01483	Syal.g_01904
OG0000290	Praw.g_01470	Syal.g_01826
OG0000291	Praw.g_01468	Syal.g_01824
OG0000292	Praw.g_01418	Syal.g_00089
OG0000293	Praw.g_00225	Syal.g_01631
OG0000294	Praw.g_00226	Syal.g_01632
OG0000295	Praw.g_00246	Syal.g_01687
OG0000296	Praw.g_00248	Syal.g_01689
OG0000297	Praw.g_00256	Syal.g_01702
OG0000298	Praw.g_00257	Syal.g_01703
OG0000299	Praw.g_00274	Syal.g_01732
OG0000300	Praw.g_00277	Syal.g_01738
OG0000301	Praw.g_00278	Syal.g_01739
OG0000302	Praw.g_00280	Syal.g_01740
OG0000303	Praw.g_00287	Syal.g_01763
OG0000304	Praw.g_00291	Syal.g_01756
OG0000305	Praw.g_01008	Syal.g_01821
OG0000306	Praw.g_01011	Syal.g_02579
OG0000307	Praw.g_01025	Syal.g_02880
OG0000308	Praw.g_01026	Syal.g_02878
OG0000309	Praw.g_01030	Syal.g_02873
OG0000310	Praw.g_01098	Syal.g_01537
OG0000311	Praw.g_01096	Syal.g_00061
OG0000312	Praw.g_01093	Syal.g_00031
OG0000313	Praw.g_01076	Syal.g_00381
OG0000314	Praw.g_00363	Syal.g_00416
OG0000315	Praw.g_00374	Syal.g_00426
OG0000316	Praw.g_00394	Syal.g_02987
OG0000317	Praw.g_00513	Syal.g_00583
OG0000318	Praw.g_00516	Syal.g_00588
OG0000319	Praw.g_00529	Syal.g_00608
OG0000320	Praw.g_00531	Syal.g_00610
OG0000321	Praw.g_00532	Syal.g_00611
OG0000322	Praw.g_00533	Syal.g_00612
OG0000323	Praw.g_00542	Syal.g_00626
OG0000324	Praw.g_00569	Syal.g_00656
OG0000325	Praw.g_01916	Syal.g_00195
OG0000326	Praw.g_01910	Syal.g_00202
OG0000327	Praw.g_00137	Syal.g_00230
OG0000328	Praw.g_00136	Syal.g_00231
OG0000329	Praw.g_00119	Syal.g_00249
OG0000330	Praw.g_00118	Syal.g_00250
OG0000331	Praw.g_00117	Syal.g_00251
OG0000332	Praw.g_00103	Syal.g_00266
OG0000333	Praw.g_00101	Syal.g_00269
OG0000334	Praw.g_00093	Syal.g_00279
OG0000335	Praw.g_00088	Syal.g_00284
OG0000336	Praw.g_00084	Syal.g_00288
OG0000337	Praw.g_00068	Syal.g_01343
OG0000338	Praw.g_00067	Syal.g_01345
OG0000339	Praw.g_00063	Syal.g_01351
OG0000340	Praw.g_00055	Syal.g_01434
OG0000341	Praw.g_00053	Syal.g_01436
OG0000342	Praw.g_00052	Syal.g_01437
OG0000343	Praw.g_00051	Syal.g_01441
OG0000344	Praw.g_00048	Syal.g_01445
OG0000345	Praw.g_00043	Syal.g_01455
OG0000346	Praw.g_00038	Syal.g_01460
OG0000347	Praw.g_00022	Syal.g_01525
OG0000348	Praw.g_00013	Syal.g_00170
OG0000349	Praw.g_01189	Syal.g_00148
OG0000350	Praw.g_01170	Syal.g_00209
OG0000351	Praw.g_01153	Syal.g_01175
OG0000352	Praw.g_01152	Syal.g_01176
OG0000353	Praw.g_01137	Syal.g_00095
OG0000354	Praw.g_00910	Syal.g_00116
OG0000355	Praw.g_01135	Syal.g_00098
OG0000356	Praw.g_01134	Syal.g_00099
OG0000357	Praw.g_01133	Syal.g_00100
OG0000358	Praw.g_01129	Syal.g_00104
OG0000359	Praw.g_01128	Syal.g_00106
OG0000360	Praw.g_01127	Syal.g_00107
OG0000361	Praw.g_01126	Syal.g_00108
OG0000362	Praw.g_01124	Syal.g_00110
OG0000363	Praw.g_01414	Syal.g_00112
OG0000364	Praw.g_01413	Syal.g_00113
OG0000365	Praw.g_01408	Syal.g_00122
OG0000366	Praw.g_01407	Syal.g_00123
OG0000367	Praw.g_01406	Syal.g_00124
OG0000368	Praw.g_01404	Syal.g_00126
OG0000369	Praw.g_01403	Syal.g_00127
OG0000370	Praw.g_01402	Syal.g_00128
OG0000371	Praw.g_01396	Syal.g_00135
OG0000372	Praw.g_01393	Syal.g_00141
OG0000373	Praw.g_01392	Syal.g_00142
OG0000374	Praw.g_01391	Syal.g_00143
OG0000375	Praw.g_01388	Syal.g_00144
OG0000376	Praw.g_01386	Syal.g_00146
OG0000377	Praw.g_01383	Syal.g_01061
OG0000378	Praw.g_01381	Syal.g_01027
OG0000379	Praw.g_01378	Syal.g_02681, Syal.g_01024
OG0000380	Praw.g_01368	Syal.g_00749
OG0000381	Praw.g_01364	Syal.g_00752
OG0000382	Praw.g_01353	Syal.g_00770
OG0000383	Praw.g_01351	Syal.g_00775
OG0000384	Praw.g_01350	Syal.g_00776
OG0000385	Praw.g_01349	Syal.g_00777
OG0000386	Praw.g_01348	Syal.g_00778
OG0000387	Praw.g_01336	Syal.g_00811
OG0000388	Praw.g_01333	Syal.g_00815
OG0000389	Praw.g_01329	Syal.g_00819
OG0000390	Praw.g_01322	Syal.g_00835
OG0000391	Praw.g_01319	Syal.g_00840
OG0000392	Praw.g_01315	Syal.g_00846
OG0000393	Praw.g_01313	Syal.g_00849
OG0000394	Praw.g_01312	Syal.g_00850
OG0000395	Praw.g_01311	Syal.g_00851
OG0000396	Praw.g_01308	Syal.g_00854
OG0000397	Praw.g_01306	Syal.g_00857
OG0000398	Praw.g_01304	Syal.g_00862
OG0000399	Praw.g_01303	Syal.g_00863
OG0000400	Praw.g_01302	Syal.g_00864
OG0000401	Praw.g_01301	Syal.g_00865
OG0000402	Praw.g_01299	Syal.g_00867
OG0000403	Praw.g_01298	Syal.g_00868
OG0000404	Praw.g_01297	Syal.g_00870
OG0000405	Praw.g_01293	Syal.g_00883
OG0000406	Praw.g_01288	Syal.g_00888
OG0000407	Praw.g_01287	Syal.g_00889
OG0000408	Praw.g_01285	Syal.g_00891
OG0000409	Praw.g_01283	Syal.g_00893
OG0000410	Praw.g_01282	Syal.g_00894
OG0000411	Praw.g_01281	Syal.g_00895
OG0000412	Praw.g_01280	Syal.g_00896
OG0000413	Praw.g_01279	Syal.g_00898
OG0000414	Praw.g_01278	Syal.g_00899
OG0000415	Praw.g_01277	Syal.g_00900
OG0000416	Praw.g_01276	Syal.g_00901
OG0000417	Praw.g_01275	Syal.g_00902
OG0000418	Praw.g_01270	Syal.g_00907
OG0000419	Praw.g_01268	Syal.g_00909
OG0000420	Praw.g_01267	Syal.g_00911
OG0000421	Praw.g_01262	Syal.g_00916
OG0000422	Praw.g_01261	Syal.g_00917
OG0000423	Praw.g_01260	Syal.g_00918
OG0000424	Praw.g_01259	Syal.g_00919
OG0000425	Praw.g_01258	Syal.g_00920
OG0000426	Praw.g_01257	Syal.g_00921
OG0000427	Praw.g_01256	Syal.g_00922
OG0000428	Praw.g_01254	Syal.g_00925
OG0000429	Praw.g_01253	Syal.g_00929
OG0000430	Praw.g_01252	Syal.g_00931
OG0000431	Praw.g_01250	Syal.g_00934
OG0000432	Praw.g_01247	Syal.g_00940
OG0000433	Praw.g_01246	Syal.g_00943
OG0000434	Praw.g_01245	Syal.g_00944
OG0000435	Praw.g_01244	Syal.g_00946
OG0000436	Praw.g_01239	Syal.g_00953
OG0000437	Praw.g_01238	Syal.g_00954
OG0000438	Praw.g_01237	Syal.g_00955
OG0000439	Praw.g_01235	Syal.g_00957
OG0000440	Praw.g_01234	Syal.g_00958
OG0000441	Praw.g_01231	Syal.g_00962
OG0000442	Praw.g_01230	Syal.g_00964
OG0000443	Praw.g_01229	Syal.g_00966
OG0000444	Praw.g_01224	Syal.g_00978
OG0000445	Praw.g_01223	Syal.g_00979
OG0000446	Praw.g_01222	Syal.g_00981
OG0000447	Praw.g_01221	Syal.g_00989
OG0000448	Praw.g_01220	Syal.g_00990
OG0000449	Praw.g_01219	Syal.g_00991
OG0000450	Praw.g_01218	Syal.g_00997
OG0000451	Praw.g_01217	Syal.g_00998
OG0000452	Praw.g_01214	Syal.g_01002
OG0000453	Praw.g_01213	Syal.g_01003
OG0000454	Praw.g_01212	Syal.g_01004
OG0000455	Praw.g_01211	Syal.g_01005
OG0000456	Praw.g_01210	Syal.g_01006
OG0000457	Praw.g_01209	Syal.g_01008
OG0000458	Praw.g_01208	Syal.g_01009
OG0000459	Praw.g_01207	Syal.g_01010
OG0000460	Praw.g_01200	Syal.g_00686
OG0000461	Praw.g_00891	Syal.g_01199
OG0000462	Praw.g_00889	Syal.g_01202
OG0000463	Praw.g_00888	Syal.g_01203
OG0000464	Praw.g_00887	Syal.g_01204
OG0000465	Praw.g_00886	Syal.g_01205
OG0000466	Praw.g_00883	Syal.g_01210
OG0000467	Praw.g_00882	Syal.g_01212
OG0000468	Praw.g_00880	Syal.g_01225
OG0000469	Praw.g_00872	Syal.g_01240
OG0000470	Praw.g_00870	Syal.g_01242
OG0000471	Praw.g_00869	Syal.g_01243
OG0000472	Praw.g_00868	Syal.g_01245
OG0000473	Praw.g_00866	Syal.g_01247
OG0000474	Praw.g_00865	Syal.g_01248
OG0000475	Praw.g_00864	Syal.g_01249
OG0000476	Praw.g_00863	Syal.g_01251
OG0000477	Praw.g_00859	Syal.g_01257
OG0000478	Praw.g_00858	Syal.g_01258
OG0000479	Praw.g_00857	Syal.g_01259
OG0000480	Praw.g_00852	Syal.g_01266
OG0000481	Praw.g_00850	Syal.g_01268
OG0000482	Praw.g_00849	Syal.g_01269
OG0000483	Praw.g_00846	Syal.g_01273
OG0000484	Praw.g_00845	Syal.g_01274
OG0000485	Praw.g_00844	Syal.g_01275
OG0000486	Praw.g_00843	Syal.g_01276
OG0000487	Praw.g_00839	Syal.g_01282
OG0000488	Praw.g_00836	Syal.g_01286
OG0000489	Praw.g_00831	Syal.g_01298
OG0000490	Praw.g_00826	Syal.g_01307
OG0000491	Praw.g_00825	Syal.g_01308
OG0000492	Praw.g_00823	Syal.g_01310
OG0000493	Praw.g_00822	Syal.g_01311
OG0000494	Praw.g_00821	Syal.g_01312
OG0000495	Praw.g_00820	Syal.g_01313
OG0000496	Praw.g_00819	Syal.g_01314
OG0000497	Praw.g_00818	Syal.g_01315
OG0000498	Praw.g_00817	Syal.g_01316
OG0000499	Praw.g_00816	Syal.g_01317
OG0000500	Praw.g_00815	Syal.g_01318
OG0000501	Praw.g_00813	Syal.g_01321
OG0000502	Praw.g_00810	Syal.g_01328
OG0000503	Praw.g_00796	Syal.g_00347
OG0000504	Praw.g_00795	Syal.g_00349
OG0000505	Praw.g_00794	Syal.g_00350
OG0000506	Praw.g_00792	Syal.g_00352
OG0000507	Praw.g_00790	Syal.g_00358
OG0000508	Praw.g_00787	Syal.g_00362
OG0000509	Praw.g_00785	Syal.g_00364
OG0000510	Praw.g_00784	Syal.g_00365
OG0000511	Praw.g_00783	Syal.g_00366
OG0000512	Praw.g_00781	Syal.g_00368
OG0000513	Praw.g_00774	Syal.g_00551
OG0000514	Praw.g_00716	Syal.g_00539
OG0000515	Praw.g_00715	Syal.g_00538
OG0000516	Praw.g_00714	Syal.g_00534
OG0000517	Praw.g_00712	Syal.g_00526
OG0000518	Praw.g_00701	Syal.g_00514
OG0000519	Praw.g_00700	Syal.g_00513
OG0000520	Praw.g_00699	Syal.g_00512
OG0000521	Praw.g_00694	Syal.g_00502
OG0000522	Praw.g_00692	Syal.g_00500
OG0000523	Praw.g_00691	Syal.g_00499
OG0000524	Praw.g_00686	Syal.g_00491
OG0000525	Praw.g_00683	Syal.g_00473
OG0000526	Praw.g_00682	Syal.g_00471
OG0000527	Praw.g_00674	Syal.g_00465
OG0000528	Praw.g_00669	Syal.g_02893
OG0000529	Praw.g_00666	Syal.g_02898
OG0000530	Praw.g_00664	Syal.g_02901
OG0000531	Praw.g_00663	Syal.g_02902
OG0000532	Praw.g_00661	Syal.g_02905
OG0000533	Praw.g_00660	Syal.g_02907
OG0000534	Praw.g_00659	Syal.g_02908
OG0000535	Praw.g_00658	Syal.g_02909
OG0000536	Praw.g_00657	Syal.g_02910
OG0000537	Praw.g_00656	Syal.g_02911
OG0000538	Praw.g_00648	Syal.g_02923
OG0000539	Praw.g_00647	Syal.g_02924
OG0000540	Praw.g_00646	Syal.g_02925
OG0000541	Praw.g_00645	Syal.g_02926
OG0000542	Praw.g_00643	Syal.g_02929
OG0000543	Praw.g_00641	Syal.g_02931
OG0000544	Praw.g_00640	Syal.g_02932
OG0000545	Praw.g_00638	Syal.g_02934
OG0000546	Praw.g_00635	Syal.g_02936
OG0000547	Praw.g_00633	Syal.g_02938
OG0000548	Praw.g_00632	Syal.g_02939
OG0000549	Praw.g_00630	Syal.g_02945
OG0000550	Praw.g_00625	Syal.g_02949
OG0000551	Praw.g_00621	Syal.g_02953
OG0000552	Praw.g_00620	Syal.g_02954
OG0000553	Praw.g_00619	Syal.g_02843
OG0000554	Praw.g_00614	Syal.g_02837
OG0000555	Praw.g_00606	Syal.g_02823
OG0000556	Praw.g_00604	Syal.g_02819
OG0000557	Praw.g_00603	Syal.g_02816
OG0000558	Praw.g_00601	Syal.g_02814
OG0000559	Praw.g_00597	Syal.g_02305, Syal.g_02810
OG0000560	Praw.g_00594	Syal.g_02807
OG0000561	Praw.g_00593	Syal.g_02806
OG0000562	Praw.g_00592	Syal.g_02805
OG0000563	Praw.g_00591	Syal.g_02804
OG0000564	Praw.g_00590	Syal.g_02803
OG0000565	Praw.g_00587	Syal.g_02799
OG0000566	Praw.g_00585	Syal.g_02795
OG0000567	Praw.g_00581	Syal.g_02791
OG0000568	Praw.g_00580	Syal.g_02789
OG0000569	Praw.g_00579	Syal.g_02788
OG0000570	Praw.g_00578	Syal.g_02787
OG0000571	Praw.g_00576	Syal.g_02784
OG0000572	Praw.g_01933	Syal.g_02767
OG0000573	Praw.g_01938	Syal.g_02759
OG0000574	Praw.g_01939	Syal.g_02758
OG0000575	Praw.g_01943	Syal.g_02753
OG0000576	Praw.g_01945	Syal.g_02751
OG0000577	Praw.g_01946	Syal.g_02750
OG0000578	Praw.g_01947	Syal.g_02749
OG0000579	Praw.g_01948	Syal.g_02748
OG0000580	Praw.g_01949	Syal.g_02747
OG0000581	Praw.g_00141	Syal.g_02741
OG0000582	Praw.g_00144	Syal.g_02736
