Orthogroup	Praw	Syaf
OG0000272	Praw.g_01690	Syaf.g_02042
OG0000273	Praw.g_01668	Syaf.g_01392
OG0000274	Praw.g_01667	Syaf.g_01391
OG0000275	Praw.g_01665	Syaf.g_01386
OG0000276	Praw.g_01660	Syaf.g_01379
OG0000277	Praw.g_01659	Syaf.g_01378
OG0000278	Praw.g_01656	Syaf.g_01375
OG0000279	Praw.g_01649	Syaf.g_01367
OG0000280	Praw.g_01648	Syaf.g_01337
OG0000281	Praw.g_01643	Syaf.g_01636
OG0000282	Praw.g_01595	Syaf.g_02101
OG0000283	Praw.g_01562	Syaf.g_01804
OG0000284	Praw.g_01557	Syaf.g_01810
OG0000285	Praw.g_01552	Syaf.g_01842
OG0000286	Praw.g_01540	Syaf.g_01860
OG0000287	Praw.g_01523	Syaf.g_01896
OG0000288	Praw.g_01494	Syaf.g_01929
OG0000289	Praw.g_01483	Syaf.g_01943
OG0000290	Praw.g_01470	Syaf.g_01439
OG0000291	Praw.g_01468	Syaf.g_01441
OG0000292	Praw.g_01418	Syaf.g_00505
OG0000293	Praw.g_00225	Syaf.g_01277
OG0000294	Praw.g_00226	Syaf.g_01278
OG0000295	Praw.g_00246	Syaf.g_01316
OG0000296	Praw.g_00248	Syaf.g_01318
OG0000297	Praw.g_00256	Syaf.g_01607
OG0000298	Praw.g_00257	Syaf.g_01606
OG0000299	Praw.g_00274	Syaf.g_01578
OG0000300	Praw.g_00277	Syaf.g_01571
OG0000301	Praw.g_00278	Syaf.g_01570
OG0000302	Praw.g_00280	Syaf.g_01568
OG0000303	Praw.g_00287	Syaf.g_01559
OG0000304	Praw.g_00291	Syaf.g_01551
OG0000305	Praw.g_01008	Syaf.g_01444
OG0000306	Praw.g_01011	Syaf.g_01332
OG0000307	Praw.g_01025	Syaf.g_02742
OG0000308	Praw.g_01026	Syaf.g_02744
OG0000309	Praw.g_01030	Syaf.g_02749
OG0000310	Praw.g_01098	Syaf.g_02387
OG0000311	Praw.g_01096	Syaf.g_02391
OG0000312	Praw.g_01093	Syaf.g_02397
OG0000313	Praw.g_01076	Syaf.g_02421
OG0000314	Praw.g_00363	Syaf.g_02458
OG0000315	Praw.g_00374	Syaf.g_02468
OG0000316	Praw.g_00394	Syaf.g_01088
OG0000317	Praw.g_00513	Syaf.g_01040
OG0000318	Praw.g_00516	Syaf.g_01032
OG0000319	Praw.g_00529	Syaf.g_01015
OG0000320	Praw.g_00531	Syaf.g_01013
OG0000321	Praw.g_00532	Syaf.g_01012
OG0000322	Praw.g_00533	Syaf.g_01011
OG0000323	Praw.g_00542	Syaf.g_00997
OG0000324	Praw.g_00569	Syaf.g_01164
OG0000325	Praw.g_01916	Syaf.g_00176
OG0000326	Praw.g_01910	Syaf.g_00169
OG0000327	Praw.g_00137	Syaf.g_00138
OG0000328	Praw.g_00136	Syaf.g_00137
OG0000329	Praw.g_00119	Syaf.g_00119
OG0000330	Praw.g_00118	Syaf.g_00118
OG0000331	Praw.g_00117	Syaf.g_00117
OG0000332	Praw.g_00103	Syaf.g_00102
OG0000333	Praw.g_00101	Syaf.g_00099
OG0000334	Praw.g_00093	Syaf.g_00090
OG0000335	Praw.g_00088	Syaf.g_00085
OG0000336	Praw.g_00084	Syaf.g_00081
OG0000337	Praw.g_00068	Syaf.g_00344
OG0000338	Praw.g_00067	Syaf.g_00348
OG0000339	Praw.g_00063	Syaf.g_00355
OG0000340	Praw.g_00055	Syaf.g_00366
OG0000341	Praw.g_00053	Syaf.g_00368
OG0000342	Praw.g_00052	Syaf.g_00369
OG0000343	Praw.g_00051	Syaf.g_00370
OG0000344	Praw.g_00048	Syaf.g_00374
OG0000345	Praw.g_00043	Syaf.g_00384
OG0000346	Praw.g_00038	Syaf.g_00389
OG0000347	Praw.g_00022	Syaf.g_00415
OG0000348	Praw.g_00013	Syaf.g_00427
OG0000349	Praw.g_01189	Syaf.g_00445
OG0000350	Praw.g_01170	Syaf.g_00162
OG0000351	Praw.g_01153	Syaf.g_00528
OG0000352	Praw.g_01152	Syaf.g_00527
OG0000353	Praw.g_01137	Syaf.g_00499
OG0000354	Praw.g_00910	Syaf.g_00479
OG0000355	Praw.g_01135	Syaf.g_00497
OG0000356	Praw.g_01134	Syaf.g_00496
OG0000357	Praw.g_01133	Syaf.g_00495
OG0000358	Praw.g_01129	Syaf.g_00491
OG0000359	Praw.g_01128	Syaf.g_00489
OG0000360	Praw.g_01127	Syaf.g_00488
OG0000361	Praw.g_01126	Syaf.g_00487
OG0000362	Praw.g_01124	Syaf.g_00485
OG0000363	Praw.g_01414	Syaf.g_00483
OG0000364	Praw.g_01413	Syaf.g_00482
OG0000365	Praw.g_01408	Syaf.g_00473
OG0000366	Praw.g_01407	Syaf.g_00472
OG0000367	Praw.g_01406	Syaf.g_00471
OG0000368	Praw.g_01404	Syaf.g_00469
OG0000369	Praw.g_01403	Syaf.g_00468
OG0000370	Praw.g_01402	Syaf.g_00467
OG0000371	Praw.g_01396	Syaf.g_00458
OG0000372	Praw.g_01393	Syaf.g_00453
OG0000373	Praw.g_01392	Syaf.g_00452
OG0000374	Praw.g_01391	Syaf.g_00451
OG0000375	Praw.g_01388	Syaf.g_00449
OG0000376	Praw.g_01386	Syaf.g_00447
OG0000377	Praw.g_01383	Syaf.g_00654
OG0000378	Praw.g_01381	Syaf.g_00668
OG0000379	Praw.g_01378	Syaf.g_00686
OG0000380	Praw.g_01368	Syaf.g_00965
OG0000381	Praw.g_01364	Syaf.g_00962
OG0000382	Praw.g_01353	Syaf.g_00945
OG0000383	Praw.g_01351	Syaf.g_00941
OG0000384	Praw.g_01350	Syaf.g_00940
OG0000385	Praw.g_01349	Syaf.g_00939
OG0000386	Praw.g_01348	Syaf.g_00938
OG0000387	Praw.g_01336	Syaf.g_00912
OG0000388	Praw.g_01333	Syaf.g_00908
OG0000389	Praw.g_01329	Syaf.g_00904
OG0000390	Praw.g_01322	Syaf.g_00883
OG0000391	Praw.g_01319	Syaf.g_00878
OG0000392	Praw.g_01315	Syaf.g_00872
OG0000393	Praw.g_01313	Syaf.g_00870
OG0000394	Praw.g_01312	Syaf.g_00869
OG0000395	Praw.g_01311	Syaf.g_00868
OG0000396	Praw.g_01308	Syaf.g_00865
OG0000397	Praw.g_01306	Syaf.g_00863
OG0000398	Praw.g_01304	Syaf.g_00858
OG0000399	Praw.g_01303	Syaf.g_00857
OG0000400	Praw.g_01302	Syaf.g_00856
OG0000401	Praw.g_01301	Syaf.g_00855
OG0000402	Praw.g_01299	Syaf.g_00852
OG0000403	Praw.g_01298	Syaf.g_00851
OG0000404	Praw.g_01297	Syaf.g_00850
OG0000405	Praw.g_01293	Syaf.g_00835
OG0000406	Praw.g_01288	Syaf.g_00831
OG0000407	Praw.g_01287	Syaf.g_00830
OG0000408	Praw.g_01285	Syaf.g_00828
OG0000409	Praw.g_01283	Syaf.g_00826
OG0000410	Praw.g_01282	Syaf.g_00825
OG0000411	Praw.g_01281	Syaf.g_00824
OG0000412	Praw.g_01280	Syaf.g_00823
OG0000413	Praw.g_01279	Syaf.g_00821
OG0000414	Praw.g_01278	Syaf.g_00820
OG0000415	Praw.g_01277	Syaf.g_00819
OG0000416	Praw.g_01276	Syaf.g_00818
OG0000417	Praw.g_01275	Syaf.g_00817
OG0000418	Praw.g_01270	Syaf.g_00812
OG0000419	Praw.g_01268	Syaf.g_00810
OG0000420	Praw.g_01267	Syaf.g_00808
OG0000421	Praw.g_01262	Syaf.g_00803
OG0000422	Praw.g_01261	Syaf.g_00802
OG0000423	Praw.g_01260	Syaf.g_00801
OG0000424	Praw.g_01259	Syaf.g_00800
OG0000425	Praw.g_01258	Syaf.g_00799
OG0000426	Praw.g_01257	Syaf.g_00798
OG0000427	Praw.g_01256	Syaf.g_00797
OG0000428	Praw.g_01254	Syaf.g_00794
OG0000429	Praw.g_01253	Syaf.g_00792
OG0000430	Praw.g_01252	Syaf.g_00790
OG0000431	Praw.g_01250	Syaf.g_00786
OG0000432	Praw.g_01247	Syaf.g_00779
OG0000433	Praw.g_01246	Syaf.g_00777
OG0000434	Praw.g_01245	Syaf.g_00776
OG0000435	Praw.g_01244	Syaf.g_00772
OG0000436	Praw.g_01239	Syaf.g_00767
OG0000437	Praw.g_01238	Syaf.g_00766
OG0000438	Praw.g_01237	Syaf.g_00765
OG0000439	Praw.g_01235	Syaf.g_00763
OG0000440	Praw.g_01234	Syaf.g_00762
OG0000441	Praw.g_01231	Syaf.g_00756
OG0000442	Praw.g_01230	Syaf.g_00743
OG0000443	Praw.g_01229	Syaf.g_00739
OG0000444	Praw.g_01224	Syaf.g_00733
OG0000445	Praw.g_01223	Syaf.g_00729
OG0000446	Praw.g_01222	Syaf.g_00728
OG0000447	Praw.g_01221	Syaf.g_00725
OG0000448	Praw.g_01220	Syaf.g_00724
OG0000449	Praw.g_01219	Syaf.g_00723
OG0000450	Praw.g_01218	Syaf.g_00717
OG0000451	Praw.g_01217	Syaf.g_00716
OG0000452	Praw.g_01214	Syaf.g_00712
OG0000453	Praw.g_01213	Syaf.g_00711
OG0000454	Praw.g_01212	Syaf.g_00710
OG0000455	Praw.g_01211	Syaf.g_00709
OG0000456	Praw.g_01210	Syaf.g_00708
OG0000457	Praw.g_01209	Syaf.g_00706
OG0000458	Praw.g_01208	Syaf.g_00705
OG0000459	Praw.g_01207	Syaf.g_00704
OG0000460	Praw.g_01200	Syaf.g_02789
OG0000461	Praw.g_00891	Syaf.g_00183
OG0000462	Praw.g_00889	Syaf.g_00186
OG0000463	Praw.g_00888	Syaf.g_00187
OG0000464	Praw.g_00887	Syaf.g_00188
OG0000465	Praw.g_00886	Syaf.g_00190
OG0000466	Praw.g_00883	Syaf.g_00194
OG0000467	Praw.g_00882	Syaf.g_00196
OG0000468	Praw.g_00880	Syaf.g_00206
OG0000469	Praw.g_00872	Syaf.g_00220
OG0000470	Praw.g_00870	Syaf.g_00222
OG0000471	Praw.g_00869	Syaf.g_00223
OG0000472	Praw.g_00868	Syaf.g_00225
OG0000473	Praw.g_00866	Syaf.g_00227
OG0000474	Praw.g_00865	Syaf.g_00228
OG0000475	Praw.g_00864	Syaf.g_00229
OG0000476	Praw.g_00863	Syaf.g_00231
OG0000477	Praw.g_00859	Syaf.g_00237
OG0000478	Praw.g_00858	Syaf.g_00238
OG0000479	Praw.g_00857	Syaf.g_00239
OG0000480	Praw.g_00852	Syaf.g_00247
OG0000481	Praw.g_00850	Syaf.g_00249
OG0000482	Praw.g_00849	Syaf.g_00250
OG0000483	Praw.g_00846	Syaf.g_00254
OG0000484	Praw.g_00845	Syaf.g_00255
OG0000485	Praw.g_00844	Syaf.g_00256
OG0000486	Praw.g_00843	Syaf.g_00257
OG0000487	Praw.g_00839	Syaf.g_00263
OG0000488	Praw.g_00836	Syaf.g_00267
OG0000489	Praw.g_00831	Syaf.g_00274
OG0000490	Praw.g_00826	Syaf.g_00284
OG0000491	Praw.g_00825	Syaf.g_00285
OG0000492	Praw.g_00823	Syaf.g_00288
OG0000493	Praw.g_00822	Syaf.g_00289
OG0000494	Praw.g_00821	Syaf.g_00290
OG0000495	Praw.g_00820	Syaf.g_00291
OG0000496	Praw.g_00819	Syaf.g_00292
OG0000497	Praw.g_00818	Syaf.g_00293
OG0000498	Praw.g_00817	Syaf.g_00294
OG0000499	Praw.g_00816	Syaf.g_00295
OG0000500	Praw.g_00815	Syaf.g_00296
OG0000501	Praw.g_00813	Syaf.g_00299
OG0000502	Praw.g_00810	Syaf.g_00319
OG0000503	Praw.g_00796	Syaf.g_00023
OG0000504	Praw.g_00795	Syaf.g_00021
OG0000505	Praw.g_00794	Syaf.g_00020
OG0000506	Praw.g_00792	Syaf.g_00018
OG0000507	Praw.g_00790	Syaf.g_00012
OG0000508	Praw.g_00787	Syaf.g_00008
OG0000509	Praw.g_00785	Syaf.g_00006
OG0000510	Praw.g_00784	Syaf.g_00005
OG0000511	Praw.g_00783	Syaf.g_00004
OG0000512	Praw.g_00781	Syaf.g_00002
OG0000513	Praw.g_00774	Syaf.g_02803
OG0000514	Praw.g_00716	Syaf.g_02796
OG0000515	Praw.g_00715	Syaf.g_02795
OG0000516	Praw.g_00714	Syaf.g_01219
OG0000517	Praw.g_00712	Syaf.g_01213
OG0000518	Praw.g_00701	Syaf.g_01230
OG0000519	Praw.g_00700	Syaf.g_01231
OG0000520	Praw.g_00699	Syaf.g_01235
OG0000521	Praw.g_00694	Syaf.g_02542
OG0000522	Praw.g_00692	Syaf.g_02538
OG0000523	Praw.g_00691	Syaf.g_02537
OG0000524	Praw.g_00686	Syaf.g_02531
OG0000525	Praw.g_00683	Syaf.g_02507
OG0000526	Praw.g_00682	Syaf.g_02504
OG0000527	Praw.g_00674	Syaf.g_02500
OG0000528	Praw.g_00669	Syaf.g_02728
OG0000529	Praw.g_00666	Syaf.g_02720
OG0000530	Praw.g_00664	Syaf.g_02717
OG0000531	Praw.g_00663	Syaf.g_02716
OG0000532	Praw.g_00661	Syaf.g_02713
OG0000533	Praw.g_00660	Syaf.g_02712
OG0000534	Praw.g_00659	Syaf.g_02711
OG0000535	Praw.g_00658	Syaf.g_02710
OG0000536	Praw.g_00657	Syaf.g_02709
OG0000537	Praw.g_00656	Syaf.g_02708
OG0000538	Praw.g_00648	Syaf.g_02697
OG0000539	Praw.g_00647	Syaf.g_02696
OG0000540	Praw.g_00646	Syaf.g_02695
OG0000541	Praw.g_00645	Syaf.g_02694
OG0000542	Praw.g_00643	Syaf.g_02691
OG0000543	Praw.g_00641	Syaf.g_02689
OG0000544	Praw.g_00640	Syaf.g_02688
OG0000545	Praw.g_00638	Syaf.g_02686
OG0000546	Praw.g_00635	Syaf.g_02684
OG0000547	Praw.g_00633	Syaf.g_02682
OG0000548	Praw.g_00632	Syaf.g_02681
OG0000549	Praw.g_00630	Syaf.g_02676
OG0000550	Praw.g_00625	Syaf.g_02671
OG0000551	Praw.g_00621	Syaf.g_02666
OG0000552	Praw.g_00620	Syaf.g_02665
OG0000553	Praw.g_00619	Syaf.g_02663
OG0000554	Praw.g_00614	Syaf.g_02653
OG0000555	Praw.g_00606	Syaf.g_02635
OG0000556	Praw.g_00604	Syaf.g_02630
OG0000557	Praw.g_00603	Syaf.g_02628
OG0000558	Praw.g_00601	Syaf.g_02626
OG0000559	Praw.g_00597	Syaf.g_02622
OG0000560	Praw.g_00594	Syaf.g_02619
OG0000561	Praw.g_00593	Syaf.g_02618
OG0000562	Praw.g_00592	Syaf.g_02617
OG0000563	Praw.g_00591	Syaf.g_02616
OG0000564	Praw.g_00590	Syaf.g_02615
