Orthogroup	Prab	Prao
OG0000093	Prab.g_01754	Prao.g_01639
OG0000094	Prab.g_01799	Prao.g_01684
OG0000095	Prab.g_01832	Prao.g_01717
OG0000096	Prab.g_01902	Prao.g_01788
OG0000097	Prab.g_01920	Prao.g_01806
OG0000098	Prab.g_00003	Prao.g_01844
OG0000099	Prab.g_00023	Prao.g_00170
OG0000100	Prab.g_00038	Prao.g_00185
OG0000101	Prab.g_00048	Prao.g_00195
OG0000102	Prab.g_00104	Prao.g_00251
OG0000103	Prab.g_00112	Prao.g_00260
OG0000104	Prab.g_00129	Prao.g_00277
OG0000105	Prab.g_00161	Prao.g_00308
OG0000106	Prab.g_00175	Prao.g_00322
OG0000107	Prab.g_00183	Prao.g_00330
OG0000108	Prab.g_00193	Prao.g_00340
OG0000109	Prab.g_00229	Prao.g_00377
OG0000110	Prab.g_00241	Prao.g_00389
OG0000111	Prab.g_00262	Prao.g_01378
OG0000112	Prab.g_00272	Prao.g_00421
OG0000113	Prab.g_00285	Prao.g_00434
OG0000114	Prab.g_00313	Prao.g_00461
OG0000115	Prab.g_00478	Prao.g_00580
OG0000116	Prab.g_00480	Prao.g_00582
OG0000117	Prab.g_00484	Prao.g_00586
OG0000118	Prab.g_00503	Prao.g_00605
OG0000119	Prab.g_00536	Prao.g_01859
OG0000120	Prab.g_00537	Prao.g_01858
OG0000121	Prab.g_00547	Prao.g_01162
OG0000122	Prab.g_00556	Prao.g_01171
OG0000123	Prab.g_00588	Prao.g_00023
OG0000124	Prab.g_00656	Prao.g_00090
OG0000125	Prab.g_00657	Prao.g_00091
OG0000126	Prab.g_00658	Prao.g_00092
OG0000127	Prab.g_00691	Prao.g_00124
OG0000128	Prab.g_00725	Prao.g_00650
OG0000129	Prab.g_00745	Prao.g_00670
OG0000130	Prab.g_00825	Prao.g_00725
OG0000131	Prab.g_00838	Prao.g_00739
OG0000132	Prab.g_00873	Prao.g_00775
OG0000133	Prab.g_01052	Prao.g_00861
OG0000134	Prab.g_01042	Prao.g_00870
OG0000135	Prab.g_01006	Prao.g_00906
OG0000136	Prab.g_00932	Prao.g_00971
OG0000137	Prab.g_01189	Prao.g_01119
OG0000138	Prab.g_01214	Prao.g_01094, Prao.g_00646
OG0000139	Prab.g_01225	Prao.g_01083
OG0000140	Prab.g_01276	Prao.g_01032
OG0000141	Prab.g_01284	Prao.g_00014
OG0000142	Prab.g_01338	Prao.g_01264
OG0000143	Prab.g_01360	Prao.g_01239
OG0000144	Prab.g_01453	Prao.g_01384
OG0000145	Prab.g_01467	Prao.g_01398
OG0000146	Prab.g_01503	Prao.g_01433
OG0000147	Prab.g_01543	Prao.g_01473
OG0000148	Prab.g_01544	Prao.g_01474
OG0000149	Prab.g_01667	Prao.g_01550
OG0000150	Prab.g_01705	Prao.g_01588
OG0000151	Prab.g_01708	Prao.g_01591
OG0000152	Prab.g_01727	Prao.g_01610
OG0000153	Prab.g_01761	Prao.g_01646
OG0000154	Prab.g_01797	Prao.g_01682
OG0000155	Prab.g_01815	Prao.g_01700
OG0000156	Prab.g_01842	Prao.g_01728
OG0000157	Prab.g_01874	Prao.g_01760
OG0000158	Prab.g_01937	Prao.g_01823
OG0000160	Prab.g_00001	Prao.g_01842
OG0000161	Prab.g_00002	Prao.g_01843
OG0000162	Prab.g_00004	Prao.g_01845
OG0000163	Prab.g_00005	Prao.g_01846
OG0000164	Prab.g_00006	Prao.g_01847
OG0000165	Prab.g_00007	Prao.g_01848
OG0000166	Prab.g_00008	Prao.g_01849
OG0000167	Prab.g_00009	Prao.g_01850
OG0000168	Prab.g_00010	Prao.g_00157
OG0000169	Prab.g_00012	Prao.g_00159
OG0000170	Prab.g_00014	Prao.g_00161
OG0000171	Prab.g_00015	Prao.g_00162
OG0000172	Prab.g_00016	Prao.g_00163
OG0000173	Prab.g_00017	Prao.g_00164
OG0000174	Prab.g_00018	Prao.g_00165
OG0000175	Prab.g_00019	Prao.g_00166
OG0000176	Prab.g_00020	Prao.g_00167
OG0000177	Prab.g_00021	Prao.g_00168
OG0000178	Prab.g_00022	Prao.g_00169
OG0000179	Prab.g_00024	Prao.g_00171
OG0000180	Prab.g_00025	Prao.g_00172
OG0000181	Prab.g_00026	Prao.g_00173
OG0000182	Prab.g_00027	Prao.g_00174
OG0000183	Prab.g_00028	Prao.g_00175
OG0000184	Prab.g_00029	Prao.g_00176
OG0000185	Prab.g_00032	Prao.g_00178
OG0000186	Prab.g_00035	Prao.g_00181
OG0000187	Prab.g_00036	Prao.g_00182
OG0000188	Prab.g_00037	Prao.g_00183
OG0000189	Prab.g_00039	Prao.g_00186
OG0000190	Prab.g_00041	Prao.g_00188
OG0000191	Prab.g_00042	Prao.g_00189
OG0000192	Prab.g_00043	Prao.g_00190
OG0000193	Prab.g_00044	Prao.g_00191
OG0000194	Prab.g_00045	Prao.g_00192
OG0000195	Prab.g_00046	Prao.g_00193
OG0000196	Prab.g_00047	Prao.g_00194
OG0000197	Prab.g_00049	Prao.g_00196
OG0000198	Prab.g_00050	Prao.g_00197
OG0000199	Prab.g_00051	Prao.g_00198
OG0000200	Prab.g_00056	Prao.g_00203
OG0000201	Prab.g_00057	Prao.g_00204
OG0000202	Prab.g_00058	Prao.g_00205
OG0000203	Prab.g_00061	Prao.g_00208
OG0000204	Prab.g_00062	Prao.g_00209
OG0000205	Prab.g_00065	Prao.g_00212
OG0000206	Prab.g_00067	Prao.g_00214
OG0000207	Prab.g_00069	Prao.g_00216
OG0000208	Prab.g_00070	Prao.g_00217
OG0000209	Prab.g_00071	Prao.g_00218
OG0000210	Prab.g_00072	Prao.g_00219
OG0000211	Prab.g_00073	Prao.g_00220
OG0000212	Prab.g_00074	Prao.g_00221
OG0000213	Prab.g_00075	Prao.g_00222
OG0000214	Prab.g_00076	Prao.g_00223
OG0000215	Prab.g_00077	Prao.g_00224
OG0000216	Prab.g_00078	Prao.g_00225
OG0000217	Prab.g_00080	Prao.g_00227
OG0000218	Prab.g_00081	Prao.g_00228
OG0000219	Prab.g_00082	Prao.g_00229
OG0000220	Prab.g_00083	Prao.g_00230
OG0000221	Prab.g_00085	Prao.g_00233
OG0000222	Prab.g_00086	Prao.g_00234
OG0000223	Prab.g_00087	Prao.g_00235
OG0000224	Prab.g_00088	Prao.g_00236
OG0000225	Prab.g_00089	Prao.g_00237
OG0000226	Prab.g_00090	Prao.g_00238
OG0000227	Prab.g_00091	Prao.g_00239
OG0000228	Prab.g_00092	Prao.g_00240
OG0000229	Prab.g_00093	Prao.g_00241
OG0000230	Prab.g_00094	Prao.g_00242
OG0000231	Prab.g_00095	Prao.g_00243
OG0000232	Prab.g_00097	Prao.g_00244
OG0000233	Prab.g_00098	Prao.g_00245
OG0000234	Prab.g_00099	Prao.g_00246
OG0000235	Prab.g_00100	Prao.g_00247
OG0000236	Prab.g_00101	Prao.g_00248
OG0000237	Prab.g_00102	Prao.g_00249
OG0000238	Prab.g_00103	Prao.g_00250
OG0000239	Prab.g_00105	Prao.g_00252
OG0000240	Prab.g_00106	Prao.g_00254
OG0000241	Prab.g_00107	Prao.g_00255
OG0000242	Prab.g_00108	Prao.g_00256
OG0000243	Prab.g_00111	Prao.g_00259
OG0000244	Prab.g_00113	Prao.g_00261
OG0000245	Prab.g_00114	Prao.g_00262
OG0000246	Prab.g_00115	Prao.g_00263
OG0000247	Prab.g_00117	Prao.g_00266
OG0000248	Prab.g_00119	Prao.g_00268
OG0000249	Prab.g_00120	Prao.g_00269
OG0000250	Prab.g_00121	Prao.g_00270
OG0000251	Prab.g_00122	Prao.g_00271
OG0000252	Prab.g_00123	Prao.g_00272
OG0000253	Prab.g_00124	Prao.g_00273
OG0000254	Prab.g_00126	Prao.g_00274
OG0000255	Prab.g_00127	Prao.g_00275
OG0000256	Prab.g_00130	Prao.g_00278
OG0000257	Prab.g_00132	Prao.g_00280
OG0000258	Prab.g_00136	Prao.g_00283
OG0000259	Prab.g_00137	Prao.g_00284
OG0000260	Prab.g_00138	Prao.g_00285
OG0000261	Prab.g_00139	Prao.g_00286
OG0000262	Prab.g_00140	Prao.g_00287
OG0000263	Prab.g_00142	Prao.g_00289
OG0000264	Prab.g_00143	Prao.g_00290
OG0000265	Prab.g_00144	Prao.g_00291
OG0000266	Prab.g_00145	Prao.g_00292
OG0000267	Prab.g_00146	Prao.g_00293
OG0000268	Prab.g_00147	Prao.g_00294
OG0000269	Prab.g_00149	Prao.g_00296
OG0000270	Prab.g_00150	Prao.g_00297
OG0000271	Prab.g_00151	Prao.g_00298
OG0000272	Prab.g_00152	Prao.g_00299
OG0000273	Prab.g_00153	Prao.g_00300
OG0000274	Prab.g_00154	Prao.g_00301
OG0000275	Prab.g_00155	Prao.g_00302
OG0000276	Prab.g_00156	Prao.g_00303
OG0000277	Prab.g_00158	Prao.g_00305
OG0000278	Prab.g_00159	Prao.g_00306
OG0000279	Prab.g_00160	Prao.g_00307
OG0000280	Prab.g_00162	Prao.g_00309
OG0000281	Prab.g_00164	Prao.g_00311
OG0000282	Prab.g_00165	Prao.g_00312
OG0000283	Prab.g_00166	Prao.g_00313
OG0000284	Prab.g_00167	Prao.g_00314
OG0000285	Prab.g_00168	Prao.g_00315
OG0000286	Prab.g_00169	Prao.g_00316
OG0000287	Prab.g_00170	Prao.g_00317
OG0000288	Prab.g_00172	Prao.g_00319
OG0000289	Prab.g_00173	Prao.g_00320
OG0000290	Prab.g_00174	Prao.g_00321
OG0000291	Prab.g_00176	Prao.g_00323
OG0000292	Prab.g_00177	Prao.g_00324
OG0000293	Prab.g_00178	Prao.g_00325
OG0000294	Prab.g_00179	Prao.g_00326
OG0000295	Prab.g_00180	Prao.g_00327
OG0000296	Prab.g_00181	Prao.g_00328
OG0000297	Prab.g_00182	Prao.g_00329
OG0000298	Prab.g_00184	Prao.g_00331
OG0000299	Prab.g_00185	Prao.g_00332
OG0000300	Prab.g_00186	Prao.g_00333
OG0000301	Prab.g_00187	Prao.g_00334
OG0000302	Prab.g_00188	Prao.g_00335
OG0000303	Prab.g_00189	Prao.g_00336
OG0000304	Prab.g_00191	Prao.g_00338
OG0000305	Prab.g_00192	Prao.g_00339
OG0000306	Prab.g_00195	Prao.g_00342
OG0000307	Prab.g_00196	Prao.g_00343
OG0000308	Prab.g_00197	Prao.g_00344
OG0000309	Prab.g_00198	Prao.g_00345
OG0000310	Prab.g_00199	Prao.g_00346
OG0000311	Prab.g_00200	Prao.g_00347
OG0000312	Prab.g_00201	Prao.g_00348
OG0000313	Prab.g_00202	Prao.g_00349
OG0000314	Prab.g_00203	Prao.g_00350
OG0000315	Prab.g_00204	Prao.g_00351
OG0000316	Prab.g_00205	Prao.g_00352
OG0000317	Prab.g_00206	Prao.g_00353
OG0000318	Prab.g_00207	Prao.g_00354
OG0000319	Prab.g_00208	Prao.g_00355
OG0000320	Prab.g_00209	Prao.g_00356
OG0000321	Prab.g_00210	Prao.g_00357
OG0000322	Prab.g_00211	Prao.g_00358
OG0000323	Prab.g_00212	Prao.g_00359
OG0000324	Prab.g_00213	Prao.g_00360
OG0000325	Prab.g_00214	Prao.g_00361
OG0000326	Prab.g_00215	Prao.g_00362
OG0000327	Prab.g_00216	Prao.g_00363
OG0000328	Prab.g_00217	Prao.g_00364
OG0000329	Prab.g_00218	Prao.g_00365
OG0000330	Prab.g_00219	Prao.g_00366
OG0000331	Prab.g_00220	Prao.g_00367
OG0000332	Prab.g_00221	Prao.g_00368
OG0000333	Prab.g_00222	Prao.g_00369
OG0000334	Prab.g_00223	Prao.g_00370
OG0000335	Prab.g_00224	Prao.g_00371
OG0000336	Prab.g_00226	Prao.g_00373
OG0000337	Prab.g_00227	Prao.g_00374
OG0000338	Prab.g_00230	Prao.g_00378
OG0000339	Prab.g_00232	Prao.g_00380
OG0000340	Prab.g_00234	Prao.g_00382
OG0000341	Prab.g_00235	Prao.g_00383
OG0000342	Prab.g_00236	Prao.g_00384
OG0000343	Prab.g_00237	Prao.g_00385
OG0000344	Prab.g_00240	Prao.g_00388
OG0000345	Prab.g_00243	Prao.g_00391
OG0000346	Prab.g_00244	Prao.g_00392
OG0000347	Prab.g_00247	Prao.g_00395
OG0000348	Prab.g_00248	Prao.g_00397
OG0000349	Prab.g_00249	Prao.g_00398
OG0000350	Prab.g_00251	Prao.g_00400
OG0000351	Prab.g_00252	Prao.g_00401
OG0000352	Prab.g_00253	Prao.g_00402
OG0000353	Prab.g_00254	Prao.g_00403
OG0000354	Prab.g_00255	Prao.g_00404
OG0000355	Prab.g_00256	Prao.g_00405
OG0000356	Prab.g_00257	Prao.g_00406
OG0000357	Prab.g_00258	Prao.g_00407
OG0000358	Prab.g_00259	Prao.g_00408
OG0000359	Prab.g_00260	Prao.g_00409
OG0000360	Prab.g_00263	Prao.g_00412
OG0000361	Prab.g_00264	Prao.g_00413
OG0000362	Prab.g_00265	Prao.g_00414
OG0000363	Prab.g_00266	Prao.g_00415
OG0000364	Prab.g_00270	Prao.g_00419
OG0000365	Prab.g_00271	Prao.g_00420
OG0000366	Prab.g_00273	Prao.g_00422
OG0000367	Prab.g_00274	Prao.g_00423
OG0000368	Prab.g_00275	Prao.g_00424
OG0000369	Prab.g_00276	Prao.g_00425
OG0000370	Prab.g_00277	Prao.g_00426
OG0000371	Prab.g_00278	Prao.g_00427
OG0000372	Prab.g_00279	Prao.g_00428
OG0000373	Prab.g_00280	Prao.g_00429
OG0000374	Prab.g_00282	Prao.g_00431
OG0000375	Prab.g_00283	Prao.g_00432
OG0000376	Prab.g_00286	Prao.g_00435
OG0000377	Prab.g_00287	Prao.g_00436
OG0000378	Prab.g_00288	Prao.g_00437
OG0000379	Prab.g_00289	Prao.g_00438
OG0000380	Prab.g_00290	Prao.g_00439
OG0000381	Prab.g_00291	Prao.g_00440
OG0000382	Prab.g_00292	Prao.g_00441
OG0000383	Prab.g_00293	Prao.g_00442
OG0000384	Prab.g_00296	Prao.g_00444
OG0000385	Prab.g_00297	Prao.g_00445
OG0000386	Prab.g_00298	Prao.g_00446
OG0000387	Prab.g_00299	Prao.g_00447
OG0000388	Prab.g_00300	Prao.g_00448
OG0000389	Prab.g_00301	Prao.g_00449
OG0000390	Prab.g_00302	Prao.g_00450
OG0000391	Prab.g_00303	Prao.g_00451
OG0000392	Prab.g_00304	Prao.g_00452
OG0000393	Prab.g_00305	Prao.g_00453
OG0000394	Prab.g_00306	Prao.g_00454
OG0000395	Prab.g_00307	Prao.g_00455
OG0000396	Prab.g_00309	Prao.g_00457
OG0000397	Prab.g_00311	Prao.g_00459
OG0000398	Prab.g_00312	Prao.g_00460
OG0000399	Prab.g_00315	Prao.g_00463
OG0000400	Prab.g_00316	Prao.g_00464
OG0000401	Prab.g_00317	Prao.g_00465
OG0000402	Prab.g_00322	Prao.g_00470
OG0000403	Prab.g_00323	Prao.g_00471
OG0000404	Prab.g_00324	Prao.g_00472
OG0000405	Prab.g_00325	Prao.g_00474
OG0000406	Prab.g_00328	Prao.g_00476
OG0000407	Prab.g_00329	Prao.g_00477
OG0000408	Prab.g_00332	Prao.g_00479
OG0000409	Prab.g_00333	Prao.g_00480
OG0000410	Prab.g_00334	Prao.g_00481
OG0000411	Prab.g_00335	Prao.g_00482
OG0000412	Prab.g_00336	Prao.g_00483
OG0000413	Prab.g_00337	Prao.g_00484
OG0000414	Prab.g_00338	Prao.g_00485
OG0000415	Prab.g_00339	Prao.g_00486
OG0000416	Prab.g_00342	Prao.g_00489
OG0000417	Prab.g_00343	Prao.g_00490
OG0000418	Prab.g_00344	Prao.g_00491
OG0000419	Prab.g_00345	Prao.g_00492
OG0000420	Prab.g_00347	Prao.g_00493
OG0000421	Prab.g_00360	Prao.g_00506
OG0000422	Prab.g_00367	Prao.g_00513
OG0000423	Prab.g_00368	Prao.g_00514
OG0000424	Prab.g_00375	Prao.g_00518
OG0000425	Prab.g_00434	Prao.g_00535
OG0000426	Prab.g_00435	Prao.g_00536
OG0000427	Prab.g_00436	Prao.g_00537
OG0000428	Prab.g_00438	Prao.g_00539
OG0000429	Prab.g_00439	Prao.g_00540
OG0000430	Prab.g_00441	Prao.g_00542
OG0000431	Prab.g_00442	Prao.g_00543
OG0000432	Prab.g_00443	Prao.g_00544
OG0000433	Prab.g_00444	Prao.g_00545
OG0000434	Prab.g_00445	Prao.g_00546
OG0000435	Prab.g_00446	Prao.g_00547
OG0000436	Prab.g_00447	Prao.g_00548
OG0000437	Prab.g_00448	Prao.g_00549
OG0000438	Prab.g_00449	Prao.g_00550
OG0000439	Prab.g_00450	Prao.g_00551
OG0000440	Prab.g_00454	Prao.g_00552
OG0000441	Prab.g_00455	Prao.g_00553
OG0000442	Prab.g_00456	Prao.g_00554
OG0000443	Prab.g_00457	Prao.g_00555
OG0000444	Prab.g_00458	Prao.g_00556
OG0000445	Prab.g_00459	Prao.g_00557
OG0000446	Prab.g_00460	Prao.g_00559
OG0000447	Prab.g_00461	Prao.g_00560
OG0000448	Prab.g_00463	Prao.g_00564
OG0000449	Prab.g_00466	Prao.g_00567
OG0000450	Prab.g_00467	Prao.g_00568
OG0000451	Prab.g_00468	Prao.g_00569
OG0000452	Prab.g_00469	Prao.g_00570
OG0000453	Prab.g_00470	Prao.g_00571
OG0000454	Prab.g_00475	Prao.g_00577
OG0000455	Prab.g_00477	Prao.g_00579
OG0000456	Prab.g_00481	Prao.g_00583
OG0000457	Prab.g_00482	Prao.g_00584
OG0000458	Prab.g_00483	Prao.g_00585
OG0000459	Prab.g_00485	Prao.g_00587
OG0000460	Prab.g_00487	Prao.g_00589
OG0000461	Prab.g_00488	Prao.g_00590
OG0000462	Prab.g_00489	Prao.g_00591
OG0000463	Prab.g_00491	Prao.g_00593
OG0000464	Prab.g_00492	Prao.g_00594
OG0000465	Prab.g_00493	Prao.g_00595
OG0000466	Prab.g_00494	Prao.g_00596
OG0000467	Prab.g_00495	Prao.g_00597
OG0000468	Prab.g_00496	Prao.g_00598
OG0000469	Prab.g_00497	Prao.g_00599
OG0000470	Prab.g_00498	Prao.g_00600
OG0000471	Prab.g_00499	Prao.g_00601
OG0000472	Prab.g_00504	Prao.g_00606
OG0000473	Prab.g_00505	Prao.g_00607
OG0000474	Prab.g_00506	Prao.g_00608
OG0000475	Prab.g_00507	Prao.g_00609
OG0000476	Prab.g_00509	Prao.g_00611
OG0000477	Prab.g_00510	Prao.g_00612
OG0000478	Prab.g_00511	Prao.g_00613
OG0000479	Prab.g_00512	Prao.g_00614
OG0000480	Prab.g_00514	Prao.g_00616
OG0000481	Prab.g_00516	Prao.g_00618
OG0000482	Prab.g_00517	Prao.g_00619
OG0000483	Prab.g_00519	Prao.g_00621
OG0000484	Prab.g_00520	Prao.g_00622
OG0000485	Prab.g_00521	Prao.g_00623
OG0000486	Prab.g_00522	Prao.g_00624
OG0000487	Prab.g_00527	Prao.g_00629
OG0000488	Prab.g_00529	Prao.g_00631
OG0000489	Prab.g_00530	Prao.g_00632
OG0000490	Prab.g_00531	Prao.g_00633
OG0000491	Prab.g_00532	Prao.g_00634
OG0000492	Prab.g_00533	Prao.g_00635
OG0000493	Prab.g_00534	Prao.g_01861
OG0000494	Prab.g_00535	Prao.g_01860
OG0000495	Prab.g_00538	Prao.g_01857
OG0000496	Prab.g_00539	Prao.g_01856
OG0000497	Prab.g_00540	Prao.g_01855
OG0000498	Prab.g_00541	Prao.g_01854
OG0000499	Prab.g_00542	Prao.g_01853
OG0000500	Prab.g_00544	Prao.g_01159
OG0000501	Prab.g_00545	Prao.g_01160
OG0000502	Prab.g_00546	Prao.g_01161
OG0000503	Prab.g_00548	Prao.g_01163
OG0000504	Prab.g_00549	Prao.g_01164
OG0000505	Prab.g_00550	Prao.g_01165
OG0000506	Prab.g_00551	Prao.g_01166
OG0000507	Prab.g_00552	Prao.g_01167
OG0000508	Prab.g_00553	Prao.g_01168
OG0000509	Prab.g_00554	Prao.g_01169
OG0000510	Prab.g_00555	Prao.g_01170
OG0000511	Prab.g_00557	Prao.g_01172
OG0000512	Prab.g_00558	Prao.g_01173
OG0000513	Prab.g_00559	Prao.g_01174
OG0000514	Prab.g_00560	Prao.g_01175
OG0000515	Prab.g_00561	Prao.g_01176
OG0000516	Prab.g_00562	Prao.g_01177
OG0000517	Prab.g_00564	Prao.g_01179
OG0000518	Prab.g_00565	Prao.g_01180
OG0000519	Prab.g_00566	Prao.g_01181
OG0000520	Prab.g_00568	Prao.g_01182
OG0000521	Prab.g_00569	Prao.g_01183
OG0000522	Prab.g_00570	Prao.g_01184
OG0000523	Prab.g_00571	Prao.g_01185
OG0000524	Prab.g_00572	Prao.g_01186
OG0000525	Prab.g_00573	Prao.g_01187
OG0000526	Prab.g_00574	Prao.g_01862
OG0000527	Prab.g_00575	Prao.g_01863
OG0000528	Prab.g_00576	Prao.g_01864
OG0000529	Prab.g_00577	Prao.g_01865
OG0000530	Prab.g_00578	Prao.g_01866
OG0000531	Prab.g_00579	Prao.g_01867
OG0000532	Prab.g_00580	Prao.g_01868
OG0000533	Prab.g_00582	Prao.g_01870
OG0000534	Prab.g_00583	Prao.g_00018
OG0000535	Prab.g_00584	Prao.g_00019
OG0000536	Prab.g_00585	Prao.g_00020
OG0000537	Prab.g_00586	Prao.g_00021
OG0000538	Prab.g_00587	Prao.g_00022
OG0000539	Prab.g_00590	Prao.g_00025
OG0000540	Prab.g_00591	Prao.g_00026
OG0000541	Prab.g_00592	Prao.g_00027
OG0000542	Prab.g_00595	Prao.g_00029
OG0000543	Prab.g_00596	Prao.g_00030
OG0000544	Prab.g_00597	Prao.g_00031
OG0000545	Prab.g_00598	Prao.g_00032
OG0000546	Prab.g_00599	Prao.g_00033
OG0000547	Prab.g_00600	Prao.g_00034
OG0000548	Prab.g_00601	Prao.g_00035
OG0000549	Prab.g_00603	Prao.g_00037
OG0000550	Prab.g_00604	Prao.g_00038
OG0000551	Prab.g_00605	Prao.g_00039
OG0000552	Prab.g_00606	Prao.g_00040
OG0000553	Prab.g_00607	Prao.g_00041
OG0000554	Prab.g_00608	Prao.g_00042
OG0000555	Prab.g_00609	Prao.g_00043
OG0000556	Prab.g_00610	Prao.g_00044
OG0000557	Prab.g_00611	Prao.g_00045
OG0000558	Prab.g_00612	Prao.g_00046
OG0000559	Prab.g_00613	Prao.g_00047
OG0000560	Prab.g_00614	Prao.g_00048
OG0000561	Prab.g_00615	Prao.g_00049
OG0000562	Prab.g_00616	Prao.g_00050
OG0000563	Prab.g_00617	Prao.g_00051
OG0000564	Prab.g_00618	Prao.g_00052
OG0000565	Prab.g_00619	Prao.g_00053
OG0000566	Prab.g_00620	Prao.g_00054
OG0000567	Prab.g_00621	Prao.g_00055
OG0000568	Prab.g_00622	Prao.g_00056
OG0000569	Prab.g_00625	Prao.g_00060
OG0000570	Prab.g_00626	Prao.g_00061
OG0000571	Prab.g_00629	Prao.g_00063
OG0000572	Prab.g_00630	Prao.g_00064
