Orthogroup	Prab	Prac
OG0000194	Prab.g_00045	Prac.g_01885
OG0000195	Prab.g_00046	Prac.g_01884
OG0000196	Prab.g_00047	Prac.g_01883
OG0000197	Prab.g_00049	Prac.g_01881
OG0000198	Prab.g_00050	Prac.g_01880
OG0000199	Prab.g_00051	Prac.g_01879
OG0000200	Prab.g_00056	Prac.g_01867
OG0000201	Prab.g_00057	Prac.g_01866
OG0000202	Prab.g_00058	Prac.g_01865
OG0000203	Prab.g_00061	Prac.g_01862
OG0000204	Prab.g_00062	Prac.g_01861
OG0000205	Prab.g_00065	Prac.g_01858
OG0000206	Prab.g_00067	Prac.g_01856
OG0000207	Prab.g_00069	Prac.g_01854
OG0000208	Prab.g_00070	Prac.g_01853
OG0000209	Prab.g_00071	Prac.g_01852
OG0000210	Prab.g_00072	Prac.g_01851
OG0000211	Prab.g_00073	Prac.g_01850
OG0000212	Prab.g_00074	Prac.g_01849
OG0000213	Prab.g_00075	Prac.g_01848
OG0000214	Prab.g_00076	Prac.g_01847
OG0000215	Prab.g_00077	Prac.g_01846
OG0000216	Prab.g_00078	Prac.g_01845
OG0000217	Prab.g_00080	Prac.g_01843
OG0000218	Prab.g_00081	Prac.g_01842
OG0000219	Prab.g_00082	Prac.g_01841
OG0000220	Prab.g_00083	Prac.g_01840
OG0000221	Prab.g_00085	Prac.g_01837
OG0000222	Prab.g_00086	Prac.g_01836
OG0000223	Prab.g_00087	Prac.g_01835
OG0000224	Prab.g_00088	Prac.g_01834
OG0000225	Prab.g_00089	Prac.g_01833
OG0000226	Prab.g_00090	Prac.g_01832
OG0000227	Prab.g_00091	Prac.g_01831
OG0000228	Prab.g_00092	Prac.g_01830
OG0000229	Prab.g_00093	Prac.g_01829
OG0000230	Prab.g_00094	Prac.g_01828
OG0000231	Prab.g_00095	Prac.g_01827
OG0000232	Prab.g_00097	Prac.g_01825
OG0000233	Prab.g_00098	Prac.g_01824
OG0000234	Prab.g_00099	Prac.g_01823
OG0000235	Prab.g_00100	Prac.g_01822
OG0000236	Prab.g_00101	Prac.g_01821
OG0000237	Prab.g_00102	Prac.g_01820
OG0000238	Prab.g_00103	Prac.g_01819
OG0000239	Prab.g_00105	Prac.g_01817
OG0000240	Prab.g_00106	Prac.g_01816
OG0000241	Prab.g_00107	Prac.g_01815
OG0000242	Prab.g_00108	Prac.g_01814
OG0000243	Prab.g_00111	Prac.g_01811
OG0000244	Prab.g_00113	Prac.g_01809
OG0000245	Prab.g_00114	Prac.g_01808
OG0000246	Prab.g_00115	Prac.g_01807
OG0000247	Prab.g_00117	Prac.g_01804
OG0000248	Prab.g_00119	Prac.g_01802
OG0000249	Prab.g_00120	Prac.g_01801
OG0000250	Prab.g_00121	Prac.g_01800
OG0000251	Prab.g_00122	Prac.g_01799
OG0000252	Prab.g_00123	Prac.g_01798
OG0000253	Prab.g_00124	Prac.g_01797
OG0000254	Prab.g_00126	Prac.g_01795
OG0000255	Prab.g_00127	Prac.g_01794
OG0000256	Prab.g_00130	Prac.g_01791
OG0000257	Prab.g_00132	Prac.g_01789
OG0000258	Prab.g_00136	Prac.g_01785
OG0000259	Prab.g_00137	Prac.g_01784
OG0000260	Prab.g_00138	Prac.g_01783
OG0000261	Prab.g_00139	Prac.g_01782
OG0000262	Prab.g_00140	Prac.g_01781
OG0000263	Prab.g_00142	Prac.g_01779
OG0000264	Prab.g_00143	Prac.g_01778
OG0000265	Prab.g_00144	Prac.g_01777
OG0000266	Prab.g_00145	Prac.g_01776
OG0000267	Prab.g_00146	Prac.g_01775
OG0000268	Prab.g_00147	Prac.g_01774
OG0000269	Prab.g_00149	Prac.g_01772
OG0000270	Prab.g_00150	Prac.g_01771
OG0000271	Prab.g_00151	Prac.g_01770
OG0000272	Prab.g_00152	Prac.g_01769
OG0000273	Prab.g_00153	Prac.g_01768
OG0000274	Prab.g_00154	Prac.g_01767
OG0000275	Prab.g_00155	Prac.g_01766
OG0000276	Prab.g_00156	Prac.g_01765
OG0000277	Prab.g_00158	Prac.g_01763
OG0000278	Prab.g_00159	Prac.g_01762
OG0000279	Prab.g_00160	Prac.g_01761
OG0000280	Prab.g_00162	Prac.g_01759
OG0000281	Prab.g_00164	Prac.g_01757
OG0000282	Prab.g_00165	Prac.g_01756
OG0000283	Prab.g_00166	Prac.g_01755
OG0000284	Prab.g_00167	Prac.g_01754
OG0000285	Prab.g_00168	Prac.g_01753
OG0000286	Prab.g_00169	Prac.g_01752
OG0000287	Prab.g_00170	Prac.g_01751
OG0000288	Prab.g_00172	Prac.g_01749
OG0000289	Prab.g_00173	Prac.g_01748
OG0000290	Prab.g_00174	Prac.g_01747
OG0000291	Prab.g_00176	Prac.g_01745
OG0000292	Prab.g_00177	Prac.g_01744
OG0000293	Prab.g_00178	Prac.g_01743
OG0000294	Prab.g_00179	Prac.g_01742
OG0000295	Prab.g_00180	Prac.g_01741
OG0000296	Prab.g_00181	Prac.g_01740
OG0000297	Prab.g_00182	Prac.g_01739
OG0000298	Prab.g_00184	Prac.g_01737
OG0000299	Prab.g_00185	Prac.g_01736
OG0000300	Prab.g_00186	Prac.g_01735
OG0000301	Prab.g_00187	Prac.g_01734
OG0000302	Prab.g_00188	Prac.g_01733
OG0000303	Prab.g_00189	Prac.g_01732
OG0000304	Prab.g_00191	Prac.g_01730
OG0000305	Prab.g_00192	Prac.g_01729
OG0000306	Prab.g_00195	Prac.g_01726
OG0000307	Prab.g_00196	Prac.g_01725
OG0000308	Prab.g_00197	Prac.g_01724
OG0000309	Prab.g_00198	Prac.g_01723
OG0000310	Prab.g_00199	Prac.g_01722
OG0000311	Prab.g_00200	Prac.g_01721
OG0000312	Prab.g_00201	Prac.g_01720
OG0000313	Prab.g_00202	Prac.g_01719
OG0000314	Prab.g_00203	Prac.g_01718
OG0000315	Prab.g_00204	Prac.g_01717
OG0000316	Prab.g_00205	Prac.g_01716
OG0000317	Prab.g_00206	Prac.g_01715
OG0000318	Prab.g_00207	Prac.g_01714
OG0000319	Prab.g_00208	Prac.g_01713
OG0000320	Prab.g_00209	Prac.g_01712
OG0000321	Prab.g_00210	Prac.g_01711
OG0000322	Prab.g_00211	Prac.g_01710
OG0000323	Prab.g_00212	Prac.g_01709
OG0000324	Prab.g_00213	Prac.g_01708
OG0000325	Prab.g_00214	Prac.g_01707
OG0000326	Prab.g_00215	Prac.g_01706
OG0000327	Prab.g_00216	Prac.g_01705
OG0000328	Prab.g_00217	Prac.g_01704
OG0000329	Prab.g_00218	Prac.g_01703
OG0000330	Prab.g_00219	Prac.g_01702
OG0000331	Prab.g_00220	Prac.g_01701
OG0000332	Prab.g_00221	Prac.g_01700
OG0000333	Prab.g_00222	Prac.g_01699
OG0000334	Prab.g_00223	Prac.g_01698
OG0000335	Prab.g_00224	Prac.g_01697
OG0000336	Prab.g_00226	Prac.g_01695
OG0000337	Prab.g_00227	Prac.g_01694
OG0000338	Prab.g_00230	Prac.g_01690
OG0000339	Prab.g_00232	Prac.g_01688
OG0000340	Prab.g_00234	Prac.g_01686
OG0000341	Prab.g_00235	Prac.g_01685
OG0000342	Prab.g_00236	Prac.g_01684
OG0000343	Prab.g_00237	Prac.g_01683
OG0000344	Prab.g_00240	Prac.g_01680
OG0000345	Prab.g_00243	Prac.g_01678
OG0000346	Prab.g_00244	Prac.g_01677
OG0000347	Prab.g_00247	Prac.g_01674
OG0000348	Prab.g_00248	Prac.g_01672
OG0000349	Prab.g_00249	Prac.g_01671
OG0000350	Prab.g_00251	Prac.g_01669
OG0000351	Prab.g_00252	Prac.g_01668
OG0000352	Prab.g_00253	Prac.g_01667
OG0000353	Prab.g_00254	Prac.g_01666
OG0000354	Prab.g_00255	Prac.g_01665
OG0000355	Prab.g_00256	Prac.g_01664
OG0000356	Prab.g_00257	Prac.g_01663
OG0000357	Prab.g_00258	Prac.g_01662
OG0000358	Prab.g_00259	Prac.g_01661
OG0000359	Prab.g_00260	Prac.g_01660
OG0000360	Prab.g_00263	Prac.g_01656
OG0000361	Prab.g_00264	Prac.g_01655
OG0000362	Prab.g_00265	Prac.g_01654
OG0000363	Prab.g_00266	Prac.g_01653
OG0000364	Prab.g_00270	Prac.g_01649
OG0000365	Prab.g_00271	Prac.g_01648
OG0000366	Prab.g_00273	Prac.g_01646
OG0000367	Prab.g_00274	Prac.g_01645
OG0000368	Prab.g_00275	Prac.g_01644
OG0000369	Prab.g_00276	Prac.g_01643
OG0000370	Prab.g_00277	Prac.g_01642
OG0000371	Prab.g_00278	Prac.g_01641
OG0000372	Prab.g_00279	Prac.g_01640
OG0000373	Prab.g_00280	Prac.g_01639
OG0000374	Prab.g_00282	Prac.g_01637
OG0000375	Prab.g_00283	Prac.g_01636
OG0000376	Prab.g_00286	Prac.g_01633
OG0000377	Prab.g_00287	Prac.g_01632
OG0000378	Prab.g_00288	Prac.g_01631
OG0000379	Prab.g_00289	Prac.g_01630
OG0000380	Prab.g_00290	Prac.g_01629
OG0000381	Prab.g_00291	Prac.g_01628
OG0000382	Prab.g_00292	Prac.g_01627
OG0000383	Prab.g_00293	Prac.g_01626
OG0000384	Prab.g_00296	Prac.g_01623
OG0000385	Prab.g_00297	Prac.g_01622
OG0000386	Prab.g_00298	Prac.g_01621
OG0000387	Prab.g_00299	Prac.g_01620
OG0000388	Prab.g_00300	Prac.g_01619
OG0000389	Prab.g_00301	Prac.g_01618
OG0000390	Prab.g_00302	Prac.g_01617
OG0000391	Prab.g_00303	Prac.g_01616
OG0000392	Prab.g_00304	Prac.g_01615
OG0000393	Prab.g_00305	Prac.g_01614
OG0000394	Prab.g_00306	Prac.g_01613
OG0000395	Prab.g_00307	Prac.g_01612
OG0000396	Prab.g_00309	Prac.g_01610
OG0000397	Prab.g_00311	Prac.g_01608
OG0000398	Prab.g_00312	Prac.g_01607
OG0000399	Prab.g_00315	Prac.g_01604
OG0000400	Prab.g_00316	Prac.g_01603
OG0000401	Prab.g_00317	Prac.g_01602
OG0000402	Prab.g_00322	Prac.g_01200
OG0000403	Prab.g_00323	Prac.g_01199
OG0000404	Prab.g_00324	Prac.g_01198
OG0000405	Prab.g_00325	Prac.g_01196
OG0000406	Prab.g_00328	Prac.g_01193
OG0000407	Prab.g_00329	Prac.g_01192
OG0000408	Prab.g_00332	Prac.g_01189
OG0000409	Prab.g_00333	Prac.g_01188
OG0000410	Prab.g_00334	Prac.g_01187
OG0000411	Prab.g_00335	Prac.g_01186
OG0000412	Prab.g_00336	Prac.g_01185
OG0000413	Prab.g_00337	Prac.g_01184
OG0000414	Prab.g_00338	Prac.g_01183
OG0000415	Prab.g_00339	Prac.g_01182
OG0000416	Prab.g_00342	Prac.g_01179
OG0000417	Prab.g_00343	Prac.g_01178
OG0000418	Prab.g_00344	Prac.g_01177
OG0000419	Prab.g_00345	Prac.g_01176
OG0000420	Prab.g_00347	Prac.g_01175
OG0000421	Prab.g_00360	Prac.g_01162
OG0000422	Prab.g_00367	Prac.g_01154
OG0000423	Prab.g_00368	Prac.g_01153
OG0000424	Prab.g_00375	Prac.g_01148
OG0000425	Prab.g_00434	Prac.g_01116
OG0000426	Prab.g_00435	Prac.g_01115
OG0000427	Prab.g_00436	Prac.g_01114
OG0000428	Prab.g_00438	Prac.g_01112
OG0000429	Prab.g_00439	Prac.g_01111
OG0000430	Prab.g_00441	Prac.g_01109
OG0000431	Prab.g_00442	Prac.g_01108
OG0000432	Prab.g_00443	Prac.g_01107
OG0000433	Prab.g_00444	Prac.g_01106
OG0000434	Prab.g_00445	Prac.g_01105
OG0000435	Prab.g_00446	Prac.g_01104
OG0000436	Prab.g_00447	Prac.g_01103
OG0000437	Prab.g_00448	Prac.g_01102
OG0000438	Prab.g_00449	Prac.g_01101
OG0000439	Prab.g_00450	Prac.g_01100
OG0000440	Prab.g_00454	Prac.g_01099
OG0000441	Prab.g_00455	Prac.g_01098
OG0000442	Prab.g_00456	Prac.g_01097
OG0000443	Prab.g_00457	Prac.g_01096
OG0000444	Prab.g_00458	Prac.g_01095
OG0000445	Prab.g_00459	Prac.g_01094
OG0000446	Prab.g_00460	Prac.g_01092
OG0000447	Prab.g_00461	Prac.g_01091
OG0000448	Prab.g_00463	Prac.g_01089
OG0000449	Prab.g_00466	Prac.g_01084
OG0000450	Prab.g_00467	Prac.g_01083
OG0000451	Prab.g_00468	Prac.g_01082
OG0000452	Prab.g_00469	Prac.g_01081
OG0000453	Prab.g_00470	Prac.g_01080
OG0000454	Prab.g_00475	Prac.g_01073
OG0000455	Prab.g_00477	Prac.g_01071
OG0000456	Prab.g_00481	Prac.g_01067
OG0000457	Prab.g_00482	Prac.g_01066
OG0000458	Prab.g_00483	Prac.g_01065
OG0000459	Prab.g_00485	Prac.g_01063
OG0000460	Prab.g_00487	Prac.g_01061
OG0000461	Prab.g_00488	Prac.g_01060
OG0000462	Prab.g_00489	Prac.g_01059
OG0000463	Prab.g_00491	Prac.g_01057
OG0000464	Prab.g_00492	Prac.g_01056
OG0000465	Prab.g_00493	Prac.g_01055
OG0000466	Prab.g_00494	Prac.g_01054
OG0000467	Prab.g_00495	Prac.g_01053
OG0000468	Prab.g_00496	Prac.g_01052
OG0000469	Prab.g_00497	Prac.g_01051
OG0000470	Prab.g_00498	Prac.g_01050
OG0000471	Prab.g_00499	Prac.g_01049
OG0000472	Prab.g_00504	Prac.g_00871
OG0000473	Prab.g_00505	Prac.g_00870
OG0000474	Prab.g_00506	Prac.g_00869
OG0000475	Prab.g_00507	Prac.g_00868
OG0000476	Prab.g_00509	Prac.g_00866
OG0000477	Prab.g_00510	Prac.g_00865
OG0000478	Prab.g_00511	Prac.g_00864
OG0000479	Prab.g_00512	Prac.g_00863
OG0000480	Prab.g_00514	Prac.g_00861
OG0000481	Prab.g_00516	Prac.g_00859
OG0000482	Prab.g_00517	Prac.g_00858
OG0000483	Prab.g_00519	Prac.g_00857
OG0000484	Prab.g_00520	Prac.g_00856
OG0000485	Prab.g_00521	Prac.g_00855
OG0000486	Prab.g_00522	Prac.g_00854
OG0000487	Prab.g_00527	Prac.g_00849
OG0000488	Prab.g_00529	Prac.g_00847
OG0000489	Prab.g_00530	Prac.g_00846
OG0000490	Prab.g_00531	Prac.g_00845
OG0000491	Prab.g_00532	Prac.g_00844
OG0000492	Prab.g_00533	Prac.g_00843
OG0000493	Prab.g_00534	Prac.g_00842
OG0000494	Prab.g_00535	Prac.g_00841
OG0000495	Prab.g_00538	Prac.g_00838
OG0000496	Prab.g_00539	Prac.g_00837
OG0000497	Prab.g_00540	Prac.g_00836
OG0000498	Prab.g_00541	Prac.g_00835
OG0000499	Prab.g_00542	Prac.g_00834
OG0000500	Prab.g_00544	Prac.g_00832
OG0000501	Prab.g_00545	Prac.g_00831
OG0000502	Prab.g_00546	Prac.g_00830
OG0000503	Prab.g_00548	Prac.g_00828
OG0000504	Prab.g_00549	Prac.g_00827
OG0000505	Prab.g_00550	Prac.g_00826
OG0000506	Prab.g_00551	Prac.g_00825
OG0000507	Prab.g_00552	Prac.g_00824
OG0000508	Prab.g_00553	Prac.g_00823
OG0000509	Prab.g_00554	Prac.g_00822
OG0000510	Prab.g_00555	Prac.g_00821
OG0000511	Prab.g_00557	Prac.g_00819
OG0000512	Prab.g_00558	Prac.g_00818
OG0000513	Prab.g_00559	Prac.g_00817
OG0000514	Prab.g_00560	Prac.g_00816
OG0000515	Prab.g_00561	Prac.g_00815
OG0000516	Prab.g_00562	Prac.g_00814
OG0000517	Prab.g_00564	Prac.g_00812
OG0000518	Prab.g_00565	Prac.g_00811
OG0000519	Prab.g_00566	Prac.g_00810
OG0000520	Prab.g_00568	Prac.g_00809
OG0000521	Prab.g_00569	Prac.g_00808
OG0000522	Prab.g_00570	Prac.g_00807
OG0000523	Prab.g_00571	Prac.g_00806
OG0000524	Prab.g_00572	Prac.g_00805
OG0000525	Prab.g_00573	Prac.g_00804
OG0000526	Prab.g_00574	Prac.g_00803
OG0000527	Prab.g_00575	Prac.g_00802
OG0000528	Prab.g_00576	Prac.g_00801
OG0000529	Prab.g_00577	Prac.g_00800
OG0000530	Prab.g_00578	Prac.g_00799
OG0000531	Prab.g_00579	Prac.g_00798
OG0000532	Prab.g_00580	Prac.g_00797
OG0000533	Prab.g_00582	Prac.g_00795
OG0000534	Prab.g_00583	Prac.g_00794
OG0000535	Prab.g_00584	Prac.g_00793
OG0000536	Prab.g_00585	Prac.g_00792
OG0000537	Prab.g_00586	Prac.g_00791
OG0000538	Prab.g_00587	Prac.g_00790
OG0000539	Prab.g_00590	Prac.g_00787
OG0000540	Prab.g_00591	Prac.g_00786
OG0000541	Prab.g_00592	Prac.g_00785
OG0000542	Prab.g_00595	Prac.g_00782
OG0000543	Prab.g_00596	Prac.g_00780
OG0000544	Prab.g_00597	Prac.g_00779
OG0000545	Prab.g_00598	Prac.g_00778
OG0000546	Prab.g_00599	Prac.g_00777
OG0000547	Prab.g_00600	Prac.g_00776
OG0000548	Prab.g_00601	Prac.g_00775
OG0000549	Prab.g_00603	Prac.g_00772
OG0000550	Prab.g_00604	Prac.g_00771
OG0000551	Prab.g_00605	Prac.g_00770
OG0000552	Prab.g_00606	Prac.g_00769
OG0000553	Prab.g_00607	Prac.g_00768
OG0000554	Prab.g_00608	Prac.g_00767
OG0000555	Prab.g_00609	Prac.g_00766
OG0000556	Prab.g_00610	Prac.g_00765
OG0000557	Prab.g_00611	Prac.g_00764
OG0000558	Prab.g_00612	Prac.g_00763
OG0000559	Prab.g_00613	Prac.g_00762
OG0000560	Prab.g_00614	Prac.g_00761
OG0000561	Prab.g_00615	Prac.g_00760
OG0000562	Prab.g_00616	Prac.g_00759
OG0000563	Prab.g_00617	Prac.g_00758
OG0000564	Prab.g_00618	Prac.g_00757
OG0000565	Prab.g_00619	Prac.g_00756
OG0000566	Prab.g_00620	Prac.g_00755
OG0000567	Prab.g_00621	Prac.g_00754
OG0000568	Prab.g_00622	Prac.g_00753
OG0000569	Prab.g_00625	Prac.g_00750
OG0000570	Prab.g_00626	Prac.g_00749
OG0000571	Prab.g_00629	Prac.g_00747
OG0000572	Prab.g_00630	Prac.g_00746
OG0000573	Prab.g_00631	Prac.g_00745
OG0000574	Prab.g_00632	Prac.g_00744
OG0000575	Prab.g_00633	Prac.g_00743
OG0000576	Prab.g_00634	Prac.g_00742
OG0000577	Prab.g_00635	Prac.g_00741
