Orthogroup	Syat	Prbc
OG0000124	Syat.g_02231	Prbc.g_00193
OG0000125	Syat.g_02684	Prbc.g_00997
OG0000126	Syat.g_00976	Prbc.g_01063
OG0000127	Syat.g_00175	Prbc.g_01367
OG0000128	Syat.g_02331	Prbc.g_01081
OG0000129	Syat.g_02693, Syat.g_02694	Prbc.g_01122
OG0000130	Syat.g_01469	Prbc.g_00504
OG0000131	Syat.g_02898	Prbc.g_00426
OG0000132	Syat.g_02864	Prbc.g_00407
OG0000133	Syat.g_00588	Prbc.g_01214
OG0000134	Syat.g_02956	Prbc.g_01270
OG0000135	Syat.g_02501	Prbc.g_02198, Prbc.g_02183
OG0000136	Syat.g_01292	Prbc.g_01502
OG0000137	Syat.g_01371	Prbc.g_01534
OG0000138	Syat.g_03188	Prbc.g_01554
OG0000140	Syat.g_03280	Prbc.g_01617
OG0000141	Syat.g_03398	Prbc.g_01684
OG0000142	Syat.g_00117	Prbc.g_01712
OG0000143	Syat.g_00130	Prbc.g_01716
OG0000144	Syat.g_00369	Prbc.g_01729
OG0000145	Syat.g_03202	Prbc.g_02142
OG0000146	Syat.g_00594	Prbc.g_02027
OG0000147	Syat.g_00595	Prbc.g_02026
OG0000148	Syat.g_00503	Prbc.g_01876
OG0000149	Syat.g_00747	Prbc.g_01908
OG0000150	Syat.g_03399	Prbc.g_01916
OG0000151	Syat.g_00801, Syat.g_00440	Prbc.g_01988
OG0000152	Syat.g_00578	Prbc.g_02036
OG0000153	Syat.g_00542	Prbc.g_02054
OG0000154	Syat.g_00708	Prbc.g_02083
OG0000155	Syat.g_00287	Prbc.g_01424
OG0000156	Syat.g_03228	Prbc.g_00555
OG0000157	Syat.g_02012, Syat.g_03227	Prbc.g_00556
OG0000158	Syat.g_02163	Prbc.g_00228
OG0000160	Syat.g_01224	Prbc.g_00710
OG0000161	Syat.g_01180	Prbc.g_00716
OG0000162	Syat.g_01281	Prbc.g_00722
OG0000163	Syat.g_02979	Prbc.g_00758
OG0000164	Syat.g_03040	Prbc.g_00854
OG0000165	Syat.g_03033	Prbc.g_00862
OG0000166	Syat.g_01822	Prbc.g_00321
OG0000167	Syat.g_02148	Prbc.g_00238
OG0000168	Syat.g_02164	Prbc.g_00227
OG0000169	Syat.g_02192	Prbc.g_00217
OG0000170	Syat.g_02201	Prbc.g_00215
OG0000171	Syat.g_02230	Prbc.g_00194
OG0000172	Syat.g_02260	Prbc.g_00967
OG0000173	Syat.g_02284	Prbc.g_00982
OG0000174	Syat.g_02504	Prbc.g_01013
OG0000175	Syat.g_02416	Prbc.g_01044
OG0000176	Syat.g_02372	Prbc.g_01074
OG0000177	Syat.g_02338	Prbc.g_01075
OG0000178	Syat.g_02337	Prbc.g_01076
OG0000179	Syat.g_02322	Prbc.g_01086
OG0000180	Syat.g_02321	Prbc.g_01087
OG0000181	Syat.g_02320	Prbc.g_01088
OG0000182	Syat.g_02319	Prbc.g_01089
OG0000183	Syat.g_02315	Prbc.g_01093
OG0000184	Syat.g_02704	Prbc.g_01124
OG0000185	Syat.g_02719	Prbc.g_01127
OG0000186	Syat.g_01463	Prbc.g_00509
OG0000187	Syat.g_01467	Prbc.g_00508
OG0000188	Syat.g_01489	Prbc.g_00491
OG0000189	Syat.g_01557	Prbc.g_00477
OG0000190	Syat.g_00330	Prbc.g_00476
OG0000191	Syat.g_03344, Syat.g_02939	Prbc.g_00453
OG0000192	Syat.g_02933	Prbc.g_00449
OG0000193	Syat.g_02897	Prbc.g_00425
OG0000194	Syat.g_02894	Prbc.g_00422
OG0000195	Syat.g_02892	Prbc.g_00420
OG0000196	Syat.g_02867	Prbc.g_00410
OG0000197	Syat.g_02866	Prbc.g_00409
OG0000198	Syat.g_02865	Prbc.g_00408
OG0000199	Syat.g_02857	Prbc.g_00401
OG0000200	Syat.g_02840	Prbc.g_00388
OG0000201	Syat.g_02821	Prbc.g_00379
OG0000202	Syat.g_02820	Prbc.g_00378
OG0000203	Syat.g_02819	Prbc.g_00377
OG0000204	Syat.g_02818	Prbc.g_00376
OG0000205	Syat.g_02809	Prbc.g_00369
OG0000206	Syat.g_02785	Prbc.g_00365
OG0000207	Syat.g_02778	Prbc.g_00363
OG0000208	Syat.g_02777	Prbc.g_00362
OG0000209	Syat.g_02735	Prbc.g_00352
OG0000210	Syat.g_02734	Prbc.g_00351
OG0000211	Syat.g_01452	Prbc.g_00337
OG0000212	Syat.g_01442	Prbc.g_00329
OG0000213	Syat.g_01889	Prbc.g_01153
OG0000214	Syat.g_02042	Prbc.g_01161
OG0000215	Syat.g_02075	Prbc.g_01185
OG0000216	Syat.g_02079	Prbc.g_01186
OG0000217	Syat.g_02085	Prbc.g_01189
OG0000218	Syat.g_02087	Prbc.g_01191
OG0000219	Syat.g_02088	Prbc.g_01192
OG0000220	Syat.g_02089	Prbc.g_01193
OG0000221	Syat.g_02095	Prbc.g_01194
OG0000222	Syat.g_02109	Prbc.g_01202
OG0000223	Syat.g_02570	Prbc.g_01215
OG0000224	Syat.g_02139	Prbc.g_01217
OG0000225	Syat.g_01595	Prbc.g_01257
OG0000226	Syat.g_01588	Prbc.g_01261
OG0000228	Syat.g_02952	Prbc.g_01267
OG0000229	Syat.g_02970	Prbc.g_01497
OG0000230	Syat.g_02972	Prbc.g_01499
OG0000231	Syat.g_01283	Prbc.g_01510
OG0000232	Syat.g_01313	Prbc.g_01518
OG0000233	Syat.g_01407	Prbc.g_01526
OG0000234	Syat.g_01369	Prbc.g_01535
OG0000235	Syat.g_03169	Prbc.g_01539
OG0000236	Syat.g_03186	Prbc.g_01552
OG0000237	Syat.g_03214	Prbc.g_01586
OG0000238	Syat.g_03219	Prbc.g_01592
OG0000239	Syat.g_01105	Prbc.g_01604
OG0000240	Syat.g_01104	Prbc.g_01605
OG0000241	Syat.g_00111	Prbc.g_01609
OG0000242	Syat.g_01077	Prbc.g_01611
OG0000243	Syat.g_00092	Prbc.g_01622
OG0000244	Syat.g_00082	Prbc.g_01626
OG0000245	Syat.g_00080	Prbc.g_01628
OG0000246	Syat.g_00076	Prbc.g_01632
OG0000247	Syat.g_00065	Prbc.g_01642
OG0000248	Syat.g_00062	Prbc.g_01644
OG0000249	Syat.g_00060	Prbc.g_01646
OG0000250	Syat.g_00053	Prbc.g_01651
OG0000251	Syat.g_00027	Prbc.g_01667
OG0000252	Syat.g_00022	Prbc.g_01669
OG0000253	Syat.g_00021	Prbc.g_01671
OG0000254	Syat.g_03407	Prbc.g_01688
OG0000255	Syat.g_02405	Prbc.g_01694
OG0000256	Syat.g_03306	Prbc.g_01704
OG0000257	Syat.g_00109	Prbc.g_01707
OG0000258	Syat.g_00382	Prbc.g_01720
OG0000259	Syat.g_00342	Prbc.g_01737
OG0000260	Syat.g_00392	Prbc.g_01740
OG0000261	Syat.g_00400	Prbc.g_01743
OG0000262	Syat.g_00407	Prbc.g_01748
OG0000263	Syat.g_00200	Prbc.g_01762
OG0000266	Syat.g_00671	Prbc.g_01797
OG0000267	Syat.g_00636	Prbc.g_01810
OG0000268	Syat.g_00634	Prbc.g_01811
OG0000269	Syat.g_00474, Syat.g_00126	Prbc.g_01853
OG0000270	Syat.g_00477	Prbc.g_01856
OG0000271	Syat.g_00485	Prbc.g_01864
OG0000272	Syat.g_00486	Prbc.g_01865
OG0000273	Syat.g_00520	Prbc.g_01890
OG0000274	Syat.g_00521	Prbc.g_01891
OG0000275	Syat.g_00718	Prbc.g_01893
OG0000276	Syat.g_00725	Prbc.g_01899
OG0000277	Syat.g_00738	Prbc.g_01900
OG0000278	Syat.g_00741	Prbc.g_01904
OG0000279	Syat.g_00755	Prbc.g_01911
OG0000280	Syat.g_01669	Prbc.g_00068
OG0000281	Syat.g_00960	Prbc.g_01917
OG0000282	Syat.g_00431	Prbc.g_01979
OG0000283	Syat.g_00620	Prbc.g_02010
OG0000284	Syat.g_00614	Prbc.g_02015
OG0000285	Syat.g_00607	Prbc.g_02020
OG0000286	Syat.g_00579	Prbc.g_02035
OG0000287	Syat.g_00550	Prbc.g_02190
OG0000288	Syat.g_00709	Prbc.g_02082
OG0000289	Syat.g_00695	Prbc.g_02094
OG0000290	Syat.g_00805	Prbc.g_02110
OG0000292	Syat.g_02388	Prbc.g_00173
OG0000293	Syat.g_03241	Prbc.g_01456
OG0000294	Syat.g_03248	Prbc.g_01455
OG0000295	Syat.g_00297	Prbc.g_01431
OG0000296	Syat.g_00295	Prbc.g_01429
OG0000299	Syat.g_00910	Prbc.g_01401
OG0000300	Syat.g_00904	Prbc.g_01398
OG0000301	Syat.g_00903	Prbc.g_01397
OG0000302	Syat.g_00901	Prbc.g_01395
OG0000303	Syat.g_00892	Prbc.g_01390
OG0000304	Syat.g_00885	Prbc.g_01387
OG0000305	Syat.g_00809	Prbc.g_00810
OG0000306	Syat.g_01704	Prbc.g_01921
OG0000307	Syat.g_01304	Prbc.g_00666
OG0000308	Syat.g_01306	Prbc.g_00667
OG0000309	Syat.g_01417	Prbc.g_00671
OG0000310	Syat.g_01246	Prbc.g_00693
OG0000311	Syat.g_01242	Prbc.g_00695
OG0000312	Syat.g_01237	Prbc.g_00698
OG0000313	Syat.g_01183	Prbc.g_00713
OG0000314	Syat.g_01341	Prbc.g_00734
OG0000315	Syat.g_01351	Prbc.g_00744
OG0000316	Syat.g_03082	Prbc.g_00768
OG0000317	Syat.g_03120	Prbc.g_00830
OG0000318	Syat.g_03125	Prbc.g_00833
OG0000319	Syat.g_03055	Prbc.g_00844
OG0000320	Syat.g_03053	Prbc.g_00846
OG0000321	Syat.g_03052	Prbc.g_00847
OG0000322	Syat.g_03051	Prbc.g_00848
OG0000323	Syat.g_03038	Prbc.g_00857
OG0000324	Syat.g_02998	Prbc.g_00884
OG0000325	Syat.g_01861	Prbc.g_00935
OG0000326	Syat.g_01854	Prbc.g_00941
OG0000327	Syat.g_01827	Prbc.g_00326
OG0000328	Syat.g_01826	Prbc.g_00325
OG0000329	Syat.g_01808	Prbc.g_00308
OG0000330	Syat.g_01807	Prbc.g_00307
OG0000331	Syat.g_01806	Prbc.g_00306
OG0000332	Syat.g_01790	Prbc.g_00292
OG0000333	Syat.g_01787	Prbc.g_00290
OG0000334	Syat.g_01657	Prbc.g_00281
OG0000335	Syat.g_01652	Prbc.g_00276
OG0000336	Syat.g_01648	Prbc.g_00272
OG0000337	Syat.g_02144	Prbc.g_00241
OG0000338	Syat.g_02146	Prbc.g_00240
OG0000339	Syat.g_02155, Syat.g_01055	Prbc.g_00235
OG0000340	Syat.g_02165	Prbc.g_00226
OG0000341	Syat.g_02167	Prbc.g_00224
OG0000342	Syat.g_02168	Prbc.g_00223
OG0000343	Syat.g_02185	Prbc.g_00222
OG0000344	Syat.g_02189	Prbc.g_00219
OG0000345	Syat.g_02202	Prbc.g_00214
OG0000346	Syat.g_02207	Prbc.g_00210
OG0000347	Syat.g_02234	Prbc.g_00190
OG0000348	Syat.g_02264	Prbc.g_00970
OG0000349	Syat.g_02291	Prbc.g_00988
OG0000350	Syat.g_01847	Prbc.g_01009
OG0000351	Syat.g_02411	Prbc.g_01047
OG0000352	Syat.g_02410	Prbc.g_01048
OG0000353	Syat.g_00955, Syat.g_02377	Prbc.g_01068
OG0000355	Syat.g_02375	Prbc.g_01071
OG0000356	Syat.g_02374	Prbc.g_01072
OG0000357	Syat.g_02373	Prbc.g_01073
OG0000358	Syat.g_02336	Prbc.g_01077
OG0000359	Syat.g_02334	Prbc.g_01078
OG0000360	Syat.g_02333	Prbc.g_01079
OG0000361	Syat.g_02332	Prbc.g_01080
OG0000362	Syat.g_02330	Prbc.g_01082
OG0000363	Syat.g_02328	Prbc.g_01084
OG0000364	Syat.g_03122	Prbc.g_01085
OG0000365	Syat.g_02318	Prbc.g_01090
OG0000366	Syat.g_02317	Prbc.g_01091
OG0000367	Syat.g_02316	Prbc.g_01092
OG0000368	Syat.g_02314	Prbc.g_01094
OG0000369	Syat.g_02313	Prbc.g_01095
OG0000370	Syat.g_02312	Prbc.g_01096
OG0000371	Syat.g_02304	Prbc.g_01102
OG0000372	Syat.g_02298	Prbc.g_01104
OG0000373	Syat.g_02297	Prbc.g_01105
OG0000374	Syat.g_02296	Prbc.g_01106
OG0000375	Syat.g_02295	Prbc.g_01118
OG0000376	Syat.g_02293	Prbc.g_01120
OG0000377	Syat.g_02695	Prbc.g_01123
OG0000378	Syat.g_02715	Prbc.g_01125
OG0000379	Syat.g_02720	Prbc.g_01128
OG0000380	Syat.g_01468	Prbc.g_00507
OG0000381	Syat.g_01470	Prbc.g_00503
OG0000382	Syat.g_01488	Prbc.g_00492
OG0000383	Syat.g_01521	Prbc.g_00490
OG0000384	Syat.g_01522	Prbc.g_00489
OG0000385	Syat.g_01523	Prbc.g_00488
OG0000386	Syat.g_01524	Prbc.g_00487
OG0000387	Syat.g_01561	Prbc.g_00474
OG0000388	Syat.g_01565	Prbc.g_00470
OG0000389	Syat.g_01569	Prbc.g_00467
OG0000390	Syat.g_02945	Prbc.g_00458
OG0000391	Syat.g_02940	Prbc.g_00454
OG0000392	Syat.g_02934	Prbc.g_00451
OG0000393	Syat.g_02931	Prbc.g_00448
OG0000394	Syat.g_02930	Prbc.g_00447
OG0000395	Syat.g_02929	Prbc.g_00446
OG0000396	Syat.g_02927	Prbc.g_00443
OG0000397	Syat.g_02925	Prbc.g_00441
OG0000398	Syat.g_02920	Prbc.g_00438
OG0000399	Syat.g_02919	Prbc.g_00437
OG0000400	Syat.g_02918	Prbc.g_00436
OG0000401	Syat.g_02917	Prbc.g_00435
OG0000402	Syat.g_02915	Prbc.g_02145
OG0000403	Syat.g_02914	Prbc.g_00434
OG0000404	Syat.g_02913	Prbc.g_00433
OG0000405	Syat.g_02900	Prbc.g_00428
OG0000406	Syat.g_02896	Prbc.g_00424
OG0000407	Syat.g_02895	Prbc.g_00423
OG0000408	Syat.g_02893	Prbc.g_00421
OG0000409	Syat.g_02891	Prbc.g_00419
OG0000410	Syat.g_02890	Prbc.g_00418
OG0000411	Syat.g_02889	Prbc.g_00417
OG0000412	Syat.g_02888	Prbc.g_00416
OG0000413	Syat.g_02886	Prbc.g_00415
OG0000414	Syat.g_02885	Prbc.g_00414
OG0000415	Syat.g_02884	Prbc.g_00413
OG0000416	Syat.g_02883	Prbc.g_00412
OG0000417	Syat.g_02868	Prbc.g_00411
OG0000418	Syat.g_02863	Prbc.g_00406
OG0000419	Syat.g_02861	Prbc.g_00404
OG0000420	Syat.g_02859	Prbc.g_00403
OG0000421	Syat.g_02855	Prbc.g_00399
OG0000422	Syat.g_02854	Prbc.g_00398
OG0000423	Syat.g_02853	Prbc.g_00397
OG0000424	Syat.g_02852	Prbc.g_00396
OG0000425	Syat.g_02851	Prbc.g_00395
OG0000426	Syat.g_02850	Prbc.g_00394
OG0000427	Syat.g_02849	Prbc.g_00393
OG0000428	Syat.g_02846	Prbc.g_00391
OG0000429	Syat.g_02843	Prbc.g_00390
OG0000430	Syat.g_02841	Prbc.g_00389
OG0000431	Syat.g_02838	Prbc.g_00387
OG0000432	Syat.g_02832	Prbc.g_00383
OG0000433	Syat.g_02829	Prbc.g_00382
OG0000434	Syat.g_02828	Prbc.g_00381
OG0000435	Syat.g_02824	Prbc.g_00380
OG0000436	Syat.g_02817	Prbc.g_00375
OG0000437	Syat.g_02558	Prbc.g_00374
OG0000438	Syat.g_02813	Prbc.g_00373
OG0000439	Syat.g_02811	Prbc.g_00371
OG0000440	Syat.g_02810	Prbc.g_00370
OG0000441	Syat.g_02807	Prbc.g_00368
OG0000442	Syat.g_02797	Prbc.g_00367
OG0000443	Syat.g_02787	Prbc.g_00366
OG0000444	Syat.g_02756	Prbc.g_00361
OG0000445	Syat.g_02755	Prbc.g_00360
OG0000446	Syat.g_02753	Prbc.g_00358
OG0000447	Syat.g_02749	Prbc.g_00357
OG0000448	Syat.g_02748	Prbc.g_00356
OG0000449	Syat.g_02747	Prbc.g_00355
OG0000450	Syat.g_02738	Prbc.g_00354
OG0000451	Syat.g_02737	Prbc.g_00353
OG0000452	Syat.g_02732	Prbc.g_00350
OG0000453	Syat.g_02731	Prbc.g_00349
OG0000454	Syat.g_02730	Prbc.g_00348
OG0000455	Syat.g_02729	Prbc.g_00347
OG0000456	Syat.g_02728	Prbc.g_00346
OG0000457	Syat.g_02726	Prbc.g_00345
OG0000458	Syat.g_02725	Prbc.g_00344
OG0000459	Syat.g_02724	Prbc.g_00343
OG0000460	Syat.g_01450	Prbc.g_00335
OG0000461	Syat.g_01866	Prbc.g_01140
OG0000462	Syat.g_01868	Prbc.g_01142
OG0000463	Syat.g_01869	Prbc.g_01143
OG0000464	Syat.g_01870	Prbc.g_01144
OG0000465	Syat.g_01872	Prbc.g_01145
OG0000466	Syat.g_01877	Prbc.g_01146
OG0000467	Syat.g_01878	Prbc.g_01147
OG0000468	Syat.g_01884	Prbc.g_01149
OG0000469	Syat.g_02000	Prbc.g_01156
OG0000470	Syat.g_02038	Prbc.g_01158
OG0000471	Syat.g_02039	Prbc.g_01159
OG0000472	Syat.g_02041	Prbc.g_01160
OG0000473	Syat.g_02043	Prbc.g_01162
OG0000474	Syat.g_02044	Prbc.g_01163
OG0000475	Syat.g_02045	Prbc.g_01164
OG0000476	Syat.g_02047	Prbc.g_01166
OG0000477	Syat.g_02053	Prbc.g_01168
OG0000478	Syat.g_02054	Prbc.g_01169
OG0000479	Syat.g_02056	Prbc.g_01170
OG0000480	Syat.g_02063	Prbc.g_01175
OG0000481	Syat.g_02066	Prbc.g_01177
OG0000482	Syat.g_02067	Prbc.g_01178
OG0000483	Syat.g_02071	Prbc.g_01181
OG0000484	Syat.g_02072	Prbc.g_01182
OG0000485	Syat.g_02073	Prbc.g_01183
OG0000486	Syat.g_02074	Prbc.g_01184
OG0000487	Syat.g_02080	Prbc.g_01187
OG0000488	Syat.g_02086	Prbc.g_01190
OG0000489	Syat.g_02097	Prbc.g_01195
OG0000490	Syat.g_02106	Prbc.g_01200
OG0000491	Syat.g_02107	Prbc.g_01201
OG0000492	Syat.g_02110	Prbc.g_01203
OG0000493	Syat.g_02111	Prbc.g_01204
OG0000494	Syat.g_02112	Prbc.g_01205
OG0000495	Syat.g_02120	Prbc.g_01206
OG0000496	Syat.g_02121	Prbc.g_01207
OG0000497	Syat.g_02122	Prbc.g_01208
OG0000498	Syat.g_02123	Prbc.g_01209
OG0000499	Syat.g_02124	Prbc.g_01210
OG0000500	Syat.g_02125	Prbc.g_01211
OG0000501	Syat.g_02128	Prbc.g_01213
OG0000502	Syat.g_02135	Prbc.g_01216
OG0000503	Syat.g_01614	Prbc.g_01246
OG0000504	Syat.g_01612	Prbc.g_01248
OG0000505	Syat.g_01611	Prbc.g_01249
OG0000506	Syat.g_01609	Prbc.g_01250
OG0000507	Syat.g_01603	Prbc.g_01253
OG0000508	Syat.g_01596	Prbc.g_01256
OG0000509	Syat.g_01591	Prbc.g_01258
OG0000510	Syat.g_01590	Prbc.g_01259
OG0000511	Syat.g_01589	Prbc.g_01260
OG0000512	Syat.g_01587	Prbc.g_01262
OG0000513	Syat.g_02957	Prbc.g_01271
OG0000514	Syat.g_02962	Prbc.g_01492
OG0000515	Syat.g_02963	Prbc.g_01493
OG0000516	Syat.g_02965	Prbc.g_01494
OG0000517	Syat.g_02969	Prbc.g_01496
OG0000518	Syat.g_01286	Prbc.g_01507
OG0000519	Syat.g_01285	Prbc.g_01508
OG0000520	Syat.g_01284	Prbc.g_01509
OG0000521	Syat.g_01319	Prbc.g_01514
OG0000522	Syat.g_01317	Prbc.g_01516
OG0000523	Syat.g_01316	Prbc.g_01517
OG0000524	Syat.g_01409	Prbc.g_01524
OG0000525	Syat.g_01382	Prbc.g_01528
OG0000526	Syat.g_01380	Prbc.g_01529
OG0000527	Syat.g_01373	Prbc.g_01532
OG0000528	Syat.g_03167	Prbc.g_01538
OG0000529	Syat.g_03171	Prbc.g_01541
OG0000530	Syat.g_03174	Prbc.g_01544
OG0000531	Syat.g_03175	Prbc.g_01545
OG0000532	Syat.g_03178	Prbc.g_01546
OG0000533	Syat.g_03180	Prbc.g_01547
OG0000534	Syat.g_03181	Prbc.g_01548
OG0000535	Syat.g_03182	Prbc.g_01549
OG0000536	Syat.g_03183	Prbc.g_01550
OG0000537	Syat.g_03185	Prbc.g_01551
OG0000538	Syat.g_03204	Prbc.g_01580
OG0000539	Syat.g_03206	Prbc.g_01581
OG0000540	Syat.g_03207	Prbc.g_01582
OG0000541	Syat.g_03208	Prbc.g_01583
OG0000542	Syat.g_03213	Prbc.g_01585
OG0000543	Syat.g_03215	Prbc.g_01587
OG0000544	Syat.g_03216	Prbc.g_01588
OG0000545	Syat.g_03218	Prbc.g_01590
OG0000546	Syat.g_03220	Prbc.g_01593
OG0000547	Syat.g_03222	Prbc.g_01595
OG0000548	Syat.g_03223	Prbc.g_01596
OG0000549	Syat.g_01795	Prbc.g_01599
OG0000550	Syat.g_01107	Prbc.g_01603
OG0000551	Syat.g_01103	Prbc.g_01606
OG0000552	Syat.g_01102	Prbc.g_01607
OG0000553	Syat.g_01098	Prbc.g_01608
OG0000554	Syat.g_03271	Prbc.g_01613
OG0000555	Syat.g_00093	Prbc.g_01621
OG0000556	Syat.g_00088	Prbc.g_01623
OG0000557	Syat.g_00083	Prbc.g_01624
OG0000558	Syat.g_00081	Prbc.g_01627
OG0000559	Syat.g_00077	Prbc.g_01631
OG0000560	Syat.g_00074	Prbc.g_01634
OG0000561	Syat.g_00073	Prbc.g_01635
OG0000562	Syat.g_00072	Prbc.g_01636
OG0000563	Syat.g_00071	Prbc.g_01637
OG0000564	Syat.g_00070	Prbc.g_01638
OG0000565	Syat.g_00067	Prbc.g_01641
OG0000566	Syat.g_00063	Prbc.g_01643
OG0000567	Syat.g_00059	Prbc.g_01647
OG0000568	Syat.g_00057	Prbc.g_01648
OG0000569	Syat.g_00056	Prbc.g_01649
OG0000570	Syat.g_00055	Prbc.g_01650
OG0000571	Syat.g_00052	Prbc.g_01652
OG0000572	Syat.g_00033	Prbc.g_01663
OG0000573	Syat.g_00024	Prbc.g_01668
OG0000574	Syat.g_00023	Prbc.g_01670
OG0000575	Syat.g_00018	Prbc.g_01673
OG0000576	Syat.g_00014	Prbc.g_01675
OG0000577	Syat.g_00013	Prbc.g_01676
