Orthogroup	Syat	Prae
OG0000156	Syat.g_03228	Prae.g_01317
OG0000157	Syat.g_02012, Syat.g_03227	Prae.g_01318
OG0000158	Syat.g_02163	Prae.g_01426
OG0000159	Syat.g_01187	Prae.g_01438
OG0000160	Syat.g_01224	Prae.g_01460
OG0000161	Syat.g_01180	Prae.g_01466
OG0000162	Syat.g_01281	Prae.g_01472
OG0000163	Syat.g_02979	Prae.g_01506
OG0000164	Syat.g_03040	Prae.g_01647
OG0000165	Syat.g_03033	Prae.g_01654
OG0000166	Syat.g_01822	Prae.g_01722
OG0000167	Syat.g_02148	Prae.g_01789
OG0000168	Syat.g_02164	Prae.g_01799
OG0000169	Syat.g_02192	Prae.g_01809
OG0000170	Syat.g_02201	Prae.g_01811
OG0000171	Syat.g_02230	Prae.g_01830
OG0000172	Syat.g_02260	Prae.g_01838
OG0000173	Syat.g_02284	Prae.g_01853
OG0000174	Syat.g_02504	Prae.g_01881
OG0000175	Syat.g_02416	Prae.g_01891
OG0000176	Syat.g_02372	Prae.g_00004
OG0000177	Syat.g_02338	Prae.g_00005
OG0000178	Syat.g_02337	Prae.g_00006
OG0000179	Syat.g_02322	Prae.g_00016
OG0000180	Syat.g_02321	Prae.g_00017
OG0000181	Syat.g_02320	Prae.g_00018
OG0000182	Syat.g_02319	Prae.g_00019
OG0000183	Syat.g_02315	Prae.g_00023
OG0000184	Syat.g_02704	Prae.g_00048
OG0000185	Syat.g_02719	Prae.g_00051
OG0000186	Syat.g_01463	Prae.g_00064
OG0000187	Syat.g_01467	Prae.g_00065
OG0000188	Syat.g_01489	Prae.g_00082
OG0000189	Syat.g_01557	Prae.g_00096
OG0000190	Syat.g_00330	Prae.g_00097
OG0000191	Syat.g_03344, Syat.g_02939	Prae.g_00117
OG0000192	Syat.g_02933	Prae.g_00121
OG0000193	Syat.g_02897	Prae.g_00149
OG0000194	Syat.g_02894	Prae.g_00152
OG0000195	Syat.g_02892	Prae.g_00154
OG0000196	Syat.g_02867	Prae.g_00164
OG0000197	Syat.g_02866	Prae.g_00165
OG0000198	Syat.g_02865	Prae.g_00166
OG0000199	Syat.g_02857	Prae.g_00173
OG0000200	Syat.g_02840	Prae.g_00187
OG0000201	Syat.g_02821	Prae.g_00195
OG0000202	Syat.g_02820	Prae.g_00196
OG0000203	Syat.g_02819	Prae.g_00197
OG0000204	Syat.g_02818	Prae.g_00198
OG0000205	Syat.g_02809	Prae.g_00205
OG0000206	Syat.g_02785	Prae.g_00210
OG0000207	Syat.g_02778	Prae.g_00212
OG0000208	Syat.g_02777	Prae.g_00213
OG0000209	Syat.g_02735	Prae.g_00222
OG0000210	Syat.g_02734	Prae.g_00223
OG0000211	Syat.g_01452	Prae.g_00236
OG0000212	Syat.g_01442	Prae.g_00243
OG0000213	Syat.g_01889	Prae.g_00260
OG0000214	Syat.g_02042	Prae.g_00270
OG0000215	Syat.g_02075	Prae.g_00293
OG0000216	Syat.g_02079	Prae.g_00295
OG0000217	Syat.g_02085	Prae.g_00298
OG0000218	Syat.g_02087	Prae.g_00300
OG0000219	Syat.g_02088	Prae.g_00301
OG0000220	Syat.g_02089	Prae.g_00302
OG0000221	Syat.g_02095	Prae.g_00303
OG0000222	Syat.g_02109	Prae.g_00311
OG0000223	Syat.g_02570	Prae.g_00324
OG0000224	Syat.g_02139	Prae.g_00326
OG0000225	Syat.g_01595	Prae.g_00345
OG0000226	Syat.g_01588	Prae.g_00349
OG0000228	Syat.g_02952	Prae.g_00354
OG0000229	Syat.g_02970	Prae.g_00410
OG0000230	Syat.g_02972	Prae.g_00412
OG0000231	Syat.g_01283	Prae.g_00423
OG0000232	Syat.g_01313	Prae.g_00432
OG0000233	Syat.g_01407	Prae.g_00437
OG0000234	Syat.g_01369	Prae.g_00450
OG0000235	Syat.g_03169	Prae.g_00453
OG0000236	Syat.g_03186	Prae.g_00467
OG0000237	Syat.g_03214	Prae.g_00480
OG0000238	Syat.g_03219	Prae.g_00486
OG0000239	Syat.g_01105	Prae.g_00499
OG0000240	Syat.g_01104	Prae.g_00500
OG0000241	Syat.g_00111	Prae.g_00504
OG0000242	Syat.g_01077	Prae.g_00506
OG0000243	Syat.g_00092	Prae.g_00518
OG0000244	Syat.g_00082	Prae.g_00521
OG0000245	Syat.g_00080	Prae.g_00523
OG0000246	Syat.g_00076	Prae.g_00527
OG0000247	Syat.g_00065	Prae.g_00537
OG0000248	Syat.g_00062	Prae.g_00539
OG0000249	Syat.g_00060	Prae.g_00541
OG0000250	Syat.g_00053	Prae.g_00546
OG0000251	Syat.g_00027	Prae.g_00565
OG0000252	Syat.g_00022	Prae.g_00568
OG0000253	Syat.g_00021	Prae.g_00569
OG0000254	Syat.g_03407	Prae.g_00585
OG0000255	Syat.g_02405	Prae.g_00591
OG0000256	Syat.g_03306	Prae.g_00601
OG0000257	Syat.g_00109	Prae.g_00604
OG0000258	Syat.g_00382	Prae.g_00617
OG0000259	Syat.g_00342	Prae.g_00634
OG0000260	Syat.g_00392	Prae.g_00637
OG0000261	Syat.g_00400	Prae.g_00639
OG0000262	Syat.g_00407	Prae.g_00643
OG0000263	Syat.g_00200	Prae.g_00655
OG0000266	Syat.g_00671	Prae.g_00721
OG0000267	Syat.g_00636	Prae.g_00732
OG0000268	Syat.g_00634	Prae.g_00733
OG0000269	Syat.g_00474, Syat.g_00126	Prae.g_00801
OG0000270	Syat.g_00477	Prae.g_00804
OG0000271	Syat.g_00485	Prae.g_00812
OG0000272	Syat.g_00486	Prae.g_00813
OG0000273	Syat.g_00520	Prae.g_00836
OG0000274	Syat.g_00521	Prae.g_00837
OG0000275	Syat.g_00718	Prae.g_00839
OG0000276	Syat.g_00725	Prae.g_00844
OG0000277	Syat.g_00738	Prae.g_00845
OG0000278	Syat.g_00741	Prae.g_00848
OG0000279	Syat.g_00755	Prae.g_00855
OG0000280	Syat.g_01669	Prae.g_00856
OG0000281	Syat.g_00960	Prae.g_00861
OG0000282	Syat.g_00431	Prae.g_00910
OG0000283	Syat.g_00620	Prae.g_00941
OG0000284	Syat.g_00614	Prae.g_00946
OG0000285	Syat.g_00607	Prae.g_00951
OG0000286	Syat.g_00579	Prae.g_00963
OG0000287	Syat.g_00550	Prae.g_00980
OG0000288	Syat.g_00709	Prae.g_01013
OG0000289	Syat.g_00695	Prae.g_01024
OG0000290	Syat.g_00805	Prae.g_01037
OG0000292	Syat.g_02388	Prae.g_01090
OG0000293	Syat.g_03241	Prae.g_01154
OG0000294	Syat.g_03248	Prae.g_01155
OG0000295	Syat.g_00297	Prae.g_01175
OG0000296	Syat.g_00295	Prae.g_01177
OG0000299	Syat.g_00910	Prae.g_01203
OG0000300	Syat.g_00904	Prae.g_01206
OG0000301	Syat.g_00903	Prae.g_01207
OG0000302	Syat.g_00901	Prae.g_01209
OG0000303	Syat.g_00892	Prae.g_01216
OG0000304	Syat.g_00885	Prae.g_01220
OG0000305	Syat.g_00809	Prae.g_01360
OG0000306	Syat.g_01704	Prae.g_01363
OG0000307	Syat.g_01304	Prae.g_01377
OG0000308	Syat.g_01306	Prae.g_01378
OG0000309	Syat.g_01417	Prae.g_01382
OG0000310	Syat.g_01246	Prae.g_01444
OG0000311	Syat.g_01242	Prae.g_01446
OG0000312	Syat.g_01237	Prae.g_01449
OG0000313	Syat.g_01183	Prae.g_01463
OG0000314	Syat.g_01341	Prae.g_01486
OG0000315	Syat.g_01351	Prae.g_01496
OG0000316	Syat.g_03082	Prae.g_01516
OG0000317	Syat.g_03120	Prae.g_01621
OG0000318	Syat.g_03125	Prae.g_01624
OG0000319	Syat.g_03055	Prae.g_01637
OG0000320	Syat.g_03053	Prae.g_01639
OG0000321	Syat.g_03052	Prae.g_01640
OG0000322	Syat.g_03051	Prae.g_01641
OG0000323	Syat.g_03038	Prae.g_01650
OG0000324	Syat.g_02998	Prae.g_01676
OG0000325	Syat.g_01861	Prae.g_01687
OG0000326	Syat.g_01854	Prae.g_01693
OG0000327	Syat.g_01827	Prae.g_01717
OG0000328	Syat.g_01826	Prae.g_01718
OG0000329	Syat.g_01808	Prae.g_01735
OG0000330	Syat.g_01807	Prae.g_01736
OG0000331	Syat.g_01806	Prae.g_01737
OG0000332	Syat.g_01790	Prae.g_01751
OG0000333	Syat.g_01787	Prae.g_01753
OG0000334	Syat.g_01657	Prae.g_01761
OG0000335	Syat.g_01652	Prae.g_01767
OG0000336	Syat.g_01648	Prae.g_01771
OG0000337	Syat.g_02144	Prae.g_01787
OG0000338	Syat.g_02146	Prae.g_01788
OG0000339	Syat.g_02155, Syat.g_01055	Prae.g_01792
OG0000340	Syat.g_02165	Prae.g_01800
OG0000341	Syat.g_02167	Prae.g_01802
OG0000342	Syat.g_02168	Prae.g_01803
OG0000343	Syat.g_02185	Prae.g_01804
OG0000344	Syat.g_02189	Prae.g_01807
OG0000345	Syat.g_02202	Prae.g_01812
OG0000346	Syat.g_02207	Prae.g_01816
OG0000347	Syat.g_02234	Prae.g_01832
OG0000348	Syat.g_02264	Prae.g_01841
OG0000349	Syat.g_02291	Prae.g_01858
OG0000350	Syat.g_01847	Prae.g_01877
OG0000351	Syat.g_02411	Prae.g_01894
OG0000352	Syat.g_02410	Prae.g_01895
OG0000353	Syat.g_00955, Syat.g_02377	Prae.g_01910
OG0000354	Syat.g_02325	Prae.g_00689
OG0000355	Syat.g_02375	Prae.g_00001
OG0000356	Syat.g_02374	Prae.g_00002
OG0000357	Syat.g_02373	Prae.g_00003
OG0000358	Syat.g_02336	Prae.g_00007
OG0000359	Syat.g_02334	Prae.g_00008
OG0000360	Syat.g_02333	Prae.g_00009
OG0000361	Syat.g_02332	Prae.g_00010
OG0000362	Syat.g_02330	Prae.g_00012
OG0000363	Syat.g_02328	Prae.g_00014
OG0000364	Syat.g_03122	Prae.g_00015
OG0000365	Syat.g_02318	Prae.g_00020
OG0000366	Syat.g_02317	Prae.g_00021
OG0000367	Syat.g_02316	Prae.g_00022
OG0000368	Syat.g_02314	Prae.g_00024
OG0000369	Syat.g_02313	Prae.g_00025
OG0000370	Syat.g_02312	Prae.g_00026
OG0000371	Syat.g_02304	Prae.g_00032
OG0000372	Syat.g_02298	Prae.g_00035
OG0000373	Syat.g_02297	Prae.g_00036
OG0000374	Syat.g_02296	Prae.g_00037
OG0000375	Syat.g_02295	Prae.g_00042
OG0000376	Syat.g_02293	Prae.g_00044
OG0000377	Syat.g_02695	Prae.g_00047
OG0000378	Syat.g_02715	Prae.g_00049
OG0000379	Syat.g_02720	Prae.g_00052
OG0000380	Syat.g_01468	Prae.g_00066
OG0000381	Syat.g_01470	Prae.g_00070
OG0000382	Syat.g_01488	Prae.g_00081
OG0000383	Syat.g_01521	Prae.g_00083
OG0000384	Syat.g_01522	Prae.g_00084
OG0000385	Syat.g_01523	Prae.g_00085
OG0000386	Syat.g_01524	Prae.g_00086
OG0000387	Syat.g_01561	Prae.g_00099
OG0000388	Syat.g_01565	Prae.g_00102
OG0000389	Syat.g_01569	Prae.g_00105
OG0000390	Syat.g_02945	Prae.g_00112
OG0000391	Syat.g_02940	Prae.g_00116
OG0000392	Syat.g_02934	Prae.g_00120
OG0000393	Syat.g_02931	Prae.g_00122
OG0000394	Syat.g_02930	Prae.g_00123
OG0000395	Syat.g_02929	Prae.g_00124
OG0000396	Syat.g_02927	Prae.g_00127
OG0000397	Syat.g_02925	Prae.g_00129
OG0000398	Syat.g_02920	Prae.g_00131
OG0000399	Syat.g_02919	Prae.g_00132
OG0000400	Syat.g_02918	Prae.g_00133
OG0000401	Syat.g_02917	Prae.g_00134
OG0000402	Syat.g_02915	Prae.g_00136
OG0000403	Syat.g_02914	Prae.g_00137
OG0000404	Syat.g_02913	Prae.g_00138
OG0000405	Syat.g_02900	Prae.g_00142
OG0000406	Syat.g_02896	Prae.g_00150
OG0000407	Syat.g_02895	Prae.g_00151
OG0000408	Syat.g_02893	Prae.g_00153
OG0000409	Syat.g_02891	Prae.g_00155
OG0000410	Syat.g_02890	Prae.g_00156
OG0000411	Syat.g_02889	Prae.g_00157
OG0000412	Syat.g_02888	Prae.g_00158
OG0000413	Syat.g_02886	Prae.g_00159
OG0000414	Syat.g_02885	Prae.g_00160
OG0000415	Syat.g_02884	Prae.g_00161
OG0000416	Syat.g_02883	Prae.g_00162
OG0000417	Syat.g_02868	Prae.g_00163
OG0000418	Syat.g_02863	Prae.g_00168
OG0000419	Syat.g_02861	Prae.g_00170
OG0000420	Syat.g_02859	Prae.g_00171
OG0000421	Syat.g_02855	Prae.g_00176
OG0000422	Syat.g_02854	Prae.g_00177
OG0000423	Syat.g_02853	Prae.g_00178
OG0000424	Syat.g_02852	Prae.g_00179
OG0000425	Syat.g_02851	Prae.g_00180
OG0000426	Syat.g_02850	Prae.g_00181
OG0000427	Syat.g_02849	Prae.g_00182
OG0000428	Syat.g_02846	Prae.g_00184
OG0000429	Syat.g_02843	Prae.g_00185
OG0000430	Syat.g_02841	Prae.g_00186
OG0000431	Syat.g_02838	Prae.g_00188
OG0000432	Syat.g_02832	Prae.g_00191
OG0000433	Syat.g_02829	Prae.g_00192
OG0000434	Syat.g_02828	Prae.g_00193
OG0000435	Syat.g_02824	Prae.g_00194
OG0000436	Syat.g_02817	Prae.g_00199
OG0000437	Syat.g_02558	Prae.g_00200
OG0000438	Syat.g_02813	Prae.g_00201
OG0000439	Syat.g_02811	Prae.g_00203
OG0000440	Syat.g_02810	Prae.g_00204
OG0000441	Syat.g_02807	Prae.g_00207
OG0000442	Syat.g_02797	Prae.g_00208
OG0000443	Syat.g_02787	Prae.g_00209
OG0000444	Syat.g_02756	Prae.g_00214
OG0000445	Syat.g_02755	Prae.g_00215
OG0000446	Syat.g_02753	Prae.g_00216
OG0000447	Syat.g_02749	Prae.g_00217
OG0000448	Syat.g_02748	Prae.g_00218
OG0000449	Syat.g_02747	Prae.g_00219
OG0000450	Syat.g_02738	Prae.g_00220
OG0000451	Syat.g_02737	Prae.g_00221
OG0000452	Syat.g_02732	Prae.g_00224
OG0000453	Syat.g_02731	Prae.g_00225
OG0000454	Syat.g_02730	Prae.g_00226
OG0000455	Syat.g_02729	Prae.g_00227
OG0000456	Syat.g_02728	Prae.g_00228
OG0000457	Syat.g_02726	Prae.g_00229
OG0000458	Syat.g_02725	Prae.g_00230
OG0000459	Syat.g_02724	Prae.g_00231
OG0000460	Syat.g_01450	Prae.g_00238
OG0000461	Syat.g_01866	Prae.g_00245
OG0000462	Syat.g_01868	Prae.g_00247
OG0000463	Syat.g_01869	Prae.g_00248
OG0000464	Syat.g_01870	Prae.g_00249
OG0000465	Syat.g_01872	Prae.g_00250
OG0000466	Syat.g_01877	Prae.g_00253
OG0000467	Syat.g_01878	Prae.g_00254
OG0000468	Syat.g_01884	Prae.g_00256
OG0000469	Syat.g_02000	Prae.g_00265
OG0000470	Syat.g_02038	Prae.g_00267
OG0000471	Syat.g_02039	Prae.g_00268
OG0000472	Syat.g_02041	Prae.g_00269
OG0000473	Syat.g_02043	Prae.g_00271
OG0000474	Syat.g_02044	Prae.g_00272
OG0000475	Syat.g_02045	Prae.g_00273
OG0000476	Syat.g_02047	Prae.g_00274
OG0000477	Syat.g_02053	Prae.g_00276
OG0000478	Syat.g_02054	Prae.g_00277
OG0000479	Syat.g_02056	Prae.g_00278
OG0000480	Syat.g_02063	Prae.g_00283
OG0000481	Syat.g_02066	Prae.g_00285
OG0000482	Syat.g_02067	Prae.g_00286
OG0000483	Syat.g_02071	Prae.g_00289
OG0000484	Syat.g_02072	Prae.g_00290
OG0000485	Syat.g_02073	Prae.g_00291
OG0000486	Syat.g_02074	Prae.g_00292
OG0000487	Syat.g_02080	Prae.g_00296
OG0000488	Syat.g_02086	Prae.g_00299
OG0000489	Syat.g_02097	Prae.g_00304
OG0000490	Syat.g_02106	Prae.g_00309
OG0000491	Syat.g_02107	Prae.g_00310
OG0000492	Syat.g_02110	Prae.g_00312
OG0000493	Syat.g_02111	Prae.g_00313
OG0000494	Syat.g_02112	Prae.g_00314
OG0000495	Syat.g_02120	Prae.g_00315
OG0000496	Syat.g_02121	Prae.g_00316
OG0000497	Syat.g_02122	Prae.g_00317
OG0000498	Syat.g_02123	Prae.g_00318
OG0000499	Syat.g_02124	Prae.g_00319
OG0000500	Syat.g_02125	Prae.g_00320
OG0000501	Syat.g_02128	Prae.g_00322
OG0000502	Syat.g_02135	Prae.g_00325
OG0000503	Syat.g_01614	Prae.g_00335
OG0000504	Syat.g_01612	Prae.g_00336
OG0000505	Syat.g_01611	Prae.g_00337
OG0000506	Syat.g_01609	Prae.g_00338
OG0000507	Syat.g_01603	Prae.g_00341
OG0000508	Syat.g_01596	Prae.g_00344
OG0000509	Syat.g_01591	Prae.g_00346
OG0000510	Syat.g_01590	Prae.g_00347
OG0000511	Syat.g_01589	Prae.g_00348
OG0000512	Syat.g_01587	Prae.g_00350
OG0000513	Syat.g_02957	Prae.g_00357
OG0000514	Syat.g_02962	Prae.g_00405
OG0000515	Syat.g_02963	Prae.g_00406
OG0000516	Syat.g_02965	Prae.g_00407
OG0000517	Syat.g_02969	Prae.g_00409
OG0000518	Syat.g_01286	Prae.g_00420
OG0000519	Syat.g_01285	Prae.g_00421
OG0000520	Syat.g_01284	Prae.g_00422
OG0000521	Syat.g_01319	Prae.g_00427
OG0000522	Syat.g_01317	Prae.g_00429
OG0000523	Syat.g_01316	Prae.g_00430
OG0000524	Syat.g_01409	Prae.g_00435
OG0000525	Syat.g_01382	Prae.g_00438
OG0000526	Syat.g_01380	Prae.g_00439
OG0000527	Syat.g_01373	Prae.g_00447
OG0000528	Syat.g_03167	Prae.g_00452
OG0000529	Syat.g_03171	Prae.g_00455
OG0000530	Syat.g_03174	Prae.g_00458
OG0000531	Syat.g_03175	Prae.g_00459
OG0000532	Syat.g_03178	Prae.g_00461
OG0000533	Syat.g_03180	Prae.g_00462
OG0000534	Syat.g_03181	Prae.g_00463
OG0000535	Syat.g_03182	Prae.g_00464
OG0000536	Syat.g_03183	Prae.g_00465
OG0000537	Syat.g_03185	Prae.g_00466
OG0000538	Syat.g_03204	Prae.g_00474
OG0000539	Syat.g_03206	Prae.g_00475
OG0000540	Syat.g_03207	Prae.g_00476
OG0000541	Syat.g_03208	Prae.g_00477
OG0000542	Syat.g_03213	Prae.g_00479
OG0000543	Syat.g_03215	Prae.g_00481
OG0000544	Syat.g_03216	Prae.g_00482
OG0000545	Syat.g_03218	Prae.g_00484
OG0000546	Syat.g_03220	Prae.g_00487
OG0000547	Syat.g_03222	Prae.g_00489
OG0000548	Syat.g_03223	Prae.g_00490
OG0000549	Syat.g_01795	Prae.g_00492
OG0000550	Syat.g_01107	Prae.g_00497
OG0000551	Syat.g_01103	Prae.g_00501
OG0000552	Syat.g_01102	Prae.g_00502
OG0000553	Syat.g_01098	Prae.g_00503
OG0000554	Syat.g_03271	Prae.g_00509
OG0000555	Syat.g_00093	Prae.g_00517
OG0000556	Syat.g_00088	Prae.g_00519
OG0000557	Syat.g_00083	Prae.g_00520
OG0000558	Syat.g_00081	Prae.g_00522
OG0000559	Syat.g_00077	Prae.g_00526
OG0000560	Syat.g_00074	Prae.g_00529
OG0000561	Syat.g_00073	Prae.g_00530
OG0000562	Syat.g_00072	Prae.g_00531
OG0000563	Syat.g_00071	Prae.g_00532
OG0000564	Syat.g_00070	Prae.g_00533
OG0000565	Syat.g_00067	Prae.g_00536
OG0000566	Syat.g_00063	Prae.g_00538
OG0000567	Syat.g_00059	Prae.g_00542
OG0000568	Syat.g_00057	Prae.g_00543
OG0000569	Syat.g_00056	Prae.g_00544
OG0000570	Syat.g_00055	Prae.g_00545
OG0000571	Syat.g_00052	Prae.g_00547
OG0000572	Syat.g_00033	Prae.g_00560
OG0000573	Syat.g_00024	Prae.g_00566
OG0000574	Syat.g_00023	Prae.g_00567
OG0000575	Syat.g_00018	Prae.g_00571
OG0000576	Syat.g_00014	Prae.g_00573
OG0000577	Syat.g_00013	Prae.g_00574
OG0000578	Syat.g_00012	Prae.g_00575
OG0000579	Syat.g_00011	Prae.g_00576
OG0000580	Syat.g_00010	Prae.g_00577
OG0000581	Syat.g_00003	Prae.g_00579
OG0000582	Syat.g_03403	Prae.g_00582
OG0000583	Syat.g_03404	Prae.g_00583
OG0000584	Syat.g_03405	Prae.g_00584
OG0000585	Syat.g_03408	Prae.g_00586
OG0000586	Syat.g_03409	Prae.g_00587
OG0000587	Syat.g_00001	Prae.g_00588
OG0000588	Syat.g_00338	Prae.g_00592
OG0000589	Syat.g_03318	Prae.g_00595
OG0000590	Syat.g_03317	Prae.g_00596
OG0000591	Syat.g_03308	Prae.g_00599
OG0000592	Syat.g_03307	Prae.g_00600
OG0000593	Syat.g_00113	Prae.g_00606
OG0000594	Syat.g_00114	Prae.g_00607
OG0000595	Syat.g_00115	Prae.g_00608
OG0000596	Syat.g_00129	Prae.g_00612
OG0000597	Syat.g_00132	Prae.g_00614
OG0000598	Syat.g_00133	Prae.g_00615
OG0000599	Syat.g_00381	Prae.g_00618
OG0000600	Syat.g_00380	Prae.g_00619
OG0000601	Syat.g_00379	Prae.g_00620
OG0000602	Syat.g_00375	Prae.g_00622
OG0000603	Syat.g_00374	Prae.g_00623
OG0000604	Syat.g_00372	Prae.g_00624
OG0000605	Syat.g_00370	Prae.g_00625
OG0000606	Syat.g_00367	Prae.g_00628
OG0000607	Syat.g_00364	Prae.g_00631
OG0000608	Syat.g_00363	Prae.g_00632
OG0000609	Syat.g_00344	Prae.g_00633
OG0000610	Syat.g_00399	Prae.g_00638
OG0000611	Syat.g_00402	Prae.g_00641
OG0000612	Syat.g_00403	Prae.g_00642
