Orthogroup	Syat	Prbg
OG0000129	Syat.g_02693, Syat.g_02694	Prbg.g_00829
OG0000130	Syat.g_01469	Prbg.g_00800
OG0000131	Syat.g_02898	Prbg.g_00922
OG0000132	Syat.g_02864	Prbg.g_00942
OG0000133	Syat.g_00588	Prbg.g_00100
OG0000134	Syat.g_02956	Prbg.g_00139
OG0000135	Syat.g_02501	Prbg.g_00459
OG0000136	Syat.g_01292	Prbg.g_00161
OG0000137	Syat.g_01371	Prbg.g_00194
OG0000138	Syat.g_03188	Prbg.g_00214
OG0000140	Syat.g_03280	Prbg.g_00255
OG0000141	Syat.g_03398	Prbg.g_00327
OG0000142	Syat.g_00117	Prbg.g_01422
OG0000143	Syat.g_00130	Prbg.g_01418
OG0000144	Syat.g_00369	Prbg.g_01404
OG0000145	Syat.g_03202	Prbg.g_00461
OG0000146	Syat.g_00594	Prbg.g_00365
OG0000147	Syat.g_00595	Prbg.g_00364
OG0000148	Syat.g_00503	Prbg.g_01176
OG0000149	Syat.g_00747	Prbg.g_01208
OG0000150	Syat.g_03399	Prbg.g_01218
OG0000151	Syat.g_00801, Syat.g_00440	Prbg.g_01094
OG0000152	Syat.g_00578	Prbg.g_01287
OG0000153	Syat.g_00542	Prbg.g_01306
OG0000154	Syat.g_00708	Prbg.g_01326
OG0000155	Syat.g_00287	Prbg.g_01465
OG0000156	Syat.g_03228	Prbg.g_00466
OG0000157	Syat.g_02012, Syat.g_03227	Prbg.g_00467
OG0000158	Syat.g_02163	Prbg.g_01829
OG0000159	Syat.g_01187	Prbg.g_00809
OG0000160	Syat.g_01224	Prbg.g_00592
OG0000161	Syat.g_01180	Prbg.g_00598
OG0000162	Syat.g_01281	Prbg.g_00604
OG0000163	Syat.g_02979	Prbg.g_00643
OG0000164	Syat.g_03040	Prbg.g_01674
OG0000165	Syat.g_03033	Prbg.g_01681
OG0000166	Syat.g_01822	Prbg.g_01748
OG0000167	Syat.g_02148	Prbg.g_01819
OG0000168	Syat.g_02164	Prbg.g_01830
OG0000169	Syat.g_02192	Prbg.g_01840
OG0000170	Syat.g_02201	Prbg.g_01843
OG0000171	Syat.g_02230	Prbg.g_01863
OG0000172	Syat.g_02260	Prbg.g_01870
OG0000173	Syat.g_02284	Prbg.g_01885
OG0000174	Syat.g_02504	Prbg.g_01915
OG0000175	Syat.g_02416	Prbg.g_01928
OG0000176	Syat.g_02372	Prbg.g_00771
OG0000177	Syat.g_02338	Prbg.g_00772
OG0000178	Syat.g_02337	Prbg.g_00773
OG0000179	Syat.g_02322	Prbg.g_00858
OG0000180	Syat.g_02321	Prbg.g_00857
OG0000181	Syat.g_02320	Prbg.g_00856
OG0000182	Syat.g_02319	Prbg.g_00855
OG0000183	Syat.g_02315	Prbg.g_00851
OG0000184	Syat.g_02704	Prbg.g_00825
OG0000185	Syat.g_02719	Prbg.g_00822
OG0000186	Syat.g_01463	Prbg.g_00806
OG0000187	Syat.g_01467	Prbg.g_00805
OG0000188	Syat.g_01489	Prbg.g_00788
OG0000189	Syat.g_01557	Prbg.g_00866
OG0000190	Syat.g_00330	Prbg.g_00868
OG0000191	Syat.g_03344, Syat.g_02939	Prbg.g_00891
OG0000192	Syat.g_02933	Prbg.g_00896
OG0000193	Syat.g_02897	Prbg.g_00923
OG0000194	Syat.g_02894	Prbg.g_00926
OG0000195	Syat.g_02892	Prbg.g_00928
OG0000196	Syat.g_02867	Prbg.g_00939
OG0000197	Syat.g_02866	Prbg.g_00940
OG0000198	Syat.g_02865	Prbg.g_00941
OG0000199	Syat.g_02857	Prbg.g_00948
OG0000200	Syat.g_02840	Prbg.g_00962
OG0000201	Syat.g_02821	Prbg.g_00971
OG0000202	Syat.g_02820	Prbg.g_00972
OG0000203	Syat.g_02819	Prbg.g_00973
OG0000204	Syat.g_02818	Prbg.g_00974
OG0000205	Syat.g_02809	Prbg.g_00981
OG0000206	Syat.g_02785	Prbg.g_00986
OG0000207	Syat.g_02778	Prbg.g_00989
OG0000208	Syat.g_02777	Prbg.g_00990
OG0000209	Syat.g_02735	Prbg.g_00999
OG0000210	Syat.g_02734	Prbg.g_01000
OG0000211	Syat.g_01452	Prbg.g_01015
OG0000212	Syat.g_01442	Prbg.g_01023
OG0000213	Syat.g_01889	Prbg.g_01041
OG0000214	Syat.g_02042	Prbg.g_00046
OG0000215	Syat.g_02075	Prbg.g_00073
OG0000216	Syat.g_02079	Prbg.g_00074
OG0000217	Syat.g_02085	Prbg.g_00077
OG0000218	Syat.g_02087	Prbg.g_00079
OG0000219	Syat.g_02088	Prbg.g_00080
OG0000220	Syat.g_02089	Prbg.g_00081
OG0000221	Syat.g_02095	Prbg.g_00082
OG0000222	Syat.g_02109	Prbg.g_00089
OG0000223	Syat.g_02570	Prbg.g_00101
OG0000224	Syat.g_02139	Prbg.g_00103
OG0000225	Syat.g_01595	Prbg.g_00129
OG0000226	Syat.g_01588	Prbg.g_01941
OG0000228	Syat.g_02952	Prbg.g_00136
OG0000229	Syat.g_02970	Prbg.g_00156
OG0000230	Syat.g_02972	Prbg.g_00158
OG0000231	Syat.g_01283	Prbg.g_00169
OG0000232	Syat.g_01313	Prbg.g_00180
OG0000233	Syat.g_01407	Prbg.g_00186
OG0000234	Syat.g_01369	Prbg.g_00195
OG0000235	Syat.g_03169	Prbg.g_00198
OG0000236	Syat.g_03186	Prbg.g_00212
OG0000237	Syat.g_03214	Prbg.g_00225
OG0000238	Syat.g_03219	Prbg.g_00231
OG0000239	Syat.g_01105	Prbg.g_00242
OG0000240	Syat.g_01104	Prbg.g_00243
OG0000241	Syat.g_00111	Prbg.g_00247
OG0000242	Syat.g_01077	Prbg.g_00249
OG0000243	Syat.g_00092	Prbg.g_00260
OG0000244	Syat.g_00082	Prbg.g_00264
OG0000245	Syat.g_00080	Prbg.g_00266
OG0000246	Syat.g_00076	Prbg.g_00270
OG0000247	Syat.g_00065	Prbg.g_00280
OG0000248	Syat.g_00062	Prbg.g_00283
OG0000249	Syat.g_00060	Prbg.g_00285
OG0000250	Syat.g_00053	Prbg.g_00290
OG0000251	Syat.g_00027	Prbg.g_00310
OG0000252	Syat.g_00022	Prbg.g_00313
OG0000253	Syat.g_00021	Prbg.g_00314
OG0000254	Syat.g_03407	Prbg.g_00331
OG0000255	Syat.g_02405	Prbg.g_00337
OG0000256	Syat.g_03306	Prbg.g_00347
OG0000257	Syat.g_00109	Prbg.g_01427
OG0000258	Syat.g_00382	Prbg.g_01413
OG0000259	Syat.g_00342	Prbg.g_01396
OG0000260	Syat.g_00392	Prbg.g_01393
OG0000261	Syat.g_00400	Prbg.g_01390
OG0000262	Syat.g_00407	Prbg.g_01386
OG0000263	Syat.g_00200	Prbg.g_01122
OG0000266	Syat.g_00671	Prbg.g_01367
OG0000267	Syat.g_00636	Prbg.g_01355
OG0000268	Syat.g_00634	Prbg.g_01354
OG0000269	Syat.g_00474, Syat.g_00126	Prbg.g_01154
OG0000270	Syat.g_00477	Prbg.g_01157
OG0000271	Syat.g_00485	Prbg.g_01165
OG0000272	Syat.g_00486	Prbg.g_01166
OG0000273	Syat.g_00520	Prbg.g_01190
OG0000274	Syat.g_00521	Prbg.g_01191
OG0000275	Syat.g_00718	Prbg.g_01194
OG0000276	Syat.g_00725	Prbg.g_01200
OG0000277	Syat.g_00738	Prbg.g_01201
OG0000278	Syat.g_00741	Prbg.g_01204
OG0000279	Syat.g_00755	Prbg.g_01211
OG0000280	Syat.g_01669	Prbg.g_01212
OG0000281	Syat.g_00960	Prbg.g_01219
OG0000282	Syat.g_00431	Prbg.g_01086
OG0000283	Syat.g_00620	Prbg.g_01263
OG0000284	Syat.g_00614	Prbg.g_01268
OG0000285	Syat.g_00607	Prbg.g_01273
OG0000286	Syat.g_00579	Prbg.g_01286
OG0000287	Syat.g_00550	Prbg.g_01552
OG0000288	Syat.g_00709	Prbg.g_01325
OG0000289	Syat.g_00695	Prbg.g_01341
OG0000290	Syat.g_00805	Prbg.g_01237
OG0000292	Syat.g_02388	Prbg.g_01531
OG0000293	Syat.g_03241	Prbg.g_01496
OG0000294	Syat.g_03248	Prbg.g_01495
OG0000295	Syat.g_00297	Prbg.g_01472
OG0000296	Syat.g_00295	Prbg.g_01470
OG0000299	Syat.g_00910	Prbg.g_01441
OG0000300	Syat.g_00904	Prbg.g_01438
OG0000301	Syat.g_00903	Prbg.g_01437
OG0000302	Syat.g_00901	Prbg.g_01435
OG0000303	Syat.g_00892	Prbg.g_01429
OG0000304	Syat.g_00885	Prbg.g_00352
OG0000305	Syat.g_00809	Prbg.g_01529
OG0000306	Syat.g_01704	Prbg.g_01223
OG0000307	Syat.g_01304	Prbg.g_00538
OG0000308	Syat.g_01306	Prbg.g_00539
OG0000309	Syat.g_01417	Prbg.g_00543
OG0000310	Syat.g_01246	Prbg.g_00577
OG0000311	Syat.g_01242	Prbg.g_00579
OG0000312	Syat.g_01237	Prbg.g_00582
OG0000313	Syat.g_01183	Prbg.g_00595
OG0000314	Syat.g_01341	Prbg.g_00618
OG0000315	Syat.g_01351	Prbg.g_00628
OG0000316	Syat.g_03082	Prbg.g_00653
OG0000317	Syat.g_03120	Prbg.g_01647
OG0000318	Syat.g_03125	Prbg.g_01651
OG0000319	Syat.g_03055	Prbg.g_01664
OG0000320	Syat.g_03053	Prbg.g_01666
OG0000321	Syat.g_03052	Prbg.g_01667
OG0000322	Syat.g_03051	Prbg.g_01668
OG0000323	Syat.g_03038	Prbg.g_01677
OG0000324	Syat.g_02998	Prbg.g_01704
OG0000325	Syat.g_01861	Prbg.g_01715
OG0000326	Syat.g_01854	Prbg.g_01722
OG0000327	Syat.g_01827	Prbg.g_01743
OG0000328	Syat.g_01826	Prbg.g_01744
OG0000329	Syat.g_01808	Prbg.g_01761
OG0000330	Syat.g_01807	Prbg.g_01762
OG0000331	Syat.g_01806	Prbg.g_01763
OG0000332	Syat.g_01790	Prbg.g_01777
OG0000333	Syat.g_01787	Prbg.g_01779
OG0000334	Syat.g_01657	Prbg.g_01788
OG0000335	Syat.g_01652	Prbg.g_01793
OG0000336	Syat.g_01648	Prbg.g_01797
OG0000337	Syat.g_02144	Prbg.g_01815
OG0000338	Syat.g_02146	Prbg.g_01816
OG0000339	Syat.g_02155, Syat.g_01055	Prbg.g_01822
OG0000340	Syat.g_02165	Prbg.g_01831
OG0000341	Syat.g_02167	Prbg.g_01833
OG0000342	Syat.g_02168	Prbg.g_01834
OG0000343	Syat.g_02185	Prbg.g_01835
OG0000344	Syat.g_02189	Prbg.g_01838
OG0000345	Syat.g_02202	Prbg.g_01844
OG0000346	Syat.g_02207	Prbg.g_01848
OG0000347	Syat.g_02234	Prbg.g_01865
OG0000348	Syat.g_02264	Prbg.g_01873
OG0000349	Syat.g_02291	Prbg.g_01891
OG0000350	Syat.g_01847	Prbg.g_00419
OG0000351	Syat.g_02411	Prbg.g_01931
OG0000352	Syat.g_02410	Prbg.g_01932
OG0000353	Syat.g_00955, Syat.g_02377	Prbg.g_00766
OG0000355	Syat.g_02375	Prbg.g_00768
OG0000356	Syat.g_02374	Prbg.g_00769
OG0000357	Syat.g_02373	Prbg.g_00770
OG0000358	Syat.g_02336	Prbg.g_00774
OG0000359	Syat.g_02334	Prbg.g_00775
OG0000360	Syat.g_02333	Prbg.g_00776
OG0000361	Syat.g_02332	Prbg.g_00777
OG0000362	Syat.g_02330	Prbg.g_00779
OG0000363	Syat.g_02328	Prbg.g_00860
OG0000364	Syat.g_03122	Prbg.g_00859
OG0000365	Syat.g_02318	Prbg.g_00854
OG0000366	Syat.g_02317	Prbg.g_00853
OG0000367	Syat.g_02316	Prbg.g_00852
OG0000368	Syat.g_02314	Prbg.g_00850
OG0000369	Syat.g_02313	Prbg.g_00849
OG0000370	Syat.g_02312	Prbg.g_00848
OG0000371	Syat.g_02304	Prbg.g_00841
OG0000372	Syat.g_02298	Prbg.g_00838
OG0000373	Syat.g_02297	Prbg.g_00837
OG0000374	Syat.g_02296	Prbg.g_00836
OG0000375	Syat.g_02295	Prbg.g_00834
OG0000376	Syat.g_02293	Prbg.g_00832
OG0000377	Syat.g_02695	Prbg.g_00828
OG0000378	Syat.g_02715	Prbg.g_00824
OG0000379	Syat.g_02720	Prbg.g_00821
OG0000380	Syat.g_01468	Prbg.g_00804
OG0000381	Syat.g_01470	Prbg.g_00799
OG0000382	Syat.g_01488	Prbg.g_00789
OG0000383	Syat.g_01521	Prbg.g_00787
OG0000384	Syat.g_01522	Prbg.g_00786
OG0000385	Syat.g_01523	Prbg.g_00785
OG0000386	Syat.g_01524	Prbg.g_00784
OG0000387	Syat.g_01561	Prbg.g_00870
OG0000388	Syat.g_01565	Prbg.g_00874
OG0000389	Syat.g_01569	Prbg.g_00877
OG0000390	Syat.g_02945	Prbg.g_00887
OG0000391	Syat.g_02940	Prbg.g_00890
OG0000392	Syat.g_02934	Prbg.g_00894
OG0000393	Syat.g_02931	Prbg.g_00897
OG0000394	Syat.g_02930	Prbg.g_00898
OG0000395	Syat.g_02929	Prbg.g_00899
OG0000396	Syat.g_02927	Prbg.g_00901
OG0000397	Syat.g_02925	Prbg.g_00903
OG0000398	Syat.g_02920	Prbg.g_00906
OG0000399	Syat.g_02919	Prbg.g_00907
OG0000400	Syat.g_02918	Prbg.g_00908
OG0000401	Syat.g_02917	Prbg.g_00909
OG0000402	Syat.g_02915	Prbg.g_01349
OG0000403	Syat.g_02914	Prbg.g_00911
OG0000404	Syat.g_02913	Prbg.g_00912
OG0000405	Syat.g_02900	Prbg.g_00916
OG0000406	Syat.g_02896	Prbg.g_00924
OG0000407	Syat.g_02895	Prbg.g_00925
OG0000408	Syat.g_02893	Prbg.g_00927
OG0000409	Syat.g_02891	Prbg.g_00929
OG0000410	Syat.g_02890	Prbg.g_00930
OG0000411	Syat.g_02889	Prbg.g_00931
OG0000412	Syat.g_02888	Prbg.g_00932
OG0000413	Syat.g_02886	Prbg.g_00934
OG0000414	Syat.g_02885	Prbg.g_00935
OG0000415	Syat.g_02884	Prbg.g_00936
OG0000416	Syat.g_02883	Prbg.g_00937
OG0000417	Syat.g_02868	Prbg.g_00938
OG0000418	Syat.g_02863	Prbg.g_00943
OG0000419	Syat.g_02861	Prbg.g_00945
OG0000420	Syat.g_02859	Prbg.g_00946
OG0000421	Syat.g_02855	Prbg.g_00951
OG0000422	Syat.g_02854	Prbg.g_00952
OG0000423	Syat.g_02853	Prbg.g_00953
OG0000424	Syat.g_02852	Prbg.g_00954
OG0000425	Syat.g_02851	Prbg.g_00955
OG0000426	Syat.g_02850	Prbg.g_00956
OG0000427	Syat.g_02849	Prbg.g_00957
OG0000428	Syat.g_02846	Prbg.g_00959
OG0000429	Syat.g_02843	Prbg.g_00960
OG0000430	Syat.g_02841	Prbg.g_00961
OG0000431	Syat.g_02838	Prbg.g_00963
OG0000432	Syat.g_02832	Prbg.g_00967
OG0000433	Syat.g_02829	Prbg.g_00968
OG0000434	Syat.g_02828	Prbg.g_00969
OG0000435	Syat.g_02824	Prbg.g_00970
OG0000436	Syat.g_02817	Prbg.g_00975
OG0000437	Syat.g_02558	Prbg.g_00976
OG0000438	Syat.g_02813	Prbg.g_00977
OG0000439	Syat.g_02811	Prbg.g_00979
OG0000440	Syat.g_02810	Prbg.g_00980
OG0000441	Syat.g_02807	Prbg.g_00983
OG0000442	Syat.g_02797	Prbg.g_00984
OG0000443	Syat.g_02787	Prbg.g_00985
OG0000444	Syat.g_02756	Prbg.g_00991
OG0000445	Syat.g_02755	Prbg.g_00992
OG0000446	Syat.g_02753	Prbg.g_00993
OG0000447	Syat.g_02749	Prbg.g_00994
OG0000448	Syat.g_02748	Prbg.g_00995
OG0000449	Syat.g_02747	Prbg.g_00996
OG0000450	Syat.g_02738	Prbg.g_00997
OG0000451	Syat.g_02737	Prbg.g_00998
OG0000452	Syat.g_02732	Prbg.g_01001
OG0000453	Syat.g_02731	Prbg.g_01002
OG0000454	Syat.g_02730	Prbg.g_01003
OG0000455	Syat.g_02729	Prbg.g_01004
OG0000456	Syat.g_02728	Prbg.g_01005
OG0000457	Syat.g_02726	Prbg.g_01007
OG0000458	Syat.g_02725	Prbg.g_01008
OG0000459	Syat.g_02724	Prbg.g_01009
OG0000460	Syat.g_01450	Prbg.g_01017
OG0000461	Syat.g_01866	Prbg.g_01025
OG0000462	Syat.g_01868	Prbg.g_01027
OG0000463	Syat.g_01869	Prbg.g_01028
OG0000464	Syat.g_01870	Prbg.g_01029
OG0000465	Syat.g_01872	Prbg.g_01030
OG0000466	Syat.g_01877	Prbg.g_01033
OG0000467	Syat.g_01878	Prbg.g_01034
OG0000468	Syat.g_01884	Prbg.g_01037
OG0000469	Syat.g_02000	Prbg.g_01045
OG0000470	Syat.g_02038	Prbg.g_00042
OG0000471	Syat.g_02039	Prbg.g_00043
OG0000472	Syat.g_02041	Prbg.g_00045
OG0000473	Syat.g_02043	Prbg.g_00047
OG0000474	Syat.g_02044	Prbg.g_00048
OG0000475	Syat.g_02045	Prbg.g_00049
OG0000476	Syat.g_02047	Prbg.g_00051
OG0000477	Syat.g_02053	Prbg.g_00054
OG0000478	Syat.g_02054	Prbg.g_00055
OG0000479	Syat.g_02056	Prbg.g_00056
OG0000480	Syat.g_02063	Prbg.g_00061
OG0000481	Syat.g_02066	Prbg.g_00064
OG0000482	Syat.g_02067	Prbg.g_00065
OG0000483	Syat.g_02071	Prbg.g_00068
OG0000484	Syat.g_02072	Prbg.g_00069
OG0000485	Syat.g_02073	Prbg.g_00071
OG0000486	Syat.g_02074	Prbg.g_00072
OG0000487	Syat.g_02080	Prbg.g_00075
OG0000488	Syat.g_02086	Prbg.g_00078
OG0000489	Syat.g_02097	Prbg.g_00083
OG0000490	Syat.g_02106	Prbg.g_00087
OG0000491	Syat.g_02107	Prbg.g_00088
OG0000492	Syat.g_02110	Prbg.g_00090
OG0000493	Syat.g_02111	Prbg.g_00091
OG0000494	Syat.g_02112	Prbg.g_00092
OG0000495	Syat.g_02120	Prbg.g_00093
OG0000496	Syat.g_02121	Prbg.g_00094
OG0000497	Syat.g_02122	Prbg.g_00095
OG0000498	Syat.g_02123	Prbg.g_00096
OG0000499	Syat.g_02124	Prbg.g_00097
OG0000500	Syat.g_02125	Prbg.g_00098
OG0000501	Syat.g_02128	Prbg.g_00099
OG0000502	Syat.g_02135	Prbg.g_00102
OG0000503	Syat.g_01614	Prbg.g_00117
OG0000504	Syat.g_01612	Prbg.g_00119
OG0000505	Syat.g_01611	Prbg.g_00120
OG0000506	Syat.g_01609	Prbg.g_00121
OG0000507	Syat.g_01603	Prbg.g_00124
OG0000508	Syat.g_01596	Prbg.g_00128
OG0000509	Syat.g_01591	Prbg.g_00130
OG0000510	Syat.g_01590	Prbg.g_00131
OG0000511	Syat.g_01589	Prbg.g_00132
OG0000512	Syat.g_01587	Prbg.g_01942
OG0000513	Syat.g_02957	Prbg.g_00140
OG0000514	Syat.g_02962	Prbg.g_00151
OG0000515	Syat.g_02963	Prbg.g_00152
OG0000516	Syat.g_02965	Prbg.g_00153
OG0000517	Syat.g_02969	Prbg.g_00155
OG0000518	Syat.g_01286	Prbg.g_00166
OG0000519	Syat.g_01285	Prbg.g_00167
OG0000520	Syat.g_01284	Prbg.g_00168
OG0000521	Syat.g_01319	Prbg.g_00176
OG0000522	Syat.g_01317	Prbg.g_00178
OG0000523	Syat.g_01316	Prbg.g_00179
OG0000524	Syat.g_01409	Prbg.g_00184
OG0000525	Syat.g_01382	Prbg.g_00188
OG0000526	Syat.g_01380	Prbg.g_00189
OG0000527	Syat.g_01373	Prbg.g_00192
OG0000528	Syat.g_03167	Prbg.g_00197
OG0000529	Syat.g_03171	Prbg.g_00200
OG0000530	Syat.g_03174	Prbg.g_00203
OG0000531	Syat.g_03175	Prbg.g_00204
OG0000532	Syat.g_03178	Prbg.g_00206
OG0000533	Syat.g_03180	Prbg.g_00207
OG0000534	Syat.g_03181	Prbg.g_00208
OG0000535	Syat.g_03182	Prbg.g_00209
OG0000536	Syat.g_03183	Prbg.g_00210
OG0000537	Syat.g_03185	Prbg.g_00211
OG0000538	Syat.g_03204	Prbg.g_00220
OG0000539	Syat.g_03206	Prbg.g_00221
OG0000540	Syat.g_03207	Prbg.g_00222
OG0000541	Syat.g_03208	Prbg.g_00223
OG0000542	Syat.g_03213	Prbg.g_00224
OG0000543	Syat.g_03215	Prbg.g_00226
OG0000544	Syat.g_03216	Prbg.g_00227
OG0000545	Syat.g_03218	Prbg.g_00229
OG0000546	Syat.g_03220	Prbg.g_00232
OG0000547	Syat.g_03222	Prbg.g_00234
OG0000548	Syat.g_03223	Prbg.g_00235
OG0000549	Syat.g_01795	Prbg.g_00237
OG0000550	Syat.g_01107	Prbg.g_00241
OG0000551	Syat.g_01103	Prbg.g_00244
OG0000552	Syat.g_01102	Prbg.g_00245
OG0000553	Syat.g_01098	Prbg.g_00246
OG0000554	Syat.g_03271	Prbg.g_00251
OG0000555	Syat.g_00093	Prbg.g_00259
OG0000556	Syat.g_00088	Prbg.g_00261
OG0000557	Syat.g_00083	Prbg.g_00262
OG0000558	Syat.g_00081	Prbg.g_00265
OG0000559	Syat.g_00077	Prbg.g_00269
OG0000560	Syat.g_00074	Prbg.g_00272
OG0000561	Syat.g_00073	Prbg.g_00273
OG0000562	Syat.g_00072	Prbg.g_00274
OG0000563	Syat.g_00071	Prbg.g_00275
OG0000564	Syat.g_00070	Prbg.g_00276
OG0000565	Syat.g_00067	Prbg.g_00278
OG0000566	Syat.g_00063	Prbg.g_00282
OG0000567	Syat.g_00059	Prbg.g_00286
OG0000568	Syat.g_00057	Prbg.g_00287
OG0000569	Syat.g_00056	Prbg.g_00288
OG0000570	Syat.g_00055	Prbg.g_00289
OG0000571	Syat.g_00052	Prbg.g_00291
OG0000572	Syat.g_00033	Prbg.g_00305
OG0000573	Syat.g_00024	Prbg.g_00311
OG0000574	Syat.g_00023	Prbg.g_00312
OG0000575	Syat.g_00018	Prbg.g_00316
OG0000576	Syat.g_00014	Prbg.g_00318
OG0000577	Syat.g_00013	Prbg.g_00319
OG0000578	Syat.g_00012	Prbg.g_00320
OG0000579	Syat.g_00011	Prbg.g_00321
OG0000580	Syat.g_00010	Prbg.g_00322
OG0000581	Syat.g_00003	Prbg.g_00325
OG0000582	Syat.g_03403	Prbg.g_00328
OG0000583	Syat.g_03404	Prbg.g_00329
