Orthogroup	Syat	Prbd
OG0000226	Syat.g_01588	Prbd.g_00889
OG0000228	Syat.g_02952	Prbd.g_00884
OG0000229	Syat.g_02970	Prbd.g_00806
OG0000230	Syat.g_02972	Prbd.g_00804
OG0000231	Syat.g_01283	Prbd.g_00793
OG0000232	Syat.g_01313	Prbd.g_00784
OG0000233	Syat.g_01407	Prbd.g_00779
OG0000234	Syat.g_01369	Prbd.g_00766
OG0000235	Syat.g_03169	Prbd.g_00763
OG0000236	Syat.g_03186	Prbd.g_00749
OG0000237	Syat.g_03214	Prbd.g_00736
OG0000238	Syat.g_03219	Prbd.g_00730
OG0000239	Syat.g_01105	Prbd.g_00717
OG0000240	Syat.g_01104	Prbd.g_00716
OG0000241	Syat.g_00111	Prbd.g_00712
OG0000242	Syat.g_01077	Prbd.g_00710
OG0000243	Syat.g_00092	Prbd.g_00699
OG0000244	Syat.g_00082	Prbd.g_00696
OG0000245	Syat.g_00080	Prbd.g_00694
OG0000246	Syat.g_00076	Prbd.g_00690
OG0000247	Syat.g_00065	Prbd.g_00680
OG0000248	Syat.g_00062	Prbd.g_00678
OG0000249	Syat.g_00060	Prbd.g_00676
OG0000250	Syat.g_00053	Prbd.g_00671
OG0000251	Syat.g_00027	Prbd.g_00653
OG0000252	Syat.g_00022	Prbd.g_00650
OG0000253	Syat.g_00021	Prbd.g_00649
OG0000254	Syat.g_03407	Prbd.g_00633
OG0000255	Syat.g_02405	Prbd.g_00627
OG0000256	Syat.g_03306	Prbd.g_00617
OG0000257	Syat.g_00109	Prbd.g_00614
OG0000258	Syat.g_00382	Prbd.g_00601
OG0000259	Syat.g_00342	Prbd.g_00584
OG0000260	Syat.g_00392	Prbd.g_00581
OG0000261	Syat.g_00400	Prbd.g_00579
OG0000262	Syat.g_00407	Prbd.g_00575
OG0000263	Syat.g_00200	Prbd.g_00563
OG0000266	Syat.g_00671	Prbd.g_00017
OG0000267	Syat.g_00636	Prbd.g_00028
OG0000268	Syat.g_00634	Prbd.g_00029
OG0000269	Syat.g_00474, Syat.g_00126	Prbd.g_00097
OG0000270	Syat.g_00477	Prbd.g_00100
OG0000271	Syat.g_00485	Prbd.g_00108
OG0000272	Syat.g_00486	Prbd.g_00109
OG0000273	Syat.g_00520	Prbd.g_00132
OG0000274	Syat.g_00521	Prbd.g_00133
OG0000275	Syat.g_00718	Prbd.g_00136
OG0000276	Syat.g_00725	Prbd.g_00141
OG0000277	Syat.g_00738	Prbd.g_00142
OG0000278	Syat.g_00741	Prbd.g_00145
OG0000279	Syat.g_00755	Prbd.g_00152
OG0000280	Syat.g_01669	Prbd.g_00153
OG0000281	Syat.g_00960	Prbd.g_00158
OG0000282	Syat.g_00431	Prbd.g_00208
OG0000283	Syat.g_00620	Prbd.g_00241
OG0000284	Syat.g_00614	Prbd.g_00246
OG0000285	Syat.g_00607	Prbd.g_00251
OG0000286	Syat.g_00579	Prbd.g_00263
OG0000287	Syat.g_00550	Prbd.g_00280
OG0000288	Syat.g_00709	Prbd.g_00313
OG0000289	Syat.g_00695	Prbd.g_00324
OG0000290	Syat.g_00805	Prbd.g_00337
OG0000292	Syat.g_02388	Prbd.g_00389
OG0000293	Syat.g_03241	Prbd.g_00459
OG0000294	Syat.g_03248	Prbd.g_00460
OG0000295	Syat.g_00297	Prbd.g_00480
OG0000296	Syat.g_00295	Prbd.g_00482
OG0000299	Syat.g_00910	Prbd.g_00508
OG0000300	Syat.g_00904	Prbd.g_00511
OG0000301	Syat.g_00903	Prbd.g_00512
OG0000302	Syat.g_00901	Prbd.g_00514
OG0000303	Syat.g_00892	Prbd.g_00521
OG0000304	Syat.g_00885	Prbd.g_00525
OG0000305	Syat.g_00809	Prbd.g_01772
OG0000306	Syat.g_01704	Prbd.g_01769
OG0000307	Syat.g_01304	Prbd.g_01755
OG0000308	Syat.g_01306	Prbd.g_01754
OG0000309	Syat.g_01417	Prbd.g_01750
OG0000310	Syat.g_01246	Prbd.g_01704
OG0000311	Syat.g_01242	Prbd.g_01702
OG0000312	Syat.g_01237	Prbd.g_01699
OG0000313	Syat.g_01183	Prbd.g_01685
OG0000314	Syat.g_01341	Prbd.g_01662
OG0000315	Syat.g_01351	Prbd.g_01652
OG0000316	Syat.g_03082	Prbd.g_01632
OG0000317	Syat.g_03120	Prbd.g_01527
OG0000318	Syat.g_03125	Prbd.g_01524
OG0000319	Syat.g_03055	Prbd.g_01511
OG0000320	Syat.g_03053	Prbd.g_01509
OG0000321	Syat.g_03052	Prbd.g_01508
OG0000322	Syat.g_03051	Prbd.g_01507
OG0000323	Syat.g_03038	Prbd.g_01498
OG0000324	Syat.g_02998	Prbd.g_01471
OG0000325	Syat.g_01861	Prbd.g_01462
OG0000326	Syat.g_01854	Prbd.g_01456
OG0000327	Syat.g_01827	Prbd.g_01432
OG0000328	Syat.g_01826	Prbd.g_01431
OG0000329	Syat.g_01808	Prbd.g_01414
OG0000330	Syat.g_01807	Prbd.g_01413
OG0000331	Syat.g_01806	Prbd.g_01412
OG0000332	Syat.g_01790	Prbd.g_01398
OG0000333	Syat.g_01787	Prbd.g_01396
OG0000334	Syat.g_01657	Prbd.g_01388
OG0000335	Syat.g_01652	Prbd.g_01383
OG0000336	Syat.g_01648	Prbd.g_01379
OG0000337	Syat.g_02144	Prbd.g_01363
OG0000338	Syat.g_02146	Prbd.g_01362
OG0000339	Syat.g_02155, Syat.g_01055	Prbd.g_01358
OG0000340	Syat.g_02165	Prbd.g_01350
OG0000341	Syat.g_02167	Prbd.g_01348
OG0000342	Syat.g_02168	Prbd.g_01347
OG0000343	Syat.g_02185	Prbd.g_01346
OG0000344	Syat.g_02189	Prbd.g_01343
OG0000345	Syat.g_02202	Prbd.g_01338
OG0000346	Syat.g_02207	Prbd.g_01334
OG0000347	Syat.g_02234	Prbd.g_01317
OG0000348	Syat.g_02264	Prbd.g_01307
OG0000349	Syat.g_02291	Prbd.g_01290
OG0000350	Syat.g_01847	Prbd.g_01272
OG0000351	Syat.g_02411	Prbd.g_01255
OG0000352	Syat.g_02410	Prbd.g_01254
OG0000353	Syat.g_00955, Syat.g_02377	Prbd.g_01238
OG0000355	Syat.g_02375	Prbd.g_01236
OG0000356	Syat.g_02374	Prbd.g_01235
OG0000357	Syat.g_02373	Prbd.g_01234
OG0000358	Syat.g_02336	Prbd.g_01230
OG0000359	Syat.g_02334	Prbd.g_01229
OG0000360	Syat.g_02333	Prbd.g_01228
OG0000361	Syat.g_02332	Prbd.g_01227
OG0000362	Syat.g_02330	Prbd.g_01225
OG0000363	Syat.g_02328	Prbd.g_01223
OG0000364	Syat.g_03122	Prbd.g_01222
OG0000365	Syat.g_02318	Prbd.g_01217
OG0000366	Syat.g_02317	Prbd.g_01216
OG0000367	Syat.g_02316	Prbd.g_01215
OG0000368	Syat.g_02314	Prbd.g_01213
OG0000369	Syat.g_02313	Prbd.g_01212
OG0000370	Syat.g_02312	Prbd.g_01211
OG0000371	Syat.g_02304	Prbd.g_01205
OG0000372	Syat.g_02298	Prbd.g_01202
OG0000373	Syat.g_02297	Prbd.g_01201
OG0000374	Syat.g_02296	Prbd.g_01200
OG0000375	Syat.g_02295	Prbd.g_01198
OG0000376	Syat.g_02293	Prbd.g_01196
OG0000377	Syat.g_02695	Prbd.g_01192
OG0000378	Syat.g_02715	Prbd.g_01190
OG0000379	Syat.g_02720	Prbd.g_01187
OG0000380	Syat.g_01468	Prbd.g_01178
OG0000381	Syat.g_01470	Prbd.g_01174
OG0000382	Syat.g_01488	Prbd.g_01163
OG0000383	Syat.g_01521	Prbd.g_01161
OG0000384	Syat.g_01522	Prbd.g_01160
OG0000385	Syat.g_01523	Prbd.g_01159
OG0000386	Syat.g_01524	Prbd.g_01158
OG0000387	Syat.g_01561	Prbd.g_01145
OG0000388	Syat.g_01565	Prbd.g_01142
OG0000389	Syat.g_01569	Prbd.g_01138
OG0000390	Syat.g_02945	Prbd.g_01131
OG0000391	Syat.g_02940	Prbd.g_01127
OG0000392	Syat.g_02934	Prbd.g_01123
OG0000393	Syat.g_02931	Prbd.g_01121
OG0000394	Syat.g_02930	Prbd.g_01120
OG0000395	Syat.g_02929	Prbd.g_01119
OG0000396	Syat.g_02927	Prbd.g_01116
OG0000397	Syat.g_02925	Prbd.g_01114
OG0000398	Syat.g_02920	Prbd.g_01112
OG0000399	Syat.g_02919	Prbd.g_01111
OG0000400	Syat.g_02918	Prbd.g_01110
OG0000401	Syat.g_02917	Prbd.g_01109
OG0000402	Syat.g_02915	Prbd.g_01107
OG0000403	Syat.g_02914	Prbd.g_01106
OG0000404	Syat.g_02913	Prbd.g_01105
OG0000405	Syat.g_02900	Prbd.g_01100
OG0000406	Syat.g_02896	Prbd.g_01093
OG0000407	Syat.g_02895	Prbd.g_01092
OG0000408	Syat.g_02893	Prbd.g_01090
OG0000409	Syat.g_02891	Prbd.g_01088
OG0000410	Syat.g_02890	Prbd.g_01087
OG0000411	Syat.g_02889	Prbd.g_01086
OG0000412	Syat.g_02888	Prbd.g_01085
OG0000413	Syat.g_02886	Prbd.g_01084
OG0000414	Syat.g_02885	Prbd.g_01083
OG0000415	Syat.g_02884	Prbd.g_01082
OG0000416	Syat.g_02883	Prbd.g_01081
OG0000417	Syat.g_02868	Prbd.g_01080
OG0000418	Syat.g_02863	Prbd.g_01075
OG0000419	Syat.g_02861	Prbd.g_01073
OG0000420	Syat.g_02859	Prbd.g_01072
OG0000421	Syat.g_02855	Prbd.g_01067
OG0000422	Syat.g_02854	Prbd.g_01066
OG0000423	Syat.g_02853	Prbd.g_01065
OG0000424	Syat.g_02852	Prbd.g_01064
OG0000425	Syat.g_02851	Prbd.g_01063
OG0000426	Syat.g_02850	Prbd.g_01062
OG0000427	Syat.g_02849	Prbd.g_01061
OG0000428	Syat.g_02846	Prbd.g_01059
OG0000429	Syat.g_02843	Prbd.g_01058
OG0000430	Syat.g_02841	Prbd.g_01057
OG0000431	Syat.g_02838	Prbd.g_01055
OG0000432	Syat.g_02832	Prbd.g_01052
OG0000433	Syat.g_02829	Prbd.g_01051
OG0000434	Syat.g_02828	Prbd.g_01050
OG0000435	Syat.g_02824	Prbd.g_01049
OG0000436	Syat.g_02817	Prbd.g_01044
OG0000437	Syat.g_02558	Prbd.g_01043
OG0000438	Syat.g_02813	Prbd.g_01042
OG0000439	Syat.g_02811	Prbd.g_01040
OG0000440	Syat.g_02810	Prbd.g_01039
OG0000441	Syat.g_02807	Prbd.g_01036
OG0000442	Syat.g_02797	Prbd.g_01035
OG0000443	Syat.g_02787	Prbd.g_01034
OG0000444	Syat.g_02756	Prbd.g_01029
OG0000445	Syat.g_02755	Prbd.g_01028
OG0000446	Syat.g_02753	Prbd.g_01027
OG0000447	Syat.g_02749	Prbd.g_01026
OG0000448	Syat.g_02748	Prbd.g_01025
OG0000449	Syat.g_02747	Prbd.g_01024
OG0000450	Syat.g_02738	Prbd.g_01023
OG0000451	Syat.g_02737	Prbd.g_01022
OG0000452	Syat.g_02732	Prbd.g_01019
OG0000453	Syat.g_02731	Prbd.g_01018
OG0000454	Syat.g_02730	Prbd.g_01017
OG0000455	Syat.g_02729	Prbd.g_01016
OG0000456	Syat.g_02728	Prbd.g_01015
OG0000457	Syat.g_02726	Prbd.g_01013
OG0000458	Syat.g_02725	Prbd.g_01012
OG0000459	Syat.g_02724	Prbd.g_01011
OG0000460	Syat.g_01450	Prbd.g_01004
OG0000461	Syat.g_01866	Prbd.g_00997
OG0000462	Syat.g_01868	Prbd.g_00995
OG0000463	Syat.g_01869	Prbd.g_00994
OG0000464	Syat.g_01870	Prbd.g_00993
OG0000465	Syat.g_01872	Prbd.g_00992
OG0000466	Syat.g_01877	Prbd.g_00989
OG0000467	Syat.g_01878	Prbd.g_00988
OG0000468	Syat.g_01884	Prbd.g_00986
OG0000469	Syat.g_02000	Prbd.g_00977
OG0000470	Syat.g_02038	Prbd.g_00975
OG0000471	Syat.g_02039	Prbd.g_00974
OG0000472	Syat.g_02041	Prbd.g_00973
OG0000473	Syat.g_02043	Prbd.g_00971
OG0000474	Syat.g_02044	Prbd.g_00970
OG0000475	Syat.g_02045	Prbd.g_00969
OG0000476	Syat.g_02047	Prbd.g_00968
OG0000477	Syat.g_02053	Prbd.g_00964
OG0000478	Syat.g_02054	Prbd.g_00963
OG0000479	Syat.g_02056	Prbd.g_00962
OG0000480	Syat.g_02063	Prbd.g_00957
OG0000481	Syat.g_02066	Prbd.g_00955
OG0000482	Syat.g_02067	Prbd.g_00954
OG0000483	Syat.g_02071	Prbd.g_00951
OG0000484	Syat.g_02072	Prbd.g_00950
OG0000485	Syat.g_02073	Prbd.g_00949
OG0000486	Syat.g_02074	Prbd.g_00948
OG0000487	Syat.g_02080	Prbd.g_00944
OG0000488	Syat.g_02086	Prbd.g_00941
OG0000489	Syat.g_02097	Prbd.g_00936
OG0000490	Syat.g_02106	Prbd.g_00931
OG0000491	Syat.g_02107	Prbd.g_00930
OG0000492	Syat.g_02110	Prbd.g_00928
OG0000493	Syat.g_02111	Prbd.g_00927
OG0000494	Syat.g_02112	Prbd.g_00926
OG0000495	Syat.g_02120	Prbd.g_00925
OG0000496	Syat.g_02121	Prbd.g_00924
OG0000497	Syat.g_02122	Prbd.g_00923
OG0000498	Syat.g_02123	Prbd.g_00922
OG0000499	Syat.g_02124	Prbd.g_00921
OG0000500	Syat.g_02125	Prbd.g_00920
OG0000501	Syat.g_02128	Prbd.g_00918
OG0000502	Syat.g_02135	Prbd.g_00915
OG0000503	Syat.g_01614	Prbd.g_00905
OG0000504	Syat.g_01612	Prbd.g_00904
OG0000505	Syat.g_01611	Prbd.g_00903
OG0000506	Syat.g_01609	Prbd.g_00901
OG0000507	Syat.g_01603	Prbd.g_00898
OG0000508	Syat.g_01596	Prbd.g_00894
OG0000509	Syat.g_01591	Prbd.g_00892
OG0000510	Syat.g_01590	Prbd.g_00891
OG0000511	Syat.g_01589	Prbd.g_00890
OG0000512	Syat.g_01587	Prbd.g_00888
OG0000513	Syat.g_02957	Prbd.g_00881
OG0000514	Syat.g_02962	Prbd.g_00811
OG0000515	Syat.g_02963	Prbd.g_00810
OG0000516	Syat.g_02965	Prbd.g_00809
OG0000517	Syat.g_02969	Prbd.g_00807
OG0000518	Syat.g_01286	Prbd.g_00796
OG0000519	Syat.g_01285	Prbd.g_00795
OG0000520	Syat.g_01284	Prbd.g_00794
OG0000521	Syat.g_01319	Prbd.g_00789
OG0000522	Syat.g_01317	Prbd.g_00787
OG0000523	Syat.g_01316	Prbd.g_00786
OG0000524	Syat.g_01409	Prbd.g_00781
OG0000525	Syat.g_01382	Prbd.g_00778
OG0000526	Syat.g_01380	Prbd.g_00777
OG0000527	Syat.g_01373	Prbd.g_00769
OG0000528	Syat.g_03167	Prbd.g_00764
OG0000529	Syat.g_03171	Prbd.g_00761
OG0000530	Syat.g_03174	Prbd.g_00758
OG0000531	Syat.g_03175	Prbd.g_00757
OG0000532	Syat.g_03178	Prbd.g_00755
OG0000533	Syat.g_03180	Prbd.g_00754
OG0000534	Syat.g_03181	Prbd.g_00753
OG0000535	Syat.g_03182	Prbd.g_00752
OG0000536	Syat.g_03183	Prbd.g_00751
OG0000537	Syat.g_03185	Prbd.g_00750
OG0000538	Syat.g_03204	Prbd.g_00742
OG0000539	Syat.g_03206	Prbd.g_00741
OG0000540	Syat.g_03207	Prbd.g_00740
OG0000541	Syat.g_03208	Prbd.g_00739
OG0000542	Syat.g_03213	Prbd.g_00737
OG0000543	Syat.g_03215	Prbd.g_00735
OG0000544	Syat.g_03216	Prbd.g_00734
OG0000545	Syat.g_03218	Prbd.g_00732
OG0000546	Syat.g_03220	Prbd.g_00729
OG0000547	Syat.g_03222	Prbd.g_00727
OG0000548	Syat.g_03223	Prbd.g_00726
OG0000549	Syat.g_01795	Prbd.g_00724
OG0000550	Syat.g_01107	Prbd.g_00719
OG0000551	Syat.g_01103	Prbd.g_00715
OG0000552	Syat.g_01102	Prbd.g_00714
OG0000553	Syat.g_01098	Prbd.g_00713
OG0000554	Syat.g_03271	Prbd.g_00708
OG0000555	Syat.g_00093	Prbd.g_00700
OG0000556	Syat.g_00088	Prbd.g_00698
OG0000557	Syat.g_00083	Prbd.g_00697
OG0000558	Syat.g_00081	Prbd.g_00695
OG0000559	Syat.g_00077	Prbd.g_00691
OG0000560	Syat.g_00074	Prbd.g_00688
OG0000561	Syat.g_00073	Prbd.g_00687
OG0000562	Syat.g_00072	Prbd.g_00686
OG0000563	Syat.g_00071	Prbd.g_00685
OG0000564	Syat.g_00070	Prbd.g_00684
OG0000565	Syat.g_00067	Prbd.g_00681
OG0000566	Syat.g_00063	Prbd.g_00679
OG0000567	Syat.g_00059	Prbd.g_00675
OG0000568	Syat.g_00057	Prbd.g_00674
OG0000569	Syat.g_00056	Prbd.g_00673
OG0000570	Syat.g_00055	Prbd.g_00672
OG0000571	Syat.g_00052	Prbd.g_00670
OG0000572	Syat.g_00033	Prbd.g_00657
OG0000573	Syat.g_00024	Prbd.g_00652
OG0000574	Syat.g_00023	Prbd.g_00651
OG0000575	Syat.g_00018	Prbd.g_00647
OG0000576	Syat.g_00014	Prbd.g_00645
OG0000577	Syat.g_00013	Prbd.g_00644
OG0000578	Syat.g_00012	Prbd.g_00643
OG0000579	Syat.g_00011	Prbd.g_00642
OG0000580	Syat.g_00010	Prbd.g_00641
OG0000581	Syat.g_00003	Prbd.g_00639
OG0000582	Syat.g_03403	Prbd.g_00636
OG0000583	Syat.g_03404	Prbd.g_00635
OG0000584	Syat.g_03405	Prbd.g_00634
OG0000585	Syat.g_03408	Prbd.g_00632
OG0000586	Syat.g_03409	Prbd.g_00631
OG0000587	Syat.g_00001	Prbd.g_00630
OG0000588	Syat.g_00338	Prbd.g_00626
OG0000589	Syat.g_03318	Prbd.g_00623
