Orthogroup	Syat	Syar
OG0000048	Syat.g_02046	Syar.g_00213
OG0000052	Syat.g_02140	Syar.g_00281
OG0000053	Syat.g_01330	Syar.g_01413
OG0000054	Syat.g_00987	Syar.g_02265
OG0000055	Syat.g_00693	Syar.g_01386
OG0000057	Syat.g_02055	Syar.g_01941
OG0000057	Syat.g_00817	Syar.g_00006
OG0000058	Syat.g_02133, Syat.g_02238	Syar.g_00648
OG0000059	Syat.g_01832	Syar.g_01024
OG0000060	Syat.g_01384, Syat.g_01383	Syar.g_01260
OG0000061	Syat.g_03260	Syar.g_01539
OG0000062	Syat.g_03107	Syar.g_02911
OG0000063	Syat.g_02303	Syar.g_00509
OG0000064	Syat.g_01568	Syar.g_03117
OG0000065	Syat.g_01571	Syar.g_03119
OG0000066	Syat.g_03283	Syar.g_02228
OG0000067	Syat.g_00479	Syar.g_02639
OG0000068	Syat.g_00085	Syar.g_02329
OG0000069	Syat.g_00090, Syat.g_00879	Syar.g_01716
OG0000070	Syat.g_01032, Syat.g_01040	Syar.g_02223
OG0000071	Syat.g_01153	Syar.g_02777
OG0000072	Syat.g_02856	Syar.g_00107
OG0000072	Syat.g_01597	Syar.g_01140
OG0000073	Syat.g_03201	Syar.g_01493
OG0000075	Syat.g_01713	Syar.g_03065
OG0000075	Syat.g_02154	Syar.g_00659
OG0000076	Syat.g_02206	Syar.g_00608
OG0000077	Syat.g_01481	Syar.g_03051
OG0000078	Syat.g_00184	Syar.g_01366
OG0000079	Syat.g_01879	Syar.g_00166
OG0000080	Syat.g_01200	Syar.g_00585
OG0000081	Syat.g_00980	Syar.g_01898
OG0000082	Syat.g_00035	Syar.g_02202
OG0000085	Syat.g_03113	Syar.g_02919
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Syar.g_03085
OG0000087	Syat.g_02912	Syar.g_00068
OG0000088	Syat.g_02862	Syar.g_00101
OG0000089	Syat.g_02953	Syar.g_01162
OG0000090	Syat.g_03270	Syar.g_02363, Syar.g_02353, Syar.g_02356
OG0000091	Syat.g_00939	Syar.g_01891
OG0000091	Syat.g_00862	Syar.g_02426
OG0000092	Syat.g_00825	Syar.g_01960
OG0000094	Syat.g_00698, Syat.g_01034	Syar.g_01789
OG0000095	Syat.g_00808	Syar.g_01932
OG0000097	Syat.g_00535	Syar.g_00364
OG0000098	Syat.g_03281	Syar.g_02343
OG0000099	Syat.g_02130	Syar.g_00715
OG0000100	Syat.g_00517	Syar.g_02477
OG0000101	Syat.g_01661	Syar.g_01073
OG0000102	Syat.g_00974	Syar.g_00602, Syar.g_02164, Syar.g_01644, Syar.g_02138
OG0000103	Syat.g_02399	Syar.g_00452
OG0000104	Syat.g_02385	Syar.g_00466
OG0000105	Syat.g_02052	Syar.g_00218
OG0000106	Syat.g_00957	Syar.g_01748
OG0000107	Syat.g_01862	Syar.g_00149
OG0000108	Syat.g_03170	Syar.g_01469
OG0000109	Syat.g_03187	Syar.g_01485
OG0000110	Syat.g_00049	Syar.g_02295
OG0000111	Syat.g_00816	Syar.g_01940
OG0000112	Syat.g_00593	Syar.g_02548
OG0000113	Syat.g_00509	Syar.g_02664
OG0000114	Syat.g_00426	Syar.g_01616
OG0000115	Syat.g_01328	Syar.g_02854, Syar.g_01415
OG0000116	Syat.g_02641	Syar.g_02255
OG0000117	Syat.g_00224	Syar.g_01969
OG0000118	Syat.g_01168	Syar.g_02793
OG0000120	Syat.g_02132	Syar.g_00713
OG0000121	Syat.g_01223	Syar.g_02806
OG0000123	Syat.g_01653	Syar.g_01079
OG0000124	Syat.g_02231	Syar.g_00586
OG0000125	Syat.g_02684	Syar.g_00338
OG0000126	Syat.g_00976	Syar.g_00887, Syar.g_00888
OG0000128	Syat.g_02331	Syar.g_00482
OG0000129	Syat.g_02693, Syat.g_02694	Syar.g_00324
OG0000130	Syat.g_01469	Syar.g_03040
OG0000131	Syat.g_02898	Syar.g_00078
OG0000132	Syat.g_02864	Syar.g_00099
OG0000133	Syat.g_00588	Syar.g_02543
OG0000134	Syat.g_02956	Syar.g_01165
OG0000135	Syat.g_02501	Syar.g_00698
OG0000136	Syat.g_01292	Syar.g_02874
OG0000137	Syat.g_01371	Syar.g_01273
OG0000138	Syat.g_03188	Syar.g_01486
OG0000139	Syat.g_03276	Syar.g_02348
OG0000140	Syat.g_03280	Syar.g_02344
OG0000141	Syat.g_03398	Syar.g_02129
OG0000142	Syat.g_00117	Syar.g_02418
OG0000143	Syat.g_00130	Syar.g_02422
OG0000144	Syat.g_00369	Syar.g_02441
OG0000145	Syat.g_03202	Syar.g_01494
OG0000146	Syat.g_00594	Syar.g_02549
OG0000147	Syat.g_00595	Syar.g_02550
OG0000148	Syat.g_00503	Syar.g_02658
OG0000149	Syat.g_00747	Syar.g_01830
OG0000150	Syat.g_03399	Syar.g_02130
OG0000151	Syat.g_00801, Syat.g_00440	Syar.g_02038
OG0000152	Syat.g_00578	Syar.g_02539
OG0000153	Syat.g_00542	Syar.g_02503
OG0000154	Syat.g_00708	Syar.g_01800
OG0000155	Syat.g_00287	Syar.g_01959
OG0000156	Syat.g_03228	Syar.g_01517
OG0000157	Syat.g_02012, Syat.g_03227	Syar.g_01516
OG0000158	Syat.g_02163	Syar.g_00650
OG0000159	Syat.g_01187	Syar.g_02359
OG0000160	Syat.g_01224	Syar.g_02807
OG0000161	Syat.g_01180	Syar.g_02801
OG0000162	Syat.g_01281	Syar.g_02863
OG0000163	Syat.g_02979	Syar.g_01186
OG0000164	Syat.g_03040	Syar.g_02969
OG0000165	Syat.g_03033	Syar.g_02976
OG0000166	Syat.g_01822	Syar.g_01034
OG0000167	Syat.g_02148	Syar.g_00662
OG0000168	Syat.g_02164	Syar.g_00246
OG0000169	Syat.g_02192	Syar.g_00262
OG0000170	Syat.g_02201	Syar.g_00613
OG0000171	Syat.g_02230	Syar.g_00587
OG0000172	Syat.g_02260	Syar.g_00547
OG0000173	Syat.g_02284	Syar.g_00528
OG0000174	Syat.g_02504	Syar.g_00701
OG0000175	Syat.g_02416	Syar.g_00438
OG0000176	Syat.g_02372	Syar.g_00474
OG0000177	Syat.g_02338	Syar.g_00475
OG0000178	Syat.g_02337	Syar.g_00476
OG0000179	Syat.g_02322	Syar.g_00489
OG0000180	Syat.g_02321	Syar.g_00490
OG0000181	Syat.g_02320	Syar.g_00491
OG0000182	Syat.g_02319	Syar.g_00492
OG0000183	Syat.g_02315	Syar.g_00496
OG0000184	Syat.g_02704	Syar.g_00897
OG0000185	Syat.g_02719	Syar.g_00909
OG0000186	Syat.g_01463	Syar.g_03036
OG0000187	Syat.g_01467	Syar.g_03038
OG0000188	Syat.g_01489	Syar.g_03058
OG0000189	Syat.g_01557	Syar.g_03104
OG0000190	Syat.g_00330	Syar.g_03107
OG0000191	Syat.g_03344, Syat.g_02939	Syar.g_00039
OG0000192	Syat.g_02933	Syar.g_00046
OG0000193	Syat.g_02897	Syar.g_00079
OG0000194	Syat.g_02894	Syar.g_00082
OG0000195	Syat.g_02892	Syar.g_00084
OG0000196	Syat.g_02867	Syar.g_00096
OG0000197	Syat.g_02866	Syar.g_00097
OG0000198	Syat.g_02865	Syar.g_00098
OG0000199	Syat.g_02857	Syar.g_00106
OG0000200	Syat.g_02840	Syar.g_00124
OG0000201	Syat.g_02821	Syar.g_01000
OG0000202	Syat.g_02820	Syar.g_00998
OG0000203	Syat.g_02819	Syar.g_00997
OG0000204	Syat.g_02818	Syar.g_00996
OG0000205	Syat.g_02809	Syar.g_00988
OG0000206	Syat.g_02785	Syar.g_00963
OG0000207	Syat.g_02778	Syar.g_00957
OG0000208	Syat.g_02777	Syar.g_00956
OG0000209	Syat.g_02735	Syar.g_00936
OG0000210	Syat.g_02734	Syar.g_00935
OG0000211	Syat.g_01452	Syar.g_03026
OG0000212	Syat.g_01442	Syar.g_03017
OG0000213	Syat.g_01889	Syar.g_00187
OG0000214	Syat.g_02042	Syar.g_00209
OG0000215	Syat.g_02075	Syar.g_00239
OG0000216	Syat.g_02079	Syar.g_00244
OG0000217	Syat.g_02085	Syar.g_00854
OG0000218	Syat.g_02087	Syar.g_00852
OG0000219	Syat.g_02088	Syar.g_00851
OG0000220	Syat.g_02089	Syar.g_00850, Syar.g_02026
OG0000221	Syat.g_02095	Syar.g_00834
OG0000222	Syat.g_02109	Syar.g_02119, Syar.g_00728
OG0000223	Syat.g_02570	Syar.g_00649
OG0000224	Syat.g_02139	Syar.g_00273
OG0000225	Syat.g_01595	Syar.g_01142
OG0000226	Syat.g_01588	Syar.g_01146
OG0000228	Syat.g_02952	Syar.g_01161
OG0000229	Syat.g_02970	Syar.g_01177
OG0000230	Syat.g_02972	Syar.g_01179
OG0000231	Syat.g_01283	Syar.g_02865
OG0000232	Syat.g_01313	Syar.g_01424
OG0000233	Syat.g_01407	Syar.g_01247
OG0000234	Syat.g_01369	Syar.g_01275
OG0000235	Syat.g_03169	Syar.g_01468
OG0000236	Syat.g_03186	Syar.g_01484
OG0000237	Syat.g_03214	Syar.g_01503
OG0000238	Syat.g_03219	Syar.g_01508
OG0000239	Syat.g_01105	Syar.g_02687
OG0000240	Syat.g_01104	Syar.g_02686
OG0000241	Syat.g_00111	Syar.g_02410
OG0000242	Syat.g_01077	Syar.g_01926
OG0000243	Syat.g_00092	Syar.g_02335
OG0000244	Syat.g_00082	Syar.g_02327
OG0000245	Syat.g_00080	Syar.g_02325
OG0000246	Syat.g_00076	Syar.g_02321
OG0000247	Syat.g_00065	Syar.g_02310
OG0000248	Syat.g_00062	Syar.g_02307
OG0000249	Syat.g_00060	Syar.g_02305
OG0000250	Syat.g_00053	Syar.g_02299
OG0000251	Syat.g_00027	Syar.g_02194
OG0000252	Syat.g_00022	Syar.g_02189
OG0000253	Syat.g_00021	Syar.g_02028
OG0000254	Syat.g_03407	Syar.g_02169
OG0000255	Syat.g_02405	Syar.g_02224
OG0000256	Syat.g_03306	Syar.g_02244
OG0000257	Syat.g_00109	Syar.g_02407, Syar.g_01762
OG0000258	Syat.g_00382	Syar.g_02427
OG0000259	Syat.g_00342	Syar.g_02472
OG0000260	Syat.g_00392	Syar.g_02475
OG0000261	Syat.g_00400	Syar.g_01916
OG0000262	Syat.g_00407	Syar.g_01690
OG0000263	Syat.g_00200	Syar.g_01991
OG0000266	Syat.g_00671	Syar.g_01570
OG0000267	Syat.g_00636	Syar.g_01873
OG0000268	Syat.g_00634	Syar.g_02589
OG0000269	Syat.g_00474, Syat.g_00126	Syar.g_02634
OG0000270	Syat.g_00477	Syar.g_00744, Syar.g_02637
OG0000271	Syat.g_00485	Syar.g_02645
OG0000272	Syat.g_00486	Syar.g_02646
OG0000273	Syat.g_00520	Syar.g_02481, Syar.g_00008
OG0000274	Syat.g_00521	Syar.g_02482
OG0000275	Syat.g_00718	Syar.g_01810
OG0000276	Syat.g_00725	Syar.g_01817
OG0000277	Syat.g_00738	Syar.g_01818
OG0000278	Syat.g_00741	Syar.g_01821
OG0000279	Syat.g_00755	Syar.g_01838
OG0000280	Syat.g_01669	Syar.g_02067, Syar.g_00734
OG0000281	Syat.g_00960	Syar.g_02218
OG0000282	Syat.g_00431	Syar.g_01614
OG0000283	Syat.g_00620	Syar.g_02574
OG0000284	Syat.g_00614	Syar.g_02568
OG0000285	Syat.g_00607	Syar.g_02560
OG0000286	Syat.g_00579	Syar.g_02540
OG0000287	Syat.g_00550	Syar.g_02512
OG0000288	Syat.g_00709	Syar.g_01801
OG0000289	Syat.g_00695	Syar.g_01786
OG0000290	Syat.g_00805	Syar.g_01928
OG0000291	Syat.g_00807	Syar.g_01930
OG0000292	Syat.g_02388	Syar.g_00463
OG0000293	Syat.g_03241	Syar.g_01526
OG0000294	Syat.g_03248	Syar.g_01527
OG0000295	Syat.g_00297	Syar.g_01951
OG0000296	Syat.g_00295	Syar.g_01953
OG0000297	Syat.g_00226	Syar.g_01967
OG0000298	Syat.g_00225	Syar.g_01968
OG0000299	Syat.g_00910	Syar.g_01704
OG0000300	Syat.g_00904	Syar.g_01646, Syar.g_01711
OG0000301	Syat.g_00903	Syar.g_01712
OG0000302	Syat.g_00901	Syar.g_01713
OG0000303	Syat.g_00892	Syar.g_01723
OG0000304	Syat.g_00885	Syar.g_01728
OG0000305	Syat.g_00809	Syar.g_01933, Syar.g_03163
OG0000306	Syat.g_01704	Syar.g_01884
OG0000307	Syat.g_01304	Syar.g_01452
OG0000308	Syat.g_01306	Syar.g_01450
OG0000309	Syat.g_01417	Syar.g_01239
OG0000310	Syat.g_01246	Syar.g_02826
OG0000311	Syat.g_01242	Syar.g_02823
OG0000312	Syat.g_01237	Syar.g_02818
OG0000313	Syat.g_01183	Syar.g_02804
OG0000314	Syat.g_01341	Syar.g_01403
OG0000315	Syat.g_01351	Syar.g_01393
OG0000316	Syat.g_03082	Syar.g_02885
OG0000317	Syat.g_03120	Syar.g_02926
OG0000318	Syat.g_03125	Syar.g_02930
OG0000319	Syat.g_03055	Syar.g_02954
OG0000320	Syat.g_03053	Syar.g_02956
OG0000321	Syat.g_03052	Syar.g_02957
OG0000322	Syat.g_03051	Syar.g_02958
OG0000323	Syat.g_03038	Syar.g_02973
OG0000324	Syat.g_02998	Syar.g_00350, Syar.g_03001
OG0000325	Syat.g_01861	Syar.g_00148
OG0000326	Syat.g_01854	Syar.g_00139
OG0000327	Syat.g_01827	Syar.g_01029
OG0000328	Syat.g_01826	Syar.g_01030
OG0000329	Syat.g_01808	Syar.g_03189, Syar.g_01048
OG0000330	Syat.g_01807	Syar.g_01049
OG0000331	Syat.g_01806	Syar.g_03191, Syar.g_01050
OG0000332	Syat.g_01790	Syar.g_01064
OG0000333	Syat.g_01787	Syar.g_01067
OG0000334	Syat.g_01657	Syar.g_01076
OG0000335	Syat.g_01652	Syar.g_01080
OG0000336	Syat.g_01648	Syar.g_01084
OG0000337	Syat.g_02144	Syar.g_00285
OG0000338	Syat.g_02146	Syar.g_00287
OG0000339	Syat.g_02155, Syat.g_01055	Syar.g_00658
OG0000340	Syat.g_02165	Syar.g_00247
OG0000341	Syat.g_02167	Syar.g_00249
OG0000342	Syat.g_02168	Syar.g_00250
OG0000343	Syat.g_02185	Syar.g_00256
OG0000344	Syat.g_02189	Syar.g_00260
OG0000345	Syat.g_02202	Syar.g_00612
OG0000346	Syat.g_02207	Syar.g_00607
OG0000347	Syat.g_02234	Syar.g_00558
OG0000348	Syat.g_02264	Syar.g_00544
OG0000349	Syat.g_02291	Syar.g_00521
OG0000350	Syat.g_01847	Syar.g_00132
OG0000351	Syat.g_02411	Syar.g_00442
OG0000352	Syat.g_02410	Syar.g_00443
OG0000353	Syat.g_00955, Syat.g_02377	Syar.g_00469
OG0000354	Syat.g_03225	Syar.g_01514
OG0000354	Syat.g_02325	Syar.g_00487
OG0000355	Syat.g_02375	Syar.g_00471
OG0000356	Syat.g_02374	Syar.g_00472
OG0000357	Syat.g_02373	Syar.g_00473
OG0000358	Syat.g_02336	Syar.g_00477
OG0000359	Syat.g_02334	Syar.g_00479
OG0000360	Syat.g_02333	Syar.g_00480
OG0000361	Syat.g_02332	Syar.g_00481
OG0000362	Syat.g_02330	Syar.g_00483
OG0000363	Syat.g_02328	Syar.g_00484
OG0000364	Syat.g_03122	Syar.g_02928
OG0000365	Syat.g_02318	Syar.g_00493
OG0000366	Syat.g_02317	Syar.g_00494
OG0000367	Syat.g_02316	Syar.g_00495
OG0000368	Syat.g_02314	Syar.g_00497
OG0000369	Syat.g_02313	Syar.g_00498
OG0000370	Syat.g_02312	Syar.g_00499
OG0000371	Syat.g_02304	Syar.g_00508
OG0000372	Syat.g_02298	Syar.g_00514
OG0000373	Syat.g_02297	Syar.g_00515
OG0000374	Syat.g_02296	Syar.g_00516
OG0000375	Syat.g_02295	Syar.g_00517
OG0000376	Syat.g_02293	Syar.g_00519
OG0000377	Syat.g_02695	Syar.g_00322
OG0000378	Syat.g_02715	Syar.g_00905
OG0000379	Syat.g_02720	Syar.g_00910
OG0000380	Syat.g_01468	Syar.g_03039
OG0000381	Syat.g_01470	Syar.g_03041
OG0000382	Syat.g_01488	Syar.g_03057
OG0000383	Syat.g_01521	Syar.g_03074
OG0000384	Syat.g_01522	Syar.g_03075
OG0000385	Syat.g_01523	Syar.g_03076
OG0000386	Syat.g_01524	Syar.g_03077
OG0000387	Syat.g_01561	Syar.g_03109
OG0000388	Syat.g_01565	Syar.g_03113
OG0000389	Syat.g_01569	Syar.g_03118
OG0000390	Syat.g_02945	Syar.g_00033
OG0000391	Syat.g_02940	Syar.g_00038
OG0000392	Syat.g_02934	Syar.g_00045
OG0000393	Syat.g_02931	Syar.g_00048
OG0000394	Syat.g_02930	Syar.g_00049
OG0000395	Syat.g_02929	Syar.g_00050
OG0000396	Syat.g_02927	Syar.g_00053
OG0000397	Syat.g_02925	Syar.g_00055
OG0000398	Syat.g_02920	Syar.g_00060
OG0000399	Syat.g_02919	Syar.g_00061
OG0000400	Syat.g_02918	Syar.g_00062
OG0000401	Syat.g_02917	Syar.g_00063
OG0000402	Syat.g_02915	Syar.g_00065
OG0000403	Syat.g_02914	Syar.g_00066
OG0000404	Syat.g_02913	Syar.g_00067
OG0000405	Syat.g_02900	Syar.g_00076
OG0000406	Syat.g_02896	Syar.g_00080
OG0000407	Syat.g_02895	Syar.g_00081
OG0000408	Syat.g_02893	Syar.g_00083
OG0000409	Syat.g_02891	Syar.g_00085
OG0000410	Syat.g_02890	Syar.g_00086
OG0000411	Syat.g_02889	Syar.g_00087
OG0000412	Syat.g_02888	Syar.g_00088
OG0000413	Syat.g_02886	Syar.g_00090
OG0000414	Syat.g_02885	Syar.g_00091
OG0000415	Syat.g_02884	Syar.g_00092
OG0000416	Syat.g_02883	Syar.g_00093
OG0000417	Syat.g_02868	Syar.g_00095
OG0000418	Syat.g_02863	Syar.g_00100
OG0000419	Syat.g_02861	Syar.g_00102
OG0000420	Syat.g_02859	Syar.g_00104
OG0000421	Syat.g_02855	Syar.g_00109
OG0000422	Syat.g_02854	Syar.g_00110
OG0000423	Syat.g_02853	Syar.g_00111
OG0000424	Syat.g_02852	Syar.g_00112
OG0000425	Syat.g_02851	Syar.g_00113
OG0000426	Syat.g_02850	Syar.g_00114
OG0000427	Syat.g_02849	Syar.g_00115
OG0000428	Syat.g_02846	Syar.g_00118
OG0000429	Syat.g_02843	Syar.g_00121
OG0000430	Syat.g_02841	Syar.g_00123
OG0000431	Syat.g_02838	Syar.g_00127
OG0000432	Syat.g_02832	Syar.g_01009
OG0000433	Syat.g_02829	Syar.g_01007
OG0000434	Syat.g_02828	Syar.g_01006
OG0000435	Syat.g_02824	Syar.g_01003
OG0000436	Syat.g_02817	Syar.g_00994
OG0000437	Syat.g_02558	Syar.g_00993
OG0000438	Syat.g_02813	Syar.g_00992
OG0000439	Syat.g_02811	Syar.g_00990
OG0000440	Syat.g_02810	Syar.g_00989
OG0000441	Syat.g_02807	Syar.g_00986
OG0000442	Syat.g_02797	Syar.g_00977
OG0000443	Syat.g_02787	Syar.g_00964
OG0000444	Syat.g_02756	Syar.g_00954
OG0000445	Syat.g_02755	Syar.g_00953
OG0000446	Syat.g_02753	Syar.g_00951
OG0000447	Syat.g_02749	Syar.g_00948
OG0000448	Syat.g_02748	Syar.g_00947
OG0000449	Syat.g_02747	Syar.g_00946
OG0000450	Syat.g_02738	Syar.g_00939
OG0000451	Syat.g_02737	Syar.g_00938
OG0000452	Syat.g_02732	Syar.g_00934
OG0000453	Syat.g_02731	Syar.g_00933
OG0000454	Syat.g_02730	Syar.g_00932
OG0000455	Syat.g_02729	Syar.g_00931
OG0000456	Syat.g_02728	Syar.g_00930
OG0000457	Syat.g_02726	Syar.g_00928
OG0000458	Syat.g_02725	Syar.g_00918
OG0000459	Syat.g_02724	Syar.g_00917
OG0000460	Syat.g_01450	Syar.g_03024
OG0000461	Syat.g_01866	Syar.g_00153
OG0000462	Syat.g_01868	Syar.g_00155
OG0000463	Syat.g_01869	Syar.g_00156
OG0000464	Syat.g_01870	Syar.g_00157
OG0000465	Syat.g_01872	Syar.g_00159
OG0000466	Syat.g_01877	Syar.g_00164
OG0000467	Syat.g_01878	Syar.g_00165
OG0000468	Syat.g_01884	Syar.g_00170
OG0000469	Syat.g_02000	Syar.g_00203
OG0000470	Syat.g_02038	Syar.g_00206
OG0000471	Syat.g_02039	Syar.g_00207
OG0000472	Syat.g_02041	Syar.g_00208
OG0000473	Syat.g_02043	Syar.g_00210
OG0000474	Syat.g_02044	Syar.g_00211
OG0000475	Syat.g_02045	Syar.g_00212
OG0000476	Syat.g_02047	Syar.g_00214
OG0000477	Syat.g_02053	Syar.g_00219
OG0000478	Syat.g_02054	Syar.g_00220
OG0000479	Syat.g_02056	Syar.g_00221
OG0000480	Syat.g_02063	Syar.g_00228
OG0000481	Syat.g_02066	Syar.g_00230
OG0000482	Syat.g_02067	Syar.g_00231
OG0000483	Syat.g_02071	Syar.g_00235
OG0000484	Syat.g_02072	Syar.g_00236
OG0000485	Syat.g_02073	Syar.g_00237
OG0000486	Syat.g_02074	Syar.g_00238
OG0000487	Syat.g_02080	Syar.g_00245
OG0000488	Syat.g_02086	Syar.g_00853
OG0000489	Syat.g_02097	Syar.g_00833
OG0000490	Syat.g_02106	Syar.g_00823
OG0000491	Syat.g_02107	Syar.g_00822
OG0000492	Syat.g_02110	Syar.g_00727
OG0000493	Syat.g_02111	Syar.g_00726
OG0000494	Syat.g_02112	Syar.g_00725
OG0000495	Syat.g_02120	Syar.g_00724
OG0000496	Syat.g_02121	Syar.g_00723
OG0000497	Syat.g_02122	Syar.g_00722
OG0000498	Syat.g_02123	Syar.g_00721
OG0000499	Syat.g_02124	Syar.g_00720
OG0000500	Syat.g_02125	Syar.g_00719
OG0000501	Syat.g_02128	Syar.g_00716
OG0000502	Syat.g_02135	Syar.g_00275
OG0000503	Syat.g_01614	Syar.g_01118
OG0000504	Syat.g_01612	Syar.g_01120
OG0000505	Syat.g_01611	Syar.g_01121
OG0000506	Syat.g_01609	Syar.g_01123
OG0000507	Syat.g_01603	Syar.g_01129
OG0000508	Syat.g_01596	Syar.g_01141
OG0000509	Syat.g_01591	Syar.g_01143
OG0000510	Syat.g_01590	Syar.g_01144
OG0000511	Syat.g_01589	Syar.g_01145
OG0000512	Syat.g_01587	Syar.g_01147
OG0000513	Syat.g_02957	Syar.g_01166
OG0000514	Syat.g_02962	Syar.g_01169
OG0000515	Syat.g_02963	Syar.g_01170
OG0000516	Syat.g_02965	Syar.g_01172
OG0000517	Syat.g_02969	Syar.g_01176
OG0000518	Syat.g_01286	Syar.g_02868
OG0000519	Syat.g_01285	Syar.g_02867
OG0000520	Syat.g_01284	Syar.g_02866
OG0000521	Syat.g_01319	Syar.g_01419
OG0000522	Syat.g_01317	Syar.g_01421
OG0000523	Syat.g_01316	Syar.g_01422
OG0000524	Syat.g_01409	Syar.g_01244
OG0000525	Syat.g_01382	Syar.g_01263
OG0000526	Syat.g_01380	Syar.g_01266
OG0000527	Syat.g_01373	Syar.g_01271
OG0000528	Syat.g_03167	Syar.g_01466
OG0000529	Syat.g_03171	Syar.g_01470
OG0000530	Syat.g_03174	Syar.g_01473
OG0000531	Syat.g_03175	Syar.g_01474
OG0000532	Syat.g_03178	Syar.g_01477
OG0000533	Syat.g_03180	Syar.g_01479
OG0000534	Syat.g_03181	Syar.g_01480
OG0000535	Syat.g_03182	Syar.g_01481
OG0000536	Syat.g_03183	Syar.g_01482
OG0000537	Syat.g_03185	Syar.g_01483
OG0000538	Syat.g_03204	Syar.g_01496
OG0000539	Syat.g_03206	Syar.g_01497
OG0000540	Syat.g_03207	Syar.g_01498
OG0000541	Syat.g_03208	Syar.g_01499
OG0000542	Syat.g_03213	Syar.g_01502
OG0000543	Syat.g_03215	Syar.g_01504
OG0000544	Syat.g_03216	Syar.g_01505
OG0000545	Syat.g_03218	Syar.g_01507
OG0000546	Syat.g_03220	Syar.g_01509
OG0000547	Syat.g_03222	Syar.g_01511
OG0000548	Syat.g_03223	Syar.g_01512
OG0000549	Syat.g_01795	Syar.g_02693
OG0000550	Syat.g_01107	Syar.g_02689
OG0000551	Syat.g_01103	Syar.g_02684
OG0000552	Syat.g_01102	Syar.g_02683
OG0000553	Syat.g_01098	Syar.g_02679
OG0000554	Syat.g_03271	Syar.g_02352
OG0000555	Syat.g_00093	Syar.g_02336
OG0000556	Syat.g_00088	Syar.g_02332
OG0000557	Syat.g_00083	Syar.g_02328
OG0000558	Syat.g_00081	Syar.g_02326
OG0000559	Syat.g_00077	Syar.g_02322
OG0000560	Syat.g_00074	Syar.g_02320
OG0000561	Syat.g_00073	Syar.g_02319
OG0000562	Syat.g_00072	Syar.g_02318
OG0000563	Syat.g_00071	Syar.g_02317
OG0000564	Syat.g_00070	Syar.g_02316
OG0000565	Syat.g_00067	Syar.g_02312
OG0000566	Syat.g_00063	Syar.g_02308
OG0000567	Syat.g_00059	Syar.g_02304
OG0000568	Syat.g_00057	Syar.g_02302
