Orthogroup	Syat	Syag
OG0000070	Syat.g_01032, Syat.g_01040	Syag.g_00049
OG0000072	Syat.g_02856	Syag.g_01980
OG0000072	Syat.g_01597	Syag.g_02859
OG0000073	Syat.g_03201	Syag.g_01505
OG0000075	Syat.g_02497, Syat.g_01713, Syat.g_02154	Syag.g_02434
OG0000076	Syat.g_02206	Syag.g_02393
OG0000077	Syat.g_01481	Syag.g_01831
OG0000078	Syat.g_00184	Syag.g_01778
OG0000079	Syat.g_01879	Syag.g_02659, Syag.g_02652
OG0000080	Syat.g_02420	Syag.g_00124, Syag.g_02500, Syag.g_02499
OG0000081	Syat.g_00980	Syag.g_00167
OG0000082	Syat.g_00035	Syag.g_00318
OG0000085	Syat.g_03113	Syag.g_01676
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Syag.g_01853
OG0000087	Syat.g_02912	Syag.g_01939
OG0000088	Syat.g_02862	Syag.g_01974
OG0000089	Syat.g_02953	Syag.g_00005
OG0000090	Syat.g_03270	Syag.g_01454
OG0000091	Syat.g_00939, Syat.g_00862	Syag.g_00418
OG0000092	Syat.g_00825	Syag.g_00242
OG0000094	Syat.g_00698	Syag.g_00881
OG0000095	Syat.g_00808	Syag.g_00974
OG0000098	Syat.g_03281	Syag.g_00578
OG0000099	Syat.g_02130	Syag.g_02536
OG0000100	Syat.g_00517	Syag.g_00704
OG0000102	Syat.g_00974	Syag.g_02387
OG0000103	Syat.g_02399	Syag.g_02253
OG0000104	Syat.g_02385	Syag.g_02268
OG0000105	Syat.g_02052	Syag.g_02606
OG0000106	Syat.g_00957	Syag.g_00462
OG0000107	Syat.g_01862	Syag.g_02689
OG0000108	Syat.g_03170	Syag.g_01528
OG0000109	Syat.g_03187	Syag.g_01512
OG0000110	Syat.g_00049	Syag.g_00303
OG0000111	Syat.g_00816	Syag.g_00984
OG0000112	Syat.g_00593	Syag.g_00801
OG0000113	Syat.g_00509	Syag.g_00699
OG0000114	Syat.g_00426	Syag.g_00609
OG0000115	Syat.g_01328	Syag.g_01397
OG0000116	Syat.g_02641	Syag.g_01156
OG0000117	Syat.g_00224	Syag.g_01097
OG0000118	Syat.g_01168	Syag.g_01232
OG0000120	Syat.g_02132	Syag.g_02535
OG0000121	Syat.g_01223	Syag.g_01414
OG0000123	Syat.g_01653	Syag.g_02781
OG0000124	Syat.g_02231	Syag.g_02367, Syag.g_02485
OG0000125	Syat.g_02684	Syag.g_02136, Syag.g_02134
OG0000126	Syat.g_00976	Syag.g_02266
OG0000128	Syat.g_02331	Syag.g_02284
OG0000129	Syat.g_02693, Syat.g_02694	Syag.g_02121
OG0000130	Syat.g_01469	Syag.g_01819
OG0000131	Syat.g_02898	Syag.g_01951
OG0000132	Syat.g_02864	Syag.g_01972
OG0000133	Syat.g_00588	Syag.g_00806
OG0000134	Syat.g_02956	Syag.g_00008
OG0000135	Syat.g_02501	Syag.g_02171
OG0000136	Syat.g_01292	Syag.g_00038
OG0000137	Syat.g_01371	Syag.g_01356
OG0000138	Syat.g_03188	Syag.g_01511
OG0000140	Syat.g_03280	Syag.g_01446
OG0000141	Syat.g_03398	Syag.g_00351
OG0000142	Syat.g_00117	Syag.g_00410
OG0000143	Syat.g_00130	Syag.g_00414
OG0000144	Syat.g_00369	Syag.g_00493
OG0000145	Syat.g_03202	Syag.g_01504
OG0000146	Syat.g_00594	Syag.g_00800
OG0000147	Syat.g_00595	Syag.g_00799
OG0000148	Syat.g_00503	Syag.g_00693
OG0000149	Syat.g_00747	Syag.g_00731
OG0000150	Syat.g_03399	Syag.g_00352
OG0000151	Syat.g_00801, Syat.g_00440	Syag.g_00623
OG0000152	Syat.g_00578	Syag.g_00810
OG0000153	Syat.g_00542	Syag.g_00845
OG0000154	Syat.g_00708	Syag.g_00870
OG0000155	Syat.g_00287	Syag.g_01107
OG0000156	Syat.g_03228	Syag.g_01166
OG0000157	Syat.g_02012, Syat.g_03227	Syag.g_01167
OG0000158	Syat.g_02163	Syag.g_02422
OG0000160	Syat.g_01224	Syag.g_01415
OG0000161	Syat.g_01180	Syag.g_01409
OG0000162	Syat.g_01281	Syag.g_01402
OG0000163	Syat.g_02979	Syag.g_01618
OG0000164	Syat.g_03040	Syag.g_01725
OG0000165	Syat.g_03033	Syag.g_01733
OG0000166	Syat.g_01822	Syag.g_02733
OG0000167	Syat.g_02148	Syag.g_02437
OG0000168	Syat.g_02164	Syag.g_02417
OG0000169	Syat.g_02192	Syag.g_02405
OG0000170	Syat.g_02201	Syag.g_02398
OG0000171	Syat.g_02230	Syag.g_02368
OG0000172	Syat.g_02260	Syag.g_02360
OG0000173	Syat.g_02284	Syag.g_02337
OG0000174	Syat.g_02504	Syag.g_02175
OG0000175	Syat.g_02416	Syag.g_02240
OG0000176	Syat.g_02372	Syag.g_02276
OG0000177	Syat.g_02338	Syag.g_02277
OG0000178	Syat.g_02337	Syag.g_02278
OG0000179	Syat.g_02322	Syag.g_02293
OG0000180	Syat.g_02321	Syag.g_02294
OG0000181	Syat.g_02320	Syag.g_02295
OG0000182	Syat.g_02319	Syag.g_02296
OG0000183	Syat.g_02315	Syag.g_02300
OG0000184	Syat.g_02704	Syag.g_02110
OG0000185	Syat.g_02719	Syag.g_02092
OG0000186	Syat.g_01463	Syag.g_01815
OG0000187	Syat.g_01467	Syag.g_01816
OG0000188	Syat.g_01489	Syag.g_01839
OG0000189	Syat.g_01557	Syag.g_01872
OG0000190	Syat.g_00330	Syag.g_01874
OG0000191	Syat.g_03344, Syat.g_02939	Syag.g_01909
OG0000192	Syat.g_02933	Syag.g_01915
OG0000193	Syat.g_02897	Syag.g_01952
OG0000194	Syat.g_02894	Syag.g_01955
OG0000195	Syat.g_02892	Syag.g_01957
OG0000196	Syat.g_02867	Syag.g_01968
OG0000197	Syat.g_02866	Syag.g_01969
OG0000198	Syat.g_02865	Syag.g_00108, Syag.g_01971
OG0000199	Syat.g_02857	Syag.g_01979
OG0000200	Syat.g_02840	Syag.g_01996
OG0000201	Syat.g_02821	Syag.g_02019, Syag.g_02023
OG0000202	Syat.g_02820	Syag.g_02024
OG0000203	Syat.g_02819	Syag.g_02025
OG0000204	Syat.g_02818	Syag.g_02020, Syag.g_02026
OG0000205	Syat.g_02809	Syag.g_02035
OG0000206	Syat.g_02785	Syag.g_02047
OG0000207	Syat.g_02778	Syag.g_02051
OG0000208	Syat.g_02777	Syag.g_02052
OG0000209	Syat.g_02735	Syag.g_02069
OG0000210	Syat.g_02734	Syag.g_02070
OG0000211	Syat.g_01452	Syag.g_01788
OG0000212	Syat.g_01442	Syag.g_01777
OG0000213	Syat.g_01889	Syag.g_02632
OG0000214	Syat.g_02042	Syag.g_02615
OG0000215	Syat.g_02075	Syag.g_02584
OG0000216	Syat.g_02079	Syag.g_02580
OG0000217	Syat.g_02085	Syag.g_02576
OG0000218	Syat.g_02087	Syag.g_02574
OG0000219	Syat.g_02088	Syag.g_02573
OG0000220	Syat.g_02089	Syag.g_02572
OG0000221	Syat.g_02095	Syag.g_02566
OG0000222	Syat.g_02109	Syag.g_02550
OG0000223	Syat.g_02570	Syag.g_02475
OG0000224	Syat.g_02139	Syag.g_02471
OG0000225	Syat.g_01595	Syag.g_02861
OG0000226	Syat.g_01588	Syag.g_02865
OG0000228	Syat.g_02952	Syag.g_00004
OG0000229	Syat.g_02970	Syag.g_00033
OG0000230	Syat.g_02972	Syag.g_00035
OG0000231	Syat.g_01283	Syag.g_00048
OG0000232	Syat.g_01313	Syag.g_00059
OG0000233	Syat.g_01407	Syag.g_01330
OG0000234	Syat.g_01369	Syag.g_01358
OG0000235	Syat.g_03169	Syag.g_01529
OG0000236	Syat.g_03186	Syag.g_01513
OG0000237	Syat.g_03214	Syag.g_01495
OG0000238	Syat.g_03219	Syag.g_01490
OG0000239	Syat.g_01105	Syag.g_01472
OG0000240	Syat.g_01104	Syag.g_01471
OG0000241	Syat.g_00111	Syag.g_00396
OG0000242	Syat.g_01077	Syag.g_01456
OG0000243	Syat.g_00092	Syag.g_00255
OG0000244	Syat.g_00082	Syag.g_00268
OG0000245	Syat.g_00080	Syag.g_00270
OG0000246	Syat.g_00076	Syag.g_00274
OG0000247	Syat.g_00065	Syag.g_00286
OG0000248	Syat.g_00062	Syag.g_00289
OG0000249	Syat.g_00060	Syag.g_00291
OG0000250	Syat.g_00053	Syag.g_00299
OG0000251	Syat.g_00027	Syag.g_00328
OG0000252	Syat.g_00022	Syag.g_00331
OG0000253	Syat.g_00021	Syag.g_00333
OG0000254	Syat.g_03407	Syag.g_00356
OG0000255	Syat.g_02405	Syag.g_00369
OG0000256	Syat.g_03306	Syag.g_00385
OG0000257	Syat.g_00109	Syag.g_00395
OG0000258	Syat.g_00382	Syag.g_00423
OG0000259	Syat.g_00342	Syag.g_00560
OG0000260	Syat.g_00392	Syag.g_00570
OG0000261	Syat.g_00400	Syag.g_00581
OG0000262	Syat.g_00407	Syag.g_00586
OG0000263	Syat.g_00200	Syag.g_01079
OG0000266	Syat.g_00671	Syag.g_00907
OG0000267	Syat.g_00636	Syag.g_00762
OG0000268	Syat.g_00634	Syag.g_00763
OG0000269	Syat.g_00474, Syat.g_00126	Syag.g_00662
OG0000270	Syat.g_00477	Syag.g_00665
OG0000271	Syat.g_00485	Syag.g_00673
OG0000273	Syat.g_00520	Syag.g_00713
OG0000274	Syat.g_00521	Syag.g_00714
OG0000275	Syat.g_00718	Syag.g_00717
OG0000276	Syat.g_00725	Syag.g_00723
OG0000277	Syat.g_00738	Syag.g_00724
OG0000278	Syat.g_00741	Syag.g_00727
OG0000279	Syat.g_00755	Syag.g_00735
OG0000280	Syat.g_01669	Syag.g_00741
OG0000281	Syat.g_00960	Syag.g_00572
OG0000282	Syat.g_00431	Syag.g_00611
OG0000283	Syat.g_00620	Syag.g_00775
OG0000284	Syat.g_00614	Syag.g_00780
OG0000285	Syat.g_00607	Syag.g_00791
OG0000286	Syat.g_00579	Syag.g_00809
OG0000287	Syat.g_00550	Syag.g_00838
OG0000288	Syat.g_00709	Syag.g_00869
OG0000289	Syat.g_00695	Syag.g_00884
OG0000290	Syat.g_00805	Syag.g_00970
OG0000292	Syat.g_02388	Syag.g_02265
OG0000293	Syat.g_03241	Syag.g_01155
OG0000294	Syat.g_03248	Syag.g_01154
OG0000295	Syat.g_00297	Syag.g_01115
OG0000296	Syat.g_00295	Syag.g_01113
OG0000297	Syat.g_00226	Syag.g_01099
OG0000298	Syat.g_00225	Syag.g_01098
OG0000299	Syat.g_00910	Syag.g_01067
OG0000300	Syat.g_00904	Syag.g_01062
OG0000301	Syat.g_00903	Syag.g_01061
OG0000302	Syat.g_00901	Syag.g_01060
OG0000303	Syat.g_00892	Syag.g_01048
OG0000304	Syat.g_00885	Syag.g_01041
OG0000305	Syat.g_00809	Syag.g_00977
OG0000306	Syat.g_01704	Syag.g_00460
OG0000307	Syat.g_01304	Syag.g_01546
OG0000308	Syat.g_01306	Syag.g_01548
OG0000309	Syat.g_01417	Syag.g_01553
OG0000310	Syat.g_01246	Syag.g_01291
OG0000311	Syat.g_01242	Syag.g_01300
OG0000312	Syat.g_01237	Syag.g_01434
OG0000313	Syat.g_01183	Syag.g_00966, Syag.g_01412
OG0000314	Syat.g_01341	Syag.g_01380
OG0000315	Syat.g_01351	Syag.g_01369
OG0000316	Syat.g_03082	Syag.g_01641
OG0000317	Syat.g_03120	Syag.g_01684
OG0000318	Syat.g_03125	Syag.g_01688
OG0000319	Syat.g_03055	Syag.g_01710
OG0000320	Syat.g_03053	Syag.g_01712
OG0000321	Syat.g_03052	Syag.g_01713
OG0000322	Syat.g_03051	Syag.g_01714
OG0000323	Syat.g_03038	Syag.g_01728
OG0000324	Syat.g_02998	Syag.g_01757
OG0000325	Syat.g_01861	Syag.g_02690
OG0000326	Syat.g_01854	Syag.g_02698
OG0000327	Syat.g_01827	Syag.g_02728
OG0000328	Syat.g_01826	Syag.g_02729
OG0000329	Syat.g_01808	Syag.g_02747
OG0000330	Syat.g_01807	Syag.g_02748
OG0000331	Syat.g_01806	Syag.g_02749
OG0000332	Syat.g_01790	Syag.g_02764
OG0000333	Syat.g_01787	Syag.g_02767
OG0000334	Syat.g_01657	Syag.g_02777
OG0000335	Syat.g_01652	Syag.g_02782
OG0000336	Syat.g_01648	Syag.g_02786
OG0000337	Syat.g_02144	Syag.g_02445
OG0000338	Syat.g_02146	Syag.g_02440
OG0000340	Syat.g_02165	Syag.g_02416
OG0000341	Syat.g_02167	Syag.g_02414
OG0000342	Syat.g_02168	Syag.g_02413
OG0000343	Syat.g_02185	Syag.g_02411
OG0000344	Syat.g_02189	Syag.g_02407
OG0000345	Syat.g_02202	Syag.g_02397
OG0000346	Syat.g_02207	Syag.g_02392
OG0000347	Syat.g_02234	Syag.g_02366
OG0000348	Syat.g_02264	Syag.g_02357
OG0000349	Syat.g_02291	Syag.g_02330
OG0000350	Syat.g_01847	Syag.g_02705
OG0000351	Syat.g_02411	Syag.g_02244
OG0000352	Syat.g_02410	Syag.g_02245
OG0000353	Syat.g_00955, Syat.g_02377	Syag.g_02271
OG0000354	Syat.g_03225	Syag.g_01484
OG0000354	Syat.g_02325	Syag.g_02291
OG0000355	Syat.g_02375	Syag.g_02273
OG0000356	Syat.g_02374	Syag.g_02274
OG0000357	Syat.g_02373	Syag.g_02275
OG0000358	Syat.g_02336	Syag.g_02279
OG0000359	Syat.g_02334	Syag.g_02281
OG0000360	Syat.g_02333	Syag.g_02282
OG0000361	Syat.g_02332	Syag.g_02283
OG0000362	Syat.g_02330	Syag.g_02285
OG0000363	Syat.g_02328	Syag.g_02287
OG0000364	Syat.g_03122	Syag.g_02288
OG0000365	Syat.g_02318	Syag.g_02297
OG0000366	Syat.g_02317	Syag.g_02298
OG0000367	Syat.g_02316	Syag.g_02299
OG0000368	Syat.g_02314	Syag.g_02301
OG0000369	Syat.g_02313	Syag.g_02302
OG0000370	Syat.g_02312	Syag.g_02303
OG0000371	Syat.g_02304	Syag.g_02312
OG0000372	Syat.g_02298	Syag.g_02317
OG0000373	Syat.g_02297	Syag.g_02318
OG0000374	Syat.g_02296	Syag.g_02319
OG0000375	Syat.g_02295	Syag.g_02326
OG0000376	Syat.g_02293	Syag.g_02328
OG0000377	Syat.g_02695	Syag.g_02119
OG0000378	Syat.g_02715	Syag.g_02099
OG0000379	Syat.g_02720	Syag.g_02091
OG0000380	Syat.g_01468	Syag.g_01817
OG0000381	Syat.g_01470	Syag.g_01820
OG0000382	Syat.g_01488	Syag.g_01838
OG0000383	Syat.g_01521	Syag.g_01843
OG0000384	Syat.g_01522	Syag.g_01844
OG0000385	Syat.g_01523	Syag.g_01845
OG0000386	Syat.g_01524	Syag.g_01846
OG0000387	Syat.g_01561	Syag.g_01876
OG0000388	Syat.g_01565	Syag.g_01880
OG0000389	Syat.g_01569	Syag.g_01884
OG0000390	Syat.g_02945	Syag.g_01903
OG0000391	Syat.g_02940	Syag.g_01908
OG0000392	Syat.g_02934	Syag.g_01914
OG0000393	Syat.g_02931	Syag.g_01917
OG0000394	Syat.g_02930	Syag.g_01918
OG0000395	Syat.g_02929	Syag.g_01919
OG0000396	Syat.g_02927	Syag.g_01922
OG0000397	Syat.g_02925	Syag.g_01924
OG0000398	Syat.g_02920	Syag.g_01929
OG0000399	Syat.g_02919	Syag.g_01930
OG0000400	Syat.g_02918	Syag.g_01931
OG0000401	Syat.g_02917	Syag.g_01932
OG0000402	Syat.g_02915	Syag.g_01934
OG0000403	Syat.g_02914	Syag.g_01935
OG0000404	Syat.g_02913	Syag.g_01937
OG0000405	Syat.g_02900	Syag.g_01949
OG0000406	Syat.g_02896	Syag.g_01953
OG0000407	Syat.g_02895	Syag.g_01954
OG0000408	Syat.g_02893	Syag.g_01956
OG0000409	Syat.g_02891	Syag.g_01958
OG0000410	Syat.g_02890	Syag.g_01959
OG0000411	Syat.g_02889	Syag.g_01960
OG0000412	Syat.g_02888	Syag.g_01961
OG0000413	Syat.g_02886	Syag.g_01963
OG0000414	Syat.g_02885	Syag.g_01964
OG0000415	Syat.g_02884	Syag.g_01965
OG0000416	Syat.g_02883	Syag.g_01966
OG0000417	Syat.g_02868	Syag.g_01967
OG0000418	Syat.g_02863	Syag.g_01973
OG0000419	Syat.g_02861	Syag.g_01975
OG0000420	Syat.g_02859	Syag.g_01977
OG0000421	Syat.g_02855	Syag.g_01982
OG0000422	Syat.g_02854	Syag.g_01983
OG0000423	Syat.g_02853	Syag.g_01984
OG0000424	Syat.g_02852	Syag.g_01985
OG0000425	Syat.g_02851	Syag.g_01986
OG0000426	Syat.g_02850	Syag.g_01987
OG0000427	Syat.g_02849	Syag.g_01988
OG0000428	Syat.g_02846	Syag.g_01991
OG0000429	Syat.g_02843	Syag.g_01993
OG0000430	Syat.g_02841	Syag.g_01995
OG0000431	Syat.g_02838	Syag.g_01998
OG0000432	Syat.g_02832	Syag.g_02007
OG0000433	Syat.g_02829	Syag.g_02009
OG0000434	Syat.g_02828	Syag.g_02010
OG0000435	Syat.g_02824	Syag.g_02017
OG0000436	Syat.g_02817	Syag.g_02028
OG0000437	Syat.g_02558	Syag.g_02029
OG0000438	Syat.g_02813	Syag.g_02031
OG0000439	Syat.g_02811	Syag.g_02033
OG0000440	Syat.g_02810	Syag.g_02034
OG0000441	Syat.g_02807	Syag.g_02041
OG0000442	Syat.g_02797	Syag.g_02044
OG0000443	Syat.g_02787	Syag.g_02046
OG0000444	Syat.g_02756	Syag.g_02053
OG0000445	Syat.g_02755	Syag.g_02054
OG0000446	Syat.g_02753	Syag.g_02056
OG0000447	Syat.g_02749	Syag.g_02059
OG0000448	Syat.g_02748	Syag.g_02060
OG0000449	Syat.g_02747	Syag.g_02061
OG0000450	Syat.g_02738	Syag.g_02066
OG0000451	Syat.g_02737	Syag.g_02067
OG0000452	Syat.g_02732	Syag.g_02071
OG0000453	Syat.g_02731	Syag.g_02072
OG0000454	Syat.g_02730	Syag.g_02073
OG0000455	Syat.g_02729	Syag.g_02074
OG0000456	Syat.g_02728	Syag.g_02075
OG0000457	Syat.g_02726	Syag.g_02077
OG0000458	Syat.g_02725	Syag.g_02080
OG0000459	Syat.g_02724	Syag.g_02081
OG0000460	Syat.g_01450	Syag.g_01786
OG0000461	Syat.g_01866	Syag.g_02675
OG0000462	Syat.g_01868	Syag.g_02672
OG0000463	Syat.g_01869	Syag.g_02671
OG0000464	Syat.g_01870	Syag.g_02670
OG0000465	Syat.g_01872	Syag.g_02668
OG0000466	Syat.g_01877	Syag.g_02662
OG0000467	Syat.g_01878	Syag.g_02660
OG0000468	Syat.g_01884	Syag.g_02636
OG0000469	Syat.g_02000	Syag.g_02621
OG0000470	Syat.g_02038	Syag.g_02619
OG0000471	Syat.g_02039	Syag.g_02618
OG0000472	Syat.g_02041	Syag.g_02616
OG0000473	Syat.g_02043	Syag.g_02614
OG0000474	Syat.g_02044	Syag.g_02613
OG0000475	Syat.g_02045	Syag.g_02612
OG0000476	Syat.g_02047	Syag.g_02610
OG0000477	Syat.g_02053	Syag.g_02604
OG0000478	Syat.g_02054	Syag.g_02603
OG0000479	Syat.g_02056	Syag.g_02602
OG0000480	Syat.g_02063	Syag.g_02595
OG0000481	Syat.g_02066	Syag.g_02593
OG0000482	Syat.g_02067	Syag.g_02592
OG0000483	Syat.g_02071	Syag.g_02588
OG0000484	Syat.g_02072	Syag.g_02587
OG0000485	Syat.g_02073	Syag.g_02586
OG0000486	Syat.g_02074	Syag.g_02585
OG0000487	Syat.g_02080	Syag.g_02579
OG0000488	Syat.g_02086	Syag.g_02575
OG0000489	Syat.g_02097	Syag.g_02565
OG0000490	Syat.g_02106	Syag.g_02553
OG0000491	Syat.g_02107	Syag.g_02551
OG0000492	Syat.g_02110	Syag.g_02549
OG0000493	Syat.g_02111	Syag.g_02548
OG0000494	Syat.g_02112	Syag.g_02547
OG0000495	Syat.g_02120	Syag.g_02546
OG0000496	Syat.g_02121	Syag.g_02545
OG0000497	Syat.g_02122	Syag.g_02544
OG0000498	Syat.g_02123	Syag.g_02543
OG0000499	Syat.g_02124	Syag.g_02542
OG0000500	Syat.g_02125	Syag.g_02541
OG0000501	Syat.g_02128	Syag.g_02538
OG0000502	Syat.g_02135	Syag.g_02467
OG0000503	Syat.g_01614	Syag.g_02843
OG0000504	Syat.g_01612	Syag.g_02845
OG0000505	Syat.g_01611	Syag.g_02846
OG0000506	Syat.g_01609	Syag.g_02849
OG0000507	Syat.g_01603	Syag.g_02855
OG0000508	Syat.g_01596	Syag.g_02860
OG0000509	Syat.g_01591	Syag.g_02862
OG0000510	Syat.g_01590	Syag.g_02863
OG0000511	Syat.g_01589	Syag.g_02864
OG0000512	Syat.g_01587	Syag.g_02866
OG0000513	Syat.g_02957	Syag.g_00009
OG0000514	Syat.g_02962	Syag.g_00018
OG0000515	Syat.g_02963	Syag.g_00019
OG0000516	Syat.g_02965	Syag.g_00025
OG0000517	Syat.g_02969	Syag.g_00032
OG0000518	Syat.g_01286	Syag.g_00044
OG0000519	Syat.g_01285	Syag.g_00045
OG0000520	Syat.g_01284	Syag.g_00046
OG0000521	Syat.g_01319	Syag.g_00054
OG0000522	Syat.g_01317	Syag.g_00056
OG0000523	Syat.g_01316	Syag.g_00057
OG0000524	Syat.g_01409	Syag.g_01327
OG0000525	Syat.g_01382	Syag.g_01345
OG0000526	Syat.g_01380	Syag.g_01348
OG0000527	Syat.g_01373	Syag.g_01354
OG0000528	Syat.g_03167	Syag.g_01532
OG0000529	Syat.g_03171	Syag.g_01527
OG0000530	Syat.g_03174	Syag.g_01524
OG0000531	Syat.g_03175	Syag.g_01523
OG0000532	Syat.g_03178	Syag.g_01520
OG0000533	Syat.g_03180	Syag.g_01518
OG0000534	Syat.g_03181	Syag.g_01517
OG0000535	Syat.g_03182	Syag.g_01516
OG0000536	Syat.g_03183	Syag.g_01515
OG0000537	Syat.g_03185	Syag.g_01514
OG0000538	Syat.g_03204	Syag.g_01502
OG0000539	Syat.g_03206	Syag.g_01501
OG0000540	Syat.g_03207	Syag.g_01500
OG0000541	Syat.g_03208	Syag.g_01499
OG0000542	Syat.g_03213	Syag.g_01496
OG0000543	Syat.g_03215	Syag.g_01494
OG0000544	Syat.g_03216	Syag.g_01493
OG0000545	Syat.g_03218	Syag.g_01491
OG0000546	Syat.g_03220	Syag.g_01489
OG0000547	Syat.g_03222	Syag.g_01487
OG0000548	Syat.g_03223	Syag.g_01486
OG0000549	Syat.g_01795	Syag.g_01480
OG0000550	Syat.g_01107	Syag.g_01474
OG0000551	Syat.g_01103	Syag.g_01470
OG0000552	Syat.g_01102	Syag.g_01469
OG0000553	Syat.g_01098	Syag.g_01464
OG0000554	Syat.g_03271	Syag.g_01453
OG0000555	Syat.g_00093	Syag.g_00075
OG0000556	Syat.g_00088	Syag.g_00257
OG0000557	Syat.g_00083	Syag.g_00267
OG0000558	Syat.g_00081	Syag.g_00269
OG0000559	Syat.g_00077	Syag.g_00273
OG0000560	Syat.g_00074	Syag.g_00276
OG0000561	Syat.g_00073	Syag.g_00277
OG0000562	Syat.g_00072	Syag.g_00278
OG0000563	Syat.g_00071	Syag.g_00279
OG0000564	Syat.g_00070	Syag.g_00280
OG0000565	Syat.g_00067	Syag.g_00284
OG0000566	Syat.g_00063	Syag.g_00288
OG0000567	Syat.g_00059	Syag.g_00292
OG0000568	Syat.g_00057	Syag.g_00295
OG0000569	Syat.g_00056	Syag.g_00296
OG0000570	Syat.g_00055	Syag.g_00297
OG0000571	Syat.g_00052	Syag.g_00301
OG0000572	Syat.g_00033	Syag.g_00251, Syag.g_00320
OG0000573	Syat.g_00024	Syag.g_00329
OG0000574	Syat.g_00023	Syag.g_00330
OG0000575	Syat.g_00018	Syag.g_00335
OG0000576	Syat.g_00014	Syag.g_00337
OG0000577	Syat.g_00013	Syag.g_00338
OG0000578	Syat.g_00012	Syag.g_00339
OG0000579	Syat.g_00011	Syag.g_00340
OG0000580	Syat.g_00010	Syag.g_00341
OG0000581	Syat.g_00003	Syag.g_00348
OG0000582	Syat.g_03403	Syag.g_00353
OG0000583	Syat.g_03404	Syag.g_00354
OG0000584	Syat.g_03405	Syag.g_00355
OG0000585	Syat.g_03408	Syag.g_00357
OG0000586	Syat.g_03409	Syag.g_00358
OG0000587	Syat.g_00001	Syag.g_00360
OG0000588	Syat.g_00338	Syag.g_00371
OG0000589	Syat.g_03318	Syag.g_00375
OG0000590	Syat.g_03317	Syag.g_00376
OG0000591	Syat.g_03308	Syag.g_00383
OG0000592	Syat.g_03307	Syag.g_00384
OG0000593	Syat.g_00113	Syag.g_00406
OG0000594	Syat.g_00114	Syag.g_00407
