Orthogroup	Syat	Praq
OG0000124	Syat.g_02231	Praq.g_00682
OG0000125	Syat.g_02684	Praq.g_00718
OG0000126	Syat.g_00976	Praq.g_00421
OG0000128	Syat.g_02331	Praq.g_00437
OG0000129	Syat.g_02693, Syat.g_02694	Praq.g_01259
OG0000130	Syat.g_01469	Praq.g_01934
OG0000131	Syat.g_02898	Praq.g_01857
OG0000132	Syat.g_02864	Praq.g_01838
OG0000133	Syat.g_00588	Praq.g_01680
OG0000134	Syat.g_02956	Praq.g_01187
OG0000135	Syat.g_02501	Praq.g_01160
OG0000136	Syat.g_01292	Praq.g_01116
OG0000137	Syat.g_01371	Praq.g_00526
OG0000138	Syat.g_03188	Praq.g_00546
OG0000140	Syat.g_03280	Praq.g_01064
OG0000141	Syat.g_03398	Praq.g_00995
OG0000142	Syat.g_00117	Praq.g_00967
OG0000143	Syat.g_00130	Praq.g_00963
OG0000144	Syat.g_00369	Praq.g_00781
OG0000145	Syat.g_03202	Praq.g_00637
OG0000146	Syat.g_00594	Praq.g_00639
OG0000147	Syat.g_00595	Praq.g_00640
OG0000148	Syat.g_00503	Praq.g_01414
OG0000149	Syat.g_00747	Praq.g_01444
OG0000150	Syat.g_03399	Praq.g_01452
OG0000151	Syat.g_00801, Syat.g_00440	Praq.g_01500
OG0000152	Syat.g_00578	Praq.g_01548
OG0000153	Syat.g_00542	Praq.g_01567
OG0000154	Syat.g_00708	Praq.g_01593
OG0000155	Syat.g_00287	Praq.g_01353
OG0000156	Syat.g_03228	Praq.g_00122
OG0000157	Syat.g_02012, Syat.g_03227	Praq.g_00123
OG0000158	Syat.g_02163	Praq.g_00258
OG0000159	Syat.g_01187	Praq.g_00253, Praq.g_00217
OG0000160	Syat.g_01224	Praq.g_00295
OG0000161	Syat.g_01180	Praq.g_00301
OG0000162	Syat.g_01281	Praq.g_00307
OG0000163	Syat.g_02979	Praq.g_00341
OG0000164	Syat.g_03040	Praq.g_00473
OG0000165	Syat.g_03033	Praq.g_00466
OG0000166	Syat.g_01822	Praq.g_00915
OG0000167	Syat.g_02148	Praq.g_00737
OG0000168	Syat.g_02164	Praq.g_00747
OG0000169	Syat.g_02192	Praq.g_00757
OG0000170	Syat.g_02201	Praq.g_00759
OG0000171	Syat.g_02230	Praq.g_00681
OG0000172	Syat.g_02260	Praq.g_00689
OG0000173	Syat.g_02284	Praq.g_00704
OG0000174	Syat.g_02504	Praq.g_00396
OG0000175	Syat.g_02416	Praq.g_00406
OG0000176	Syat.g_02372	Praq.g_00430
OG0000177	Syat.g_02338	Praq.g_00431
OG0000178	Syat.g_02337	Praq.g_00432
OG0000179	Syat.g_02322	Praq.g_01219
OG0000180	Syat.g_02321	Praq.g_01220
OG0000181	Syat.g_02320	Praq.g_01221
OG0000182	Syat.g_02319	Praq.g_01222
OG0000183	Syat.g_02315	Praq.g_01226
OG0000184	Syat.g_02704	Praq.g_01262
OG0000185	Syat.g_02719	Praq.g_01265
OG0000186	Syat.g_01463	Praq.g_01939
OG0000187	Syat.g_01467	Praq.g_01938
OG0000188	Syat.g_01489	Praq.g_01921
OG0000189	Syat.g_01557	Praq.g_01907
OG0000190	Syat.g_00330	Praq.g_01906
OG0000191	Syat.g_03344, Syat.g_02939	Praq.g_01886
OG0000192	Syat.g_02933	Praq.g_01882
OG0000193	Syat.g_02897	Praq.g_01856
OG0000194	Syat.g_02894	Praq.g_01853
OG0000195	Syat.g_02892	Praq.g_01851
OG0000196	Syat.g_02867	Praq.g_01841
OG0000197	Syat.g_02866	Praq.g_01840
OG0000198	Syat.g_02865	Praq.g_01839
OG0000199	Syat.g_02857	Praq.g_01832
OG0000200	Syat.g_02840	Praq.g_01818
OG0000201	Syat.g_02821	Praq.g_01810
OG0000202	Syat.g_02820	Praq.g_01809
OG0000203	Syat.g_02819	Praq.g_01808
OG0000204	Syat.g_02818	Praq.g_01807
OG0000205	Syat.g_02809	Praq.g_01800
OG0000206	Syat.g_02785	Praq.g_01795
OG0000207	Syat.g_02778	Praq.g_01793
OG0000208	Syat.g_02777	Praq.g_01792
OG0000209	Syat.g_02735	Praq.g_01783
OG0000210	Syat.g_02734	Praq.g_01782
OG0000211	Syat.g_01452	Praq.g_01769
OG0000212	Syat.g_01442	Praq.g_01762
OG0000213	Syat.g_01889	Praq.g_01746
OG0000214	Syat.g_02042	Praq.g_01736
OG0000215	Syat.g_02075	Praq.g_01710
OG0000216	Syat.g_02079	Praq.g_01708
OG0000217	Syat.g_02085	Praq.g_01705
OG0000218	Syat.g_02087	Praq.g_01703
OG0000219	Syat.g_02088	Praq.g_01702
OG0000220	Syat.g_02089	Praq.g_01701
OG0000221	Syat.g_02095	Praq.g_01700
OG0000222	Syat.g_02109	Praq.g_01692
OG0000223	Syat.g_02570	Praq.g_01679
OG0000224	Syat.g_02139	Praq.g_01677
OG0000225	Syat.g_01595	Praq.g_01199
OG0000226	Syat.g_01588	Praq.g_01195
OG0000228	Syat.g_02952	Praq.g_01189
OG0000229	Syat.g_02970	Praq.g_01121
OG0000230	Syat.g_02972	Praq.g_01119
OG0000231	Syat.g_01283	Praq.g_01108
OG0000232	Syat.g_01313	Praq.g_00507
OG0000233	Syat.g_01407	Praq.g_00513
OG0000234	Syat.g_01369	Praq.g_00527
OG0000235	Syat.g_03169	Praq.g_00530
OG0000236	Syat.g_03186	Praq.g_00544
OG0000237	Syat.g_03214	Praq.g_01096
OG0000238	Syat.g_03219	Praq.g_01090
OG0000239	Syat.g_01105	Praq.g_01077
OG0000240	Syat.g_01104	Praq.g_01076
OG0000241	Syat.g_00111	Praq.g_01072
OG0000242	Syat.g_01077	Praq.g_01070
OG0000243	Syat.g_00092	Praq.g_01059
OG0000244	Syat.g_00082	Praq.g_01056
OG0000245	Syat.g_00080	Praq.g_01054
OG0000246	Syat.g_00076	Praq.g_01050
OG0000247	Syat.g_00065	Praq.g_01040
OG0000248	Syat.g_00062	Praq.g_01038
OG0000249	Syat.g_00060	Praq.g_01036
OG0000250	Syat.g_00053	Praq.g_01031
OG0000251	Syat.g_00027	Praq.g_01012
OG0000252	Syat.g_00022	Praq.g_01008
OG0000253	Syat.g_00021	Praq.g_01007
OG0000254	Syat.g_03407	Praq.g_00991
OG0000255	Syat.g_02405	Praq.g_00985
OG0000256	Syat.g_03306	Praq.g_00975
OG0000257	Syat.g_00109	Praq.g_00972
OG0000258	Syat.g_00382	Praq.g_00959
OG0000259	Syat.g_00342	Praq.g_00789
OG0000260	Syat.g_00392	Praq.g_00792
OG0000261	Syat.g_00400	Praq.g_00794
OG0000262	Syat.g_00407	Praq.g_00798
OG0000263	Syat.g_00200	Praq.g_00810
OG0000266	Syat.g_00671	Praq.g_00593
OG0000267	Syat.g_00636	Praq.g_00604
OG0000268	Syat.g_00634	Praq.g_00605
OG0000269	Syat.g_00474, Syat.g_00126	Praq.g_00665
OG0000270	Syat.g_00477	Praq.g_00668
OG0000271	Syat.g_00485	Praq.g_00676
OG0000272	Syat.g_00486	Praq.g_00677
OG0000273	Syat.g_00520	Praq.g_01428
OG0000274	Syat.g_00521	Praq.g_01429
OG0000275	Syat.g_00718	Praq.g_01431
OG0000276	Syat.g_00725	Praq.g_01436
OG0000277	Syat.g_00738	Praq.g_01437
OG0000278	Syat.g_00741	Praq.g_01440
OG0000279	Syat.g_00755	Praq.g_01447
OG0000280	Syat.g_01669	Praq.g_01448
OG0000281	Syat.g_00960	Praq.g_01454
OG0000282	Syat.g_00431	Praq.g_01492
OG0000283	Syat.g_00620	Praq.g_01525
OG0000284	Syat.g_00614	Praq.g_01530
OG0000285	Syat.g_00607	Praq.g_01535
OG0000286	Syat.g_00579	Praq.g_01547
OG0000287	Syat.g_00550	Praq.g_01564
OG0000288	Syat.g_00709	Praq.g_01592
OG0000289	Syat.g_00695	Praq.g_01603
OG0000290	Syat.g_00805	Praq.g_01616
OG0000292	Syat.g_02388	Praq.g_01667
OG0000293	Syat.g_03241	Praq.g_01324
OG0000294	Syat.g_03248	Praq.g_01325
OG0000295	Syat.g_00297	Praq.g_01345
OG0000296	Syat.g_00295	Praq.g_01347
OG0000299	Syat.g_00910	Praq.g_01373
OG0000300	Syat.g_00904	Praq.g_01376
OG0000301	Syat.g_00903	Praq.g_01377
OG0000302	Syat.g_00901	Praq.g_01379
OG0000303	Syat.g_00892	Praq.g_01386
OG0000304	Syat.g_00885	Praq.g_01390
OG0000305	Syat.g_00809	Praq.g_00167
OG0000306	Syat.g_01704	Praq.g_00170
OG0000307	Syat.g_01304	Praq.g_00186
OG0000308	Syat.g_01306	Praq.g_00187
OG0000309	Syat.g_01417	Praq.g_00191
OG0000310	Syat.g_01246	Praq.g_00279
OG0000311	Syat.g_01242	Praq.g_00281
OG0000312	Syat.g_01237	Praq.g_00284
OG0000313	Syat.g_01183	Praq.g_00298
OG0000314	Syat.g_01341	Praq.g_00321
OG0000315	Syat.g_01351	Praq.g_00331
OG0000316	Syat.g_03082	Praq.g_00351
OG0000317	Syat.g_03120	Praq.g_01954, Praq.g_00499
OG0000318	Syat.g_03125	Praq.g_00496
OG0000319	Syat.g_03055	Praq.g_00483
OG0000320	Syat.g_03053	Praq.g_00481
OG0000321	Syat.g_03052	Praq.g_00480
OG0000322	Syat.g_03051	Praq.g_00479
OG0000323	Syat.g_03038	Praq.g_00470
OG0000324	Syat.g_02998	Praq.g_00444
OG0000325	Syat.g_01861	Praq.g_00950
OG0000326	Syat.g_01854	Praq.g_00944
OG0000327	Syat.g_01827	Praq.g_00920
OG0000328	Syat.g_01826	Praq.g_00919
OG0000329	Syat.g_01808	Praq.g_00902
OG0000330	Syat.g_01807	Praq.g_00901
OG0000331	Syat.g_01806	Praq.g_00900
OG0000332	Syat.g_01790	Praq.g_00886
OG0000333	Syat.g_01787	Praq.g_00884
OG0000334	Syat.g_01657	Praq.g_00876
OG0000335	Syat.g_01652	Praq.g_00872
OG0000336	Syat.g_01648	Praq.g_00868
OG0000337	Syat.g_02144	Praq.g_00735
OG0000338	Syat.g_02146	Praq.g_00736
OG0000339	Syat.g_02155, Syat.g_01055	Praq.g_00740
OG0000340	Syat.g_02165	Praq.g_00748
OG0000341	Syat.g_02167	Praq.g_00750
OG0000342	Syat.g_02168	Praq.g_00751
OG0000343	Syat.g_02185	Praq.g_00752
OG0000344	Syat.g_02189	Praq.g_00755
OG0000345	Syat.g_02202	Praq.g_00760
OG0000346	Syat.g_02207	Praq.g_00764
OG0000347	Syat.g_02234	Praq.g_00683
OG0000348	Syat.g_02264	Praq.g_00692
OG0000349	Syat.g_02291	Praq.g_00709
OG0000350	Syat.g_01847	Praq.g_00392
OG0000351	Syat.g_02411	Praq.g_00409
OG0000352	Syat.g_02410	Praq.g_00410
OG0000353	Syat.g_00955, Syat.g_02377	Praq.g_00425
OG0000355	Syat.g_02375	Praq.g_00427
OG0000356	Syat.g_02374	Praq.g_00428
OG0000357	Syat.g_02373	Praq.g_00429
OG0000358	Syat.g_02336	Praq.g_00433
OG0000359	Syat.g_02334	Praq.g_00434
OG0000360	Syat.g_02333	Praq.g_00435
OG0000361	Syat.g_02332	Praq.g_00436
OG0000362	Syat.g_02330	Praq.g_00438
OG0000363	Syat.g_02328	Praq.g_01217
OG0000364	Syat.g_03122	Praq.g_01218
OG0000365	Syat.g_02318	Praq.g_01223
OG0000366	Syat.g_02317	Praq.g_01224
OG0000367	Syat.g_02316	Praq.g_01225
OG0000368	Syat.g_02314	Praq.g_01227
OG0000369	Syat.g_02313	Praq.g_01228
OG0000370	Syat.g_02312	Praq.g_01229
OG0000371	Syat.g_02304	Praq.g_01235
OG0000372	Syat.g_02298	Praq.g_01239
OG0000373	Syat.g_02297	Praq.g_01240
OG0000374	Syat.g_02296	Praq.g_01241
OG0000375	Syat.g_02295	Praq.g_01255
OG0000376	Syat.g_02293	Praq.g_01257
OG0000377	Syat.g_02695	Praq.g_01261
OG0000378	Syat.g_02715	Praq.g_01263
OG0000379	Syat.g_02720	Praq.g_01266
OG0000380	Syat.g_01468	Praq.g_01937
OG0000381	Syat.g_01470	Praq.g_01933
OG0000382	Syat.g_01488	Praq.g_01922
OG0000383	Syat.g_01521	Praq.g_01920
OG0000384	Syat.g_01522	Praq.g_01919
OG0000385	Syat.g_01523	Praq.g_01918
OG0000386	Syat.g_01524	Praq.g_01917
OG0000387	Syat.g_01561	Praq.g_01904
OG0000388	Syat.g_01565	Praq.g_01901
OG0000389	Syat.g_01569	Praq.g_01897
OG0000390	Syat.g_02945	Praq.g_01890
OG0000391	Syat.g_02940	Praq.g_01887
OG0000392	Syat.g_02934	Praq.g_01883
OG0000393	Syat.g_02931	Praq.g_01881
OG0000394	Syat.g_02930	Praq.g_01880
OG0000395	Syat.g_02929	Praq.g_01879
OG0000396	Syat.g_02927	Praq.g_01876
OG0000397	Syat.g_02925	Praq.g_01874
OG0000398	Syat.g_02920	Praq.g_01872
OG0000399	Syat.g_02919	Praq.g_01871
OG0000400	Syat.g_02918	Praq.g_01870
OG0000401	Syat.g_02917	Praq.g_01869
OG0000402	Syat.g_02915	Praq.g_01867
OG0000403	Syat.g_02914	Praq.g_01866
OG0000404	Syat.g_02913	Praq.g_01865
OG0000405	Syat.g_02900	Praq.g_01861
OG0000406	Syat.g_02896	Praq.g_01855
OG0000407	Syat.g_02895	Praq.g_01854
OG0000408	Syat.g_02893	Praq.g_01852
OG0000409	Syat.g_02891	Praq.g_01850
OG0000410	Syat.g_02890	Praq.g_01849
OG0000411	Syat.g_02889	Praq.g_01848
OG0000412	Syat.g_02888	Praq.g_01847
OG0000413	Syat.g_02886	Praq.g_01846
OG0000414	Syat.g_02885	Praq.g_00554, Praq.g_01845
OG0000415	Syat.g_02884	Praq.g_01844
OG0000416	Syat.g_02883	Praq.g_01843
OG0000417	Syat.g_02868	Praq.g_01842
OG0000418	Syat.g_02863	Praq.g_01837
OG0000419	Syat.g_02861	Praq.g_01835
OG0000420	Syat.g_02859	Praq.g_01834
OG0000421	Syat.g_02855	Praq.g_01829
OG0000422	Syat.g_02854	Praq.g_01828
OG0000423	Syat.g_02853	Praq.g_01827
OG0000424	Syat.g_02852	Praq.g_01826
OG0000425	Syat.g_02851	Praq.g_01825
OG0000426	Syat.g_02850	Praq.g_01824
OG0000427	Syat.g_02849	Praq.g_01823
OG0000428	Syat.g_02846	Praq.g_01821
OG0000429	Syat.g_02843	Praq.g_01820
OG0000430	Syat.g_02841	Praq.g_01819
OG0000431	Syat.g_02838	Praq.g_01817
OG0000432	Syat.g_02832	Praq.g_01814
OG0000433	Syat.g_02829	Praq.g_01813
OG0000434	Syat.g_02828	Praq.g_01812
OG0000435	Syat.g_02824	Praq.g_01811
OG0000436	Syat.g_02817	Praq.g_01806
OG0000437	Syat.g_02558	Praq.g_01805
OG0000438	Syat.g_02813	Praq.g_01804
OG0000439	Syat.g_02811	Praq.g_01802
OG0000440	Syat.g_02810	Praq.g_01801
OG0000441	Syat.g_02807	Praq.g_01798
OG0000442	Syat.g_02797	Praq.g_01797
OG0000443	Syat.g_02787	Praq.g_01796
OG0000444	Syat.g_02756	Praq.g_01791
OG0000445	Syat.g_02755	Praq.g_01790
OG0000446	Syat.g_02753	Praq.g_01789
OG0000447	Syat.g_02749	Praq.g_01788
OG0000448	Syat.g_02748	Praq.g_01787
OG0000449	Syat.g_02747	Praq.g_01786
OG0000450	Syat.g_02738	Praq.g_01785
OG0000451	Syat.g_02737	Praq.g_01784
OG0000452	Syat.g_02732	Praq.g_01781
OG0000453	Syat.g_02731	Praq.g_01780
OG0000454	Syat.g_02730	Praq.g_01779
OG0000455	Syat.g_02729	Praq.g_01778
OG0000456	Syat.g_02728	Praq.g_01777
OG0000457	Syat.g_02726	Praq.g_01776
OG0000458	Syat.g_02725	Praq.g_01775
OG0000459	Syat.g_02724	Praq.g_01774
OG0000460	Syat.g_01450	Praq.g_01767
OG0000461	Syat.g_01866	Praq.g_01760
OG0000462	Syat.g_01868	Praq.g_01758
OG0000463	Syat.g_01869	Praq.g_01757
OG0000464	Syat.g_01870	Praq.g_01756
OG0000465	Syat.g_01872	Praq.g_01755
OG0000466	Syat.g_01877	Praq.g_01752
OG0000467	Syat.g_01878	Praq.g_01751
OG0000468	Syat.g_01884	Praq.g_01750
OG0000469	Syat.g_02000	Praq.g_01741
OG0000470	Syat.g_02038	Praq.g_01739
OG0000471	Syat.g_02039	Praq.g_01738
OG0000472	Syat.g_02041	Praq.g_01737
OG0000473	Syat.g_02043	Praq.g_01735
OG0000474	Syat.g_02044	Praq.g_01734
OG0000475	Syat.g_02045	Praq.g_01733
OG0000476	Syat.g_02047	Praq.g_01732
OG0000477	Syat.g_02053	Praq.g_01728
OG0000478	Syat.g_02054	Praq.g_01727
OG0000479	Syat.g_02056	Praq.g_01726
OG0000480	Syat.g_02063	Praq.g_01721
OG0000481	Syat.g_02066	Praq.g_01718
OG0000482	Syat.g_02067	Praq.g_01717
OG0000483	Syat.g_02071	Praq.g_01714
OG0000484	Syat.g_02072	Praq.g_01713
OG0000485	Syat.g_02073	Praq.g_01712
OG0000486	Syat.g_02074	Praq.g_01711
OG0000487	Syat.g_02080	Praq.g_01707
OG0000488	Syat.g_02086	Praq.g_01704
OG0000489	Syat.g_02097	Praq.g_01699
OG0000490	Syat.g_02106	Praq.g_01694
OG0000491	Syat.g_02107	Praq.g_01693
OG0000492	Syat.g_02110	Praq.g_01691
OG0000493	Syat.g_02111	Praq.g_01690
OG0000494	Syat.g_02112	Praq.g_01689
OG0000495	Syat.g_02120	Praq.g_01688
OG0000496	Syat.g_02121	Praq.g_01687
OG0000497	Syat.g_02122	Praq.g_01686
OG0000498	Syat.g_02123	Praq.g_01685
OG0000499	Syat.g_02124	Praq.g_01684
OG0000500	Syat.g_02125	Praq.g_01683
OG0000501	Syat.g_02128	Praq.g_01681
OG0000502	Syat.g_02135	Praq.g_01678
OG0000503	Syat.g_01614	Praq.g_01211
OG0000504	Syat.g_01612	Praq.g_01210
OG0000505	Syat.g_01611	Praq.g_01209
OG0000506	Syat.g_01609	Praq.g_01207
OG0000507	Syat.g_01603	Praq.g_01204
OG0000508	Syat.g_01596	Praq.g_01200
OG0000509	Syat.g_01591	Praq.g_01198
OG0000510	Syat.g_01590	Praq.g_01197
OG0000511	Syat.g_01589	Praq.g_01196
OG0000512	Syat.g_01587	Praq.g_01194
OG0000513	Syat.g_02957	Praq.g_01186
OG0000514	Syat.g_02962	Praq.g_01126
OG0000515	Syat.g_02963	Praq.g_01125
OG0000516	Syat.g_02965	Praq.g_01124
OG0000517	Syat.g_02969	Praq.g_01122
OG0000518	Syat.g_01286	Praq.g_01111
OG0000519	Syat.g_01285	Praq.g_01110
OG0000520	Syat.g_01284	Praq.g_01109
OG0000521	Syat.g_01319	Praq.g_00502
OG0000522	Syat.g_01317	Praq.g_00504
OG0000523	Syat.g_01316	Praq.g_00505
OG0000524	Syat.g_01409	Praq.g_00511
OG0000525	Syat.g_01382	Praq.g_00514
OG0000526	Syat.g_01380	Praq.g_00515
OG0000527	Syat.g_01373	Praq.g_00524
OG0000528	Syat.g_03167	Praq.g_00529
OG0000529	Syat.g_03171	Praq.g_00532
OG0000530	Syat.g_03174	Praq.g_00535
OG0000531	Syat.g_03175	Praq.g_00536
OG0000532	Syat.g_03178	Praq.g_00538
OG0000533	Syat.g_03180	Praq.g_00539
OG0000534	Syat.g_03181	Praq.g_00540
OG0000535	Syat.g_03182	Praq.g_00541
OG0000536	Syat.g_03183	Praq.g_00542
OG0000537	Syat.g_03185	Praq.g_00543
OG0000538	Syat.g_03204	Praq.g_01102
OG0000539	Syat.g_03206	Praq.g_01101
OG0000540	Syat.g_03207	Praq.g_01100
OG0000541	Syat.g_03208	Praq.g_01099
OG0000542	Syat.g_03213	Praq.g_01097
OG0000543	Syat.g_03215	Praq.g_01095
OG0000544	Syat.g_03216	Praq.g_01094
OG0000545	Syat.g_03218	Praq.g_01092
OG0000546	Syat.g_03220	Praq.g_01089
OG0000547	Syat.g_03222	Praq.g_01087
OG0000548	Syat.g_03223	Praq.g_01086
OG0000549	Syat.g_01795	Praq.g_01084
OG0000550	Syat.g_01107	Praq.g_01079
OG0000551	Syat.g_01103	Praq.g_01075
OG0000552	Syat.g_01102	Praq.g_01074
OG0000553	Syat.g_01098	Praq.g_01073
OG0000554	Syat.g_03271	Praq.g_01068
OG0000555	Syat.g_00093	Praq.g_01060
OG0000556	Syat.g_00088	Praq.g_01058
OG0000557	Syat.g_00083	Praq.g_01057
OG0000558	Syat.g_00081	Praq.g_01055
OG0000559	Syat.g_00077	Praq.g_01051
OG0000560	Syat.g_00074	Praq.g_01048
OG0000561	Syat.g_00073	Praq.g_01047
OG0000562	Syat.g_00072	Praq.g_01046
OG0000563	Syat.g_00071	Praq.g_01045
OG0000564	Syat.g_00070	Praq.g_01044
OG0000565	Syat.g_00067	Praq.g_01041
OG0000566	Syat.g_00063	Praq.g_01039
OG0000567	Syat.g_00059	Praq.g_01035
OG0000568	Syat.g_00057	Praq.g_01034
OG0000569	Syat.g_00056	Praq.g_01033
OG0000570	Syat.g_00055	Praq.g_01032
OG0000571	Syat.g_00052	Praq.g_01030
OG0000572	Syat.g_00033	Praq.g_01017
OG0000573	Syat.g_00024	Praq.g_01010
OG0000574	Syat.g_00023	Praq.g_01009
OG0000575	Syat.g_00018	Praq.g_01005
OG0000576	Syat.g_00014	Praq.g_01003
OG0000577	Syat.g_00013	Praq.g_01002
OG0000578	Syat.g_00012	Praq.g_01001
OG0000579	Syat.g_00011	Praq.g_01000
OG0000580	Syat.g_00010	Praq.g_00999
OG0000581	Syat.g_00003	Praq.g_00997
OG0000582	Syat.g_03403	Praq.g_00994
OG0000583	Syat.g_03404	Praq.g_00993
OG0000584	Syat.g_03405	Praq.g_00992
OG0000585	Syat.g_03408	Praq.g_00990
OG0000586	Syat.g_03409	Praq.g_00989
OG0000587	Syat.g_00001	Praq.g_00988
OG0000588	Syat.g_00338	Praq.g_00984
OG0000589	Syat.g_03318	Praq.g_00981
OG0000590	Syat.g_03317	Praq.g_00980
OG0000591	Syat.g_03308	Praq.g_00977
OG0000592	Syat.g_03307	Praq.g_00976
OG0000593	Syat.g_00113	Praq.g_00970
OG0000594	Syat.g_00114	Praq.g_00969
OG0000595	Syat.g_00115	Praq.g_00968
OG0000596	Syat.g_00129	Praq.g_00964
OG0000597	Syat.g_00132	Praq.g_00962
OG0000598	Syat.g_00133	Praq.g_00961
OG0000599	Syat.g_00381	Praq.g_00958
OG0000600	Syat.g_00380	Praq.g_00957
OG0000601	Syat.g_00379	Praq.g_00775
OG0000602	Syat.g_00375	Praq.g_00777
OG0000603	Syat.g_00374	Praq.g_00778
OG0000604	Syat.g_00372	Praq.g_00779
OG0000605	Syat.g_00370	Praq.g_00780
OG0000606	Syat.g_00367	Praq.g_00783
OG0000607	Syat.g_00364	Praq.g_00786
OG0000608	Syat.g_00363	Praq.g_00787
OG0000609	Syat.g_00344	Praq.g_00788
