Orthogroup	Syat	Prbm
OG0000244	Syat.g_00082	Prbm.g_00579
OG0000245	Syat.g_00080	Prbm.g_00581
OG0000246	Syat.g_00076	Prbm.g_00585
OG0000247	Syat.g_00065	Prbm.g_00595
OG0000248	Syat.g_00062	Prbm.g_00597
OG0000249	Syat.g_00060	Prbm.g_00599
OG0000250	Syat.g_00053	Prbm.g_00604
OG0000251	Syat.g_00027	Prbm.g_00620
OG0000252	Syat.g_00022	Prbm.g_00623
OG0000253	Syat.g_00021	Prbm.g_00625
OG0000254	Syat.g_03407	Prbm.g_00642
OG0000255	Syat.g_02405	Prbm.g_00648
OG0000256	Syat.g_03306	Prbm.g_00658
OG0000257	Syat.g_00109	Prbm.g_00661
OG0000258	Syat.g_00382	Prbm.g_00674
OG0000259	Syat.g_00342	Prbm.g_00691
OG0000260	Syat.g_00392	Prbm.g_00694
OG0000261	Syat.g_00400	Prbm.g_00697
OG0000262	Syat.g_00407	Prbm.g_00702
OG0000263	Syat.g_00200	Prbm.g_00716
OG0000266	Syat.g_00671	Prbm.g_00752
OG0000267	Syat.g_00636	Prbm.g_00765
OG0000268	Syat.g_00634	Prbm.g_00766
OG0000269	Syat.g_00474, Syat.g_00126	Prbm.g_00809
OG0000270	Syat.g_00477	Prbm.g_00812
OG0000271	Syat.g_00485	Prbm.g_00820
OG0000272	Syat.g_00486	Prbm.g_00821
OG0000273	Syat.g_00520	Prbm.g_00845
OG0000274	Syat.g_00521	Prbm.g_00846
OG0000275	Syat.g_00718	Prbm.g_00848
OG0000276	Syat.g_00725	Prbm.g_00854
OG0000277	Syat.g_00738	Prbm.g_00855
OG0000278	Syat.g_00741	Prbm.g_00858
OG0000279	Syat.g_00755	Prbm.g_00865
OG0000281	Syat.g_00960	Prbm.g_00871
OG0000282	Syat.g_00431	Prbm.g_00931
OG0000283	Syat.g_00620	Prbm.g_00962
OG0000284	Syat.g_00614	Prbm.g_00967
OG0000285	Syat.g_00607	Prbm.g_00972
OG0000286	Syat.g_00579	Prbm.g_00987
OG0000287	Syat.g_00550	Prbm.g_00102
OG0000288	Syat.g_00709	Prbm.g_01034
OG0000289	Syat.g_00695	Prbm.g_01045
OG0000290	Syat.g_00805	Prbm.g_01061
OG0000292	Syat.g_02388	Prbm.g_01210
OG0000293	Syat.g_03241	Prbm.g_01559
OG0000294	Syat.g_03248	Prbm.g_01558
OG0000295	Syat.g_00297	Prbm.g_01534
OG0000296	Syat.g_00295	Prbm.g_01532
OG0000299	Syat.g_00910	Prbm.g_01503
OG0000300	Syat.g_00904	Prbm.g_01500
OG0000301	Syat.g_00903	Prbm.g_01499
OG0000302	Syat.g_00901	Prbm.g_01497
OG0000303	Syat.g_00892	Prbm.g_01492
OG0000304	Syat.g_00885	Prbm.g_01489
OG0000305	Syat.g_00809	Prbm.g_01812
OG0000306	Syat.g_01704	Prbm.g_00875
OG0000307	Syat.g_01304	Prbm.g_01669
OG0000308	Syat.g_01306	Prbm.g_01670
OG0000309	Syat.g_01417	Prbm.g_01674
OG0000310	Syat.g_01246	Prbm.g_01694
OG0000311	Syat.g_01242	Prbm.g_01696
OG0000312	Syat.g_01237	Prbm.g_01699
OG0000313	Syat.g_01183	Prbm.g_01714
OG0000314	Syat.g_01341	Prbm.g_01735
OG0000315	Syat.g_01351	Prbm.g_01745
OG0000316	Syat.g_03082	Prbm.g_01770
OG0000317	Syat.g_03120	Prbm.g_01839
OG0000318	Syat.g_03125	Prbm.g_01842
OG0000319	Syat.g_03055	Prbm.g_01853
OG0000320	Syat.g_03053	Prbm.g_01855
OG0000321	Syat.g_03052	Prbm.g_01856
OG0000322	Syat.g_03051	Prbm.g_01857
OG0000323	Syat.g_03038	Prbm.g_01866
OG0000324	Syat.g_02998	Prbm.g_01893
OG0000325	Syat.g_01861	Prbm.g_01950
OG0000326	Syat.g_01854	Prbm.g_01956
OG0000327	Syat.g_01827	Prbm.g_01991
OG0000328	Syat.g_01826	Prbm.g_01992
OG0000329	Syat.g_01808	Prbm.g_02009
OG0000330	Syat.g_01807	Prbm.g_02010
OG0000331	Syat.g_01806	Prbm.g_02011
OG0000332	Syat.g_01790	Prbm.g_02025
OG0000333	Syat.g_01787	Prbm.g_02027
OG0000334	Syat.g_01657	Prbm.g_02036
OG0000335	Syat.g_01652	Prbm.g_02041
OG0000336	Syat.g_01648	Prbm.g_02045
OG0000337	Syat.g_02144	Prbm.g_02064
OG0000338	Syat.g_02146	Prbm.g_02065
OG0000339	Syat.g_02155, Syat.g_01055	Prbm.g_02070
OG0000340	Syat.g_02165	Prbm.g_02079
OG0000341	Syat.g_02167	Prbm.g_02081
OG0000342	Syat.g_02168	Prbm.g_02082
OG0000343	Syat.g_02185	Prbm.g_02083
OG0000344	Syat.g_02189	Prbm.g_02086
OG0000345	Syat.g_02202	Prbm.g_02091
OG0000346	Syat.g_02207	Prbm.g_02095
OG0000347	Syat.g_02234	Prbm.g_02114
OG0000348	Syat.g_02264	Prbm.g_02149
OG0000349	Syat.g_02291	Prbm.g_02167
OG0000350	Syat.g_01847	Prbm.g_02188
OG0000351	Syat.g_02411	Prbm.g_02212
OG0000352	Syat.g_02410	Prbm.g_02213
OG0000353	Syat.g_00955, Syat.g_02377	Prbm.g_02232
OG0000354	Syat.g_02325	Prbm.g_01220
OG0000355	Syat.g_02375	Prbm.g_00001
OG0000356	Syat.g_02374	Prbm.g_00002
OG0000357	Syat.g_02373	Prbm.g_00003
OG0000358	Syat.g_02336	Prbm.g_00007
OG0000359	Syat.g_02334	Prbm.g_00008
OG0000360	Syat.g_02333	Prbm.g_00009
OG0000361	Syat.g_02332	Prbm.g_00010
OG0000362	Syat.g_02330	Prbm.g_00012
OG0000363	Syat.g_02328	Prbm.g_00014
OG0000364	Syat.g_03122	Prbm.g_00015
OG0000365	Syat.g_02318	Prbm.g_00020
OG0000366	Syat.g_02317	Prbm.g_00021
OG0000367	Syat.g_02316	Prbm.g_00022
OG0000368	Syat.g_02314	Prbm.g_00024
OG0000369	Syat.g_02313	Prbm.g_00025
OG0000370	Syat.g_02312	Prbm.g_00026
OG0000371	Syat.g_02304	Prbm.g_00032
OG0000372	Syat.g_02298	Prbm.g_00033
OG0000373	Syat.g_02297	Prbm.g_00034
OG0000374	Syat.g_02296	Prbm.g_00035
OG0000375	Syat.g_02295	Prbm.g_00049
OG0000376	Syat.g_02293	Prbm.g_00051
OG0000377	Syat.g_02695	Prbm.g_00054
OG0000378	Syat.g_02715	Prbm.g_00056
OG0000379	Syat.g_02720	Prbm.g_00059
OG0000380	Syat.g_01468	Prbm.g_00123
OG0000381	Syat.g_01470	Prbm.g_00127
OG0000382	Syat.g_01488	Prbm.g_00138
OG0000383	Syat.g_01521	Prbm.g_00140
OG0000384	Syat.g_01522	Prbm.g_00141
OG0000385	Syat.g_01523	Prbm.g_00142
OG0000386	Syat.g_01524	Prbm.g_00143
OG0000387	Syat.g_01561	Prbm.g_00156
OG0000388	Syat.g_01565	Prbm.g_00160
OG0000389	Syat.g_01569	Prbm.g_00163
OG0000390	Syat.g_02945	Prbm.g_00172
OG0000391	Syat.g_02940	Prbm.g_00176
OG0000392	Syat.g_02934	Prbm.g_00179
OG0000393	Syat.g_02931	Prbm.g_00182
OG0000394	Syat.g_02930	Prbm.g_00183
OG0000395	Syat.g_02929	Prbm.g_00184
OG0000396	Syat.g_02927	Prbm.g_00187
OG0000397	Syat.g_02925	Prbm.g_00189
OG0000398	Syat.g_02920	Prbm.g_00192
OG0000399	Syat.g_02919	Prbm.g_00193
OG0000400	Syat.g_02918	Prbm.g_00194
OG0000401	Syat.g_02917	Prbm.g_00195
OG0000402	Syat.g_02915	Prbm.g_01096
OG0000403	Syat.g_02914	Prbm.g_00196
OG0000404	Syat.g_02913	Prbm.g_00197
OG0000405	Syat.g_02900	Prbm.g_00202
OG0000406	Syat.g_02896	Prbm.g_00206
OG0000407	Syat.g_02895	Prbm.g_00207
OG0000408	Syat.g_02893	Prbm.g_00209
OG0000409	Syat.g_02891	Prbm.g_00211
OG0000410	Syat.g_02890	Prbm.g_00212
OG0000411	Syat.g_02889	Prbm.g_00213
OG0000412	Syat.g_02888	Prbm.g_00214
OG0000413	Syat.g_02886	Prbm.g_00215
OG0000414	Syat.g_02885	Prbm.g_00216
OG0000415	Syat.g_02884	Prbm.g_00217
OG0000416	Syat.g_02883	Prbm.g_00218
OG0000417	Syat.g_02868	Prbm.g_00219
OG0000418	Syat.g_02863	Prbm.g_00224
OG0000419	Syat.g_02861	Prbm.g_00226
OG0000420	Syat.g_02859	Prbm.g_00227
OG0000421	Syat.g_02855	Prbm.g_00232
OG0000422	Syat.g_02854	Prbm.g_00233
OG0000423	Syat.g_02853	Prbm.g_00234
OG0000424	Syat.g_02852	Prbm.g_00235
OG0000425	Syat.g_02851	Prbm.g_00236
OG0000426	Syat.g_02850	Prbm.g_00237
OG0000427	Syat.g_02849	Prbm.g_00238
OG0000428	Syat.g_02846	Prbm.g_00240
OG0000429	Syat.g_02843	Prbm.g_00241
OG0000430	Syat.g_02841	Prbm.g_00242
OG0000431	Syat.g_02838	Prbm.g_00244
OG0000432	Syat.g_02832	Prbm.g_00248
OG0000433	Syat.g_02829	Prbm.g_00249
OG0000434	Syat.g_02828	Prbm.g_00250
OG0000435	Syat.g_02824	Prbm.g_00251
OG0000436	Syat.g_02817	Prbm.g_00256
OG0000437	Syat.g_02558	Prbm.g_00257
OG0000438	Syat.g_02813	Prbm.g_00258
OG0000439	Syat.g_02811	Prbm.g_00260
OG0000440	Syat.g_02810	Prbm.g_00261
OG0000441	Syat.g_02807	Prbm.g_00263
OG0000442	Syat.g_02797	Prbm.g_00264
OG0000443	Syat.g_02787	Prbm.g_00265
OG0000444	Syat.g_02756	Prbm.g_00270
OG0000445	Syat.g_02755	Prbm.g_00271
OG0000446	Syat.g_02753	Prbm.g_00272
OG0000447	Syat.g_02749	Prbm.g_00273
OG0000448	Syat.g_02748	Prbm.g_00274
OG0000449	Syat.g_02747	Prbm.g_00275
OG0000450	Syat.g_02738	Prbm.g_00276
OG0000451	Syat.g_02737	Prbm.g_00277
OG0000452	Syat.g_02732	Prbm.g_00280
OG0000453	Syat.g_02731	Prbm.g_00281
OG0000454	Syat.g_02730	Prbm.g_00282
OG0000455	Syat.g_02729	Prbm.g_00283
OG0000456	Syat.g_02728	Prbm.g_00284
OG0000457	Syat.g_02726	Prbm.g_00285
OG0000458	Syat.g_02725	Prbm.g_00286
OG0000459	Syat.g_02724	Prbm.g_00287
OG0000460	Syat.g_01450	Prbm.g_00295
OG0000461	Syat.g_01866	Prbm.g_00303
OG0000462	Syat.g_01868	Prbm.g_00305
OG0000463	Syat.g_01869	Prbm.g_00306
OG0000464	Syat.g_01870	Prbm.g_00307
OG0000465	Syat.g_01872	Prbm.g_00308
OG0000466	Syat.g_01877	Prbm.g_00309
OG0000467	Syat.g_01878	Prbm.g_00310
OG0000468	Syat.g_01884	Prbm.g_00312
OG0000469	Syat.g_02000	Prbm.g_00320
OG0000470	Syat.g_02038	Prbm.g_00322
OG0000471	Syat.g_02039	Prbm.g_00323
OG0000472	Syat.g_02041	Prbm.g_00324
OG0000473	Syat.g_02043	Prbm.g_00326
OG0000474	Syat.g_02044	Prbm.g_00327
OG0000475	Syat.g_02045	Prbm.g_00328
OG0000476	Syat.g_02047	Prbm.g_00330
OG0000477	Syat.g_02053	Prbm.g_00332
OG0000478	Syat.g_02054	Prbm.g_00333
OG0000479	Syat.g_02056	Prbm.g_00334
OG0000480	Syat.g_02063	Prbm.g_00339
OG0000481	Syat.g_02066	Prbm.g_00341
OG0000482	Syat.g_02067	Prbm.g_00342
OG0000483	Syat.g_02071	Prbm.g_00345
OG0000484	Syat.g_02072	Prbm.g_00346
OG0000485	Syat.g_02073	Prbm.g_00347
OG0000486	Syat.g_02074	Prbm.g_00348
OG0000487	Syat.g_02080	Prbm.g_00351
OG0000488	Syat.g_02086	Prbm.g_00354
OG0000489	Syat.g_02097	Prbm.g_00359
OG0000490	Syat.g_02106	Prbm.g_00364
OG0000491	Syat.g_02107	Prbm.g_00365
OG0000492	Syat.g_02110	Prbm.g_00367
OG0000493	Syat.g_02111	Prbm.g_00368
OG0000494	Syat.g_02112	Prbm.g_00369
OG0000495	Syat.g_02120	Prbm.g_00370
OG0000496	Syat.g_02121	Prbm.g_00371
OG0000497	Syat.g_02122	Prbm.g_00372
OG0000498	Syat.g_02123	Prbm.g_00373
OG0000499	Syat.g_02124	Prbm.g_00374
OG0000500	Syat.g_02125	Prbm.g_00375
OG0000501	Syat.g_02128	Prbm.g_00376
OG0000502	Syat.g_02135	Prbm.g_00379
OG0000503	Syat.g_01614	Prbm.g_00400
OG0000504	Syat.g_01612	Prbm.g_00402
OG0000505	Syat.g_01611	Prbm.g_00403
OG0000506	Syat.g_01609	Prbm.g_00404
OG0000507	Syat.g_01603	Prbm.g_00407
OG0000508	Syat.g_01596	Prbm.g_00410
OG0000509	Syat.g_01591	Prbm.g_00412
OG0000510	Syat.g_01590	Prbm.g_00413
OG0000511	Syat.g_01589	Prbm.g_00414
OG0000512	Syat.g_01587	Prbm.g_00416
OG0000513	Syat.g_02957	Prbm.g_00426
OG0000514	Syat.g_02962	Prbm.g_00440
OG0000515	Syat.g_02963	Prbm.g_00441
OG0000516	Syat.g_02965	Prbm.g_00442
OG0000517	Syat.g_02969	Prbm.g_00445
OG0000518	Syat.g_01286	Prbm.g_00456
OG0000519	Syat.g_01285	Prbm.g_00457
OG0000520	Syat.g_01284	Prbm.g_00458
OG0000521	Syat.g_01319	Prbm.g_00480
OG0000522	Syat.g_01317	Prbm.g_00482
OG0000523	Syat.g_01316	Prbm.g_00483
OG0000524	Syat.g_01409	Prbm.g_00490
OG0000525	Syat.g_01382	Prbm.g_00494
OG0000526	Syat.g_01380	Prbm.g_00495
OG0000527	Syat.g_01373	Prbm.g_00498
OG0000528	Syat.g_03167	Prbm.g_00504
OG0000529	Syat.g_03171	Prbm.g_00507
OG0000530	Syat.g_03174	Prbm.g_00510
OG0000531	Syat.g_03175	Prbm.g_00511
OG0000532	Syat.g_03178	Prbm.g_00512
OG0000533	Syat.g_03180	Prbm.g_00513
OG0000534	Syat.g_03181	Prbm.g_00514
OG0000535	Syat.g_03182	Prbm.g_00515
OG0000536	Syat.g_03183	Prbm.g_00516
OG0000537	Syat.g_03185	Prbm.g_00517
OG0000538	Syat.g_03204	Prbm.g_00534
OG0000539	Syat.g_03206	Prbm.g_00535
OG0000540	Syat.g_03207	Prbm.g_00536
OG0000541	Syat.g_03208	Prbm.g_00537
OG0000542	Syat.g_03213	Prbm.g_00539
OG0000543	Syat.g_03215	Prbm.g_00541
OG0000544	Syat.g_03216	Prbm.g_00542
OG0000545	Syat.g_03218	Prbm.g_00544
OG0000546	Syat.g_03220	Prbm.g_00547
OG0000547	Syat.g_03222	Prbm.g_00549
OG0000548	Syat.g_03223	Prbm.g_00550
OG0000549	Syat.g_01795	Prbm.g_00553
OG0000550	Syat.g_01107	Prbm.g_00557
OG0000551	Syat.g_01103	Prbm.g_00560
OG0000552	Syat.g_01102	Prbm.g_00561
OG0000553	Syat.g_01098	Prbm.g_00562
OG0000554	Syat.g_03271	Prbm.g_00567
OG0000555	Syat.g_00093	Prbm.g_00575
OG0000556	Syat.g_00088	Prbm.g_00577
OG0000557	Syat.g_00083	Prbm.g_00578
OG0000558	Syat.g_00081	Prbm.g_00580
OG0000559	Syat.g_00077	Prbm.g_00584
OG0000560	Syat.g_00074	Prbm.g_00587
OG0000561	Syat.g_00073	Prbm.g_00588
OG0000562	Syat.g_00072	Prbm.g_00589
OG0000563	Syat.g_00071	Prbm.g_00590
OG0000564	Syat.g_00070	Prbm.g_00591
OG0000565	Syat.g_00067	Prbm.g_00594
OG0000566	Syat.g_00063	Prbm.g_00596
OG0000567	Syat.g_00059	Prbm.g_00600
OG0000568	Syat.g_00057	Prbm.g_00601
OG0000569	Syat.g_00056	Prbm.g_00602
OG0000570	Syat.g_00055	Prbm.g_00603
OG0000571	Syat.g_00052	Prbm.g_00605
OG0000572	Syat.g_00033	Prbm.g_00616
OG0000573	Syat.g_00024	Prbm.g_00621
OG0000574	Syat.g_00023	Prbm.g_00624
OG0000575	Syat.g_00018	Prbm.g_00627
OG0000576	Syat.g_00014	Prbm.g_00629
OG0000577	Syat.g_00013	Prbm.g_00630
OG0000578	Syat.g_00012	Prbm.g_00631
