Orthogroup	Syat	Prac
OG0000150	Syat.g_03399	Prac.g_01421
OG0000151	Syat.g_00801, Syat.g_00440	Prac.g_01374
OG0000152	Syat.g_00578	Prac.g_01327
OG0000153	Syat.g_00542	Prac.g_01308
OG0000154	Syat.g_00708	Prac.g_01282
OG0000155	Syat.g_00287	Prac.g_00965
OG0000156	Syat.g_03228	Prac.g_00164
OG0000157	Syat.g_02012, Syat.g_03227	Prac.g_00165
OG0000158	Syat.g_02163	Prac.g_00447
OG0000159	Syat.g_01187	Prac.g_00452, Prac.g_00257
OG0000160	Syat.g_01224	Prac.g_00410
OG0000161	Syat.g_01180	Prac.g_00404
OG0000162	Syat.g_01281	Prac.g_00398
OG0000163	Syat.g_02979	Prac.g_00364
OG0000164	Syat.g_03040	Prac.g_00601
OG0000165	Syat.g_03033	Prac.g_00594
OG0000166	Syat.g_01822	Prac.g_00512
OG0000167	Syat.g_02148	Prac.g_00015
OG0000168	Syat.g_02164	Prac.g_00025
OG0000169	Syat.g_02192	Prac.g_00035
OG0000170	Syat.g_02201	Prac.g_00037
OG0000171	Syat.g_02230	Prac.g_00055
OG0000172	Syat.g_02260	Prac.g_00063
OG0000173	Syat.g_02284	Prac.g_00078
OG0000174	Syat.g_02504	Prac.g_00105
OG0000175	Syat.g_02416	Prac.g_00115
OG0000176	Syat.g_02372	Prac.g_01943
OG0000177	Syat.g_02338	Prac.g_01942
OG0000178	Syat.g_02337	Prac.g_01941
OG0000179	Syat.g_02322	Prac.g_01931
OG0000180	Syat.g_02321	Prac.g_01930
OG0000181	Syat.g_02320	Prac.g_01929
OG0000182	Syat.g_02319	Prac.g_01928
OG0000183	Syat.g_02315	Prac.g_01924
OG0000184	Syat.g_02704	Prac.g_01885
OG0000185	Syat.g_02719	Prac.g_01882
OG0000186	Syat.g_01463	Prac.g_01867
OG0000187	Syat.g_01467	Prac.g_01866
OG0000188	Syat.g_01489	Prac.g_01849
OG0000189	Syat.g_01557	Prac.g_01835
OG0000190	Syat.g_00330	Prac.g_01834
OG0000191	Syat.g_03344, Syat.g_02939	Prac.g_01814
OG0000192	Syat.g_02933	Prac.g_01810
OG0000193	Syat.g_02897	Prac.g_01784
OG0000194	Syat.g_02894	Prac.g_01781
OG0000195	Syat.g_02892	Prac.g_01779
OG0000196	Syat.g_02867	Prac.g_01769
OG0000197	Syat.g_02866	Prac.g_01768
OG0000198	Syat.g_02865	Prac.g_01767
OG0000199	Syat.g_02857	Prac.g_01760
OG0000200	Syat.g_02840	Prac.g_01746
OG0000201	Syat.g_02821	Prac.g_01738
OG0000202	Syat.g_02820	Prac.g_01737
OG0000203	Syat.g_02819	Prac.g_01736
OG0000204	Syat.g_02818	Prac.g_01735
OG0000205	Syat.g_02809	Prac.g_01728
OG0000206	Syat.g_02785	Prac.g_01723
OG0000207	Syat.g_02778	Prac.g_01721
OG0000208	Syat.g_02777	Prac.g_01720
OG0000209	Syat.g_02735	Prac.g_01711
OG0000210	Syat.g_02734	Prac.g_01710
OG0000211	Syat.g_01452	Prac.g_01697
OG0000212	Syat.g_01442	Prac.g_01690
OG0000213	Syat.g_01889	Prac.g_01674
OG0000214	Syat.g_02042	Prac.g_01664
OG0000215	Syat.g_02075	Prac.g_01639
OG0000216	Syat.g_02079	Prac.g_01637
OG0000217	Syat.g_02085	Prac.g_01634
OG0000218	Syat.g_02087	Prac.g_01632
OG0000219	Syat.g_02088	Prac.g_01631
OG0000220	Syat.g_02089	Prac.g_01630
OG0000221	Syat.g_02095	Prac.g_01629
OG0000222	Syat.g_02109	Prac.g_01621
OG0000223	Syat.g_02570	Prac.g_01608
OG0000224	Syat.g_02139	Prac.g_01606
OG0000225	Syat.g_01595	Prac.g_01188
OG0000226	Syat.g_01588	Prac.g_01184
OG0000228	Syat.g_02952	Prac.g_01179
OG0000229	Syat.g_02970	Prac.g_01111
OG0000230	Syat.g_02972	Prac.g_01109
OG0000231	Syat.g_01283	Prac.g_01098
OG0000232	Syat.g_01313	Prac.g_01089
OG0000233	Syat.g_01407	Prac.g_01082
OG0000234	Syat.g_01369	Prac.g_01068
OG0000235	Syat.g_03169	Prac.g_01065
OG0000236	Syat.g_03186	Prac.g_01051
OG0000237	Syat.g_03214	Prac.g_00865
OG0000238	Syat.g_03219	Prac.g_00859
OG0000239	Syat.g_01105	Prac.g_00847
OG0000240	Syat.g_01104	Prac.g_00846
OG0000241	Syat.g_00111	Prac.g_00842
OG0000242	Syat.g_01077	Prac.g_00840
OG0000243	Syat.g_00092	Prac.g_00829
OG0000244	Syat.g_00082	Prac.g_00826
OG0000245	Syat.g_00080	Prac.g_00824
OG0000246	Syat.g_00076	Prac.g_00820
OG0000247	Syat.g_00065	Prac.g_00810
OG0000248	Syat.g_00062	Prac.g_00808
OG0000249	Syat.g_00060	Prac.g_00806
OG0000250	Syat.g_00053	Prac.g_00801
OG0000251	Syat.g_00027	Prac.g_00782
OG0000252	Syat.g_00022	Prac.g_00778
OG0000253	Syat.g_00021	Prac.g_00777
OG0000254	Syat.g_03407	Prac.g_00760
OG0000255	Syat.g_02405	Prac.g_00754
OG0000256	Syat.g_03306	Prac.g_00744
OG0000257	Syat.g_00109	Prac.g_00741
OG0000258	Syat.g_00382	Prac.g_00728
OG0000259	Syat.g_00342	Prac.g_00711
OG0000260	Syat.g_00392	Prac.g_00708
OG0000261	Syat.g_00400	Prac.g_00706
OG0000262	Syat.g_00407	Prac.g_00702
OG0000263	Syat.g_00200	Prac.g_00690
OG0000266	Syat.g_00671	Prac.g_01550
OG0000267	Syat.g_00636	Prac.g_01539
OG0000268	Syat.g_00634	Prac.g_01538
OG0000269	Syat.g_00474, Syat.g_00126	Prac.g_01480
OG0000270	Syat.g_00477	Prac.g_01477
OG0000271	Syat.g_00485	Prac.g_01469
OG0000272	Syat.g_00486	Prac.g_01468
OG0000273	Syat.g_00520	Prac.g_01445
OG0000274	Syat.g_00521	Prac.g_01444
OG0000275	Syat.g_00718	Prac.g_01442
OG0000276	Syat.g_00725	Prac.g_01437
OG0000277	Syat.g_00738	Prac.g_01436
OG0000278	Syat.g_00741	Prac.g_01433
OG0000279	Syat.g_00755	Prac.g_01426
OG0000280	Syat.g_01669	Prac.g_01425
OG0000281	Syat.g_00960	Prac.g_01420
OG0000282	Syat.g_00431	Prac.g_01382
OG0000283	Syat.g_00620	Prac.g_01350
OG0000284	Syat.g_00614	Prac.g_01345
OG0000285	Syat.g_00607	Prac.g_01340
OG0000286	Syat.g_00579	Prac.g_01328
OG0000287	Syat.g_00550	Prac.g_01311
OG0000288	Syat.g_00709	Prac.g_01283
OG0000289	Syat.g_00695	Prac.g_01272
OG0000290	Syat.g_00805	Prac.g_01259
OG0000292	Syat.g_02388	Prac.g_01207
OG0000293	Syat.g_03241	Prac.g_00994
OG0000294	Syat.g_03248	Prac.g_00993
OG0000295	Syat.g_00297	Prac.g_00973
OG0000296	Syat.g_00295	Prac.g_00971
OG0000299	Syat.g_00910	Prac.g_00945
OG0000300	Syat.g_00904	Prac.g_00942
OG0000301	Syat.g_00903	Prac.g_00941
OG0000302	Syat.g_00901	Prac.g_00939
OG0000303	Syat.g_00892	Prac.g_00932
OG0000304	Syat.g_00885	Prac.g_00928
OG0000305	Syat.g_00809	Prac.g_00209
OG0000306	Syat.g_01704	Prac.g_00212
OG0000307	Syat.g_01304	Prac.g_00226
OG0000308	Syat.g_01306	Prac.g_00227
OG0000309	Syat.g_01417	Prac.g_00231
OG0000310	Syat.g_01246	Prac.g_00426
OG0000311	Syat.g_01242	Prac.g_00424
OG0000312	Syat.g_01237	Prac.g_00421
OG0000313	Syat.g_01183	Prac.g_00407
OG0000314	Syat.g_01341	Prac.g_00384
OG0000315	Syat.g_01351	Prac.g_00374
OG0000316	Syat.g_03082	Prac.g_00354
OG0000317	Syat.g_03120	Prac.g_00627
OG0000318	Syat.g_03125	Prac.g_00624
OG0000319	Syat.g_03055	Prac.g_00611
OG0000320	Syat.g_03053	Prac.g_00609
OG0000321	Syat.g_03052	Prac.g_00608
OG0000322	Syat.g_03051	Prac.g_00607
OG0000323	Syat.g_03038	Prac.g_00598
OG0000324	Syat.g_02998	Prac.g_00572
OG0000325	Syat.g_01861	Prac.g_00477
OG0000326	Syat.g_01854	Prac.g_00483
OG0000327	Syat.g_01827	Prac.g_00507
OG0000328	Syat.g_01826	Prac.g_00508
OG0000329	Syat.g_01808	Prac.g_00525
OG0000330	Syat.g_01807	Prac.g_00526
OG0000331	Syat.g_01806	Prac.g_00527
OG0000332	Syat.g_01790	Prac.g_00541
OG0000333	Syat.g_01787	Prac.g_00543
OG0000334	Syat.g_01657	Prac.g_00551
OG0000335	Syat.g_01652	Prac.g_00555
OG0000336	Syat.g_01648	Prac.g_00559
OG0000337	Syat.g_02144	Prac.g_00013
OG0000338	Syat.g_02146	Prac.g_00014
OG0000339	Syat.g_02155, Syat.g_01055	Prac.g_00018
OG0000340	Syat.g_02165	Prac.g_00026
OG0000341	Syat.g_02167	Prac.g_00028
OG0000342	Syat.g_02168	Prac.g_00029
OG0000343	Syat.g_02185	Prac.g_00030
OG0000344	Syat.g_02189	Prac.g_00033
OG0000345	Syat.g_02202	Prac.g_00038
OG0000346	Syat.g_02207	Prac.g_00042
OG0000347	Syat.g_02234	Prac.g_00057
OG0000348	Syat.g_02264	Prac.g_00066
OG0000349	Syat.g_02291	Prac.g_00083
OG0000350	Syat.g_01847	Prac.g_00101
OG0000351	Syat.g_02411	Prac.g_00118
OG0000352	Syat.g_02410	Prac.g_00119
OG0000353	Syat.g_00955, Syat.g_02377	Prac.g_01948
OG0000355	Syat.g_02375	Prac.g_01946
OG0000356	Syat.g_02374	Prac.g_01945
OG0000357	Syat.g_02373	Prac.g_01944
OG0000358	Syat.g_02336	Prac.g_01940
OG0000359	Syat.g_02334	Prac.g_01939
OG0000360	Syat.g_02333	Prac.g_01938
OG0000361	Syat.g_02332	Prac.g_01937
OG0000362	Syat.g_02330	Prac.g_01935
OG0000363	Syat.g_02328	Prac.g_01933
OG0000364	Syat.g_03122	Prac.g_01932
OG0000365	Syat.g_02318	Prac.g_01927
OG0000366	Syat.g_02317	Prac.g_01926
OG0000367	Syat.g_02316	Prac.g_01925
OG0000368	Syat.g_02314	Prac.g_01923
OG0000369	Syat.g_02313	Prac.g_01922
OG0000370	Syat.g_02312	Prac.g_01921
OG0000371	Syat.g_02304	Prac.g_01915
OG0000372	Syat.g_02298	Prac.g_01911
OG0000373	Syat.g_02297	Prac.g_01910
OG0000374	Syat.g_02296	Prac.g_01909
OG0000375	Syat.g_02295	Prac.g_01892
OG0000376	Syat.g_02293	Prac.g_01890
OG0000377	Syat.g_02695	Prac.g_01886
OG0000378	Syat.g_02715	Prac.g_01884
OG0000379	Syat.g_02720	Prac.g_01881
OG0000380	Syat.g_01468	Prac.g_01865
OG0000381	Syat.g_01470	Prac.g_01861
OG0000382	Syat.g_01488	Prac.g_01850
OG0000383	Syat.g_01521	Prac.g_01848
OG0000384	Syat.g_01522	Prac.g_01847
OG0000385	Syat.g_01523	Prac.g_01846
OG0000386	Syat.g_01524	Prac.g_01845
OG0000387	Syat.g_01561	Prac.g_01832
OG0000388	Syat.g_01565	Prac.g_01829
OG0000389	Syat.g_01569	Prac.g_01825
OG0000390	Syat.g_02945	Prac.g_01818
OG0000391	Syat.g_02940	Prac.g_01815
OG0000392	Syat.g_02934	Prac.g_01811
OG0000393	Syat.g_02931	Prac.g_01809
OG0000394	Syat.g_02930	Prac.g_01808
OG0000395	Syat.g_02929	Prac.g_01807
OG0000396	Syat.g_02927	Prac.g_01804
OG0000397	Syat.g_02925	Prac.g_01802
OG0000398	Syat.g_02920	Prac.g_01800
OG0000399	Syat.g_02919	Prac.g_01799
OG0000400	Syat.g_02918	Prac.g_01798
OG0000401	Syat.g_02917	Prac.g_01797
OG0000402	Syat.g_02915	Prac.g_01795
OG0000403	Syat.g_02914	Prac.g_01794
OG0000404	Syat.g_02913	Prac.g_01793
OG0000405	Syat.g_02900	Prac.g_01789
OG0000406	Syat.g_02896	Prac.g_01783
OG0000407	Syat.g_02895	Prac.g_01782
OG0000408	Syat.g_02893	Prac.g_01780
OG0000409	Syat.g_02891	Prac.g_01778
OG0000410	Syat.g_02890	Prac.g_01777
OG0000411	Syat.g_02889	Prac.g_01776
OG0000412	Syat.g_02888	Prac.g_01775
OG0000413	Syat.g_02886	Prac.g_01774
OG0000414	Syat.g_02885	Prac.g_01590, Prac.g_01773
OG0000415	Syat.g_02884	Prac.g_01772
OG0000416	Syat.g_02883	Prac.g_01771
OG0000417	Syat.g_02868	Prac.g_01770
OG0000418	Syat.g_02863	Prac.g_01765
OG0000419	Syat.g_02861	Prac.g_01763
OG0000420	Syat.g_02859	Prac.g_01762
OG0000421	Syat.g_02855	Prac.g_01757
OG0000422	Syat.g_02854	Prac.g_01756
OG0000423	Syat.g_02853	Prac.g_01755
OG0000424	Syat.g_02852	Prac.g_01754
OG0000425	Syat.g_02851	Prac.g_01753
OG0000426	Syat.g_02850	Prac.g_01752
OG0000427	Syat.g_02849	Prac.g_01751
OG0000428	Syat.g_02846	Prac.g_01749
OG0000429	Syat.g_02843	Prac.g_01748
OG0000430	Syat.g_02841	Prac.g_01747
OG0000431	Syat.g_02838	Prac.g_01745
OG0000432	Syat.g_02832	Prac.g_01742
OG0000433	Syat.g_02829	Prac.g_01741
OG0000434	Syat.g_02828	Prac.g_01740
OG0000435	Syat.g_02824	Prac.g_01739
OG0000436	Syat.g_02817	Prac.g_01734
OG0000437	Syat.g_02558	Prac.g_01733
OG0000438	Syat.g_02813	Prac.g_01732
OG0000439	Syat.g_02811	Prac.g_01730
OG0000440	Syat.g_02810	Prac.g_01729
OG0000441	Syat.g_02807	Prac.g_01726
OG0000442	Syat.g_02797	Prac.g_01725
OG0000443	Syat.g_02787	Prac.g_01724
OG0000444	Syat.g_02756	Prac.g_01719
OG0000445	Syat.g_02755	Prac.g_01718
OG0000446	Syat.g_02753	Prac.g_01717
OG0000447	Syat.g_02749	Prac.g_01716
OG0000448	Syat.g_02748	Prac.g_01715
OG0000449	Syat.g_02747	Prac.g_01714
OG0000450	Syat.g_02738	Prac.g_01713
OG0000451	Syat.g_02737	Prac.g_01712
OG0000452	Syat.g_02732	Prac.g_01709
OG0000453	Syat.g_02731	Prac.g_01708
OG0000454	Syat.g_02730	Prac.g_01707
OG0000455	Syat.g_02729	Prac.g_01706
OG0000456	Syat.g_02728	Prac.g_01705
OG0000457	Syat.g_02726	Prac.g_01704
OG0000458	Syat.g_02725	Prac.g_01703
OG0000459	Syat.g_02724	Prac.g_01702
OG0000460	Syat.g_01450	Prac.g_01695
OG0000461	Syat.g_01866	Prac.g_01688
OG0000462	Syat.g_01868	Prac.g_01686
OG0000463	Syat.g_01869	Prac.g_01685
OG0000464	Syat.g_01870	Prac.g_01684
OG0000465	Syat.g_01872	Prac.g_01683
OG0000466	Syat.g_01877	Prac.g_01680
OG0000467	Syat.g_01878	Prac.g_01679
OG0000468	Syat.g_01884	Prac.g_01678
OG0000469	Syat.g_02000	Prac.g_01669
OG0000470	Syat.g_02038	Prac.g_01667
OG0000471	Syat.g_02039	Prac.g_01666
OG0000472	Syat.g_02041	Prac.g_01665
OG0000473	Syat.g_02043	Prac.g_01663
OG0000474	Syat.g_02044	Prac.g_01662
OG0000475	Syat.g_02045	Prac.g_01661
OG0000476	Syat.g_02047	Prac.g_01660
OG0000477	Syat.g_02053	Prac.g_01656
OG0000478	Syat.g_02054	Prac.g_01655
OG0000479	Syat.g_02056	Prac.g_01654
OG0000480	Syat.g_02063	Prac.g_01649
OG0000481	Syat.g_02066	Prac.g_01647
OG0000482	Syat.g_02067	Prac.g_01646
OG0000483	Syat.g_02071	Prac.g_01643
OG0000484	Syat.g_02072	Prac.g_01642
OG0000485	Syat.g_02073	Prac.g_01641
OG0000486	Syat.g_02074	Prac.g_01640
OG0000487	Syat.g_02080	Prac.g_01636
OG0000488	Syat.g_02086	Prac.g_01633
OG0000489	Syat.g_02097	Prac.g_01628
OG0000490	Syat.g_02106	Prac.g_01623
OG0000491	Syat.g_02107	Prac.g_01622
OG0000492	Syat.g_02110	Prac.g_01620
OG0000493	Syat.g_02111	Prac.g_01619
OG0000494	Syat.g_02112	Prac.g_01618
OG0000495	Syat.g_02120	Prac.g_01617
OG0000496	Syat.g_02121	Prac.g_01616
OG0000497	Syat.g_02122	Prac.g_01615
OG0000498	Syat.g_02123	Prac.g_01614
OG0000499	Syat.g_02124	Prac.g_01613
OG0000500	Syat.g_02125	Prac.g_01612
OG0000501	Syat.g_02128	Prac.g_01610
OG0000502	Syat.g_02135	Prac.g_01607
OG0000503	Syat.g_01614	Prac.g_01200
OG0000504	Syat.g_01612	Prac.g_01199
OG0000505	Syat.g_01611	Prac.g_01198
OG0000506	Syat.g_01609	Prac.g_01196
OG0000507	Syat.g_01603	Prac.g_01193
OG0000508	Syat.g_01596	Prac.g_01189
OG0000509	Syat.g_01591	Prac.g_01187
OG0000510	Syat.g_01590	Prac.g_01186
OG0000511	Syat.g_01589	Prac.g_01185
OG0000512	Syat.g_01587	Prac.g_01183
OG0000513	Syat.g_02957	Prac.g_01176
OG0000514	Syat.g_02962	Prac.g_01116
OG0000515	Syat.g_02963	Prac.g_01115
OG0000516	Syat.g_02965	Prac.g_01114
OG0000517	Syat.g_02969	Prac.g_01112
OG0000518	Syat.g_01286	Prac.g_01101
OG0000519	Syat.g_01285	Prac.g_01100
OG0000520	Syat.g_01284	Prac.g_01099
OG0000521	Syat.g_01319	Prac.g_01094
OG0000522	Syat.g_01317	Prac.g_01092
OG0000523	Syat.g_01316	Prac.g_01091
OG0000524	Syat.g_01409	Prac.g_01084
OG0000525	Syat.g_01382	Prac.g_01081
OG0000526	Syat.g_01380	Prac.g_01080
OG0000527	Syat.g_01373	Prac.g_01071
OG0000528	Syat.g_03167	Prac.g_01066
OG0000529	Syat.g_03171	Prac.g_01063
OG0000530	Syat.g_03174	Prac.g_01060
OG0000531	Syat.g_03175	Prac.g_01059
OG0000532	Syat.g_03178	Prac.g_01057
OG0000533	Syat.g_03180	Prac.g_01056
OG0000534	Syat.g_03181	Prac.g_01055
OG0000535	Syat.g_03182	Prac.g_01054
OG0000536	Syat.g_03183	Prac.g_01053
OG0000537	Syat.g_03185	Prac.g_01052
OG0000538	Syat.g_03204	Prac.g_00871
OG0000539	Syat.g_03206	Prac.g_00870
OG0000540	Syat.g_03207	Prac.g_00869
OG0000541	Syat.g_03208	Prac.g_00868
OG0000542	Syat.g_03213	Prac.g_00866
OG0000543	Syat.g_03215	Prac.g_00864
OG0000544	Syat.g_03216	Prac.g_00863
OG0000545	Syat.g_03218	Prac.g_00861
OG0000546	Syat.g_03220	Prac.g_00858
OG0000547	Syat.g_03222	Prac.g_00857
OG0000548	Syat.g_03223	Prac.g_00856
OG0000549	Syat.g_01795	Prac.g_00854
OG0000550	Syat.g_01107	Prac.g_00849
OG0000551	Syat.g_01103	Prac.g_00845
OG0000552	Syat.g_01102	Prac.g_00844
OG0000553	Syat.g_01098	Prac.g_00843
OG0000554	Syat.g_03271	Prac.g_00838
OG0000555	Syat.g_00093	Prac.g_00830
OG0000556	Syat.g_00088	Prac.g_00828
OG0000557	Syat.g_00083	Prac.g_00827
OG0000558	Syat.g_00081	Prac.g_00825
OG0000559	Syat.g_00077	Prac.g_00821
OG0000560	Syat.g_00074	Prac.g_00818
OG0000561	Syat.g_00073	Prac.g_00817
OG0000562	Syat.g_00072	Prac.g_00816
OG0000563	Syat.g_00071	Prac.g_00815
OG0000564	Syat.g_00070	Prac.g_00814
OG0000565	Syat.g_00067	Prac.g_00811
OG0000566	Syat.g_00063	Prac.g_00809
OG0000567	Syat.g_00059	Prac.g_00805
OG0000568	Syat.g_00057	Prac.g_00804
OG0000569	Syat.g_00056	Prac.g_00803
OG0000570	Syat.g_00055	Prac.g_00802
OG0000571	Syat.g_00052	Prac.g_00800
OG0000572	Syat.g_00033	Prac.g_00787
OG0000573	Syat.g_00024	Prac.g_00780
OG0000574	Syat.g_00023	Prac.g_00779
OG0000575	Syat.g_00018	Prac.g_00775
OG0000576	Syat.g_00014	Prac.g_00772
OG0000577	Syat.g_00013	Prac.g_00771
OG0000578	Syat.g_00012	Prac.g_00770
OG0000579	Syat.g_00011	Prac.g_00769
OG0000580	Syat.g_00010	Prac.g_00768
OG0000581	Syat.g_00003	Prac.g_00766
OG0000582	Syat.g_03403	Prac.g_00763
OG0000583	Syat.g_03404	Prac.g_00762
OG0000584	Syat.g_03405	Prac.g_00761
OG0000585	Syat.g_03408	Prac.g_00759
OG0000586	Syat.g_03409	Prac.g_00758
OG0000587	Syat.g_00001	Prac.g_00757
OG0000588	Syat.g_00338	Prac.g_00753
OG0000589	Syat.g_03318	Prac.g_00750
OG0000590	Syat.g_03317	Prac.g_00749
OG0000591	Syat.g_03308	Prac.g_00746
OG0000592	Syat.g_03307	Prac.g_00745
OG0000593	Syat.g_00113	Prac.g_00739
OG0000594	Syat.g_00114	Prac.g_00738
OG0000595	Syat.g_00115	Prac.g_00737
OG0000596	Syat.g_00129	Prac.g_00733
OG0000597	Syat.g_00132	Prac.g_00731
OG0000598	Syat.g_00133	Prac.g_00730
OG0000599	Syat.g_00381	Prac.g_00727
OG0000600	Syat.g_00380	Prac.g_00726
OG0000601	Syat.g_00379	Prac.g_00725
OG0000602	Syat.g_00375	Prac.g_00723
OG0000603	Syat.g_00374	Prac.g_00722
OG0000604	Syat.g_00372	Prac.g_00721
OG0000605	Syat.g_00370	Prac.g_00720
OG0000606	Syat.g_00367	Prac.g_00717
OG0000607	Syat.g_00364	Prac.g_00714
OG0000608	Syat.g_00363	Prac.g_00713
