Orthogroup	Syat	Syan
OG0000085	Syat.g_03113	Syan.g_01387
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Syan.g_02515, Syan.g_00114
OG0000087	Syat.g_02912	Syan.g_02268
OG0000088	Syat.g_02862	Syan.g_03031
OG0000089	Syat.g_02953	Syan.g_02316
OG0000090	Syat.g_03270	Syan.g_01166
OG0000091	Syat.g_00939	Syan.g_00235
OG0000092	Syat.g_00825	Syan.g_02502
OG0000094	Syat.g_00698	Syan.g_00353
OG0000094	Syat.g_01034	Syan.g_00065
OG0000095	Syat.g_00808	Syan.g_00290
OG0000097	Syat.g_00535	Syan.g_00160, Syan.g_00733
OG0000098	Syat.g_03281	Syan.g_00043
OG0000099	Syat.g_02130	Syan.g_01968
OG0000100	Syat.g_00517	Syan.g_00658
OG0000101	Syat.g_01661	Syan.g_02199
OG0000102	Syat.g_00974	Syan.g_01891
OG0000103	Syat.g_02399	Syan.g_01692
OG0000105	Syat.g_02052	Syan.g_02031
OG0000106	Syat.g_00957	Syan.g_00076
OG0000107	Syat.g_01862	Syan.g_02106
OG0000108	Syat.g_03170	Syan.g_02764
OG0000109	Syat.g_03187	Syan.g_02748
OG0000110	Syat.g_00049	Syan.g_00882
OG0000111	Syat.g_00816	Syan.g_00187
OG0000112	Syat.g_00593	Syan.g_00556, Syan.g_00252
OG0000113	Syat.g_00509	Syan.g_00664
OG0000114	Syat.g_00426	Syan.g_00741
OG0000115	Syat.g_01328	Syan.g_02810
OG0000116	Syat.g_02641	Syan.g_00460
OG0000117	Syat.g_00224	Syan.g_02644
OG0000118	Syat.g_01168	Syan.g_01241, Syan.g_01237
OG0000119	Syat.g_00309	Syan.g_02672
OG0000120	Syat.g_02132	Syan.g_01966
OG0000121	Syat.g_01223	Syan.g_01273
OG0000123	Syat.g_01653	Syan.g_02190
OG0000124	Syat.g_02231	Syan.g_01873
OG0000127	Syat.g_00175	Syan.g_00162
OG0000128	Syat.g_02331	Syan.g_01768
OG0000129	Syat.g_02693	Syan.g_01563
OG0000130	Syat.g_01469	Syan.g_02906, Syan.g_02907
OG0000131	Syat.g_02898	Syan.g_03008
OG0000132	Syat.g_02864	Syan.g_03029
OG0000133	Syat.g_00588	Syan.g_00561
OG0000134	Syat.g_02956	Syan.g_02319
OG0000135	Syat.g_02501	Syan.g_01616
OG0000136	Syat.g_01292	Syan.g_01342
OG0000137	Syat.g_01371	Syan.g_02846
OG0000138	Syat.g_03188	Syan.g_02747
OG0000139	Syat.g_03276	Syan.g_01160
OG0000140	Syat.g_03280	Syan.g_00042
OG0000141	Syat.g_03398	Syan.g_01032
OG0000142	Syat.g_00117	Syan.g_00816
OG0000143	Syat.g_00130	Syan.g_00812
OG0000144	Syat.g_00369	Syan.g_00782
OG0000145	Syat.g_03202	Syan.g_02740
OG0000146	Syat.g_00594	Syan.g_00555, Syan.g_00253
OG0000147	Syat.g_00595	Syan.g_00254, Syan.g_00554
OG0000148	Syat.g_00503	Syan.g_00670
OG0000149	Syat.g_00747	Syan.g_00393
OG0000150	Syat.g_03399	Syan.g_01031
OG0000151	Syat.g_00801, Syat.g_00440	Syan.g_00731
OG0000152	Syat.g_00578	Syan.g_00565
OG0000153	Syat.g_00542	Syan.g_00601
OG0000154	Syat.g_00708	Syan.g_00363
OG0000155	Syat.g_00287	Syan.g_02654
OG0000156	Syat.g_03228	Syan.g_02717
OG0000157	Syat.g_02012, Syat.g_03227	Syan.g_02718
OG0000158	Syat.g_02163	Syan.g_01078, Syan.g_01926
OG0000159	Syat.g_01187	Syan.g_01120, Syan.g_01126
OG0000160	Syat.g_01224	Syan.g_01274
OG0000161	Syat.g_01180	Syan.g_01268
OG0000162	Syat.g_01281	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Syat.g_02979	Syan.g_02405
OG0000164	Syat.g_03040	Syan.g_01440
OG0000165	Syat.g_03033	Syan.g_01448
OG0000166	Syat.g_01822	Syan.g_02239
OG0000167	Syat.g_02148	Syan.g_01941
OG0000168	Syat.g_02164	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Syat.g_02192	Syan.g_01912
OG0000170	Syat.g_02201	Syan.g_01901
OG0000171	Syat.g_02230	Syan.g_01875
OG0000172	Syat.g_02260	Syan.g_01810
OG0000173	Syat.g_02284	Syan.g_01720
OG0000174	Syat.g_02504	Syan.g_01619
OG0000175	Syat.g_02416	Syan.g_01678, Syan.g_00258
OG0000176	Syat.g_02372	Syan.g_01801
OG0000177	Syat.g_02338	Syan.g_01775
OG0000178	Syat.g_02337	Syan.g_01774
OG0000179	Syat.g_02322	Syan.g_01759
OG0000180	Syat.g_02321	Syan.g_01758
OG0000181	Syat.g_02320	Syan.g_01757
OG0000182	Syat.g_02319	Syan.g_01756
OG0000183	Syat.g_02315	Syan.g_01752
OG0000184	Syat.g_02704	Syan.g_01549
OG0000185	Syat.g_02719	Syan.g_01540
OG0000186	Syat.g_01463	Syan.g_02902
OG0000187	Syat.g_01467	Syan.g_02904
OG0000188	Syat.g_01489	Syan.g_02926
OG0000189	Syat.g_01557	Syan.g_02966
OG0000190	Syat.g_00330	Syan.g_00971
OG0000191	Syat.g_03344, Syat.g_02939	Syan.g_02300
OG0000192	Syat.g_02933	Syan.g_02294
OG0000193	Syat.g_02897	Syan.g_03009
OG0000194	Syat.g_02894	Syan.g_03012
OG0000195	Syat.g_02892	Syan.g_03014
OG0000196	Syat.g_02867	Syan.g_03026
OG0000197	Syat.g_02866	Syan.g_03027
OG0000198	Syat.g_02865	Syan.g_03028
OG0000199	Syat.g_02857	Syan.g_03037
OG0000200	Syat.g_02840	Syan.g_03055
OG0000201	Syat.g_02821	Syan.g_03074
OG0000202	Syat.g_02820	Syan.g_03075
OG0000203	Syat.g_02819	Syan.g_03076
OG0000204	Syat.g_02818	Syan.g_03077
OG0000205	Syat.g_02809	Syan.g_03087
OG0000206	Syat.g_02785	Syan.g_03095
OG0000207	Syat.g_02778	Syan.g_03100
OG0000208	Syat.g_02777	Syan.g_03101
OG0000209	Syat.g_02735	Syan.g_01521
OG0000210	Syat.g_02734	Syan.g_01522
OG0000211	Syat.g_01452	Syan.g_02416
OG0000212	Syat.g_01442	Syan.g_01508, Syan.g_02438
OG0000213	Syat.g_01889	Syan.g_02059
OG0000214	Syat.g_02042	Syan.g_02040
OG0000215	Syat.g_02075	Syan.g_02010
OG0000216	Syat.g_02079	Syan.g_02006
OG0000217	Syat.g_02085	Syan.g_02001
OG0000218	Syat.g_02087	Syan.g_01999
OG0000219	Syat.g_02088	Syan.g_01998
OG0000220	Syat.g_02089	Syan.g_01997
OG0000221	Syat.g_02095	Syan.g_01994
OG0000222	Syat.g_02109	Syan.g_01981
OG0000223	Syat.g_02570	Syan.g_00228
OG0000224	Syat.g_02139	Syan.g_01959
OG0000225	Syat.g_01595	Syan.g_02997
OG0000226	Syat.g_01588	Syan.g_02990
OG0000228	Syat.g_02952	Syan.g_02315
OG0000229	Syat.g_02970	Syan.g_02396
OG0000230	Syat.g_02972	Syan.g_02398
OG0000231	Syat.g_01283	Syan.g_01333
OG0000232	Syat.g_01313	Syan.g_02801
OG0000233	Syat.g_01407	Syan.g_02876
OG0000234	Syat.g_01369	Syan.g_02844
OG0000235	Syat.g_03169	Syan.g_02765
OG0000236	Syat.g_03186	Syan.g_02749
OG0000237	Syat.g_03214	Syan.g_02731
OG0000238	Syat.g_03219	Syan.g_02726
OG0000239	Syat.g_01105	Syan.g_01187
OG0000240	Syat.g_01104	Syan.g_01186
OG0000241	Syat.g_00111	Syan.g_00822
OG0000242	Syat.g_01077	Syan.g_01168
OG0000243	Syat.g_00092	Syan.g_00840
OG0000244	Syat.g_00082	Syan.g_00848
OG0000245	Syat.g_00080	Syan.g_00850
OG0000246	Syat.g_00076	Syan.g_00854
OG0000247	Syat.g_00065	Syan.g_00866
OG0000248	Syat.g_00062	Syan.g_00869
OG0000249	Syat.g_00060	Syan.g_00871
OG0000250	Syat.g_00053	Syan.g_00878
OG0000251	Syat.g_00027	Syan.g_00961
OG0000252	Syat.g_00022	Syan.g_00966
OG0000253	Syat.g_00021	Syan.g_01000
OG0000254	Syat.g_03407	Syan.g_01026
OG0000255	Syat.g_02405	Syan.g_00978
OG0000256	Syat.g_03306	Syan.g_00001, Syan.g_01135
OG0000257	Syat.g_00109	Syan.g_00827
OG0000258	Syat.g_00382	Syan.g_00803
OG0000259	Syat.g_00342	Syan.g_00772
OG0000260	Syat.g_00392	Syan.g_00769
OG0000261	Syat.g_00400	Syan.g_00765
OG0000262	Syat.g_00407	Syan.g_00760
OG0000263	Syat.g_00200	Syan.g_02618
OG0000266	Syat.g_00671	Syan.g_00330
OG0000267	Syat.g_00636	Syan.g_00470
OG0000268	Syat.g_00634	Syan.g_00471
OG0000269	Syat.g_00474, Syat.g_00126	Syan.g_00695
OG0000270	Syat.g_00477	Syan.g_00692
OG0000271	Syat.g_00485	Syan.g_00684
OG0000272	Syat.g_00486	Syan.g_00683
OG0000273	Syat.g_00520	Syan.g_00654
OG0000274	Syat.g_00521	Syan.g_00653
OG0000275	Syat.g_00718	Syan.g_00373
OG0000276	Syat.g_00725	Syan.g_00380
OG0000277	Syat.g_00738	Syan.g_00381
OG0000278	Syat.g_00741	Syan.g_00384
OG0000279	Syat.g_00755	Syan.g_00398
OG0000280	Syat.g_01669	Syan.g_00518
OG0000282	Syat.g_00431	Syan.g_00739
OG0000283	Syat.g_00620	Syan.g_00491
OG0000284	Syat.g_00614	Syan.g_00497
OG0000285	Syat.g_00607	Syan.g_00533
OG0000286	Syat.g_00579	Syan.g_00564
OG0000287	Syat.g_00550	Syan.g_00593
OG0000288	Syat.g_00709	Syan.g_00364
OG0000289	Syat.g_00695	Syan.g_00350
OG0000290	Syat.g_00805	Syan.g_00293
OG0000291	Syat.g_00807	Syan.g_00291
OG0000292	Syat.g_02388	Syan.g_01703
OG0000293	Syat.g_03241	Syan.g_02709
OG0000294	Syat.g_03248	Syan.g_02708
OG0000295	Syat.g_00297	Syan.g_02662
OG0000296	Syat.g_00295	Syan.g_02660
OG0000297	Syat.g_00226	Syan.g_02646
OG0000298	Syat.g_00225	Syan.g_02645
OG0000299	Syat.g_00910	Syan.g_02601
OG0000300	Syat.g_00904	Syan.g_02593, Syan.g_02594
OG0000301	Syat.g_00903	Syan.g_02592
OG0000302	Syat.g_00901	Syan.g_02591
OG0000303	Syat.g_00892	Syan.g_02582
OG0000304	Syat.g_00885	Syan.g_02556
OG0000305	Syat.g_00809	Syan.g_00195
OG0000306	Syat.g_01704	Syan.g_00087
OG0000307	Syat.g_01304	Syan.g_02782
OG0000308	Syat.g_01306	Syan.g_02784
OG0000309	Syat.g_01417	Syan.g_02883
OG0000310	Syat.g_01246	Syan.g_01304
OG0000311	Syat.g_01242	Syan.g_01299
OG0000312	Syat.g_01237	Syan.g_01290
OG0000313	Syat.g_01183	Syan.g_01271
OG0000314	Syat.g_01341	Syan.g_02823
OG0000315	Syat.g_01351	Syan.g_02833
OG0000316	Syat.g_03082	Syan.g_01354
OG0000317	Syat.g_03120	Syan.g_01396
OG0000318	Syat.g_03125	Syan.g_01401
OG0000319	Syat.g_03055	Syan.g_01425
OG0000320	Syat.g_03053	Syan.g_01427
OG0000321	Syat.g_03052	Syan.g_01428
OG0000322	Syat.g_03051	Syan.g_01429
OG0000323	Syat.g_03038	Syan.g_01442
OG0000324	Syat.g_02998	Syan.g_01472
OG0000325	Syat.g_01861	Syan.g_02107
OG0000326	Syat.g_01854	Syan.g_02114
OG0000327	Syat.g_01827	Syan.g_02244
OG0000328	Syat.g_01826	Syan.g_02243
OG0000329	Syat.g_01808	Syan.g_02225
OG0000330	Syat.g_01807	Syan.g_02224
OG0000331	Syat.g_01806	Syan.g_02223
OG0000332	Syat.g_01790	Syan.g_02208
OG0000333	Syat.g_01787	Syan.g_02205
OG0000334	Syat.g_01657	Syan.g_00247, Syan.g_02194
OG0000335	Syat.g_01652	Syan.g_02189
OG0000336	Syat.g_01648	Syan.g_02185
OG0000337	Syat.g_02144	Syan.g_01949
OG0000338	Syat.g_02146	Syan.g_01943
OG0000339	Syat.g_02155, Syat.g_01055	Syan.g_00264
OG0000340	Syat.g_02165	Syan.g_01923
OG0000341	Syat.g_02167	Syan.g_01921
OG0000342	Syat.g_02168	Syan.g_01920
OG0000343	Syat.g_02185	Syan.g_01918
OG0000344	Syat.g_02189	Syan.g_01914
OG0000345	Syat.g_02202	Syan.g_01900
OG0000346	Syat.g_02207	Syan.g_01895
OG0000347	Syat.g_02234	Syan.g_01867
OG0000348	Syat.g_02264	Syan.g_01803
OG0000349	Syat.g_02291	Syan.g_01727
OG0000350	Syat.g_01847	Syan.g_02121
OG0000351	Syat.g_02411	Syan.g_01682
OG0000352	Syat.g_02410	Syan.g_01683
OG0000353	Syat.g_00955, Syat.g_02377	Syan.g_01795
OG0000354	Syat.g_03225	Syan.g_02720
OG0000354	Syat.g_02325	Syan.g_01761
OG0000355	Syat.g_02375	Syan.g_01797
OG0000356	Syat.g_02374	Syan.g_01798
OG0000357	Syat.g_02373	Syan.g_01800
OG0000358	Syat.g_02336	Syan.g_01773
OG0000359	Syat.g_02334	Syan.g_01771
OG0000360	Syat.g_02333	Syan.g_01770
OG0000361	Syat.g_02332	Syan.g_01769
OG0000362	Syat.g_02330	Syan.g_01767
OG0000363	Syat.g_02328	Syan.g_01765
OG0000364	Syat.g_03122	Syan.g_01398
OG0000365	Syat.g_02318	Syan.g_01755
OG0000366	Syat.g_02317	Syan.g_01754
OG0000367	Syat.g_02316	Syan.g_01753
OG0000368	Syat.g_02314	Syan.g_01751
OG0000369	Syat.g_02313	Syan.g_01750
OG0000370	Syat.g_02312	Syan.g_01749
OG0000371	Syat.g_02304	Syan.g_01740
OG0000372	Syat.g_02298	Syan.g_01734
OG0000373	Syat.g_02297	Syan.g_01733
OG0000374	Syat.g_02296	Syan.g_01732
OG0000375	Syat.g_02295	Syan.g_01731
OG0000376	Syat.g_02293	Syan.g_01729
OG0000377	Syat.g_02695	Syan.g_01555
OG0000378	Syat.g_02715	Syan.g_01543
OG0000379	Syat.g_02720	Syan.g_01539
OG0000380	Syat.g_01468	Syan.g_02905
OG0000381	Syat.g_01470	Syan.g_02908
OG0000382	Syat.g_01488	Syan.g_02925
OG0000383	Syat.g_01521	Syan.g_02936
OG0000384	Syat.g_01522	Syan.g_02937
OG0000385	Syat.g_01523	Syan.g_02938
OG0000386	Syat.g_01524	Syan.g_02939
OG0000387	Syat.g_01561	Syan.g_00967
OG0000388	Syat.g_01565	Syan.g_02970
OG0000389	Syat.g_01569	Syan.g_02973
OG0000390	Syat.g_02945	Syan.g_02306
OG0000391	Syat.g_02940	Syan.g_02301
OG0000392	Syat.g_02934	Syan.g_02295
OG0000393	Syat.g_02931	Syan.g_02292
OG0000394	Syat.g_02930	Syan.g_02291
OG0000395	Syat.g_02929	Syan.g_02290
OG0000396	Syat.g_02927	Syan.g_02287
OG0000397	Syat.g_02925	Syan.g_02285
OG0000398	Syat.g_02920	Syan.g_02279
OG0000399	Syat.g_02919	Syan.g_02278
OG0000400	Syat.g_02918	Syan.g_02277
OG0000401	Syat.g_02917	Syan.g_02274
OG0000402	Syat.g_02915	Syan.g_02272
OG0000403	Syat.g_02914	Syan.g_02271
OG0000404	Syat.g_02913	Syan.g_02269
OG0000405	Syat.g_02900	Syan.g_03005
OG0000406	Syat.g_02896	Syan.g_03010
OG0000407	Syat.g_02895	Syan.g_03011
OG0000408	Syat.g_02893	Syan.g_03013
OG0000409	Syat.g_02891	Syan.g_03015
OG0000410	Syat.g_02890	Syan.g_03016
OG0000411	Syat.g_02889	Syan.g_03017
OG0000412	Syat.g_02888	Syan.g_03018
OG0000413	Syat.g_02886	Syan.g_03020
OG0000414	Syat.g_02885	Syan.g_03021
OG0000415	Syat.g_02884	Syan.g_03022
OG0000416	Syat.g_02883	Syan.g_03023
OG0000417	Syat.g_02868	Syan.g_03025
OG0000418	Syat.g_02863	Syan.g_03030
OG0000419	Syat.g_02861	Syan.g_03033
OG0000420	Syat.g_02859	Syan.g_03035
OG0000421	Syat.g_02855	Syan.g_03040
OG0000422	Syat.g_02854	Syan.g_03041
OG0000423	Syat.g_02853	Syan.g_03042
OG0000424	Syat.g_02852	Syan.g_03043
OG0000425	Syat.g_02851	Syan.g_03044
OG0000426	Syat.g_02850	Syan.g_03045
OG0000427	Syat.g_02849	Syan.g_03046
OG0000428	Syat.g_02846	Syan.g_03049
OG0000429	Syat.g_02843	Syan.g_03051
OG0000430	Syat.g_02841	Syan.g_03053
OG0000431	Syat.g_02838	Syan.g_03058
OG0000432	Syat.g_02832	Syan.g_03065
OG0000433	Syat.g_02829	Syan.g_03068
OG0000434	Syat.g_02828	Syan.g_03069
OG0000435	Syat.g_02824	Syan.g_03071
OG0000436	Syat.g_02817	Syan.g_03079
OG0000437	Syat.g_02558	Syan.g_03080
OG0000438	Syat.g_02813	Syan.g_03083
OG0000439	Syat.g_02811	Syan.g_03085
OG0000440	Syat.g_02810	Syan.g_03086
OG0000441	Syat.g_02807	Syan.g_03089
OG0000442	Syat.g_02797	Syan.g_03090
OG0000443	Syat.g_02787	Syan.g_03094
OG0000444	Syat.g_02756	Syan.g_03102
OG0000445	Syat.g_02755	Syan.g_03103
OG0000446	Syat.g_02753	Syan.g_03105
OG0000447	Syat.g_02749	Syan.g_03111
OG0000448	Syat.g_02748	Syan.g_03112
OG0000449	Syat.g_02747	Syan.g_03113
OG0000450	Syat.g_02738	Syan.g_01518
OG0000451	Syat.g_02737	Syan.g_01519
OG0000452	Syat.g_02732	Syan.g_01523
OG0000453	Syat.g_02731	Syan.g_01524
OG0000454	Syat.g_02730	Syan.g_01525
OG0000455	Syat.g_02729	Syan.g_01526
OG0000456	Syat.g_02728	Syan.g_01527
OG0000457	Syat.g_02726	Syan.g_01529
OG0000458	Syat.g_02725	Syan.g_01530
OG0000459	Syat.g_02724	Syan.g_01531
OG0000460	Syat.g_01450	Syan.g_02423
OG0000461	Syat.g_01866	Syan.g_02099
OG0000462	Syat.g_01868	Syan.g_02096
OG0000463	Syat.g_01869	Syan.g_02095
OG0000464	Syat.g_01870	Syan.g_02094
OG0000465	Syat.g_01872	Syan.g_02092
OG0000466	Syat.g_01877	Syan.g_02087
OG0000467	Syat.g_01878	Syan.g_02086
OG0000468	Syat.g_01884	Syan.g_02063
OG0000469	Syat.g_02000	Syan.g_02046
OG0000470	Syat.g_02038	Syan.g_02044
OG0000471	Syat.g_02039	Syan.g_02043
OG0000472	Syat.g_02041	Syan.g_02041
OG0000473	Syat.g_02043	Syan.g_02039
OG0000474	Syat.g_02044	Syan.g_02038
OG0000475	Syat.g_02045	Syan.g_02037
OG0000476	Syat.g_02047	Syan.g_02035
OG0000477	Syat.g_02053	Syan.g_02029
OG0000478	Syat.g_02054	Syan.g_02028
OG0000479	Syat.g_02056	Syan.g_02027
OG0000480	Syat.g_02063	Syan.g_02020
OG0000481	Syat.g_02066	Syan.g_00975
OG0000482	Syat.g_02067	Syan.g_02018
OG0000483	Syat.g_02071	Syan.g_02014
OG0000484	Syat.g_02072	Syan.g_02013
OG0000485	Syat.g_02073	Syan.g_02012
OG0000486	Syat.g_02074	Syan.g_02011
OG0000487	Syat.g_02080	Syan.g_02005
OG0000488	Syat.g_02086	Syan.g_02000
OG0000489	Syat.g_02097	Syan.g_01993
OG0000490	Syat.g_02106	Syan.g_01985
OG0000491	Syat.g_02107	Syan.g_01983
OG0000492	Syat.g_02110	Syan.g_01980
OG0000493	Syat.g_02111	Syan.g_01979
OG0000494	Syat.g_02112	Syan.g_01978
OG0000495	Syat.g_02120	Syan.g_01977
OG0000496	Syat.g_02121	Syan.g_01976
OG0000497	Syat.g_02122	Syan.g_01975
OG0000498	Syat.g_02123	Syan.g_01974
OG0000499	Syat.g_02124	Syan.g_01973
OG0000500	Syat.g_02125	Syan.g_01972
OG0000501	Syat.g_02128	Syan.g_01969
OG0000502	Syat.g_02135	Syan.g_01961
OG0000503	Syat.g_01614	Syan.g_02144
OG0000504	Syat.g_01612	Syan.g_02142
OG0000505	Syat.g_01611	Syan.g_02141
OG0000506	Syat.g_01609	Syan.g_02139
OG0000507	Syat.g_01603	Syan.g_02133
OG0000508	Syat.g_01596	Syan.g_02998
OG0000509	Syat.g_01591	Syan.g_02993
OG0000510	Syat.g_01590	Syan.g_02992
OG0000511	Syat.g_01589	Syan.g_02991
OG0000512	Syat.g_01587	Syan.g_02989
OG0000513	Syat.g_02957	Syan.g_02320
OG0000514	Syat.g_02962	Syan.g_02326
OG0000515	Syat.g_02963	Syan.g_02327
OG0000516	Syat.g_02965	Syan.g_02389
OG0000517	Syat.g_02969	Syan.g_02395
OG0000518	Syat.g_01286	Syan.g_01336
OG0000519	Syat.g_01285	Syan.g_01335
OG0000520	Syat.g_01284	Syan.g_01334
OG0000521	Syat.g_01319	Syan.g_02805
OG0000522	Syat.g_01317	Syan.g_02803
OG0000523	Syat.g_01316	Syan.g_02802
OG0000524	Syat.g_01409	Syan.g_02878
OG0000525	Syat.g_01382	Syan.g_02853
OG0000526	Syat.g_01380	Syan.g_02852
OG0000527	Syat.g_01373	Syan.g_02848
OG0000528	Syat.g_03167	Syan.g_02767
OG0000529	Syat.g_03171	Syan.g_02763
OG0000530	Syat.g_03174	Syan.g_02760
OG0000531	Syat.g_03175	Syan.g_02759
OG0000532	Syat.g_03178	Syan.g_02756
OG0000533	Syat.g_03180	Syan.g_02754
OG0000534	Syat.g_03181	Syan.g_02753
OG0000535	Syat.g_03182	Syan.g_02752
OG0000536	Syat.g_03183	Syan.g_02751
OG0000537	Syat.g_03185	Syan.g_02750
OG0000538	Syat.g_03204	Syan.g_02738
OG0000539	Syat.g_03206	Syan.g_02737
OG0000540	Syat.g_03207	Syan.g_02736
OG0000541	Syat.g_03208	Syan.g_02735
OG0000542	Syat.g_03213	Syan.g_02732
OG0000543	Syat.g_03215	Syan.g_02730
OG0000544	Syat.g_03216	Syan.g_02729
OG0000545	Syat.g_03218	Syan.g_02727
OG0000546	Syat.g_03220	Syan.g_02725
OG0000547	Syat.g_03222	Syan.g_02723
OG0000548	Syat.g_03223	Syan.g_02722
OG0000549	Syat.g_01795	Syan.g_01194
OG0000550	Syat.g_01107	Syan.g_01189
OG0000551	Syat.g_01103	Syan.g_01184
OG0000552	Syat.g_01102	Syan.g_01183
OG0000553	Syat.g_01098	Syan.g_01179
OG0000554	Syat.g_03271	Syan.g_01165
OG0000555	Syat.g_00093	Syan.g_00839
OG0000556	Syat.g_00088	Syan.g_00842
OG0000557	Syat.g_00083	Syan.g_00847
OG0000558	Syat.g_00081	Syan.g_00849
OG0000559	Syat.g_00077	Syan.g_00853
OG0000560	Syat.g_00074	Syan.g_00856
OG0000561	Syat.g_00073	Syan.g_00857
OG0000562	Syat.g_00072	Syan.g_00858
OG0000563	Syat.g_00071	Syan.g_00859
OG0000564	Syat.g_00070	Syan.g_00860
OG0000565	Syat.g_00067	Syan.g_00864
OG0000566	Syat.g_00063	Syan.g_00868
OG0000567	Syat.g_00059	Syan.g_00872
OG0000568	Syat.g_00057	Syan.g_00874
