Orthogroup	Syat	Prbi
OG0000044	Syat.g_00933, Syat.g_01910, Syat.g_00146, Syat.g_03333	Prbi.g_01744, Prbi.g_01760
OG0000045	Syat.g_00935	Prbi.g_00395
OG0000048	Syat.g_02046	Prbi.g_00398
OG0000053	Syat.g_01330	Prbi.g_01611
OG0000057	Syat.g_00817	Prbi.g_00702
OG0000061	Syat.g_03260	Prbi.g_01207
OG0000063	Syat.g_02303	Prbi.g_00033
OG0000065	Syat.g_01571	Prbi.g_00114
OG0000066	Syat.g_03283	Prbi.g_00542
OG0000067	Syat.g_00479	Prbi.g_00847
OG0000068	Syat.g_00085, Syat.g_01295	Prbi.g_01439
OG0000070	Syat.g_01032, Syat.g_01040	Prbi.g_00451
OG0000072	Syat.g_02856, Syat.g_01597	Prbi.g_00195
OG0000073	Syat.g_03201	Prbi.g_00502
OG0000075	Syat.g_02497, Syat.g_01713, Syat.g_02154	Prbi.g_01970
OG0000076	Syat.g_02206	Prbi.g_01994
OG0000078	Syat.g_00184	Prbi.g_00263
OG0000079	Syat.g_01879	Prbi.g_00276
OG0000080	Syat.g_02420	Prbi.g_00410, Prbi.g_01492
OG0000081	Syat.g_00980	Prbi.g_00534
OG0000082	Syat.g_00035	Prbi.g_00587
OG0000085	Syat.g_03113	Prbi.g_01780
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Prbi.g_00095
OG0000087	Syat.g_02912	Prbi.g_00147
OG0000088	Syat.g_02862	Prbi.g_00190
OG0000089	Syat.g_02953	Prbi.g_00380
OG0000090	Syat.g_03270	Prbi.g_00536
OG0000091	Syat.g_00939, Syat.g_00862	Prbi.g_00645
OG0000092	Syat.g_00825	Prbi.g_00956
OG0000094	Syat.g_00698, Syat.g_01034	Prbi.g_01067
OG0000097	Syat.g_00907, Syat.g_00535	Prbi.g_01248
OG0000098	Syat.g_03281	Prbi.g_01421
OG0000099	Syat.g_02130	Prbi.g_01462
OG0000100	Syat.g_00517	Prbi.g_01664
OG0000101	Syat.g_01661	Prbi.g_01938
OG0000102	Syat.g_00974	Prbi.g_01999
OG0000103	Syat.g_02399	Prbi.g_02091
OG0000104	Syat.g_02385	Prbi.g_02099
OG0000105	Syat.g_02052	Prbi.g_00298
OG0000106	Syat.g_00957	Prbi.g_00394
OG0000107	Syat.g_01862	Prbi.g_00409
OG0000108	Syat.g_03170	Prbi.g_00483
OG0000109	Syat.g_03187	Prbi.g_00497
OG0000110	Syat.g_00049	Prbi.g_00577
OG0000111	Syat.g_00816	Prbi.g_00703
OG0000112	Syat.g_00593	Prbi.g_00811
OG0000113	Syat.g_00509	Prbi.g_00869
OG0000114	Syat.g_00426	Prbi.g_00951
OG0000115	Syat.g_01328	Prbi.g_01148
OG0000116	Syat.g_02641	Prbi.g_01197
OG0000117	Syat.g_00224	Prbi.g_01330
OG0000118	Syat.g_01168	Prbi.g_01403
OG0000119	Syat.g_00309	Prbi.g_01435
OG0000120	Syat.g_02132	Prbi.g_01460
OG0000121	Syat.g_01223	Prbi.g_01593
OG0000123	Syat.g_01653	Prbi.g_01945
OG0000124	Syat.g_02231	Prbi.g_02010
OG0000125	Syat.g_02684	Prbi.g_02059
OG0000126	Syat.g_00976	Prbi.g_02098
OG0000128	Syat.g_02331	Prbi.g_00011
OG0000129	Syat.g_02693, Syat.g_02694	Prbi.g_00053
OG0000130	Syat.g_01469	Prbi.g_00076
OG0000131	Syat.g_02898	Prbi.g_00169
OG0000132	Syat.g_02864	Prbi.g_00188
OG0000133	Syat.g_00588	Prbi.g_00346
OG0000134	Syat.g_02956	Prbi.g_00381
OG0000135	Syat.g_02501	Prbi.g_00407
OG0000136	Syat.g_01292	Prbi.g_00442
OG0000137	Syat.g_01371	Prbi.g_00478
OG0000138	Syat.g_03188	Prbi.g_00498
OG0000140	Syat.g_03280	Prbi.g_00541
OG0000141	Syat.g_03398	Prbi.g_00609
OG0000142	Syat.g_00117	Prbi.g_00638
OG0000143	Syat.g_00130	Prbi.g_00642
OG0000144	Syat.g_00369	Prbi.g_00655
OG0000145	Syat.g_03202	Prbi.g_00807
OG0000146	Syat.g_00594	Prbi.g_00812
OG0000147	Syat.g_00595	Prbi.g_00813
OG0000148	Syat.g_00503	Prbi.g_00863
OG0000149	Syat.g_00747	Prbi.g_00894
OG0000150	Syat.g_03399	Prbi.g_00902
OG0000151	Syat.g_00801, Syat.g_00440	Prbi.g_00961
OG0000152	Syat.g_00578	Prbi.g_01009
OG0000153	Syat.g_00542	Prbi.g_01028
OG0000154	Syat.g_00708	Prbi.g_01060
OG0000155	Syat.g_00287	Prbi.g_01227
OG0000156	Syat.g_03228	Prbi.g_01380
OG0000157	Syat.g_02012, Syat.g_03227	Prbi.g_01381
OG0000158	Syat.g_02163	Prbi.g_01489
OG0000159	Syat.g_01187	Prbi.g_01490
OG0000160	Syat.g_01224	Prbi.g_01592
OG0000161	Syat.g_01180	Prbi.g_01598
OG0000162	Syat.g_01281	Prbi.g_01604
OG0000163	Syat.g_02979	Prbi.g_01637
OG0000164	Syat.g_03040	Prbi.g_01811
OG0000165	Syat.g_03033	Prbi.g_01818
OG0000166	Syat.g_01822	Prbi.g_01902
OG0000167	Syat.g_02148	Prbi.g_01968
OG0000168	Syat.g_02164	Prbi.g_01978
OG0000169	Syat.g_02192	Prbi.g_01988
OG0000170	Syat.g_02201	Prbi.g_01990
OG0000171	Syat.g_02230	Prbi.g_02009
OG0000172	Syat.g_02260	Prbi.g_02030
OG0000173	Syat.g_02284	Prbi.g_02045
OG0000174	Syat.g_02504	Prbi.g_02073
OG0000175	Syat.g_02416	Prbi.g_02083
OG0000176	Syat.g_02372	Prbi.g_00004
OG0000177	Syat.g_02338	Prbi.g_00005
OG0000178	Syat.g_02337	Prbi.g_00006
OG0000179	Syat.g_02322	Prbi.g_00016
OG0000180	Syat.g_02321	Prbi.g_00017
OG0000181	Syat.g_02320	Prbi.g_00018
OG0000182	Syat.g_02319	Prbi.g_00019
OG0000183	Syat.g_02315	Prbi.g_00023
OG0000184	Syat.g_02704	Prbi.g_00057
OG0000185	Syat.g_02719	Prbi.g_00060
OG0000186	Syat.g_01463	Prbi.g_00071
OG0000187	Syat.g_01467	Prbi.g_00072
OG0000188	Syat.g_01489	Prbi.g_00089
OG0000189	Syat.g_01557	Prbi.g_00103
OG0000190	Syat.g_00330	Prbi.g_00104
OG0000191	Syat.g_03344, Syat.g_02939	Prbi.g_00125
OG0000192	Syat.g_02933	Prbi.g_00129
OG0000193	Syat.g_02897	Prbi.g_00170
OG0000194	Syat.g_02894	Prbi.g_00173
OG0000195	Syat.g_02892	Prbi.g_00175
OG0000196	Syat.g_02867	Prbi.g_00185
OG0000197	Syat.g_02866	Prbi.g_00186
OG0000198	Syat.g_02865	Prbi.g_00187
OG0000199	Syat.g_02857	Prbi.g_00194
OG0000200	Syat.g_02840	Prbi.g_00208
OG0000201	Syat.g_02821	Prbi.g_00216
OG0000202	Syat.g_02820	Prbi.g_00217
OG0000203	Syat.g_02819	Prbi.g_00218
OG0000204	Syat.g_02818	Prbi.g_00219
OG0000205	Syat.g_02809	Prbi.g_00226
OG0000206	Syat.g_02785	Prbi.g_00231
OG0000207	Syat.g_02778	Prbi.g_00233
OG0000208	Syat.g_02777	Prbi.g_00234
OG0000209	Syat.g_02735	Prbi.g_00243
OG0000210	Syat.g_02734	Prbi.g_00244
OG0000211	Syat.g_01452	Prbi.g_00257
OG0000212	Syat.g_01442	Prbi.g_00264
OG0000213	Syat.g_01889	Prbi.g_00281
OG0000214	Syat.g_02042	Prbi.g_00291
OG0000215	Syat.g_02075	Prbi.g_00316
OG0000216	Syat.g_02079	Prbi.g_00318
OG0000217	Syat.g_02085	Prbi.g_00321
OG0000218	Syat.g_02087	Prbi.g_00323
OG0000219	Syat.g_02088	Prbi.g_00324
OG0000220	Syat.g_02089	Prbi.g_00325
OG0000221	Syat.g_02095	Prbi.g_00326
OG0000222	Syat.g_02109	Prbi.g_00334
OG0000223	Syat.g_02570	Prbi.g_00347
OG0000224	Syat.g_02139	Prbi.g_00349
OG0000225	Syat.g_01595	Prbi.g_00370
OG0000226	Syat.g_01588	Prbi.g_00374
OG0000228	Syat.g_02952	Prbi.g_00379
OG0000229	Syat.g_02970	Prbi.g_00437
OG0000230	Syat.g_02972	Prbi.g_00439
OG0000231	Syat.g_01283	Prbi.g_00450
OG0000232	Syat.g_01313	Prbi.g_00459
OG0000233	Syat.g_01407	Prbi.g_00465
OG0000234	Syat.g_01369	Prbi.g_00479
OG0000235	Syat.g_03169	Prbi.g_00482
OG0000236	Syat.g_03186	Prbi.g_00496
OG0000237	Syat.g_03214	Prbi.g_00509
OG0000238	Syat.g_03219	Prbi.g_00515
OG0000239	Syat.g_01105	Prbi.g_00528
OG0000240	Syat.g_01104	Prbi.g_00529
OG0000241	Syat.g_00111	Prbi.g_00533
OG0000242	Syat.g_01077	Prbi.g_00535
OG0000243	Syat.g_00092	Prbi.g_00546
OG0000244	Syat.g_00082	Prbi.g_00549
OG0000245	Syat.g_00080	Prbi.g_00551
OG0000246	Syat.g_00076	Prbi.g_00555
OG0000247	Syat.g_00065	Prbi.g_00565
OG0000248	Syat.g_00062	Prbi.g_00567
OG0000249	Syat.g_00060	Prbi.g_00569
OG0000250	Syat.g_00053	Prbi.g_00574
OG0000251	Syat.g_00027	Prbi.g_00593
OG0000252	Syat.g_00022	Prbi.g_00596
OG0000253	Syat.g_00021	Prbi.g_00597
OG0000254	Syat.g_03407	Prbi.g_00613
OG0000255	Syat.g_02405	Prbi.g_00619
OG0000256	Syat.g_03306	Prbi.g_00629
OG0000257	Syat.g_00109	Prbi.g_00632
OG0000258	Syat.g_00382	Prbi.g_00646
OG0000259	Syat.g_00342	Prbi.g_00663
OG0000260	Syat.g_00392	Prbi.g_00666
OG0000261	Syat.g_00400	Prbi.g_00668
OG0000262	Syat.g_00407	Prbi.g_00672
OG0000263	Syat.g_00200	Prbi.g_00684
OG0000266	Syat.g_00671	Prbi.g_00755
OG0000267	Syat.g_00636	Prbi.g_00766
OG0000268	Syat.g_00634	Prbi.g_00767
OG0000269	Syat.g_00474, Syat.g_00126	Prbi.g_00842
OG0000270	Syat.g_00477	Prbi.g_00845
OG0000271	Syat.g_00485	Prbi.g_00853
OG0000272	Syat.g_00486	Prbi.g_00854
OG0000273	Syat.g_00520	Prbi.g_00877
OG0000274	Syat.g_00521	Prbi.g_00878
OG0000275	Syat.g_00718	Prbi.g_00881
OG0000276	Syat.g_00725	Prbi.g_00886
OG0000277	Syat.g_00738	Prbi.g_00887
OG0000278	Syat.g_00741	Prbi.g_00890
OG0000279	Syat.g_00755	Prbi.g_00897
OG0000280	Syat.g_01669	Prbi.g_00898
OG0000281	Syat.g_00960	Prbi.g_00903
OG0000282	Syat.g_00431	Prbi.g_00953
OG0000283	Syat.g_00620	Prbi.g_00986
OG0000284	Syat.g_00614	Prbi.g_00991
OG0000285	Syat.g_00607	Prbi.g_00996
OG0000286	Syat.g_00579	Prbi.g_01008
OG0000287	Syat.g_00550	Prbi.g_01025
OG0000288	Syat.g_00709	Prbi.g_01059
OG0000289	Syat.g_00695	Prbi.g_01070
OG0000290	Syat.g_00805	Prbi.g_01083
OG0000292	Syat.g_02388	Prbi.g_01136
OG0000293	Syat.g_03241	Prbi.g_01198
OG0000294	Syat.g_03248	Prbi.g_01199
OG0000295	Syat.g_00297	Prbi.g_01219
OG0000296	Syat.g_00295	Prbi.g_01221
OG0000299	Syat.g_00910	Prbi.g_01247
OG0000300	Syat.g_00904	Prbi.g_01250
OG0000301	Syat.g_00903	Prbi.g_01251
OG0000302	Syat.g_00901	Prbi.g_01253
OG0000303	Syat.g_00892	Prbi.g_01260
OG0000304	Syat.g_00885	Prbi.g_01264
OG0000305	Syat.g_00809	Prbi.g_01431
OG0000306	Syat.g_01704	Prbi.g_01434
OG0000307	Syat.g_01304	Prbi.g_01448
OG0000308	Syat.g_01306	Prbi.g_01449
OG0000309	Syat.g_01417	Prbi.g_01453
OG0000310	Syat.g_01246	Prbi.g_01574
OG0000311	Syat.g_01242	Prbi.g_01576
OG0000312	Syat.g_01237	Prbi.g_01579
OG0000313	Syat.g_01183	Prbi.g_01595
OG0000314	Syat.g_01341	Prbi.g_01617
OG0000315	Syat.g_01351	Prbi.g_01627
OG0000316	Syat.g_03082	Prbi.g_01647
OG0000317	Syat.g_03120	Prbi.g_01785
OG0000318	Syat.g_03125	Prbi.g_01788
OG0000319	Syat.g_03055	Prbi.g_01801
OG0000320	Syat.g_03053	Prbi.g_01803
OG0000321	Syat.g_03052	Prbi.g_01804
OG0000322	Syat.g_03051	Prbi.g_01805
OG0000323	Syat.g_03038	Prbi.g_01814
OG0000324	Syat.g_02998	Prbi.g_01840
OG0000325	Syat.g_01861	Prbi.g_01849
OG0000326	Syat.g_01854	Prbi.g_01855
OG0000327	Syat.g_01827	Prbi.g_01897
OG0000328	Syat.g_01826	Prbi.g_01898
OG0000329	Syat.g_01808	Prbi.g_01915
OG0000330	Syat.g_01807	Prbi.g_01916
OG0000331	Syat.g_01806	Prbi.g_01917
OG0000332	Syat.g_01790	Prbi.g_01931
OG0000333	Syat.g_01787	Prbi.g_01933
OG0000334	Syat.g_01657	Prbi.g_01941
OG0000335	Syat.g_01652	Prbi.g_01946
OG0000336	Syat.g_01648	Prbi.g_01950
OG0000337	Syat.g_02144	Prbi.g_01966
OG0000338	Syat.g_02146	Prbi.g_01967
OG0000339	Syat.g_02155, Syat.g_01055	Prbi.g_01971
OG0000340	Syat.g_02165	Prbi.g_01979
OG0000341	Syat.g_02167	Prbi.g_01981
OG0000342	Syat.g_02168	Prbi.g_01982
OG0000343	Syat.g_02185	Prbi.g_01983
OG0000344	Syat.g_02189	Prbi.g_01986
OG0000345	Syat.g_02202	Prbi.g_01991
OG0000346	Syat.g_02207	Prbi.g_01995
OG0000347	Syat.g_02234	Prbi.g_02011
OG0000348	Syat.g_02264	Prbi.g_02033
OG0000349	Syat.g_02291	Prbi.g_02050
OG0000350	Syat.g_01847	Prbi.g_02069
OG0000351	Syat.g_02411	Prbi.g_02086
OG0000352	Syat.g_02410	Prbi.g_02087
OG0000353	Syat.g_00955, Syat.g_02377	Prbi.g_02102
OG0000355	Syat.g_02375	Prbi.g_00001
OG0000356	Syat.g_02374	Prbi.g_00002
OG0000357	Syat.g_02373	Prbi.g_00003
OG0000358	Syat.g_02336	Prbi.g_00007
OG0000359	Syat.g_02334	Prbi.g_00008
OG0000360	Syat.g_02333	Prbi.g_00009
OG0000361	Syat.g_02332	Prbi.g_00010
OG0000362	Syat.g_02330	Prbi.g_00012
OG0000363	Syat.g_02328	Prbi.g_00014
OG0000364	Syat.g_03122	Prbi.g_00015
OG0000365	Syat.g_02318	Prbi.g_00020
OG0000366	Syat.g_02317	Prbi.g_00021
OG0000367	Syat.g_02316	Prbi.g_00022
OG0000368	Syat.g_02314	Prbi.g_00024
OG0000369	Syat.g_02313	Prbi.g_00025
OG0000370	Syat.g_02312	Prbi.g_00026
OG0000371	Syat.g_02304	Prbi.g_00032
OG0000372	Syat.g_02298	Prbi.g_00035
OG0000373	Syat.g_02297	Prbi.g_00036
OG0000374	Syat.g_02296	Prbi.g_00037
OG0000375	Syat.g_02295	Prbi.g_00049
OG0000376	Syat.g_02293	Prbi.g_00051
OG0000377	Syat.g_02695	Prbi.g_00056
OG0000378	Syat.g_02715	Prbi.g_00058
OG0000379	Syat.g_02720	Prbi.g_00061
OG0000380	Syat.g_01468	Prbi.g_00073
OG0000381	Syat.g_01470	Prbi.g_00077
OG0000382	Syat.g_01488	Prbi.g_00088
OG0000383	Syat.g_01521	Prbi.g_00090
OG0000384	Syat.g_01522	Prbi.g_00091
OG0000385	Syat.g_01523	Prbi.g_00092
OG0000386	Syat.g_01524	Prbi.g_00093
OG0000387	Syat.g_01561	Prbi.g_00106
OG0000388	Syat.g_01565	Prbi.g_00109
OG0000389	Syat.g_01569	Prbi.g_00113
OG0000390	Syat.g_02945	Prbi.g_00120
OG0000391	Syat.g_02940	Prbi.g_00124
OG0000392	Syat.g_02934	Prbi.g_00128
OG0000393	Syat.g_02931	Prbi.g_00130
OG0000394	Syat.g_02930	Prbi.g_00131
OG0000395	Syat.g_02929	Prbi.g_00132
OG0000396	Syat.g_02927	Prbi.g_00135
OG0000397	Syat.g_02925	Prbi.g_00137
OG0000398	Syat.g_02920	Prbi.g_00139
OG0000399	Syat.g_02919	Prbi.g_00140
OG0000400	Syat.g_02918	Prbi.g_00141
OG0000401	Syat.g_02917	Prbi.g_00142
OG0000402	Syat.g_02915	Prbi.g_00144
OG0000403	Syat.g_02914	Prbi.g_00145
OG0000404	Syat.g_02913	Prbi.g_00146
OG0000405	Syat.g_02900	Prbi.g_00150
OG0000406	Syat.g_02896	Prbi.g_00171
OG0000407	Syat.g_02895	Prbi.g_00172
OG0000408	Syat.g_02893	Prbi.g_00174
OG0000409	Syat.g_02891	Prbi.g_00176
OG0000410	Syat.g_02890	Prbi.g_00177
OG0000411	Syat.g_02889	Prbi.g_00178
OG0000412	Syat.g_02888	Prbi.g_00179
OG0000413	Syat.g_02886	Prbi.g_00180
OG0000414	Syat.g_02885	Prbi.g_00181
OG0000415	Syat.g_02884	Prbi.g_00182
OG0000416	Syat.g_02883	Prbi.g_00183
OG0000417	Syat.g_02868	Prbi.g_00184
OG0000418	Syat.g_02863	Prbi.g_00189
OG0000419	Syat.g_02861	Prbi.g_00191
OG0000420	Syat.g_02859	Prbi.g_00192
OG0000421	Syat.g_02855	Prbi.g_00197
OG0000422	Syat.g_02854	Prbi.g_00198
OG0000423	Syat.g_02853	Prbi.g_00199
OG0000424	Syat.g_02852	Prbi.g_00200
OG0000425	Syat.g_02851	Prbi.g_00201
OG0000426	Syat.g_02850	Prbi.g_00202
OG0000427	Syat.g_02849	Prbi.g_00203
OG0000428	Syat.g_02846	Prbi.g_00205
OG0000429	Syat.g_02843	Prbi.g_00206
OG0000430	Syat.g_02841	Prbi.g_00207
OG0000431	Syat.g_02838	Prbi.g_00209
OG0000432	Syat.g_02832	Prbi.g_00212
OG0000433	Syat.g_02829	Prbi.g_00213
OG0000434	Syat.g_02828	Prbi.g_00214
OG0000435	Syat.g_02824	Prbi.g_00215
OG0000436	Syat.g_02817	Prbi.g_00220
OG0000437	Syat.g_02558	Prbi.g_00221
OG0000438	Syat.g_02813	Prbi.g_00222
OG0000439	Syat.g_02811	Prbi.g_00224
OG0000440	Syat.g_02810	Prbi.g_00225
OG0000441	Syat.g_02807	Prbi.g_00228
OG0000442	Syat.g_02797	Prbi.g_00229
OG0000443	Syat.g_02787	Prbi.g_00230
OG0000444	Syat.g_02756	Prbi.g_00235
OG0000445	Syat.g_02755	Prbi.g_00236
OG0000446	Syat.g_02753	Prbi.g_00237
OG0000447	Syat.g_02749	Prbi.g_00238
OG0000448	Syat.g_02748	Prbi.g_00239
OG0000449	Syat.g_02747	Prbi.g_00240
OG0000450	Syat.g_02738	Prbi.g_00241
OG0000451	Syat.g_02737	Prbi.g_00242
OG0000452	Syat.g_02732	Prbi.g_00245
OG0000453	Syat.g_02731	Prbi.g_00246
OG0000454	Syat.g_02730	Prbi.g_00247
OG0000455	Syat.g_02729	Prbi.g_00248
OG0000456	Syat.g_02728	Prbi.g_00249
OG0000457	Syat.g_02726	Prbi.g_00250
OG0000458	Syat.g_02725	Prbi.g_00251
OG0000459	Syat.g_02724	Prbi.g_00252
OG0000460	Syat.g_01450	Prbi.g_00259
OG0000461	Syat.g_01866	Prbi.g_00266
OG0000462	Syat.g_01868	Prbi.g_00268
OG0000463	Syat.g_01869	Prbi.g_00269
OG0000464	Syat.g_01870	Prbi.g_00270
OG0000465	Syat.g_01872	Prbi.g_00271
OG0000466	Syat.g_01877	Prbi.g_00274
OG0000467	Syat.g_01878	Prbi.g_00275
OG0000468	Syat.g_01884	Prbi.g_00277
OG0000469	Syat.g_02000	Prbi.g_00286
OG0000470	Syat.g_02038	Prbi.g_00288
OG0000471	Syat.g_02039	Prbi.g_00289
OG0000472	Syat.g_02041	Prbi.g_00290
OG0000473	Syat.g_02043	Prbi.g_00292
OG0000474	Syat.g_02044	Prbi.g_00293
OG0000475	Syat.g_02045	Prbi.g_00294
OG0000476	Syat.g_02047	Prbi.g_00295
OG0000477	Syat.g_02053	Prbi.g_00299
OG0000478	Syat.g_02054	Prbi.g_00300
OG0000479	Syat.g_02056	Prbi.g_00301
OG0000480	Syat.g_02063	Prbi.g_00306
OG0000481	Syat.g_02066	Prbi.g_00308
OG0000482	Syat.g_02067	Prbi.g_00309
OG0000483	Syat.g_02071	Prbi.g_00312
OG0000484	Syat.g_02072	Prbi.g_00313
OG0000485	Syat.g_02073	Prbi.g_00314
OG0000486	Syat.g_02074	Prbi.g_00315
OG0000487	Syat.g_02080	Prbi.g_00319
OG0000488	Syat.g_02086	Prbi.g_00322
OG0000489	Syat.g_02097	Prbi.g_00327
OG0000490	Syat.g_02106	Prbi.g_00332
OG0000491	Syat.g_02107	Prbi.g_00333
OG0000492	Syat.g_02110	Prbi.g_00335
OG0000493	Syat.g_02111	Prbi.g_00336
OG0000494	Syat.g_02112	Prbi.g_00337
OG0000495	Syat.g_02120	Prbi.g_00338
OG0000496	Syat.g_02121	Prbi.g_00339
OG0000497	Syat.g_02122	Prbi.g_00340
OG0000498	Syat.g_02123	Prbi.g_00341
OG0000499	Syat.g_02124	Prbi.g_00342
OG0000500	Syat.g_02125	Prbi.g_00343
OG0000501	Syat.g_02128	Prbi.g_00345
OG0000502	Syat.g_02135	Prbi.g_00348
OG0000503	Syat.g_01614	Prbi.g_00358
OG0000504	Syat.g_01612	Prbi.g_00359
OG0000505	Syat.g_01611	Prbi.g_00360
OG0000506	Syat.g_01609	Prbi.g_00362
OG0000507	Syat.g_01603	Prbi.g_00365
OG0000508	Syat.g_01596	Prbi.g_00369
OG0000509	Syat.g_01591	Prbi.g_00371
OG0000510	Syat.g_01590	Prbi.g_00372
OG0000511	Syat.g_01589	Prbi.g_00373
OG0000512	Syat.g_01587	Prbi.g_00375
OG0000513	Syat.g_02957	Prbi.g_00382
OG0000514	Syat.g_02962	Prbi.g_00432
OG0000515	Syat.g_02963	Prbi.g_00433
OG0000516	Syat.g_02965	Prbi.g_00434
OG0000517	Syat.g_02969	Prbi.g_00436
OG0000518	Syat.g_01286	Prbi.g_00447
OG0000519	Syat.g_01285	Prbi.g_00448
OG0000520	Syat.g_01284	Prbi.g_00449
OG0000521	Syat.g_01319	Prbi.g_00454
OG0000522	Syat.g_01317	Prbi.g_00456
OG0000523	Syat.g_01316	Prbi.g_00457
OG0000524	Syat.g_01409	Prbi.g_00463
OG0000525	Syat.g_01382	Prbi.g_00466
OG0000526	Syat.g_01380	Prbi.g_00467
OG0000527	Syat.g_01373	Prbi.g_00476
OG0000528	Syat.g_03167	Prbi.g_00481
OG0000529	Syat.g_03171	Prbi.g_00484
OG0000530	Syat.g_03174	Prbi.g_00487
OG0000531	Syat.g_03175	Prbi.g_00488
OG0000532	Syat.g_03178	Prbi.g_00490
OG0000533	Syat.g_03180	Prbi.g_00491
OG0000534	Syat.g_03181	Prbi.g_00492
OG0000535	Syat.g_03182	Prbi.g_00493
OG0000536	Syat.g_03183	Prbi.g_00494
OG0000537	Syat.g_03185	Prbi.g_00495
OG0000538	Syat.g_03204	Prbi.g_00503
OG0000539	Syat.g_03206	Prbi.g_00504
OG0000540	Syat.g_03207	Prbi.g_00505
OG0000541	Syat.g_03208	Prbi.g_00506
OG0000542	Syat.g_03213	Prbi.g_00508
OG0000543	Syat.g_03215	Prbi.g_00510
OG0000544	Syat.g_03216	Prbi.g_00511
OG0000545	Syat.g_03218	Prbi.g_00513
OG0000546	Syat.g_03220	Prbi.g_00516
OG0000547	Syat.g_03222	Prbi.g_00518
OG0000548	Syat.g_03223	Prbi.g_00519
OG0000549	Syat.g_01795	Prbi.g_00521
OG0000550	Syat.g_01107	Prbi.g_00526
OG0000551	Syat.g_01103	Prbi.g_00530
OG0000552	Syat.g_01102	Prbi.g_00531
OG0000553	Syat.g_01098	Prbi.g_00532
OG0000554	Syat.g_03271	Prbi.g_00537
OG0000555	Syat.g_00093	Prbi.g_00545
OG0000556	Syat.g_00088	Prbi.g_00547
OG0000557	Syat.g_00083	Prbi.g_00548
OG0000558	Syat.g_00081	Prbi.g_00550
OG0000559	Syat.g_00077	Prbi.g_00554
OG0000560	Syat.g_00074	Prbi.g_00557
OG0000561	Syat.g_00073	Prbi.g_00558
OG0000562	Syat.g_00072	Prbi.g_00559
OG0000563	Syat.g_00071	Prbi.g_00560
OG0000564	Syat.g_00070	Prbi.g_00561
OG0000565	Syat.g_00067	Prbi.g_00564
OG0000566	Syat.g_00063	Prbi.g_00566
OG0000567	Syat.g_00059	Prbi.g_00570
OG0000568	Syat.g_00057	Prbi.g_00571
OG0000569	Syat.g_00056	Prbi.g_00572
OG0000570	Syat.g_00055	Prbi.g_00573
OG0000571	Syat.g_00052	Prbi.g_00575
OG0000572	Syat.g_00033	Prbi.g_00588
OG0000573	Syat.g_00024	Prbi.g_00594
OG0000574	Syat.g_00023	Prbi.g_00595
OG0000575	Syat.g_00018	Prbi.g_00599
OG0000576	Syat.g_00014	Prbi.g_00601
OG0000577	Syat.g_00013	Prbi.g_00602
OG0000578	Syat.g_00012	Prbi.g_00603
OG0000579	Syat.g_00011	Prbi.g_00604
OG0000580	Syat.g_00010	Prbi.g_00605
OG0000581	Syat.g_00003	Prbi.g_00607
