Orthogroup	Syat	Praj
OG0000353	Syat.g_00955, Syat.g_02377	Praj.g_02148
OG0000355	Syat.g_02375	Praj.g_00001
OG0000356	Syat.g_02374	Praj.g_00002
OG0000357	Syat.g_02373	Praj.g_00003
OG0000358	Syat.g_02336	Praj.g_00007
OG0000359	Syat.g_02334	Praj.g_00008
OG0000360	Syat.g_02333	Praj.g_00009
OG0000361	Syat.g_02332	Praj.g_00010
OG0000362	Syat.g_02330	Praj.g_00012
OG0000363	Syat.g_02328	Praj.g_00014
OG0000364	Syat.g_03122	Praj.g_00015
OG0000365	Syat.g_02318	Praj.g_00020
OG0000366	Syat.g_02317	Praj.g_00021
OG0000367	Syat.g_02316	Praj.g_00022
OG0000368	Syat.g_02314	Praj.g_00024
OG0000369	Syat.g_02313	Praj.g_00025
OG0000370	Syat.g_02312	Praj.g_00026
OG0000371	Syat.g_02304	Praj.g_00032
OG0000372	Syat.g_02298	Praj.g_00034
OG0000373	Syat.g_02297	Praj.g_00035
OG0000374	Syat.g_02296	Praj.g_00036
OG0000375	Syat.g_02295	Praj.g_00044
OG0000376	Syat.g_02293	Praj.g_00046
OG0000377	Syat.g_02695	Praj.g_00049
OG0000378	Syat.g_02715	Praj.g_00051
OG0000379	Syat.g_02720	Praj.g_00054
OG0000380	Syat.g_01468	Praj.g_00104
OG0000381	Syat.g_01470	Praj.g_00108
OG0000382	Syat.g_01488	Praj.g_00119
OG0000383	Syat.g_01521	Praj.g_00121
OG0000384	Syat.g_01522	Praj.g_00122
OG0000385	Syat.g_01523	Praj.g_00123
OG0000386	Syat.g_01524	Praj.g_00124
OG0000387	Syat.g_01561	Praj.g_00137
OG0000388	Syat.g_01565	Praj.g_00141
OG0000389	Syat.g_01569	Praj.g_00144
OG0000390	Syat.g_02945	Praj.g_00153
OG0000391	Syat.g_02940	Praj.g_00157
OG0000392	Syat.g_02934	Praj.g_00160
OG0000393	Syat.g_02931	Praj.g_00163
OG0000394	Syat.g_02930	Praj.g_00164
OG0000395	Syat.g_02929	Praj.g_00165
OG0000396	Syat.g_02927	Praj.g_00168
OG0000397	Syat.g_02925	Praj.g_00170
OG0000398	Syat.g_02920	Praj.g_00173
OG0000399	Syat.g_02919	Praj.g_00174
OG0000400	Syat.g_02918	Praj.g_00175
OG0000401	Syat.g_02917	Praj.g_00176
OG0000402	Syat.g_02915	Praj.g_01057
OG0000403	Syat.g_02914	Praj.g_00177
OG0000404	Syat.g_02913	Praj.g_00178
OG0000405	Syat.g_02900	Praj.g_00183
OG0000406	Syat.g_02896	Praj.g_00187
OG0000407	Syat.g_02895	Praj.g_00188
OG0000408	Syat.g_02893	Praj.g_00190
OG0000409	Syat.g_02891	Praj.g_00192
OG0000410	Syat.g_02890	Praj.g_00193
OG0000411	Syat.g_02889	Praj.g_00194
OG0000412	Syat.g_02888	Praj.g_00195
OG0000413	Syat.g_02886	Praj.g_00196
OG0000414	Syat.g_02885	Praj.g_00197
OG0000415	Syat.g_02884	Praj.g_00198
OG0000416	Syat.g_02883	Praj.g_00199
OG0000417	Syat.g_02868	Praj.g_00200
OG0000418	Syat.g_02863	Praj.g_00205
OG0000419	Syat.g_02861	Praj.g_00207
OG0000420	Syat.g_02859	Praj.g_00208
OG0000421	Syat.g_02855	Praj.g_00212
OG0000422	Syat.g_02854	Praj.g_00213
OG0000423	Syat.g_02853	Praj.g_00214
OG0000424	Syat.g_02852	Praj.g_00215
OG0000425	Syat.g_02851	Praj.g_00216
OG0000426	Syat.g_02850	Praj.g_00217
OG0000427	Syat.g_02849	Praj.g_00218
OG0000428	Syat.g_02846	Praj.g_00220
OG0000429	Syat.g_02843	Praj.g_00221
OG0000430	Syat.g_02841	Praj.g_00222
OG0000431	Syat.g_02838	Praj.g_00224
OG0000432	Syat.g_02832	Praj.g_00228
OG0000433	Syat.g_02829	Praj.g_00229
OG0000434	Syat.g_02828	Praj.g_00230
OG0000435	Syat.g_02824	Praj.g_00231
OG0000436	Syat.g_02817	Praj.g_00236
OG0000437	Syat.g_02558	Praj.g_00237
OG0000438	Syat.g_02813	Praj.g_00238
OG0000439	Syat.g_02811	Praj.g_00240
OG0000440	Syat.g_02810	Praj.g_00241
OG0000441	Syat.g_02807	Praj.g_00243
OG0000442	Syat.g_02797	Praj.g_00244
OG0000443	Syat.g_02787	Praj.g_00245
OG0000444	Syat.g_02756	Praj.g_00250
OG0000445	Syat.g_02755	Praj.g_00251
OG0000446	Syat.g_02753	Praj.g_00252
OG0000447	Syat.g_02749	Praj.g_00253
OG0000448	Syat.g_02748	Praj.g_00254
OG0000449	Syat.g_02747	Praj.g_00255
OG0000450	Syat.g_02738	Praj.g_00256
OG0000451	Syat.g_02737	Praj.g_00257
OG0000452	Syat.g_02732	Praj.g_00260
OG0000453	Syat.g_02731	Praj.g_00261
OG0000454	Syat.g_02730	Praj.g_00262
OG0000455	Syat.g_02729	Praj.g_00263
OG0000456	Syat.g_02728	Praj.g_00264
OG0000457	Syat.g_02726	Praj.g_00265
OG0000458	Syat.g_02725	Praj.g_00266
OG0000459	Syat.g_02724	Praj.g_00267
OG0000460	Syat.g_01450	Praj.g_00275
OG0000461	Syat.g_01866	Praj.g_00283
OG0000462	Syat.g_01868	Praj.g_00285
OG0000463	Syat.g_01869	Praj.g_00286
OG0000464	Syat.g_01870	Praj.g_00287
OG0000465	Syat.g_01872	Praj.g_00288
OG0000466	Syat.g_01877	Praj.g_00289
OG0000467	Syat.g_01878	Praj.g_00290
OG0000468	Syat.g_01884	Praj.g_00292
OG0000469	Syat.g_02000	Praj.g_00299
OG0000470	Syat.g_02038	Praj.g_00301
OG0000471	Syat.g_02039	Praj.g_00302
OG0000472	Syat.g_02041	Praj.g_00303
OG0000473	Syat.g_02043	Praj.g_00305
OG0000474	Syat.g_02044	Praj.g_00306
OG0000475	Syat.g_02045	Praj.g_00307
OG0000476	Syat.g_02047	Praj.g_00309
OG0000477	Syat.g_02053	Praj.g_00311
OG0000478	Syat.g_02054	Praj.g_00312
OG0000479	Syat.g_02056	Praj.g_00313
OG0000480	Syat.g_02063	Praj.g_00318
OG0000481	Syat.g_02066	Praj.g_00320
OG0000482	Syat.g_02067	Praj.g_00321
OG0000483	Syat.g_02071	Praj.g_00324
OG0000484	Syat.g_02072	Praj.g_00325
OG0000485	Syat.g_02073	Praj.g_00326
OG0000486	Syat.g_02074	Praj.g_00327
OG0000487	Syat.g_02080	Praj.g_00330
OG0000488	Syat.g_02086	Praj.g_00333
OG0000489	Syat.g_02097	Praj.g_00338
OG0000490	Syat.g_02106	Praj.g_00343
OG0000491	Syat.g_02107	Praj.g_00344
OG0000492	Syat.g_02110	Praj.g_00346
OG0000493	Syat.g_02111	Praj.g_00347
OG0000494	Syat.g_02112	Praj.g_00348
OG0000495	Syat.g_02120	Praj.g_00349
OG0000496	Syat.g_02121	Praj.g_00350
OG0000497	Syat.g_02122	Praj.g_00351
OG0000498	Syat.g_02123	Praj.g_00352
OG0000499	Syat.g_02124	Praj.g_00353
OG0000500	Syat.g_02125	Praj.g_00354
OG0000501	Syat.g_02128	Praj.g_00356
OG0000502	Syat.g_02135	Praj.g_00359
OG0000503	Syat.g_01614	Praj.g_00380
OG0000504	Syat.g_01612	Praj.g_00382
OG0000505	Syat.g_01611	Praj.g_00383
OG0000506	Syat.g_01609	Praj.g_00384
OG0000507	Syat.g_01603	Praj.g_00387
OG0000508	Syat.g_01596	Praj.g_00390
OG0000509	Syat.g_01591	Praj.g_00392
OG0000510	Syat.g_01590	Praj.g_00393
OG0000511	Syat.g_01589	Praj.g_00394
OG0000512	Syat.g_01587	Praj.g_00396
OG0000513	Syat.g_02957	Praj.g_00406
OG0000514	Syat.g_02962	Praj.g_00425
OG0000515	Syat.g_02963	Praj.g_00426
OG0000516	Syat.g_02965	Praj.g_00427
OG0000517	Syat.g_02969	Praj.g_00429
OG0000518	Syat.g_01286	Praj.g_00440
OG0000519	Syat.g_01285	Praj.g_00441
OG0000520	Syat.g_01284	Praj.g_00442
OG0000521	Syat.g_01319	Praj.g_00447
OG0000522	Syat.g_01317	Praj.g_00449
OG0000523	Syat.g_01316	Praj.g_00450
OG0000524	Syat.g_01409	Praj.g_00457
OG0000525	Syat.g_01382	Praj.g_00461
OG0000526	Syat.g_01380	Praj.g_00462
OG0000527	Syat.g_01373	Praj.g_00465
OG0000528	Syat.g_03167	Praj.g_00471
OG0000529	Syat.g_03171	Praj.g_00474
OG0000530	Syat.g_03174	Praj.g_00477
OG0000531	Syat.g_03175	Praj.g_00478
OG0000532	Syat.g_03178	Praj.g_00479
OG0000533	Syat.g_03180	Praj.g_00480
OG0000534	Syat.g_03181	Praj.g_00481
OG0000535	Syat.g_03182	Praj.g_00482
OG0000536	Syat.g_03183	Praj.g_00483
OG0000537	Syat.g_03185	Praj.g_00484
OG0000538	Syat.g_03204	Praj.g_00492
OG0000539	Syat.g_03206	Praj.g_00493
OG0000540	Syat.g_03207	Praj.g_00494
OG0000541	Syat.g_03208	Praj.g_00495
OG0000542	Syat.g_03213	Praj.g_00497
OG0000543	Syat.g_03215	Praj.g_00499
OG0000544	Syat.g_03216	Praj.g_00500
OG0000545	Syat.g_03218	Praj.g_00502
OG0000546	Syat.g_03220	Praj.g_00505
OG0000547	Syat.g_03222	Praj.g_00507
OG0000548	Syat.g_03223	Praj.g_00508
OG0000549	Syat.g_01795	Praj.g_00511
OG0000550	Syat.g_01107	Praj.g_00515
OG0000551	Syat.g_01103	Praj.g_00518
OG0000552	Syat.g_01102	Praj.g_00519
OG0000553	Syat.g_01098	Praj.g_00520
OG0000554	Syat.g_03271	Praj.g_00525
OG0000555	Syat.g_00093	Praj.g_00533
OG0000556	Syat.g_00088	Praj.g_00535
OG0000557	Syat.g_00083	Praj.g_00536
OG0000558	Syat.g_00081	Praj.g_00538
OG0000559	Syat.g_00077	Praj.g_00542
OG0000560	Syat.g_00074	Praj.g_00545
OG0000561	Syat.g_00073	Praj.g_00546
OG0000562	Syat.g_00072	Praj.g_00547
OG0000563	Syat.g_00071	Praj.g_00548
OG0000564	Syat.g_00070	Praj.g_00549
OG0000565	Syat.g_00067	Praj.g_00552
OG0000566	Syat.g_00063	Praj.g_00554
OG0000567	Syat.g_00059	Praj.g_00558
OG0000568	Syat.g_00057	Praj.g_00559
OG0000569	Syat.g_00056	Praj.g_00560
OG0000570	Syat.g_00055	Praj.g_00561
OG0000571	Syat.g_00052	Praj.g_00563
OG0000572	Syat.g_00033	Praj.g_00574
OG0000573	Syat.g_00024	Praj.g_00579
OG0000574	Syat.g_00023	Praj.g_00581
OG0000575	Syat.g_00018	Praj.g_00584
OG0000576	Syat.g_00014	Praj.g_00586
OG0000577	Syat.g_00013	Praj.g_00587
OG0000578	Syat.g_00012	Praj.g_00588
OG0000579	Syat.g_00011	Praj.g_00589
OG0000580	Syat.g_00010	Praj.g_00590
OG0000581	Syat.g_00003	Praj.g_00593
OG0000582	Syat.g_03403	Praj.g_00596
OG0000583	Syat.g_03404	Praj.g_00597
OG0000584	Syat.g_03405	Praj.g_00598
OG0000585	Syat.g_03408	Praj.g_00600
OG0000586	Syat.g_03409	Praj.g_00601
OG0000587	Syat.g_00001	Praj.g_00602
OG0000588	Syat.g_00338	Praj.g_00606
OG0000589	Syat.g_03318	Praj.g_00609
OG0000590	Syat.g_03317	Praj.g_00610
OG0000591	Syat.g_03308	Praj.g_00613
OG0000592	Syat.g_03307	Praj.g_00614
OG0000593	Syat.g_00113	Praj.g_00620
OG0000594	Syat.g_00114	Praj.g_00621
OG0000595	Syat.g_00115	Praj.g_00622
OG0000596	Syat.g_00129	Praj.g_00626
OG0000597	Syat.g_00132	Praj.g_00628
OG0000598	Syat.g_00133	Praj.g_00629
OG0000599	Syat.g_00381	Praj.g_00632
OG0000600	Syat.g_00380	Praj.g_00633
OG0000601	Syat.g_00379	Praj.g_00634
OG0000602	Syat.g_00375	Praj.g_00636
