Orthogroup	Syat	Prbn
OG0000364	Syat.g_03122	Prbn.g_00767
OG0000365	Syat.g_02318	Prbn.g_00762
OG0000366	Syat.g_02317	Prbn.g_00761
OG0000367	Syat.g_02316	Prbn.g_00760
OG0000368	Syat.g_02314	Prbn.g_00758
OG0000369	Syat.g_02313	Prbn.g_00757
OG0000370	Syat.g_02312	Prbn.g_00756
OG0000371	Syat.g_02304	Prbn.g_00749
OG0000372	Syat.g_02298	Prbn.g_00746
OG0000373	Syat.g_02297	Prbn.g_00745
OG0000374	Syat.g_02296	Prbn.g_00744
OG0000375	Syat.g_02295	Prbn.g_00742
OG0000376	Syat.g_02293	Prbn.g_00740
OG0000377	Syat.g_02695	Prbn.g_00736
OG0000378	Syat.g_02715	Prbn.g_00732
OG0000379	Syat.g_02720	Prbn.g_00729
OG0000380	Syat.g_01468	Prbn.g_00712
OG0000381	Syat.g_01470	Prbn.g_00707
OG0000382	Syat.g_01488	Prbn.g_01340
OG0000383	Syat.g_01521	Prbn.g_01338
OG0000384	Syat.g_01522	Prbn.g_01337
OG0000385	Syat.g_01523	Prbn.g_01336
OG0000386	Syat.g_01524	Prbn.g_01335
OG0000387	Syat.g_01561	Prbn.g_01321
OG0000388	Syat.g_01565	Prbn.g_01317
OG0000389	Syat.g_01569	Prbn.g_01314
OG0000390	Syat.g_02945	Prbn.g_01304
OG0000391	Syat.g_02940	Prbn.g_01301
OG0000392	Syat.g_02934	Prbn.g_01297
OG0000393	Syat.g_02931	Prbn.g_01294
OG0000394	Syat.g_02930	Prbn.g_01293
OG0000395	Syat.g_02929	Prbn.g_01292
OG0000396	Syat.g_02927	Prbn.g_01290
OG0000397	Syat.g_02925	Prbn.g_01288
OG0000398	Syat.g_02920	Prbn.g_01285
OG0000399	Syat.g_02919	Prbn.g_01284
OG0000400	Syat.g_02918	Prbn.g_01283
OG0000401	Syat.g_02917	Prbn.g_01282
OG0000402	Syat.g_02915	Prbn.g_01356
OG0000403	Syat.g_02914	Prbn.g_01280
OG0000404	Syat.g_02913	Prbn.g_01279
OG0000405	Syat.g_02900	Prbn.g_01275
OG0000406	Syat.g_02896	Prbn.g_01267
OG0000407	Syat.g_02895	Prbn.g_01266
OG0000408	Syat.g_02893	Prbn.g_01264
OG0000409	Syat.g_02891	Prbn.g_01262
OG0000410	Syat.g_02890	Prbn.g_01261
OG0000411	Syat.g_02889	Prbn.g_01260
OG0000412	Syat.g_02888	Prbn.g_01259
OG0000413	Syat.g_02886	Prbn.g_01257
OG0000414	Syat.g_02885	Prbn.g_01256
OG0000415	Syat.g_02884	Prbn.g_01255
OG0000416	Syat.g_02883	Prbn.g_01254
OG0000417	Syat.g_02868	Prbn.g_01253
OG0000418	Syat.g_02863	Prbn.g_01248
OG0000419	Syat.g_02861	Prbn.g_01246
OG0000420	Syat.g_02859	Prbn.g_01245
OG0000421	Syat.g_02855	Prbn.g_00381
OG0000422	Syat.g_02854	Prbn.g_00380
OG0000423	Syat.g_02853	Prbn.g_00379
OG0000424	Syat.g_02852	Prbn.g_00378
OG0000425	Syat.g_02851	Prbn.g_00377
OG0000426	Syat.g_02850	Prbn.g_00376
OG0000427	Syat.g_02849	Prbn.g_00375
OG0000428	Syat.g_02846	Prbn.g_00373
OG0000429	Syat.g_02843	Prbn.g_00372
OG0000430	Syat.g_02841	Prbn.g_00371
OG0000431	Syat.g_02838	Prbn.g_00369
OG0000432	Syat.g_02832	Prbn.g_00365
OG0000433	Syat.g_02829	Prbn.g_00364
OG0000434	Syat.g_02828	Prbn.g_00363
OG0000435	Syat.g_02824	Prbn.g_00362
OG0000436	Syat.g_02817	Prbn.g_00357
OG0000437	Syat.g_02558	Prbn.g_00356
OG0000438	Syat.g_02813	Prbn.g_00355
OG0000439	Syat.g_02811	Prbn.g_00353
OG0000440	Syat.g_02810	Prbn.g_00352
OG0000441	Syat.g_02807	Prbn.g_00349
OG0000442	Syat.g_02797	Prbn.g_00348
OG0000443	Syat.g_02787	Prbn.g_00347
OG0000444	Syat.g_02756	Prbn.g_00341
OG0000445	Syat.g_02755	Prbn.g_00340
OG0000446	Syat.g_02753	Prbn.g_00339
OG0000447	Syat.g_02749	Prbn.g_00338
OG0000448	Syat.g_02748	Prbn.g_00337
OG0000449	Syat.g_02747	Prbn.g_00336
OG0000450	Syat.g_02738	Prbn.g_00335
OG0000451	Syat.g_02737	Prbn.g_00334
OG0000452	Syat.g_02732	Prbn.g_00331
OG0000453	Syat.g_02731	Prbn.g_00330
OG0000454	Syat.g_02730	Prbn.g_00329
OG0000455	Syat.g_02729	Prbn.g_00328
OG0000456	Syat.g_02728	Prbn.g_00327
OG0000457	Syat.g_02726	Prbn.g_00325
OG0000458	Syat.g_02725	Prbn.g_00324
OG0000459	Syat.g_02724	Prbn.g_00323
OG0000460	Syat.g_01450	Prbn.g_00315
OG0000461	Syat.g_01866	Prbn.g_00307
OG0000462	Syat.g_01868	Prbn.g_00305
OG0000463	Syat.g_01869	Prbn.g_00304
OG0000464	Syat.g_01870	Prbn.g_00012
OG0000465	Syat.g_01872	Prbn.g_00013
OG0000466	Syat.g_01877	Prbn.g_00016
OG0000467	Syat.g_01878	Prbn.g_00017
OG0000468	Syat.g_01884	Prbn.g_00020
OG0000469	Syat.g_02000	Prbn.g_00028
OG0000470	Syat.g_02038	Prbn.g_00030
OG0000471	Syat.g_02039	Prbn.g_00031
OG0000472	Syat.g_02041	Prbn.g_00033
OG0000473	Syat.g_02043	Prbn.g_00035
OG0000474	Syat.g_02044	Prbn.g_00036
OG0000475	Syat.g_02045	Prbn.g_00037
OG0000476	Syat.g_02047	Prbn.g_00039
OG0000477	Syat.g_02053	Prbn.g_00042
OG0000478	Syat.g_02054	Prbn.g_00043
OG0000479	Syat.g_02056	Prbn.g_00044
OG0000480	Syat.g_02063	Prbn.g_00049
OG0000481	Syat.g_02066	Prbn.g_00052
OG0000482	Syat.g_02067	Prbn.g_00053
OG0000483	Syat.g_02071	Prbn.g_00056
OG0000484	Syat.g_02072	Prbn.g_00057
OG0000485	Syat.g_02073	Prbn.g_00059
OG0000486	Syat.g_02074	Prbn.g_00060
OG0000487	Syat.g_02080	Prbn.g_00063
OG0000488	Syat.g_02086	Prbn.g_00066
OG0000489	Syat.g_02097	Prbn.g_00071
OG0000490	Syat.g_02106	Prbn.g_00075
OG0000491	Syat.g_02107	Prbn.g_00076
OG0000492	Syat.g_02110	Prbn.g_00078
OG0000493	Syat.g_02111	Prbn.g_00079
OG0000494	Syat.g_02112	Prbn.g_00080
OG0000495	Syat.g_02120	Prbn.g_00081
OG0000496	Syat.g_02121	Prbn.g_00082
OG0000497	Syat.g_02122	Prbn.g_00083
OG0000498	Syat.g_02123	Prbn.g_00084
OG0000499	Syat.g_02124	Prbn.g_00085
OG0000500	Syat.g_02125	Prbn.g_00086
OG0000501	Syat.g_02128	Prbn.g_00087
OG0000502	Syat.g_02135	Prbn.g_00090
OG0000503	Syat.g_01614	Prbn.g_00105
OG0000504	Syat.g_01612	Prbn.g_00107
OG0000505	Syat.g_01611	Prbn.g_00108
OG0000506	Syat.g_01609	Prbn.g_00109
OG0000507	Syat.g_01603	Prbn.g_00112
OG0000508	Syat.g_01596	Prbn.g_00116
OG0000509	Syat.g_01591	Prbn.g_00118
OG0000510	Syat.g_01590	Prbn.g_00119
OG0000511	Syat.g_01589	Prbn.g_00120
OG0000512	Syat.g_01587	Prbn.g_00122
OG0000513	Syat.g_02957	Prbn.g_00693
OG0000514	Syat.g_02962	Prbn.g_00682
OG0000515	Syat.g_02963	Prbn.g_00681
OG0000516	Syat.g_02965	Prbn.g_00680
OG0000517	Syat.g_02969	Prbn.g_00678
OG0000518	Syat.g_01286	Prbn.g_00667
OG0000519	Syat.g_01285	Prbn.g_00666
OG0000520	Syat.g_01284	Prbn.g_00665
OG0000521	Syat.g_01319	Prbn.g_00657
OG0000522	Syat.g_01317	Prbn.g_00655
OG0000523	Syat.g_01316	Prbn.g_00654
OG0000524	Syat.g_01409	Prbn.g_00649
OG0000525	Syat.g_01382	Prbn.g_00645
OG0000526	Syat.g_01380	Prbn.g_00644
OG0000527	Syat.g_01373	Prbn.g_00641
OG0000528	Syat.g_03167	Prbn.g_00636
OG0000529	Syat.g_03171	Prbn.g_00633
OG0000530	Syat.g_03174	Prbn.g_00630
OG0000531	Syat.g_03175	Prbn.g_00629
OG0000532	Syat.g_03178	Prbn.g_00627
OG0000533	Syat.g_03180	Prbn.g_00626
OG0000534	Syat.g_03181	Prbn.g_00625
OG0000535	Syat.g_03182	Prbn.g_00624
OG0000536	Syat.g_03183	Prbn.g_00623
OG0000537	Syat.g_03185	Prbn.g_00622
OG0000538	Syat.g_03204	Prbn.g_00613
OG0000539	Syat.g_03206	Prbn.g_00612
OG0000540	Syat.g_03207	Prbn.g_00611
OG0000541	Syat.g_03208	Prbn.g_00610
OG0000542	Syat.g_03213	Prbn.g_00609
OG0000543	Syat.g_03215	Prbn.g_00607
OG0000544	Syat.g_03216	Prbn.g_00606
OG0000545	Syat.g_03218	Prbn.g_00604
OG0000546	Syat.g_03220	Prbn.g_00601
OG0000547	Syat.g_03222	Prbn.g_00599
OG0000548	Syat.g_03223	Prbn.g_00598
OG0000549	Syat.g_01795	Prbn.g_00596
OG0000550	Syat.g_01107	Prbn.g_00592
OG0000551	Syat.g_01103	Prbn.g_00589
OG0000552	Syat.g_01102	Prbn.g_00588
OG0000553	Syat.g_01098	Prbn.g_00587
OG0000554	Syat.g_03271	Prbn.g_00582
OG0000555	Syat.g_00093	Prbn.g_00574
OG0000556	Syat.g_00088	Prbn.g_00572
OG0000557	Syat.g_00083	Prbn.g_00571
OG0000558	Syat.g_00081	Prbn.g_00569
OG0000559	Syat.g_00077	Prbn.g_00565
OG0000560	Syat.g_00074	Prbn.g_00562
OG0000561	Syat.g_00073	Prbn.g_00561
OG0000562	Syat.g_00072	Prbn.g_00560
OG0000563	Syat.g_00071	Prbn.g_00559
OG0000564	Syat.g_00070	Prbn.g_00558
OG0000565	Syat.g_00067	Prbn.g_00556
OG0000566	Syat.g_00063	Prbn.g_00552
OG0000567	Syat.g_00059	Prbn.g_00548
OG0000568	Syat.g_00057	Prbn.g_00547
OG0000569	Syat.g_00056	Prbn.g_00546
OG0000570	Syat.g_00055	Prbn.g_00545
OG0000571	Syat.g_00052	Prbn.g_00543
OG0000572	Syat.g_00033	Prbn.g_00529
OG0000573	Syat.g_00024	Prbn.g_00523
OG0000574	Syat.g_00023	Prbn.g_00522
OG0000575	Syat.g_00018	Prbn.g_00518
OG0000576	Syat.g_00014	Prbn.g_00516
OG0000577	Syat.g_00013	Prbn.g_00515
OG0000578	Syat.g_00012	Prbn.g_00514
OG0000579	Syat.g_00011	Prbn.g_00513
OG0000580	Syat.g_00010	Prbn.g_00512
OG0000581	Syat.g_00003	Prbn.g_00509
OG0000582	Syat.g_03403	Prbn.g_00506
