Orthogroup	Syat	Prak
OG0000111	Syat.g_00816	Prak.g_00830
OG0000112	Syat.g_00593	Prak.g_00608
OG0000113	Syat.g_00509	Prak.g_00868
OG0000114	Syat.g_00426	Prak.g_00770
OG0000115	Syat.g_01328	Prak.g_01241
OG0000116	Syat.g_02641	Prak.g_01183
OG0000117	Syat.g_00224	Prak.g_01145
OG0000118	Syat.g_01168	Prak.g_01290
OG0000119	Syat.g_00309	Prak.g_01226, Prak.g_01488
OG0000120	Syat.g_02132	Prak.g_01349
OG0000121	Syat.g_01223	Prak.g_01393
OG0000123	Syat.g_01653	Prak.g_01787
OG0000124	Syat.g_02231	Prak.g_01859
OG0000125	Syat.g_02684	Prak.g_01895
OG0000126	Syat.g_00976	Prak.g_01940
OG0000128	Syat.g_02331	Prak.g_00011
OG0000129	Syat.g_02693, Syat.g_02694	Prak.g_00045
OG0000130	Syat.g_01469	Prak.g_00074
OG0000131	Syat.g_02898	Prak.g_00156
OG0000132	Syat.g_02864	Prak.g_00176
OG0000133	Syat.g_00588	Prak.g_00339
OG0000134	Syat.g_02956	Prak.g_00381
OG0000135	Syat.g_02501	Prak.g_01259
OG0000136	Syat.g_01292	Prak.g_00403
OG0000137	Syat.g_01371	Prak.g_00436
OG0000138	Syat.g_03188	Prak.g_00456
OG0000140	Syat.g_03280	Prak.g_00497
OG0000141	Syat.g_03398	Prak.g_00569
OG0000142	Syat.g_00117	Prak.g_01108
OG0000143	Syat.g_00130	Prak.g_01104
OG0000144	Syat.g_00369	Prak.g_01090
OG0000145	Syat.g_03202	Prak.g_01261
OG0000146	Syat.g_00594	Prak.g_00607
OG0000147	Syat.g_00595	Prak.g_00606
OG0000148	Syat.g_00503	Prak.g_00862
OG0000149	Syat.g_00747	Prak.g_00894
OG0000150	Syat.g_03399	Prak.g_00904
OG0000151	Syat.g_00801, Syat.g_00440	Prak.g_00780
OG0000152	Syat.g_00578	Prak.g_00973
OG0000153	Syat.g_00542	Prak.g_00992
OG0000154	Syat.g_00708	Prak.g_01012
OG0000155	Syat.g_00287	Prak.g_01151
OG0000156	Syat.g_03228	Prak.g_01266
OG0000157	Syat.g_02012, Syat.g_03227	Prak.g_01267
OG0000158	Syat.g_02163	Prak.g_01824
OG0000159	Syat.g_01187	Prak.g_00065
OG0000160	Syat.g_01224	Prak.g_01392
OG0000161	Syat.g_01180	Prak.g_01398
OG0000162	Syat.g_01281	Prak.g_01404
OG0000163	Syat.g_02979	Prak.g_01443
OG0000164	Syat.g_03040	Prak.g_01669
OG0000165	Syat.g_03033	Prak.g_01676
OG0000166	Syat.g_01822	Prak.g_01743
OG0000167	Syat.g_02148	Prak.g_01814
OG0000168	Syat.g_02164	Prak.g_01825
OG0000169	Syat.g_02192	Prak.g_01835
OG0000170	Syat.g_02201	Prak.g_01838
OG0000171	Syat.g_02230	Prak.g_01858
OG0000172	Syat.g_02260	Prak.g_01865
OG0000173	Syat.g_02284	Prak.g_01880
OG0000174	Syat.g_02504	Prak.g_01910
OG0000175	Syat.g_02416	Prak.g_01923
OG0000176	Syat.g_02372	Prak.g_00004
OG0000177	Syat.g_02338	Prak.g_00005
OG0000178	Syat.g_02337	Prak.g_00006
OG0000179	Syat.g_02322	Prak.g_00016
OG0000180	Syat.g_02321	Prak.g_00017
OG0000181	Syat.g_02320	Prak.g_00018
OG0000182	Syat.g_02319	Prak.g_00019
OG0000183	Syat.g_02315	Prak.g_00023
OG0000184	Syat.g_02704	Prak.g_00049
OG0000185	Syat.g_02719	Prak.g_00052
OG0000186	Syat.g_01463	Prak.g_00068
OG0000187	Syat.g_01467	Prak.g_00069
OG0000188	Syat.g_01489	Prak.g_00086
OG0000189	Syat.g_01557	Prak.g_00100
OG0000190	Syat.g_00330	Prak.g_00102
OG0000191	Syat.g_03344, Syat.g_02939	Prak.g_00125
OG0000192	Syat.g_02933	Prak.g_00130
OG0000193	Syat.g_02897	Prak.g_00157
OG0000194	Syat.g_02894	Prak.g_00160
OG0000195	Syat.g_02892	Prak.g_00162
OG0000196	Syat.g_02867	Prak.g_00173
OG0000197	Syat.g_02866	Prak.g_00174
OG0000198	Syat.g_02865	Prak.g_00175
OG0000199	Syat.g_02857	Prak.g_00182
OG0000200	Syat.g_02840	Prak.g_00196
OG0000201	Syat.g_02821	Prak.g_00205
OG0000202	Syat.g_02820	Prak.g_00206
OG0000203	Syat.g_02819	Prak.g_00207
OG0000204	Syat.g_02818	Prak.g_00208
OG0000205	Syat.g_02809	Prak.g_00215
OG0000206	Syat.g_02785	Prak.g_00220
OG0000207	Syat.g_02778	Prak.g_00223
OG0000208	Syat.g_02777	Prak.g_00224
OG0000209	Syat.g_02735	Prak.g_00233
OG0000210	Syat.g_02734	Prak.g_00234
OG0000211	Syat.g_01452	Prak.g_00249
OG0000212	Syat.g_01442	Prak.g_00257
OG0000213	Syat.g_01889	Prak.g_00275
OG0000214	Syat.g_02042	Prak.g_00285
OG0000215	Syat.g_02075	Prak.g_00312
OG0000216	Syat.g_02079	Prak.g_00313
OG0000217	Syat.g_02085	Prak.g_00316
OG0000218	Syat.g_02087	Prak.g_00318
OG0000219	Syat.g_02088	Prak.g_00319
OG0000220	Syat.g_02089	Prak.g_00320
OG0000221	Syat.g_02095	Prak.g_00321
OG0000222	Syat.g_02109	Prak.g_00328
OG0000223	Syat.g_02570	Prak.g_00340
OG0000224	Syat.g_02139	Prak.g_00342
OG0000225	Syat.g_01595	Prak.g_00368
OG0000226	Syat.g_01588	Prak.g_00372
OG0000228	Syat.g_02952	Prak.g_00378
OG0000229	Syat.g_02970	Prak.g_00398
OG0000230	Syat.g_02972	Prak.g_00400
OG0000231	Syat.g_01283	Prak.g_00411
OG0000232	Syat.g_01313	Prak.g_00422
OG0000233	Syat.g_01407	Prak.g_00428
OG0000234	Syat.g_01369	Prak.g_00437
OG0000235	Syat.g_03169	Prak.g_00440
OG0000236	Syat.g_03186	Prak.g_00454
OG0000237	Syat.g_03214	Prak.g_00467
OG0000238	Syat.g_03219	Prak.g_00473
OG0000239	Syat.g_01105	Prak.g_00484
OG0000240	Syat.g_01104	Prak.g_00485
OG0000241	Syat.g_00111	Prak.g_00489
OG0000242	Syat.g_01077	Prak.g_00491
OG0000243	Syat.g_00092	Prak.g_00502
OG0000244	Syat.g_00082	Prak.g_00506
OG0000245	Syat.g_00080	Prak.g_00508
OG0000246	Syat.g_00076	Prak.g_00512
OG0000247	Syat.g_00065	Prak.g_00522
OG0000248	Syat.g_00062	Prak.g_00525
OG0000249	Syat.g_00060	Prak.g_00527
OG0000250	Syat.g_00053	Prak.g_00532
OG0000251	Syat.g_00027	Prak.g_00552
OG0000252	Syat.g_00022	Prak.g_00555
OG0000253	Syat.g_00021	Prak.g_00556
OG0000254	Syat.g_03407	Prak.g_00573
OG0000255	Syat.g_02405	Prak.g_00579
OG0000256	Syat.g_03306	Prak.g_00589
OG0000257	Syat.g_00109	Prak.g_01113
OG0000258	Syat.g_00382	Prak.g_01099
OG0000259	Syat.g_00342	Prak.g_01082
OG0000260	Syat.g_00392	Prak.g_01079
OG0000261	Syat.g_00400	Prak.g_01076
OG0000262	Syat.g_00407	Prak.g_01072
OG0000263	Syat.g_00200	Prak.g_00808
OG0000266	Syat.g_00671	Prak.g_01053
OG0000267	Syat.g_00636	Prak.g_01041
OG0000268	Syat.g_00634	Prak.g_01040
OG0000269	Syat.g_00474, Syat.g_00126	Prak.g_00840
OG0000270	Syat.g_00477	Prak.g_00843
OG0000271	Syat.g_00485	Prak.g_00851
OG0000272	Syat.g_00486	Prak.g_00852
OG0000273	Syat.g_00520	Prak.g_00876
OG0000274	Syat.g_00521	Prak.g_00877
OG0000275	Syat.g_00718	Prak.g_00880
OG0000276	Syat.g_00725	Prak.g_00886
OG0000277	Syat.g_00738	Prak.g_00887
OG0000278	Syat.g_00741	Prak.g_00890
OG0000279	Syat.g_00755	Prak.g_00897
OG0000280	Syat.g_01669	Prak.g_00898
OG0000281	Syat.g_00960	Prak.g_00905
OG0000282	Syat.g_00431	Prak.g_00772
OG0000283	Syat.g_00620	Prak.g_00949
OG0000284	Syat.g_00614	Prak.g_00954
OG0000285	Syat.g_00607	Prak.g_00959
OG0000286	Syat.g_00579	Prak.g_00972
OG0000287	Syat.g_00550	Prak.g_01238
OG0000288	Syat.g_00709	Prak.g_01011
OG0000289	Syat.g_00695	Prak.g_01027
OG0000290	Syat.g_00805	Prak.g_00923
OG0000292	Syat.g_02388	Prak.g_01217
OG0000293	Syat.g_03241	Prak.g_01182
OG0000294	Syat.g_03248	Prak.g_01181
OG0000295	Syat.g_00297	Prak.g_01158
OG0000296	Syat.g_00295	Prak.g_01156
OG0000299	Syat.g_00910	Prak.g_01127
OG0000300	Syat.g_00904	Prak.g_01124
OG0000301	Syat.g_00903	Prak.g_01123
OG0000302	Syat.g_00901	Prak.g_01121
OG0000303	Syat.g_00892	Prak.g_01115
OG0000304	Syat.g_00885	Prak.g_00594
OG0000305	Syat.g_00809	Prak.g_01215
OG0000306	Syat.g_01704	Prak.g_00909
OG0000307	Syat.g_01304	Prak.g_01338
OG0000308	Syat.g_01306	Prak.g_01339
OG0000309	Syat.g_01417	Prak.g_01343
OG0000310	Syat.g_01246	Prak.g_01377
OG0000311	Syat.g_01242	Prak.g_01379
OG0000312	Syat.g_01237	Prak.g_01382
OG0000313	Syat.g_01183	Prak.g_01395
OG0000314	Syat.g_01341	Prak.g_01418
OG0000315	Syat.g_01351	Prak.g_01428
OG0000316	Syat.g_03082	Prak.g_01453
OG0000317	Syat.g_03120	Prak.g_01642
OG0000318	Syat.g_03125	Prak.g_01646
OG0000319	Syat.g_03055	Prak.g_01659
OG0000320	Syat.g_03053	Prak.g_01661
OG0000321	Syat.g_03052	Prak.g_01662
OG0000322	Syat.g_03051	Prak.g_01663
OG0000323	Syat.g_03038	Prak.g_01672
OG0000324	Syat.g_02998	Prak.g_01699
OG0000325	Syat.g_01861	Prak.g_01710
OG0000326	Syat.g_01854	Prak.g_01717
OG0000327	Syat.g_01827	Prak.g_01738
OG0000328	Syat.g_01826	Prak.g_01739
OG0000329	Syat.g_01808	Prak.g_01756
OG0000330	Syat.g_01807	Prak.g_01757
OG0000331	Syat.g_01806	Prak.g_01758
OG0000332	Syat.g_01790	Prak.g_01772
OG0000333	Syat.g_01787	Prak.g_01774
OG0000334	Syat.g_01657	Prak.g_01783
OG0000335	Syat.g_01652	Prak.g_01788
OG0000336	Syat.g_01648	Prak.g_01792
OG0000337	Syat.g_02144	Prak.g_01810
OG0000338	Syat.g_02146	Prak.g_01811
OG0000339	Syat.g_02155, Syat.g_01055	Prak.g_01817
OG0000340	Syat.g_02165	Prak.g_01826
OG0000341	Syat.g_02167	Prak.g_01828
OG0000342	Syat.g_02168	Prak.g_01829
OG0000343	Syat.g_02185	Prak.g_01830
OG0000344	Syat.g_02189	Prak.g_01833
OG0000345	Syat.g_02202	Prak.g_01839
OG0000346	Syat.g_02207	Prak.g_01843
OG0000347	Syat.g_02234	Prak.g_01860
OG0000348	Syat.g_02264	Prak.g_01868
OG0000349	Syat.g_02291	Prak.g_01886
OG0000350	Syat.g_01847	Prak.g_00656
OG0000351	Syat.g_02411	Prak.g_01926
OG0000352	Syat.g_02410	Prak.g_01927
OG0000353	Syat.g_00955, Syat.g_02377	Prak.g_01944
OG0000355	Syat.g_02375	Prak.g_00001
OG0000356	Syat.g_02374	Prak.g_00002
OG0000357	Syat.g_02373	Prak.g_00003
OG0000358	Syat.g_02336	Prak.g_00007
OG0000359	Syat.g_02334	Prak.g_00008
OG0000360	Syat.g_02333	Prak.g_00009
OG0000361	Syat.g_02332	Prak.g_00010
OG0000362	Syat.g_02330	Prak.g_00012
OG0000363	Syat.g_02328	Prak.g_00014
OG0000364	Syat.g_03122	Prak.g_00015
OG0000365	Syat.g_02318	Prak.g_00020
OG0000366	Syat.g_02317	Prak.g_00021
OG0000367	Syat.g_02316	Prak.g_00022
OG0000368	Syat.g_02314	Prak.g_00024
OG0000369	Syat.g_02313	Prak.g_00025
OG0000370	Syat.g_02312	Prak.g_00026
OG0000371	Syat.g_02304	Prak.g_00033
OG0000372	Syat.g_02298	Prak.g_00036
OG0000373	Syat.g_02297	Prak.g_00037
OG0000374	Syat.g_02296	Prak.g_00038
OG0000375	Syat.g_02295	Prak.g_00040
OG0000376	Syat.g_02293	Prak.g_00042
OG0000377	Syat.g_02695	Prak.g_00046
OG0000378	Syat.g_02715	Prak.g_00050
OG0000379	Syat.g_02720	Prak.g_00053
OG0000380	Syat.g_01468	Prak.g_00070
OG0000381	Syat.g_01470	Prak.g_00075
OG0000382	Syat.g_01488	Prak.g_00085
OG0000383	Syat.g_01521	Prak.g_00087
OG0000384	Syat.g_01522	Prak.g_00088
OG0000385	Syat.g_01523	Prak.g_00089
OG0000386	Syat.g_01524	Prak.g_00090
OG0000387	Syat.g_01561	Prak.g_00104
OG0000388	Syat.g_01565	Prak.g_00108
OG0000389	Syat.g_01569	Prak.g_00111
OG0000390	Syat.g_02945	Prak.g_00121
OG0000391	Syat.g_02940	Prak.g_00124
OG0000392	Syat.g_02934	Prak.g_00128
OG0000393	Syat.g_02931	Prak.g_00131
OG0000394	Syat.g_02930	Prak.g_00132
OG0000395	Syat.g_02929	Prak.g_00133
OG0000396	Syat.g_02927	Prak.g_00135
OG0000397	Syat.g_02925	Prak.g_00137
OG0000398	Syat.g_02920	Prak.g_00140
OG0000399	Syat.g_02919	Prak.g_00141
OG0000400	Syat.g_02918	Prak.g_00142
OG0000401	Syat.g_02917	Prak.g_00143
OG0000402	Syat.g_02915	Prak.g_01035
OG0000403	Syat.g_02914	Prak.g_00145
OG0000404	Syat.g_02913	Prak.g_00146
OG0000405	Syat.g_02900	Prak.g_00150
OG0000406	Syat.g_02896	Prak.g_00158
OG0000407	Syat.g_02895	Prak.g_00159
OG0000408	Syat.g_02893	Prak.g_00161
OG0000409	Syat.g_02891	Prak.g_00163
OG0000410	Syat.g_02890	Prak.g_00164
OG0000411	Syat.g_02889	Prak.g_00165
OG0000412	Syat.g_02888	Prak.g_00166
OG0000413	Syat.g_02886	Prak.g_00168
OG0000414	Syat.g_02885	Prak.g_00169
OG0000415	Syat.g_02884	Prak.g_00170
OG0000416	Syat.g_02883	Prak.g_00171
OG0000417	Syat.g_02868	Prak.g_00172
OG0000418	Syat.g_02863	Prak.g_00177
OG0000419	Syat.g_02861	Prak.g_00179
OG0000420	Syat.g_02859	Prak.g_00180
OG0000421	Syat.g_02855	Prak.g_00185
OG0000422	Syat.g_02854	Prak.g_00186
OG0000423	Syat.g_02853	Prak.g_00187
OG0000424	Syat.g_02852	Prak.g_00188
OG0000425	Syat.g_02851	Prak.g_00189
OG0000426	Syat.g_02850	Prak.g_00190
OG0000427	Syat.g_02849	Prak.g_00191
OG0000428	Syat.g_02846	Prak.g_00193
OG0000429	Syat.g_02843	Prak.g_00194
OG0000430	Syat.g_02841	Prak.g_00195
OG0000431	Syat.g_02838	Prak.g_00197
OG0000432	Syat.g_02832	Prak.g_00201
OG0000433	Syat.g_02829	Prak.g_00202
OG0000434	Syat.g_02828	Prak.g_00203
OG0000435	Syat.g_02824	Prak.g_00204
OG0000436	Syat.g_02817	Prak.g_00209
OG0000437	Syat.g_02558	Prak.g_00210
OG0000438	Syat.g_02813	Prak.g_00211
OG0000439	Syat.g_02811	Prak.g_00213
OG0000440	Syat.g_02810	Prak.g_00214
OG0000441	Syat.g_02807	Prak.g_00217
OG0000442	Syat.g_02797	Prak.g_00218
OG0000443	Syat.g_02787	Prak.g_00219
OG0000444	Syat.g_02756	Prak.g_00225
OG0000445	Syat.g_02755	Prak.g_00226
OG0000446	Syat.g_02753	Prak.g_00227
OG0000447	Syat.g_02749	Prak.g_00228
OG0000448	Syat.g_02748	Prak.g_00229
OG0000449	Syat.g_02747	Prak.g_00230
OG0000450	Syat.g_02738	Prak.g_00231
OG0000451	Syat.g_02737	Prak.g_00232
OG0000452	Syat.g_02732	Prak.g_00235
OG0000453	Syat.g_02731	Prak.g_00236
OG0000454	Syat.g_02730	Prak.g_00237
OG0000455	Syat.g_02729	Prak.g_00238
OG0000456	Syat.g_02728	Prak.g_00239
OG0000457	Syat.g_02726	Prak.g_00241
OG0000458	Syat.g_02725	Prak.g_00242
OG0000459	Syat.g_02724	Prak.g_00243
OG0000460	Syat.g_01450	Prak.g_00251
OG0000461	Syat.g_01866	Prak.g_00259
OG0000462	Syat.g_01868	Prak.g_00261
OG0000463	Syat.g_01869	Prak.g_00262
OG0000464	Syat.g_01870	Prak.g_00263
OG0000465	Syat.g_01872	Prak.g_00264
OG0000466	Syat.g_01877	Prak.g_00267
OG0000467	Syat.g_01878	Prak.g_00268
OG0000468	Syat.g_01884	Prak.g_00271
OG0000469	Syat.g_02000	Prak.g_00279
OG0000470	Syat.g_02038	Prak.g_00281
OG0000471	Syat.g_02039	Prak.g_00282
OG0000472	Syat.g_02041	Prak.g_00284
OG0000473	Syat.g_02043	Prak.g_00286
OG0000474	Syat.g_02044	Prak.g_00287
OG0000475	Syat.g_02045	Prak.g_00288
OG0000476	Syat.g_02047	Prak.g_00290
OG0000477	Syat.g_02053	Prak.g_00293
OG0000478	Syat.g_02054	Prak.g_00294
OG0000479	Syat.g_02056	Prak.g_00295
OG0000480	Syat.g_02063	Prak.g_00300
OG0000481	Syat.g_02066	Prak.g_00303
OG0000482	Syat.g_02067	Prak.g_00304
OG0000483	Syat.g_02071	Prak.g_00307
OG0000484	Syat.g_02072	Prak.g_00308
OG0000485	Syat.g_02073	Prak.g_00310
OG0000486	Syat.g_02074	Prak.g_00311
OG0000487	Syat.g_02080	Prak.g_00314
OG0000488	Syat.g_02086	Prak.g_00317
OG0000489	Syat.g_02097	Prak.g_00322
OG0000490	Syat.g_02106	Prak.g_00326
OG0000491	Syat.g_02107	Prak.g_00327
OG0000492	Syat.g_02110	Prak.g_00329
OG0000493	Syat.g_02111	Prak.g_00330
OG0000494	Syat.g_02112	Prak.g_00331
OG0000495	Syat.g_02120	Prak.g_00332
OG0000496	Syat.g_02121	Prak.g_00333
OG0000497	Syat.g_02122	Prak.g_00334
OG0000498	Syat.g_02123	Prak.g_00335
OG0000499	Syat.g_02124	Prak.g_00336
OG0000500	Syat.g_02125	Prak.g_00337
OG0000501	Syat.g_02128	Prak.g_00338
OG0000502	Syat.g_02135	Prak.g_00341
OG0000503	Syat.g_01614	Prak.g_00356
OG0000504	Syat.g_01612	Prak.g_00358
OG0000505	Syat.g_01611	Prak.g_00359
OG0000506	Syat.g_01609	Prak.g_00360
OG0000507	Syat.g_01603	Prak.g_00363
OG0000508	Syat.g_01596	Prak.g_00367
OG0000509	Syat.g_01591	Prak.g_00369
OG0000510	Syat.g_01590	Prak.g_00370
OG0000511	Syat.g_01589	Prak.g_00371
OG0000512	Syat.g_01587	Prak.g_00373
OG0000513	Syat.g_02957	Prak.g_00382
OG0000514	Syat.g_02962	Prak.g_00393
OG0000515	Syat.g_02963	Prak.g_00394
OG0000516	Syat.g_02965	Prak.g_00395
OG0000517	Syat.g_02969	Prak.g_00397
OG0000518	Syat.g_01286	Prak.g_00408
OG0000519	Syat.g_01285	Prak.g_00409
OG0000520	Syat.g_01284	Prak.g_00410
OG0000521	Syat.g_01319	Prak.g_00418
OG0000522	Syat.g_01317	Prak.g_00420
OG0000523	Syat.g_01316	Prak.g_00421
OG0000524	Syat.g_01409	Prak.g_00426
OG0000525	Syat.g_01382	Prak.g_00430
OG0000526	Syat.g_01380	Prak.g_00431
OG0000527	Syat.g_01373	Prak.g_00434
OG0000528	Syat.g_03167	Prak.g_00439
OG0000529	Syat.g_03171	Prak.g_00442
OG0000530	Syat.g_03174	Prak.g_00445
OG0000531	Syat.g_03175	Prak.g_00446
OG0000532	Syat.g_03178	Prak.g_00448
OG0000533	Syat.g_03180	Prak.g_00449
OG0000534	Syat.g_03181	Prak.g_00450
OG0000535	Syat.g_03182	Prak.g_00451
OG0000536	Syat.g_03183	Prak.g_00452
OG0000537	Syat.g_03185	Prak.g_00453
OG0000538	Syat.g_03204	Prak.g_00462
OG0000539	Syat.g_03206	Prak.g_00463
OG0000540	Syat.g_03207	Prak.g_00464
OG0000541	Syat.g_03208	Prak.g_00465
OG0000542	Syat.g_03213	Prak.g_00466
OG0000543	Syat.g_03215	Prak.g_00468
OG0000544	Syat.g_03216	Prak.g_00469
OG0000545	Syat.g_03218	Prak.g_00471
OG0000546	Syat.g_03220	Prak.g_00474
OG0000547	Syat.g_03222	Prak.g_00476
OG0000548	Syat.g_03223	Prak.g_00477
OG0000549	Syat.g_01795	Prak.g_00479
OG0000550	Syat.g_01107	Prak.g_00483
OG0000551	Syat.g_01103	Prak.g_00486
OG0000552	Syat.g_01102	Prak.g_00487
OG0000553	Syat.g_01098	Prak.g_00488
OG0000554	Syat.g_03271	Prak.g_00493
OG0000555	Syat.g_00093	Prak.g_00501
OG0000556	Syat.g_00088	Prak.g_00503
OG0000557	Syat.g_00083	Prak.g_00504
OG0000558	Syat.g_00081	Prak.g_00507
OG0000559	Syat.g_00077	Prak.g_00511
OG0000560	Syat.g_00074	Prak.g_00514
OG0000561	Syat.g_00073	Prak.g_00515
OG0000562	Syat.g_00072	Prak.g_00516
OG0000563	Syat.g_00071	Prak.g_00517
OG0000564	Syat.g_00070	Prak.g_00518
OG0000565	Syat.g_00067	Prak.g_00520
OG0000566	Syat.g_00063	Prak.g_00524
OG0000567	Syat.g_00059	Prak.g_00528
OG0000568	Syat.g_00057	Prak.g_00529
OG0000569	Syat.g_00056	Prak.g_00530
OG0000570	Syat.g_00055	Prak.g_00531
OG0000571	Syat.g_00052	Prak.g_00533
OG0000572	Syat.g_00033	Prak.g_00547
OG0000573	Syat.g_00024	Prak.g_00553
OG0000574	Syat.g_00023	Prak.g_00554
OG0000575	Syat.g_00018	Prak.g_00558
OG0000576	Syat.g_00014	Prak.g_00560
OG0000577	Syat.g_00013	Prak.g_00561
OG0000578	Syat.g_00012	Prak.g_00562
OG0000579	Syat.g_00011	Prak.g_00563
OG0000580	Syat.g_00010	Prak.g_00564
OG0000581	Syat.g_00003	Prak.g_00567
OG0000582	Syat.g_03403	Prak.g_00570
OG0000583	Syat.g_03404	Prak.g_00571
OG0000584	Syat.g_03405	Prak.g_00572
OG0000585	Syat.g_03408	Prak.g_00574
OG0000586	Syat.g_03409	Prak.g_00575
OG0000587	Syat.g_00001	Prak.g_00576
OG0000588	Syat.g_00338	Prak.g_00580
OG0000589	Syat.g_03318	Prak.g_00582
OG0000590	Syat.g_03317	Prak.g_00583
OG0000591	Syat.g_03308	Prak.g_00587
OG0000592	Syat.g_03307	Prak.g_00588
OG0000593	Syat.g_00113	Prak.g_01111
OG0000594	Syat.g_00114	Prak.g_01110
OG0000595	Syat.g_00115	Prak.g_01109
OG0000596	Syat.g_00129	Prak.g_01105
OG0000597	Syat.g_00132	Prak.g_01102
OG0000598	Syat.g_00133	Prak.g_01101
OG0000599	Syat.g_00381	Prak.g_01098
OG0000600	Syat.g_00380	Prak.g_01097
OG0000601	Syat.g_00379	Prak.g_01096
OG0000602	Syat.g_00375	Prak.g_01094
OG0000603	Syat.g_00374	Prak.g_01093
OG0000604	Syat.g_00372	Prak.g_01092
OG0000605	Syat.g_00370	Prak.g_01091
