Orthogroup	Syat	Prbj
OG0000150	Syat.g_03399	Prbj.g_02511
OG0000151	Syat.g_00801, Syat.g_00440	Prbj.g_02361
OG0000152	Syat.g_00578	Prbj.g_02268
OG0000153	Syat.g_00542	Prbj.g_02241
OG0000154	Syat.g_00708	Prbj.g_02213
OG0000155	Syat.g_00287	Prbj.g_00312
OG0000156	Syat.g_03228	Prbj.g_00163
OG0000157	Syat.g_02012, Syat.g_03227	Prbj.g_00162
OG0000158	Syat.g_02163	Prbj.g_01514
OG0000160	Syat.g_01224	Prbj.g_01057
OG0000161	Syat.g_01180	Prbj.g_01071
OG0000162	Syat.g_01281	Prbj.g_01077
OG0000163	Syat.g_02979	Prbj.g_01688
OG0000164	Syat.g_03040	Prbj.g_00476
OG0000165	Syat.g_03033	Prbj.g_00467
OG0000166	Syat.g_01822	Prbj.g_01019
OG0000167	Syat.g_02148	Prbj.g_01500
OG0000168	Syat.g_02164	Prbj.g_01515
OG0000169	Syat.g_02192	Prbj.g_01581
OG0000170	Syat.g_02201	Prbj.g_01593
OG0000171	Syat.g_02230	Prbj.g_01282
OG0000172	Syat.g_02260	Prbj.g_01248
OG0000173	Syat.g_02284	Prbj.g_01227
OG0000174	Syat.g_02504	Prbj.g_02006
OG0000175	Syat.g_02416	Prbj.g_02044
OG0000176	Syat.g_02372	Prbj.g_02077
OG0000177	Syat.g_02338	Prbj.g_02078
OG0000178	Syat.g_02337	Prbj.g_02079
OG0000179	Syat.g_02322	Prbj.g_01188
OG0000180	Syat.g_02321	Prbj.g_01189
OG0000181	Syat.g_02320	Prbj.g_01190
OG0000182	Syat.g_02319	Prbj.g_01191
OG0000183	Syat.g_02315	Prbj.g_01195
OG0000184	Syat.g_02704	Prbj.g_01943
OG0000185	Syat.g_02719	Prbj.g_01921
OG0000186	Syat.g_01463	Prbj.g_00558
OG0000187	Syat.g_01467	Prbj.g_00560
OG0000188	Syat.g_01489	Prbj.g_00581
OG0000189	Syat.g_01557	Prbj.g_00607
OG0000190	Syat.g_00330	Prbj.g_00609
OG0000191	Syat.g_03344, Syat.g_02939	Prbj.g_01557
OG0000192	Syat.g_02933	Prbj.g_01566
OG0000193	Syat.g_02897	Prbj.g_00542
OG0000194	Syat.g_02894	Prbj.g_00539
OG0000196	Syat.g_02867	Prbj.g_00526
OG0000197	Syat.g_02866	Prbj.g_00525
OG0000198	Syat.g_02865	Prbj.g_00524
OG0000199	Syat.g_02857	Prbj.g_00517
OG0000200	Syat.g_02840	Prbj.g_01138
OG0000201	Syat.g_02821	Prbj.g_01157
OG0000202	Syat.g_02820	Prbj.g_01158
OG0000203	Syat.g_02819	Prbj.g_01159
OG0000204	Syat.g_02818	Prbj.g_01160
OG0000205	Syat.g_02809	Prbj.g_01167
OG0000206	Syat.g_02785	Prbj.g_00288
OG0000207	Syat.g_02778	Prbj.g_00234
OG0000208	Syat.g_02777	Prbj.g_00235
OG0000209	Syat.g_02735	Prbj.g_00262
OG0000210	Syat.g_02734	Prbj.g_00263
OG0000211	Syat.g_01452	Prbj.g_00177
OG0000212	Syat.g_01442	Prbj.g_02615
OG0000213	Syat.g_01889	Prbj.g_01362
OG0000214	Syat.g_02042	Prbj.g_01389
OG0000215	Syat.g_02075	Prbj.g_01419
OG0000216	Syat.g_02079	Prbj.g_01422
OG0000217	Syat.g_02085	Prbj.g_01426
OG0000218	Syat.g_02087	Prbj.g_01430
OG0000219	Syat.g_02088	Prbj.g_01431
OG0000220	Syat.g_02089	Prbj.g_01432
OG0000221	Syat.g_02095	Prbj.g_01437
OG0000222	Syat.g_02109	Prbj.g_01446
OG0000223	Syat.g_02570	Prbj.g_01469
OG0000224	Syat.g_02139	Prbj.g_01480
OG0000225	Syat.g_01595	Prbj.g_00323
OG0000226	Syat.g_01588	Prbj.g_00319
OG0000228	Syat.g_02952	Prbj.g_00063
OG0000229	Syat.g_02970	Prbj.g_00100
OG0000230	Syat.g_02972	Prbj.g_00102
OG0000231	Syat.g_01283	Prbj.g_00117
OG0000232	Syat.g_01313	Prbj.g_01888
OG0000233	Syat.g_01407	Prbj.g_00148
OG0000234	Syat.g_01369	Prbj.g_00127
OG0000235	Syat.g_03169	Prbj.g_01631
OG0000236	Syat.g_03186	Prbj.g_01615
OG0000237	Syat.g_03214	Prbj.g_02094
OG0000238	Syat.g_03219	Prbj.g_02098
OG0000239	Syat.g_01105	Prbj.g_02114
OG0000240	Syat.g_01104	Prbj.g_02115
OG0000241	Syat.g_00111	Prbj.g_01116
OG0000242	Syat.g_01077	Prbj.g_02125
OG0000243	Syat.g_00092	Prbj.g_02668
OG0000244	Syat.g_00082	Prbj.g_01859
OG0000245	Syat.g_00080	Prbj.g_01862
OG0000246	Syat.g_00076	Prbj.g_01866
OG0000247	Syat.g_00065	Prbj.g_01877
OG0000248	Syat.g_00062	Prbj.g_01880
OG0000249	Syat.g_00060	Prbj.g_01882
OG0000250	Syat.g_00053	Prbj.g_01805
OG0000251	Syat.g_00027	Prbj.g_01781
OG0000252	Syat.g_00022	Prbj.g_01778
OG0000253	Syat.g_00021	Prbj.g_01772
OG0000254	Syat.g_03407	Prbj.g_01753
OG0000255	Syat.g_02405	Prbj.g_02546
OG0000256	Syat.g_03306	Prbj.g_02560
OG0000257	Syat.g_00109	Prbj.g_02566
OG0000258	Syat.g_00382	Prbj.g_02589
OG0000259	Syat.g_00342	Prbj.g_00812
OG0000260	Syat.g_00392	Prbj.g_00816
OG0000261	Syat.g_00400	Prbj.g_00819
OG0000262	Syat.g_00407	Prbj.g_00824
OG0000263	Syat.g_00200	Prbj.g_00248
OG0000266	Syat.g_00671	Prbj.g_02189
OG0000267	Syat.g_00636	Prbj.g_02315
OG0000268	Syat.g_00634	Prbj.g_02314
OG0000269	Syat.g_00474, Syat.g_00126	Prbj.g_02407
OG0000270	Syat.g_00477	Prbj.g_02410
OG0000271	Syat.g_00485	Prbj.g_02418
OG0000272	Syat.g_00486	Prbj.g_02419
OG0000273	Syat.g_00520	Prbj.g_02470
OG0000274	Syat.g_00521	Prbj.g_02471
OG0000275	Syat.g_00718	Prbj.g_02474
OG0000276	Syat.g_00725	Prbj.g_02480
OG0000277	Syat.g_00738	Prbj.g_02481
OG0000278	Syat.g_00741	Prbj.g_02484
OG0000279	Syat.g_00755	Prbj.g_02492
OG0000280	Syat.g_01669	Prbj.g_02498
OG0000281	Syat.g_00960	Prbj.g_02512
OG0000282	Syat.g_00431	Prbj.g_02342
OG0000283	Syat.g_00620	Prbj.g_02303
OG0000284	Syat.g_00614	Prbj.g_02297
OG0000285	Syat.g_00607	Prbj.g_00694
OG0000286	Syat.g_00579	Prbj.g_02269
OG0000287	Syat.g_00550	Prbj.g_00722
OG0000288	Syat.g_00709	Prbj.g_02214
OG0000289	Syat.g_00695	Prbj.g_02201
OG0000290	Syat.g_00805	Prbj.g_01841
OG0000292	Syat.g_02388	Prbj.g_02066
OG0000293	Syat.g_03241	Prbj.g_00958
OG0000294	Syat.g_03248	Prbj.g_00959
OG0000295	Syat.g_00297	Prbj.g_00304
OG0000296	Syat.g_00295	Prbj.g_00306, Prbj.g_00307
OG0000298	Syat.g_00225	Prbj.g_01914
OG0000299	Syat.g_00910	Prbj.g_01903
OG0000300	Syat.g_00904	Prbj.g_02155
OG0000301	Syat.g_00903	Prbj.g_02156
OG0000302	Syat.g_00901	Prbj.g_02159
OG0000303	Syat.g_00892	Prbj.g_00314
OG0000304	Syat.g_00885	Prbj.g_00020
OG0000305	Syat.g_00809	Prbj.g_01837
OG0000306	Syat.g_01704	Prbj.g_02521
OG0000307	Syat.g_01304	Prbj.g_01647
OG0000308	Syat.g_01306	Prbj.g_01649
OG0000309	Syat.g_01417	Prbj.g_01653
OG0000310	Syat.g_01246	Prbj.g_01294
OG0000311	Syat.g_01242	Prbj.g_01040
OG0000312	Syat.g_01237	Prbj.g_01044
OG0000313	Syat.g_01183	Prbj.g_01068
OG0000314	Syat.g_01341	Prbj.g_00646
OG0000315	Syat.g_01351	Prbj.g_00656
OG0000316	Syat.g_03082	Prbj.g_01699
OG0000317	Syat.g_03120	Prbj.g_00863
OG0000318	Syat.g_03125	Prbj.g_00856
OG0000319	Syat.g_03055	Prbj.g_00487
OG0000320	Syat.g_03053	Prbj.g_00485
OG0000321	Syat.g_03052	Prbj.g_00484
OG0000322	Syat.g_03051	Prbj.g_00483
OG0000323	Syat.g_03038	Prbj.g_00472
OG0000324	Syat.g_02998	Prbj.g_00443
OG0000325	Syat.g_01861	Prbj.g_02657
OG0000326	Syat.g_01854	Prbj.g_02649
OG0000327	Syat.g_01827	Prbj.g_01024
OG0000328	Syat.g_01826	Prbj.g_01023
OG0000329	Syat.g_01808	Prbj.g_01006
OG0000330	Syat.g_01807	Prbj.g_01005
OG0000331	Syat.g_01806	Prbj.g_01004
OG0000332	Syat.g_01790	Prbj.g_00989
OG0000333	Syat.g_01787	Prbj.g_00987
OG0000334	Syat.g_01657	Prbj.g_00410
OG0000335	Syat.g_01652	Prbj.g_00405
OG0000336	Syat.g_01648	Prbj.g_00401
OG0000337	Syat.g_02144	Prbj.g_01494
OG0000338	Syat.g_02146	Prbj.g_01498
OG0000339	Syat.g_02155, Syat.g_01055	Prbj.g_01504
OG0000340	Syat.g_02165	Prbj.g_01516
OG0000341	Syat.g_02167	Prbj.g_01518
OG0000342	Syat.g_02168	Prbj.g_01519
OG0000343	Syat.g_02185	Prbj.g_01576
OG0000344	Syat.g_02189	Prbj.g_01579
OG0000345	Syat.g_02202	Prbj.g_01594
OG0000346	Syat.g_02207	Prbj.g_01599
OG0000347	Syat.g_02234	Prbj.g_01280
OG0000348	Syat.g_02264	Prbj.g_01243
OG0000349	Syat.g_02291	Prbj.g_01219
OG0000350	Syat.g_01847	Prbj.g_01999
OG0000351	Syat.g_02411	Prbj.g_02047
OG0000352	Syat.g_02410	Prbj.g_02048
OG0000353	Syat.g_00955, Syat.g_02377	Prbj.g_02072
OG0000354	Syat.g_03225	Prbj.g_02104
OG0000354	Syat.g_02325	Prbj.g_01186
OG0000355	Syat.g_02375	Prbj.g_02074
OG0000356	Syat.g_02374	Prbj.g_02075
OG0000357	Syat.g_02373	Prbj.g_02076
OG0000358	Syat.g_02336	Prbj.g_02080
OG0000359	Syat.g_02334	Prbj.g_02082
OG0000360	Syat.g_02333	Prbj.g_02083
OG0000361	Syat.g_02332	Prbj.g_02084
OG0000362	Syat.g_02330	Prbj.g_02086
OG0000363	Syat.g_02328	Prbj.g_01182
OG0000364	Syat.g_03122	Prbj.g_01183
OG0000365	Syat.g_02318	Prbj.g_01192
OG0000366	Syat.g_02317	Prbj.g_01193
OG0000367	Syat.g_02316	Prbj.g_01194
OG0000368	Syat.g_02314	Prbj.g_01196
OG0000369	Syat.g_02313	Prbj.g_01197
OG0000370	Syat.g_02312	Prbj.g_01198
OG0000371	Syat.g_02304	Prbj.g_01207
OG0000372	Syat.g_02298	Prbj.g_01212
OG0000373	Syat.g_02297	Prbj.g_01213
OG0000374	Syat.g_02296	Prbj.g_01214
OG0000375	Syat.g_02295	Prbj.g_01215
OG0000376	Syat.g_02293	Prbj.g_01217
OG0000377	Syat.g_02695	Prbj.g_01950
OG0000378	Syat.g_02715	Prbj.g_01936
OG0000379	Syat.g_02720	Prbj.g_01920
OG0000380	Syat.g_01468	Prbj.g_00561
OG0000381	Syat.g_01470	Prbj.g_00565
OG0000382	Syat.g_01488	Prbj.g_00580
OG0000383	Syat.g_01521	Prbj.g_00582
OG0000384	Syat.g_01522	Prbj.g_00583
OG0000385	Syat.g_01523	Prbj.g_00584
OG0000386	Syat.g_01524	Prbj.g_00585
OG0000387	Syat.g_01561	Prbj.g_00611
OG0000388	Syat.g_01565	Prbj.g_00615
OG0000389	Syat.g_01569	Prbj.g_00619
OG0000390	Syat.g_02945	Prbj.g_01551
OG0000391	Syat.g_02940	Prbj.g_01556
OG0000392	Syat.g_02934	Prbj.g_01562
OG0000393	Syat.g_02931	Prbj.g_01567
OG0000394	Syat.g_02930	Prbj.g_01568
OG0000395	Syat.g_02929	Prbj.g_01569
OG0000396	Syat.g_02927	Prbj.g_01530
OG0000397	Syat.g_02925	Prbj.g_01532
OG0000398	Syat.g_02920	Prbj.g_01537
OG0000399	Syat.g_02919	Prbj.g_01538
OG0000400	Syat.g_02918	Prbj.g_01539
OG0000401	Syat.g_02917	Prbj.g_01540
OG0000402	Syat.g_02915	Prbj.g_01542
OG0000403	Syat.g_02914	Prbj.g_01543
OG0000404	Syat.g_02913	Prbj.g_01545
OG0000405	Syat.g_02900	Prbj.g_00545
OG0000406	Syat.g_02896	Prbj.g_00541
OG0000407	Syat.g_02895	Prbj.g_00540
OG0000408	Syat.g_02893	Prbj.g_00538
OG0000409	Syat.g_02891	Prbj.g_00536
OG0000410	Syat.g_02890	Prbj.g_00535
OG0000411	Syat.g_02889	Prbj.g_00534
OG0000412	Syat.g_02888	Prbj.g_00533
OG0000413	Syat.g_02886	Prbj.g_00531
OG0000414	Syat.g_02885	Prbj.g_00530
OG0000415	Syat.g_02884	Prbj.g_00529
OG0000416	Syat.g_02883	Prbj.g_00528
OG0000417	Syat.g_02868	Prbj.g_00527
OG0000418	Syat.g_02863	Prbj.g_00522
OG0000419	Syat.g_02861	Prbj.g_00520
OG0000420	Syat.g_02859	Prbj.g_00519
OG0000421	Syat.g_02855	Prbj.g_00515
OG0000422	Syat.g_02854	Prbj.g_00514
OG0000423	Syat.g_02853	Prbj.g_00513
OG0000424	Syat.g_02852	Prbj.g_00512
OG0000425	Syat.g_02851	Prbj.g_00511
OG0000426	Syat.g_02850	Prbj.g_00510
OG0000427	Syat.g_02849	Prbj.g_00509
OG0000428	Syat.g_02846	Prbj.g_02369
OG0000429	Syat.g_02843	Prbj.g_01135
OG0000430	Syat.g_02841	Prbj.g_01137
OG0000431	Syat.g_02838	Prbj.g_01141
OG0000432	Syat.g_02832	Prbj.g_01148
OG0000433	Syat.g_02829	Prbj.g_01151
OG0000434	Syat.g_02828	Prbj.g_01152
OG0000435	Syat.g_02824	Prbj.g_01155
OG0000436	Syat.g_02817	Prbj.g_01161
OG0000437	Syat.g_02558	Prbj.g_01162
OG0000438	Syat.g_02813	Prbj.g_01163
OG0000439	Syat.g_02811	Prbj.g_01165
OG0000440	Syat.g_02810	Prbj.g_01166
OG0000441	Syat.g_02807	Prbj.g_01173
OG0000442	Syat.g_02797	Prbj.g_01174
OG0000443	Syat.g_02787	Prbj.g_00289
OG0000444	Syat.g_02756	Prbj.g_00237
OG0000445	Syat.g_02755	Prbj.g_00238
OG0000446	Syat.g_02753	Prbj.g_00240
OG0000447	Syat.g_02749	Prbj.g_00250
OG0000448	Syat.g_02748	Prbj.g_00251
OG0000449	Syat.g_02747	Prbj.g_00252
OG0000450	Syat.g_02738	Prbj.g_00258
OG0000451	Syat.g_02737	Prbj.g_00259
OG0000452	Syat.g_02732	Prbj.g_00264
OG0000453	Syat.g_02731	Prbj.g_00265
OG0000454	Syat.g_02730	Prbj.g_00266
OG0000455	Syat.g_02729	Prbj.g_00267
OG0000456	Syat.g_02728	Prbj.g_00268
OG0000457	Syat.g_02726	Prbj.g_00270
OG0000458	Syat.g_02725	Prbj.g_00271
OG0000459	Syat.g_02724	Prbj.g_00272
OG0000460	Syat.g_01450	Prbj.g_00176
OG0000461	Syat.g_01866	Prbj.g_02661
OG0000462	Syat.g_01868	Prbj.g_01341
OG0000463	Syat.g_01869	Prbj.g_01342
OG0000464	Syat.g_01870	Prbj.g_01343
OG0000465	Syat.g_01872	Prbj.g_01345
OG0000466	Syat.g_01877	Prbj.g_01350
OG0000467	Syat.g_01878	Prbj.g_01352
OG0000468	Syat.g_01884	Prbj.g_01359
OG0000469	Syat.g_02000	Prbj.g_01372
OG0000470	Syat.g_02038	Prbj.g_01385
OG0000471	Syat.g_02039	Prbj.g_01386
OG0000472	Syat.g_02041	Prbj.g_01388
OG0000473	Syat.g_02043	Prbj.g_01390
OG0000474	Syat.g_02044	Prbj.g_01391
OG0000475	Syat.g_02045	Prbj.g_01392
OG0000476	Syat.g_02047	Prbj.g_01394
OG0000477	Syat.g_02053	Prbj.g_01399
OG0000478	Syat.g_02054	Prbj.g_01400
OG0000479	Syat.g_02056	Prbj.g_01401
OG0000480	Syat.g_02063	Prbj.g_01408
OG0000481	Syat.g_02066	Prbj.g_01410
OG0000482	Syat.g_02067	Prbj.g_01411
OG0000483	Syat.g_02071	Prbj.g_01415
OG0000484	Syat.g_02072	Prbj.g_01416
OG0000485	Syat.g_02073	Prbj.g_01417
OG0000486	Syat.g_02074	Prbj.g_01418
OG0000487	Syat.g_02080	Prbj.g_01423
OG0000488	Syat.g_02086	Prbj.g_01427
OG0000489	Syat.g_02097	Prbj.g_01438
OG0000490	Syat.g_02106	Prbj.g_01444
OG0000491	Syat.g_02107	Prbj.g_01445
OG0000492	Syat.g_02110	Prbj.g_01448
OG0000493	Syat.g_02111	Prbj.g_01449
OG0000494	Syat.g_02112	Prbj.g_01450
OG0000495	Syat.g_02120	Prbj.g_01451
OG0000496	Syat.g_02121	Prbj.g_01452
OG0000497	Syat.g_02122	Prbj.g_01453
OG0000498	Syat.g_02123	Prbj.g_01454
OG0000499	Syat.g_02124	Prbj.g_01455
OG0000500	Syat.g_02125	Prbj.g_01456
OG0000501	Syat.g_02128	Prbj.g_01459
OG0000502	Syat.g_02135	Prbj.g_01471
OG0000503	Syat.g_01614	Prbj.g_00341
OG0000504	Syat.g_01612	Prbj.g_00339
OG0000505	Syat.g_01611	Prbj.g_00338
OG0000506	Syat.g_01609	Prbj.g_00336
OG0000507	Syat.g_01603	Prbj.g_00331
OG0000508	Syat.g_01596	Prbj.g_00324
OG0000509	Syat.g_01591	Prbj.g_00322
OG0000510	Syat.g_01590	Prbj.g_00321
OG0000511	Syat.g_01589	Prbj.g_00320
OG0000512	Syat.g_01587	Prbj.g_00318
OG0000513	Syat.g_02957	Prbj.g_00068
OG0000514	Syat.g_02962	Prbj.g_00076
OG0000515	Syat.g_02963	Prbj.g_00077
OG0000516	Syat.g_02965	Prbj.g_00089
OG0000517	Syat.g_02969	Prbj.g_00099
OG0000518	Syat.g_01286	Prbj.g_00111
OG0000519	Syat.g_01285	Prbj.g_00112
OG0000520	Syat.g_01284	Prbj.g_00113
OG0000521	Syat.g_01319	Prbj.g_01894
OG0000522	Syat.g_01317	Prbj.g_01892
OG0000523	Syat.g_01316	Prbj.g_01891
OG0000524	Syat.g_01409	Prbj.g_00152
OG0000525	Syat.g_01382	Prbj.g_00136
OG0000526	Syat.g_01380	Prbj.g_00134
OG0000527	Syat.g_01373	Prbj.g_00130
OG0000528	Syat.g_03167	Prbj.g_01635
OG0000529	Syat.g_03171	Prbj.g_01629
OG0000530	Syat.g_03174	Prbj.g_01626
OG0000531	Syat.g_03175	Prbj.g_01625
OG0000532	Syat.g_03178	Prbj.g_01622
OG0000533	Syat.g_03180	Prbj.g_01620
OG0000534	Syat.g_03181	Prbj.g_01619
OG0000535	Syat.g_03182	Prbj.g_01618
OG0000536	Syat.g_03183	Prbj.g_01617
OG0000537	Syat.g_03185	Prbj.g_01616
OG0000538	Syat.g_03204	Prbj.g_01605
OG0000539	Syat.g_03206	Prbj.g_02088
OG0000540	Syat.g_03207	Prbj.g_02089
OG0000541	Syat.g_03208	Prbj.g_02090
OG0000542	Syat.g_03213	Prbj.g_02093
OG0000543	Syat.g_03215	Prbj.g_02095
OG0000544	Syat.g_03216	Prbj.g_02096
OG0000545	Syat.g_03218	Prbj.g_02097
OG0000546	Syat.g_03220	Prbj.g_02099
OG0000547	Syat.g_03222	Prbj.g_02101
OG0000548	Syat.g_03223	Prbj.g_02102
OG0000549	Syat.g_01795	Prbj.g_02108
OG0000550	Syat.g_01107	Prbj.g_02113
OG0000551	Syat.g_01103	Prbj.g_02117
OG0000552	Syat.g_01102	Prbj.g_02118
OG0000553	Syat.g_01098	Prbj.g_02123
OG0000554	Syat.g_03271	Prbj.g_02128
OG0000555	Syat.g_00093	Prbj.g_02146
OG0000556	Syat.g_00088	Prbj.g_02666
OG0000557	Syat.g_00083	Prbj.g_01858
OG0000558	Syat.g_00081	Prbj.g_01861
OG0000559	Syat.g_00077	Prbj.g_01865
OG0000560	Syat.g_00074	Prbj.g_01868
OG0000561	Syat.g_00073	Prbj.g_01869
OG0000562	Syat.g_00072	Prbj.g_01870
OG0000563	Syat.g_00071	Prbj.g_01871
OG0000564	Syat.g_00070	Prbj.g_01872
OG0000565	Syat.g_00067	Prbj.g_01875
OG0000566	Syat.g_00063	Prbj.g_01879
OG0000567	Syat.g_00059	Prbj.g_01883
OG0000568	Syat.g_00057	Prbj.g_01885
OG0000569	Syat.g_00056	Prbj.g_01807
OG0000570	Syat.g_00055	Prbj.g_01806
OG0000571	Syat.g_00052	Prbj.g_01803
OG0000572	Syat.g_00033	Prbj.g_01787
OG0000573	Syat.g_00024	Prbj.g_01780
OG0000574	Syat.g_00023	Prbj.g_01779
OG0000575	Syat.g_00018	Prbj.g_01770
OG0000576	Syat.g_00014	Prbj.g_01768
OG0000577	Syat.g_00013	Prbj.g_01767
OG0000578	Syat.g_00012	Prbj.g_01766
