Orthogroup	Syat	Syaj
OG0000079	Syat.g_01879	Syaj.g_02609
OG0000080	Syat.g_02420	Syaj.g_02022, Syaj.g_02368
OG0000081	Syat.g_00980	Syaj.g_02888
OG0000082	Syat.g_00035	Syaj.g_00229
OG0000085	Syat.g_03113	Syaj.g_01707
OG0000086	Syat.g_01531, Syat.g_00798, Syat.g_00635	Syaj.g_01848
OG0000087	Syat.g_02912	Syaj.g_01945
OG0000088	Syat.g_02862	Syaj.g_01986
OG0000089	Syat.g_02953	Syaj.g_02829, Syaj.g_01915
OG0000090	Syat.g_03270	Syaj.g_00144
OG0000091	Syat.g_00939, Syat.g_00862	Syaj.g_01275
OG0000092	Syat.g_00825	Syaj.g_00339
OG0000094	Syat.g_00698	Syaj.g_00804
OG0000095	Syat.g_00808	Syaj.g_00427
OG0000098	Syat.g_03281	Syaj.g_02671
OG0000099	Syat.g_02130	Syaj.g_02503
OG0000100	Syat.g_00517	Syaj.g_00987
OG0000102	Syat.g_00974	Syaj.g_02411
OG0000104	Syat.g_02385	Syaj.g_02258
OG0000105	Syat.g_02052	Syaj.g_02573
OG0000106	Syat.g_00957	Syaj.g_01130
OG0000107	Syat.g_01862	Syaj.g_02637
OG0000108	Syat.g_03170	Syaj.g_00072
OG0000110	Syat.g_00049	Syaj.g_00215
OG0000111	Syat.g_00816	Syaj.g_00437
OG0000112	Syat.g_00593	Syaj.g_00907
OG0000113	Syat.g_00509	Syaj.g_00992
OG0000114	Syat.g_00426	Syaj.g_00741
OG0000115	Syat.g_01328	Syaj.g_01402
OG0000116	Syat.g_02641	Syaj.g_00289
OG0000117	Syat.g_00224	Syaj.g_00637
OG0000118	Syat.g_01168	Syaj.g_00267
OG0000119	Syat.g_00309	Syaj.g_00317
OG0000120	Syat.g_02132	Syaj.g_02502
OG0000121	Syat.g_01223	Syaj.g_01383
OG0000123	Syat.g_01653	Syaj.g_02745
OG0000124	Syat.g_02231	Syaj.g_02388
OG0000125	Syat.g_02684	Syaj.g_02117
OG0000126	Syat.g_00976	Syaj.g_02256
OG0000127	Syat.g_00175	Syaj.g_00036
OG0000128	Syat.g_02331	Syaj.g_02274
OG0000129	Syat.g_02693, Syat.g_02694	Syaj.g_02106
OG0000130	Syat.g_01469	Syaj.g_01818
OG0000131	Syat.g_02898	Syaj.g_01964
OG0000132	Syat.g_02864	Syaj.g_01984, Syaj.g_00688
OG0000133	Syat.g_00588	Syaj.g_00902
OG0000134	Syat.g_02956	Syaj.g_02832
OG0000135	Syat.g_02501	Syaj.g_02167
OG0000136	Syat.g_01292	Syaj.g_01550
OG0000137	Syat.g_01371	Syaj.g_01444
OG0000138	Syat.g_03188	Syaj.g_02631, Syaj.g_00088
OG0000140	Syat.g_03280	Syaj.g_00153
OG0000141	Syat.g_03398	Syaj.g_01340
OG0000142	Syat.g_00117	Syaj.g_01283
OG0000143	Syat.g_00130	Syaj.g_01279
OG0000144	Syat.g_00369	Syaj.g_01151
OG0000145	Syat.g_03202	Syaj.g_00094
OG0000146	Syat.g_00594	Syaj.g_00908
OG0000147	Syat.g_00595	Syaj.g_00909
OG0000148	Syat.g_00503	Syaj.g_01003, Syaj.g_01002
OG0000149	Syat.g_00747	Syaj.g_00369
OG0000150	Syat.g_03399	Syaj.g_01339, Syaj.g_00154
OG0000151	Syat.g_00801, Syat.g_00440	Syaj.g_01074
OG0000152	Syat.g_00578	Syaj.g_00898
OG0000153	Syat.g_00542	Syaj.g_00842
OG0000154	Syat.g_00708	Syaj.g_00814
OG0000155	Syat.g_00287	Syaj.g_00338
OG0000156	Syat.g_03228	Syaj.g_00282
OG0000157	Syat.g_02012, Syat.g_03227	Syaj.g_00281
OG0000158	Syat.g_02163	Syaj.g_02445
OG0000160	Syat.g_01224	Syaj.g_01382
OG0000161	Syat.g_01180	Syaj.g_01389
OG0000162	Syat.g_01281	Syaj.g_01395
OG0000163	Syat.g_02979	Syaj.g_01639
OG0000165	Syat.g_03033	Syaj.g_01582
OG0000166	Syat.g_01822	Syaj.g_02698
OG0000167	Syat.g_02148	Syaj.g_02460
OG0000168	Syat.g_02164	Syaj.g_02444
OG0000169	Syat.g_02192	Syaj.g_02431, Syaj.g_02429
OG0000170	Syat.g_02201	Syaj.g_02422
OG0000171	Syat.g_02230	Syaj.g_02389
OG0000172	Syat.g_02260	Syaj.g_02365
OG0000173	Syat.g_02284	Syaj.g_02321
OG0000174	Syat.g_02504	Syaj.g_02169
OG0000175	Syat.g_02416	Syaj.g_02229
OG0000176	Syat.g_02372	Syaj.g_02266
OG0000177	Syat.g_02338	Syaj.g_02267
OG0000178	Syat.g_02337	Syaj.g_02268
OG0000179	Syat.g_02322	Syaj.g_02283
OG0000180	Syat.g_02321	Syaj.g_02284
OG0000181	Syat.g_02320	Syaj.g_02285
OG0000182	Syat.g_02319	Syaj.g_02286
OG0000183	Syat.g_02315	Syaj.g_02290
OG0000184	Syat.g_02704	Syaj.g_02098
OG0000185	Syat.g_02719	Syaj.g_02087
OG0000186	Syat.g_01463	Syaj.g_01812
OG0000187	Syat.g_01467	Syaj.g_01814
OG0000188	Syat.g_01489	Syaj.g_01837
OG0000189	Syat.g_01557	Syaj.g_01874
OG0000190	Syat.g_00330	Syaj.g_01876
OG0000191	Syat.g_03344, Syat.g_02939	Syaj.g_01910
OG0000192	Syat.g_02933	Syaj.g_01919
OG0000193	Syat.g_02897	Syaj.g_01965
OG0000194	Syat.g_02894	Syaj.g_01968
OG0000196	Syat.g_02867	Syaj.g_01981
OG0000197	Syat.g_02866	Syaj.g_01982
OG0000198	Syat.g_02865	Syaj.g_01983
OG0000199	Syat.g_02857	Syaj.g_01991
OG0000200	Syat.g_02840	Syaj.g_02008
OG0000201	Syat.g_02821	Syaj.g_02024
OG0000202	Syat.g_02820	Syaj.g_02025
OG0000203	Syat.g_02819	Syaj.g_02026
OG0000204	Syat.g_02818	Syaj.g_02027
OG0000205	Syat.g_02809	Syaj.g_02035
OG0000206	Syat.g_02785	Syaj.g_02043
OG0000207	Syat.g_02778	Syaj.g_02045
OG0000208	Syat.g_02777	Syaj.g_02046
OG0000209	Syat.g_02735	Syaj.g_02070
OG0000210	Syat.g_02734	Syaj.g_02071
OG0000211	Syat.g_01452	Syaj.g_02856
OG0000212	Syat.g_01442	Syaj.g_02881
OG0000213	Syat.g_01889	Syaj.g_02601
OG0000214	Syat.g_02042	Syaj.g_02582
OG0000215	Syat.g_02075	Syaj.g_02551
OG0000216	Syat.g_02079	Syaj.g_02547
OG0000217	Syat.g_02085	Syaj.g_02543
OG0000218	Syat.g_02087	Syaj.g_02541
OG0000219	Syat.g_02088	Syaj.g_02540
OG0000220	Syat.g_02089	Syaj.g_02539
OG0000221	Syat.g_02095	Syaj.g_02530
OG0000222	Syat.g_02109	Syaj.g_02516
OG0000223	Syat.g_02570	Syaj.g_02494
OG0000224	Syat.g_02139	Syaj.g_02487
OG0000225	Syat.g_01595	Syaj.g_02821
OG0000226	Syat.g_01588	Syaj.g_02825
OG0000228	Syat.g_02952	Syaj.g_02828
OG0000229	Syat.g_02970	Syaj.g_01555
OG0000230	Syat.g_02972	Syaj.g_01553
OG0000232	Syat.g_01313	Syaj.g_01497
OG0000233	Syat.g_01407	Syaj.g_01481
OG0000234	Syat.g_01369	Syaj.g_01442
OG0000235	Syat.g_03169	Syaj.g_00071
OG0000236	Syat.g_03186	Syaj.g_00086
OG0000237	Syat.g_03214	Syaj.g_00103
OG0000238	Syat.g_03219	Syaj.g_00108
OG0000239	Syat.g_01105	Syaj.g_00125
OG0000240	Syat.g_01104	Syaj.g_00126
OG0000241	Syat.g_00111	Syaj.g_01291
OG0000242	Syat.g_01077	Syaj.g_00142
OG0000243	Syat.g_00092	Syaj.g_00164
OG0000244	Syat.g_00082	Syaj.g_00180
OG0000245	Syat.g_00080	Syaj.g_00182
OG0000246	Syat.g_00076	Syaj.g_00186
OG0000247	Syat.g_00065	Syaj.g_00197
OG0000248	Syat.g_00062	Syaj.g_00200
OG0000249	Syat.g_00060	Syaj.g_00202
OG0000250	Syat.g_00053	Syaj.g_00211
OG0000251	Syat.g_00027	Syaj.g_00237
OG0000252	Syat.g_00022	Syaj.g_00243
OG0000253	Syat.g_00021	Syaj.g_00245
OG0000254	Syat.g_03407	Syaj.g_01335
OG0000255	Syat.g_02405	Syaj.g_01315
OG0000256	Syat.g_03306	Syaj.g_01297
OG0000257	Syat.g_00109	Syaj.g_01292
OG0000258	Syat.g_00382	Syaj.g_01274
OG0000259	Syat.g_00342	Syaj.g_00707
OG0000260	Syat.g_00392	Syaj.g_00712
OG0000261	Syat.g_00400	Syaj.g_00715
OG0000262	Syat.g_00407	Syaj.g_00720
OG0000263	Syat.g_00200	Syaj.g_00605
OG0000266	Syat.g_00671	Syaj.g_00946
OG0000267	Syat.g_00636	Syaj.g_00770
OG0000268	Syat.g_00634	Syaj.g_00771
OG0000269	Syat.g_00474, Syat.g_00126	Syaj.g_01031
OG0000270	Syat.g_00477	Syaj.g_01025
OG0000271	Syat.g_00485	Syaj.g_01017
OG0000272	Syat.g_00486	Syaj.g_01016
OG0000273	Syat.g_00520	Syaj.g_00389
OG0000274	Syat.g_00521	Syaj.g_00388
OG0000275	Syat.g_00718	Syaj.g_00384
OG0000276	Syat.g_00725	Syaj.g_00377
OG0000278	Syat.g_00741	Syaj.g_00373
OG0000279	Syat.g_00755	Syaj.g_00357
OG0000280	Syat.g_01669	Syaj.g_00348
OG0000281	Syat.g_00960	Syaj.g_02670
OG0000282	Syat.g_00431	Syaj.g_00743
OG0000283	Syat.g_00620	Syaj.g_00790
OG0000284	Syat.g_00614	Syaj.g_00930
OG0000285	Syat.g_00607	Syaj.g_00917
OG0000286	Syat.g_00579	Syaj.g_00899
OG0000287	Syat.g_00550	Syaj.g_00849
OG0000288	Syat.g_00709	Syaj.g_00815
OG0000289	Syat.g_00695	Syaj.g_00800
OG0000290	Syat.g_00805	Syaj.g_00424
OG0000292	Syat.g_02388	Syaj.g_02255
OG0000293	Syat.g_03241	Syaj.g_00290
OG0000295	Syat.g_00297	Syaj.g_00330
OG0000296	Syat.g_00295	Syaj.g_00332
OG0000299	Syat.g_00910	Syaj.g_00592
OG0000300	Syat.g_00904	Syaj.g_00586
OG0000301	Syat.g_00903	Syaj.g_00585
OG0000302	Syat.g_00901	Syaj.g_00582
OG0000303	Syat.g_00892	Syaj.g_00572
OG0000304	Syat.g_00885	Syaj.g_00566
OG0000305	Syat.g_00809	Syaj.g_00429
OG0000306	Syat.g_01704	Syaj.g_01126
OG0000307	Syat.g_01304	Syaj.g_00051
OG0000308	Syat.g_01306	Syaj.g_00049
OG0000309	Syat.g_01417	Syaj.g_00044
OG0000310	Syat.g_01246	Syaj.g_01358
OG0000311	Syat.g_01242	Syaj.g_01362
OG0000312	Syat.g_01237	Syaj.g_01368
OG0000313	Syat.g_01183	Syaj.g_01386
OG0000314	Syat.g_01341	Syaj.g_01420
OG0000315	Syat.g_01351	Syaj.g_01430
OG0000316	Syat.g_03082	Syaj.g_01664
OG0000317	Syat.g_03120	Syaj.g_01715
OG0000318	Syat.g_03125	Syaj.g_01722
OG0000319	Syat.g_03055	Syaj.g_01741
OG0000320	Syat.g_03053	Syaj.g_01743
OG0000321	Syat.g_03052	Syaj.g_01744
OG0000322	Syat.g_03051	Syaj.g_01745
OG0000323	Syat.g_03038	Syaj.g_01760
OG0000324	Syat.g_02998	Syaj.g_01609
OG0000325	Syat.g_01861	Syaj.g_02638
OG0000327	Syat.g_01827	Syaj.g_02693
OG0000328	Syat.g_01826	Syaj.g_02694
OG0000329	Syat.g_01808	Syaj.g_02712
OG0000330	Syat.g_01807	Syaj.g_02713
OG0000331	Syat.g_01806	Syaj.g_02714
OG0000333	Syat.g_01787	Syaj.g_02732
OG0000334	Syat.g_01657	Syaj.g_02741
OG0000335	Syat.g_01652	Syaj.g_02746
OG0000336	Syat.g_01648	Syaj.g_02750
OG0000337	Syat.g_02144	Syaj.g_02466
OG0000338	Syat.g_02146	Syaj.g_02462
OG0000339	Syat.g_02155, Syat.g_01055	Syaj.g_02455
OG0000340	Syat.g_02165	Syaj.g_02443
OG0000341	Syat.g_02167	Syaj.g_02441
OG0000342	Syat.g_02168	Syaj.g_02440
OG0000343	Syat.g_02185	Syaj.g_02437
OG0000344	Syat.g_02189	Syaj.g_02433
OG0000345	Syat.g_02202	Syaj.g_02421
OG0000346	Syat.g_02207	Syaj.g_02416
OG0000347	Syat.g_02234	Syaj.g_02383
OG0000348	Syat.g_02264	Syaj.g_02333
OG0000349	Syat.g_02291	Syaj.g_02314
OG0000350	Syat.g_01847	Syaj.g_02652
OG0000351	Syat.g_02411	Syaj.g_02234
OG0000352	Syat.g_02410	Syaj.g_02235
OG0000353	Syat.g_00955, Syat.g_02377	Syaj.g_02261
OG0000354	Syat.g_03225	Syaj.g_00114
OG0000354	Syat.g_02325	Syaj.g_02281
OG0000355	Syat.g_02375	Syaj.g_02263
OG0000356	Syat.g_02374	Syaj.g_02264
OG0000357	Syat.g_02373	Syaj.g_02265
OG0000358	Syat.g_02336	Syaj.g_02269
OG0000359	Syat.g_02334	Syaj.g_02271
OG0000360	Syat.g_02333	Syaj.g_02272
OG0000361	Syat.g_02332	Syaj.g_02273
OG0000362	Syat.g_02330	Syaj.g_02275
OG0000363	Syat.g_02328	Syaj.g_02277
OG0000364	Syat.g_03122	Syaj.g_02278
OG0000365	Syat.g_02318	Syaj.g_02287
OG0000366	Syat.g_02317	Syaj.g_02288
OG0000367	Syat.g_02316	Syaj.g_02289
OG0000368	Syat.g_02314	Syaj.g_02291
OG0000369	Syat.g_02313	Syaj.g_02292
OG0000370	Syat.g_02312	Syaj.g_02293
OG0000371	Syat.g_02304	Syaj.g_02301
OG0000372	Syat.g_02298	Syaj.g_02307
OG0000373	Syat.g_02297	Syaj.g_02308
OG0000374	Syat.g_02296	Syaj.g_02309
OG0000375	Syat.g_02295	Syaj.g_02310
OG0000376	Syat.g_02293	Syaj.g_02312
OG0000377	Syat.g_02695	Syaj.g_02105
OG0000378	Syat.g_02715	Syaj.g_02091
OG0000379	Syat.g_02720	Syaj.g_02086
OG0000380	Syat.g_01468	Syaj.g_01815
OG0000381	Syat.g_01470	Syaj.g_01819
OG0000382	Syat.g_01488	Syaj.g_01836
OG0000383	Syat.g_01521	Syaj.g_01839
OG0000384	Syat.g_01522	Syaj.g_01840
OG0000385	Syat.g_01523	Syaj.g_01841
OG0000386	Syat.g_01524	Syaj.g_01842
OG0000387	Syat.g_01561	Syaj.g_01878
OG0000388	Syat.g_01565	Syaj.g_01882
OG0000389	Syat.g_01569	Syaj.g_01886
OG0000390	Syat.g_02945	Syaj.g_01904
OG0000391	Syat.g_02940	Syaj.g_01909
OG0000392	Syat.g_02934	Syaj.g_01918
OG0000393	Syat.g_02931	Syaj.g_01922
OG0000394	Syat.g_02930	Syaj.g_01923
OG0000395	Syat.g_02929	Syaj.g_01924
OG0000396	Syat.g_02927	Syaj.g_01928
OG0000397	Syat.g_02925	Syaj.g_01930
OG0000398	Syat.g_02920	Syaj.g_01935
OG0000399	Syat.g_02919	Syaj.g_01936
OG0000400	Syat.g_02918	Syaj.g_01937
OG0000401	Syat.g_02917	Syaj.g_01938
OG0000402	Syat.g_02915	Syaj.g_01940
OG0000403	Syat.g_02914	Syaj.g_01941
OG0000404	Syat.g_02913	Syaj.g_01943
OG0000405	Syat.g_02900	Syaj.g_01961
OG0000406	Syat.g_02896	Syaj.g_01966
OG0000407	Syat.g_02895	Syaj.g_01967
OG0000408	Syat.g_02893	Syaj.g_01970
OG0000409	Syat.g_02891	Syaj.g_01972
OG0000410	Syat.g_02890	Syaj.g_01973
OG0000411	Syat.g_02889	Syaj.g_01974
OG0000412	Syat.g_02888	Syaj.g_01975
OG0000413	Syat.g_02886	Syaj.g_01977
OG0000415	Syat.g_02884	Syaj.g_01978
OG0000416	Syat.g_02883	Syaj.g_01979
OG0000417	Syat.g_02868	Syaj.g_01980
OG0000418	Syat.g_02863	Syaj.g_01985
OG0000419	Syat.g_02861	Syaj.g_01987
OG0000420	Syat.g_02859	Syaj.g_01989
OG0000421	Syat.g_02855	Syaj.g_01994
OG0000422	Syat.g_02854	Syaj.g_01995
OG0000423	Syat.g_02853	Syaj.g_01996
OG0000424	Syat.g_02852	Syaj.g_01997
OG0000425	Syat.g_02851	Syaj.g_01998
OG0000426	Syat.g_02850	Syaj.g_01999
OG0000427	Syat.g_02849	Syaj.g_02000
OG0000428	Syat.g_02846	Syaj.g_02003
OG0000429	Syat.g_02843	Syaj.g_02005
OG0000430	Syat.g_02841	Syaj.g_02007
OG0000431	Syat.g_02838	Syaj.g_02010
OG0000432	Syat.g_02832	Syaj.g_02017
OG0000433	Syat.g_02829	Syaj.g_02020
OG0000434	Syat.g_02828	Syaj.g_02021
OG0000435	Syat.g_02824	Syaj.g_02023
OG0000436	Syat.g_02817	Syaj.g_02029
OG0000437	Syat.g_02558	Syaj.g_02030
OG0000438	Syat.g_02813	Syaj.g_02031
OG0000439	Syat.g_02811	Syaj.g_02033
OG0000440	Syat.g_02810	Syaj.g_02034
OG0000441	Syat.g_02807	Syaj.g_02038
OG0000442	Syat.g_02797	Syaj.g_02039
OG0000443	Syat.g_02787	Syaj.g_02040
OG0000444	Syat.g_02756	Syaj.g_02052
OG0000445	Syat.g_02755	Syaj.g_02053
OG0000446	Syat.g_02753	Syaj.g_02055
OG0000447	Syat.g_02749	Syaj.g_02058
OG0000448	Syat.g_02748	Syaj.g_02059
OG0000449	Syat.g_02747	Syaj.g_02060
OG0000450	Syat.g_02738	Syaj.g_02067
OG0000451	Syat.g_02737	Syaj.g_02068
OG0000452	Syat.g_02732	Syaj.g_02072
OG0000453	Syat.g_02731	Syaj.g_02073
OG0000454	Syat.g_02730	Syaj.g_02074
OG0000455	Syat.g_02729	Syaj.g_02075
OG0000456	Syat.g_02728	Syaj.g_02076
OG0000457	Syat.g_02726	Syaj.g_02078
OG0000458	Syat.g_02725	Syaj.g_02079
OG0000459	Syat.g_02724	Syaj.g_02080
OG0000460	Syat.g_01450	Syaj.g_02858
OG0000461	Syat.g_01866	Syaj.g_02623
OG0000462	Syat.g_01868	Syaj.g_02620
OG0000463	Syat.g_01869	Syaj.g_02619
OG0000464	Syat.g_01870	Syaj.g_02618
OG0000465	Syat.g_01872	Syaj.g_02617
OG0000466	Syat.g_01877	Syaj.g_02612
OG0000467	Syat.g_01878	Syaj.g_02610
OG0000468	Syat.g_01884	Syaj.g_02605
OG0000469	Syat.g_02000	Syaj.g_02590
OG0000470	Syat.g_02038	Syaj.g_02586
OG0000471	Syat.g_02039	Syaj.g_02585
OG0000472	Syat.g_02041	Syaj.g_02583
OG0000473	Syat.g_02043	Syaj.g_02581
OG0000474	Syat.g_02044	Syaj.g_02580
OG0000475	Syat.g_02045	Syaj.g_02579
OG0000476	Syat.g_02047	Syaj.g_02577
OG0000477	Syat.g_02053	Syaj.g_02571
OG0000478	Syat.g_02054	Syaj.g_02570
OG0000479	Syat.g_02056	Syaj.g_02569
OG0000480	Syat.g_02063	Syaj.g_02562
OG0000481	Syat.g_02066	Syaj.g_02560
OG0000482	Syat.g_02067	Syaj.g_02559
OG0000483	Syat.g_02071	Syaj.g_02555
OG0000484	Syat.g_02072	Syaj.g_02554
OG0000485	Syat.g_02073	Syaj.g_02553
OG0000486	Syat.g_02074	Syaj.g_02552
OG0000487	Syat.g_02080	Syaj.g_02546
OG0000488	Syat.g_02086	Syaj.g_02542
OG0000489	Syat.g_02097	Syaj.g_02529
OG0000490	Syat.g_02106	Syaj.g_02519
OG0000491	Syat.g_02107	Syaj.g_02517
OG0000492	Syat.g_02110	Syaj.g_02515
OG0000493	Syat.g_02111	Syaj.g_02514
OG0000494	Syat.g_02112	Syaj.g_02513
OG0000495	Syat.g_02120	Syaj.g_02512
OG0000496	Syat.g_02121	Syaj.g_02511
OG0000497	Syat.g_02122	Syaj.g_02510
OG0000498	Syat.g_02123	Syaj.g_02509
OG0000499	Syat.g_02124	Syaj.g_02508
OG0000500	Syat.g_02125	Syaj.g_02507
OG0000501	Syat.g_02128	Syaj.g_02504
OG0000502	Syat.g_02135	Syaj.g_02492
OG0000503	Syat.g_01614	Syaj.g_02805
OG0000504	Syat.g_01612	Syaj.g_02807
OG0000505	Syat.g_01611	Syaj.g_02808
OG0000506	Syat.g_01609	Syaj.g_02810
OG0000507	Syat.g_01603	Syaj.g_02816
OG0000508	Syat.g_01596	Syaj.g_02820
OG0000509	Syat.g_01591	Syaj.g_02822
OG0000510	Syat.g_01590	Syaj.g_02823
OG0000511	Syat.g_01589	Syaj.g_02824
OG0000512	Syat.g_01587	Syaj.g_02826
OG0000513	Syat.g_02957	Syaj.g_02833
OG0000514	Syat.g_02962	Syaj.g_02839
OG0000515	Syat.g_02963	Syaj.g_02840
OG0000516	Syat.g_02965	Syaj.g_01561
OG0000517	Syat.g_02969	Syaj.g_01556
OG0000518	Syat.g_01286	Syaj.g_01544
OG0000519	Syat.g_01285	Syaj.g_01543
OG0000520	Syat.g_01284	Syaj.g_01542
OG0000521	Syat.g_01319	Syaj.g_00271
OG0000522	Syat.g_01317	Syaj.g_00273
OG0000523	Syat.g_01316	Syaj.g_00274
OG0000524	Syat.g_01409	Syaj.g_01485
OG0000525	Syat.g_01382	Syaj.g_01454
OG0000526	Syat.g_01380	Syaj.g_01451
OG0000527	Syat.g_01373	Syaj.g_01446
OG0000528	Syat.g_03167	Syaj.g_00065
OG0000529	Syat.g_03171	Syaj.g_00073
OG0000530	Syat.g_03174	Syaj.g_00076
OG0000531	Syat.g_03175	Syaj.g_00077
OG0000532	Syat.g_03178	Syaj.g_00080
OG0000533	Syat.g_03180	Syaj.g_00081
OG0000534	Syat.g_03181	Syaj.g_00082
OG0000535	Syat.g_03182	Syaj.g_00083
OG0000536	Syat.g_03183	Syaj.g_00084
OG0000537	Syat.g_03185	Syaj.g_00085
OG0000538	Syat.g_03204	Syaj.g_00096
OG0000539	Syat.g_03206	Syaj.g_00097
OG0000540	Syat.g_03207	Syaj.g_00098
OG0000541	Syat.g_03208	Syaj.g_00099
OG0000542	Syat.g_03213	Syaj.g_00102
OG0000543	Syat.g_03215	Syaj.g_00104
OG0000544	Syat.g_03216	Syaj.g_00105
OG0000545	Syat.g_03218	Syaj.g_00107
OG0000546	Syat.g_03220	Syaj.g_00109
OG0000547	Syat.g_03222	Syaj.g_00111
OG0000548	Syat.g_03223	Syaj.g_00112
OG0000549	Syat.g_01795	Syaj.g_00118
OG0000550	Syat.g_01107	Syaj.g_00123
OG0000551	Syat.g_01103	Syaj.g_00128
OG0000552	Syat.g_01102	Syaj.g_00129
OG0000553	Syat.g_01098	Syaj.g_00133
OG0000554	Syat.g_03271	Syaj.g_00145
OG0000555	Syat.g_00093	Syaj.g_00163
OG0000556	Syat.g_00088	Syaj.g_00167
OG0000557	Syat.g_00083	Syaj.g_00178
OG0000558	Syat.g_00081	Syaj.g_00181
OG0000559	Syat.g_00077	Syaj.g_00185
OG0000560	Syat.g_00074	Syaj.g_00188
OG0000561	Syat.g_00073	Syaj.g_00189
OG0000562	Syat.g_00072	Syaj.g_00190
OG0000563	Syat.g_00071	Syaj.g_00191
OG0000564	Syat.g_00070	Syaj.g_00192
OG0000565	Syat.g_00067	Syaj.g_00195
OG0000566	Syat.g_00063	Syaj.g_00199
OG0000567	Syat.g_00059	Syaj.g_00203
OG0000568	Syat.g_00057	Syaj.g_00207
OG0000569	Syat.g_00056	Syaj.g_00208
OG0000570	Syat.g_00055	Syaj.g_00209
OG0000571	Syat.g_00052	Syaj.g_00213
OG0000572	Syat.g_00033	Syaj.g_00230
OG0000573	Syat.g_00024	Syaj.g_00238
OG0000574	Syat.g_00023	Syaj.g_00242
OG0000575	Syat.g_00018	Syaj.g_00247
OG0000576	Syat.g_00014	Syaj.g_00249
OG0000577	Syat.g_00013	Syaj.g_00250
OG0000578	Syat.g_00012	Syaj.g_00251
OG0000579	Syat.g_00011	Syaj.g_00252
OG0000580	Syat.g_00010	Syaj.g_00253
OG0000581	Syat.g_00003	Syaj.g_00261
OG0000582	Syat.g_03403	Syaj.g_01338
OG0000583	Syat.g_03404	Syaj.g_01337
